57bd888079f7778a2f458c97c9ec9f1ca8b5580b0cb34c3894b5ddcd1b49571e,23ae0cd9354a13aa185eb964b517bf09df2b4f4b48a8895a4bbbd5cf2ab9bb6c,4e2bdde6bdb8dc5dbbf57ed0a3658724efd3cd38e42a4f20e9c7b3bca8ae54fe,6f6c347fb0631ec9fe205be6d56ec816c4253831a57ab7e58dbba753af9c4a30,70dac827f3d6a1e7e1e6b5b9ef33bbbcdf73c01cdb4cff4db8f3cd241c0efb98,480323ca876e4d9a23d51dee9aa5b3617b198544ac1e9eed17be830c136fee7f,1fea53d5e241b44033ab6af3122caa2ae960356c1d2382d5882dcf981630b9fd,4cefe0d9df4e0c413fc96141311ea0e5dfd1c3c0da1ba793e3c0b009f2478dc0,faf21a07ebc2102e93680bb52641d2873897b6f072ce38a155284adcef274b0f,f8d11bcc5f46b0237c9db4a99bd2d8378c3dcb6cd8cec811e491bb437498e9c9,d34777ab48d77fe1fc74cdd21a2e1c31ca15021646120e5111b7e915d08285b9,6a4482b8a8717d012f6e4a0061b4cc61ddd608f66fc127e0be779e343e4dc6da
"0","1011611553","0","10116115","0","vo_won","0","vo_won_10116115_06","0","0","2","53"
"0","1011611554","55","10116115","360","0","0","0","11","2.161","1","54"
"1","1011611555","0","10116115","0","0","3.392","0","0","0","4","55"
"0","1011611556","0","10116115","0","vo_won","0","vo_won_10116115_07","0","0","2","56"
"0","1011611557","0","10116115","235","0","0","0","12","0.982","1","57"
"1","1011611558","0","10116115","0","0","1.563","0","0","0","4","58"
"0","1011611559","235","10116115","450","0","0","0","12","1.916","1","59"
"1","1011612501","0","10116125","0","0","0.8","0","0","0","4","1"
"0","1011612502","0","10116125","0","vo_won","0","vo_won_10116125_01","0","0","2","2"
"0","1011612503","0","10116125","262","0","0","0","1","2.458","1","3"
"1","1011612504","0","10116125","0","0","3.21","0","0","0","4","4"
"0","1011612505","262","10116125","450","0","0","0","1","1.255","1","5"
"1","1011612506","0","10116125","0","0","1.255","0","0","0","4","6"
"0","1011612507","0","10116125","155","0","0","0","2","1.63","1","7"
"1","1011612508","0","10116125","0","0","2.759","0","0","0","4","8"
"0","1011612509","0","10116125","0","vo_won","0","vo_won_10116125_02","0","0","2","9"
"0","1011612510","155","10116125","220","0","0","0","2","0.753","1","10"
"1","1011612511","0","10116125","0","0","1.229","0","0","0","4","11"
"0","1011612512","220","10116125","450","0","0","0","2","1.255","1","12"
"1","1011612513","0","10116125","0","0","1.255","0","0","0","4","13"
"0","1011612514","0","10116125","430","0","0","0","3","2.138","1","14"
"1","1011612515","0","10116125","0","0","2.985","0","0","0","4","15"
"0","1011612516","430","10116125","430","0","0","0","3","0.501","1","16"
"1","1011612517","0","10116125","0","0","0.501","0","0","0","4","17"
"0","1011612518","0","10116125","0","0","0","0","4","1.807","1","18"
"1","1011612519","0","10116125","0","0","2.584","0","0","0","4","19"
"0","1011612520","0","10116125","72","0","0","0","4","0.703","1","20"
"1","1011612521","0","10116125","0","0","1.405","0","0","0","4","21"
"0","1011612522","72","10116125","175","0","0","0","4","0.553","1","22"
"1","1011612523","0","10116125","0","0","0.553","0","0","0","4","23"
"0","1011612524","175","10116125","175","0","0","0","4","0.878","1","24"
"1","1011612525","0","10116125","0","0","1.279","0","0","0","4","25"
"0","1011612526","175","10116125","450","0","0","0","4","2.233","1","26"
"1","1011612527","0","10116125","0","0","3.38","0","0","0","4","27"
"0","1011612528","0","10116125","0","vo_won","0","vo_won_10116125_03","0","0","2","28"
"0","1011612529","0","10116125","255","0","0","0","5","2.307","1","29"
"1","1011612530","0","10116125","0","0","2.859","0","0","0","4","30"
"0","1011612531","255","10116125","450","0","0","0","5","1.405","1","31"
"1","1011612532","0","10116125","0","0","1.832","0","0","0","4","32"
"0","1011612533","0","10116125","400","0","0","0","6","3.426","1","33"
"1","1011612534","0","10116125","0","0","3.912","0","0","0","4","34"
"0","1011612535","0","10116125","0","vo_won","0","vo_won_10116125_04","0","0","2","35"
"0","1011612536","0","10116125","305","0","0","0","7","2.534","1","36"
"1","1011612537","0","10116125","0","0","3.311","0","0","0","4","37"
"0","1011612538","305","10116125","450","0","0","0","7","0.979","1","38"
"1","1011612539","0","10116125","0","0","1.394","0","0","0","4","39"
"0","1011612540","0","10116125","450","0","0","0","8","3.346","1","40"
"1","1011612541","0","10116125","0","0","3.346","0","0","0","4","41"
"0","1011612542","0","10116125","0","0","0","0","9","0.828","1","42"
"1","1011612543","0","10116125","0","0","2.361","0","0","0","4","43"
"0","1011612544","0","10116125","0","vo_won","0","vo_won_10116125_05","0","0","2","44"
"0","1011612545","0","10116125","260","0","0","0","9","3.221","1","45"
"1","1011612546","0","10116125","0","0","3.999","0","0","0","4","46"
"0","1011612547","260","10116125","420","0","0","0","9","0.727","1","47"
"1","1011612548","0","10116125","0","0","1.405","0","0","0","4","48"
"0","1011612549","0","10116125","175","0","0","0","10","2.085","1","49"
"1","1011612550","0","10116125","0","0","3.523","0","0","0","4","50"
"0","1011612551","0","10116125","0","vo_won","0","vo_won_10116125_06","0","0","2","51"
"0","1011612552","0","10116125","72","0","0","0","11","0.62","1","52"
"1","1011612553","0","10116125","0","0","1.355","0","0","0","4","53"
"0","1011612554","72","10116125","440","0","0","0","11","2.483","1","54"
"1","1011612555","0","10116125","0","0","3.03","0","0","0","4","55"
"0","1011612556","0","10116125","220","0","0","0","12","1.284","1","56"
"1","1011613501","0","10116135","0","0","0.8","0","0","0","4","1"
"0","1011613502","0","10116135","0","vo_won","0","vo_won_10116135_01","0","0","2","2"
"0","1011613503","0","10116135","210","0","0","0","1","2.046","1","3"
"1","1011613504","0","10116135","0","0","2.601","0","0","0","4","4"
"0","1011613505","210","10116135","450","0","0","0","1","1.646","1","5"
"1","1011613506","0","10116135","0","0","2.101","0","0","0","4","6"
"0","1011613507","0","10116135","410","0","0","0","2","2.992","1","7"
"1","1011613508","0","10116135","0","0","4.249","0","0","0","4","8"
"0","1011613509","0","10116135","0","vo_won","0","vo_won_10116135_02","0","0","2","9"
"0","1011613510","0","10116135","210","0","0","0","3","0.865","1","10"
"1","1011613511","0","10116135","0","0","1.349","0","0","0","4","11"
"0","1011613512","210","10116135","450","0","0","0","3","2.925","1","12"
"1","1011613513","0","10116135","0","0","2.925","0","0","0","4","13"
"0","1011613514","0","10116135","0","0","0","0","4","0.64","1","14"
"1","1011613515","0","10116135","0","0","1.089","0","0","0","4","15"
"0","1011613516","0","10116135","210","0","0","0","4","1.967","1","16"
"1","1011613517","0","10116135","0","0","3.198","0","0","0","4","17"
"0","1011613518","0","10116135","0","vo_won","0","vo_won_10116135_03","0","0","2","18"
"0","1011613519","210","10116135","450","0","0","0","4","1.26","1","19"
"1","1011613520","0","10116135","0","0","1.26","0","0","0","4","20"
"0","1011613521","0","10116135","54","0","0","0","5","1.394","1","21"
"1","1011613522","0","10116135","0","0","2.162","0","0","0","4","22"
"0","1011613523","54","10116135","210","0","0","0","5","2.355","1","23"
"1","1011613524","0","10116135","0","0","2.355","0","0","0","4","24"
"0","1011613525","210","10116135","450","0","0","0","5","1.323","1","25"
"1","1011613526","0","10116135","0","0","2","0","0","0","4","26"
"0","1011613527","0","10116135","166","0","0","0","6","1.323","1","27"
"1","1011613528","0","10116135","0","0","2.01","0","0","0","4","28"
"0","1011613529","0","10116135","0","vo_won","0","vo_won_10116135_04","0","0","2","29"
"0","1011613530","166","10116135","450","0","0","0","6","1.54","1","30"
"1","1011613531","0","10116135","0","0","2.182","0","0","0","4","31"
"0","1011613532","0","10116135","188","0","0","0","7","2.931","1","32"
"1","1011613533","0","10116135","0","0","4.229","0","0","0","4","33"
"0","1011613534","0","10116135","0","vo_won","0","vo_won_10116135_05","0","0","2","34"
"0","1011613535","188","10116135","450","0","0","0","7","0.876","1","35"
"1","1011613536","0","10116135","0","0","1.994","0","0","0","4","36"
"0","1011613537","0","10116135","0","vo_won","0","vo_won_10116135_06","0","0","2","37"
"0","1011613538","0","10116135","450","0","0","0","8","3.336","1","38"
"1","1011613539","0","10116135","0","0","3.882","0","0","0","4","39"
"0","1011613540","0","10116135","450","0","0","0","9","4.02399999999999","1","40"
"1","1011613541","0","10116135","0","0","5.214","0","0","0","4","41"
"0","1011613542","0","10116135","0","vo_won","0","vo_won_10116135_07","0","0","2","42"
"0","1011613543","0","10116135","120","0","0","0","10","0.536","1","43"
"1","1011613544","0","10116135","0","0","0.952","0","0","0","4","44"
"0","1011613545","120","10116135","450","0","0","0","10","1.989","1","45"
"1","1011613546","0","10116135","0","0","3.059","0","0","0","4","46"
"0","1011613547","0","10116135","0","vo_won","0","vo_won_10116135_08","0","0","2","47"
"0","1011613548","0","10116135","187","0","0","0","11","1.83600000000001","1","48"
"1","1011613549","0","10116135","0","0","1.83600000000001","0","0","0","4","49"
"0","1011613550","187","10116135","450","0","0","0","11","2.392","1","50"
"1","1011613551","0","10116135","0","0","3.659","0","0","0","4","51"
"0","1011613552","0","10116135","0","vo_won","0","vo_won_10116135_09","0","0","2","52"
"0","1011613553","0","10116135","54","0","0","0","12","0.558","1","53"
"1","1011613554","0","10116135","0","0","0.558","0","0","0","4","54"
"0","1011613555","54","10116135","255","0","0","0","12","2.208","1","55"
"1","1011613556","0","10116135","0","0","3.355","0","0","0","4","56"
"0","1011613557","0","10116135","0","vo_won","0","vo_won_10116135_10","0","0","2","57"
"0","1011613558","255","10116135","450","0","0","0","12","1.939","1","58"
"1","1011613559","0","10116135","0","0","1.939","0","0","0","4","59"
"0","1011613560","0","10116135","207","0","0","0","13","1.895","1","60"
"1","1011613561","0","10116135","0","0","3.56","0","0","0","4","61"
"0","1011613562","0","10116135","0","vo_won","0","vo_won_10116135_11","0","0","2","62"
"0","1011613563","207","10116135","450","0","0","0","13","1.826","1","63"
"1","1011613564","0","10116135","0","0","2.452","0","0","0","4","64"
"0","1011613565","0","10116135","0","vo_won","0","vo_won_10116135_12","0","0","2","65"
"0","1011613566","0","10116135","140","0","0","0","14","1.196","1","66"
"1","1011613567","0","10116135","0","0","1.679","0","0","0","4","67"
"0","1011613568","140","10116135","450","0","0","0","14","2.542","1","68"
"1","1011621501","0","10116215","0","0","0.8","0","0","0","4","1"
"0","1011621502","0","10116215","50","0","0","0","1","0.388","1","2"
"1","1011621503","0","10116215","0","0","0.388","0","0","0","4","3"
"0","1011621504","0","10116215","0","vo_won","0","vo_won_10116215_01","0","0","2","4"
"0","1011621505","50","10116215","320","0","0","0","1","2.36","1","5"
"1","1011621506","0","10116215","0","0","3.141","0","0","0","4","6"
"0","1011621507","0","10116215","0","vo_won","0","vo_won_10116215_02","0","0","2","7"
"0","1011621508","0","10116215","318","0","0","0","2","1.385","1","8"
"1","1011621509","0","10116215","0","0","1.9","0","0","0","4","9"
"0","1011621510","318","10116215","450","0","0","0","2","1.933","1","10"
"1","1011621511","0","10116215","0","0","1.933","0","0","0","4","11"
"0","1011621512","0","10116215","184","0","0","0","3","1.385","1","12"
"1","1011621513","0","10116215","0","0","1.9","0","0","0","4","13"
"0","1011621514","0","10116215","0","vo_won","0","vo_won_10116215_03","0","0","2","14"
"0","1011621515","184","10116215","440","0","0","0","3","2.347","1","15"
"1","1011621516","0","10116215","0","0","2.347","0","0","0","4","16"
"0","1011621517","0","10116215","0","0","0","0","4","1.01","1","17"
"1","1011621518","0","10116215","0","0","1.545","0","0","0","4","18"
"0","1011621519","0","10116215","230","0","0","0","4","1.84","1","19"
"1","1011621520","0","10116215","0","0","2.212","0","0","0","4","20"
"0","1011621521","230","10116215","440","0","0","0","4","2.516","1","21"
"1","1011621522","0","10116215","0","0","2.516","0","0","0","4","22"
"0","1011621523","0","10116215","94","0","0","0","5","0.416","1","23"
"1","1011621524","0","10116215","0","0","1.53","0","0","0","4","24"
"0","1011621525","0","10116215","0","vo_won","0","vo_won_10116215_04","0","0","2","25"
"0","1011621526","94","10116215","316","0","0","0","5","1.386","1","26"
"1","1011621527","0","10116215","0","0","1.878","0","0","0","4","27"
"0","1011621528","316","10116215","440","0","0","0","5","1.523","1","28"
"1","1011621529","0","10116215","0","0","1.523","0","0","0","4","29"
"0","1011621530","0","10116215","265","0","0","0","6","1.493","1","30"
"1","1011621531","0","10116215","0","0","2.416","0","0","0","4","31"
"0","1011621532","0","10116215","0","vo_won","0","vo_won_10116215_05","0","0","2","32"
"0","1011621533","0","10116215","95","0","0","0","7","0.341","1","33"
"1","1011621534","0","10116215","0","0","0.921","0","0","0","4","34"
"0","1011621535","95","10116215","450","0","0","0","7","3","1","35"
"1","1011621536","0","10116215","0","0","3","0","0","0","4","36"
"0","1011621537","0","10116215","72","0","0","0","8","0.701","1","37"
"1","1011621538","0","10116215","0","0","1.45","0","0","0","4","38"
"0","1011621539","0","10116215","0","vo_won","0","vo_won_10116215_06","0","0","2","39"
"0","1011621540","72","10116215","135","0","0","0","8","0.447","1","40"
"1","1011621541","0","10116215","0","0","1.219","0","0","0","4","41"
"0","1011621542","135","10116215","450","0","0","0","8","3","1","42"
"1","1011621543","0","10116215","0","0","3","0","0","0","4","43"
"0","1011621544","0","10116215","71","0","0","0","9","0.295","1","44"
"1","1011621545","0","10116215","0","0","0.769","0","0","0","4","45"
"0","1011621546","71","10116215","430","0","0","0","9","3.474","1","46"
"1","1011621547","0","10116215","0","0","4.818","0","0","0","4","47"
"0","1011621548","0","10116215","0","vo_won","0","vo_won_10116215_07","0","0","2","48"
"0","1011621549","0","10116215","328","0","0","0","10","2.628","1","49"
"1","1011621550","0","10116215","0","0","3.159","0","0","0","4","50"
"0","1011621551","328","10116215","450","0","0","0","10","1.2","1","51"
"1","1011621552","0","10116215","0","0","1.2","0","0","0","4","52"
"0","1011621553","0","10116215","230","0","0","0","11","1.254","1","53"
"1","1011621554","0","10116215","0","0","2.382","0","0","0","4","54"
"0","1011621555","0","10116215","0","vo_won","0","vo_won_10116215_08","0","0","2","55"
"0","1011621556","0","10116215","270","0","0","0","12","2.514","1","56"
"1","1011621557","0","10116215","0","0","3.089","0","0","0","4","57"
"0","1011621558","270","10116215","450","0","0","0","12","2","1","58"
"1","1011621559","0","10116215","0","0","2","0","0","0","4","59"
"0","1011621560","0","10116215","113","0","0","0","13","0.104","1","60"
"1","1011621561","0","10116215","0","0","0.494","0","0","0","4","61"
"0","1011621562","0","10116215","0","vo_won","0","vo_won_10116215_09","0","0","2","62"
"0","1011621563","113","10116215","190","0","0","0","13","0.799","1","63"
"1","1011622501","0","10116225","0","0","0.8","0","0","0","4","1"
"0","1011622502","0","10116225","0","vo_won","0","vo_won_10116225_01","0","0","2","2"
"0","1011622503","0","10116225","430","0","0","0","1","3.617","1","3"
"1","1011622504","0","10116225","0","0","3.913","0","0","0","4","4"
"0","1011622505","0","10116225","250","0","0","0","2","2.134","1","5"
"1","1011622506","0","10116225","0","0","2.83","0","0","0","4","6"
"0","1011622507","250","10116225","450","0","0","0","2","1.272","1","7"
"1","1011622508","0","10116225","0","0","1.697","0","0","0","4","8"
"0","1011622509","0","10116225","450","0","0","0","3","2.973","1","9"
"1","1011622510","0","10116225","0","0","4.106","0","0","0","4","10"
"0","1011622511","0","10116225","0","vo_won","0","vo_won_10116225_02","0","0","2","11"
"0","1011622512","0","10116225","430","0","0","0","4","3.799","1","12"
"1","1011622513","0","10116225","0","0","4.289","0","0","0","4","13"
"0","1011622514","0","10116225","370","0","0","0","5","3.027","1","14"
"1","1011622515","0","10116225","0","0","3.596","0","0","0","4","15"
"0","1011622516","0","10116225","420","0","0","0","6","2.979","1","16"
"1","1011622517","0","10116225","0","0","3.713","0","0","0","4","17"
"0","1011622518","0","10116225","450","0","0","0","7","3.625","1","18"
"1","1011622519","0","10116225","0","0","4.113","0","0","0","4","19"
"0","1011622520","0","10116225","450","0","0","0","8","4.389","1","20"
"1","1011622521","0","10116225","0","0","5.693","0","0","0","4","21"
"0","1011622522","0","10116225","0","vo_won","0","vo_won_10116225_03","0","0","2","22"
"0","1011622523","0","10116225","450","0","0","0","9","4.285","1","23"
"1","1011622524","0","10116225","0","0","4.285","0","0","0","4","24"
"0","1011622525","0","10116225","230","0","0","0","10","1.638","1","25"
"1","1011622526","0","10116225","0","0","2.675","0","0","0","4","26"
"0","1011622527","0","10116225","0","vo_won","0","vo_won_10116225_04","0","0","2","27"
"0","1011622528","0","10116225","450","0","0","0","11","2.181","1","28"
"1","1011622529","0","10116225","0","0","2.757","0","0","0","4","29"
"0","1011622530","0","10116225","50","0","0","0","12","0.688","1","30"
"1","1011622531","0","10116225","0","0","1.004","0","0","0","4","31"
"0","1011622532","50","10116225","450","0","0","0","12","4.031","1","32"
"1","1011622533","0","10116225","0","0","4.031","0","0","0","4","33"
"0","1011622534","0","10116225","280","0","0","0","13","1.989","1","34"
"1","1011622535","0","10116225","0","0","2.935","0","0","0","4","35"
"0","1011622536","0","10116225","0","vo_won","0","vo_won_10116225_05","0","0","2","36"
"0","1011622537","0","10116225","187","0","0","0","14","1.9","1","37"
"1","1011622538","0","10116225","0","0","2.389","0","0","0","4","38"
"0","1011622539","187","10116225","430","0","0","0","14","1.731","1","39"
"1","1011623501","0","10116235","0","0","0.8","0","0","0","4","1"
"0","1011623502","0","10116235","0","vo_won","0","vo_won_10116235_01","0","0","2","2"
"0","1011623503","0","10116235","450","0","0","0","1","3.959","1","3"
"1","1011623504","0","10116235","0","0","4.004","0","0","0","4","4"
"0","1011623505","0","10116235","275","0","0","0","2","3.661","1","5"
"1","1011623506","0","10116235","0","0","4.388","0","0","0","4","6"
"0","1011623507","275","10116235","450","0","0","0","2","2","1","7"
"1","1011623508","0","10116235","0","0","2","0","0","0","4","8"
"0","1011623509","0","10116235","207","0","0","0","3","2.078","1","9"
"1","1011623510","0","10116235","0","0","2.692","0","0","0","4","10"
"0","1011623511","207","10116235","450","0","0","0","3","1.878","1","11"
"1","1011623512","0","10116235","0","0","1.878","0","0","0","4","12"
"0","1011623513","0","10116235","450","0","0","0","4","1.877","1","13"
"1","1011623514","0","10116235","0","0","1.877","0","0","0","4","14"
"0","1011623515","450","10116235","450","0","0","0","4","0.508","1","15"
"1","1011623516","0","10116235","0","0","1.54","0","0","0","4","16"
"0","1011623517","0","10116235","0","vo_won","0","vo_won_10116235_02","0","0","2","17"
"0","1011623518","0","10116235","450","0","0","0","5","2.822","1","18"
"1","1011623519","0","10116235","0","0","2.822","0","0","0","4","19"
"0","1011623520","0","10116235","249","0","0","0","6","3.483","1","20"
"1","1011623521","0","10116235","0","0","3.483","0","0","0","4","21"
"0","1011623522","249","10116235","249","0","0","0","6","0.916","1","22"
"1","1011623523","0","10116235","0","0","1.779","0","0","0","4","23"
"0","1011623524","249","10116235","450","0","0","0","6","3.202","1","24"
"1","1011623525","0","10116235","0","0","3.202","0","0","0","4","25"
"0","1011623526","0","10116235","450","0","0","0","7","3.61","1","26"
"1","1011623527","0","10116235","0","0","4.249","0","0","0","4","27"
"0","1011623528","0","10116235","450","0","0","0","8","3.269","1","28"
"1","1011623529","0","10116235","0","0","3.269","0","0","0","4","29"
"0","1011623530","450","10116235","450","0","0","0","8","2.274","1","30"
"1","1011623531","0","10116235","0","0","2.643","0","0","0","4","31"
"0","1011623532","0","10116235","0","vo_won","0","vo_won_10116235_03","0","0","2","32"
"0","1011623533","0","10116235","255","0","0","0","9","3.522","1","33"
"1","1011623534","0","10116235","0","0","4.483","0","0","0","4","34"
"0","1011623535","255","10116235","450","0","0","0","9","1.346","1","35"
"1","1011623536","0","10116235","0","0","1.414","0","0","0","4","36"
"0","1011623537","0","10116235","210","0","0","0","10","1.345","1","37"
"1","1011623538","0","10116235","0","0","1.414","0","0","0","4","38"
"0","1011623539","210","10116235","380","0","0","0","10","1.702","1","39"
