6cbfda71f64311b1700c461fc582491bdf4bd5bd627f88e9a2e8f984ccb706b3,7c981f12560b34ebb26a931fc29b21ececdbd7ebde68761592039191a0197e19,056d0231587143b28bbbdba40bcbace5d66d8b6a2197e42ddcbd0cee0a0402fc,3115fc70e6e5bf0d1df7688b81c9571144eebc5e97eb24921f2104af601f473c,09973b4d7fb362855795dd5851e908b5d015d7ecf1842e7f8c744cc338975386,b3326571193d8db8660a392f00ca1fa52f785a391bebf7767f0b65ebb60e6600,4133d376c9fced040a7c722f533d154e09dc9b16143c78bb302ed9966bca5aff,0469cf072cc7a0530f9a3cd0ce892950615bb41d5abab09797a8fe909e6381ed,0b62d1d1146675dad3f5164b7c673364939af8456e606d5aa13a830de3d3ff6c
"0","502004307","50","1","59","172","0.7","1","320040307"
"0","502004309","62","3","-4","173","0.85","2","320040307"
"0","0","13","2","-49","174","0.65","3","320040307"
"0","0","-10","1","0","175","0.8","1","320040308"
"0","0","20","1","30","176","0.9","1","320040309"
"0","0","-25","1","20","177","1","1","320040310"
"0","502004403","49","1","-74","178","0.7","1","320040406"
"0","502004404","67","3","13","179","0.85","2","320040406"
"0","0","11","2","43.5","180","0.65","3","320040406"
"0","502004407","50","1","59","181","0.7","1","320040407"
"0","502004409","62","3","-4","182","0.85","2","320040407"
"0","0","13","2","-49","183","0.65","3","320040407"
"0","0","-10","1","0","184","0.8","1","320040408"
"0","0","20","1","30","185","0.9","1","320040409"
"0","0","-25","1","20","186","1","1","320040410"
"0","502004503","49","1","-74","187","0.7","1","320040506"
"0","502004504","67","3","13","188","0.85","2","320040506"
"0","0","11","2","43.5","189","0.65","3","320040506"
"0","502004507","50","1","59","190","0.7","1","320040507"
"0","502004509","62","3","-4","191","0.85","2","320040507"
"0","0","13","2","-49","192","0.65","3","320040507"
"0","0","-10","1","0","193","0.8","1","320040508"
"0","0","20","1","30","194","0.9","1","320040509"
"0","0","-25","1","20","195","1","1","320040510"
"0","502005101","40","2","-74","196","0.7","1","320050106"
"0","502005103","67","3","13","197","1","2","320050106"
"0","0","11","1","43.5","198","0.65","3","320050106"
"0","502005106","50","2","59","199","0.7","1","320050107"
"0","502005108","62","3","30","200","0.9","2","320050107"
"0","0","13","1","-49","201","0.65","3","320050107"
"0","0","10","1","5","202","0.75","1","320050108"
"0","0","10","1","-10","203","0.75","1","320050109"
"0","0","-25","1","20","204","1","1","320050110"
"0","502005201","40","2","-74","205","0.7","1","320050206"
"0","502005203","67","3","13","206","1","2","320050206"
"0","0","11","1","43.5","207","0.65","3","320050206"
"0","502005206","50","2","59","208","0.7","1","320050207"
"0","502005208","62","3","30","209","0.9","2","320050207"
"0","0","13","1","-49","210","0.65","3","320050207"
"0","0","10","1","5","211","0.75","1","320050208"
"0","0","10","1","-10","212","0.75","1","320050209"
"0","0","-25","1","20","213","1","1","320050210"
"0","502005301","40","2","-74","214","0.7","1","320050306"
"0","502005303","67","3","13","215","1","2","320050306"
"0","0","11","1","43.5","216","0.65","3","320050306"
"0","502005306","50","2","59","217","0.7","1","320050307"
"0","502005308","62","3","30","218","0.9","2","320050307"
"0","0","13","1","-49","219","0.65","3","320050307"
"0","0","10","1","5","220","0.75","1","320050308"
"0","0","10","1","-10","221","0.75","1","320050309"
"0","0","-25","1","20","222","1","1","320050310"
"0","502005401","40","2","-74","223","0.7","1","320050406"
"0","502005403","67","3","13","224","1","2","320050406"
"0","0","11","1","43.5","225","0.65","3","320050406"
"0","502005406","50","2","59","226","0.7","1","320050407"
"0","502005408","62","3","30","227","0.9","2","320050407"
"0","0","13","1","-49","228","0.65","3","320050407"
"0","0","10","1","5","229","0.75","1","320050408"
"0","0","10","1","-10","230","0.75","1","320050409"
"0","0","-25","1","20","231","1","1","320050410"
"0","502005501","40","2","-74","232","0.7","1","320050506"
"0","502005503","67","3","13","233","1","2","320050506"
"0","0","11","1","43.5","234","0.65","3","320050506"
"0","502005506","50","2","59","235","0.7","1","320050507"
"0","502005508","62","3","30","236","0.9","2","320050507"
"0","0","13","1","-49","237","0.65","3","320050507"
"0","0","10","1","5","238","0.75","1","320050508"
"0","0","10","1","-10","239","0.75","1","320050509"
"0","0","-25","1","20","240","1","1","320050510"
"0","502006101","40","2","-74","241","0.7","1","320060106"
"0","502006103","67","3","13","242","0.7","2","320060106"
"0","0","11","1","43.5","243","0.65","3","320060106"
"0","502006106","50","2","59","244","0.7","1","320060107"
"0","502006108","62","3","30","245","0.9","2","320060107"
"0","0","13","1","-49","246","0.65","3","320060107"
"0","0","10","1","5","247","1","1","320060108"
"0","0","10","1","-10","248","1.2","1","320060109"
"0","0","-25","1","20","249","1","1","320060110"
"0","502006201","40","2","-74","250","0.7","1","320060206"
"0","502006203","67","3","13","251","0.7","2","320060206"
"0","0","11","1","43.5","252","0.65","3","320060206"
"0","502006206","50","2","59","253","0.7","1","320060207"
"0","502006208","62","3","30","254","0.9","2","320060207"
"0","0","13","1","-49","255","0.65","3","320060207"
"0","0","10","1","5","256","1","1","320060208"
"0","0","10","1","-10","257","1.2","1","320060209"
"0","0","-25","1","20","258","1","1","320060210"
"0","502006301","40","2","-74","259","0.7","1","320060306"
"0","502006303","67","3","13","260","0.7","2","320060306"
"0","0","11","1","43.5","261","0.65","3","320060306"
"0","502006306","50","2","59","262","0.7","1","320060307"
"0","502006308","62","3","30","263","0.9","2","320060307"
"0","0","13","1","-49","264","0.65","3","320060307"
"0","0","10","1","5","265","1","1","320060308"
"0","0","10","1","-10","266","1.2","1","320060309"
"0","0","-25","1","20","267","1","1","320060310"
"0","502006401","40","2","-74","268","0.7","1","320060406"
"0","502006403","67","3","13","269","0.7","2","320060406"
"0","0","11","1","43.5","270","0.65","3","320060406"
"0","502006406","50","2","59","271","0.7","1","320060407"
"0","502006408","62","3","30","272","0.9","2","320060407"
"0","0","13","1","-49","273","0.65","3","320060407"
"0","0","10","1","5","274","1","1","320060408"
"0","0","10","1","-10","275","1.2","1","320060409"
"0","0","-25","1","20","276","1","1","320060410"
"0","502006501","40","2","-74","277","0.7","1","320060506"
"0","502006503","67","3","13","278","0.7","2","320060506"
"0","0","11","1","43.5","279","0.65","3","320060506"
"0","502006506","50","2","59","280","0.7","1","320060507"
"0","502006508","62","3","30","281","0.9","2","320060507"
"0","0","13","1","-49","282","0.65","3","320060507"
"0","0","10","1","5","283","1","1","320060508"
"0","0","10","1","-10","284","1.2","1","320060509"
"0","0","-25","1","20","285","1","1","320060510"
"0","502007101","40","2","-74","286","0.7","1","320070106"
"0","502007103","67","3","43","287","0.7","2","320070106"
"0","0","11","1","43.5","288","0.65","3","320070106"
"0","502007106","50","2","59","289","0.7","1","320070107"
"0","502007108","62","3","30","290","0.9","2","320070107"
"0","0","13","1","-49","291","0.65","3","320070107"
"0","0","20","1","5","292","0.9","1","320070108"
"0","0","20","1","0","293","0.9","1","320070109"
"0","0","-20","1","-20","294","1","1","320070110"
"0","502007201","40","2","-74","295","0.7","1","320070206"
"0","502007203","67","3","43","296","0.7","2","320070206"
"0","0","11","1","43.5","297","0.65","3","320070206"
"0","502007206","50","2","59","298","0.7","1","320070207"
"0","502007208","62","3","30","299","0.9","2","320070207"
"0","0","13","1","-49","300","0.65","3","320070207"
"0","0","20","1","5","301","0.9","1","320070208"
"0","0","20","1","0","302","0.9","1","320070209"
"0","0","-20","1","-20","303","1","1","320070210"
"0","502007301","40","2","-74","304","0.7","1","320070306"
"0","502007303","67","3","43","305","0.7","2","320070306"
"0","0","11","1","43.5","306","0.65","3","320070306"
"0","502007306","50","2","59","307","0.7","1","320070307"
"0","502007308","62","3","30","308","0.9","2","320070307"
"0","0","13","1","-49","309","0.65","3","320070307"
"0","0","20","1","5","310","0.9","1","320070308"
"0","0","20","1","0","311","0.9","1","320070309"
"0","0","-20","1","-20","312","1","1","320070310"
"0","502007401","40","2","-74","313","0.7","1","320070406"
"0","502007403","67","3","43","314","0.7","2","320070406"
"0","0","11","1","43.5","315","0.65","3","320070406"
"0","502007406","50","2","59","316","0.7","1","320070407"
"0","502007408","62","3","30","317","0.9","2","320070407"
"0","0","13","1","-49","318","0.65","3","320070407"
"0","0","20","1","5","319","0.9","1","320070408"
"0","0","20","1","0","320","0.9","1","320070409"
"0","0","-20","1","-20","321","1","1","320070410"
"0","502007501","40","2","-74","322","0.7","1","320070506"
"0","502007503","67","3","43","323","0.7","2","320070506"
"0","0","11","1","43.5","324","0.65","3","320070506"
"0","502007506","50","2","59","325","0.7","1","320070507"
"0","502007508","62","3","30","326","0.9","2","320070507"
"0","0","13","1","-49","327","0.65","3","320070507"
"0","0","20","1","5","328","0.9","1","320070508"
"0","0","20","1","0","329","0.9","1","320070509"
"0","0","-20","1","-20","330","1","1","320070510"
"0","502008101","40","2","-74","331","0.7","1","320080106"
"0","502008103","67","3","43","332","0.9","2","320080106"
"0","0","11","1","43.5","333","0.65","3","320080106"
"0","502008106","50","2","59","334","0.7","1","320080107"
"0","502008108","62","3","30","335","0.9","2","320080107"
"0","0","13","1","-49","336","0.65","3","320080107"
"0","0","20","1","5","337","0.8","1","320080108"
"0","0","20","1","0","338","1.1","1","320080109"
"0","0","-20","1","-20","339","1","1","320080110"
"0","502008201","40","2","-74","340","0.7","1","320080206"
"0","502008203","67","3","43","341","0.9","2","320080206"
"0","0","11","1","43.5","342","0.65","3","320080206"
"0","502008206","50","2","59","343","0.7","1","320080207"
"0","502008208","62","3","30","344","0.9","2","320080207"
"0","0","13","1","-49","345","0.65","3","320080207"
"0","0","20","1","5","346","0.8","1","320080208"
"0","0","20","1","0","347","1.1","1","320080209"
"0","0","-20","1","-20","348","1","1","320080210"
"0","502008301","40","2","-74","349","0.7","1","320080306"
"0","502008303","67","3","43","350","0.9","2","320080306"
"0","0","11","1","43.5","351","0.65","3","320080306"
"0","502008306","50","2","59","352","0.7","1","320080307"
"0","502008308","62","3","30","353","0.9","2","320080307"
"0","0","13","1","-49","354","0.65","3","320080307"
"0","0","20","1","5","355","0.8","1","320080308"
"0","0","20","1","0","356","1.1","1","320080309"
"0","0","-20","1","-20","357","1","1","320080310"
"0","502008401","40","2","-74","358","0.7","1","320080406"
"0","502008403","67","3","43","359","0.9","2","320080406"
"0","0","11","1","43.5","360","0.65","3","320080406"
"0","502008406","50","2","59","361","0.7","1","320080407"
"0","502008408","62","3","30","362","0.9","2","320080407"
"0","0","13","1","-49","363","0.65","3","320080407"
"0","0","20","1","5","364","0.8","1","320080408"
"0","0","20","1","0","365","1.1","1","320080409"
"0","0","-20","1","-20","366","1","1","320080410"
"0","502008501","40","2","-74","367","0.7","1","320080506"
"0","502008503","67","3","43","368","0.9","2","320080506"
"0","0","11","1","43.5","369","0.65","3","320080506"
"0","502008506","50","2","59","370","0.7","1","320080507"
"0","502008508","62","3","30","371","0.9","2","320080507"
"0","0","13","1","-49","372","0.65","3","320080507"
"0","0","20","1","5","373","0.8","1","320080508"
"0","0","20","1","0","374","1.1","1","320080509"
"0","0","-20","1","-20","375","1","1","320080510"
"0","502009101","40","2","-74","376","0.7","1","320090106"
"0","502009103","67","3","13","377","1","2","320090106"
"0","0","11","1","43.5","378","0.65","3","320090106"
"0","502009106","50","2","-68","379","0.7","1","320090107"
"0","502009108","62","3","30","380","0.9","2","320090107"
"0","0","13","1","29","381","0.65","3","320090107"
"0","0","10","1","5","382","0.75","1","320090108"
"0","0","10","1","0","383","1","1","320090109"
"0","0","-20","1","-20","384","1","1","320090110"
"0","502009201","40","2","-74","385","0.7","1","320090206"
"0","502009203","67","3","13","386","1","2","320090206"
"0","0","11","1","43.5","387","0.65","3","320090206"
"0","502009206","50","2","-68","388","0.7","1","320090207"
"0","502009208","62","3","30","389","0.9","2","320090207"
"0","0","13","1","29","390","0.65","3","320090207"
"0","0","10","1","5","391","0.75","1","320090208"
"0","0","10","1","0","392","1","1","320090209"
"0","0","-20","1","-20","393","1","1","320090210"
"0","502009301","40","2","-74","394","0.7","1","320090306"
"0","502009303","67","3","13","395","1","2","320090306"
"0","0","11","1","43.5","396","0.65","3","320090306"
"0","502009306","50","2","-68","397","0.7","1","320090307"
"0","502009308","62","3","30","398","0.9","2","320090307"
"0","0","13","1","29","399","0.65","3","320090307"
"0","0","10","1","5","400","0.75","1","320090308"
"0","0","10","1","0","401","1","1","320090309"
"0","0","-20","1","-20","402","1","1","320090310"
"0","502009401","40","2","-74","403","0.7","1","320090406"
"0","502009403","67","3","13","404","1","2","320090406"
"0","0","11","1","43.5","405","0.65","3","320090406"
"0","502009406","50","2","-68","406","0.7","1","320090407"
"0","502009408","62","3","30","407","0.9","2","320090407"
"0","0","13","1","29","408","0.65","3","320090407"
"0","0","10","1","5","409","0.75","1","320090408"
"0","0","10","1","0","410","1","1","320090409"
"0","0","-20","1","-20","411","1","1","320090410"
"0","502009501","40","2","-74","412","0.7","1","320090506"
"0","502009503","67","3","13","413","1","2","320090506"
"0","0","11","1","43.5","414","0.65","3","320090506"
"0","502009506","50","2","-68","415","0.7","1","320090507"
"0","502009508","62","3","30","416","0.9","2","320090507"
"0","0","13","1","29","417","0.65","3","320090507"
"0","0","10","1","5","418","0.75","1","320090508"
"0","0","10","1","0","419","1","1","320090509"
"0","0","-20","1","-20","420","1","1","320090510"
"0","502010101","40","2","-74","421","0.7","1","320100106"
"0","502010103","67","3","13","422","1","2","320100106"
"0","0","11","1","43.5","423","0.65","3","320100106"
"0","502010106","50","2","-68","424","0.7","1","320100107"
"0","502010108","62","3","30","425","0.9","2","320100107"
"0","0","13","1","29","426","0.65","3","320100107"
"0","0","60","1","40","427","0.9","1","320100108"
"0","0","10","1","0","428","1","1","320100109"
"0","0","-35","1","-20","429","1","1","320100110"
"0","502010201","40","2","-74","430","0.7","1","320100206"
"0","502010203","67","3","13","431","1","2","320100206"
"0","0","11","1","43.5","432","0.65","3","320100206"
"0","502010206","50","2","-68","433","0.7","1","320100207"
"0","502010208","62","3","30","434","0.9","2","320100207"
"0","0","13","1","29","435","0.65","3","320100207"
"0","0","60","1","40","436","0.9","1","320100208"
"0","0","10","1","0","437","1","1","320100209"
"0","0","-35","1","-20","438","1","1","320100210"
"0","502010301","40","2","-74","439","0.7","1","320100306"
"0","502010303","67","3","13","440","1","2","320100306"
"0","0","11","1","43.5","441","0.65","3","320100306"
"0","502010306","50","2","-68","442","0.7","1","320100307"
"0","502010308","62","3","30","443","0.9","2","320100307"
"0","0","13","1","29","444","0.65","3","320100307"
"0","0","60","1","40","445","0.9","1","320100308"
"0","0","10","1","0","446","1","1","320100309"
"0","0","-35","1","-20","447","1","1","320100310"
"0","502010401","40","2","-74","448","0.7","1","320100406"
"0","502010403","67","3","13","449","1","2","320100406"
"0","0","11","1","43.5","450","0.65","3","320100406"
"0","502010406","50","2","-68","451","0.7","1","320100407"
"0","502010408","62","3","30","452","0.9","2","320100407"
"0","0","13","1","29","453","0.65","3","320100407"
"0","0","60","1","40","454","0.9","1","320100408"
"0","0","10","1","0","455","1","1","320100409"
"0","0","-35","1","-20","456","1","1","320100410"
"0","502010501","40","2","-74","457","0.7","1","320100506"
"0","502010503","67","3","13","458","1","2","320100506"
"0","0","11","1","43.5","459","0.65","3","320100506"
"0","502010506","50","2","-68","460","0.7","1","320100507"
"0","502010508","62","3","30","461","0.9","2","320100507"
"0","0","13","1","29","462","0.65","3","320100507"
"0","0","60","1","40","463","0.9","1","320100508"
"0","0","10","1","0","464","1","1","320100509"
"0","0","-35","1","-20","465","1","1","320100510"
"0","502011101","40","2","-74","466","0.7","1","320110106"
"0","502011103","67","3","13","467","1","2","320110106"
"0","0","11","1","43.5","468","0.65","3","320110106"
"0","502011106","50","2","-98","469","0.7","1","320110107"
"0","502011108","72","3","0","470","1.1","2","320110107"
"0","0","13","1","49","471","0.65","3","320110107"
"0","0","30","1","-40","472","0.75","1","320110108"
"0","0","50","1","20","473","1.2","1","320110109"
"0","0","-35","1","-20","474","1.1","1","320110110"
"0","502011201","40","2","-74","475","0.7","1","320110206"
"0","502011203","67","3","13","476","1","2","320110206"
"0","0","11","1","43.5","477","0.65","3","320110206"
"0","502011206","50","2","-98","478","0.7","1","320110207"
"0","502011208","72","3","0","479","1.1","2","320110207"
"0","0","13","1","49","480","0.65","3","320110207"
"0","0","30","1","-40","481","0.75","1","320110208"
"0","0","50","1","20","482","1.2","1","320110209"
"0","0","-35","1","-20","483","1.1","1","320110210"
"0","502011301","40","2","-74","484","0.7","1","320110306"
"0","502011303","67","3","13","485","1","2","320110306"
"0","0","11","1","43.5","486","0.65","3","320110306"
"0","502011306","50","2","-98","487","0.7","1","320110307"
"0","502011308","72","3","0","488","1.1","2","320110307"
"0","0","13","1","49","489","0.65","3","320110307"
"0","0","30","1","-40","490","0.75","1","320110308"
"0","0","50","1","20","491","1.2","1","320110309"
"0","0","-35","1","-20","492","1.1","1","320110310"
"0","502011401","40","2","-74","493","0.7","1","320110406"
"0","502011403","67","3","13","494","1","2","320110406"
"0","0","11","1","43.5","495","0.65","3","320110406"
"0","502011406","50","2","-98","496","0.7","1","320110407"
"0","502011408","72","3","0","497","1.1","2","320110407"
"0","0","13","1","49","498","0.65","3","320110407"
"0","0","30","1","-40","499","0.75","1","320110408"
"0","0","50","1","20","500","1.2","1","320110409"
"0","0","-35","1","-20","501","1.1","1","320110410"
"0","502011501","40","2","-74","502","0.7","1","320110506"
"0","502011503","67","3","13","503","1","2","320110506"
"0","0","11","1","43.5","504","0.65","3","320110506"
"0","502011506","50","2","-98","505","0.7","1","320110507"
"0","502011508","72","3","0","506","1.1","2","320110507"
"0","0","13","1","49","507","0.65","3","320110507"
"0","0","30","1","-40","508","0.75","1","320110508"
"0","0","50","1","20","509","1.2","1","320110509"
"0","0","-35","1","-20","510","1.1","1","320110510"
