c7703a7755506af7a82285cff18a0d3a1de11de00c2bf35d9d20b02f5ee67a14,aea25a31bff5a9c071a2efcf9495195e9d7f6b8057094ce92f37a925cd03e8b8,275e765c836a95e1ff0769dd2fd275daa35140f4f1c906c5c3c2753bdd26f140,7f404d59e24a83bbc6d259a8590270ba0938b35630d0b93b6faaeeffbd127501,7821b09e1b51e9ddb8274726517ea9012b84ab03be99a7292cb82d80a1395b3c,d033b825a4be25527f14e8bf5bd4b5d5e7bd689119b17d1236c08d47579ea453,adbff9b4a424018a68748bf89c34e22b51dd398e4b4a96c24078e8fc5162ff30,ff8ab0359a36aaf8ac99a52a52eade5c782ffd74e6494541d038287b13af0e4a,80a7786a500ec096f0b9474d5f3189c0c806a8c50833e0e0d444ff44fd8bfaea,16483701fdd67cb26548a88f501bbe3c87a250250f0458be73a24f79120217d4,f1ab938215c5d9d6a5f2f0df13ca3dd6c4ae4acb983dea3388b16b1505f75530
"","1001_in","","61030","3","0","","5152061","3","","0"
"","1","","61031","1.9","","","5152061","93","",""
"","1001_mid","","61032","3","0","","5152061","3","","0"
"","","","61033","","","","5152061","92","",""
"","1001_out","","61034","3","0","","5152061","3","","0"
"","0","","61035","0.2","","","5152061","93","",""
"","doya_idle_joy1R","","61036","110311","0.3","","5152061","3","","1"
"","gutsB_in_joy","1","61037","102311","0.2","0","5152061","3","gutsB_talk_joy","0"
"","wish_talk","","61038","102111","0.2","","5152061","3","","1"
"","hello_2","1","61039","131911","0.2","0","5152061","3","idle_normal_joy","0"
"","sad_talk_joy","","61040","107711","0.2","","5152061","3","","1"
"","handsup_in","1","61041","122811","0.2","0","5152061","3","handsup_loop","0"
"","leanforward_joy","","61042","122911","0.2","","5152061","3","","1"
"","talk_normal","","61043","122711","0.2","","5152061","3","","1"
"","vo_rag_6002","","61044","vo_rag","","","5152061","21","0","0"
"","-110","0","61045","3","","","5152061","2","0","142"
"","1002_in","","61046","3","0","","5152061","3","","0"
"","1","","61047","1.9","","","5152061","93","",""
"","1002_mid","","61048","3","0","","5152061","3","","0"
"","","","61049","","","","5152061","92","",""
"","1002_out","","61050","3","0","","5152061","3","","0"
"","gutsB_idle","","61051","102311","0.2","","5152061","3","","1"
"","wish_idle","","61052","102111","0.2","","5152061","3","","1"
"","idle_normal","","61053","131911","0.2","","5152061","3","","1"
"","sad_idle_normal","","61054","107711","0.2","","5152061","3","","1"
"","cool_idle","","61055","122811","0.2","","5152061","3","","1"
"","idle_normal_joy1R","","61056","122911","0.2","","5152061","3","","1"
"","wish_idle","","61057","122711","0.2","","5152061","3","","1"
"","gutsB_in","1","61058","110311","0.2","0","5152061","3","gutsB_talk","0"
"","vo_rag_6003","","61059","vo_rag","","","5152061","21","0","0"
"0","大朋友也很有精神，非常好！\n馬上開始做體操吧！","1","61060","110311","0","15","5152061","11","1","7"
"","","","61061","0","","","5152061","91","0","0"
"","bgm_MC175B","","61062","bgm_MC175B","","","5152061","25","",""
"","1","","61063","2","","","5152061","32","",""
"","kids_gungun_in","1","61064","110311","0.2","0","5152061","3","kids_gungun_loop","0"
"","vo_rag_6004","","61065","vo_rag","","","5152061","21","0","0"
"1.7","首先把雙手朝向天空\n用力伸出去──！","0","61066","110311","0","0","5152061","11","1","7"
"","0","","61067","0.1","","","5152061","93","",""
"","kids_gungun_in","1","61068","131911","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61069","102311","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61070","102111","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61071","107711","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61072","122811","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61073","122911","0.2","0","5152061","3","kids_gungun_loop","0"
"","kids_gungun_in","1","61074","122711","0.2","0","5152061","3","kids_gungun_loop","0"
"","0","","61075","5.2","","","5152061","93","",""
"","","","61076","61066","","","5152061","91","0","0"
"","vo_rag_6005","","61077","vo_rag","","","5152061","21","0","0"
"2.3","用力、用力！\n啊哈哈，盡情活動身體真開心呢！","0","61078","102311","13","60","5152061","11","1","8"
"","0","","61079","7.8","","","5152061","93","",""
"","","","61080","61078","","","5152061","91","0","0"
"","kids_furifuri","","61081","110311","0.3","","5152061","3","","1"
"","vo_rag_6006","","61082","vo_rag","","","5152061","21","0","0"
"1.7","接著是讓腰部左右擺動！\n動作要可愛，而且要有節奏感喔！","0","61083","110311","21","17","5152061","11","1","7"
"","0","","61084","0.1","","","5152061","93","",""
"","kids_furifuri","","61085","131911","0.3","","5152061","3","","1"
"","kids_furifuriB","","61086","102311","0.3","","5152061","3","","1"
"","kids_furifuri","","61087","102111","0.3","","5152061","3","","1"
"","kids_furifuriB","","61088","107711","0.3","","5152061","3","","1"
"","kids_furifuri","","61089","122811","0.3","","5152061","3","","1"
"","kids_furifuriB","","61090","122911","0.3","","5152061","3","","1"
"","kids_furifuri","","61091","122711","0.3","","5152061","3","","1"
"","0","","61092","7.3","","","5152061","93","",""
"","","","61093","61083","","","5152061","91","0","0"
"","vo_rag_6007","","61094","vo_rag","","","5152061","21","0","0"
"0.5","左右左右～感覺越來越有趣了呢♪","0","61095","102111","0","60","5152061","11","1","8"
"","0","","61096","5.2","","","5152061","93","",""
"","","","61097","61095","","","5152061","91","0","0"
"","joy_idle","","61098","131911","0.2","","5152061","3","","1"
"","joy_idle","","61099","102311","0.2","","5152061","3","","1"
"","joy_idle","","61100","102111","0.2","","5152061","3","","1"
"","joy_idle","","61101","107711","0.2","","5152061","3","","1"
"","joy_idle","","61102","122811","0.2","","5152061","3","","1"
"","joy_idle","","61103","122911","0.2","","5152061","3","","1"
"","joy_idle","","61104","122711","0.2","","5152061","3","","1"
"","kids_jump_in_saren","0","61105","110311","0.2","0","5152061","3","kids_jump_sideHair_out","0"
"","vo_rag_6008","","61106","vo_rag","","","5152061","21","0","0"
"1","最後大家一起大大地……跳躍──！","0","61107","110311","0","0","5152061","11","1","7"
"","0","","61108","0.1","","","5152061","93","",""
"","kids_jump_in","1","61109","131911","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61110","102311","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61111","102111","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61112","107711","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61113","122811","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61114","122911","0.2","0","5152061","3","kids_jump_mid","0"
"","kids_jump_in","1","61115","122711","0.2","0","5152061","3","kids_jump_mid","0"
"","0","","61116","4.1","","","5152061","93","",""
"","","","61117","61107","","","5152061","91","0","0"
"","finish","","61118","2","","","5152061","37","",""
"","se_10058300_kids_finish","","61119","se_10058300","","","5152061","23","","0"
"","kids_jump_out","","61120","131911","0","","5152061","3","","0"
"","kids_jump_out","","61121","102311","0","","5152061","3","","0"
"","kids_jump_out","","61122","102111","0","","5152061","3","","0"
"","kids_jump_sideHair_out","","61123","107711","0","","5152061","3","","0"
"","kids_jump_out","","61124","122811","0","","5152061","3","","0"
"","kids_jump_out","","61125","122911","0","","5152061","3","","0"
"","kids_jump_sideHair_out","","61126","122711","0","","5152061","3","","0"
"","vo_rag_6009","","61127","vo_rag","","","5152061","21","0","0"
"","1009_in","","61128","2","0","","5152061","3","","0"
"","1","","61129","0.4","","","5152061","93","",""
"","1009_mid","","61130","2","0","","5152061","3","","0"
"","","","61131","","","","5152061","92","",""
"","1009_out","","61132","2","0","","5152061","3","","0"
"","0","","61133","0.2","","","5152061","93","",""
"","kids_jump_end","1","61134","131911","0","0.2","5152061","3","idle_normal","0"
"","kids_jump_end","1","61135","102311","0","0.2","5152061","3","joy_idle_normal","0"
"","kids_jump_end","1","61136","102111","0","0.2","5152061","3","wish_idle","0"
"","kids_jump_sideHair_end","1","61137","107711","0","0.2","5152061","3","idle_normal","0"
"","kids_jump_end","1","61138","122811","0","0.2","5152061","3","doya_idle","0"
"","kids_jump_end","1","61139","122911","0","0.2","5152061","3","idle_normal","0"
"","kids_jump_sideHair_end","1","61140","122711","0","0.2","5152061","3","idle_normal","0"
"","bgm_MC173B","0","61141","bgm_MC173B","0","1","5152061","27","0.5","0.5"
"","kids_jump_sideHair_end","1","61142","110311","0","0.2","5152061","3","talk_normal","0"
"","vo_rag_6010","","61143","vo_rag","","","5152061","21","0","0"
"0","好的，辛苦了。\n大家玩得開心嗎？","1","61144","110311","0","0","5152061","11","1","6"
"","","","61145","0","","","5152061","91","0","0"
"","idle_normal","","61146","110311","0.2","","5152061","3","","1"
"","gutsB_in","1","61147","131911","0.2","0","5152061","3","gutsB_talk","0"
"","surprise3_in_joy2","1","61148","102311","0.2","0","5152061","3","surprise3_loop_joy2","0"
"","memory_talk","","61149","102111","0.2","","5152061","3","","1"
"","wish_talk_joy_shy","","61150","107711","0.2","","5152061","3","","1"
"","eieio_in","1","61151","122811","0.2","0","5152061","3","eieio_loop","0"
"","anger_talk_joy","","61152","122911","0.2","","5152061","3","","1"
"","sad_talk_dere2","","61153","122711","0.2","","5152061","3","","1"
"","vo_rag_6011","","61154","vo_rag","","","5152061","21","0","0"
"0","嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","1","61155","131911","0","60","5152061","11","1","7"
"","","","61156","0","","","5152061","91","0","0"
"","gutsB_idle","","61157","131911","0.2","","5152061","3","","1"
"","memory_talk","","61158","102111","0.2","","5152061","3","","1"
"","vo_rag_6012","","61159","vo_rag","","","5152061","21","0","0"
"0","既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","1","61160","102111","0","56","5152061","11","1","8"
"","","","61161","0","","","5152061","91","0","0"
"","memory_talk","","61162","102111","0.2","","5152061","3","","1"
"","se_10058300_emotion_laugh","","61163","se_10058300","","","5152061","23","","0"
"","1","","61164","11","","","5152061","32","",""
"","sad_talk_normal","","61165","110311","0.2","","5152061","3","","1"
"","vo_rag_6013","","61166","vo_rag","","","5152061","21","0","0"
"0","啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","1","61167","110311","0","0","5152061","11","1","7"
"","","","61168","0","","","5152061","91","0","0"
"","0","","61169","11","","","5152061","32","",""
"","0","","61170","0","","","5152061","22","",""
"","0","","61171","0.1","","","5152061","93","",""
"","wish_talk_joy_shy","","61172","110311","0.2","","5152061","3","","1"
"","smile2_joy","1","61173","131911","0.2","0","5152061","3","sad_idle_joy","0"
"","joy_idle","","61174","102311","0.2","","5152061","3","","1"
"","memory_idle","","61175","102111","0.2","","5152061","3","","1"
"","wish_idle_dere","","61176","107711","0.2","","5152061","3","","1"
"","cool_talk_dere2","","61177","122811","0.2","","5152061","3","","1"
"","anger_idle_normal2","","61178","122911","0.2","","5152061","3","","1"
"","sad_idle_dere","","61179","122711","0.2","","5152061","3","","1"
"","se_10058300_emotion_kids","","61180","se_10058300","","","5152061","23","","0"
"0","9","0","61181","110311","0","0","5152061","12","0","2"
"0","7","0","61182","131911","0","0","5152061","12","0","2"
"0","10","0","61183","102311","0","0","5152061","12","0","2"
"0","6","0","61184","102111","0","0","5152061","12","0","2"
"","0","","61185","2.5","","","5152061","93","",""
"","","","61186","61187","","","5152061","101","",""
"","bgm_MC173B","","61187","bgm_MC173B","","","5152061","25","",""
"","0","","61188","0","","","5152061","22","",""
"doya_idle","107111","-280","62001","1","1.55","1","5152062","1","382","110"
"idle_normal","107611","-210","62002","1","1.5","0","5152062","1","145","105"
"joy_idle_normal","131911","-296","62003","1","1.57","0","5152062","1","-22","107"
"wish_idle_joy","107511","-311","62004","1","1.57","0","5152062","1","-217","109"
"cool_idle","107811","-255","62005","1","1.53","0","5152062","1","-440","108"
"idle_normal","131411","-136","62006","1","1.45","0","5152062","1","34","103"
"riri_idle","131311","-146","62007","1","1.45","0","5152062","1","-163","104"
"sad_idle_surprise1","131511","-166","62008","1","1.45","0","5152062","1","-350","105"
"empty","5","-235","62009","5","1.5","1","5152062","5","-13","106"
"empty","11","-210","62010","1","1.5","0","5152062","5","145","110"
"empty","12","-296","62011","1","1.57","0","5152062","5","-22","110"
"empty","13","-311","62012","1","1.57","0","5152062","5","-217","110"
"empty","14","-255","62013","1","1.53","0","5152062","5","-440","110"
"empty","15","-136","62014","1","1.45","0","5152062","5","34","107"
"empty","16","-146","62015","1","1.45","0","5152062","5","-163","107"
"empty","17","-166","62016","1","1.45","0","5152062","5","-350","107"
"","210","","62017","107111","","","5152062","13","",""
"","207","","62018","131911","","","5152062","13","",""
"","209","","62019","107511","","","5152062","13","",""
"","205","","62020","107611","","","5152062","13","",""
"","208","","62021","107811","","","5152062","13","",""
"","203","","62022","131411","","","5152062","13","",""
"","204","","62023","131311","","","5152062","13","",""
"","205","","62024","131511","","","5152062","13","",""
"empty","1","-235","62025","1","1.57","0","5152062","5","-13","108"
"empty","2","11","62026","2","1","0","5152062","5","382","210"
"","1","1","62027","1","1","","5152062","31","0","0"
"","2","1","62028","2","0","","5152062","31","0","0"
"","12","1","62029","12","0","","5152062","31","0","0"
"","3","1","62030","3","1","","5152062","31","0","0"
"","","","62031","0","","","5152062","91","",""
"","telop_2","","62032","3","","","5152062","37","",""
"","0","","62033","0","","","5152062","102","","0"
"","0","","62034","1","","","5152062","93","",""
"","doya_talk","","62035","107111","0.2","","5152062","3","","1"
"","vo_rag_2001","","62036","vo_rag","","","5152062","21","0","0"
"0","一大清早的，真虧妳們能聚集在此。","1","62037","107111","0","35","5152062","11","1","9"
"","","","62038","0","","","5152062","91","0","0"
"","cool_in_joy","1","62039","107111","0.2","0","5152062","3","cool_talk_joy","0"
"","vo_rag_2002","","62040","vo_rag","","","5152062","21","0","0"
"0","就來將我珍藏的體操\n傳授給妳們吧♪","1","62041","107111","0","35","5152062","11","1","6"
"","","","62042","0","","","5152062","91","0","0"
"","cool_idle","","62043","107111","0.2","","5152062","3","","1"
"","gutsB_talk_anger","","62044","131311","0.2","","5152062","3","","1"
"","vo_rag_2003","","62045","vo_rag","","","5152062","21","0","0"
"0","無論是何等激烈的體操……\n我都會努力跳完的……！","1","62046","131311","0","0","5152062","11","1","10"
"","","","62047","0","","","5152062","91","0","0"
"","riri_idle","","62048","131311","0.2","","5152062","3","","1"
"","","","62049","1","","","5152062","26","",""
"","joy_talk_normal","","62050","107111","0.2","","5152062","3","","1"
"","idle_normal","","62051","131911","0.2","","5152062","3","","1"
"","idle_normal","","62052","107511","0.2","","5152062","3","","1"
"","idle_normal","","62053","107611","0.2","","5152062","3","","1"
"","idle_normal","","62054","107811","0.2","","5152062","3","","1"
"","idle_normal","","62055","131411","0.2","","5152062","3","","1"
"","idle_normal","","62056","131311","0.2","","5152062","3","","1"
"","idle_normal","","62057","131511","0.2","","5152062","3","","1"
"","vo_rag_2004","","62058","vo_rag","","","5152062","21","0","0"
"2","那就開始囉。\n來，一二一二。\n手再高一點！","0","62059","107111","0","0","5152062","11","1","8"
"","0","","62060","1.1","","","5152062","93","0","0"
"","bgm_MC175A","","62061","bgm_MC175A","","","5152062","25","",""
"","1","","62062","2","","","5152062","32","",""
"","clapping_in","1","62063","107111","0.2","0","5152062","3","clapping_loop","0"
"","idol_before_dance","","62064","131911","0.2","","5152062","3","","0"
"","idol_before_dance","","62065","107511","0.2","","5152062","3","","0"
"","idol_before_dance","","62066","107611","0.2","","5152062","3","","0"
"","idol_before_dance","","62067","107811","0.2","","5152062","3","","0"
"","idol_before_dance","","62068","131411","0.2","","5152062","3","","0"
"","idol_before_dance","","62069","131311","0.2","","5152062","3","","0"
"","idol_before_dance","","62070","131511","0.2","","5152062","3","","0"
"","","","62071","0","","","5152062","91","",""
"","1","","62072","12","","","5152062","32","",""
"","idol_danceF","","62073","131911","0.2","","5152062","3","","1"
"","idol_danceF","","62074","107511","0.2","","5152062","3","","1"
"","idol_danceF","","62075","107611","0.2","","5152062","3","","1"
"","idol_danceF","","62076","107811","0.2","","5152062","3","","1"
"","idol_danceB_in","1","62077","131411","0.2","0","5152062","3","idol_danceB_loop","0"
"","idol_danceB_in","1","62078","131311","0.2","0","5152062","3","idol_danceB_loop","0"
"","idol_danceB_in","1","62079","131511","0.2","0","5152062","3","idol_danceB_loop","0"
"","idol_danceF","","62080","12","0.2","","5152062","3","","1"
"","idol_danceF","","62081","13","0.2","","5152062","3","","1"
"","idol_danceF","","62082","11","0.2","","5152062","3","","1"
"","idol_danceF","","62083","14","0.2","","5152062","3","","1"
"","idol_danceB_loop","","62084","15","0.2","","5152062","3","","1"
"","idol_danceB_loop","","62085","16","0.2","","5152062","3","","1"
"","idol_danceB_loop","","62086","17","0.2","","5152062","3","","1"
"","0","","62087","2.8","","","5152062","93","0","0"
"","0","","62088","0.1","","","5152062","93","0","0"
"","pointing_in_anger","1","62089","107111","0.2","0","5152062","3","pointing_loop_anger","0"
"","0","","62090","0.5","","","5152062","93","0","0"
"","vo_rag_2005","","62091","vo_rag","","","5152062","21","0","0"
"","0204_in","","62092","2","0","","5152062","3","","0"
"","0","","62093","2.5","","","5152062","93","",""
"","0204_out","","62094","2","0","","5152062","3","","0"
"","0","","62095","0.2","","","5152062","93","",""
"","angry_loop","","62096","107111","0.2","","5152062","3","","1"
"","vo_rag_2006","","62097","vo_rag","","","5152062","21","0","0"
"","0205_in","","62098","2","0","","5152062","3","","0"
"","0","","62099","2.2","","","5152062","93","",""
"","0205_out","","62100","2","0","","5152062","3","","0"
"","0","","62101","0.3","","","5152062","93","",""
"","clapping_in_talk2","1","62102","107111","0.2","0","5152062","3","clapping_loop_talk2","0"
"","0","","62103","2.1","","","5152062","93","",""
"","out","","62104","12","","","5152062","37","",""
"","idol_poseF_in","1","62105","131911","0.1","0","5152062","3","idol_poseF_loop","0"
"","idol_poseF_in","1","62106","107511","0.1","0","5152062","3","idol_poseF_loop","0"
"","idol_poseF_in","1","62107","107611","0.1","0","5152062","3","idol_poseF_loop","0"
"","idol_poseF_in","1","62108","107811","0.1","0","5152062","3","idol_poseF_loop","0"
"","idol_poseB_in","1","62109","131411","0.1","0","5152062","3","idol_poseB_loop","0"
"","idol_poseB_in","1","62110","131311","0.1","0","5152062","3","idol_poseB_loop","0"
"","idol_poseB_in","1","62111","131511","0.1","0","5152062","3","idol_poseB_loop","0"
"","empty","","62112","12","0.2","","5152062","3","","1"
"","empty","","62113","13","0.2","","5152062","3","","1"
"","empty","","62114","11","0.2","","5152062","3","","1"
"","empty","","62115","14","0.2","","5152062","3","","1"
"","empty","","62116","15","0.2","","5152062","3","","1"
"","empty","","62117","16","0.2","","5152062","3","","1"
"","empty","","62118","17","0.2","","5152062","3","","1"
"","93","11","62119","107611","","","5152062","2","0.7","-206"
"","-13","11","62120","131911","","","5152062","2","0.7","-235"
"","-152","11","62121","107511","","","5152062","2","0.7","-248"
"","-277","11","62122","107811","","","5152062","2","0.7","-243"
"","8","11","62123","131411","","","5152062","2","0.7","-151"
"","-102","11","62124","131311","","","5152062","2","0.7","-154"
"","-222","11","62125","131511","","","5152062","2","0.7","-167"
"","0","","62126","1.6","","","5152062","93","",""
"","finish","","62127","2","","","5152062","37","",""
"","se_10058300_idle_finish","","62128","se_10058300","","","5152062","23","","0"
"","bgm_MC173B","0","62129","bgm_MC173B","0","1","5152062","27","0.5","0.5"
"","0","","62130","0","","","5152062","93","",""
"","clapping_end","","62131","107111","0.1","","5152062","3","","0"
"","0","","62132","2","","","5152062","93","",""
"","armcrossed_in","1","62133","107111","0.2","0","5152062","3","armcrossed_talk","0"
"","vo_rag_2007","","62134","vo_rag","","","5152062","21","0","0"
"0","就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","1","62135","107111","0","35","5152062","11","1","7"
"","","","62136","0","","","5152062","91","0","0"
"","armcrossed_idle","","62137","107111","0.2","","5152062","3","","1"
"","pack_in","1","62138","5","0","0","5152062","3","pack_talk","0"
"","se_10058300_pack_appear","","62139","se_10058300","","","5152062","23","","0"
"","idol_poseF_end_emilia_in","1","62140","131911","0.2","0","5152062","3","idol_poseF_end_emilia_loop","0"
"","0","","62141","1","","","5152062","93","",""
"","vo_rag_2008","","62142","vo_rag","","","5152062","21","0","0"
"0","我說，莉雅，\n這個算是廣播體操嗎？","1","62143","5","5","24","5152062","11","1","7"
"","","","62144","0","","","5152062","91","0","0"
"","0","","62145","0","","","5152062","22","",""
"","idol_poseF_end_emilia_loop_nervous","","62146","131911","0.2","","5152062","3","","1"
"","idol_poseF_end_emilia_nervous_in","1","62147","1","0","0","5152062","3","idol_poseF_end_emilia_loop","0"
"","pack_idle","","62148","5","0.2","","5152062","3","","1"
"","chris_laugh","","62149","107111","0.2","","5152062","3","","1"
"","se_10058300_emotion_idol","","62150","se_10058300","","","5152062","23","","0"
"0","5","0","62151","5","5","5","5152062","12","0","2"
"0","10","0","62152","107111","0","0","5152062","12","0","2"
"","0","","62153","2.5","","","5152062","93","",""
"","","","62154","62155","","","5152062","101","",""
"","bgm_MC173B","","62155","bgm_MC173B","","","5152062","25","",""
"","0","","62156","0","","","5152062","22","",""
"ames_sit_idle","131711","-215","63001","1","1.8","1","5152063","1","124","109"
"echidna_sit_thinking_idle","132011","-215","63002","1","1.8","0","5152063","1","-119","108"
"empty","1","-215","63003","1","1.8","0","5152063","5","-119","109"
"","209","","63004","131711","","","5152063","13","",""
"","208","","63005","132011","","","5152063","13","",""
"","1","1.16","63006","1","1","","5152063","31","0","0"
"","10","1","63007","10","1","","5152063","31","0","0"
"","5","1","63008","5","0","","5152063","31","0","0"
"","3","1","63009","3","1","","5152063","31","0","0"
"","0","","63010","0","","","5152063","91","",""
"","telop_3","","63011","3","","","5152063","37","",""
"","0","","63012","0","","","5152063","102","","0"
"","0","","63013","1","","","5152063","93","",""
"","echidna_sit_thinking_talk","","63014","132011","0.2","","5152063","3","","1"
"","vo_rag_5001","","63015","vo_rag","","","5152063","21","0","0"
"0","在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","1","63016","132011","-20","50","5152063","11","1","7"
"","","","63017","0","","","5152063","91","0","0"
"","echidna_sit_talk","","63018","132011","0.2","","5152063","3","","1"
"","vo_rag_5002","","63019","vo_rag","","","5152063","21","0","0"
"0","妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","1","63020","132011","-20","50","5152063","11","1","8"
"","","","63021","0","","","5152063","91","0","0"
"","echidna_sit_idle","","63022","132011","0.2","","5152063","3","","1"
"","ames_yareyare_in","1","63023","131711","0.2","0","5152063","3","ames_yareyare_talk","0"
"","vo_rag_5003","","63024","vo_rag","","","5152063","21","0","0"
"0","居然提出這麼麻煩的要求。","1","63025","131711","20","50","5152063","11","1","6"
"","","","63026","0","","","5152063","91","0","0"
"","ames_sit_talk","","63027","131711","0.2","","5152063","3","","1"
"","vo_rag_5004","","63028","vo_rag","","","5152063","21","0","0"
"0","雖然其中好像有很多誤解，\n不過就算了。","1","63029","131711","20","50","5152063","11","1","7"
"","","","63030","0","","","5152063","91","0","0"
"","vo_rag_5005","","63031","vo_rag","","","5152063","21","0","0"
"0","那麼，\n妳試著跟我做一樣的動作。","1","63032","131711","20","50","5152063","11","1","7"
"","","","63033","0","","","5152063","91","0","0"
"","ames_sit_out","1","63034","131711","0.2","0","5152063","3","idle_normal","0"
"","0","","63035","0.1","","","5152063","93","",""
"","echidna_sit_out","1","63036","132011","0.2","0","5152063","3","idle_normal","0"
"","out","","63037","10","","","5152063","37","",""
"","0","","63038","1","","","5152063","93","",""
"","","","63039","0","","","5152063","91","0","0"
"","bgm_MC175A","","63040","bgm_MC175A","","","5152063","25","",""
"","1","","63041","5","","","5152063","32","",""
"","isekai_dance","","63042","131711","0.2","","5152063","3","","1"
"","0","","63043","0.1","","","5152063","93","",""
"","isekai_dance","","63044","132011","0.2","","5152063","3","","1"
"","vo_rag_5006","","63045","vo_rag","","","5152063","21","0","0"
"1.7","來，一二一二、\n踏步踏步……","0","63046","131711","0","0","5152063","11","1","7"
"","0","","63047","7","","","5152063","93","",""
"","","","63048","0","","","5152063","91","0","0"
"","vo_rag_5007","","63049","vo_rag","","","5152063","21","0","0"
"0","一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","1","63050","132011","0","0","5152063","11","1","9"
"","0","","63051","3.4","","","5152063","93","",""
"","bgm_MC173B","0","63052","bgm_MC173B","0","1","5152063","27","0.5","0.5"
"","out","","63053","5","","","5152063","37","",""
"","tired_in","1","63054","1","0","0","5152063","3","tired_talk","0"
"","echidna_tired_in","1","63055","132011","0","0","5152063","3","echidna_tired_talk","0"
"","se_10058300_isekai_breath","","63056","se_10058300","","","5152063","23","","0"
"","0","","63057","7.6","","","5152063","93","",""
"","","","63058","63050","","","5152063","91","0","0"
"","tired_idle","","63059","1","0.2","","5152063","3","","1"
"","echidna_tired_idle","","63060","132011","0.2","","5152063","3","","1"
"","shock_in","1","63061","131711","0","0","5152063","3","shock_talk","0"
"","vo_rag_5008","","63062","vo_rag","","","5152063","21","0","0"
"0","騙人的吧！才只做了\n一點點而已耶！","1","63063","131711","0","0","5152063","11","1","7"
"","","","63064","0","","","5152063","91","0","0"
"","shock_to_surprise","1","63065","131711","0.2","","5152063","3","surprise_idle","0"
