30380df964836201420a2654e28c57fc686a5e065ac670a226f30d61a5271b4a,f51c74e225c3e7718a1585b67173cb4b825a0f1306b6e3ae31c9b0dd14b03893,ce860a1f6416946233e2d1fd0cd5e639c4f08309025814f989493c67ef6e2147,8a28976e5c094db4115e36446788c2852dd303a1c25d5278f77bf2d7cabe1351,69bece732a198fa95415fc3980203f8455b3bb872ee12f3864dcb6224a4f2bee,3822367adf1e2e7f35fdf1f91c531d36b6f411171d37b26c3646cb644d11b345,1b8afaaf76a2e59ceb69075a82f2c225a0df0df3e42c46220ff9416a93aa7098,672ecb4897bcb16db03c153ab6ee556075b77a48e579c00e44398a0fe55edbcf,857375a8a7cbe2b8aafbfda0aa5f177c953af6637acf5380cf3abe11abfcdb85,dbff9dd073ea3686596975039e68165eff348d4c7f1121abc381ff93dc5d69f2,3edc1eaafa59ce93da99ae2e01c27f510bf6c95728961a3daaa632cb93dbb642,3a023e2a1d7635aede598dc415e5c2685e3d8dc165f105a4baa7b2146290b2f1
"100580141","0","0","1005801","0","0.969","1","0","0","4","41","0"
"100580142","0","0.808","1005801","0","0","0","0","10","1","42","0"
"100580143","0","0","1005801","0","2.8","1","0","0","4","43","0"
"100580144","0","0","1005801","vo_ske","0","0","vo_ske_0107","0","2","44","0"
"100580145","0","0.25","1005801","0","0","0","0","10","1","45","52"
"100580146","0","0","1005801","0","0.25","1","0","0","4","46","0"
"100580147","52","1.817","1005801","0","0","0","0","10","1","47","328"
"100580148","0","0","1005801","0","3.312","1","0","0","4","48","0"
"100580149","328","0.666","1005801","0","0","0","0","10","1","49","389"
"100580150","0","0","1005801","0","1.17","1","0","0","4","50","0"
"100580151","0","1.616","1005801","0","0","0","0","11","1","51","0"
"100580152","0","0","1005801","0","4.15","1","0","0","4","52","0"
"100580153","0","0","1005801","vo_ske","0","0","vo_ske_0108","0","2","53","0"
"100580154","0","1.198","1005801","0","0","0","0","11","1","54","142"
"100580155","0","0","1005801","0","2.442","1","0","0","4","55","0"
"100580156","142","1.934","1005801","0","0","0","0","11","1","56","267"
"100580157","0","0","1005801","0","4.434","1","0","0","4","57","0"
"100580201","0","0","1005802","0","0.8","1","0","0","4","1","0"
"100580202","0","0","1005802","vo_ske","0","0","vo_ske_0201","0","2","2","0"
"100580203","0","1.122","1005802","0","0","0","0","1","1","3","202"
"100580204","0","0","1005802","0","1.689","1","0","0","4","4","0"
"100580205","202","1.13","1005802","0","0","0","0","1","1","5","370"
"100580206","0","0","1005802","0","2.883","1","0","0","4","6","0"
"100580207","0","0","1005802","vo_ske","0","0","vo_ske_0202","0","2","7","0"
"100580208","0","1.057","1005802","0","0","0","0","2","1","8","249"
"100580209","0","0","1005802","0","1.962","1","0","0","4","9","0"
"100580210","249","1.166","1005802","0","0","0","0","2","1","10","367"
"100580211","0","0","1005802","0","1.747","1","0","0","4","11","0"
"100580212","0","1.216","1005802","0","0","0","0","3","1","12","78"
"100580213","0","0","1005802","0","1.216","1","0","0","4","13","0"
"100580214","78","1.868","1005802","0","0","0","0","3","1","14","389"
"100580215","0","0","1005802","0","3.78","1","0","0","4","15","0"
"100580216","0","0","1005802","vo_ske","0","0","vo_ske_0203","0","2","16","0"
"100580217","0","0.655","1005802","0","0","0","0","4","1","17","252"
"100580218","0","0","1005802","0","1.632","1","0","0","4","18","0"
"100580219","252","1.586","1005802","0","0","0","0","4","1","19","366"
"100580220","0","0","1005802","0","2.357","1","0","0","4","20","0"
"100580221","366","0.386","1005802","0","0","0","0","4","1","21","366"
"100580222","0","0","1005802","0","0.386","1","0","0","4","22","0"
"100580223","0","0.872","1005802","0","0","0","0","5","1","23","0"
"100580224","0","0","1005802","0","3.189","1","0","0","4","24","0"
"100580225","0","0","1005802","vo_ske","0","0","vo_ske_0204","0","2","25","0"
"100580226","0","1.065","1005802","0","0","0","0","5","1","26","137"
"100580227","0","0","1005802","0","1.882","1","0","0","4","27","0"
"100580228","137","0.888","1005802","0","0","0","0","5","1","28","400"
"100580229","0","0","1005802","0","0.888","1","0","0","4","29","0"
"100580230","0","0.607","1005802","0","0","0","0","6","1","30","0"
"100580231","0","0","1005802","0","1.21","1","0","0","4","31","0"
"100580232","0","0.933","1005802","0","0","0","0","6","1","32","53"
"100580233","0","0","1005802","0","2.332","1","0","0","4","33","0"
"100580234","53","1.649","1005802","0","0","0","0","6","1","34","360"
"100580235","0","0","1005802","0","4.223","1","0","0","4","35","0"
"100580236","0","0","1005802","vo_ske","0","0","vo_ske_0205","0","2","36","0"
"100580237","0","0.349","1005802","0","0","0","0","7","1","37","81"
"100580238","0","0","1005802","0","1.46","1","0","0","4","38","0"
"100580239","81","1.532","1005802","0","0","0","0","7","1","39","350"
"100580240","0","0","1005802","0","2.11","1","0","0","4","40","0"
"100580241","350","0.341","1005802","0","0","0","0","7","1","41","350"
"100580242","0","0","1005802","0","0.341","1","0","0","4","42","0"
"100580243","0","1.202","1005802","0","0","0","0","8","1","43","0"
"100580244","0","0","1005802","0","3.101","1","0","0","4","44","0"
"100580245","0","0","1005802","vo_ske","0","0","vo_ske_0206","0","2","45","0"
"100580246","0","0.706","1005802","0","0","0","0","8","1","46","49"
"100580247","0","0","1005802","0","1.796","1","0","0","4","47","0"
"100580248","49","1.854","1005802","0","0","0","0","8","1","48","377"
"100580249","0","0","1005802","0","2.709","1","0","0","4","49","0"
"100580250","0","1.202","1005802","0","0","0","0","9","1","50","55"
"100580251","0","0","1005802","0","3.52","1","0","0","4","51","0"
"100580252","0","0","1005802","vo_ske","0","0","vo_ske_0207","0","2","52","0"
"100580253","55","0.754","1005802","0","0","0","0","9","1","53","100"
"100580254","0","0","1005802","0","1.291","1","0","0","4","54","0"
"100580255","100","0.505","1005802","0","0","0","0","9","1","55","350"
"100580256","0","0","1005802","0","2.624","1","0","0","4","56","0"
"100580257","0","0","1005802","vo_ske","0","0","vo_ske_0208","0","2","57","0"
"100580258","0","1.061","1005802","0","0","0","0","10","1","58","220"
"100580259","0","0","1005802","0","1.6","1","0","0","4","59","0"
"100580260","220","1.645","1005802","0","0","0","0","10","1","60","380"
"100580261","0","0","1005802","0","2.3","1","0","0","4","61","0"
"100580262","0","1.616","1005802","0","0","0","0","11","1","62","240"
"100580263","0","0","1005802","0","3.913","1","0","0","4","63","0"
"100580264","0","0","1005802","vo_ske","0","0","vo_ske_0209","0","2","64","0"
"100580265","0","1.258","1005802","0","0","0","0","12","1","65","128"
"100580266","0","0","1005802","0","3.579","1","0","0","4","66","0"
"100580267","0","0","1005802","vo_ske","0","0","vo_ske_0210","0","2","67","0"
"100580268","0","1.496","1005802","0","0","0","0","13","1","68","280"
"100580269","0","0","1005802","0","3.996","1","0","0","4","69","0"
"100580301","0","0","1005803","0","0.8","1","0","0","4","1","0"
"100580302","0","0","1005803","vo_ske","0","0","vo_ske_0301","0","2","2","0"
"100580303","0","1.797","1005803","0","0","0","0","1","1","3","160"
"100580304","0","0","1005803","0","2.514","1","0","0","4","4","0"
"100580305","160","0.612","1005803","0","0","0","0","1","1","5","339"
"100580306","0","0","1005803","0","0.612","1","0","0","4","6","0"
"100580307","0","0.464","1005803","0","0","0","0","2","1","7","163"
"100580308","0","0","1005803","0","0.889","1","0","0","4","8","0"
"100580309","163","1.164","1005803","0","0","0","0","2","1","9","163"
"100580310","0","0","1005803","0","2.59","1","0","0","4","10","0"
"100580311","0","0","1005803","vo_ske","0","0","vo_ske_0302","0","2","11","0"
"100580312","163","1.185","1005803","0","0","0","0","2","1","12","421"
"100580313","0","0","1005803","0","1.185","1","0","0","4","13","0"
"100580314","0","0.952","1005803","0","0","0","0","3","1","14","0"
"100580315","0","0","1005803","0","1.747","1","0","0","4","15","0"
"100580316","0","0.961","1005803","0","0","0","0","3","1","16","295"
"100580317","0","0","1005803","0","2.398","1","0","0","4","17","0"
"100580318","0","0","1005803","vo_ske","0","0","vo_ske_0303","0","2","18","0"
"100580319","0","1.401","1005803","0","0","0","0","4","1","19","150"
"100580320","0","0","1005803","0","1.935","1","0","0","4","20","0"
"100580321","150","1.288","1005803","0","0","0","0","4","1","21","356"
"100580322","0","0","1005803","0","2.418","1","0","0","4","22","0"
"100580323","0","0","1005803","vo_ske","0","0","vo_ske_0304","0","2","23","0"
"100580324","0","0.619","1005803","0","0","0","0","5","1","24","0"
"100580325","0","0","1005803","0","1.407","1","0","0","4","25","0"
"100580326","0","2.1","1005803","0","0","0","0","5","1","26","0"
"100580327","0","0","1005803","0","4.561","1","0","0","4","27","0"
"100580328","0","0","1005803","vo_ske","0","0","vo_ske_0305","0","2","28","0"
"100580329","0","2.309","1005803","0","0","0","0","5","1","29","318"
"100580330","0","0","1005803","0","3.378","1","0","0","4","30","0"
"100580331","0","0.664","1005803","0","0","0","0","6","1","31","101"
"100580332","0","0","1005803","0","1.555","1","0","0","4","32","0"
"100580333","101","1.706","1005803","0","0","0","0","6","1","33","366"
"100580334","0","0","1005803","0","4.399","1","0","0","4","34","0"
"100580335","0","0","1005803","vo_ske","0","0","vo_ske_0306","0","2","35","0"
"100580336","0","2.137","1005803","0","0","0","0","7","1","36","209"
"100580337","0","0","1005803","0","3.014","1","0","0","4","37","0"
"100580338","209","0.788","1005803","0","0","0","0","7","1","38","382"
"100580339","0","0","1005803","0","2.288","1","0","0","4","39","0"
"100580340","0","0","1005803","vo_ske","0","0","vo_ske_0307","0","2","40","0"
"100580341","0","2.054","1005803","0","0","0","0","8","1","41","290"
"100580342","0","0","1005803","0","2.931","1","0","0","4","42","0"
"100580343","290","0.801","1005803","0","0","0","0","8","1","43","410"
"100580344","0","0","1005803","0","1.48","1","0","0","4","44","0"
"100580345","0","2.75","1005803","0","0","0","0","9","1","45","347"
"100580346","0","0","1005803","0","5.052","1","0","0","4","46","0"
"100580347","0","0","1005803","vo_ske","0","0","vo_ske_0308","0","2","47","0"
"100580348","0","0.527","1005803","0","0","0","0","10","1","48","60"
"100580349","0","0","1005803","0","1.38","1","0","0","4","49","0"
"100580350","60","1.473","1005803","0","0","0","0","10","1","50","230"
"100580351","0","0","1005803","0","1.759","1","0","0","4","51","0"
"100580352","230","0.68","1005803","0","0","0","0","10","1","52","354"
"100580353","0","0","1005803","0","1.838","1","0","0","4","53","0"
"100580354","0","0","1005803","vo_ske","0","0","vo_ske_0309","0","2","54","0"
"100580355","0","0.477","1005803","0","0","0","0","11","1","55","71"
"100580356","0","0","1005803","0","1.108","1","0","0","4","56","0"
"100580357","71","2.144","1005803","0","0","0","0","11","1","57","323"
"100580358","0","0","1005803","0","3.802","1","0","0","4","58","0"
"100580359","0","0","1005803","vo_ske","0","0","vo_ske_0310","0","2","59","0"
"100580360","0","1.251","1005803","0","0","0","0","12","1","60","93"
"100580361","0","0","1005803","0","2.672","1","0","0","4","61","0"
"100580362","93","0.65","1005803","0","0","0","0","12","1","62","247"
"100580363","0","0","1005803","0","1.349","1","0","0","4","63","0"
"100580364","247","0.589","1005803","0","0","0","0","12","1","64","375"
"100580365","0","0","1005803","0","3.089","1","0","0","4","65","0"
"100580401","0","0","1005804","0","0.8","1","0","0","4","1","0"
"100580402","0","0","1005804","vo_ske","0","0","vo_ske_0401","0","2","2","0"
"100580403","0","1.769","1005804","0","0","0","0","1","1","3","186"
"100580404","0","0","1005804","0","3.723","1","0","0","4","4","0"
"100580405","0","0","1005804","vo_ske","0","0","vo_ske_0402","0","2","5","0"
"100580406","0","0.818","1005804","0","0","0","0","2","1","6","106"
"100580407","0","0","1005804","0","1.553","1","0","0","4","7","0"
"100580408","106","1.87","1005804","0","0","0","0","2","1","8","258"
"100580409","0","0","1005804","0","2.537","1","0","0","4","9","0"
"100580410","258","0.487","1005804","0","0","0","0","2","1","10","410"
"100580411","0","0","1005804","0","0.487","1","0","0","4","11","0"
"100580412","0","0.822","1005804","0","0","0","0","3","1","12","77"
"100580413","0","0","1005804","0","2.459","1","0","0","4","13","0"
"100580414","77","1.696","1005804","0","0","0","0","3","1","14","400"
"100580415","0","0","1005804","0","2.551","1","0","0","4","15","0"
"100580416","400","0.688","1005804","0","0","0","0","3","1","16","400"
"100580417","0","0","1005804","0","1.121","1","0","0","4","17","0"
"100580418","0","1.807","1005804","0","0","0","0","4","1","18","0"
"100580419","0","0","1005804","0","4.87","1","0","0","4","19","0"
"100580420","0","0","1005804","vo_ske","0","0","vo_ske_0403","0","2","20","0"
"100580421","0","0.78","1005804","0","0","0","0","4","1","21","93"
"100580422","0","0","1005804","0","2.288","1","0","0","4","22","0"
"100580423","93","1.497","1005804","0","0","0","0","4","1","23","324"
"100580424","0","0","1005804","0","3.177","1","0","0","4","24","0"
"100580425","0","0","1005804","vo_ske","0","0","vo_ske_0404","0","2","25","0"
"100580426","0","0.729","1005804","0","0","0","0","5","1","26","114"
"100580427","0","0","1005804","0","1.799","1","0","0","4","27","0"
"100580428","114","0.823","1005804","0","0","0","0","5","1","28","192"
"100580429","0","0","1005804","0","1.447","1","0","0","4","29","0"
"100580430","192","0.982","1005804","0","0","0","0","5","1","30","287"
"100580431","0","0","1005804","0","1.587","1","0","0","4","31","0"
"100580432","287","0.639","1005804","0","0","0","0","5","1","32","430"
"100580433","0","0","1005804","0","0.639","1","0","0","4","33","0"
"100580434","0","1.712","1005804","0","0","0","0","6","1","34","0"
"100580435","0","0","1005804","0","3.735","1","0","0","4","35","0"
"100580436","0","0","1005804","vo_ske","0","0","vo_ske_0405","0","2","36","0"
"100580437","0","0.793","1005804","0","0","0","0","6","1","37","201"
"100580438","0","0","1005804","0","2.073","1","0","0","4","38","0"
"100580439","201","0.405","1005804","0","0","0","0","6","1","39","201"
"100580440","0","0","1005804","0","1.081","1","0","0","4","40","0"
"100580441","201","0.962","1005804","0","0","0","0","6","1","41","293"
"100580442","0","0","1005804","0","3.994","1","0","0","4","42","0"
"100580443","0","0","1005804","vo_ske","0","0","vo_ske_0406","0","2","43","0"
"100580444","0","0.869","1005804","0","0","0","0","7","1","44","259"
"100580445","0","0","1005804","0","2.298","1","0","0","4","45","0"
"100580446","0","0","1005804","vo_ske","0","0","vo_ske_0407","0","2","46","0"
"100580447","259","1.07","1005804","0","0","0","0","7","1","47","389"
"100580448","0","0","1005804","0","2.401","1","0","0","4","48","0"
"100580449","0","0","1005804","vo_ske","0","0","vo_ske_0408","0","2","49","0"
"100580450","0","0.939","1005804","0","0","0","0","8","1","50","167"
"100580451","0","0","1005804","0","0.939","1","0","0","4","51","0"
"100580452","167","0.816","1005804","0","0","0","0","8","1","52","167"
"100580453","0","0","1005804","0","2.428","1","0","0","4","53","0"
"100580454","0","0","1005804","vo_ske","0","0","vo_ske_0409","0","2","54","0"
"100580455","167","0.626","1005804","0","0","0","0","8","1","55","211"
"100580456","0","0","1005804","0","1.776","1","0","0","4","56","0"
"100580457","211","1.439","1005804","0","0","0","0","8","1","57","390"
"100580458","0","0","1005804","0","1.439","1","0","0","4","58","0"
"100580459","0","0.447","1005804","0","0","0","0","9","1","59","60"
"100580460","0","0","1005804","0","2.012","1","0","0","4","60","0"
"100580461","0","0","1005804","vo_ske","0","0","vo_ske_0410","0","2","61","0"
"100580462","60","0.504","1005804","0","0","0","0","9","1","62","155"
"100580463","0","0","1005804","0","1.659","1","0","0","4","63","0"
"100580464","155","0.488","1005804","0","0","0","0","9","1","64","335"
"100580465","0","0","1005804","0","3.099","1","0","0","4","65","0"
"100580466","0","0","1005804","vo_ske","0","0","vo_ske_0411","0","2","66","0"
"100580467","0","0.743","1005804","0","0","0","0","10","1","67","93"
"100580468","0","0","1005804","0","1.683","1","0","0","4","68","0"
"100580469","93","2.16","1005804","0","0","0","0","10","1","69","319"
"100580470","0","0","1005804","0","3.689","1","0","0","4","70","0"
"100580471","0","1.846","1005804","0","0","0","0","11","1","71","284"
"100580472","0","0","1005804","0","4.239","1","0","0","4","72","0"
"100580473","0","0","1005804","vo_ske","0","0","vo_ske_0412","0","2","73","0"
"100580474","0","0.584","1005804","0","0","0","0","12","1","74","90"
"100580475","0","0","1005804","0","1.837","1","0","0","4","75","0"
"100580476","90","1.393","1005804","0","0","0","0","12","1","76","330"
"100580477","0","0","1005804","0","3.893","1","0","0","4","77","0"
"100580501","0","0","1005805","0","0.8","1","0","0","4","1","0"
"100580502","0","0","1005805","vo_ske","0","0","vo_ske_0501","0","2","2","0"
"100580503","0","1.013","1005805","0","0","0","0","1","1","3","136"
"100580504","0","0","1005805","0","1.598","1","0","0","4","4","0"
"100580505","136","1.062","1005805","0","0","0","0","1","1","5","399"
"100580506","0","0","1005805","0","2.428","1","0","0","4","6","0"
"100580507","0","0","1005805","vo_ske","0","0","vo_ske_0502","0","2","7","0"
"100580508","0","1.244","1005805","0","0","0","0","2","1","8","137"
"100580509","0","0","1005805","0","1.839","1","0","0","4","9","0"
"100580510","137","1.989","1005805","0","0","0","0","2","1","10","357"
"100580511","0","0","1005805","0","3.898","1","0","0","4","11","0"
"100580512","0","0","1005805","vo_ske","0","0","vo_ske_0503","0","2","12","0"
"100580513","0","1.43","1005805","0","0","0","0","3","1","13","220"
"100580514","0","0","1005805","0","1.915","1","0","0","4","14","0"
"100580515","220","0.906","1005805","0","0","0","0","3","1","15","365"
"100580516","0","0","1005805","0","2.75","1","0","0","4","16","0"
"100580517","0","0","1005805","vo_ske","0","0","vo_ske_0504","0","2","17","0"
"100580518","0","1.11","1005805","0","0","0","0","4","1","18","100"
"100580519","0","0","1005805","0","1.656","1","0","0","4","19","0"
"100580520","100","1.445","1005805","0","0","0","0","4","1","20","320"
"100580521","0","0","1005805","0","1.899","1","0","0","4","21","0"
"100580522","320","0.574","1005805","0","0","0","0","4","1","22","408"
"100580523","0","0","1005805","0","2.491","1","0","0","4","23","0"
"100580524","0","0","1005805","vo_ske","0","0","vo_ske_0505","0","2","24","0"
"100580525","0","1.192","1005805","0","0","0","0","5","1","25","167"
"100580526","0","0","1005805","0","1.943","1","0","0","4","26","0"
"100580527","167","0.864","1005805","0","0","0","0","5","1","27","316"
"100580528","0","0","1005805","0","1.47","1","0","0","4","28","0"
"100580529","316","0.713","1005805","0","0","0","0","5","1","29","376"
"100580530","0","0","1005805","0","3.073","1","0","0","4","30","0"
"100580531","0","0","1005805","vo_ske","0","0","vo_ske_0506","0","2","31","0"
"100580532","0","1.159","1005805","0","0","0","0","6","1","32","139"
"100580533","0","0","1005805","0","1.779","1","0","0","4","33","0"
"100580534","139","1.634","1005805","0","0","0","0","6","1","34","391"
"100580535","0","0","1005805","0","5.206","1","0","0","4","35","0"
"100580536","0","0","1005805","vo_ske","0","0","vo_ske_0507","0","2","36","0"
"100580537","0","1.363","1005805","0","0","0","0","7","1","37","202"
"100580538","0","0","1005805","0","2.334","1","0","0","4","38","0"
"100580539","202","1.128","1005805","0","0","0","0","7","1","39","343"
"100580540","0","0","1005805","0","3.267","1","0","0","4","40","0"
"100580541","0","0","1005805","vo_ske","0","0","vo_ske_0508","0","2","41","0"
"100580542","0","2.341","1005805","0","0","0","0","8","1","42","319"
"100580543","0","0","1005805","0","3.817","1","0","0","4","43","0"
"100580544","319","0.614","1005805","0","0","0","0","8","1","44","413"
"100580545","0","0","1005805","0","1.798","1","0","0","4","45","0"
"100580546","0","1.942","1005805","0","0","0","0","9","1","46","286"
"100580547","0","0","1005805","0","4.447","1","0","0","4","47","0"
"100580548","0","0","1005805","vo_ske","0","0","vo_ske_0509","0","2","48","0"
"100580549","0","0.441","1005805","0","0","0","0","10","1","49","95"
"100580550","0","0","1005805","0","1.691","1","0","0","4","50","0"
"100580551","95","2.177","1005805","0","0","0","0","10","1","51","382"
"100580552","0","0","1005805","0","4.215","1","0","0","4","52","0"
"100580553","0","0","1005805","vo_ske","0","0","vo_ske_0510","0","2","53","0"
"100580554","0","1.116","1005805","0","0","0","0","11","1","54","154"
"100580555","0","0","1005805","0","2.252","1","0","0","4","55","0"
"100580556","154","2.025","1005805","0","0","0","0","11","1","56","380"
"100580557","0","0","1005805","0","4.486","1","0","0","4","57","0"
"100580558","0","0","1005805","vo_ske","0","0","vo_ske_0511","0","2","58","0"
"100580559","0","0.473","1005805","0","0","0","0","12","1","59","93"
"100580560","0","0","1005805","0","1.015","1","0","0","4","60","0"
"100580561","93","0.759","1005805","0","0","0","0","12","1","61","164"
"100580562","0","0","1005805","0","2.172","1","0","0","4","62","0"
"100580563","0","2.606","1005805","0","0","0","0","13","1","63","362"
"100580564","0","0","1005805","0","5.313","1","0","0","4","64","0"
"100580565","0","0","1005805","vo_ske","0","0","vo_ske_0512","0","2","65","0"
"100580566","0","1.072","1005805","0","0","0","0","14","1","66","113"
"100580567","0","0","1005805","0","2.416","1","0","0","4","67","0"
"100580568","113","1.331","1005805","0","0","0","0","14","1","68","362"
"100580569","0","0","1005805","0","3.831","1","0","0","4","69","0"
"100590101","0","0","1005901","0","0.8","1","0","0","4","1","0"
"100590102","0","0","1005901","vo_ske","0","0","vo_ske_0601","0","2","2","0"
"100590103","0","1.86","1005901","0","0","0","0","1","1","3","320"
"100590104","0","0","1005901","0","2.5","1","0","0","4","4","0"
"100590105","320","1.2","1005901","0","0","0","0","1","1","5","380"
"100590106","0","0","1005901","0","3.1","1","0","0","4","6","0"
"100590107","0","0","1005901","vo_ske","0","0","vo_ske_0602","0","2","7","0"
"100590108","0","2.2","1005901","0","0","0","0","2","1","8","287"
"100590109","0","0","1005901","0","3.3","1","0","0","4","9","0"
"100590110","287","0.9","1005901","0","0","0","0","2","1","10","410"
"100590111","0","0","1005901","0","1.5","1","0","0","4","11","0"
"100590112","0","1.5","1005901","0","0","0","0","3","1","12","288"
"100590113","0","0","1005901","0","3.7","1","0","0","4","13","0"
"100590114","0","0","1005901","vo_ske","0","0","vo_ske_0603","0","2","14","0"
"100590115","288","1.5","1005901","0","0","0","0","3","1","15","410"
"100590116","0","0","1005901","0","1.5","1","0","0","4","16","0"
"100590117","0","0.3","1005901","0","0","0","0","4","1","17","87"
"100590118","0","0","1005901","0","1.5","1","0","0","4","18","0"
"100590119","87","0.8","1005901","0","0","0","0","4","1","19","246"
"100590120","0","0","1005901","0","1.5","1","0","0","4","20","0"
"100590121","246","1.9","1005901","0","0","0","0","4","1","21","378"
"100590122","0","0","1005901","0","4.5","1","0","0","4","22","0"
"100590123","0","0","1005901","vo_ske","0","0","vo_ske_0604","0","2","23","0"
"100590124","0","2.3","1005901","0","0","0","0","5","1","24","171"
"100590125","0","0","1005901","0","3.3","1","0","0","4","25","0"
"100590126","171","1.1","1005901","0","0","0","0","5","1","26","309"
"100590127","0","0","1005901","0","1.1","1","0","0","4","27","0"
"100590128","309","1.1","1005901","0","0","0","0","5","1","28","410"
"100590129","0","0","1005901","0","3.9","1","0","0","4","29","0"
"100590130","0","0","1005901","vo_ske","0","0","vo_ske_0605","0","2","30","0"
"100590131","0","0.5","1005901","0","0","0","0","6","1","31","52"
"100590132","0","0","1005901","0","1.7","1","0","0","4","32","0"
"100590133","52","1.2","1005901","0","0","0","0","6","1","33","109"
"100590134","0","0","1005901","0","1.9","1","0","0","4","34","0"
"100590135","109","0.9","1005901","0","0","0","0","6","1","35","292"
"100590136","0","0","1005901","0","2.6","1","0","0","4","36","0"
"100590137","0","0","1005901","vo_ske","0","0","vo_ske_0606","0","2","37","0"
"100590138","0","1.6","1005901","0","0","0","0","7","1","38","180"
"100590139","0","0","1005901","0","2","1","0","0","4","39","0"
"100590140","180","1","1005901","0","0","0","0","7","1","40","350"
"100590141","0","0","1005901","0","1","1","0","0","4","41","0"
"100590142","0","1.3","1005901","0","0","0","0","8","1","42","0"
"100590143","0","0","1005901","0","2.2","1","0","0","4","43","0"
"100590144","0","1.4","1005901","0","0","0","0","8","1","44","372"
"100590145","0","0","1005901","0","4","1","0","0","4","45","0"
"100590146","0","0","1005901","vo_ske","0","0","vo_ske_0607","0","2","46","0"
"100590147","0","1.1","1005901","0","0","0","0","9","1","47","130"
"100590148","0","0","1005901","0","1.8","1","0","0","4","48","0"
"100590149","130","1","1005901","0","0","0","0","9","1","49","253"
"100590150","0","0","1005901","0","2.3","1","0","0","4","50","0"
"100590151","253","1.4","1005901","0","0","0","0","9","1","51","400"
"100590152","0","0","1005901","0","3.4","1","0","0","4","52","0"
