11c536e4dfa50ae855674994295363277a9401803085d04dfe5ca24093c6536f,cc2c43918fcf2bb6ddb1efec7d4280f572787c1117822ff4cf368e4c805cf5ed,8e233686e68fc8d6938e0d2e131872c3179f0f202727c099c4b13055c1ee0c3d,b069d4d44b40ea6f1fa6405f6838100290a0c758521e21313c1f586a36f6628d,30a34ad61fa339b96953ec41042da957ae72bd968519c5ddd6bfae8e34d34925,575e14624efcb86bfd6bb88067ea21d1eb2ab903ddcd751253fa125f90ac7d4d,abc1926fa61cc1273d271a931be37941cfc969f0bf5bd0b9a13464d74b6e686d
"11","5","2","7","0","7","1"
"10","8","2","8","0","7","1"
"8","2","1","9","0","7","1"
"7","8","1","10","0","7","1"
"9","4","2","11","0","7","1"
"10","1","1","1","0","8","2"
"10","12","2","2","0","8","1"
"5","12","1","3","0","8","1"
"12","5","1","4","0","8","1"
"10","1","2","5","0","8","1"
"12","5","1","6","0","8","1"
"12","5","1","7","0","8","1"
"10","1","2","8","0","8","1"
"9","8","2","9","0","8","1"
"9","4","1","10","0","8","2"
"8","4","1","1","0","9","1"
"10","5","1","2","0","9","1"
"7","4","2","3","0","9","1"
"8","6","2","4","0","9","1"
"10","1","1","5","0","9","1"
"11","11","1","6","0","9","1"
"6","1","1","7","0","9","1"
"8","5","2","8","0","9","1"
"7","8","2","9","0","9","1"
"6","4","1","10","0","9","1"
"10","11","2","1","0","10","1"
"7","1","1","2","0","10","1"
"8","8","1","3","0","10","2"
"9","5","2","4","0","10","1"
"8","10","1","5","0","10","1"
"7","1","1","6","0","10","2"
"6","2","1","7","0","10","2"
"10","11","1","8","0","10","1"
"10","8","2","9","0","10","1"
"8","9","1","1","0","11","1"
"0","5","2","2","0","11","1"
"12","6","2","3","0","11","1"
"5","1","1","4","0","11","1"
"10","5","2","5","0","11","1"
"12","6","2","6","0","11","1"
"4","1","1","7","0","11","1"
"0","11","1","8","0","11","1"
"0","6","1","9","0","11","1"
"10","1","2","10","0","11","1"
"11","6","1","11","0","11","1"
"12","1","2","12","0","11","1"
"6","5","2","13","0","11","1"
"7","10","1","14","0","11","1"
"7","4","2","15","0","11","1"
"4","11","2","1","0","12","1"
"5","1","1","2","0","12","1"
"10","6","2","3","0","12","1"
"10","5","2","4","0","12","1"
"0","11","1","5","0","12","1"
"0","6","2","6","0","12","1"
"17","12","2","7","0","12","1"
"1","5","1","8","0","12","1"
"2","1","1","9","0","12","1"
"10","6","2","10","0","12","1"
"10","4","2","11","0","12","1"
"0","1","1","12","0","12","1"
"13","5","1","13","0","12","1"
"8","11","2","14","0","12","1"
"10","8","1","15","0","12","1"
"10","11","1","1","0","13","1"
"8","11","3","2","0","13","1"
"0","6","2","3","0","13","1"
"10","11","1","4","0","13","1"
"7","11","2","5","0","13","1"
"6","2","3","6","0","13","1"
"0","1","3","7","1500","13","1"
"5","11","1","8","0","13","3"
"10","5","3","9","0","13","1"
"4","1","2","10","0","13","1"
"4","1","1","11","0","13","1"
"6","6","3","12","0","13","1"
"6","4","1","13","0","13","1"
"10","9","1","14","0","13","3"
"10","8","3","15","0","13","1"
"6","4","1","16","0","13","1"
"0","1","3","17","0","13","1"
"8","8","2","18","0","13","1"
"0","11","1","1","0","14","1"
"13","2","1","2","0","14","2"
"10","11","3","3","0","14","1"
"10","1","1","4","0","14","1"
"10","4","1","5","0","14","2"
"0","11","2","6","0","14","1"
"0","1","2","7","0","14","1"
"10","1","1","8","0","14","1"
"12","12","3","9","0","14","1"
"12","12","3","10","0","14","1"
"0","5","3","11","0","14","1"
"12","5","1","12","0","14","1"
"6","10","1","13","0","14","2"
"10","11","1","14","0","14","1"
"6","10","1","15","0","14","3"
"10","11","1","16","0","14","1"
"6","2","1","17","0","14","3"
"6","10","1","18","0","14","2"
"4","11","1","19","0","14","1"
"10","8","2","20","0","14","1"
"4","8","1","21","0","14","3"
"10","12","2","1","0","15","1"
"12","12","1","2","0","15","1"
"12","11","3","3","0","15","1"
"6","11","1","4","0","15","1"
"12","12","2","5","0","15","1"
"0","5","2","6","0","15","1"
"12","11","1","7","0","15","1"
"0","1","1","8","0","15","1"
"0","5","1","9","0","15","1"
"12","12","1","10","0","15","2"
"0","11","3","11","0","15","1"
"11","12","3","12","0","15","1"
"9","1","2","13","0","15","1"
"12","1","1","14","0","15","1"
"0","12","1","15","0","15","1"
"9","12","1","16","0","15","1"
"4","11","2","17","0","15","1"
"4","11","1","18","0","15","3"
"12","5","2","19","0","15","1"
"0","12","2","20","0","15","1"
"7","12","2","21","0","15","1"
"12","12","1","22","0","15","3"
"7","1","1","23","0","15","3"
"0","4","3","24","0","15","1"
"10","4","1","25","0","15","3"
"0","8","2","26","0","15","1"
"0","11","1","27","0","15","1"
"0","11","2","28","0","15","1"
"0","6","1","1","0","16","1"
"10","11","2","2","0","16","1"
"0","12","3","3","0","16","1"
"0","4","2","4","0","16","1"
"12","6","1","5","0","16","1"
"0","6","1","6","0","16","1"
"4","4","2","7","0","16","1"
"4","5","3","8","0","16","1"
"0","1","3","9","0","16","1"
"17","12","1","10","0","16","1"
"0","11","2","11","0","16","1"
"10","1","3","12","0","16","1"
"11","11","2","13","0","16","1"
"0","11","3","14","0","16","1"
"12","12","1","15","0","16","1"
"10","11","1","16","0","16","1"
"10","11","1","17","0","16","1"
"6","6","1","18","0","16","1"
"6","11","2","19","0","16","1"
"8","1","3","20","0","16","1"
"8","5","3","21","0","16","1"
"9","4","1","22","0","16","1"
"10","11","1","23","0","16","1"
"4","11","1","1","0","17","1"
"10","4","1","2","0","17","3"
"4","11","1","3","0","17","1"
"0","1","1","4","0","17","1"
"10","1","1","5","0","17","2"
"4","11","2","6","0","17","1"
"10","1","1","7","0","17","2"
"4","11","2","8","0","17","1"
"0","1","3","9","0","17","1"
"10","8","1","10","0","17","2"
"12","12","1","11","0","17","1"
"4","11","3","12","0","17","1"
"4","1","1","13","0","17","3"
"10","11","1","14","0","17","1"
"0","1","1","15","0","17","2"
"4","11","1","16","0","17","2"
"7","8","1","17","0","17","2"
"0","11","1","18","0","17","1"
"6","2","1","19","0","17","3"
"10","10","1","20","0","17","1"
"10","11","2","21","0","17","1"
"7","8","3","22","0","17","1"
"4","11","1","1","0","18","1"
"13","5","1","2","0","18","2"
"10","4","1","3","0","18","1"
"10","4","2","4","0","18","1"
"10","11","3","5","0","18","1"
"7","5","1","6","0","18","3"
"10","11","1","7","0","18","1"
"10","4","3","8","0","18","1"
"10","11","2","9","0","18","1"
"6","5","1","10","0","18","3"
"10","11","1","11","0","18","1"
"10","11","2","12","0","18","1"
"10","4","3","13","0","18","1"
"8","5","1","14","0","18","2"
"6","6","1","15","0","18","2"
"0","10","3","16","0","18","1"
"0","10","2","17","0","18","1"
"0","10","1","18","0","18","1"
"7","10","1","19","0","18","2"
"10","8","1","20","0","18","1"
"10","11","1","21","0","18","1"
"9","2","1","22","0","18","2"
"0","13","1","1","0","19","2"
"8","4","1","2","0","19","2"
"0","8","1","3","0","19","2"
"10","14","1","1","0","20","2"
"0","8","1","2","0","20","2"
"13","15","1","1","0","21","2"
"0","15","1","1","0","22","2"
"0","13","1","2","0","22","2"
"0","42","1","1","0","23","2"
"0","72","1","2","0","23","2"
"0","43","1","1","0","24","2"
"0","44","1","1","0","25","2"
"0","45","1","1","0","26","2"
"0","46","1","1","0","27","2"
"0","47","1","1","0","28","2"
"0","14","1","1","0","29","2"
"0","15","1","1","0","30","1"
"0","8","2","2","0","30","1"
"13","10","1","3","0","30","1"
"13","10","2","4","0","30","1"
"9","12","2","5","0","30","1"
"6","72","1","6","0","30","1"
"8","2","1","7","0","30","2"
"0","13","1","8","0","30","2"
"8","4","1","1","0","31","1"
"0","1","2","2","0","31","1"
"6","10","1","3","0","31","1"
"0","4","2","4","0","31","1"
"7","9","1","5","0","31","1"
"0","1","2","6","0","31","1"
"6","10","1","1","0","32","1"
"13","10","2","2","0","32","1"
"0","1","3","3","0","32","1"
"11","2","2","4","0","32","1"
"8","2","1","5","0","32","1"
"0","1","3","6","0","32","1"
"7","72","3","7","0","32","1"
"0","6","3","1","0","33","1"
"13","10","1","2","0","33","3"
"3","3","3","3","0","33","1"
"0","72","1","4","0","33","3"
"2","12","3","5","0","33","1"
"6","4","1","1","0","34","2"
"7","5","1","2","0","34","1"
"0","1","2","3","0","34","1"
"8","12","2","4","0","34","1"
"0","1","1","5","0","34","1"
"0","15","1","6","0","34","2"
"0","8","1","1","0","35","2"
"10","72","1","2","0","35","2"
"0","13","1","3","0","35","2"
"0","4","1","1","0","36","2"
"6","6","1","2","0","36","1"
"0","1","1","3","0","36","1"
"10","72","2","4","0","36","1"
"0","9","2","5","0","36","1"
"7","2","2","6","0","36","2"
"7","8","1","1","0","37","2"
"0","4","1","2","0","37","1"
"0","5","2","3","0","37","1"
"6","13","1","4","0","37","2"
"10","13","1","1","0","38","2"
"8","5","1","2","0","38","1"
"7","6","2","3","0","38","1"
"0","1","1","4","0","38","1"
"7","9","2","5","0","38","1"
"13","15","2","6","0","38","1"
"0","8","1","7","0","38","2"
"6","4","1","1","0","39","2"
"13","6","1","2","0","39","1"
"10","72","2","3","0","39","1"
"6","13","1","4","0","39","2"
