413f7333d3ab2da32c9a6993d99f870a9ae1aa2b950c7fe2caa5d7cae74d12e4,7fcc287746848b2104d5c04815cf55d8d7f675149acc9ad475c266ad9d3cb56c,4d54a161be5f6cf1f27bcf8f6afdaea6dfb94806f9ca662a81256fb563196267,c45adc43b7452671f063ec2b8d4a6f32c3f0235f22fe1925ffe16e2c14e36596,f3b9ffb887c76bbc4422d7bb53a55a0456c6328af443f4f6acba799d726905d8,64a79b05d97635cf6bd1de92609b14f7bcdad63b46b7400bb8c450626be8dd3f,2a0cae313b19820c523d594b3e02bc408877850f14ed43d776224cf1489697af,3fa7baf8e708d918a2fdb474157439a044f3bed961d9c4a3c4ae148abeae0b52
"1","100509","100509","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","5390000000000"
"1","100510","100510","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","5159000000000"
"1","100511","100511","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","4928000000000"
"1","100512","100512","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","4620000000000"
"1","100513","100513","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1005","4389000000000"
"1","100514","100514","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1005","4158000000000"
"1","100515","100515","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","3927000000000"
"1","100516","100516","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","3619000000000"
"1","100517","100517","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1005","3388000000000"
"1","100518","100518","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1005","3157000000000"
"1","100519","100519","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","2849000000000"
"1","100520","100520","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","2618000000000"
"1","100521","100521","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","2387000000000"
"1","100522","100522","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","2079000000000"
"1","100523","100523","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1005","1848000000000"
"1","100524","100524","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1005","1617000000000"
"1","100525","100525","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","1386000000000"
"1","100526","100526","TP提升150","戰鬥開始時，我方的TP提升150。","36000","1005","1078000000000"
"1","100527","100527","無敵10秒","戰鬥開始10秒內，我方進入無敵狀態。","36000","1005","847000000000"
"1","100528","100528","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1005","616000000000"
"1","100529","100529","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1005","308000000000"
"1","100530","100530","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1005","77000000000"
"1","100601","100601","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","12028000000000"
"1","100602","100602","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","11532000000000"
"1","100603","100603","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1006","11160000000000"
"1","100604","100604","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","10788000000000"
"1","100605","100605","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","10416000000000"
"1","100606","100606","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","9920000000000"
"1","100607","100607","每秒HP恢復90秒","戰鬥開始90秒內，每秒恢復我方的HP。","36000","1006","9548000000000"
"1","100608","100608","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","9176000000000"
"1","100609","100609","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","8680000000000"
"1","100610","100610","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","8308000000000"
"1","100611","100611","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","7936000000000"
"1","100612","100612","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","7440000000000"
"1","100613","100613","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1006","7068000000000"
"1","100614","100614","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","6696000000000"
"1","100615","100615","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","6324000000000"
"1","100616","100616","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","5828000000000"
"1","100617","100617","每秒HP恢復90秒","戰鬥開始90秒內，每秒恢復我方的HP。","36000","1006","5456000000000"
"1","100618","100618","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","5084000000000"
"1","100619","100619","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","4588000000000"
"1","100620","100620","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","4216000000000"
"1","100621","100621","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1006","3844000000000"
"1","100622","100622","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","3348000000000"
"1","100623","100623","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","2976000000000"
"1","100624","100624","每秒HP恢復90秒","戰鬥開始90秒內，每秒恢復我方的HP。","36000","1006","2604000000000"
"1","100625","100625","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","2232000000000"
"1","100626","100626","TP提升150","戰鬥開始時，我方的TP提升150。","36000","1006","1736000000000"
"1","100627","100627","無敵10秒","戰鬥開始10秒內，我方進入無敵狀態。","36000","1006","1364000000000"
"1","100628","100628","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1006","992000000000"
"1","100629","100629","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1006","496000000000"
"1","100630","100630","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1006","124000000000"
"1","100701","100701","每秒TP提升90秒","戰鬥開始90秒內，每秒提升我方的TP。","36000","1007","7469000000000"
"1","100702","100702","TP提升50","戰鬥開始時，我方的TP提升50。","36000","1007","7161000000000"
"1","100703","100703","火傷傷害10秒","戰鬥開始10秒內，敵人陷入火傷狀態。","36000","1007","6930000000000"
"1","100704","100704","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","6699000000000"
"1","100705","100705","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","6468000000000"
"1","100706","100706","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1007","6160000000000"
"1","100707","100707","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1007","5929000000000"
"1","100708","100708","火傷傷害10秒","戰鬥開始10秒內，敵人陷入火傷狀態。","36000","1007","5698000000000"
"1","100709","100709","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","5390000000000"
"1","100710","100710","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1007","5159000000000"
"1","100711","100711","每秒TP提升90秒","戰鬥開始90秒內，每秒提升我方的TP。","36000","1007","4928000000000"
"1","100712","100712","火傷傷害10秒","戰鬥開始10秒內，敵人陷入火傷狀態。","36000","1007","4620000000000"
"1","100713","100713","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","4389000000000"
"1","100714","100714","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1007","4158000000000"
"1","100715","100715","提升魔法攻擊90秒","戰鬥開始90秒內，使我方的魔法攻擊力提升。","36000","1007","3927000000000"
"1","100716","100716","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1007","3619000000000"
"1","100717","100717","TP提升100","戰鬥開始時，我方的TP提升100。","36000","1007","3388000000000"
"1","100718","100718","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","3157000000000"
"1","100719","100719","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1007","2849000000000"
"1","100720","100720","提升物理攻擊90秒","戰鬥開始90秒內，使我方的物理攻擊力提升。","36000","1007","2618000000000"
"1","100721","100721","每秒TP提升90秒","戰鬥開始90秒內，每秒提升我方的TP。","36000","1007","2387000000000"
"1","100722","100722","TP提升150","戰鬥開始時，我方的TP提升150。","36000","1007","2079000000000"
"1","100723","100723","火傷傷害10秒","戰鬥開始10秒內，敵人陷入火傷狀態。","36000","1007","1848000000000"
"1","100724","100724","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","1617000000000"
"1","100725","100725","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1007","1386000000000"
"1","100726","100726","TP提升150","戰鬥開始時，我方的TP提升150。","36000","1007","1078000000000"
"1","100727","100727","無敵10秒","戰鬥開始10秒內，我方進入無敵狀態。","36000","1007","847000000000"
"1","100728","100728","火傷傷害10秒","戰鬥開始10秒內，敵人陷入火傷狀態。","36000","1007","616000000000"
"1","100729","100729","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1007","308000000000"
"1","100730","100730","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1007","77000000000"
"1","100801","100801","毒傷害10秒","戰鬥開始10秒內，敵人陷入中毒狀態。","36000","1008","12028000000000"
"1","100802","100802","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","11532000000000"
"1","100803","100803","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","11160000000000"
"1","100804","100804","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","10788000000000"
"1","100805","100805","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","10416000000000"
"1","100806","100806","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","9920000000000"
"1","100807","100807","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","9548000000000"
"1","100808","100808","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","9176000000000"
"1","100809","100809","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","8680000000000"
"1","100810","100810","降低魔法攻擊90秒","戰鬥開始90秒內，使敵人的魔法攻擊力下降。","36000","1008","8308000000000"
"1","100811","100811","毒傷害10秒","戰鬥開始10秒內，敵人陷入中毒狀態。","36000","1008","7936000000000"
"1","100812","100812","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","7440000000000"
"1","100813","100813","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","7068000000000"
"1","100814","100814","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","6696000000000"
"1","100815","100815","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1008","6324000000000"
"1","100816","100816","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","5828000000000"
"1","100817","100817","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","5456000000000"
"1","100818","100818","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","5084000000000"
"1","100819","100819","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1008","4588000000000"
"1","100820","100820","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","4216000000000"
"1","100821","100821","毒傷害10秒","戰鬥開始10秒內，敵人陷入中毒狀態。","36000","1008","3844000000000"
"1","100822","100822","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","3348000000000"
"1","100823","100823","降低物理攻擊90秒","戰鬥開始90秒內，使敵人的物理攻擊力下降。","36000","1008","2976000000000"
"1","100824","100824","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","2604000000000"
"1","100825","100825","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","2232000000000"
"1","100826","100826","TP提升150","戰鬥開始時，我方的TP提升150。","36000","1008","1736000000000"
"1","100827","100827","無敵10秒","戰鬥開始10秒內，我方進入無敵狀態。","36000","1008","1364000000000"
"1","100828","100828","降低物理防禦90秒","戰鬥開始90秒內，使敵人的物理防禦力下降。","36000","1008","992000000000"
"1","100829","100829","降低魔法防禦90秒","戰鬥開始90秒內，使敵人的魔法防禦力下降。","36000","1008","496000000000"
"1","100830","100830","毒傷害10秒","戰鬥開始10秒內，敵人陷入中毒狀態。","36000","1008","124000000000"
