55caa48d23a68019bca768f0946c5ec0dbb6073652c9d38423b714d561cf362e,5f48ef8079364bbcfe7c24a1bbedce42f257a19de1862ec78b250c523c3ffc91,c631cb4c7950cb45bd5d50e79eb066956c52955fff1a84d6fe6df1c3384b56b8,c750fe9f07df1d94ecbac26229002fa1ee2a2cab623f9bd06f52101dd3017a31,8b3ef9bdc57853ade60dccccc2a0a2fa6d28ec7644b2dc099ca653c2fd3841de,a9778f6b73cf4a29b9f6c377d7c8bbaa0c93943567215f5edd7650e4d374e332,1e4dd3d98c9e8280369e857c467466d2c888a674739ef2b3316e92fd68ce4ae0,5e4210b2fd0e8f49148b30f151d8a84c202bd8b2fb34f80b465aca36d76d5b54,d6b5443966cb8592c2b011384b1e26895ed212bd7fa76ce9838f88b08a73a8df,2efa43427c945a00c548bad7d613e1f17286908714efaf8e789474b3c2b58965,bb64a8149569dd0bb68595c2519855f66911aadbf0aab10873a00f427f96cddd
"","","","2","1.1","113511","0","1007001","1007001018","-600","-300"
"","","","93","","1","","1007001","1007001019","",""
"","","","32","","11","","1007001","1007001020","1",""
"","","","91","","0","","1007001","1007001021","",""
"","","","94","0","113511","80","1007001","1007001022","240","260"
"","","","32","","11","","1007001","1007001023","0",""
"","0.2","","3","","113511","","1007001","1007001024","svd_run","1"
"","","","7","0","113511","","1007001","1007001025","0","1.2"
"","","","2","1.2","113511","0","1007001","1007001026","-250","-300"
"","0.2","","3","","113411","","1007001","1007001027","svd_run","1"
"","","","7","0","113411","","1007001","1007001028","0","1.2"
"","","","2","1.2","113411","0","1007001","1007001029","250","-300"
"0","0.2","","6","1","113411","1","1007001","1007001030","1","1"
"","","","93","","1.2","","1007001","1007001031","",""
"","","","91","","0","","1007001","1007001032","",""
"","0.2","","3","","113511","","1007001","1007001033","svd_kime_eriko","0"
"","0.2","","3","","113411","","1007001","1007001034","svd_kime_shizuru","0"
"","","","93","","1.4","","1007001","1007001035","",""
"","","","32","","14","","1007001","1007001036","1",""
"","","","32","","15","","1007001","1007001037","1",""
"","","","93","","0.6","","1007001","1007001038","",""
"","0.2","","3","","113411","","1007001","1007001039","svd_idle_joy1","1"
"","0.2","","3","","113511","","1007001","1007001040","svd_talk_wish","1"
"","","","21","0","vo_svd","","1007001","1007001041","vo_svd_0121","0"
"0","0","1","11","0","113511","0","1007001","1007001042","我一定會為大人\n獻上永生難忘的\n最棒的暑假……","6"
"","","","91","","0","","1007001","1007001043","",""
"","0.2","","3","","113511","","1007001","1007001044","svd_idle_wish","1"
"","0.2","","3","","113411","","1007001","1007001045","svd_talk_joy1","1"
"","","","21","0","vo_svd","","1007001","1007001046","vo_svd_0122","0"
"0","0","1","11","0","113411","0","1007001","1007001047","來制定一個每到夏天\n都能回味無窮的\n夏日計畫吧！","8"
"","","","91","","0","","1007001","1007001048","",""
"","0.2","","3","","113411","","1007001","1007001049","svd_idle_joy1","1"
"","0.2","","3","","113511","","1007001","1007001050","svd_talk_thinking","1"
"","","","21","0","vo_svd","","1007001","1007001051","vo_svd_0123","0"
"0","0","1","11","0","113511","0","1007001","1007001052","咦……？但我明年夏天\n也會和大人一起過。\n不需要特別留下回憶呢……","6"
"","","","91","","0","","1007001","1007001053","",""
"","0.2","","3","","113511","","1007001","1007001054","svd_idle_thinking","1"
"0.2","0.2","","3","svd_talk_anger","113411","1","1007001","1007001055","svd_surprise","0"
"","","","21","0","vo_svd","","1007001","1007001056","vo_svd_0124","0"
"0","0","1","11","0","113411","0","1007001","1007001057","啊！惠理子妳太狡猾了！\n姐姐我也要永遠永遠\n和弟弟在一起！","8"
"","","","93","","3","","1007001","1007001058","",""
"0.4","0.2","","3","svd_talk_joy1","113411","1","1007001","1007001059","svd_jump","0"
"","","","91","","1007001057","","1007001","1007001060","",""
"","0.2","","3","","113411","","1007001","1007001061","svd_idle_joy1","1"
"","","","102","","","","1007001","1007001062","",""
"","","","32","","14","","1007001","1007001063","0",""
"","","","32","","15","","1007001","1007001064","0",""
"","","","93","","1","","1007001","1007001065","",""
"0","0","","12","","113511","","1007001","1007001066","7","1"
"","0.2","","3","","113511","","1007001","1007001067","svd_talk_normal","1"
"","","","93","","3","","1007001","1007001068","",""
"","0.2","","3","","113511","","1007001","1007001069","svd_idle_normal","1"
"0","0","","12","","113411","","1007001","1007001070","10","1"
"","0.2","","3","","113411","1","1007001","1007001071","svd_talk_normal","1"
"","","","93","","3","","1007001","1007001072","",""
"","0.2","","3","","113411","1","1007001","1007001073","svd_idle_normal","1"
"0","0","","12","","113511","","1007001","1007001074","7","1"
"","0.2","","3","","113511","","1007001","1007001075","svd_talk_memory","1"
"","","","93","","3","","1007001","1007001076","",""
"","0.2","","3","","113511","","1007001","1007001077","svd_idle_memory","1"
"0","0","","12","","113411","","1007001","1007001078","10","1"
"","0.2","","3","","113411","1","1007001","1007001079","svd_talk_memory","1"
"","","","93","","3","","1007001","1007001080","",""
"","0.2","","3","","113411","1","1007001","1007001081","svd_idle_memory","1"
"","","","101","","1007001066","","1007001","1007001082","",""
"0","1","","6","1","333","0","1007001","1007001083","1","1"
"","","","4","","113511","","1007001","1007001084","1",""
"","0.2","","3","","113511","","1007001","1007001085","svd_run","1"
"","","","2","0.8","113511","0","1007001","1007001086","-750","-300"
"","","","4","","113411","","1007001","1007001087","0",""
"","0.2","","3","","113411","","1007001","1007001088","svd_run","1"
"","","","2","0.8","113411","0","1007001","1007001089","750","-300"
"","","","93","","0.6","","1007001","1007001090","",""
"0","0.2","","6","1","113511","0","1007001","1007001091","1","1"
"0","0.2","","6","1","113411","0","1007001","1007001092","1","1"
"","","","91","","0","","1007001","1007001093","",""
"0","2.08","svd_idle_normal","5","-650","2","-300","1007002","1007002001","113511","100"
"1","2.08","svd_idle_normal","5","650","1","-300","1007002","1007002002","113411","100"
"0","1","svd_white_loop","5","0","3","0","1007002","1007002003","333","0"
"0","0","","6","1","333","0","1007002","1007002004","1","1"
"0","0","","6","1","113511","0","1007002","1007002005","1","1"
"0","0","","6","1","113411","0","1007002","1007002006","1","1"
"","","","93","","1","","1007002","1007002007","",""
"0","0.8","","6","1","333","0.4","1007002","1007002008","1","1"
"","0.2","","3","","113511","","1007002","1007002009","svd_run","1"
"","","","2","1.2","113511","0","1007002","1007002010","-250","-300"
"0","0.4","","6","1","113511","1","1007002","1007002011","1","1"
"","","","93","","1.2","","1007002","1007002012","",""
"","","","91","","0","","1007002","1007002013","",""
"","0.1","","3","","113511","","1007002","1007002014","svd_idle_normal","1"
"","","","93","","0.6","","1007002","1007002015","",""
"","0.2","","3","","113511","","1007002","1007002016","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007002","1007002017","vo_svd_0221","0"
"0","0","1","11","0","113511","0","1007002","1007002018","大人游泳時的英姿……\n已經被我深深地\n烙印在腦海裡了。","6"
"","","","91","","0","","1007002","1007002019","",""
"","0.2","","3","","113511","","1007002","1007002020","svd_idle_memory","1"
"","0.2","","3","","113411","","1007002","1007002021","svd_run","1"
"","","","2","1.2","113411","0","1007002","1007002022","250","-300"
"0","0.4","","6","1","113411","1","1007002","1007002023","1","1"
"","","","93","","1.2","","1007002","1007002024","",""
"","0.1","","3","","113411","","1007002","1007002025","svd_idle_joy1","1"
"","","","93","","0.3","","1007002","1007002026","",""
"","0.2","","3","","113411","","1007002","1007002027","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007002","1007002028","vo_svd_0222","0"
"0","0","1","11","0","113411","0","1007002","1007002029","弟弟賣力滑動手腳的樣子……\n真可愛呀……","6"
"","","","91","","0","","1007002","1007002030","",""
"","0.2","","3","","113411","","1007002","1007002031","svd_idle_memory","1"
"","0.2","","3","","113511","","1007002","1007002032","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007002","1007002033","vo_svd_0223","0"
"0","0","1","11","0","113511","0","1007002","1007002034","大人游泳時濺起的水花，\n一定能製成比任何秘藥\n都更有效的靈藥！","6"
"","","","91","","0","","1007002","1007002035","",""
"","0.2","","3","","113511","","1007002","1007002036","svd_idle_memory","1"
"","0.2","","3","","113411","","1007002","1007002037","svd_talk_worry","1"
"","","","21","0","vo_svd","","1007002","1007002038","vo_svd_0224","0"
"0","0","1","11","0","113411","0","1007002","1007002039","惠理子……\n那樣好像有點太過火了……","6"
"","","","91","","0","","1007002","1007002040","",""
"","0.2","","3","","113411","","1007002","1007002041","svd_idle_worry","1"
"","0.2","","3","","113511","","1007002","1007002042","svd_talk_thinking","1"
"","","","21","0","vo_svd","","1007002","1007002043","vo_svd_0225","0"
"0","0","1","11","0","113511","0","1007002","1007002044","看來靜流是不需要呢。\n那我就一人獨吞吧……","6"
"","","","91","","0","","1007002","1007002045","",""
"","0.2","","3","","113511","","1007002","1007002046","svd_idle_thinking","1"
"0","0","","12","","113411","","1007002","1007002047","4","0"
"","0.2","","3","","113411","","1007002","1007002048","svd_surprise","0"
"","","","93","","1","","1007002","1007002049","",""
"","0.2","","3","","113411","","1007002","1007002050","svd_talk_joy2","1"
"","","","21","0","vo_svd","","1007002","1007002051","vo_svd_0226","0"
"0","0","1","11","0","113411","0","1007002","1007002052","我想要！\n想用漂亮的小瓶子裝起來！","8"
"","","","91","","0","","1007002","1007002053","",""
"","0.2","","3","","113411","","1007002","1007002054","svd_idle_joy1","1"
"","","","102","","","","1007002","1007002055","",""
"","","","93","","1","","1007002","1007002056","",""
"0","0","","12","","113511","","1007002","1007002057","8","1"
"","0.2","","3","","113511","","1007002","1007002058","svd_talk_memory","1"
"","","","93","","3","","1007002","1007002059","",""
"","0.2","","3","","113511","","1007002","1007002060","svd_idle_memory","1"
"0","0","","12","","113411","","1007002","1007002061","1","1"
"","0.2","","3","","113411","1","1007002","1007002062","svd_talk_worry","1"
"","","","93","","3","","1007002","1007002063","",""
"","0.2","","3","","113411","1","1007002","1007002064","svd_idle_worry","1"
"0","0","","12","","113511","","1007002","1007002065","11","1"
"0.2","0.2","","3","svd_idle_guts2","113511","1","1007002","1007002066","svd_talk_guts2","0"
"","","","93","","3","","1007002","1007002067","",""
"","0.2","","3","","113511","","1007002","1007002068","svd_idle_guts2","1"
"0","0","","12","","113411","","1007002","1007002069","7","1"
"","0.2","","3","","113411","1","1007002","1007002070","svd_talk_joy1","1"
"","","","93","","3","","1007002","1007002071","",""
"","0.2","","3","","113411","1","1007002","1007002072","svd_idle_joy1","1"
"","","","101","","1007002057","","1007002","1007002073","",""
"0","1","","6","1","333","0","1007002","1007002074","1","1"
"","","","4","","113511","","1007002","1007002075","1",""
"","0.2","","3","","113511","","1007002","1007002076","svd_run","1"
"","","","2","0.8","113511","0","1007002","1007002077","-750","-300"
"","","","4","","113411","","1007002","1007002078","0",""
"","0.2","","3","","113411","","1007002","1007002079","svd_run","1"
"","","","2","0.8","113411","0","1007002","1007002080","750","-300"
"","","","93","","0.6","","1007002","1007002081","",""
"0","0.2","","6","1","113511","0","1007002","1007002082","1","1"
"0","0.2","","6","1","113411","0","1007002","1007002083","1","1"
"","","","91","","0","","1007002","1007002084","",""
"0","2.08","svd_idle_normal","5","-750","1","-300","1007003","1007003001","113511","100"
"1","2.08","svd_idle_normal","5","650","2","-300","1007003","1007003002","113411","100"
"0","1","svd_white_loop","5","0","3","0","1007003","1007003003","333","0"
"0","0","","6","1","333","0","1007003","1007003004","1","1"
"","","","7","0","113511","","1007003","1007003005","2","0"
"","","","2","0.5","113511","0","1007003","1007003006","-750","-300"
"0","0","","6","1","113411","0","1007003","1007003007","1","1"
"","0","","31","-40","6","0.8","1007003","1007003008","16","-140"
"","","","34","0","16","","1007003","1007003009","2","0"
"","","","93","","1","","1007003","1007003010","",""
"0","0.8","","6","1","333","0.4","1007003","1007003011","1","1"
"0","0.2","","3","svd_idle_see_sad","113511","1","1007003","1007003012","svd_idle_see_sad_pre","0"
"","","","2","1.1","113511","0","1007003","1007003013","-600","-300"
"","","","93","","1","","1007003","1007003014","",""
"","","","32","","16","","1007003","1007003015","1",""
"","","","91","","0","","1007003","1007003016","",""
"","","","94","0","113511","80","1007003","1007003017","240","260"
"","","","32","","16","","1007003","1007003018","0",""
"0","0","","12","","113511","","1007003","1007003019","17","1"
"","0.2","","3","","113511","","1007003","1007003020","svd_walk_sad","1"
"","","","7","0","113511","","1007003","1007003021","0","2"
"","","","2","2.4","113511","0","1007003","1007003022","-250","-300"
"","","","93","","2.4","","1007003","1007003023","",""
"","0.2","","3","","113511","","1007003","1007003024","svd_idle_sad","1"
"","","","93","","0.5","","1007003","1007003025","",""
"","","","91","","0","","1007003","1007003026","",""
"","0.2","","3","","113511","","1007003","1007003027","svd_talk_sad","1"
"","","","21","0","vo_svd","","1007003","1007003028","vo_svd_0321","0"
"0","0","1","11","0","113511","0","1007003","1007003029","本來想送弟弟一隻\n巨大的獨角仙\n當作禮物的……","7"
"","","","91","","0","","1007003","1007003030","",""
"","0.2","","3","","113511","","1007003","1007003031","svd_idle_sad","1"
"","0.2","","3","","113411","","1007003","1007003032","svd_walk","1"
"","","","2","2","113411","0","1007003","1007003033","250","-300"
"0","0.4","","6","1","113411","1","1007003","1007003034","1","1"
"","","","93","","2","","1007003","1007003035","",""
"","0.2","","3","","113411","","1007003","1007003036","svd_idle_normal","1"
"","","","93","","0.4","","1007003","1007003037","",""
"","0.2","","3","","113411","","1007003","1007003038","svd_talk_thinking","1"
"","","","21","0","vo_svd","","1007003","1007003039","vo_svd_0322","0"
"0","0","1","11","0","113411","0","1007003","1007003040","確實是有些可惜。\n但也因此看到了\n更有價值的事物呢。","6"
"","","","91","","0","","1007003","1007003041","",""
"","0.2","","3","","113411","","1007003","1007003042","svd_idle_thinking","1"
"","0.2","","3","","113511","","1007003","1007003043","svd_talk_joy1","1"
"","","","21","0","vo_svd","","1007003","1007003044","vo_svd_0323","0"
"0","0","1","11","0","113511","0","1007003","1007003045","溫柔的弟弟很迷人唷！\n下次再挑戰\n抓獨角仙吧！","6"
"","","","91","","0","","1007003","1007003046","",""
"","0.2","","3","","113511","","1007003","1007003047","svd_talk_sad","1"
"","","","21","0","vo_svd","","1007003","1007003048","vo_svd_0324","0"
"0","0","1","11","0","113511","0","1007003","1007003049","如果還是抓不到，\n到時候就……","6"
"","","","91","","0","","1007003","1007003050","",""
"","0.2","","3","","113511","","1007003","1007003051","svd_idle_sad","1"
"","0.2","","3","","113411","","1007003","1007003052","svd_talk_sad","1"
"","","","21","0","vo_svd","","1007003","1007003053","vo_svd_0325","0"
"0","0","1","11","0","113411","0","1007003","1007003054","如果還有下次……就由\n我們來假扮獨角仙吧。\n我會扮演得惟妙惟肖。","6"
"","","","93","","5","","1007003","1007003055","",""
"","0.2","","3","","113411","","1007003","1007003056","svd_talk_wish2","1"
"","","","91","","1007003054","","1007003","1007003057","",""
"","0.2","","3","","113411","","1007003","1007003058","svd_idle_wish2","1"
"","","","102","","","","1007003","1007003059","",""
"","","","93","","1","","1007003","1007003060","",""
"0","0","","12","","113511","","1007003","1007003061","12","1"
"0.2","0.2","","3","svd_idle_normal","113511","1","1007003","1007003062","svd_cmn_think","0"
"","","","93","","3","","1007003","1007003063","",""
"","0.2","","3","","113511","","1007003","1007003064","svd_idle_normal","1"
"0","0","","12","","113411","","1007003","1007003065","10","1"
"","0.2","","3","","113411","1","1007003","1007003066","svd_talk_normal","1"
"","","","93","","3","","1007003","1007003067","",""
"","0.2","","3","","113411","1","1007003","1007003068","svd_idle_normal","1"
"0","0","","12","","113511","","1007003","1007003069","1","1"
"","0.2","","3","","113511","","1007003","1007003070","svd_talk_sad","1"
"","","","93","","3","","1007003","1007003071","",""
"","0.2","","3","","113511","","1007003","1007003072","svd_idle_sad","1"
"0","0","","12","","113411","","1007003","1007003073","7","1"
"","0.2","","3","","113411","1","1007003","1007003074","svd_talk_wish","1"
"","","","93","","3","","1007003","1007003075","",""
"","0.2","","3","","113411","1","1007003","1007003076","svd_idle_wish","1"
"","","","101","","1007003061","","1007003","1007003077","",""
"0","1","","6","1","333","0","1007003","1007003078","1","1"
"","","","4","","113511","","1007003","1007003079","1",""
"","0.2","","3","","113511","","1007003","1007003080","svd_run","1"
"","","","2","0.8","113511","0","1007003","1007003081","-750","-300"
"","","","4","","113411","","1007003","1007003082","0",""
"","0.2","","3","","113411","","1007003","1007003083","svd_run","1"
"","","","2","0.8","113411","0","1007003","1007003084","750","-300"
"","","","93","","0.6","","1007003","1007003085","",""
"0","0.2","","6","1","113511","0","1007003","1007003086","1","1"
"0","0.2","","6","1","113411","0","1007003","1007003087","1","1"
"","","","91","","0","","1007003","1007003088","",""
"0","2.08","svd_idle_normal","5","-250","1","-560","1007004","1007004001","113511","100"
"1","2.08","svd_idle_normal","5","250","2","-560","1007004","1007004002","113411","100"
"0","1","svd_white_loop","5","0","3","0","1007004","1007004003","333","0"
"0","0","","6","1","333","0","1007004","1007004004","1","1"
"0","0","","6","1","113511","0","1007004","1007004005","1","1"
"0","0","","6","1","113411","0","1007004","1007004006","1","1"
"","","","93","","1","","1007004","1007004007","",""
"0","0.8","","6","1","333","0.4","1007004","1007004008","1","1"
"0.2","0.2","","3","svd_idle_normal","113511","1","1007004","1007004009","svd_jump1","0"
"0.2","0.2","","3","svd_idle_normal","113411","1","1007004","1007004010","svd_jump1","0"
"","","","93","","0.3","","1007004","1007004011","",""
"","","","2","0.75","113511","0","1007004","1007004012","-250","-300"
"","","","2","0.75","113411","0","1007004","1007004013","250","-300"
"0","0.4","","6","1","113511","1","1007004","1007004014","1","1"
"0","0.4","","6","1","113411","1","1007004","1007004015","1","1"
"","","","93","","1.2","","1007004","1007004016","",""
"","","","91","","0","","1007004","1007004017","",""
"","0.2","","3","","113411","","1007004","1007004018","svd_idle_normal","1"
"","0.2","","3","","113511","","1007004","1007004019","svd_talk_joy1","1"
"","","","21","0","vo_svd","","1007004","1007004020","vo_svd_0421","0"
"0","0","1","11","0","113511","0","1007004","1007004021","月光學院的大家\n都是好孩子呢！\n校園生活也感覺很有趣──","6"
"","","","91","","0","","1007004","1007004022","",""
"","0.2","","3","","113511","","1007004","1007004023","svd_idle_joy1","1"
"","0.2","","3","","113411","","1007004","1007004024","svd_talk_thinking","1"
"","","","21","0","vo_svd","","1007004","1007004025","vo_svd_0422","0"
"0","0","1","11","0","113411","0","1007004","1007004026","有小伊緒這名\n優秀的老師教導，\n有點讓人羨慕呢……","6"
"","","","91","","0","","1007004","1007004027","",""
"","0.2","","3","","113411","","1007004","1007004028","svd_idle_thinking","1"
"","0.2","","3","","113511","","1007004","1007004029","svd_talk_normal","1"
"","","","21","0","vo_svd","","1007004","1007004030","vo_svd_0423","0"
"0","0","1","11","0","113511","0","1007004","1007004031","欸欸，我們兩個……\n也進去就讀怎麼樣？","7"
"","","","91","","0","","1007004","1007004032","",""
"","0.2","","3","","113511","","1007004","1007004033","svd_idle_joy1","1"
"0.2","0.2","","3","svd_talk_joy1","113411","1","1007004","1007004034","svd_surprise","0"
"","","","21","0","vo_svd","","1007004","1007004035","vo_svd_0424","0"
"0","0","1","11","0","113411","0","1007004","1007004036","……！真是個好主意！\n那就快去拿\n入學申請書吧！","6"
"","","","91","","0","","1007004","1007004037","",""
"","0.2","","3","","113411","","1007004","1007004038","svd_idle_joy1","1"
"","","","102","","","","1007004","1007004039","",""
"","","","93","","1","","1007004","1007004040","",""
"0","0","","12","","113511","","1007004","1007004041","7","1"
"","0.2","","3","","113511","","1007004","1007004042","svd_talk_normal","1"
"","","","93","","3","","1007004","1007004043","",""
"","0.2","","3","","113511","","1007004","1007004044","svd_idle_normal","1"
"0","0","","12","","113411","","1007004","1007004045","6","1"
"","0.2","","3","","113411","1","1007004","1007004046","svd_talk_joy1","1"
"","","","93","","3","","1007004","1007004047","",""
"","0.2","","3","","113411","1","1007004","1007004048","svd_idle_joy1","1"
"0","0","","12","","113511","","1007004","1007004049","10","1"
"","0.2","","3","","113511","","1007004","1007004050","svd_talk_joy2","1"
"","","","93","","3","","1007004","1007004051","",""
"","0.2","","3","","113511","","1007004","1007004052","svd_idle_joy2","1"
"0","0","","12","","113411","","1007004","1007004053","10","1"
"0.2","0.2","","3","svd_idle_joy1","113411","1","1007004","1007004054","svd_cmn_smile3","0"
"","","","93","","3","","1007004","1007004055","",""
"","0.2","","3","","113411","1","1007004","1007004056","svd_idle_joy1","1"
"","","","101","","1007004041","","1007004","1007004057","",""
"0","1","","6","1","333","0","1007004","1007004058","1","1"
"","","","4","","113511","","1007004","1007004059","1",""
"","0.2","","3","","113511","","1007004","1007004060","svd_run","1"
"","","","2","0.8","113511","0","1007004","1007004061","-750","-300"
"","","","4","","113411","","1007004","1007004062","0",""
"","0.2","","3","","113411","","1007004","1007004063","svd_run","1"
"","","","2","0.8","113411","0","1007004","1007004064","750","-300"
"","","","93","","0.6","","1007004","1007004065","",""
"0","0.2","","6","1","113511","0","1007004","1007004066","1","1"
"0","0.2","","6","1","113411","0","1007004","1007004067","1","1"
"","","","91","","0","","1007004","1007004068","",""
"0","2.08","svd_idle_normal","5","-700","1","-300","1007005","1007005001","113511","110"
"0","2.08","svd_idle_normal","5","-550","2","-300","1007005","1007005002","113411","100"
"0","1","svd_white_loop","5","0","3","0","1007005","1007005003","333","0"
"0","0","","6","1","333","0","1007005","1007005004","1","1"
"","0","","31","60","3","1.3","1007005","1007005005","13","-630"
"0","0","","6","1","113511","0","1007005","1007005006","1","1"
"0","0","","6","1","113411","0","1007005","1007005007","1","1"
"","","","93","","1","","1007005","1007005008","",""
"0","0.8","","6","1","333","0.4","1007005","1007005009","1","1"
"","0.2","","3","","113511","","1007005","1007005010","svd_walk_glad","1"
"","","","2","2","113511","0","1007005","1007005011","-250","-300"
"","0.2","","3","","113411","","1007005","1007005012","svd_walk_glad2","1"
"","","","2","2.2","113411","0","1007005","1007005013","-50","-300"
"0","0.4","","6","1","113511","1","1007005","1007005014","1","1"
"0","0.4","","6","1","113411","1","1007005","1007005015","1","1"
"","","","32","","13","","1007005","1007005016","1",""
"","","","33","2","13","0","1007005","1007005017","-180","60"
"","","","93","","2","","1007005","1007005018","",""
"","","","32","","13","","1007005","1007005019","0",""
"","0.2","","3","","113511","","1007005","1007005020","svd_idle_normal","1"
"","","","93","","0.2","","1007005","1007005021","",""
"","","","4","","113411","","1007005","1007005022","1",""
"","0.2","","3","","113411","","1007005","1007005023","svd_idle_normal","1"
"","","","93","","0.5","","1007005","1007005024","",""
"0","0","","12","","113511","","1007005","1007005025","10","0.5"
"0","0","","12","","113411","","1007005","1007005026","10","0.5"
"0.2","0.2","","3","svd_idle_normal","113511","1","1007005","1007005027","svd_wink","0"
"0.2","0.2","","3","svd_idle_normal","113411","1","1007005","1007005028","svd_wink","0"
"","","","93","","1.5","","1007005","1007005029","",""
"","","","4","","113411","","1007005","1007005030","0",""
"","0.2","","3","","113411","","1007005","1007005031","svd_walk","1"
"","","","2","1","113411","0","1007005","1007005032","250","-300"
"","","","93","","1","","1007005","1007005033","",""
"0","0.4","","3","svd_idle_normal","113411","1","1007005","1007005034","svd_idle_normal","0"
"","","","93","","0","","1007005","1007005035","",""
"","","","4","","113411","","1007005","1007005036","1",""
"","","","93","","0.6","","1007005","1007005037","",""
"","0.2","","3","","113511","","1007005","1007005038","svd_talk_joy1","1"
"","","","21","0","vo_svd","","1007005","1007005039","vo_svd_0521","0"
"0","0","1","11","0","113511","0","1007005","1007005040","和弟弟在平靜的島上生活……\n這裡真的是天堂呢。","5"
"","","","91","","0","","1007005","1007005041","",""
"","0.2","","3","","113511","","1007005","1007005042","svd_idle_memory","1"
"","0.2","","3","","113411","","1007005","1007005043","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007005","1007005044","vo_svd_0522","0"
"0","0","1","11","0","113411","0","1007005","1007005045","如果這都不算幸福，\n還有什麼能\n稱得上是幸福……","6"
"","","","91","","0","","1007005","1007005046","",""
"","0.2","","3","","113411","","1007005","1007005047","svd_idle_memory","1"
"","0.2","","3","","113511","","1007005","1007005048","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007005","1007005049","vo_svd_0523","0"
"0","0","1","11","0","113511","0","1007005","1007005050","從早到晚\n都能和弟弟\n待在一起……","6"
"","","","91","","0","","1007005","1007005051","",""
"","0.2","","3","","113511","","1007005","1007005052","svd_idle_memory","1"
"","0.2","","3","","113411","","1007005","1007005053","svd_talk_memory","1"
"","","","21","0","vo_svd","","1007005","1007005054","vo_svd_0524","0"
"0","0","1","11","0","113411","0","1007005","1007005055","無論是剛睡醒的可愛一面\n還是祥和的睡臉\n都能看個夠……","4"
"","","","91","","0","","1007005","1007005056","",""
"","0.2","","3","","113411","","1007005","1007005057","svd_idle_memory","1"
"","0.2","","3","","113511","","1007005","1007005058","svd_talk_joy2","1"
"","","","21","0","vo_svd","","1007005","1007005059","vo_svd_0525","0"
"0","0","1","11","0","113511","0","1007005","1007005060","為了回報這份幸福之恩，\n我們來做一棟最棒的房子吧！\n惠理子！","8"
"","","","93","","4","","1007005","1007005061","",""
"0.2","0.2","","3","svd_idle_guts","113511","1","1007005","1007005062","svd_talk_guts","0"
"","","","91","","1007005060","","1007005","1007005063","",""
"","0.2","","3","","113511","","1007005","1007005064","svd_idle_guts","1"
"0.2","0.2","","3","svd_idle_guts2","113411","1","1007005","1007005065","svd_talk_guts2","0"
"","","","21","0","vo_svd","","1007005","1007005066","vo_svd_0526","0"
"0","0","1","11","0","113411","0","1007005","1007005067","那當然！","6"
"","","","91","","0","","1007005","1007005068","",""
"","","","102","","","","1007005","1007005069","",""
"","","","93","","1","","1007005","1007005070","",""
"0","0","","12","","113511","","1007005","1007005071","9","1"
"","0.2","","3","","113511","","1007005","1007005072","svd_talk_memory","1"
"","","","93","","3","","1007005","1007005073","",""
"","0.2","","3","","113511","","1007005","1007005074","svd_idle_memory","1"
"0","0","","12","","113411","","1007005","1007005075","7","1"
