d703a7179fdd8cc0754918e501750839221e8e4fe16e3a37ee363d9022112856,43153e92723b0e52b850dedea6c70f6e27430020f971a088e81b7d997a793a32,602cb427da191d2392509ec55d82699278f7e1da461e6047363034d9ff78acca,85f5c8b721f6332de0fa5673cca4fc1de9ddf4a78c76452166e31c00715078ae,b080a568ec993c51c7d3a49fa41bdc66e4f71edafa961082ea0b3635b8f1c293,fac59ebb1475d5682490a02dcb6c3fc557d86a031ea0449a2729b03e17fc73d1,ba8035f5255aa52cdda04b7fd169df0d5aa36f02388b8a03bcc509a9238b3547,296d2a18b22b39a240c5cc36c3e3440ab0aa7de8f1b2caf9578eb54575287048,85e46e27547240f20e20540554abc466a75e8b89258af37cbde1ced9cca6b79e,810db892cefb3cde3dbc95a75af81ee7d57d16dc134f2fbaa9d0bdeb5fca4550,4012f4893cd3147c31ab21ff7775b3708bfb7dc5abc1d0a98c6a4220df7875db,0c4762d72f32e08999998ac7182ac2cf9fa907f7824c9d5100d0404a727fa687,7dbdb817df86668fc103da1345be19f32ef0cfd1ff411e587655b693ce84de0d,c483f491a2c3d972b3f99d5bea6f14aa10e0313bdff1eb69d866c7161fd94049,e5030a7a145d7e7f2979087202a3a7609677c32b03a39cc4b11baa20a977712b,9c2ca11cc835af625aaab2e5efa62fd964a51547b2a6c307935692952e802b09,c592ff6d4a22e11958dd852fcb42eedd5d76ed6432efe0692a23f782622d560e,1c2412c7f7056d2a7dbbf1ebfdf007a5455ceb5df9af3a1498aecdf832a3e88f,6560bd59d42c00b7a1b541c1e238a7bc4ef7a11c168753364a78ef4a6a93261d,a5bf06cdc45b309b0964f3184c6622449442e64804da867829fdb819cb2bbf6b,074653c60c2f9808cf030656169fa7e5263a148480f5217f671bd9b5c652822e,54b0580c8d2caf867a611555131f9cda093fb25901d6468f798c25e0b153d967,7c00223f9007ff0eecf02f5d3b54301b97515d3770fac11197bb657af3c7b6ad,9270ed301fe40d31a20589c9760dc060ad2c8d8cecc8f0cd9e89475013d44eb5,bf24f991b7392c174b0c3ad13347607d32dfe00dd1fb6160023634aa82e87343,6027f81b81f5639344feda12b84cbe5d00860fc6f1328fe9b83089fcde4b6a07,7471eb2c93b9488f99c8105a15aa5942d537226d58932cf0e829e09bbb0a9b6c,a8300d9f95d9559a6fd6d1ac409b7ae1bb4e50760a8a66e3c3327377529c8a1c,704cfa6473c37370ddadfd21d3e0392c76dc8be91a82e7854056fd1ad947acf4,24b0ea6f01e29749fbd2db6f1d784fe82926f8c76d6ec57c0143f26d802f680b,d1da95c70297d19e6630bf5f4e147ac2930d3569b66e85bdf04e5b3348490df4,4963f4e7ba51648c7b0f7a2c02e72cd8a6e617ca6315be6c4f5e997986c22371,582f7830652b66446c8e40dc4d510b776b49355d95cff6eae284dd33e085e52b,eb4a9e8006e2e3586faab8280bf4b701bfabedc5614706aec9dd4bab8655f797,e115dff0d4333f678174a725781b41173e4fa577c88d2d58c9156662b53aa3ac,fcddd4a934fb14849eae442f74c2496e353d2e1740202acd25b2fbb5633ec922,52619a494e1503ea9ec6917402e0fef39865ba896180bba1a5cced00e4efca48,3483d33b91a6f40f8157be541c7b6d7ae0e1055d014a979d8cdac0136360d1dd,ee1076a4f05d4a0bf5464e1d4f77837ca377ce3e8faf12fa043eb72833f2d43c,03555d17260507caa7ac11a3f29c5b16f2b4e72dee8a4031dab55203d193fb9c,6952e10a6fd05c9eb1951c55f674627707c3854b922a25e62eef36143489f5c2,4c4952c31133999b95f54b61e73d94eb5b41ffe8d84f11d442693ae2f70cbc15,4ad0f2325377bcd65e8e7bb5fbb26b9d2f81769e7acabe52208f35474af870d2,32088010670842b8aede233d3176874da870b7301cae0e093c023d7fe588f0e5,d1ad6e07ca973ca3b625aa04be64b23de3fd081a9e0917ef75d7416449775f4e,4a4447461522392ca504451af0bee10ccb8ddb928aedc0b4281be9cfb2d98a8a,b6edd7f780db7f4da87ee2b7da5ac7e7f70fcfe5f678cbf1c7c7a88d4017e041,74de0067a5ec00782c010e72cf32ea20c31999e3c34f903eb4130736ee63d586,fcbca0529a1e45750ae625e3cdecbd9c004559409bd8e50128761043195ad42e,f9973ba09f296d36307cf58609f79dd50a36673bd14d8ed87522247d8ce5fee5,a51e1e23517b6d5fd3456bf250d41674988bc6990a2f16267fb9c748f407205b,23f09120b1d9c6f4c39423d5a75f977e5e64eded46069845c88b0c9480ed9ed0,d4e37e6033ca523f982bfce1e404aad0e5e9c4e1eb99b60e0d276e5344971f89
"100010","bgm_M06","110020021","101371","110020023","0","0","100032","0","bgm_M06","bgm_M06","100033","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100031","90","0","102251","帕拉斯高原 2-2","110020021","110020022","0","101020205","0","0","11002002","0","-200","101020206","2015/12/17 15:00:00","100032","130","8","bgm_M06","0","0","11002","0","0","101020202","bgm_M06","211001000","-300","101251"
"100010","bgm_M06","110020031","101551","110020033","0","0","100035","0","bgm_M06","bgm_M06","100036","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100034","90","0","102162","帕拉斯高原 2-3","110020031","110020032","0","101020304","101020303","0","11002003","0","-160","101020304","2015/12/17 15:00:00","100035","130","8","bgm_M06","0","0","11002","0","0","101020305","bgm_M06","211001000","-130","101401"
"100030","bgm_M06","110020041","101581","110020043","0","0","100092","0","bgm_M06","bgm_M06","100093","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100091","90","0","102221","帕拉斯高原 2-4","110020041","110020042","0","101020404","0","0","11002004","0","-10","101020405","2015/12/17 15:00:00","100092","130","8","bgm_M06","0","0","11002","0","0","101020404","bgm_M06","211001000","-200","101521"
"100030","bgm_M06","110020051","101611","110020053","0","0","100092","0","bgm_M06","bgm_M06","100093","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100091","90","0","102191","帕拉斯高原 2-5","110020051","110020052","0","101020502","0","0","11002005","0","75","101020501","2015/12/17 15:00:00","100092","130","8","bgm_M06","0","0","11002","0","0","101020506","bgm_M06","211001000","-325","101281"
"100030","bgm_M06","110020061","101581","110020063","0","0","100092","0","bgm_M06","bgm_M06","100093","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100091","90","0","102071","帕拉斯高原 2-6","110020061","110020062","0","101020604","101020606","0","11002006","0","130","101020604","2015/12/17 15:00:00","100092","130","8","bgm_M06","0","0","11002","0","0","101020603","bgm_M06","211001000","-170","101251"
"100030","bgm_M06","110020071","101431","110020073","0","0","100092","0","bgm_M06","bgm_M06","100093","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100091","90","0","122311","帕拉斯高原 2-7","110020071","110020072","0","101020704","0","0","11002007","0","40","101020706","2015/12/17 15:00:00","100092","130","8","bgm_M06","0","0","11002","0","0","101020705","bgm_M06","211001000","-35","101071"
"100050","bgm_M06","110020081","101611","110020083","0","0","100037","0","bgm_M06","bgm_M06","100038","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25011","100036","90","0","102281","帕拉斯高原 2-8","110020081","110020082","0","101020806","101020807","0","11002008","0","-75","101020807","2015/12/17 15:00:00","100037","130","8","bgm_M06","0","0","11002","0","0","101020805","bgm_M06","211001000","30","101131"
"100030","bgm_M06","110020091","102611","110020093","0","0","100102","0","bgm_M06","bgm_M06","100103","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25012","100101","90","0","122431","帕拉斯高原 2-9","110020091","110020092","0","101020902","101020905","-70","11002009","0","-150","101020904","2015/12/17 15:00:00","100102","130","8","bgm_M06","0","0","11002","0","0","101020901","bgm_M06","211001000","160","122371"
"100040","bgm_M06","110020101","102011","110020103","0","0","100042","0","bgm_M06","bgm_M06","100043","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25013","100041","90","0","122341","帕拉斯高原 2-10","110020101","110020102","0","101021003","101021005","0","11002010","0","-125","101021002","2015/12/17 15:00:00","100042","130","8","bgm_M06","0","0","11002","0","0","101021007","bgm_M06","211001000","320","102581"
"100040","bgm_M06","110020111","102461","110020113","0","0","100042","0","bgm_M06","bgm_M06","100043","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25014","100041","90","0","122493","帕拉斯高原 2-11","110020111","110020112","0","101021102","101021104","0","11002011","0","-105","101021103","2015/12/17 15:00:00","100042","130","8","bgm_M06","0","0","11002","0","0","101021101","bgm_M06","211001000","485","102551"
"100030","bgm_M17_02","110020121","102221","110020123","0","0","100372","0","bgm_M17","bgm_M17","100373","8","2030/12/31 14:59:59","0","bgm_M63","1","0","0","0","0","8","25015","100371","90","9002126","122491","帕拉斯高原 2-12","110020121","110020122","0","0","0","0","11002012","0","40","0","2015/12/17 15:00:00","100372","130","8","bgm_M63","0","0","11002","9002125","0","101021206","bgm_M17_02","211001000","450","102612"
"100120","bgm_M06","110030011","102071","110030013","0","0","100152","0","bgm_M06","bgm_M06","100153","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100151","90","0","122493","赫柏丘陵 3-1","110030011","110030012","0","101030104","101030105","70","11003001","0","100","101030103","2015/12/17 15:00:00","100152","140","8","bgm_M06","0","0","11003","0","0","101030102","bgm_M06","211001000","-455","102551"
"100010","bgm_M06","110030021","102251","110030023","0","0","100062","0","bgm_M06","bgm_M06","100063","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100061","90","0","122491","赫柏丘陵 3-2","110030021","110030022","0","101030203","101030204","0","11003002","0","-65","101030205","2015/12/17 15:00:00","100062","140","8","bgm_M06","0","0","11003","0","0","101030201","bgm_M06","211001000","-380","102612"
"100010","bgm_M06","110030031","102011","110030033","0","0","100065","0","bgm_M06","bgm_M06","100066","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100064","90","0","102163","赫柏丘陵 3-3","110030031","110030032","0","101030307","101030305","0","11003003","0","40","101030308","2015/12/17 15:00:00","100065","140","8","bgm_M06","0","0","11003","0","0","101030306","bgm_M06","211001000","-255","102252"
"100050","bgm_M06","110030041","102191","110030043","0","0","100112","0","bgm_M06","bgm_M06","100113","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100111","90","0","102222","赫柏丘陵 3-4","110030041","110030042","0","101030404","101030405","0","11003004","0","38","101030401","2015/12/17 15:00:00","100112","140","8","bgm_M06","0","0","11003","0","0","101030402","bgm_M06","211001000","-90","102192"
"100050","bgm_M06","110030051","102221","110030053","0","0","100112","0","bgm_M06","bgm_M06","100113","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100111","90","0","102013","赫柏丘陵 3-5","110030051","110030052","0","101030501","101030507","0","11003005","0","-105","101030502","2015/12/17 15:00:00","100112","140","8","bgm_M06","0","0","11003","0","0","101030508","bgm_M06","211001000","-130","102131"
"100020","bgm_M06","110030061","122311","110030063","0","0","100242","0","bgm_M06","bgm_M06","100243","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100241","90","0","102014","赫柏丘陵 3-6","110030061","110030062","0","101030601","101030606","0","11003006","0","-205","101030601","2015/12/17 15:00:00","100242","140","8","bgm_M06","0","0","11003","0","0","101030605","bgm_M06","211001000","15","102101"
"100020","bgm_M06","110030071","102162","110030073","0","0","100242","0","bgm_M06","bgm_M06","100243","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","0","100241","90","0","102041","赫柏丘陵 3-7","110030071","110030072","0","101030706","101030705","0","11003007","0","-40","101030706","2015/12/17 15:00:00","100242","140","8","bgm_M06","0","0","11003","0","0","101030701","bgm_M06","211001000","75","122282"
"100050","bgm_M06","110030081","122341","110030083","0","0","100035","0","bgm_M06","bgm_M06","100036","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25011","100034","90","0","122312","赫柏丘陵 3-8","110030081","110030082","0","101030808","101030810","0","11003008","0","90","101030809","2015/12/17 15:00:00","100035","140","8","bgm_M06","0","0","11003","0","0","101030807","bgm_M06","211001000","185","122342"
"100050","bgm_M06","110030091","122371","110030093","0","0","100038","0","bgm_M06","bgm_M06","100039","8","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","8","25012","100037","90","0","122372","赫柏丘陵 3-9","110030091","110030092","0","101030906","0","0","11003009","0","15","101030906","2015/12/17 15:00:00","100038","140","8","bgm_M06","0","0","11003","0","0","101030905","bgm_M06","211001000","340","122401"
"100020","bgm_M06","110030101","102281","110030103","0","0","100022","0","bgm_M06","bgm_M06","100023","8","2030/12/31 14:59:59","0","bgm_M06","1","0","101031002","0","0","8","25013","100021","90","0","122432","赫柏丘陵 3-10","110030101","110030102","0","101031004","101031005","0","11003010","0","-120","101031006","2015/12/17 15:00:00","100022","140","8","bgm_M06","0","0","11003","0","0","101031007","bgm_M06","211001000","260","122521"
"100080","bgm_M06","110030111","122431","110030113","0","0","100392","0","bgm_M06","bgm_M06","100393","8","2030/12/31 14:59:59","0","bgm_M06","1","0","101031104","0","0","8","25014","100391","90","0","102552","赫柏丘陵 3-11","110030111","110030112","0","101031107","101031108","0","11003011","0","-110","101031101","2015/12/17 15:00:00","100392","140","8","bgm_M06","0","0","11003","0","0","101031106","bgm_M06","211001000","460","102582"
"100080","bgm_M17_02","110030121","102581","110030123","0","0","100392","0","bgm_M17","bgm_M17","100393","8","2030/12/31 14:59:59","0","bgm_M63","1","0","0","0","0","8","25015","100391","90","9003126","122614","赫柏丘陵 3-12","110030121","110030122","0","0","0","0","11003012","0","60","0","2015/12/17 15:00:00","100392","140","8","bgm_M63","0","0","11003","9003125","0","101031206","bgm_M17_02","211001000","495","122613"
"100100","bgm_M06","110040011","102131","110040013","0","0","100582","0","bgm_M06","bgm_M06","100583","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100581","90","0","102101","維斯塔溪谷 4-1","110040011","110040012","0","101040106","0","0","11004001","0","25","101040104","2015/12/17 15:00:00","100582","150","9","bgm_M06","0","0","11004","0","0","101040106","bgm_M06","211001000","-660","102252"
"100100","bgm_M06","110040021","102222","110040023","0","0","100582","0","bgm_M06","bgm_M06","100583","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100581","90","0","102014","維斯塔溪谷 4-2","110040021","110040022","0","101040206","101040204","0","11004002","0","-70","101040205","2015/12/17 15:00:00","100582","150","9","bgm_M06","0","0","11004","0","0","101040201","bgm_M06","211001000","-540","102192"
"100100","bgm_M06","110040031","102041","110040033","0","0","100582","0","bgm_M06","bgm_M06","100583","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100581","90","0","113071","維斯塔溪谷 4-3","110040031","110040032","0","101040306","101040304","0","11004003","0","-10","101040306","2015/12/17 15:00:00","100582","150","9","bgm_M06","0","0","11004","0","0","101040305","bgm_M06","211001000","-395","102013"
"100100","bgm_M06","110040041","122282","110040043","0","0","100582","0","bgm_M06","bgm_M06","100583","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100581","90","0","113011","維斯塔溪谷 4-4","110040041","110040042","0","101040402","101040405","0","11004004","0","30","101040406","2015/12/17 15:00:00","100582","150","9","bgm_M06","0","0","11004","0","0","101040407","bgm_M06","211001000","-240","102163"
"100110","bgm_M06","110040051","122521","110040053","0","0","100202","0","bgm_M06","bgm_M06","100203","9","2030/12/31 14:59:59","0","bgm_M06","1","0","101040507","0","0","9","0","100201","90","0","123161","維斯塔溪谷 4-5","110040051","110040052","0","101040503","101040502","0","11004005","0","-145","101040503","2015/12/17 15:00:00","100202","150","9","bgm_M06","0","0","11004","0","0","101040505","bgm_M06","211001000","-245","123251"
"100110","bgm_M06","110040061","122342","110040063","0","0","100202","0","bgm_M06","bgm_M06","100203","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100201","90","0","113221","維斯塔溪谷 4-6","110040061","110040062","0","101040603","101040607","0","11004006","0","-115","101040607","2015/12/17 15:00:00","100202","150","9","bgm_M06","0","0","11004","0","0","101040603","bgm_M06","211001000","-75","113191"
"100070","bgm_M06","110040071","122312","110040073","0","0","100102","0","bgm_M06","bgm_M06","100103","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100101","90","0","123281","維斯塔溪谷 4-7","110040071","110040072","0","101040701","101040705","-70","11004007","0","40","101040706","2015/12/17 15:00:00","100102","150","9","bgm_M06","0","0","11004","0","0","101040707","bgm_M06","211001000","-40","102552"
"100070","bgm_M06","110040081","122372","110040083","0","0","100102","0","bgm_M06","bgm_M06","100103","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","0","100101","90","0","123311","維斯塔溪谷 4-8","110040081","110040082","0","101040806","101040808","-70","11004008","0","-20","101040807","2015/12/17 15:00:00","100102","150","9","bgm_M06","0","0","11004","0","0","101040805","bgm_M06","211001000","115","102582"
"100100","bgm_M06","110040091","122401","110040093","0","0","100582","0","bgm_M06","bgm_M06","100583","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","25011","100581","90","0","123341","維斯塔溪谷 4-9","110040091","110040092","0","101040906","101040905","0","11004009","0","40","101040901","2015/12/17 15:00:00","100582","150","9","bgm_M06","0","0","11004","0","0","101040907","bgm_M06","211001000","275","122614"
"100010","bgm_M06","110040101","122432","110040103","0","0","100075","0","bgm_M06","bgm_M06","100076","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","25012","100074","90","0","113431","維斯塔溪谷 4-10","110040101","110040102","0","101041005","101041004","0","11004010","0","20","101041002","2015/12/17 15:00:00","100075","150","9","bgm_M06","0","0","11004","0","0","101041005","bgm_M06","211001000","440","113521"
"100010","bgm_M06","110040111","122613","110040113","0","0","100078","0","bgm_M06","bgm_M06","100079","9","2030/12/31 14:59:59","0","bgm_M06","1","0","0","0","0","9","25013","100077","90","0","113551","維斯塔溪谷 4-11","110040111","110040112","0","101041102","101041105","0","11004011","0","55","101041102","2015/12/17 15:00:00","100078","150","9","bgm_M06","0","0","11004","0","0","101041106","bgm_M06","211001000","615","113581"
"100110","bgm_M06","110040121","113011","110040123","0","0","100202","0","bgm_M06","bgm_M06","100203","9","2030/12/31 14:59:59","0","bgm_M06","1","0","101041201","0","0","9","25014","100201","90","0","113611","維斯塔溪谷 4-12","110040121","110040122","0","101041203","101041201","0","11004012","0","-95","101041204","2015/12/17 15:00:00","100202","150","9","bgm_M06","0","0","11004","0","0","101041205","bgm_M06","211001000","690","123612"
"100110","bgm_M17_02","110040131","113221","110040133","0","0","100462","0","bgm_M17","bgm_M17","100463","9","2030/12/31 14:59:59","0","bgm_M63","1","0","0","0","0","9","25015","100461","90","9004136","123192","維斯塔溪谷 4-13","110040131","110040132","0","0","0","0","11004013","0","-125","0","2015/12/17 15:00:00","100462","150","9","bgm_M63","0","0","11004","9004135","0","101041306","bgm_M17_02","211001000","520","113252"
