b571c911e02bc12cdf91648cbda7245a64dad6706d38c6b91e6e58609932fc0d,7a1e7f9b66e3f77461bab4363d09e8b091e371a7e6fe0184f653abf88ca9092f,ce9bcffb87cae0e6c68f356332d0f316db3badd8c5b7e87b23007361eac2b55e,38790f0e857b3cdd4f9aa1ec7f322e9aa540e30ab935a503573a77ded5678160,cf0f568e1db61459d3787e598e78dac2923a87ce52085e30fb8001a683cbe585,b065ee3f2009681d4bd18c2a163e689f38c5a2255c4d10e541dba83ce3c5b080,c02eedb9f7a58639b52e5eac1fd2c4a4ec40b1b3a872130401d62b2ceb4f034b,7d7aeb5cacdb561a3f5d4b54e701103862dc72279d173803869ee65f8aa0214d,3855077afc774055194f02520b847df3f23317521f6052cae13387981f345e02,5e20fdbd2fe10fff6acd05d2c3b55b503344bb194c01ee85002937ead23891d7,75daa88f73b4cf7f444b484909715f327c0a4a21a7cbe9af1f6eafe29517b052,36785413d84c3232cff8fdb2a34603f916209314240858ffa528e3c34c54bfe6
"vo_nyx","2","0","27","0","0","0","0","12","vo_nyx_0105","0","1120027"
"0","1","0","28","0","6","279","1.4","12","0","392","1120028"
"0","4","1.448","29","1","0","0","0","12","0","0","1120029"
"0","1","0","30","0","7","0","2.927","12","0","309","1120030"
"0","4","3.811","31","1","0","0","0","12","0","0","1120031"
"0","4","3","32","3","0","0","0","12","0","0","1120032"
"vo_nyx","2","0","33","0","0","0","0","12","vo_nyx_0106","0","1120033"
"0","1","0","34","0","7","309","0.506","12","0","360","1120034"
"0","4","1.175","35","1","0","0","0","12","0","0","1120035"
"0","4","3","36","3","0","0","0","12","0","0","1120036"
"vo_nyx","2","0","37","0","0","0","0","12","vo_nyx_0107","0","1120037"
"0","1","0","38","0","8","0","1.439","12","0","233","1120038"
"0","4","1.439","39","1","0","0","0","12","0","0","1120039"
"0","1","0","40","0","8","233","1.462","12","0","345","1120040"
"0","4","2.178","41","1","0","0","0","12","0","0","1120041"
"vo_nyx","2","0","42","0","0","0","0","12","vo_nyx_0108","0","1120042"
"0","1","0","43","0","9","0","3.765","12","0","400","1120043"
"0","4","4.495","44","1","0","0","0","12","0","0","1120044"
"vo_nyx","2","0","45","0","0","0","0","12","vo_nyx_0109","0","1120045"
"0","1","0","46","0","10","0","1.137","12","0","109","1120046"
"0","4","1.484","47","1","0","0","0","12","0","0","1120047"
"0","1","0","48","0","10","109","2.686","12","0","395","1120048"
"0","4","2.686","49","1","0","0","0","12","0","0","1120049"
"0","1","0","50","0","11","0","0.736","12","0","127","1120050"
"0","4","1.06","51","1","0","0","0","12","0","0","1120051"
"vo_nyx","2","0","52","0","0","0","0","12","vo_nyx_0110","0","1120052"
"0","1","0","53","0","11","127","0.353","12","0","133","1120053"
"0","4","1.137","54","1","0","0","0","12","0","0","1120054"
"vo_nyx","2","0","55","0","0","0","0","12","vo_nyx_0111","0","1120055"
"0","1","0","56","0","12","0","2.51","12","0","406","1120056"
"0","4","3.164","57","1","0","0","0","12","0","0","1120057"
"vo_nyx","2","0","58","0","0","0","0","12","vo_nyx_0112","0","1120058"
"0","1","0","59","0","13","0","1.532","12","0","155","1120059"
"0","4","1.62","60","1","0","0","0","12","0","0","1120060"
"0","1","0","61","0","13","155","1.367","12","0","374","1120061"
"0","4","2.245","62","1","0","0","0","12","0","0","1120062"
"vo_nyx","2","0","63","0","0","0","0","12","vo_nyx_0113","0","1120063"
"0","1","0","64","0","14","0","1.116","12","0","124","1120064"
"0","4","1.735","65","1","0","0","0","12","0","0","1120065"
"0","1","0","66","0","14","124","1.048","12","0","238","1120066"
"0","4","2.848","67","1","0","0","0","12","0","0","1120067"
"0","4","1","1","3","0","0","0","13","0","0","1130001"
"vo_nyx","2","0","2","0","0","0","0","13","vo_nyx_0201","0","1130002"
"0","1","0","3","0","1","0","0.382","13","0","36","1130003"
"0","4","0.672","4","1","0","0","0","13","0","0","1130004"
"0","1","0","5","0","1","36","0.65","13","0","67","1130005"
"0","4","1.115","6","1","0","0","0","13","0","0","1130006"
"0","1","0","7","0","1","67","2.158","13","0","192","1130007"
"0","4","2.541","8","1","0","0","0","13","0","0","1130008"
"0","1","0","9","0","1","192","0.914","13","0","365","1130009"
"0","4","0.914","10","1","0","0","0","13","0","0","1130010"
"0","1","0","11","0","2","0","1.72","13","0","220","1130011"
"0","4","1.5","12","1","0","0","0","13","0","0","1130012"
"0","4","2","13","3","0","0","0","13","0","0","1130013"
"0","4","1.726","14","1","0","0","0","13","0","0","1130014"
"vo_nyx","2","0","15","0","0","0","0","13","vo_nyx_0202","0","1130015"
"0","1","0","16","0","3","0","2.838","13","0","335","1130016"
"0","4","3.334","17","1","0","0","0","13","0","0","1130017"
"0","1","0","18","0","4","0","2.491","13","0","300","1130018"
"0","4","3.427","19","1","0","0","0","13","0","0","1130019"
"0","4","3","20","3","0","0","0","13","0","0","1130020"
"vo_nyx","2","0","21","0","0","0","0","13","vo_nyx_0203","0","1130021"
"0","1","0","22","0","5","0","0.475","13","0","28","1130022"
"0","4","0.872","23","1","0","0","0","13","0","0","1130023"
"0","1","0","24","0","5","28","1.001","13","0","103","1130024"
"0","4","1.492","25","1","0","0","0","13","0","0","1130025"
"0","1","0","26","0","5","103","1.73","13","0","310","1130026"
"0","4","2.045","27","1","0","0","0","13","0","0","1130027"
"0","1","0","28","0","5","310","0.87","13","0","395","1130028"
"0","4","1.949","29","1","0","0","0","13","0","0","1130029"
"vo_nyx","2","0","30","0","0","0","0","13","vo_nyx_0204","0","1130030"
"0","1","0","31","0","6","0","1.885","13","0","165","1130031"
"0","4","2.37","32","1","0","0","0","13","0","0","1130032"
"0","1","0","33","0","6","165","0.939","13","0","311","1130033"
"0","4","1.12","34","1","0","0","0","13","0","0","1130034"
"0","1","0","35","0","6","311","0.5","13","0","388","1130035"
"0","4","1.435","36","1","0","0","0","13","0","0","1130036"
"vo_nyx","2","0","37","0","0","0","0","13","vo_nyx_0205","0","1130037"
"0","1","0","38","0","7","0","0.58","13","0","45","1130038"
"0","4","0.976","39","1","0","0","0","13","0","0","1130039"
"0","1","0","40","0","7","45","1.425","13","0","292","1130040"
"0","4","1.683","41","1","0","0","0","13","0","0","1130041"
"0","1","0","42","0","7","292","0.85","13","0","292","1130042"
"0","4","1.9","43","1","0","0","0","13","0","0","1130043"
"0","4","4","44","3","0","0","0","13","0","0","1130044"
"vo_nyx","2","0","45","0","0","0","0","13","vo_nyx_0206","0","1130045"
"0","1","0","46","0","7","292","0.43","13","0","322","1130046"
"0","4","1.105","47","1","0","0","0","13","0","0","1130047"
"0","1","0","48","0","7","322","0.759","13","0","396","1130048"
"0","4","0.759","49","1","0","0","0","13","0","0","1130049"
"0","1","0","50","0","8","0","1.136","13","0","134","1130050"
"0","4","1.533","51","1","0","0","0","13","0","0","1130051"
"0","1","0","52","0","8","134","1.347","13","0","360","1130052"
"0","4","1.518","53","1","0","0","0","13","0","0","1130053"
"0","1","0","54","0","8","360","0.981","13","0","360","1130054"
"0","4","1.862","55","1","0","0","0","13","0","0","1130055"
"0","4","5","56","3","0","0","0","13","0","0","1130056"
"vo_nyx","2","0","57","0","0","0","0","13","vo_nyx_0207","0","1130057"
"0","1","0","58","0","9","0","0.44","13","0","36","1130058"
"0","4","0.9","59","1","0","0","0","13","0","0","1130059"
"0","1","0","60","0","9","36","1.404","13","0","276","1130060"
"0","4","1.74","61","1","0","0","0","13","0","0","1130061"
"0","1","0","62","0","9","276","0.986","13","0","325","1130062"
"0","4","0","63","1","0","0","0","13","0","0","1130063"
"0","1","0","64","0","9","325","0.437","13","0","377","1130064"
"0","4","0","65","1","0","0","0","13","0","0","1130065"
"0","1","0","66","0","10","0","1.317","13","0","376","1130066"
"0","4","1.317","67","1","0","0","0","13","0","0","1130067"
"0","1","0","68","0","10","376","2.659","13","0","376","1130068"
"0","4","0","69","1","0","0","0","13","0","0","1130069"
"0","1","0","70","0","11","0","1.834","13","0","190","1130070"
"0","4","6.509","71","1","0","0","0","13","0","0","1130071"
"vo_nyx","2","0","72","0","0","0","0","13","vo_nyx_0208","0","1130072"
"0","1","0","73","0","12","0","1.574","13","0","110","1130073"
"0","4","2.083","74","1","0","0","0","13","0","0","1130074"
"0","1","0","75","0","12","110","1.236","13","0","270","1130075"
"0","4","1.443","76","1","0","0","0","13","0","0","1130076"
"0","1","0","77","0","12","270","0.869","13","0","345","1130077"
"0","4","1.288","78","1","0","0","0","13","0","0","1130078"
"0","1","0","79","0","13","0","0.48","13","0","141","1130079"
"0","4","0.81","80","1","0","0","0","13","0","0","1130080"
"0","1","0","81","0","13","141","0.789","13","0","141","1130081"
"0","4","1.627","82","1","0","0","0","13","0","0","1130082"
"vo_nyx","2","0","83","0","0","0","0","13","vo_nyx_0209","0","1130083"
"0","1","0","84","0","13","141","0.707","13","0","250","1130084"
"0","4","2.507","85","1","0","0","0","13","0","0","1130085"
"0","4","1","1","3","0","0","0","14","0","0","1140001"
"vo_nyx","2","0","2","0","0","0","0","14","vo_nyx_0301","0","1140002"
"0","1","0","3","0","1","0","1.075","14","0","105","1140003"
"0","4","1.692","4","1","0","0","0","14","0","0","1140004"
"0","1","0","5","0","1","105","2.843","14","0","360","1140005"
"0","4","4","6","1","0","0","0","14","0","0","1140006"
"vo_nyx","2","0","7","0","0","0","0","14","vo_nyx_0302","0","1140007"
"0","1","0","8","0","2","0","1.567","14","0","74","1140008"
"0","4","1.964","9","1","0","0","0","14","0","0","1140009"
"0","1","0","10","0","2","74","0.78","14","0","230","1140010"
"0","4","2.076","11","1","0","0","0","14","0","0","1140011"
"vo_nyx","2","0","12","0","0","0","0","14","vo_nyx_0303","0","1140012"
"0","1","0","13","0","3","0","1.037","14","0","88","1140013"
"0","4","1.629","14","1","0","0","0","14","0","0","1140014"
"0","1","0","15","0","3","88","2.027","14","0","266","1140015"
"0","4","3.568","16","1","0","0","0","14","0","0","1140016"
"0","4","2","17","3","0","0","0","14","0","0","1140017"
"vo_nyx","2","0","18","0","0","0","0","14","vo_nyx_0304","0","1140018"
"0","1","0","19","0","3","266","1.38","14","0","380","1140019"
"0","4","1.419","20","1","0","0","0","14","0","0","1140020"
"0","1","0","21","0","4","0","0.491","14","0","150","1140021"
"0","4","0.545","22","1","0","0","0","14","0","0","1140022"
"0","1","0","23","0","4","150","2.409","14","0","345","1140023"
"0","4","3.711","24","1","0","0","0","14","0","0","1140024"
"vo_nyx","2","0","25","0","0","0","0","14","vo_nyx_0305","0","1140025"
"0","1","0","26","0","5","0","0.892","14","0","74","1140026"
"0","4","1.458","27","1","0","0","0","14","0","0","1140027"
"0","1","0","28","0","5","74","2.495","14","0","325","1140028"
"0","4","3.134","29","1","0","0","0","14","0","0","1140029"
"0","1","0","30","0","6","0","0.599","14","0","46","1140030"
"0","4","0.599","31","1","0","0","0","14","0","0","1140031"
"0","1","0","32","0","6","46","1.855","14","0","245","1140032"
"0","4","3.373","33","1","0","0","0","14","0","0","1140033"
"vo_nyx","2","0","34","0","0","0","0","14","vo_nyx_0306","0","1140034"
"0","1","0","35","0","7","0","1.629","14","0","175","1140035"
"0","4","3.34","36","1","0","0","0","14","0","0","1140036"
"vo_nyx","2","0","37","0","0","0","0","14","vo_nyx_0307","0","1140037"
"0","1","0","38","0","8","0","1.079","14","0","135","1140038"
"0","4","1.6","39","1","0","0","0","14","0","0","1140039"
"0","1","0","40","0","8","135","2.353","14","0","280","1140040"
"0","4","3.511","41","1","0","0","0","14","0","0","1140041"
"vo_nyx","2","0","42","0","0","0","0","14","vo_nyx_0308","0","1140042"
"0","1","0","43","0","8","280","0.511","14","0","400","1140043"
"0","4","0.511","44","1","0","0","0","14","0","0","1140044"
"0","1","0","45","0","9","0","1.154","14","0","148","1140045"
"0","4","1.511","46","1","0","0","0","14","0","0","1140046"
"0","1","0","47","0","9","148","3.186","14","0","405","1140047"
"0","4","4.034","48","1","0","0","0","14","0","0","1140048"
"vo_nyx","2","0","49","0","0","0","0","14","vo_nyx_0309","0","1140049"
"0","1","0","50","0","10","0","3.486","14","0","405","1140050"
"0","4","4.563","51","1","0","0","0","14","0","0","1140051"
"vo_nyx","2","0","52","0","0","0","0","14","vo_nyx_0310","0","1140052"
"0","1","0","53","0","11","0","0.815","14","0","150","1140053"
"0","4","2.384","54","1","0","0","0","14","0","0","1140054"
"vo_nyx","2","0","55","0","0","0","0","14","vo_nyx_0311","0","1140055"
"0","1","0","56","0","12","0","1.726","14","0","191","1140056"
"0","4","2.212","57","1","0","0","0","14","0","0","1140057"
"0","1","0","58","0","12","191","2.239","14","0","360","1140058"
"0","4","2.898","59","1","0","0","0","14","0","0","1140059"
"0","1","0","60","0","12","360","0.691","14","0","398","1140060"
"0","4","0","61","3","0","0","0","14","0","0","1140061"
"0","4","0.691","62","1","0","0","0","14","0","0","1140062"
"0","1","0","63","0","13","0","0.499","14","0","134","1140063"
"0","4","1.799","64","1","0","0","0","14","0","0","1140064"
"0","4","4","65","3","0","0","0","14","0","0","1140065"
"vo_nyx","2","0","66","0","0","0","0","14","vo_nyx_0312","0","1140066"
"0","1","0","67","0","13","134","0.674","14","0","375","1140067"
"0","4","1.251","68","1","0","0","0","14","0","0","1140068"
"0","1","0","69","0","13","375","0.959","14","0","375","1140069"
"0","4","1.676","70","1","0","0","0","14","0","0","1140070"
"0","1","0","71","0","13","375","1.894","14","0","375","1140071"
"0","4","1.894","72","1","0","0","0","14","0","0","1140072"
"0","1","0","73","0","14","0","0.844","14","0","120","1140073"
"0","4","2.644","74","1","0","0","0","14","0","0","1140074"
"0","4","1","1","3","0","0","0","22","0","0","1220001"
"vo_nyx","2","0","2","0","0","0","0","22","vo_nyx_0401","0","1220002"
"0","1","0","3","0","1","0","1.578","22","0","272","1220003"
"0","4","2.06","4","1","0","0","0","22","0","0","1220004"
"0","1","0","5","0","1","272","1.339","22","0","325","1220005"
"0","4","1.417","6","1","0","0","0","22","0","0","1220006"
"0","1","0","7","0","2","0","1.412","22","0","229","1220007"
"0","4","2.549","8","1","0","0","0","22","0","0","1220008"
"vo_nyx","2","0","9","0","0","0","0","22","vo_nyx_0402","0","1220009"
"0","1","0","10","0","2","229","1.74","22","0","360","1220010"
"0","4","2.249","11","1","0","0","0","22","0","0","1220011"
"0","1","0","12","0","2","360","0.455","22","0","390","1220012"
"0","4","0.455","13","1","0","0","0","22","0","0","1220013"
"0","1","0","14","0","3","0","1.361","22","0","188","1220014"
"0","4","2.433","15","1","0","0","0","22","0","0","1220015"
"vo_nyx","2","0","16","0","0","0","0","22","vo_nyx_0403","0","1220016"
"0","1","0","17","0","4","0","0.438","22","0","40","1220017"
"0","4","0.976","18","1","0","0","0","22","0","0","1220018"
"0","1","0","19","0","4","40","1.414","22","0","256","1220019"
"0","4","2.433","20","1","0","0","0","22","0","0","1220020"
"vo_nyx","2","0","21","0","0","0","0","22","vo_nyx_0404","0","1220021"
"0","1","0","22","0","5","0","1.829","22","0","119","1220022"
"0","4","2.237","23","1","0","0","0","22","0","0","1220023"
"0","1","0","24","0","5","119","1.018","22","0","340","1220024"
"0","4","1.965","25","1","0","0","0","22","0","0","1220025"
"0","4","2","26","3","0","0","0","22","0","0","1220026"
"vo_nyx","2","0","27","0","0","0","0","22","vo_nyx_0405","0","1220027"
"0","1","0","28","0","5","340","0.455","22","0","392","1220028"
"0","4","0.455","29","1","0","0","0","22","0","0","1220029"
"0","1","0","30","0","6","0","0.586","22","0","52","1220030"
"0","4","1.124","31","1","0","0","0","22","0","0","1220031"
"0","1","0","32","0","6","52","1.953","22","0","221","1220032"
"0","4","2.356","33","1","0","0","0","22","0","0","1220033"
"0","1","0","34","0","6","221","1.083","22","0","375","1220034"
"0","4","1.083","35","1","0","0","0","22","0","0","1220035"
"0","1","0","36","0","7","0","0.71","22","0","74","1220036"
"0","4","1.533","37","1","0","0","0","22","0","0","1220037"
"0","1","0","38","0","7","74","0.947","22","0","210","1220038"
"0","4","2","39","3","0","0","0","22","0","0","1220039"
"0","4","1.349","40","1","0","0","0","22","0","0","1220040"
"0","1","0","41","0","7","210","0.87","22","0","329","1220041"
"0","4","0.87","42","1","0","0","0","22","0","0","1220042"
"0","1","0","43","0","8","0","1.758","22","0","203","1220043"
"0","4","2.198","44","1","0","0","0","22","0","0","1220044"
"0","1","0","45","0","8","203","1.601","22","0","342","1220045"
"0","4","2.097","46","1","0","0","0","22","0","0","1220046"
"0","1","0","47","0","8","342","0.546","22","0","393","1220047"
"0","4","0.546","48","1","0","0","0","22","0","0","1220048"
"0","1","0","49","0","9","0","1.277","22","0","390","1220049"
"0","4","1.656","50","1","0","0","0","22","0","0","1220050"
"0","1","0","51","0","9","390","2.113","22","0","390","1220051"
"0","4","3.362","52","1","0","0","0","22","0","0","1220052"
"0","4","3","53","3","0","0","0","22","0","0","1220053"
"vo_nyx","2","0","54","0","0","0","0","22","vo_nyx_0406","0","1220054"
"0","1","0","55","0","10","0","2.628","22","0","259","1220055"
"0","4","3.131","56","1","0","0","0","22","0","0","1220056"
"0","1","0","57","0","10","259","0.846","22","0","345","1220057"
"0","4","1.249","58","1","0","0","0","22","0","0","1220058"
"0","1","0","59","0","10","345","0.516","22","0","396","1220059"
"0","4","0.593","60","1","0","0","0","22","0","0","1220060"
"0","1","0","61","0","11","0","2.285","22","0","318","1220061"
"0","4","3.475","62","1","0","0","0","22","0","0","1220062"
"0","4","4","63","3","0","0","0","22","0","0","1220063"
"vo_nyx","2","0","64","0","0","0","0","22","vo_nyx_0407","0","1220064"
"0","1","0","65","0","12","0","2.326","22","0","258","1220065"
"0","4","2.872","66","1","0","0","0","22","0","0","1220066"
"0","1","0","67","0","12","258","1.488","22","0","395","1220067"
"0","4","1.488","68","1","0","0","0","22","0","0","1220068"
"0","1","0","69","0","13","0","1.728","22","0","220","1220069"
"0","4","2.711","70","1","0","0","0","22","0","0","1220070"
"vo_nyx","2","0","71","0","0","0","0","22","vo_nyx_0408","0","1220071"
"0","1","0","72","0","15","0","0.408","22","0","22","1220072"
"0","4","0.929","73","1","0","0","0","22","0","0","1220073"
"0","1","0","74","0","15","22","1.122","22","0","184","1220074"
"0","4","2.922","75","1","0","0","0","22","0","0","1220075"
"0","4","1","1","3","0","0","0","23","0","0","1230001"
"vo_nyx","2","0","2","0","0","0","0","23","vo_nyx_0501","0","1230002"
"0","1","0","3","0","1","0","3.048","23","0","390","1230003"
"0","4","3.048","4","1","0","0","0","23","0","0","1230004"
"0","1","0","5","0","2","0","0.731","23","0","67","1230005"
"0","4","1.507","6","1","0","0","0","23","0","0","1230006"
"vo_nyx","2","0","7","0","0","0","0","23","vo_nyx_0502","0","1230007"
"0","1","0","8","0","2","67","2.093","23","0","323","1230008"
"0","4","2.341","9","1","0","0","0","23","0","0","1230009"
"0","1","0","10","0","2","323","0.644","23","0","378","1230010"
"0","4","0.993","11","1","0","0","0","23","0","0","1230011"
"0","1","0","12","0","3","0","1.737","23","0","202","1230012"
"0","4","2.616","13","1","0","0","0","23","0","0","1230013"
"vo_nyx","2","0","14","0","0","0","0","23","vo_nyx_0503","0","1230014"
"0","1","0","15","0","3","202","1.866","23","0","395","1230015"
"0","4","1.866","16","1","0","0","0","23","0","0","1230016"
"0","1","0","17","0","4","0","1.039","23","0","135","1230017"
"0","4","1.496","18","1","0","0","0","23","0","0","1230018"
"0","1","0","19","0","4","135","1.355","23","0","305","1230019"
"0","4","2.334","20","1","0","0","0","23","0","0","1230020"
"vo_nyx","2","0","21","0","0","0","0","23","vo_nyx_0504","0","1230021"
"0","1","0","22","0","6","0","0.422","23","0","35","1230022"
"0","4","0.845","23","1","0","0","0","23","0","0","1230023"
"0","1","0","24","0","6","35","2.026","23","0","360","1230024"
"0","4","2.563","25","1","0","0","0","23","0","0","1230025"
"vo_nyx","2","0","26","0","0","0","0","23","vo_nyx_0505","0","1230026"
"0","1","0","27","0","8","0","0.865","23","0","68","1230027"
"0","4","1.207","28","1","0","0","0","23","0","0","1230028"
"0","1","0","29","0","8","68","1.873","23","0","360","1230029"
"0","4","2.166","30","1","0","0","0","23","0","0","1230030"
"0","1","0","31","0","9","0","2.558","23","0","360","1230031"
"0","4","2","32","3","0","0","0","23","0","0","1230032"
"0","4","3.202","33","1","0","0","0","23","0","0","1230033"
"0","1","0","34","0","10","0","2.381","23","0","221","1230034"
"0","4","2.938","35","1","0","0","0","23","0","0","1230035"
"vo_nyx","2","0","36","0","0","0","0","23","vo_nyx_0506","0","1230036"
"0","1","0","37","0","10","221","1.241","23","0","410","1230037"
"0","4","1.657","38","1","0","0","0","23","0","0","1230038"
"0","1","0","39","0","11","0","2.871","23","0","375","1230039"
"0","4","3","40","3","0","0","0","23","0","0","1230040"
"0","4","3.435","41","1","0","0","0","23","0","0","1230041"
"vo_nyx","2","0","42","0","0","0","0","23","vo_nyx_0507","0","1230042"
"0","1","0","43","0","12","0","0.717","23","0","103","1230043"
"0","4","1.026","44","1","0","0","0","23","0","0","1230044"
"0","1","0","45","0","12","103","2.843","23","0","395","1230045"
"0","4","3.603","46","1","0","0","0","23","0","0","1230046"
"vo_nyx","2","0","47","0","0","0","0","23","vo_nyx_0508","0","1230047"
"0","1","0","48","0","13","0","1.417","23","0","138","1230048"
"0","4","2.029","49","1","0","0","0","23","0","0","1230049"
"0","1","0","50","0","13","138","1.78","23","0","355","1230050"
"0","4","3.58","51","1","0","0","0","23","0","0","1230051"
"0","4","1","1","3","0","0","0","24","0","0","1240001"
"vo_nyx","2","0","2","0","0","0","0","24","vo_nyx_0601","0","1240002"
"0","1","0","3","0","1","0","0.945","24","0","92","1240003"
"0","4","1.808","4","1","0","0","0","24","0","0","1240004"
"vo_nyx","2","0","5","0","0","0","0","24","vo_nyx_0602","0","1240005"
"0","1","0","6","0","2","0","3.225","24","0","395","1240006"
"0","4","4.362","7","1","0","0","0","24","0","0","1240007"
"vo_nyx","2","0","8","0","0","0","0","24","vo_nyx_0603","0","1240008"
"0","1","0","9","0","3","0","2.828","24","0","392","1240009"
"0","4","4.36","10","1","0","0","0","24","0","0","1240010"
"vo_nyx","2","0","11","0","0","0","0","24","vo_nyx_0604","0","1240011"
"0","1","0","12","0","4","0","1.212","24","0","87","1240012"
"0","4","2.171","13","1","0","0","0","24","0","0","1240013"
"0","1","0","14","0","4","87","1.656","24","0","350","1240014"
"0","4","2.769","15","1","0","0","0","24","0","0","1240015"
"vo_nyx","2","0","16","0","0","0","0","24","vo_nyx_0605","0","1240016"
"0","1","0","17","0","5","0","0.168","24","0","24","1240017"
"0","4","1.256","18","1","0","0","0","24","0","0","1240018"
"0","1","0","19","0","5","24","0.478","24","0","98","1240019"
"0","4","0.535","20","1","0","0","0","24","0","0","1240020"
"0","1","0","21","0","5","98","0.735","24","0","150","1240021"
"0","4","2.444","22","1","0","0","0","24","0","0","1240022"
"vo_nyx","2","0","23","0","0","0","0","24","vo_nyx_0606","0","1240023"
"0","1","0","24","0","7","0","1.607","24","0","112","1240024"
"0","4","2.16","25","1","0","0","0","24","0","0","1240025"
"0","1","0","26","0","7","112","2.119","24","0","400","1240026"
"0","4","2.647","27","1","0","0","0","24","0","0","1240027"
"0","1","0","28","0","8","0","1.802","24","0","182","1240028"
"0","4","2","29","3","0","0","0","24","0","0","1240029"
"0","4","2.817","30","1","0","0","0","24","0","0","1240030"
"vo_nyx","2","0","31","0","0","0","0","24","vo_nyx_0607","0","1240031"
"0","1","0","32","0","8","182","1.981","24","0","395","1240032"
"0","4","2.842","33","1","0","0","0","24","0","0","1240033"
"0","1","0","34","0","9","0","1.894","24","0","172","1240034"
"0","4","3.737","35","1","0","0","0","24","0","0","1240035"
"vo_nyx","2","0","36","0","0","0","0","24","vo_nyx_0608","0","1240036"
"0","1","0","37","0","9","172","0.82","24","0","209","1240037"
"0","4","1.754","38","1","0","0","0","24","0","0","1240038"
"0","1","0","39","0","9","209","2.752","24","0","400","1240039"
"0","4","3.272","40","1","0","0","0","24","0","0","1240040"
"0","4","3","41","3","0","0","0","24","0","0","1240041"
"vo_nyx","2","0","42","0","0","0","0","24","vo_nyx_0609","0","1240042"
"0","1","0","43","0","11","0","1.283","24","0","100","1240043"
"0","4","2.322","44","1","0","0","0","24","0","0","1240044"
"0","4","4","45","3","0","0","0","24","0","0","1240045"
"vo_nyx","2","0","46","0","0","0","0","24","vo_nyx_0610","0","1240046"
"0","1","0","47","0","12","0","0.86","24","0","75","1240047"
"0","4","0.86","48","1","0","0","0","24","0","0","1240048"
"0","1","0","49","0","12","75","1.242","24","0","75","1240049"
"0","4","2.086","50","1","0","0","0","24","0","0","1240050"
"0","4","5","51","3","0","0","0","24","0","0","1240051"
"vo_nyx","2","0","52","0","0","0","0","24","vo_nyx_0611","0","1240052"
"0","1","0","53","0","12","75","0.735","24","0","242","1240053"
"0","4","1.789","54","1","0","0","0","24","0","0","1240054"
"vo_nyx","2","0","55","0","0","0","0","24","vo_nyx_0612","0","1240055"
"0","1","0","56","0","13","0","1","24","0","80","1240056"
"0","4","2.104","57","1","0","0","0","24","0","0","1240057"
"0","4","6","58","3","0","0","0","24","0","0","1240058"
"vo_nyx","2","0","59","0","0","0","0","24","vo_nyx_0613","0","1240059"
