6181ac0b4bc0bec8ac0c5905efaf2035aaa8b02ba06e812b5fa03f61adef7220,371a54c6168f9851d8dccae0a51e1526d58cc65bb0d5f67d6e1f7e88c00012e0,2234c4f7c705dcf9a48e9f9009b944b2c3a62b9921d4605e9bf4c770c05f26b1,489c87ea03f0463f82bd626ec228157917d79f314742ae780152f23d0ae64167,4e9753957fe25717a43c113913376232376e49a3be847125f3d1af84d8b6582f,5d92a52592e993aeff95a7d19dec3287524ffb9ba9577afa53612643a582e6b7,5c87576805a10d31ca753c1d9ac7acddff9bc63d39ecbab27bb8d180fbd3395a,9e0dae4c8524748bc6364b1bae99c702e5f7e1ad88c9da7569ac071d6cc11a93,32429a4aeeac1438e8fc4c0fe0f55b02720483613e8213af5d0b1ea30966c2a2,534effb0d311efd75d08e7494323cd9e78655c12150abbe392d531141548c09c,1c186feca60cafed43781c332fb534d1f9d7042356724358983995a0429c8d46
"0","702","1","0","0","702","4814","","31","","4814014"
"0","800","1","0","0","800","4814","","31","","4814015"
"60","901","1","30","1","901","4814","","31","","4814016"
"","","","","","1","4814","","93","","4814017"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","100411","4814","0.2","3","","4814018"
"","","","","","0.1","4814","","93","","4814019"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","103611","4814","0.2","3","","4814020"
"","","","","","0.3","4814","","93","","4814021"
"","wac_birthday_run_01","","1","0.2","102011","4814","","3","","4814022"
"3","0","","-70","","102011","4814","","2","","4814023"
"","","","","","2.5","4814","","93","","4814024"
"","1","","","","602","4814","","32","","4814025"
"","","","","","0.6","4814","","93","","4814026"
"","0","","","","600","4814","","32","","4814027"
"","0","","","","611","4814","","32","","4814028"
"","0","","","","604","4814","","32","","4814029"
"","1","","","","701","4814","","32","","4814030"
"0.01","0","","0","","901","4814","","33","","4814031"
"wac_birthday_wish_02","wac_birthday_blowout_02","1","0","0.2","102011","4814","0.2","3","","4814032"
"0.01","-200","","-330","","102011","4814","","2","","4814033"
"","wac_birthday_idle_doya","","1","0.2","103611","4814","","3","","4814034"
"0.01","180","","-320","","103611","4814","","2","","4814035"
"","wac_birthday_idle_kyapi","","1","0.2","100411","4814","","3","","4814036"
"0.01","320","","-340","","100411","4814","","2","","4814037"
"","","","","","0","4814","","93","","4814038"
"","1","","","","800","4814","","32","","4814039"
"","","","","","0.7","4814","","93","","4814040"
"","1","","","","702","4814","","32","","4814041"
"","","","","","0.5","4814","","93","","4814042"
"","se_sys_login_birthday_blow_candle","","0","","se_common","4814","","23","","4814043"
"","0","","","","701","4814","","32","","4814044"
"","","","","","0.4","4814","","93","","4814045"
"","se_sys_login_birthday_cracker","","0","","se_common","4814","","23","","4814046"
"","1","","","","700","4814","","32","","4814047"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","4814","","23","","4814048"
"wac_birthday_idle_doya","wac_birthday_clap","1","0","0.2","103611","4814","0.2","3","","4814049"
"","","","","","0.1","4814","","93","","4814050"
"wac_birthday_idle_kyapi","wac_birthday_clap","1","0","0.2","100411","4814","0.2","3","","4814051"
"","","","","","2","4814","","93","","4814052"
"","","","","","1","4814","","131","","4814053"
"0","vo_wac_04814_000","","0","","vo_wac_04814","4814","","21","","4814054"
"1","哇～是蛋糕呢～！\n比店裡賣的還要大個……！\n好厲害好厲害♪","1","10","0","102011","4814","0","11","0.5","4814055"
"","","","","","0","4814","","91","","4814056"
"","wac_birthday_idle_smile","","1","0.2","102011","4814","","3","","4814057"
"","wac_birthday_talk_doya","","1","0.2","103611","4814","","3","","4814058"
"0","vo_wac_04814_001","","0","","vo_wac_04814","4814","","21","","4814059"
"1","這是我們偷偷做的喔！\n雖然中途禊跑來搗蛋，\n弄得一團亂就是了……\n美美，祝妳生日快樂喔♪","1","10","0","103611","4814","0","11","0.5","4814060"
"","","","","","0","4814","","91","","4814061"
"","wac_birthday_idle_doya","","1","0.2","103611","4814","","3","","4814062"
"","wac_birthday_talk_smile","","1","0.2","102011","4814","","3","","4814063"
"0","vo_wac_04814_002","","0","","vo_wac_04814","4814","","21","","4814064"
"1","欸嘿嘿，謝謝你們～\n沒想到能從爸爸媽媽，還有大家那裡\n收到蛋糕，就像做夢一樣……","1","10","0","102011","4814","0","11","0.5","4814065"
"","","","","","0","4814","","91","","4814066"
"","wac_birthday_talk_kyapi","","1","0.2","102011","4814","","3","","4814067"
"0","vo_wac_04814_003","","0","","vo_wac_04814","4814","","21","","4814068"
"1","美美非常幸福呢～♪\n哥哥，也謝謝你！\n等大家生日的時候，\n美美一～定也會幫你們慶祝的♪","1","10","0","102011","4814","0","11","0.5","4814069"
"","","","","","0","4814","","91","","4814070"
"","","","","","0","4814","","22","","4814071"
"","bgm_M321_2C","","","","bgm_M321","5014","","25","","5014001"
"-1000","100211","-70","250","2","1","5014","0","1","wac_birthday_idle_normal","5014002"
"230","100311","-270","256","2","1","5014","1","1","wac_birthday_idle_normal","5014003"
"410","100111","-310","257","2","1","5014","1","1","wac_birthday_idle_smile","5014004"
"","300","","","","100211","5014","","13","","5014005"
"","300","","","","100311","5014","","13","","5014006"
"0","600","1","0","1","600","5014","","31","","5014007"
"0","602","1","0","0","602","5014","","31","","5014008"
"0","603","1","0","0","603","5014","","31","","5014009"
"60","604","1","30","1","604","5014","","31","","5014010"
"0","611","1","0","1","611","5014","","31","","5014011"
"0","700","1","0","0","700","5014","","31","","5014012"
"0","701","1","0","0","701","5014","","31","","5014013"
"0","702","1","0","0","702","5014","","31","","5014014"
"0","800","1","0","0","800","5014","","31","","5014015"
"60","902","1","30","1","902","5014","","31","","5014016"
"","","","","","1","5014","","93","","5014017"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","100111","5014","0.2","3","","5014018"
"","","","","","0.1","5014","","93","","5014019"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","100311","5014","0.2","3","","5014020"
"","","","","","0.3","5014","","93","","5014021"
"","wac_birthday_run_01","","1","0.2","100211","5014","","3","","5014022"
"3","0","","-70","","100211","5014","","2","","5014023"
"","","","","","2.5","5014","","93","","5014024"
"","1","","","","602","5014","","32","","5014025"
"","","","","","0.6","5014","","93","","5014026"
"","0","","","","600","5014","","32","","5014027"
"","0","","","","611","5014","","32","","5014028"
"","0","","","","604","5014","","32","","5014029"
"","1","","","","701","5014","","32","","5014030"
"0.01","0","","0","","902","5014","","33","","5014031"
"wac_birthday_wish_04","wac_birthday_blowout_01","1","0","0.2","100211","5014","0.2","3","","5014032"
"0.01","-200","","-330","","100211","5014","","2","","5014033"
"","wac_birthday_idle_normal","","1","0.2","100311","5014","","3","","5014034"
"0.01","180","","-320","","100311","5014","","2","","5014035"
"","wac_birthday_idle_smile","","1","0.2","100111","5014","","3","","5014036"
"0.01","320","","-340","","100111","5014","","2","","5014037"
"","","","","","0","5014","","93","","5014038"
"","1","","","","800","5014","","32","","5014039"
"","","","","","0.7","5014","","93","","5014040"
"","1","","","","702","5014","","32","","5014041"
"","","","","","0.5","5014","","93","","5014042"
"","se_sys_login_birthday_blow_candle","","0","","se_common","5014","","23","","5014043"
"","0","","","","701","5014","","32","","5014044"
"","","","","","0.4","5014","","93","","5014045"
"","se_sys_login_birthday_cracker","","0","","se_common","5014","","23","","5014046"
"","1","","","","700","5014","","32","","5014047"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","5014","","23","","5014048"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","100311","5014","0.2","3","","5014049"
"","","","","","0.1","5014","","93","","5014050"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","100111","5014","0.2","3","","5014051"
"","","","","","2","5014","","93","","5014052"
"","","","","","1","5014","","131","","5014053"
"0","vo_wac_05014_000","","0","","vo_wac_05014","5014","","21","","5014054"
"1","這是給我的生日蛋糕嗎！？\n謝、謝謝……！\n……這該不會，\n是你們兩位親手做的吧？","1","10","0","100211","5014","0","11","0.5","5014055"
"","","","","","0","5014","","91","","5014056"
"","wac_birthday_idle_wish","","1","0.2","100211","5014","","3","","5014057"
"","wac_birthday_talk_normal","","1","0.2","100311","5014","","3","","5014058"
"0","vo_wac_05014_001","","0","","vo_wac_05014","5014","","21","","5014059"
"1","嗯，是我跟日和一起做的。\n我們總是受到優衣的幫助，\n想說至少要回個禮給妳。\n……生日快樂，優衣。","1","10","0","100311","5014","0","11","0.5","5014060"
"","","","","","0","5014","","91","","5014061"
"","wac_birthday_idle_normal","","1","0.2","100311","5014","","3","","5014062"
"","wac_birthday_talk_sad","","1","0.2","100211","5014","","3","","5014063"
"0","vo_wac_05014_002","","0","","vo_wac_05014","5014","","21","","5014064"
"1","哪、哪有……我才是老是\n受到你們的幫助……對、對不起！\n你們特地為我慶祝，\n我都開心到要哭了……！","1","10","0","100211","5014","0","11","0.5","5014065"
"","","","","","0","5014","","91","","5014066"
"","wac_birthday_talk_smile","","1","0.2","100211","5014","","3","","5014067"
"0","vo_wac_05014_003","","0","","vo_wac_05014","5014","","21","","5014068"
"1","騎士先生，也很謝謝你。\n能收到大家的祝福，\n我超級幸福的……！\n我會用心品嚐喔！","1","10","0","100211","5014","0","11","0.5","5014069"
"","","","","","0","5014","","91","","5014070"
"","","","","","0","5014","","22","","5014071"
"","bgm_M321_2C","","","","bgm_M321","5214","","25","","5214001"
"-1000","105511","-70","250","2","1","5214","0","1","wac_birthday_idle_normal","5214002"
"170","105311","-260","256","2","1","5214","1","1","wac_birthday_idle_doya","5214003"
"270","104511","-310","259","2","1","5214","1","1","wac_birthday_idle_normal","5214004"
"410","100811","-270","257","2","1","5214","1","1","wac_birthday_idle_wish","5214005"
"510","103011","-310","258","2","1","5214","1","1","wac_birthday_idle_kyapi","5214006"
"","300","","","","105511","5214","","13","","5214007"
"","300","","","","105311","5214","","13","","5214008"
"0","600","1","0","1","600","5214","","31","","5214009"
"0","602","1","0","0","602","5214","","31","","5214010"
"0","603","1","0","0","603","5214","","31","","5214011"
"60","604","1","30","1","604","5214","","31","","5214012"
"0","611","1","0","1","611","5214","","31","","5214013"
"0","700","1","0","0","700","5214","","31","","5214014"
"0","701","1","0","0","701","5214","","31","","5214015"
"0","702","1","0","0","702","5214","","31","","5214016"
"0","800","1","0","0","800","5214","","31","","5214017"
"60","903","1","30","1","903","5214","","31","","5214018"
"","","","","","1","5214","","93","","5214019"
"wac_birthday_reaction_03","wac_birthday_reaction_05","1","0","0.2","104511","5214","0.2","3","","5214020"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","105311","5214","0.2","3","","5214021"
"","","","","","0.1","5214","","93","","5214022"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","100811","5214","0.2","3","","5214023"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","103011","5214","0.2","3","","5214024"
"","","","","","0.3","5214","","93","","5214025"
"","wac_birthday_run_01","","1","0.2","105511","5214","","3","","5214026"
"3","0","","-70","","105511","5214","","2","","5214027"
"","","","","","2.5","5214","","93","","5214028"
"","1","","","","602","5214","","32","","5214029"
"","","","","","0.6","5214","","93","","5214030"
"","0","","","","600","5214","","32","","5214031"
"","0","","","","611","5214","","32","","5214032"
"","0","","","","604","5214","","32","","5214033"
"","1","","","","701","5214","","32","","5214034"
"0.01","0","","0","","903","5214","","33","","5214035"
"wac_birthday_wish_04","wac_birthday_blowout_03","1","0","0.2","105511","5214","0.2","3","","5214036"
"0.01","-200","","-330","","105511","5214","","2","","5214037"
"","wac_birthday_idle_doya","","1","0.2","105311","5214","","3","","5214038"
"0.01","150","","-320","","105311","5214","","2","","5214039"
"","wac_birthday_idle_normal","","1","0.2","104511","5214","","3","","5214040"
"0.01","260","","-360","","104511","5214","","2","","5214041"
"","wac_birthday_idle_wish","","1","0.2","100811","5214","","3","","5214042"
"0.01","400","","-320","","100811","5214","","2","","5214043"
"","wac_birthday_idle_kyapi","","1","0.2","103011","5214","","3","","5214044"
"0.01","500","","-340","","103011","5214","","2","","5214045"
"","","","","","0","5214","","93","","5214046"
"","1","","","","800","5214","","32","","5214047"
"","","","","","0.7","5214","","93","","5214048"
"","1","","","","702","5214","","32","","5214049"
"","","","","","0.5","5214","","93","","5214050"
"","se_sys_login_birthday_blow_candle","","0","","se_common","5214","","23","","5214051"
"","0","","","","701","5214","","32","","5214052"
"","","","","","0.4","5214","","93","","5214053"
"","se_sys_login_birthday_cracker","","0","","se_common","5214","","23","","5214054"
"","1","","","","700","5214","","32","","5214055"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","5214","","23","","5214056"
"wac_birthday_idle_doya","wac_birthday_clap","1","0","0.2","105311","5214","0.2","3","","5214057"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","100811","5214","0.2","3","","5214058"
"","","","","","0.1","5214","","93","","5214059"
"wac_birthday_idle_normal","wac_birthday_clap","1","0","0.2","104511","5214","0.2","3","","5214060"
"","","","","","0.1","5214","","93","","5214061"
"wac_birthday_idle_kyapi","wac_birthday_clap","1","0","0.2","103011","5214","0.2","3","","5214062"
"","","","","","2","5214","","93","","5214063"
"","","","","","1","5214","","131","","5214064"
"0","vo_wac_05214_000","","0","","vo_wac_05214","5214","","21","","5214065"
"1","哇，這是生日蛋糕嗎？\n生日快樂～\n不過是誰的……咦，我、我！？\n你們記得我的生日嗎……？","1","10","0","105511","5214","0","11","0.5","5214066"
"","","","","","0","5214","","91","","5214067"
"","wac_birthday_idle_wish","","1","0.2","105511","5214","","3","","5214068"
"","wac_birthday_talk_smile","","1","0.2","105311","5214","","3","","5214069"
"0","vo_wac_05214_001","","0","","vo_wac_05214","5214","","21","","5214070"
"1","怎麼可能會忘啊！\n步未可是本公會少數的良心……\n不，是重要的存在啊！\n讓我替妳大肆慶祝吧！生日快樂！","1","10","0","105311","5214","0","11","0.5","5214071"
"","","","","","0","5214","","91","","5214072"
"","wac_birthday_idle_doya","","1","0.2","105311","5214","","3","","5214073"
"","wac_birthday_talk_wish","","1","0.2","105511","5214","","3","","5214074"
"0","vo_wac_05214_002","","0","","vo_wac_05214","5214","","21","","5214075"
"1","咦、呃……\n我不是在作夢吧？\n我捏一下臉頰……好痛！\n果然不是夢！","1","10","0","105511","5214","0","11","0.5","5214076"
"","","","","","0","5214","","91","","5214077"
"","wac_birthday_talk_smile","","1","0.2","105511","5214","","3","","5214078"
"0","vo_wac_05214_003","","0","","vo_wac_05214","5214","","21","","5214079"
"1","嗚……謝、謝謝你們！\n還能收到前輩的祝福，\n我真的很開心！\n嘿嘿，我會用心品嚐的……♪","1","10","0","105511","5214","0","11","0.5","5214080"
"","","","","","0","5214","","91","","5214081"
"","","","","","0","5214","","22","","5214082"
"","bgm_M321_2C","","","","bgm_M321","5514","","25","","5514001"
"-1000","101611","-70","250","2","1","5514","0","1","wac_birthday_idle_normal","5514002"
"230","105011","-270","256","2","1","5514","1","1","wac_birthday_idle_normal","5514003"
"410","101811","-310","257","2","1","5514","1","1","wac_birthday_idle_smile","5514004"
"","300","","","","101611","5514","","13","","5514005"
"","300","","","","105011","5514","","13","","5514006"
"0","600","1","0","1","600","5514","","31","","5514007"
"0","602","1","0","0","602","5514","","31","","5514008"
"0","603","1","0","0","603","5514","","31","","5514009"
"60","604","1","30","1","604","5514","","31","","5514010"
"0","611","1","0","1","611","5514","","31","","5514011"
"0","700","1","0","0","700","5514","","31","","5514012"
"0","701","1","0","0","701","5514","","31","","5514013"
"0","702","1","0","0","702","5514","","31","","5514014"
"0","800","1","0","0","800","5514","","31","","5514015"
"60","904","1","30","1","904","5514","","31","","5514016"
"","","","","","1","5514","","93","","5514017"
"wac_birthday_reaction_04","wac_birthday_reaction_01","1","0","0.2","101811","5514","0.2","3","","5514018"
"","","","","","0.1","5514","","93","","5514019"
"wac_birthday_reaction_03","wac_birthday_reaction_05","1","0","0.2","105011","5514","0.2","3","","5514020"
"","","","","","0.3","5514","","93","","5514021"
"","wac_birthday_run_01","","1","0.2","101611","5514","","3","","5514022"
"3","0","","-70","","101611","5514","","2","","5514023"
"","","","","","2.5","5514","","93","","5514024"
"","1","","","","602","5514","","32","","5514025"
"","","","","","0.6","5514","","93","","5514026"
"","0","","","","600","5514","","32","","5514027"
"","0","","","","611","5514","","32","","5514028"
"","0","","","","604","5514","","32","","5514029"
"","1","","","","701","5514","","32","","5514030"
"0.01","0","","0","","904","5514","","33","","5514031"
"wac_birthday_wish_03","wac_birthday_blowout_02","1","0","0.2","101611","5514","0.2","3","","5514032"
"0.01","-200","","-330","","101611","5514","","2","","5514033"
"","wac_birthday_idle_smile","","1","0.2","105011","5514","","3","","5514034"
"0.01","180","","-320","","105011","5514","","2","","5514035"
"","wac_birthday_idle_wish","","1","0.2","101811","5514","","3","","5514036"
"0.01","320","","-340","","101811","5514","","2","","5514037"
"","","","","","0","5514","","93","","5514038"
"","1","","","","800","5514","","32","","5514039"
"","","","","","0.7","5514","","93","","5514040"
"","1","","","","702","5514","","32","","5514041"
"","","","","","0.5","5514","","93","","5514042"
"","se_sys_login_birthday_blow_candle","","0","","se_common","5514","","23","","5514043"
"","0","","","","701","5514","","32","","5514044"
"","","","","","0.4","5514","","93","","5514045"
"","se_sys_login_birthday_cracker","","0","","se_common","5514","","23","","5514046"
"","1","","","","700","5514","","32","","5514047"
"","se_sys_login_birthday_calendar_applause","","0","","se_common","5514","","23","","5514048"
"wac_birthday_idle_smile","wac_birthday_clap","1","0","0.2","105011","5514","0.2","3","","5514049"
"","","","","","0.1","5514","","93","","5514050"
"wac_birthday_idle_wish","wac_birthday_clap_to_wish","1","0","0.2","101811","5514","0.2","3","","5514051"
"","","","","","2","5514","","93","","5514052"
"","","","","","1","5514","","131","","5514053"
"0","vo_wac_05514_000","","0","","vo_wac_05514","5514","","21","","5514054"
"1","哇哇，這是給人家的生日蛋糕？\n沒聽說你們有準備這個啊～！\n人家要感動到哭了啦！","1","10","0","101611","5514","0","11","0.5","5514055"
"","","","","","0","5514","","91","","5514056"
"","wac_birthday_idle_kyapi","","1","0.2","101611","5514","","3","","5514057"
"","wac_birthday_talk_smile","","1","0.2","105011","5514","","3","","5514058"
"0","vo_wac_05514_001","","0","","vo_wac_05514","5514","","21","","5514059"
"1","哼哼，妳可要好好感謝我們啊～\n這可是我跟伊緒熬夜做……不！\n做蛋糕沒花我們什麼力氣啦！\n那個……生日快樂，鈴奈。","1","10","0","105011","5514","0","11","0.5","5514060"
"","","","","","0","5514","","91","","5514061"
"","wac_birthday_idle_smile","","1","0.2","105011","5514","","3","","5514062"
"","wac_birthday_talk_smile","","1","0.2","101611","5514","","3","","5514063"
"0","vo_wac_05514_002","","0","","vo_wac_05514","5514","","21","","5514064"
"1","啊哈哈，嗯，謝謝妳！\n難怪美咲跟小伊緒\n一大早就有一股甜～甜的味道呢～","1","10","0","101611","5514","0","11","0.5","5514065"
"","","","","","0","5514","","91","","5514066"
"","wac_birthday_talk_kyapi","","1","0.2","101611","5514","","3","","5514067"
"0","vo_wac_05514_003","","0","","vo_wac_05514","5514","","21","","5514068"
"1","朋友果然是\n不可或缺的……♪\n好，大家來開派對吧！\n秀才當然也要一起囉！","1","10","0","101611","5514","0","11","0.5","5514069"
"","","","","","0","5514","","91","","5514070"
"","","","","","0","5514","","22","","5514071"
"","bgm_M321_2C","","","","bgm_M321","6214","","25","","6214001"
"-1000","106731","-70","250","2","1","6214","0","1","wac_birthday_idle_normal","6214002"
"230","106611","-270","256","2","1","6214","1","1","wac_birthday_idle_doya","6214003"
"410","106511","-310","257","2","1","6214","1","1","wac_birthday_idle_normal","6214004"
"","300","","","","106731","6214","","13","","6214005"
"","300","","","","106611","6214","","13","","6214006"
"0","600","1","0","1","600","6214","","31","","6214007"
"0","602","1","0","0","602","6214","","31","","6214008"
"0","603","1","0","0","603","6214","","31","","6214009"
"60","604","1","30","1","604","6214","","31","","6214010"
"0","611","1","0","1","611","6214","","31","","6214011"
"0","700","1","0","0","700","6214","","31","","6214012"
"0","701","1","0","0","701","6214","","31","","6214013"
"0","702","1","0","0","702","6214","","31","","6214014"
"0","800","1","0","0","800","6214","","31","","6214015"
"60","905","1","30","1","905","6214","","31","","6214016"
"","","","","","1","6214","","93","","6214017"
"wac_birthday_reaction_03","wac_birthday_reaction_02","1","0","0.2","106511","6214","0.2","3","","6214018"
"","","","","","0.1","6214","","93","","6214019"
"wac_birthday_reaction_03","wac_birthday_reaction_01","1","0","0.2","106611","6214","0.2","3","","6214020"
"","","","","","0.3","6214","","93","","6214021"
"","wac_birthday_run_01","","1","0.2","106731","6214","","3","","6214022"
"3","0","","-70","","106731","6214","","2","","6214023"
"","","","","","2.5","6214","","93","","6214024"
"","1","","","","602","6214","","32","","6214025"
"","","","","","0.6","6214","","93","","6214026"
"","0","","","","600","6214","","32","","6214027"
"","0","","","","611","6214","","32","","6214028"
"","0","","","","604","6214","","32","","6214029"
"","1","","","","701","6214","","32","","6214030"
"0.01","0","","0","","905","6214","","33","","6214031"
"wac_birthday_wish_05","wac_birthday_blowout_01","1","0","0.2","106731","6214","0.2","3","","6214032"
