e1b0212edb6903a77be00eba7656ae02d26924bc67f177eccc1f03e0df579585,9ace62fc6b9896b8e05d8f3447bb5ad56ac05d188cf81b31ee210ceaccb9742b,18760cfe4dd8e7461b0a713f588ec21c4af53f7096c7120fdbc85bfbae9a849d,3151fb1ea93b040b3735e3a840bb8741806ededb5a3e13d642344e33599bf84e,98b1759ff64a21fd7c301d0054e64d55c6af429fd134edc2d986b7a5cc2fca24,27be0bf7f64156ab17256f703a18e416a16b855426aa88862e469e2a63974387,bbc90598c55c74b9bacb74ad67fe264c509fd7bd6baba67248aac5e558aa4e82,c10dc43b72434c5b4c6a23878e538694d802a8c5238d204bf4ec016351ef684a,92d4329f748eacb32d9377d333ea04f0157536ba51d7363d62146b044e0786cb,1cec1db8b50401bb5ba7b50ba8061eb5607b4676e0f816d681b7f07115461c46,03c17e8571826ec9032ffad8eb26c0332015ae3f4e3caed508c136892c532afd,abff40210263fbaf42e561020096f43f8a32e7ff8f4234298d01197ce143e7b6,5384efa49476407168e826aad0adb1ec6545dead7ed4059303f8a4ecefb4f113,398afdfd70c5e562b3576629073caf30ebe82ead3ee59e7105d3e271a66331a0,a9f563e45200db8029d58666545e982e02039c7844147fc322e65da25daf8e1f,1c40b429bbce3ad012866772244ef395147727199c54fe4fb343414ade67ab84,7337e23c0618155cbb09a8c68a7f0bb6107d4ccc26f0bf3dd45ac43e1c02285a,33df282b8b74c1cca28a94566718bfce31fe909aace783b093d006e828ace6aa,124ed62fc1537e0d3520c00fe18e28be9531a761dc13025b74765f4ec30b6151,730ba9c6e984780498c0651ff79b0fa8a4bcec5f4feca8c26f0af00cb9e36e2a,02b7bb5aca5031dedd3c935a42958199706ea1ce0d6029ef2f9644c7ad5e7ca2,b4d176387d788038e5d4c0e5a1ad1d8c173b021a347a0d486e3d8054e9c709de,e6a8c5d718d9a8d55619e066e545fbe8f46df55a2e33c74bf957904f5b9c9415,333b97fd970fe6fa49385a7b7b16160d51d189812c3f63e6d15e2cd7b0df3b5b,8ca2cdd8dd2ad5e6ffe15ab22f6911a7c864c42c7b74762a729480cff0cdb482,3d8d77955511047eead07f1624f4fd10a8bb669f5cbc441e55291fa2c4da5e70,a0e690ae7881175b83be0b12b58066014fd1c668dafc675d3e7cfcff6de3d4d0,ed647041b5f8a55b4c1eaf452f3dab1a996fdf8db26268822ba004d1d4eba4e1,afa39aee98c75cfa85bd9a8020f56e4cbfa2d6e6cc4964b33153eaca979daca9,f2788d582b25962479bac153eca4a14ea182c54d7b50011469725a44e4239232,9364ea84b2ebde4767564d28eb687303cc37cbcba933149f375ca2a611ce22ef,502cf05993643f27bda9709e908f457e5fec5fbf37d08c9553313b29017bf114,205ee6899f4fd7f46e0e518a2bcd1e1a61af90ec5099e81c200a2ac4da986025,f1fab45a4eabdcb117f2da47c9117f2bb190d4cd83158a1ba0fa711add2259bd,c7aeb904309fc046af95e65c24efd2e7a67309d58eb2e26c1e1eef9ee8481dd1,c8510ce5aa36afd82046f35ed601897146a421fb7e681405b7ba6d6a9575d0a4,cfa8e2d6c739392670247e7c8b9542124985d871cb8d5b80f82f2d9c8766930e,183c382732907b3bffd90ed083823dd6beef5b3aa82e920f28b8952d334f1f64,914bb9031cb4e4e51034b56ad3ecf5be37acd55cd3b5a8771ccff8c1b3d95b38,66c7d80a1a9db05dca064c88bb1563b8aedba41406d1e677659d55e5e4857932,d43c8479d46f0ea12793472a415d0a8094b7573af54c4d3a1c3f78f6bf1f308a,b0beeebea1e957145cdc0890eec04e38818c3958504880b15ace3443f2808d4d,82b1788c3f01f7e99ed6341313cdcf5a3cd2450e44fd654f5450ced2194e479d,e18b32d982d5c2093410861482f75c59142d141dae86a638ee24889923824c89
"4","4","200000001","4","0","4","1","600060004","4","4","0","0","30","200600","鼠妖","1","4","0","4","4","0","0","10","0","0","4","0","4","10","4","297","49","4","1","0","0","0","4","0","5","4","4","4","4"
"13","13","200000001","13","0","10","1","600060013","13","13","0","0","30","200600","鼠妖","1","13","0","13","13","0","0","10","0","0","13","0","13","10","13","699","203","13","1","0","0","0","13","0","11","13","13","13","13"
"16","16","200000001","16","0","12","1","600060016","16","16","0","0","30","200600","鼠妖","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","1026","260","16","1","0","0","0","16","0","13","16","16","16","16"
"20","20","200000001","20","0","15","1","600060020","20","20","0","0","30","200600","鼠妖","1","20","0","20","20","0","0","10","0","0","20","0","20","10","20","1462","335","20","1","0","0","0","20","0","16","20","20","20","20"
"1","1","200000006","1","0","2","1","600070001","1","1","0","0","30","200700","木靈","1","1","0","1","1","0","0","10","0","0","1","23","1","10","1","356","0","1","1","0","0","0","1","0","3","1","1","1","1"
"13","13","200000006","13","0","14","1","600070013","13","13","0","0","30","200700","木靈","1","13","0","13","13","0","0","10","0","0","13","235","13","10","13","1229","0","13","1","0","0","0","13","0","12","13","13","13","13"
"22","22","200000006","22","0","17","1","600070022","22","22","0","0","30","200700","木靈","1","22","0","22","22","0","0","10","0","0","22","358","22","10","22","2081","0","22","1","0","0","0","22","0","14","22","22","22","22"
"4","4","200000006","4","0","4","1","600080004","4","4","0","0","30","200800","噬岩怪","1","4","0","4","4","0","0","10","0","0","4","0","4","10","4","409","43","4","1","0","0","0","4","0","6","4","4","4","4"
"16","16","200000006","16","0","12","1","600080016","16","16","0","0","30","200800","噬岩怪","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","1003","163","16","1","0","0","0","16","0","18","16","16","16","16"
"1","1","200000001","1","0","2","1","600090001","1","1","0","0","30","200900","樹精","1","1","0","1","1","0","0","10","0","0","1","0","1","10","1","301","28","1","1","0","0","0","1","0","3","1","1","1","1"
"13","13","200000001","13","0","14","1","600090013","13","13","0","0","30","200900","樹精","1","13","0","13","13","0","0","10","0","0","13","0","13","10","13","1182","170","13","1","0","0","0","13","0","15","13","13","13","13"
"22","22","200000001","22","0","21","1","600090022","22","22","0","0","30","200900","樹精","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","2743","298","22","1","0","0","0","22","0","22","22","22","22","22"
"23","23","200000001","23","0","21","1","600090023","23","23","0","0","30","200900","樹精","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","2878","307","23","1","0","0","0","23","0","22","23","23","23","23"
"3","3","200000001","3","0","5","1","600090103","3","3","0","0","30","200901","擰扭相思樹","1","3","0","3","3","0","0","10","0","0","3","0","3","10","3","665","44","3","1","0","0","0","3","0","6","3","3","3","3"
"14","14","200000001","14","0","12","1","600090114","14","14","0","0","30","200901","擰扭相思樹","1","14","0","14","14","0","0","10","0","0","14","0","14","10","14","1594","284","14","1","0","0","0","14","0","14","14","14","14","14"
"22","22","200000001","22","0","17","1","600090122","22","22","0","0","30","200901","擰扭相思樹","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","3199","455","22","1","0","0","0","22","0","20","22","22","22","22"
"11","11","200000010","11","0","12","1","600100011","11","11","0","0","30","201000","怨火之顱","1","11","0","11","11","0","0","10","0","0","11","165","11","10","11","769","0","11","1","0","0","0","11","0","10","11","11","11","11"
"19","19","200000010","19","0","19","1","600100019","19","19","0","0","30","201000","怨火之顱","1","19","0","19","19","0","0","10","0","0","19","285","19","10","19","1944","0","19","1","0","0","0","19","0","16","19","19","19","19"
"3","3","200000001","3","0","4","1","600110003","3","3","0","0","30","201100","狗頭人","1","3","0","3","3","0","0","10","0","0","3","0","3","10","3","463","29","3","1","0","0","0","3","0","5","3","3","3","3"
"14","14","200000001","14","0","11","1","600110014","14","14","0","0","30","201100","狗頭人","1","14","0","14","14","0","0","10","0","0","14","0","14","10","14","1265","162","14","1","0","0","0","14","0","12","14","14","14","14"
"22","22","200000001","22","0","14","1","600110022","22","22","0","0","30","201100","狗頭人","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","2079","251","22","1","0","0","0","22","0","16","22","22","22","22"
"23","23","200000001","23","0","21","1","600110023","23","23","0","0","30","201100","狗頭人","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","2091","266","23","1","0","0","0","23","0","23","23","23","23","23"
"1","1","200000001","1","0","3","1","600120001","1","1","0","0","30","201200","魔像","1","1","0","1","1","0","0","10","0","0","1","0","1","10","1","231","52","1","1","0","0","0","1","0","102","1","1","1","1"
"12","12","200000003","12","0","18","1","600120012","12","12","0","0","30","201200","魔像","1","12","0","12","12","0","0","10","0","0","12","0","12","10","12","878","192","12","1","0","0","0","12","0","273","12","12","12","12"
"22","22","200000003","22","0","33","1","600120022","22","22","0","0","30","201200","魔像","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","2461","413","22","1","0","0","0","22","0","300","22","22","22","22"
"1","1","200000003","1","0","4","1","600130001","1","1","0","0","30","201300","岩花","1","1","0","1","1","0","0","10","0","0","1","0","1","10","1","479","31","1","1","0","0","0","1","0","5","1","1","1","1"
"13","13","200000003","13","0","13","1","600130013","13","13","0","0","30","201300","岩花","1","13","0","13","13","0","0","10","0","0","13","0","13","10","13","1088","137","13","1","0","0","0","13","0","17","13","13","13","13"
"10","10","200000009","10","0","9","1","600130110","10","10","0","0","30","201301","癲狂之花","1","10","0","10","10","0","0","10","0","0","10","0","10","10","10","1033","83","10","1","0","0","0","10","0","10","10","10","10","10"
"17","17","200000009","17","0","14","1","600130117","17","17","0","0","30","201301","癲狂之花","1","17","0","17","17","0","0","10","0","0","17","0","17","10","17","2063","155","17","1","0","0","0","17","0","16","17","17","17","17"
"20","20","200000009","20","0","15","1","600130120","20","20","0","0","30","201301","癲狂之花","1","20","0","20","20","0","0","10","0","0","20","0","20","10","20","2504","166","20","1","0","0","0","20","0","18","20","20","20","20"
"10","10","200000001","10","0","10","1","600140010","10","10","0","0","30","201400","雷雲長老","1","10","0","10","10","0","0","10","0","0","10","114","10","10","10","579","0","10","1","0","0","0","10","0","14","10","10","10","10"
"17","17","200000001","17","0","14","1","600140017","17","17","0","0","30","201400","雷雲長老","1","17","0","17","17","0","0","10","0","0","17","227","17","10","17","965","0","17","1","0","0","0","17","0","20","17","17","17","17"
"22","22","200000001","22","0","19","1","600140022","22","22","0","0","30","201400","雷雲長老","1","22","0","22","22","0","0","10","0","0","22","414","22","10","22","2106","0","22","1","0","0","0","22","0","27","22","22","22","22"
"23","23","200000001","23","0","17","1","600150023","23","23","0","0","30","201500","潛陸水母","1","23","0","23","23","0","0","10","0","0","23","196","23","10","23","2420","0","23","1","0","0","0","23","0","14","23","23","23","23"
"3","3","200000001","3","0","3","1","600160003","3","3","0","0","30","201600","森之寧芙","1","3","0","3","3","0","0","10","0","0","3","17","3","10","3","520","0","3","1","0","0","0","3","0","6","3","3","3","3"
"4","4","200000001","4","0","4","1","600160004","4","4","0","0","30","201600","森之寧芙","1","4","0","4","4","0","0","10","0","0","4","36","4","10","4","579","0","4","1","0","0","0","4","0","6","4","4","4","4"
"14","14","200000001","14","0","11","1","600160014","14","14","0","0","30","201600","森之寧芙","1","14","0","14","14","0","0","10","0","0","14","198","14","10","14","2305","0","14","1","0","0","0","14","0","10","14","14","14","14"
"16","16","200000001","16","0","13","1","600160016","16","16","0","0","30","201600","森之寧芙","1","16","0","16","16","0","0","10","0","0","16","232","16","10","16","2723","0","16","1","0","0","0","16","0","11","16","16","16","16"
"4","4","200000001","4","0","3","1","600210104","4","4","0","0","30","202101","紅蕈菇","1","4","0","4","4","0","0","10","0","0","4","0","4","10","4","473","50","4","1","0","0","0","4","0","5","4","4","4","4"
"11","11","200000001","11","0","9","1","600210111","11","11","0","0","30","202101","紅蕈菇","1","11","0","11","11","0","0","10","0","0","11","0","11","10","11","1101","183","11","1","0","0","0","11","0","10","11","11","11","11"
"16","16","200000001","16","0","13","1","600210116","16","16","0","0","30","202101","紅蕈菇","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","1670","262","16","1","0","0","0","16","0","15","16","16","16","16"
"19","19","200000001","19","0","13","1","600210119","19","19","0","0","30","202101","紅蕈菇","1","19","0","19","19","0","0","10","0","0","19","0","19","10","19","2023","295","19","1","0","0","0","19","0","16","19","19","19","19"
"23","23","200000001","23","0","29","1","600220023","23","23","0","0","30","202200","翼耳兔","1","23","0","23","23","0","0","10","0","0","23","409","23","10","23","2807","0","23","1","0","0","0","23","0","21","23","23","23","23"
"1","1","200000006","1","0","6","1","600230001","1","1","0","0","30","202300","火焰咒士","1","1","0","1","1","0","0","10","0","0","1","55","1","10","1","210","0","1","1","0","0","0","1","0","5","1","1","1","1"
"13","13","200000006","13","0","16","1","600230013","13","13","0","0","30","202300","火焰咒士","1","13","0","13","13","0","0","10","0","0","13","171","13","10","13","981","0","13","1","0","0","0","13","0","13","13","13","13","13"
"18","18","200000006","18","0","17","1","600230018","18","18","0","0","30","202300","火焰咒士","1","18","0","18","18","0","0","10","0","0","18","252","18","10","18","1681","0","18","1","0","0","0","18","0","13","18","18","18","18"
"23","23","200000001","23","0","18","1","600240023","23","23","0","0","30","202400","洞窟猿猴","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","3490","578","23","1","0","0","0","23","0","33","23","23","23","23"
"10","10","200000001","10","0","14","1","600250010","10","10","0","0","30","202500","洞窟蝙蝠","1","10","0","10","10","0","0","10","0","0","10","129","10","10","10","965","0","10","1","0","0","0","10","0","11","10","10","10","10"
"17","17","200000001","17","0","23","1","600250017","17","17","0","0","30","202500","洞窟蝙蝠","1","17","0","17","17","0","0","10","0","0","17","233","17","10","17","1658","0","17","1","0","0","0","17","0","17","17","17","17","17"
"4","4","200000001","4","0","5","1","600270004","4","4","0","0","30","202700","寄居蟹騎士","1","4","0","4","4","0","0","10","0","0","4","0","4","10","4","503","61","4","1","0","0","0","4","0","8","4","4","4","4"
"16","16","200000001","16","0","16","1","600270016","16","16","0","0","30","202700","寄居蟹騎士","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","1736","323","16","1","0","0","0","16","0","20","16","16","16","16"
"23","23","200000001","23","0","19","1","600270023","23","23","0","0","30","202700","寄居蟹騎士","1","23","0","23","23","0","0","10","0","0","23","0","23","10","23","2881","455","23","1","0","0","0","23","0","26","23","23","23","23"
"11","11","200000006","11","0","8","1","600280011","11","11","0","0","30","202800","流浪之鴉","1","11","0","11","11","0","0","10","0","0","11","0","11","10","11","4614","310","11","1","0","0","0","11","0","9","11","11","11","11"
"19","19","200000006","19","0","12","1","600280019","19","19","0","0","30","202800","流浪之鴉","1","19","0","19","19","0","0","10","0","0","19","0","19","10","19","5818","486","19","1","0","0","0","19","0","15","19","19","19","19"
"22","22","200000006","22","0","14","1","600280022","22","22","0","0","30","202800","流浪之鴉","1","22","0","22","22","0","0","10","0","0","22","0","22","10","22","6270","552","22","1","0","0","0","22","0","19","22","22","22","22"
"3","3","200000003","3","0","5","1","600290103","3","3","0","0","30","202901","岩石蜥蜴","1","3","0","3","3","0","0","10","0","0","3","0","3","10","3","615","37","3","1","0","0","0","3","0","8","3","3","3","3"
"14","14","200000003","14","0","12","1","600290114","14","14","0","0","30","202901","岩石蜥蜴","1","14","0","14","14","0","0","10","0","0","14","0","14","10","14","1276","222","14","1","0","0","0","14","0","18","14","14","14","14"
"20","20","200000003","20","0","13","1","600290120","20","20","0","0","30","202901","岩石蜥蜴","1","20","0","20","20","0","0","10","0","0","20","0","20","10","20","2932","366","20","1","0","0","0","20","0","21","20","20","20","20"
"10","10","200000001","10","0","11","1","600290210","10","10","0","0","30","202902","翠綠蜥蜴","1","10","0","10","10","0","0","10","0","0","10","0","10","10","10","1294","174","10","1","0","0","0","10","0","12","10","10","10","10"
"17","17","200000001","17","0","16","1","600290217","17","17","0","0","30","202902","翠綠蜥蜴","1","17","0","17","17","0","0","10","0","0","17","0","17","10","17","2625","296","17","1","0","0","0","17","0","16","17","17","17","17"
"3","3","200000001","3","0","4","1","600300003","3","3","0","0","30","203000","軟泥怪","1","3","0","3","3","0","0","10","0","0","3","45","3","10","3","372","0","3","1","0","0","0","3","0","6","3","3","3","3"
"10","10","200000001","10","0","11","1","600300010","10","10","0","0","30","203000","軟泥怪","1","10","0","10","10","0","0","10","0","0","10","209","10","10","10","626","0","10","1","0","0","0","10","0","14","10","10","10","10"
"14","14","200000001","14","0","13","1","600300014","14","14","0","0","30","203000","軟泥怪","1","14","0","14","14","0","0","10","0","0","14","240","14","10","14","904","0","14","1","0","0","0","14","0","16","14","14","14","14"
"17","17","200000001","17","0","15","1","600300017","17","17","0","0","30","203000","軟泥怪","1","17","0","17","17","0","0","10","0","0","17","304","17","10","17","1348","0","17","1","0","0","0","17","0","16","17","17","17","17"
"1","1","200000001","1","0","2","1","600300101","1","1","0","0","30","203001","閃焰軟泥怪","1","1","0","1","1","0","0","10","0","0","1","16","1","10","1","383","0","1","1","0","0","0","1","0","4","1","1","1","1"
"13","13","200000005","13","0","11","1","600300113","13","13","0","0","30","203001","閃焰軟泥怪","1","13","0","13","13","0","0","10","0","0","13","141","13","10","13","1314","0","13","1","0","0","0","13","0","20","13","13","13","13"
"20","20","200000005","20","0","15","1","600300120","20","20","0","0","30","203001","閃焰軟泥怪","1","20","0","20","20","0","0","10","0","0","20","215","20","10","20","2952","0","20","1","0","0","0","20","0","22","20","20","20","20"
"10","10","200000001","10","0","11","1","600320010","10","10","0","0","30","203200","搗蛋惡魔","1","10","0","10","10","0","0","10","0","0","10","148","10","10","10","1128","0","10","1","0","0","0","10","0","8","10","10","10","10"
"17","17","200000001","17","0","18","1","600320017","17","17","0","0","30","203200","搗蛋惡魔","1","17","0","17","17","0","0","10","0","0","17","268","17","10","17","1938","0","17","1","0","0","0","17","0","13","17","17","17","17"
"2","2","200000001","2","0","28","1","600330002","2","2","0","0","30","203300","哥布林護衛","1","2","0","2","2","0","0","10","0","0","2","0","2","10","2","414","17","2","1","0","0","0","2","0","150","2","2","2","2"
"8","8","200000001","8","0","8","1","600330008","8","8","0","0","30","203300","哥布林護衛","1","8","0","8","8","0","0","10","0","0","8","0","8","10","8","934","136","8","1","0","0","0","8","0","221","8","8","8","8"
"14","14","200000001","14","0","14","1","600330014","14","14","0","0","30","203300","哥布林護衛","1","14","0","14","14","0","0","10","0","0","14","0","14","10","14","1341","240","14","1","0","0","0","14","0","300","14","14","14","14"
"15","15","200000001","15","0","14","1","600330015","15","15","0","0","30","203300","哥布林護衛","1","15","0","15","15","0","0","10","0","0","15","0","15","10","15","1539","249","15","1","0","0","0","15","0","300","15","15","15","15"
"3","3","200000001","3","0","10","1","600340003","3","3","0","0","30","203400","鬼燈螢","1","3","0","3","3","0","0","10","0","0","3","126","3","10","3","844","0","3","1","0","0","0","3","0","8","3","3","3","3"
"10","10","200000001","10","0","13","1","600340010","10","10","0","0","30","203400","鬼燈螢","1","10","0","10","10","0","0","10","0","0","10","151","10","10","10","863","0","10","1","0","0","0","10","0","10","10","10","10","10"
"14","14","200000001","14","0","14","1","600340014","14","14","0","0","30","203400","鬼燈螢","1","14","0","14","14","0","0","10","0","0","14","165","14","10","14","874","0","14","1","0","0","0","14","0","12","14","14","14","14"
"17","17","200000001","17","0","15","1","600340017","17","17","0","0","30","203400","鬼燈螢","1","17","0","17","17","0","0","10","0","0","17","220","17","10","17","1522","0","17","1","0","0","0","17","0","13","17","17","17","17"
"4","4","200000006","4","0","4","1","600370004","4","4","0","0","30","203700","堅果射手","1","4","0","4","4","0","0","10","0","0","4","0","4","10","4","633","52","4","1","0","0","0","4","0","5","4","4","4","4"
"16","16","200000006","16","0","10","1","600370016","16","16","0","0","30","203700","堅果射手","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","2185","272","16","1","0","0","0","16","0","13","16","16","16","16"
"1","1","200000001","1","0","2","1","600380001","1","1","0","0","30","203800","獸人","1","1","0","1","1","0","0","10","0","0","1","0","1","10","1","370","36","1","1","0","0","0","1","0","5","1","1","1","1"
"9","9","200000001","9","0","8","1","600380009","9","9","0","0","30","203800","獸人","1","9","0","9","9","0","0","10","0","0","9","0","9","10","9","1306","195","9","1","0","0","0","9","0","14","9","9","9","9"
"12","12","200000001","12","0","9","1","600380012","12","12","0","0","30","203800","獸人","1","12","0","12","12","0","0","10","0","0","12","0","12","10","12","1416","234","12","1","0","0","0","12","0","15","12","12","12","12"
"16","16","200000001","16","0","12","1","600380016","16","16","0","0","30","203800","獸人","1","16","0","16","16","0","0","10","0","0","16","0","16","10","16","2463","331","16","1","0","0","0","16","0","18","16","16","16","16"
