5f7199903857f28c5c141009e91d80c1778218b49f9a3f701e42d4e9a64477f5,a583640aeaa1de767197977fd8f11378374a097d65df7ad969a0ebf1e01fd24c,4a76e69654dd5a74eea6b8c7250c2523d0833f47a139f4aabb4894d6c302eee6,3b84161046ffdac8d09f4b1bf248066d087ad779abf5742f53f25436d5b7fef1,3355eacf5c9d6b456fc4e2fb895e8a28c1008293f90d65e5173ea0a91eb09b20,9818ebf3ede6194311e0e9e6633fe2d6ce34528a6b2c7bf0fb7cca06ebd01464
"180201","3004","68","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"180201","3010","69","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1013606"
"122601","3004","70","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"122601","3010","71","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1013606"
"128901","3004","72","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"128901","3010","73","2024/06/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1013606"
"108901","3001","74","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1013606"
"108901","3002","75","2024/06/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1013606"
"108901","3013","76","2024/06/01 16:00:00","攻擊力吸收無效","1013606"
"114001","3001","77","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013606"
"114001","3004","78","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"180301","3001","79","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013606"
"180301","3004","80","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"122501","3001","81","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013606"
"122501","3004","82","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"128801","3001","83","2024/06/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013606"
"128801","3004","84","2024/06/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1013606"
"100101","3001","85","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"100101","3002","86","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"100201","3003","87","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"100201","3002","88","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"100301","3001","89","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"100301","3002","90","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"108701","3001","91","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"108701","3002","92","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"180101","3001","93","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"180101","3002","94","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"122401","3001","95","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"122401","3002","96","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"128701","3001","97","2024/06/17 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"128701","3002","98","2024/06/17 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"108801","3003","99","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"108801","3002","100","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"115601","3003","101","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"115601","3002","102","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"180201","3003","103","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"180201","3002","104","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"122601","3003","105","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"122601","3002","106","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"128901","3003","107","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1013706"
"128901","3002","108","2024/06/08 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","1013706"
"108901","3001","109","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"108901","3002","110","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"114001","3001","111","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"114001","3002","112","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"180301","3001","113","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"180301","3002","114","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"122501","3001","115","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"122501","3002","116","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"128801","3001","117","2024/06/08 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1013706"
"128801","3002","118","2024/06/08 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1013706"
"110801","3001","10140001","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014006"
"110801","3002","10140002","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014006"
"110801","3005","10140003","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","1014006"
"110801","3010","10140004","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1014006"
"110901","3001","10140005","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014006"
"110901","3010","10140006","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予77【切嚕】","1014006"
"111001","3002","10140007","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014006"
"111001","3005","10140008","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","1014006"
"111001","3010","10140009","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1014006"
"116201","3001","10140010","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014006"
"116201","3002","10140011","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014006"
"116201","3005","10140012","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","1014006"
"116201","3010","10140013","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1014006"
"116301","3001","10140014","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014006"
"116301","3010","10140015","2024/07/01 16:00:00","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予40【切嚕】","1014006"
"116401","3002","10140016","2024/07/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014006"
"116401","3005","10140017","2024/07/01 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","1014006"
"116401","3010","10140018","2024/07/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1014006"
"129301","3002","10140019","2024/07/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014006"
"129301","3005","10140020","2024/07/04 16:00:00","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","1014006"
"129301","3010","10140021","2024/07/04 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1014006"
"102701","3001","10142001","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"102701","3002","10142002","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"102701","3010","10142003","2024/08/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1014206"
"104301","3001","10142004","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"104301","3002","10142005","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"104301","3013","10142006","2024/08/01 16:00:00","賦予【狼牙的咆哮】","1014206"
"109001","3001","10142007","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"109001","3002","10142008","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"109001","3006","10142009","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升物理\n暴擊時的傷害","1014206"
"117001","3001","10142010","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"117001","3002","10142011","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"110401","3001","10142012","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"110401","3002","10142013","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"115901","3001","10142014","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"115901","3002","10142015","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"129801","3001","10142016","2024/08/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014206"
"129801","3002","10142017","2024/08/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014206"
"103601","3003","10144001","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1014406"
"103601","3004","10144002","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"103601","3010","10144003","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1014406"
"102501","3003","10144004","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014406"
"102501","3004","10144005","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"102501","3014","10144006","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","1014406"
"111101","3003","10144007","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1014406"
"111101","3004","10144008","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"111101","3010","10144009","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1014406"
"122701","3003","10144010","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1014406"
"122701","3004","10144011","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"122701","3010","10144012","2024/09/01 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1014406"
"130701","3003","10144013","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1014406"
"130701","3004","10144014","2024/09/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"130701","3010","10144015","2024/09/04 16:00:00","戰鬥開始90秒內，大幅度提升TP上升。","1014406"
"180801","3001","10144016","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014406"
"180801","3002","10144017","2024/09/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014406"
"107701","3003","10144018","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014406"
"107701","3004","10144019","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"107701","3014","10144020","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","1014406"
"112101","3003","10144021","2024/09/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014406"
"112101","3004","10144022","2024/09/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","1014406"
"112101","3014","10144023","2024/09/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","1014406"
"101001","3003","10146001","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014606"
"101001","3002","10146002","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"101001","3013","10146003","2024/10/01 16:00:00","Boss的中毒無效","1014606"
"110601","3003","10146004","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014606"
"110601","3002","10146005","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"110601","3010","10146006","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","1014606"
"110601","3013","10146007","2024/10/01 16:00:00","Boss的中毒無效","1014606"
"116001","3002","10146008","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"116001","3013","10146009","2024/10/01 16:00:00","Boss的中毒無效","1014606"
"123101","3003","10146010","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014606"
"123101","3002","10146011","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014606"
"123101","3010","10146012","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","1014606"
"131001","3003","10146013","2024/10/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014606"
"131001","3002","10146014","2024/10/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014606"
"131001","3010","10146015","2024/10/01 16:00:00","戰鬥開始90秒內，特大幅度提升TP上升。","1014606"
"131001","3013","10146016","2024/10/01 16:00:00","Boss的中毒無效","1014606"
"102301","3001","10146017","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014606"
"102301","3002","10146018","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"106601","3001","10146019","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014606"
"106601","3002","10146020","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"102101","3001","10146021","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014606"
"102101","3002","10146022","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"126401","3001","10146023","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","1014606"
"126401","3002","10146024","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"126101","3003","10146025","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1014606"
"126101","3002","10146026","2024/10/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014606"
"123301","3001","10148001","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1014806"
"123301","3002","10148002","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014806"
"123301","3014","10148003","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","1014806"
"123301","3013","10148004","2024/11/01 16:00:00","Boss的領域效果無效","1014806"
"118201","3003","10148005","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014806"
"118201","3002","10148006","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014806"
"118101","3003","10148007","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014806"
"118101","3002","10148008","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014806"
"118101","3013","10148009","2024/11/01 16:00:00","Boss的領域效果無效","1014806"
"125801","3001","10148010","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1014806"
"125801","3002","10148011","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014806"
"125801","3013","10148012","2024/11/01 16:00:00","Boss的領域效果無效","1014806"
"131101","3001","10148013","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1014806"
"131101","3002","10148014","2024/11/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014806"
"131101","3014","10148015","2024/11/01 16:00:00","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","1014806"
"131101","3013","10148016","2024/11/01 16:00:00","Boss的領域效果無效","1014806"
"131201","3003","10148017","2024/11/04 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014806"
"131201","3002","10148018","2024/11/04 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1014806"
"126901","3003","10148019","2024/11/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","1014806"
"126901","3002","10148020","2024/11/01 16:00:00","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","1014806"
"123001","3002","10150001","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"123001","3010","10150002","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015006"
"123001","3013","10150003","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"106701","3003","10150004","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015006"
"106701","3002","10150005","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"106701","3010","10150006","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015006"
"106701","3013","10150007","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"131701","3003","10150008","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","1015006"
"131701","3002","10150009","2024/12/01 16:00:00","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","1015006"
"131701","3010","10150010","2024/12/01 16:00:00","戰鬥開始90秒內，\n特大幅度提升TP上升。","1015006"
"131701","3013","10150011","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"127001","3001","10150012","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015006"
"127001","3013","10150013","2024/12/01 16:00:00","Boss的環境效果無效","1015006"
"113601","3001","10150014","2024/12/01 16:00:00","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","1015006"
