9ebf76ae8ea85e481be6e72eea1e969dbe8f89900d6387fd072c4281a7e4dd30,186a19ac2927ac1b60161642e4ecae6488c2738406f042eb32456b7d83561fb7,13e4e290f0ec64d769ee03a74270bfc7d08c28aa3b9e0bb86c1d6e5e20540a05,8e0e3381cbfe6669f09d90086d2a0ad299850ee436a26e7dd805a3a1a0d70674,6af0cb441058f6e75065f4e11464b6a679eeaf8c476c5461e0bf96d558f0bff4,7be939554169becceb85421118680c8ada4590c33b2f795734d619e6007a8d22,b9f1e6d80c83be4be0a784def3b41ef01aeea860f761c8eb8cdfca2500569142,c57f6d34d9ea2bad9d5798dc22dd46059ce0d9f642bea9aebf5c0083769bfc7d,fd8f67e47ae4a8594bbd3b26f6ac864388544b2b5300091dd8aaca3ebe720bbf,bcc408b486d404d49332c2e7f9905dc7de09e9d823d38b4b5f22f7249bcc3f98,88932f4a670808a278af4589abfb9ba7e71d09e9327484908230702e4aac7701
"","","svd_idle_joy1","3","1","1007001039","0.2","1007001","","","113411"
"","","svd_talk_wish","3","1","1007001040","0.2","1007001","","","113511"
"","","vo_svd_0121","21","0","1007001041","","1007001","0","","vo_svd"
"0","1","我一定會為大人\n獻上永生難忘的\n最棒的暑假……","11","6","1007001042","0","1007001","0","0","113511"
"","","","91","","1007001043","","1007001","","","0"
"","","svd_idle_wish","3","1","1007001044","0.2","1007001","","","113511"
"","","svd_talk_joy1","3","1","1007001045","0.2","1007001","","","113411"
"","","vo_svd_0122","21","0","1007001046","","1007001","0","","vo_svd"
"0","1","來制定一個每到夏天\n都能回味無窮的\n夏日計畫吧！","11","8","1007001047","0","1007001","0","0","113411"
"","","","91","","1007001048","","1007001","","","0"
"","","svd_idle_joy1","3","1","1007001049","0.2","1007001","","","113411"
"","","svd_talk_thinking","3","1","1007001050","0.2","1007001","","","113511"
"","","vo_svd_0123","21","0","1007001051","","1007001","0","","vo_svd"
"0","1","咦……？但我明年夏天\n也會和大人一起過。\n不需要特別留下回憶呢……","11","6","1007001052","0","1007001","0","0","113511"
"","","","91","","1007001053","","1007001","","","0"
"","","svd_idle_thinking","3","1","1007001054","0.2","1007001","","","113511"
"0.2","","svd_surprise","3","0","1007001055","0.2","1007001","svd_talk_anger","1","113411"
"","","vo_svd_0124","21","0","1007001056","","1007001","0","","vo_svd"
"0","1","啊！惠理子妳太狡猾了！\n姐姐我也要永遠永遠\n和弟弟在一起！","11","8","1007001057","0","1007001","0","0","113411"
"","","","93","","1007001058","","1007001","","","3"
"0.4","","svd_jump","3","0","1007001059","0.2","1007001","svd_talk_joy1","1","113411"
"","","","91","","1007001060","","1007001","","","1007001057"
"","","svd_idle_joy1","3","1","1007001061","0.2","1007001","","","113411"
"","","","102","","1007001062","","1007001","","",""
"","","0","32","","1007001063","","1007001","","","14"
"","","0","32","","1007001064","","1007001","","","15"
"","","","93","","1007001065","","1007001","","","1"
"0","","7","12","1","1007001066","0","1007001","","","113511"
"","","svd_talk_normal","3","1","1007001067","0.2","1007001","","","113511"
"","","","93","","1007001068","","1007001","","","3"
"","","svd_idle_normal","3","1","1007001069","0.2","1007001","","","113511"
"0","","10","12","1","1007001070","0","1007001","","","113411"
"","","svd_talk_normal","3","1","1007001071","0.2","1007001","","1","113411"
"","","","93","","1007001072","","1007001","","","3"
"","","svd_idle_normal","3","1","1007001073","0.2","1007001","","1","113411"
"0","","7","12","1","1007001074","0","1007001","","","113511"
"","","svd_talk_memory","3","1","1007001075","0.2","1007001","","","113511"
"","","","93","","1007001076","","1007001","","","3"
"","","svd_idle_memory","3","1","1007001077","0.2","1007001","","","113511"
"0","","10","12","1","1007001078","0","1007001","","","113411"
"","","svd_talk_memory","3","1","1007001079","0.2","1007001","","1","113411"
"","","","93","","1007001080","","1007001","","","3"
"","","svd_idle_memory","3","1","1007001081","0.2","1007001","","1","113411"
"","","","101","","1007001082","","1007001","","","1007001066"
"0","","1","6","1","1007001083","1","1007001","1","0","333"
"","","1","4","","1007001084","","1007001","","","113511"
"","","svd_run","3","1","1007001085","0.2","1007001","","","113511"
"","","-750","2","-300","1007001086","","1007001","0.8","0","113511"
"","","0","4","","1007001087","","1007001","","","113411"
"","","svd_run","3","1","1007001088","0.2","1007001","","","113411"
"","","750","2","-300","1007001089","","1007001","0.8","0","113411"
"","","","93","","1007001090","","1007001","","","0.6"
"0","","1","6","1","1007001091","0.2","1007001","1","0","113511"
"0","","1","6","1","1007001092","0.2","1007001","1","0","113411"
"","","","91","","1007001093","","1007001","","","0"
"0","svd_idle_normal","113511","5","100","1007002001","2.08","1007002","-650","-300","2"
"1","svd_idle_normal","113411","5","100","1007002002","2.08","1007002","650","-300","1"
"0","svd_white_loop","333","5","0","1007002003","1","1007002","0","0","3"
"0","","1","6","1","1007002004","0","1007002","1","0","333"
"0","","1","6","1","1007002005","0","1007002","1","0","113511"
"0","","1","6","1","1007002006","0","1007002","1","0","113411"
"","","","93","","1007002007","","1007002","","","1"
"0","","1","6","1","1007002008","0.8","1007002","1","0.4","333"
"","","svd_run","3","1","1007002009","0.2","1007002","","","113511"
"","","-250","2","-300","1007002010","","1007002","1.2","0","113511"
"0","","1","6","1","1007002011","0.4","1007002","1","1","113511"
"","","","93","","1007002012","","1007002","","","1.2"
"","","","91","","1007002013","","1007002","","","0"
"","","svd_idle_normal","3","1","1007002014","0.1","1007002","","","113511"
"","","","93","","1007002015","","1007002","","","0.6"
"","","svd_talk_memory","3","1","1007002016","0.2","1007002","","","113511"
"","","vo_svd_0221","21","0","1007002017","","1007002","0","","vo_svd"
"0","1","大人游泳時的英姿……\n已經被我深深地\n烙印在腦海裡了。","11","6","1007002018","0","1007002","0","0","113511"
"","","","91","","1007002019","","1007002","","","0"
"","","svd_idle_memory","3","1","1007002020","0.2","1007002","","","113511"
"","","svd_run","3","1","1007002021","0.2","1007002","","","113411"
"","","250","2","-300","1007002022","","1007002","1.2","0","113411"
"0","","1","6","1","1007002023","0.4","1007002","1","1","113411"
"","","","93","","1007002024","","1007002","","","1.2"
"","","svd_idle_joy1","3","1","1007002025","0.1","1007002","","","113411"
"","","","93","","1007002026","","1007002","","","0.3"
"","","svd_talk_memory","3","1","1007002027","0.2","1007002","","","113411"
"","","vo_svd_0222","21","0","1007002028","","1007002","0","","vo_svd"
"0","1","弟弟賣力滑動手腳的樣子……\n真可愛呀……","11","6","1007002029","0","1007002","0","0","113411"
"","","","91","","1007002030","","1007002","","","0"
"","","svd_idle_memory","3","1","1007002031","0.2","1007002","","","113411"
"","","svd_talk_memory","3","1","1007002032","0.2","1007002","","","113511"
"","","vo_svd_0223","21","0","1007002033","","1007002","0","","vo_svd"
"0","1","大人游泳時濺起的水花，\n一定能製成比任何秘藥\n都更有效的靈藥！","11","6","1007002034","0","1007002","0","0","113511"
"","","","91","","1007002035","","1007002","","","0"
"","","svd_idle_memory","3","1","1007002036","0.2","1007002","","","113511"
"","","svd_talk_worry","3","1","1007002037","0.2","1007002","","","113411"
"","","vo_svd_0224","21","0","1007002038","","1007002","0","","vo_svd"
"0","1","惠理子……\n那樣好像有點太過火了……","11","6","1007002039","0","1007002","0","0","113411"
"","","","91","","1007002040","","1007002","","","0"
"","","svd_idle_worry","3","1","1007002041","0.2","1007002","","","113411"
"","","svd_talk_thinking","3","1","1007002042","0.2","1007002","","","113511"
"","","vo_svd_0225","21","0","1007002043","","1007002","0","","vo_svd"
"0","1","看來靜流是不需要呢。\n那我就一人獨吞吧……","11","6","1007002044","0","1007002","0","0","113511"
"","","","91","","1007002045","","1007002","","","0"
"","","svd_idle_thinking","3","1","1007002046","0.2","1007002","","","113511"
"0","","4","12","0","1007002047","0","1007002","","","113411"
"","","svd_surprise","3","0","1007002048","0.2","1007002","","","113411"
"","","","93","","1007002049","","1007002","","","1"
"","","svd_talk_joy2","3","1","1007002050","0.2","1007002","","","113411"
"","","vo_svd_0226","21","0","1007002051","","1007002","0","","vo_svd"
"0","1","我想要！\n想用漂亮的小瓶子裝起來！","11","8","1007002052","0","1007002","0","0","113411"
"","","","91","","1007002053","","1007002","","","0"
"","","svd_idle_joy1","3","1","1007002054","0.2","1007002","","","113411"
"","","","102","","1007002055","","1007002","","",""
"","","","93","","1007002056","","1007002","","","1"
"0","","8","12","1","1007002057","0","1007002","","","113511"
"","","svd_talk_memory","3","1","1007002058","0.2","1007002","","","113511"
"","","","93","","1007002059","","1007002","","","3"
"","","svd_idle_memory","3","1","1007002060","0.2","1007002","","","113511"
"0","","1","12","1","1007002061","0","1007002","","","113411"
"","","svd_talk_worry","3","1","1007002062","0.2","1007002","","1","113411"
"","","","93","","1007002063","","1007002","","","3"
"","","svd_idle_worry","3","1","1007002064","0.2","1007002","","1","113411"
"0","","11","12","1","1007002065","0","1007002","","","113511"
"0.2","","svd_talk_guts2","3","0","1007002066","0.2","1007002","svd_idle_guts2","1","113511"
"","","","93","","1007002067","","1007002","","","3"
"","","svd_idle_guts2","3","1","1007002068","0.2","1007002","","","113511"
"0","","7","12","1","1007002069","0","1007002","","","113411"
"","","svd_talk_joy1","3","1","1007002070","0.2","1007002","","1","113411"
"","","","93","","1007002071","","1007002","","","3"
"","","svd_idle_joy1","3","1","1007002072","0.2","1007002","","1","113411"
"","","","101","","1007002073","","1007002","","","1007002057"
"0","","1","6","1","1007002074","1","1007002","1","0","333"
"","","1","4","","1007002075","","1007002","","","113511"
"","","svd_run","3","1","1007002076","0.2","1007002","","","113511"
"","","-750","2","-300","1007002077","","1007002","0.8","0","113511"
"","","0","4","","1007002078","","1007002","","","113411"
"","","svd_run","3","1","1007002079","0.2","1007002","","","113411"
"","","750","2","-300","1007002080","","1007002","0.8","0","113411"
"","","","93","","1007002081","","1007002","","","0.6"
"0","","1","6","1","1007002082","0.2","1007002","1","0","113511"
"0","","1","6","1","1007002083","0.2","1007002","1","0","113411"
"","","","91","","1007002084","","1007002","","","0"
"0","svd_idle_normal","113511","5","100","1007003001","2.08","1007003","-750","-300","1"
"1","svd_idle_normal","113411","5","100","1007003002","2.08","1007003","650","-300","2"
"0","svd_white_loop","333","5","0","1007003003","1","1007003","0","0","3"
"0","","1","6","1","1007003004","0","1007003","1","0","333"
"","","2","7","0","1007003005","","1007003","0","","113511"
"","","-750","2","-300","1007003006","","1007003","0.5","0","113511"
"0","","1","6","1","1007003007","0","1007003","1","0","113411"
"","","16","31","-140","1007003008","0","1007003","-40","0.8","6"
"","","2","34","0","1007003009","","1007003","0","","16"
"","","","93","","1007003010","","1007003","","","1"
"0","","1","6","1","1007003011","0.8","1007003","1","0.4","333"
"0","","svd_idle_see_sad_pre","3","0","1007003012","0.2","1007003","svd_idle_see_sad","1","113511"
"","","-600","2","-300","1007003013","","1007003","1.1","0","113511"
"","","","93","","1007003014","","1007003","","","1"
"","","1","32","","1007003015","","1007003","","","16"
"","","","91","","1007003016","","1007003","","","0"
"","","240","94","260","1007003017","","1007003","0","80","113511"
"","","0","32","","1007003018","","1007003","","","16"
"0","","17","12","1","1007003019","0","1007003","","","113511"
"","","svd_walk_sad","3","1","1007003020","0.2","1007003","","","113511"
"","","0","7","2","1007003021","","1007003","0","","113511"
"","","-250","2","-300","1007003022","","1007003","2.4","0","113511"
"","","","93","","1007003023","","1007003","","","2.4"
"","","svd_idle_sad","3","1","1007003024","0.2","1007003","","","113511"
"","","","93","","1007003025","","1007003","","","0.5"
"","","","91","","1007003026","","1007003","","","0"
"","","svd_talk_sad","3","1","1007003027","0.2","1007003","","","113511"
"","","vo_svd_0321","21","0","1007003028","","1007003","0","","vo_svd"
"0","1","本來想送弟弟一隻\n巨大的獨角仙\n當作禮物的……","11","7","1007003029","0","1007003","0","0","113511"
"","","","91","","1007003030","","1007003","","","0"
"","","svd_idle_sad","3","1","1007003031","0.2","1007003","","","113511"
"","","svd_walk","3","1","1007003032","0.2","1007003","","","113411"
"","","250","2","-300","1007003033","","1007003","2","0","113411"
"0","","1","6","1","1007003034","0.4","1007003","1","1","113411"
"","","","93","","1007003035","","1007003","","","2"
"","","svd_idle_normal","3","1","1007003036","0.2","1007003","","","113411"
"","","","93","","1007003037","","1007003","","","0.4"
"","","svd_talk_thinking","3","1","1007003038","0.2","1007003","","","113411"
"","","vo_svd_0322","21","0","1007003039","","1007003","0","","vo_svd"
"0","1","確實是有些可惜。\n但也因此看到了\n更有價值的事物呢。","11","6","1007003040","0","1007003","0","0","113411"
"","","","91","","1007003041","","1007003","","","0"
"","","svd_idle_thinking","3","1","1007003042","0.2","1007003","","","113411"
"","","svd_talk_joy1","3","1","1007003043","0.2","1007003","","","113511"
"","","vo_svd_0323","21","0","1007003044","","1007003","0","","vo_svd"
"0","1","溫柔的弟弟很迷人唷！\n下次再挑戰\n抓獨角仙吧！","11","6","1007003045","0","1007003","0","0","113511"
"","","","91","","1007003046","","1007003","","","0"
"","","svd_talk_sad","3","1","1007003047","0.2","1007003","","","113511"
"","","vo_svd_0324","21","0","1007003048","","1007003","0","","vo_svd"
"0","1","如果還是抓不到，\n到時候就……","11","6","1007003049","0","1007003","0","0","113511"
"","","","91","","1007003050","","1007003","","","0"
"","","svd_idle_sad","3","1","1007003051","0.2","1007003","","","113511"
"","","svd_talk_sad","3","1","1007003052","0.2","1007003","","","113411"
"","","vo_svd_0325","21","0","1007003053","","1007003","0","","vo_svd"
"0","1","如果還有下次……就由\n我們來假扮獨角仙吧。\n我會扮演得惟妙惟肖。","11","6","1007003054","0","1007003","0","0","113411"
"","","","93","","1007003055","","1007003","","","5"
"","","svd_talk_wish2","3","1","1007003056","0.2","1007003","","","113411"
"","","","91","","1007003057","","1007003","","","1007003054"
"","","svd_idle_wish2","3","1","1007003058","0.2","1007003","","","113411"
"","","","102","","1007003059","","1007003","","",""
"","","","93","","1007003060","","1007003","","","1"
"0","","12","12","1","1007003061","0","1007003","","","113511"
"0.2","","svd_cmn_think","3","0","1007003062","0.2","1007003","svd_idle_normal","1","113511"
"","","","93","","1007003063","","1007003","","","3"
"","","svd_idle_normal","3","1","1007003064","0.2","1007003","","","113511"
"0","","10","12","1","1007003065","0","1007003","","","113411"
"","","svd_talk_normal","3","1","1007003066","0.2","1007003","","1","113411"
"","","","93","","1007003067","","1007003","","","3"
"","","svd_idle_normal","3","1","1007003068","0.2","1007003","","1","113411"
"0","","1","12","1","1007003069","0","1007003","","","113511"
"","","svd_talk_sad","3","1","1007003070","0.2","1007003","","","113511"
"","","","93","","1007003071","","1007003","","","3"
"","","svd_idle_sad","3","1","1007003072","0.2","1007003","","","113511"
"0","","7","12","1","1007003073","0","1007003","","","113411"
"","","svd_talk_wish","3","1","1007003074","0.2","1007003","","1","113411"
"","","","93","","1007003075","","1007003","","","3"
"","","svd_idle_wish","3","1","1007003076","0.2","1007003","","1","113411"
"","","","101","","1007003077","","1007003","","","1007003061"
"0","","1","6","1","1007003078","1","1007003","1","0","333"
"","","1","4","","1007003079","","1007003","","","113511"
"","","svd_run","3","1","1007003080","0.2","1007003","","","113511"
"","","-750","2","-300","1007003081","","1007003","0.8","0","113511"
"","","0","4","","1007003082","","1007003","","","113411"
"","","svd_run","3","1","1007003083","0.2","1007003","","","113411"
"","","750","2","-300","1007003084","","1007003","0.8","0","113411"
"","","","93","","1007003085","","1007003","","","0.6"
"0","","1","6","1","1007003086","0.2","1007003","1","0","113511"
"0","","1","6","1","1007003087","0.2","1007003","1","0","113411"
"","","","91","","1007003088","","1007003","","","0"
"0","svd_idle_normal","113511","5","100","1007004001","2.08","1007004","-250","-560","1"
"1","svd_idle_normal","113411","5","100","1007004002","2.08","1007004","250","-560","2"
"0","svd_white_loop","333","5","0","1007004003","1","1007004","0","0","3"
"0","","1","6","1","1007004004","0","1007004","1","0","333"
"0","","1","6","1","1007004005","0","1007004","1","0","113511"
"0","","1","6","1","1007004006","0","1007004","1","0","113411"
"","","","93","","1007004007","","1007004","","","1"
"0","","1","6","1","1007004008","0.8","1007004","1","0.4","333"
"0.2","","svd_jump1","3","0","1007004009","0.2","1007004","svd_idle_normal","1","113511"
"0.2","","svd_jump1","3","0","1007004010","0.2","1007004","svd_idle_normal","1","113411"
"","","","93","","1007004011","","1007004","","","0.3"
"","","-250","2","-300","1007004012","","1007004","0.75","0","113511"
"","","250","2","-300","1007004013","","1007004","0.75","0","113411"
"0","","1","6","1","1007004014","0.4","1007004","1","1","113511"
"0","","1","6","1","1007004015","0.4","1007004","1","1","113411"
"","","","93","","1007004016","","1007004","","","1.2"
"","","","91","","1007004017","","1007004","","","0"
"","","svd_idle_normal","3","1","1007004018","0.2","1007004","","","113411"
"","","svd_talk_joy1","3","1","1007004019","0.2","1007004","","","113511"
"","","vo_svd_0421","21","0","1007004020","","1007004","0","","vo_svd"
"0","1","月光學院的大家\n都是好孩子呢！\n校園生活也感覺很有趣──","11","6","1007004021","0","1007004","0","0","113511"
"","","","91","","1007004022","","1007004","","","0"
"","","svd_idle_joy1","3","1","1007004023","0.2","1007004","","","113511"
"","","svd_talk_thinking","3","1","1007004024","0.2","1007004","","","113411"
"","","vo_svd_0422","21","0","1007004025","","1007004","0","","vo_svd"
"0","1","有小伊緒這名\n優秀的老師教導，\n有點讓人羨慕呢……","11","6","1007004026","0","1007004","0","0","113411"
"","","","91","","1007004027","","1007004","","","0"
"","","svd_idle_thinking","3","1","1007004028","0.2","1007004","","","113411"
"","","svd_talk_normal","3","1","1007004029","0.2","1007004","","","113511"
"","","vo_svd_0423","21","0","1007004030","","1007004","0","","vo_svd"
"0","1","欸欸，我們兩個……\n也進去就讀怎麼樣？","11","7","1007004031","0","1007004","0","0","113511"
"","","","91","","1007004032","","1007004","","","0"
"","","svd_idle_joy1","3","1","1007004033","0.2","1007004","","","113511"
"0.2","","svd_surprise","3","0","1007004034","0.2","1007004","svd_talk_joy1","1","113411"
"","","vo_svd_0424","21","0","1007004035","","1007004","0","","vo_svd"
"0","1","……！真是個好主意！\n那就快去拿\n入學申請書吧！","11","6","1007004036","0","1007004","0","0","113411"
"","","","91","","1007004037","","1007004","","","0"
"","","svd_idle_joy1","3","1","1007004038","0.2","1007004","","","113411"
"","","","102","","1007004039","","1007004","","",""
"","","","93","","1007004040","","1007004","","","1"
"0","","7","12","1","1007004041","0","1007004","","","113511"
"","","svd_talk_normal","3","1","1007004042","0.2","1007004","","","113511"
"","","","93","","1007004043","","1007004","","","3"
"","","svd_idle_normal","3","1","1007004044","0.2","1007004","","","113511"
"0","","6","12","1","1007004045","0","1007004","","","113411"
"","","svd_talk_joy1","3","1","1007004046","0.2","1007004","","1","113411"
"","","","93","","1007004047","","1007004","","","3"
"","","svd_idle_joy1","3","1","1007004048","0.2","1007004","","1","113411"
"0","","10","12","1","1007004049","0","1007004","","","113511"
"","","svd_talk_joy2","3","1","1007004050","0.2","1007004","","","113511"
"","","","93","","1007004051","","1007004","","","3"
"","","svd_idle_joy2","3","1","1007004052","0.2","1007004","","","113511"
"0","","10","12","1","1007004053","0","1007004","","","113411"
"0.2","","svd_cmn_smile3","3","0","1007004054","0.2","1007004","svd_idle_joy1","1","113411"
"","","","93","","1007004055","","1007004","","","3"
"","","svd_idle_joy1","3","1","1007004056","0.2","1007004","","1","113411"
"","","","101","","1007004057","","1007004","","","1007004041"
"0","","1","6","1","1007004058","1","1007004","1","0","333"
"","","1","4","","1007004059","","1007004","","","113511"
"","","svd_run","3","1","1007004060","0.2","1007004","","","113511"
"","","-750","2","-300","1007004061","","1007004","0.8","0","113511"
"","","0","4","","1007004062","","1007004","","","113411"
"","","svd_run","3","1","1007004063","0.2","1007004","","","113411"
"","","750","2","-300","1007004064","","1007004","0.8","0","113411"
"","","","93","","1007004065","","1007004","","","0.6"
"0","","1","6","1","1007004066","0.2","1007004","1","0","113511"
"0","","1","6","1","1007004067","0.2","1007004","1","0","113411"
"","","","91","","1007004068","","1007004","","","0"
"0","svd_idle_normal","113511","5","110","1007005001","2.08","1007005","-700","-300","1"
"0","svd_idle_normal","113411","5","100","1007005002","2.08","1007005","-550","-300","2"
"0","svd_white_loop","333","5","0","1007005003","1","1007005","0","0","3"
"0","","1","6","1","1007005004","0","1007005","1","0","333"
"","","13","31","-630","1007005005","0","1007005","60","1.3","3"
"0","","1","6","1","1007005006","0","1007005","1","0","113511"
"0","","1","6","1","1007005007","0","1007005","1","0","113411"
"","","","93","","1007005008","","1007005","","","1"
"0","","1","6","1","1007005009","0.8","1007005","1","0.4","333"
"","","svd_walk_glad","3","1","1007005010","0.2","1007005","","","113511"
"","","-250","2","-300","1007005011","","1007005","2","0","113511"
"","","svd_walk_glad2","3","1","1007005012","0.2","1007005","","","113411"
"","","-50","2","-300","1007005013","","1007005","2.2","0","113411"
"0","","1","6","1","1007005014","0.4","1007005","1","1","113511"
"0","","1","6","1","1007005015","0.4","1007005","1","1","113411"
"","","1","32","","1007005016","","1007005","","","13"
"","","-180","33","60","1007005017","","1007005","2","0","13"
"","","","93","","1007005018","","1007005","","","2"
"","","0","32","","1007005019","","1007005","","","13"
"","","svd_idle_normal","3","1","1007005020","0.2","1007005","","","113511"
"","","","93","","1007005021","","1007005","","","0.2"
"","","1","4","","1007005022","","1007005","","","113411"
"","","svd_idle_normal","3","1","1007005023","0.2","1007005","","","113411"
"","","","93","","1007005024","","1007005","","","0.5"
"0","","10","12","0.5","1007005025","0","1007005","","","113511"
"0","","10","12","0.5","1007005026","0","1007005","","","113411"
"0.2","","svd_wink","3","0","1007005027","0.2","1007005","svd_idle_normal","1","113511"
"0.2","","svd_wink","3","0","1007005028","0.2","1007005","svd_idle_normal","1","113411"
"","","","93","","1007005029","","1007005","","","1.5"
"","","0","4","","1007005030","","1007005","","","113411"
"","","svd_walk","3","1","1007005031","0.2","1007005","","","113411"
"","","250","2","-300","1007005032","","1007005","1","0","113411"
"","","","93","","1007005033","","1007005","","","1"
"0","","svd_idle_normal","3","0","1007005034","0.4","1007005","svd_idle_normal","1","113411"
"","","","93","","1007005035","","1007005","","","0"
"","","1","4","","1007005036","","1007005","","","113411"
"","","","93","","1007005037","","1007005","","","0.6"
"","","svd_talk_joy1","3","1","1007005038","0.2","1007005","","","113511"
"","","vo_svd_0521","21","0","1007005039","","1007005","0","","vo_svd"
"0","1","和弟弟在平靜的島上生活……\n這裡真的是天堂呢。","11","5","1007005040","0","1007005","0","0","113511"
"","","","91","","1007005041","","1007005","","","0"
"","","svd_idle_memory","3","1","1007005042","0.2","1007005","","","113511"
"","","svd_talk_memory","3","1","1007005043","0.2","1007005","","","113411"
"","","vo_svd_0522","21","0","1007005044","","1007005","0","","vo_svd"
"0","1","如果這都不算幸福，\n還有什麼能\n稱得上是幸福……","11","6","1007005045","0","1007005","0","0","113411"
"","","","91","","1007005046","","1007005","","","0"
"","","svd_idle_memory","3","1","1007005047","0.2","1007005","","","113411"
"","","svd_talk_memory","3","1","1007005048","0.2","1007005","","","113511"
"","","vo_svd_0523","21","0","1007005049","","1007005","0","","vo_svd"
"0","1","從早到晚\n都能和弟弟\n待在一起……","11","6","1007005050","0","1007005","0","0","113511"
"","","","91","","1007005051","","1007005","","","0"
"","","svd_idle_memory","3","1","1007005052","0.2","1007005","","","113511"
"","","svd_talk_memory","3","1","1007005053","0.2","1007005","","","113411"
"","","vo_svd_0524","21","0","1007005054","","1007005","0","","vo_svd"
"0","1","無論是剛睡醒的可愛一面\n還是祥和的睡臉\n都能看個夠……","11","4","1007005055","0","1007005","0","0","113411"
"","","","91","","1007005056","","1007005","","","0"
"","","svd_idle_memory","3","1","1007005057","0.2","1007005","","","113411"
"","","svd_talk_joy2","3","1","1007005058","0.2","1007005","","","113511"
"","","vo_svd_0525","21","0","1007005059","","1007005","0","","vo_svd"
"0","1","為了回報這份幸福之恩，\n我們來做一棟最棒的房子吧！\n惠理子！","11","8","1007005060","0","1007005","0","0","113511"
"","","","93","","1007005061","","1007005","","","4"
"0.2","","svd_talk_guts","3","0","1007005062","0.2","1007005","svd_idle_guts","1","113511"
"","","","91","","1007005063","","1007005","","","1007005060"
"","","svd_idle_guts","3","1","1007005064","0.2","1007005","","","113511"
"0.2","","svd_talk_guts2","3","0","1007005065","0.2","1007005","svd_idle_guts2","1","113411"
"","","vo_svd_0526","21","0","1007005066","","1007005","0","","vo_svd"
"0","1","那當然！","11","6","1007005067","0","1007005","0","0","113411"
"","","","91","","1007005068","","1007005","","","0"
"","","","102","","1007005069","","1007005","","",""
"","","","93","","1007005070","","1007005","","","1"
"0","","9","12","1","1007005071","0","1007005","","","113511"
"","","svd_talk_memory","3","1","1007005072","0.2","1007005","","","113511"
"","","","93","","1007005073","","1007005","","","3"
"","","svd_idle_memory","3","1","1007005074","0.2","1007005","","","113511"
"0","","7","12","1","1007005075","0","1007005","","","113411"
