43522ec01849fc2b93d5dce5d1d3c452101afec598ec132aafb66d451d9536a4,480c8b5a5325f0d5ea1af2c44fcf83640a6c9605927fa58a5bdded1a9fb88486,0a084d816e0acd70f147e6dbd39fe48de1b1b9526ecfe63a5c1f0c3e34f44edc,6b3701031ad64c26438b0a1f7702e3de5987b9e119c162de74347f7bac84a6e1,87ab120caa3544355d1be99896793807d7c2d3912a42ee43f62a4dbe09631844,2da88fa270bb5cfc56ac5b39d415886fd8906a5efd8c4537cc2b884ad7b5b34f,ebe4cc08493699f5372a988b9b155993bf564a088f1ba10937e5febc93b05598,f85fa681ec6e6718e45a1d71dd0bee6c413271e02efe31156cd21cb5995639ee,7a6843feb08038e73291136e3b1a01030c2bcec25b6a2ff273c9ec1eabdf4da6,95033c12dfdac062a4ec4eace8bc5a8d848438c16867a3cbc4ddd4a427764005,6c617ee55ed54e07d9cc32920fced23d18407ed7f253d5ba84763b2f94653e67
"10","25012","91002","2","282001039","25021","113","25","39","2","8"
"30","25012","91002","2","282001040","25021","115","25","40","2","8"
"10","25012","91002","2","282001041","25021","121","26","41","2","8"
"10","25012","91002","2","282001042","25021","123","27","42","2","8"
"10","25012","91002","2","282001043","25021","125","28","43","2","8"
"10","25012","91002","2","282001044","25021","128","28","44","2","8"
"10","25012","91002","2","282001045","25021","130","29","45","2","8"
"10","25012","91002","2","282001046","25021","132","30","46","2","8"
"10","25012","91002","2","282001047","25021","135","30","47","2","8"
"10","25012","91002","2","282001048","25021","137","31","48","2","8"
"10","25012","91002","2","282001049","25021","139","31","49","2","8"
"30","25012","91002","2","282001050","25021","142","31","50","2","8"
"10","25012","91002","2","282001051","25021","144","32","51","2","8"
"10","25012","91002","2","282001052","25021","146","32","52","2","8"
"10","25012","91002","2","282001053","25021","149","32","53","2","8"
"10","25012","91002","2","282001054","25021","152","33","54","2","8"
"10","25012","91002","2","282001055","25021","155","33","55","2","8"
"10","25012","91002","2","282001056","25021","157","33","56","2","8"
"10","25012","91002","2","282001057","25021","160","34","57","2","8"
"10","25012","91002","2","282001058","25021","163","34","58","2","8"
"10","25012","91002","2","282001059","25021","166","34","59","2","8"
"30","25012","91002","2","282001060","25021","169","35","60","2","8"
"10","25012","91002","2","282001061","25021","171","35","61","2","8"
"10","25012","91002","2","282001062","25021","174","35","62","2","8"
"10","25012","91002","2","282001063","25021","177","36","63","2","8"
"10","25012","91002","2","282001064","25021","180","36","64","2","8"
"10","25012","91002","2","282001065","25021","182","36","65","2","8"
"10","25012","91002","2","282001066","25021","185","37","66","2","8"
"10","25012","91002","2","282001067","25021","187","37","67","2","8"
"10","25012","91002","2","282001068","25021","190","37","68","2","8"
"10","25012","91002","2","282001069","25021","193","38","69","2","8"
"30","25012","91002","2","282001070","25021","196","38","70","2","8"
"10","25012","91002","2","282001071","25021","200","39","71","2","8"
"10","25012","91002","2","282001072","25021","204","39","72","2","8"
"10","25012","91002","2","282001073","25021","208","40","73","2","8"
"10","25012","91002","2","282001074","25021","212","40","74","2","8"
"10","25012","91002","2","282001075","25021","216","41","75","2","8"
"10","25012","91002","2","282001076","25021","220","41","76","2","8"
"10","25012","91002","2","282001077","25021","224","42","77","2","8"
"10","25012","91002","2","282001078","25021","228","42","78","2","8"
"10","25012","91002","2","282001079","25021","232","43","79","2","8"
"30","25012","91002","2","282001080","25021","236","43","80","2","8"
"10","25012","91002","2","282001081","25021","240","44","81","2","8"
"10","25012","91002","2","282001082","25021","244","44","82","2","8"
"10","25012","91002","2","282001083","25021","248","45","83","2","8"
"10","25012","91002","2","282001084","25021","252","45","84","2","8"
"10","25012","91002","2","282001085","25021","256","46","85","2","8"
"10","25012","91002","2","282001086","25021","260","46","86","2","8"
"10","25012","91002","2","282001087","25021","264","47","87","2","8"
"10","25012","91002","2","282001088","25021","268","47","88","2","8"
"10","25012","91002","2","282001089","25021","272","48","89","2","8"
"30","25012","91002","2","282001090","25021","276","48","90","2","8"
"10","25012","91002","2","282001091","25021","280","49","91","2","8"
"10","25012","91002","2","282001092","25021","284","49","92","2","8"
"10","25012","91002","2","282001093","25021","288","50","93","2","8"
"10","25012","91002","2","282001094","25021","292","50","94","2","8"
"10","25012","91002","2","282001095","25021","296","51","95","2","8"
"10","25012","91002","2","282001096","25021","300","51","96","2","8"
"10","25012","91002","2","282001097","25021","304","52","97","2","8"
"10","25012","91002","2","282001098","25021","308","52","98","2","8"
"10","25012","91002","2","282001099","25021","312","53","99","2","8"
"30","25012","91002","2","282001100","25021","316","53","100","2","8"
