f23e856091f3aed9d5d442827d3bedeaaaa2f52b4a54588190fe85e5724b0f4b,46e84ca189626450f38e50802fae710d0602438a35cfa99086f076541c863a31,492c30afb50dae763b58b7d0d286b4e67efbd4ee61431e72e9108f0696bbb4f8,e5e5b00a19d00733651d28d73ec5ae24148a4b4eebd59270cbe7e3ca356254c7,2639937af946f6159504195b49e99bc070a812c6ab8f25355d79aba8ed08844d,e5bfd153f2256c4efb9a8a2a519f3371c2bd0c2c607c177cd5953c588e74f238,7035efc31db2a393d0b6d216db5ddbd06c38f58fdcf385828bba492d0b49c73a,0d5419df41728c9afd75dff9939bc4b816cffc31bc8c7622fcec89badabf3d8e,f2c4e4c7f7f1f281675ac0eec0c06f8005992bba0f78f29c1da00c9090bdce7a,a72b66a3e1888e70d203dbb3def165476d82673b278f2a6132a1294488794087,50f8940b809b18186b608bad711098318ee3694be3b82f71ad738ff18c7a4fa6,c95f0ab416830f9d5e3fd971440d5856816263a31e074f768abc2690c3f642c3,858488938fc83ad81487a601745197eb1cf5c093de0660be051ed8f8885d1c13,e7c9becc03cfd49285a5001e052feedd753dc8e74b97535da3d5fa575796f095,4dd488d945766557d227842fd964415c5ec035bf8fd6586f67e229febfe18de4
"3200301","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32003","0","80001","1","2030/04/01 14:59:59","1004110"
"3200302","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32003","0","80001","2","2030/04/01 14:59:59","1004110"
"3200303","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32003","0","80001","3","2030/04/01 14:59:59","1004110"
"3200304","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32003","0","80001","4","2030/04/01 14:59:59","1004110"
"3200305","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32003","0","80001","5","2030/04/01 14:59:59","1004110"
"3200401","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32004","0","80001","1","2030/04/01 14:59:59","1004110"
"3200402","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32004","0","80001","2","2030/04/01 14:59:59","1004110"
"3200403","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32004","0","80001","3","2030/04/01 14:59:59","1004110"
"3200404","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32004","0","80001","4","2030/04/01 14:59:59","1004110"
"3200405","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32004","0","80001","5","2030/04/01 14:59:59","1004110"
"3200501","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32005","0","80001","1","2030/04/01 14:59:59","1004110"
"3200502","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32005","0","80001","2","2030/04/01 14:59:59","1004110"
"3200503","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32005","0","80001","3","2030/04/01 14:59:59","1004110"
"3200504","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32005","0","80001","4","2030/04/01 14:59:59","1004110"
"3200505","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32005","0","80001","5","2030/04/01 14:59:59","1004110"
"3200601","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32006","0","80001","1","2030/04/01 14:59:59","1004110"
"3200602","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32006","0","80001","2","2030/04/01 14:59:59","1004110"
"3200603","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32006","0","80001","3","2030/04/01 14:59:59","1004110"
"3200604","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32006","0","80001","4","2030/04/01 14:59:59","1004110"
"3200605","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32006","0","80001","5","2030/04/01 14:59:59","1004110"
"3200701","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32007","0","80001","1","2030/04/01 14:59:59","1004110"
"3200702","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32007","0","80001","2","2030/04/01 14:59:59","1004110"
"3200703","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32007","0","80001","3","2030/04/01 14:59:59","1004110"
"3200704","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32007","0","80001","4","2030/04/01 14:59:59","1004110"
"3200705","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32007","0","80001","5","2030/04/01 14:59:59","1004110"
"3200801","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32008","0","80001","1","2030/04/01 14:59:59","1004110"
"3200802","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32008","0","80001","2","2030/04/01 14:59:59","1004110"
"3200803","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32008","0","80001","3","2030/04/01 14:59:59","1004110"
"3200804","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32008","0","80001","4","2030/04/01 14:59:59","1004110"
"3200805","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32008","0","80001","5","2030/04/01 14:59:59","1004110"
"3200901","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32009","0","80001","1","2030/04/01 14:59:59","1004110"
"3200902","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32009","0","80001","2","2030/04/01 14:59:59","1004110"
"3200903","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32009","0","80001","3","2030/04/01 14:59:59","1004110"
"3200904","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32009","0","80001","4","2030/04/01 14:59:59","1004110"
"3200905","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32009","0","80001","5","2030/04/01 14:59:59","1004110"
"3201001","登頂1次特殊地下城","603","1","1st Round Clear！","0","2015/04/01 15:00:00","32001001","0","32010","0","80001","1","2030/04/01 14:59:59","1004110"
"3201002","登頂2次特殊地下城","603","1","2nd Round Clear！","0","2015/04/01 15:00:00","32001002","0","32010","0","80001","2","2030/04/01 14:59:59","1004110"
"3201003","登頂3次特殊地下城","603","1","3rd Round Clear！","0","2015/04/01 15:00:00","32001003","0","32010","0","80001","3","2030/04/01 14:59:59","1004110"
"3201004","登頂4次特殊地下城","603","1","4th Round Clear！","0","2015/04/01 15:00:00","32001004","0","32010","0","80001","4","2030/04/01 14:59:59","1004110"
"3201005","登頂5次特殊地下城","603","1","CONQUEST！","0","2015/04/01 15:00:00","32001005","0","32010","0","80001","5","2030/04/01 14:59:59","1004110"
