b4f6ac41865ecf972bd81ff0dd08054e92e8d021a5d80b4561e509233ffc60e9,240dffdcf292c1598c65b865d00a574f9d93944d09e490361fd777dcd4cdf335,ce55ac2e10df5fc906d672a68632ab0396cdf11925f342ff2cd5790ba130a63a,3cd4140a69a2688b1a9ae6655b8026700c9077533c54669021fef5955bacbd89,6299e0a709c845df6a32cdcb79bfd76ffbdc9627c1e2512b8323db20a34418b6,7fc9f78c03be230c7026faa3a03bfdb880ad6e8180b1825b92eca751cd0cda60,652cf43d0197c41ba05d2bfa0392a5e843958ea4332ff6c0e7efc6f5140b184c,5ebc948756d4c8f989ca1ddcff18b32bb7076ca5ca8e1ec7dcaf048dd7a2d8fb,7eb7f2b3bc1e534bf60a80184b5f9f02d0cff0c6018b692b108f80f4dd056af6,a2138c750531720a8a7b0c9c433dbf49b2791a5c6e49b82c78d4e08038f1d94c,ad49ac7ae17e6f95d495f47b6d6fcd484613d43b667d95bc99eeb51479a7eb7d,fc05171b6e95f69274e13ea794b214cf7bbc11b87c71897637e1280af5207c4a,2a1e2a047a1f6b3c84f5147dfe627fbe6d4b31a6b27b9974dc3360174cf61696,b7232275e1c0c31f2003cb93ce2bddd635f588e542e1a7f5263c607025fc89b5,8ba0755549313a7364f58eb32e5141d2d429a28c1f2ae0085d6a095c4f3f53b6,b4fddd4a472a8ae2c2af27384f3ba5d62cf5e026f90b0948274146395df847f5,e812bde0ebc85b444077f6ccb5d4b264295336bdaa3e67ac1a65539e5b2e1fe9,8653fe94a3e2e9d25b3bcfea22c615c7ecdbb66f16558b5977e3f047d4254081,74328b5912325dead03f9af70f7411f3a870d50f9e754d6eb82d07bc82713091,f0c456f2b2dbec2a61ef55f79f91b07f5020cb7814f45a0fc80068c405d40720,9910fed6f51612b708cfc3a5925fa57f243a97349778472ac4622442dcac3a07,3c2d8bbc259200dc49c1d43df3bcbdf6553037fd4d9170cc60c484f32bbff645
"0","0.8","200","3","1","1006","101191","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10060103","3","bgm_M64","-10"
"0","0.8","200","4","1","1006","101191","101161","1","-30","-110","0","1.2","1","1","0","0","0","10060104","4","bgm_M64","190"
"-50","0.9","280","5","1","1006","101192","101162","1","-30","-70","270","1.15","1","1","0","-10","-45","10060105","5","bgm_M55","485"
"0","0.6","210","1","0.7","1007","101201","101161","1","-30","-120","250","0.8","1","1","0","10","-30","10070101","1","bgm_M64","-480"
"0","0.9","240","2","1","1007","101201","101161","1","-30","-120","120","1.2","1","1","0","10","0","10070102","2","bgm_M64","-260"
"0","0.8","200","3","1","1007","101201","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10070103","3","bgm_M64","-10"
"0","0.9","200","4","1","1007","101201","101161","1","-30","-110","100","1.2","1","1","0","0","0","10070104","4","bgm_M64","190"
"-50","1","250","5","1","1007","101202","101162","1","-30","-30","270","1.45","1","1","-20","10","-45","10070105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1008","101291","101161","1","-30","-120","250","0.8","1","1","0","10","-30","10080101","1","bgm_M64","-480"
"0","0.9","240","2","1","1008","101291","101161","1","-30","-120","120","1.2","1","1","0","10","0","10080102","2","bgm_M64","-260"
"0","0.8","200","3","1","1008","101291","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10080103","3","bgm_M64","-40"
"0","0.9","200","4","1.3","1008","101291","101161","1","-30","-110","100","1.3","1","1","0","0","0","10080104","4","bgm_M64","150"
"15","1.1","230","5","1.3","1008","101292","101162","1","-30","-15","45","1.45","1","1","-20","30","30","10080105","5","bgm_M55","490"
"0","0.6","210","1","0.7","1009","101301","101161","1","-30","-120","250","0.8","1","1","0","10","-30","10090101","1","bgm_M64","-480"
"0","0.75","200","2","1","1009","101301","101161","1","-30","-120","120","1.2","1","1","0","10","0","10090102","2","bgm_M64","-260"
"0","1.55","200","3","2.2","1009","101301","101161","1","-30","100","100","2.3","1","1","-15","0","-10","10090103","3","bgm_M64","-50"
"15","1","200","4","1.3","1009","101301","101161","1","-30","-100","100","1.3","1","1","0","0","0","10090104","4","bgm_M64","180"
"-15","1","270","5","1.1","1009","101302","101162","1","-30","-55","200","1.2","1","1","-20","10","-30","10090105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1010","101441","101161","1","-30","-130","170","1","1","1","0","10","-30","10100101","1","bgm_M64","-450"
"0","0.75","200","2","1","1010","101441","101161","1","-30","-120","120","1.2","1","1","0","10","0","10100102","2","bgm_M64","-250"
"0","0.8","200","3","1","1010","101441","101161","1","-30","50","100","1.1","1","1","-15","0","-10","10100103","3","bgm_M64","-10"
"-30","0.9","200","4","1","1010","101441","101161","1","-30","-100","0","1.3","1","1","0","0","0","10100104","4","bgm_M64","180"
"-35","0.95","270","5","1.1","1010","101442","101162","1","-30","-70","200","1.2","1","1","-20","10","-30","10100105","5","bgm_M55","470"
"-25","0.575","210","1","0.9","1011","101451","101451","1","-30","-130","170","1","1","1","0","10","-30","10110101","1","bgm_M64","-450"
"0","0.75","200","2","1","1011","101451","101451","1","-30","-120","120","1.2","1","1","0","10","0","10110102","2","bgm_M64","-250"
"-30","0.9","200","3","1","1011","101451","101451","1","-30","50","100","1.4","1","1","-15","0","-10","10110103","3","bgm_M64","-20"
"20","0.65","220","4","0.8","1011","101451","101451","1","-30","-100","100","0.9","1","1","0","0","0","10110104","4","bgm_M64","200"
"-35","1.25","290","5","1.4","1011","101452","101452","1","-30","-70","200","1.55","1","1","0","0","-50","10110105","5","bgm_M55","510"
"-25","0.575","210","1","0.9","1012","101561","101451","1","-30","-130","170","1","1","1","0","10","-30","10120101","1","bgm_M64","-450"
"0","0.9","240","2","1","1012","101561","101451","1","-30","-120","120","1.2","1","1","0","0","0","10120102","2","bgm_M64","-240"
"0","0.6","200","3","0.8","1012","101561","101451","1","-30","60","100","0.9","1","1","-5","5","-10","10120103","3","bgm_M64","-30"
"-30","0.9","200","4","1.2","1012","101561","101451","1","-30","-100","100","1.5","1","1","0","0","0","10120104","4","bgm_M64","180"
"-60","1.25","290","5","1.35","1012","101562","101452","1","-30","-70","400","1.55","1","1","0","0","-50","10120105","5","bgm_M55","460"
"0","0.6","210","1","0.7","1013","101001","101001","1","-30","-120","250","0.8","1","1","0","10","-30","10130101","1","bgm_M64","-480"
"0","0.75","200","2","1","1013","101001","101001","1","-30","-120","0","1.2","1","1","0","10","0","10130102","2","bgm_M64","-260"
"0","0.7","200","3","1","1013","101001","101001","1","-30","0","100","1.1","1","1","-13","0","-10","10130103","3","bgm_M64","-40"
"0","0.7","200","4","1","1013","101001","101001","1","-30","-50","0","1.2","1","1","0","0","0","10130104","4","bgm_M64","240"
"0","1.2","250","5","1","1013","101011","101011","1","-30","-40","200","1.3","1","1","0","0","0","10130105","5","bgm_M55","480"
"-25","0.575","210","1","0.9","1014","101041","101041","1","-30","-130","170","1","1","1","0","10","-30","10140101","1","bgm_M64","-450"
"0","0.75","200","2","1","1014","101041","101041","1","-30","-120","120","1.2","1","1","0","10","0","10140102","2","bgm_M64","-250"
"0","1.55","200","3","2.2","1014","101041","101041","1","-30","100","100","2.3","1","1","-15","0","-10","10140103","3","bgm_M64","-50"
"0","0.7","200","4","1","1014","101041","101041","1","-30","-70","0","1","1","1","0","0","0","10140104","4","bgm_M64","190"
"0","1.4","250","5","1.6","1014","101042","101042","1","-30","0","200","1.8","1","1","0","0","0","10140105","5","bgm_M55","440"
"0","0.6","210","1","0.7","1015","101041","101161","1","-30","-125","250","0.8","1","1","0","10","-30","10150101","1","bgm_M64","-470"
"0","0.75","200","2","1","1015","101041","101161","1","-30","-95","120","1.2","1","1","0","10","0","10150102","2","bgm_M64","-210"
"-30","0.9","200","3","1","1015","101041","101161","1","-30","-120","100","1.4","1","1","-15","0","-10","10150103","3","bgm_M64","50"
"43","0.7","200","4","1","1015","101041","101162","1","-30","35","150","1","1","1","0","0","0","10150104","4","bgm_M64","195"
"-50","1.1","210","5","1.35","1015","101042","101161","1","-30","-55","150","1.8","1","1","0","0","0","10150105","5","bgm_M55","450"
"0","0.6","210","1","0.85","1016","101161","101451","1","-30","-120","250","0.8","1","1","0","10","0","10160101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1016","101161","101451","1","-30","-100","0","1.2","1","1","0","10","0","10160102","2","bgm_M64","-260"
"0","0.8","200","3","1","1016","101161","101451","1","-30","65","100","1.1","1","1","-15","0","-10","10160103","3","bgm_M64","-10"
"0","0.8","200","4","0.85","1016","101161","101451","1","-30","-110","0","1","1","1","0","0","0","10160104","4","bgm_M64","190"
"-50","0.9","280","5","1","1016","101162","101452","1","-30","-70","270","1.15","1","1","0","-10","-45","10160105","5","bgm_M55","485"
"0","0.6","210","1","0.7","1017","101171","101171","1","-30","-120","200","0.8","1","1","0","10","-30","10170101","1","bgm_M64","-480"
"0","0.6","240","2","0.7","1017","101171","101171","1","-30","-120","200","1","1","1","0","10","0","10170102","2","bgm_M64","-260"
"-30","0.9","200","3","1","1017","101171","101171","1","-30","65","200","1.4","1","1","-15","0","-10","10170103","3","bgm_M64","-10"
"-30","0.9","200","4","1","1017","101171","101171","1","-30","-110","200","1.3","1","1","0","0","0","10170104","4","bgm_M64","190"
"-50","1","250","5","1","1017","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10170105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1018","101191","101171","1","-30","-120","100","0.8","1","1","0","10","-30","10180101","1","bgm_M64","-480"
"0","0.8","200","2","1","1018","101191","101171","1","-30","-100","100","1.2","1","1","0","10","0","10180102","2","bgm_M64","-260"
"0","0.6","200","3","0.8","1018","101191","101171","1","-30","65","100","0.9","1","1","-5","5","-10","10180103","3","bgm_M64","-10"
"0","0.9","200","4","1","1018","101191","101171","1","-30","-110","100","1.2","1","1","-30","0","0","10180104","4","bgm_M64","190"
"-50","1.1","280","5","1","1018","101192","101172","1","-30","-70","100","1.3","1","1","0","-10","-45","10180105","5","bgm_M55","485"
"0","0.6","210","1","0.85","1019","101201","101161","1","-30","-120","100","0.8","1","1","0","10","0","10190101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1019","101201","101161","1","-30","-120","100","1.2","1","1","0","10","0","10190102","2","bgm_M64","-260"
"0","0.8","200","3","1","1019","101201","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10190103","3","bgm_M64","-10"
"43","0.7","200","4","1","1019","101201","101161","1","-30","-110","100","1","1","1","0","0","0","10190104","4","bgm_M64","190"
"-50","1","250","5","1","1019","101202","101162","1","-30","-30","100","1.45","1","1","-20","10","-45","10190105","5","bgm_M55","475"
"0","0.6","210","1","0.85","1020","101291","101161","1","-30","-120","100","0.8","1","1","0","10","0","10200101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1020","101291","101161","1","-30","-120","100","1.2","1","1","0","10","0","10200102","2","bgm_M64","-260"
"0","0.8","200","3","1","1020","101291","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10200103","3","bgm_M64","-40"
"-30","0.8","200","4","1","1020","101291","101161","1","-30","-110","100","1.5","1","1","0","0","0","10200104","4","bgm_M64","150"
"15","1.1","230","5","1","1020","101292","101162","1","-30","-15","100","1.45","1","1","-20","30","30","10200105","5","bgm_M55","490"
"0","0.58","210","1","0.7","1021","101301","101161","1","-30","-120","100","0.8","1","1","0","10","-30","10210101","1","bgm_M64","-480"
"0","0.9","200","2","1","1021","101301","101161","1","-30","-120","100","1.2","1","1","0","10","0","10210102","2","bgm_M64","-260"
"-30","0.93","200","3","1","1021","101301","101161","1","-30","100","200","1.4","1","1","0","-10","-10","10210103","3","bgm_M64","-50"
"15","0.9","200","4","1.3","1021","101301","101161","1","-30","-100","100","1.3","1","1","0","0","0","10210104","4","bgm_M64","180"
"-15","1","270","5","1.1","1021","101302","101162","1","-30","-55","100","1.2","1","1","-20","10","-30","10210105","5","bgm_M55","470"
"0","0.575","210","1","0.85","1022","101441","101161","1","-30","-130","100","0.8","1","1","0","10","0","10220101","1","bgm_M64","-450"
"0","0.75","200","2","1.1","1022","101441","101161","1","-30","-120","100","1.2","1","1","0","10","0","10220102","2","bgm_M64","-250"
"0","0.8","200","3","1.1","1022","101441","101161","1","-30","50","100","1.2","1","1","-15","0","-10","10220103","3","bgm_M64","-10"
"15","0.9","200","4","1.3","1022","101441","101161","1","-30","-100","100","1.3","1","1","0","0","0","10220104","4","bgm_M64","180"
"-35","0.95","230","5","1.1","1022","101442","101162","1","-30","-70","100","1.2","1","1","-20","10","-30","10220105","5","bgm_M55","470"
"0","0.58","210","1","0.7","1023","101451","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10230101","1","bgm_M64","-450"
"0","0.9","200","2","1","1023","101451","101451","1","-30","-120","100","1.2","1","1","0","10","0","10230102","2","bgm_M64","-250"
"-30","0.9","200","3","1","1023","101451","101451","1","-30","50","100","1.4","1","1","-15","0","-10","10230103","3","bgm_M64","-20"
"0","0.8","200","4","0.85","1023","101451","101451","1","-30","-100","100","1","1","1","0","0","0","10230104","4","bgm_M64","200"
"-35","1.25","290","5","1.4","1023","101452","101452","1","-30","-70","100","1.55","1","1","0","0","-50","10230105","5","bgm_M55","510"
"0","0.58","210","1","0.7","1024","101561","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10240101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1024","101561","101451","1","-30","-120","100","1.2","1","1","0","0","0","10240102","2","bgm_M64","-240"
"0","0.65","200","3","1","1024","101561","101451","1","-30","60","100","1.1","1","1","-5","5","-10","10240103","3","bgm_M64","-30"
"0","0.7","200","4","1","1024","101561","101451","1","-30","-100","100","1.2","1","1","0","0","0","10240104","4","bgm_M64","180"
"-60","1.25","290","5","1.35","1024","101562","101452","1","-30","-70","400","1.55","1","1","0","0","-50","10240105","5","bgm_M55","460"
"0","0.58","210","1","0.7","1025","101001","101451","1","-30","-120","100","0.8","1","1","0","10","-30","10250101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1025","101001","101451","1","-30","-120","100","1.2","1","1","0","10","0","10250102","2","bgm_M64","-260"
"0","0.6","200","3","0.8","1025","101001","101451","1","-30","0","100","0.9","1","1","-13","0","-10","10250103","3","bgm_M64","-40"
"-30","0.8","200","4","1","1025","101001","101451","1","-30","-50","100","1.5","1","1","0","0","0","10250104","4","bgm_M64","240"
"0","1.2","250","5","1","1025","101011","101452","1","-30","-40","100","1.3","1","1","0","0","0","10250105","5","bgm_M55","480"
"-25","0.575","210","1","0.9","1026","101021","101021","1","-30","-130","170","1","1","1","0","10","-30","10260101","1","bgm_M64","-450"
"0","0.75","200","2","1","1026","101021","101021","1","-30","-120","120","1.2","1","1","0","10","0","10260102","2","bgm_M64","-250"
"0","1.55","200","3","2.2","1026","101021","101021","1","-30","100","100","2.3","1","1","-15","0","-10","10260103","3","bgm_M64","-50"
"43","0.7","200","4","1","1026","101021","101021","1","-30","-70","150","1","1","1","0","0","0","10260104","4","bgm_M64","190"
"0","1.4","220","5","1.6","1026","101031","101031","1","-30","0","200","1.8","1","1","0","0","0","10260105","5","bgm_M55","440"
"0","0.6","210","1","0.7","1027","101041","101161","1","-30","-125","250","0.8","1","1","0","10","-30","10270101","1","bgm_M64","-470"
"0","0.75","200","2","1","1027","101041","101161","1","-30","-95","120","1.2","1","1","0","10","0","10270102","2","bgm_M64","-210"
"-10","0.75","200","3","1","1027","101041","101161","1","-30","-120","100","1.2","1","1","-15","10","-10","10270103","3","bgm_M64","50"
"20","0.7","200","4","1","1027","101041","101162","1","-30","35","100","1.1","1","1","0","0","0","10270104","4","bgm_M64","195"
"-50","1.1","210","5","1.35","1027","101042","101161","1","-30","-55","150","1.8","1","1.3","0","0","0","10270105","5","bgm_M55","450"
"0","0.6","210","1","0.85","1028","101161","101161","1","-30","-120","250","0.8","1","1","0","10","0","10280101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1028","101161","101161","1","-30","-100","0","1.2","1","1","0","10","0","10280102","2","bgm_M64","-260"
"0","0.65","200","3","1","1028","101161","101161","1","-30","65","100","1.1","1","1","-5","5","-10","10280103","3","bgm_M64","-10"
"0","0.9","200","4","1.3","1028","101161","101161","1","-30","-110","100","1.35","1","1","0","0","0","10280104","4","bgm_M64","190"
"-50","0.9","280","5","1","1028","101162","101162","1","-30","-70","270","1.15","1","1.3","-40","-10","-45","10280105","5","bgm_M55","485"
"0","0.6","210","1","0.7","1029","101171","101171","1","-30","-120","200","0.8","1","1","0","10","-30","10290101","1","bgm_M64","-480"
"0","0.6","240","2","0.7","1029","101171","101171","1","-30","-120","200","1","1","1","0","10","0","10290102","2","bgm_M64","-260"
"-30","0.9","200","3","1","1029","101171","101171","1","-30","65","200","1.4","1","1","-15","0","-10","10290103","3","bgm_M64","-10"
"-30","0.9","200","4","1","1029","101171","101171","1","-30","-110","200","1.3","1","1","0","0","0","10290104","4","bgm_M64","190"
"-50","1","250","5","1","1029","101172","101172","1","-30","-30","200","1.45","1","1","-20","10","0","10290105","5","bgm_M55","475"
"0","0.6","210","1","0.7","1030","101191","101171","1","-30","-120","100","0.8","1","1","0","10","-30","10300101","1","bgm_M64","-480"
"0","0.8","200","2","1","1030","101191","101171","1","-30","-100","100","1.2","1","1","0","10","0","10300102","2","bgm_M64","-260"
"0","0.6","200","3","0.8","1030","101191","101171","1","-30","65","100","0.9","1","1","-5","5","-10","10300103","3","bgm_M64","-10"
"0","0.9","200","4","1","1030","101191","101171","1","-30","-110","100","1.2","1","1","0","0","0","10300104","4","bgm_M64","190"
"-50","1.1","280","5","1","1030","101192","101172","1.2","-30","-70","200","1.3","1","1","0","-10","-45","10300105","5","bgm_M55","485"
"0","0.6","210","1","0.85","1031","101201","101161","1","-30","-120","100","0.8","1","1","0","10","0","10310101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1031","101201","101161","1","-30","-120","100","1.2","1","1","0","10","0","10310102","2","bgm_M64","-260"
"0","0.8","200","3","1","1031","101201","101161","1","-30","65","100","1.1","1","1","-15","0","-10","10310103","3","bgm_M64","-10"
"43","0.7","200","4","1","1031","101201","101161","1","-30","-110","100","1","1","1","0","0","0","10310104","4","bgm_M64","190"
"-50","1","250","5","1","1031","101202","101162","1","-30","-30","100","1.45","1","1","-20","10","-45","10310105","5","bgm_M55","475"
"0","0.6","210","1","0.85","1032","101291","101291","1","-30","-120","100","0.8","1","1","0","10","0","10320101","1","bgm_M64","-480"
"0","0.75","240","2","1.1","1032","101291","101291","1","-30","-120","100","1.2","1","1","0","10","0","10320102","2","bgm_M64","-260"
"0","0.9","200","3","1","1032","101291","101291","1","-30","65","100","1.3","1","1","-15","0","-10","10320103","3","bgm_M64","-40"
"-30","0.8","200","4","1","1032","101291","101291","1","-30","-110","100","1.3","1","1","0","0","0","10320104","4","bgm_M64","150"
"15","1.1","230","5","1","1032","101292","101292","1","-30","-15","100","1.45","1","1","-20","30","30","10320105","5","bgm_M55","490"
"0","0.58","210","1","0.7","1033","101301","101301","1","-30","-120","100","0.8","1","1","0","10","-30","10330101","1","bgm_M64","-480"
"0","0.9","200","2","1","1033","101301","101301","1","-30","-120","100","1.2","1","1","0","10","0","10330102","2","bgm_M64","-260"
"-30","0.93","200","3","1","1033","101301","101301","1","-30","100","200","1.4","1","1","0","-10","-10","10330103","3","bgm_M64","-50"
"15","0.9","200","4","1","1033","101301","101301","1","-30","-100","100","1.3","1","1","0","0","0","10330104","4","bgm_M64","100"
"-15","1","270","5","1.1","1033","101302","101302","1","-30","-55","100","1.2","1","1","-20","10","-30","10330105","5","bgm_M55","470"
"0","0.575","210","1","0.85","1034","101441","101161","1","-30","-130","100","0.8","1","1","0","10","0","10340101","1","bgm_M64","-450"
"0","0.75","200","2","0.7","1034","101441","101161","1","-30","-120","200","1","1","1","0","10","0","10340102","2","bgm_M64","-250"
"0","0.8","200","3","1.1","1034","101441","101161","1","-30","50","100","1.2","1","1","-15","0","-10","10340103","3","bgm_M64","-10"
"43","0.9","200","4","1","1034","101441","101161","1","-30","-100","150","1","1","1","0","0","0","10340104","4","bgm_M64","180"
"-35","0.95","230","5","1.1","1034","101442","101162","1","-30","-70","100","1.2","1","1","-20","10","-30","10340105","5","bgm_M55","470"
"0","0.58","210","1","0.7","1035","101451","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10350101","1","bgm_M64","-450"
"0","0.9","200","2","1","1035","101451","101451","1","-30","-120","100","1.2","1","1","0","10","0","10350102","2","bgm_M64","-250"
"-30","0.9","200","3","1","1035","101451","101451","1","-30","50","100","1.4","1","1","-15","0","-10","10350103","3","bgm_M64","-20"
"0","0.8","200","4","0.85","1035","101451","101451","1","-30","-100","100","1","1","1","0","0","0","10350104","4","bgm_M64","200"
"-35","1.25","290","5","1.4","1035","101452","101452","1.2","-30","-70","100","1.55","1","1","0","0","-50","10350105","5","bgm_M55","510"
"0","0.58","210","1","0.7","1036","101561","101451","1","-30","-130","100","0.8","1","1","0","10","-30","10360101","1","bgm_M64","-450"
"0","0.75","240","2","1.1","1036","101561","101451","1","-30","-120","100","1.2","1","1","0","0","0","10360102","2","bgm_M64","-240"
"0","0.65","200","3","1","1036","101561","101451","1","-30","60","100","1.1","1","1","-5","5","-10","10360103","3","bgm_M64","-30"
"0","1.1","200","4","1","1036","101561","101451","1","-30","-100","100","1.2","1","1","0","0","0","10360104","4","bgm_M64","180"
"-60","1.25","290","5","1.35","1036","101562","101452","1.4","-30","-70","400","1.55","1","1","0","0","-50","10360105","5","bgm_M55","460"
"0","0.58","210","1","0.7","1037","101001","101451","1","-30","-120","100","0.8","1","1","0","10","-30","10370101","1","bgm_M64","-480"
"0","0.75","200","2","1.1","1037","101001","101451","1","-30","-120","100","1.2","1","1","0","10","0","10370102","2","bgm_M64","-260"
"-50","0.6","200","3","0.55","1037","101001","101451","1.4","-30","0","150","0.9","1","1","-13","0","-60","10370103","3","bgm_M64","-40"
"-30","0.8","200","4","1","1037","101001","101451","1","-30","-50","100","1.3","1","1","0","0","0","10370104","4","bgm_M64","240"
"0","1.2","250","5","1","1037","101011","101452","1.2","-30","-40","100","1.3","1","1","0","0","0","10370105","5","bgm_M55","480"
"-25","0.575","210","1","0.9","1038","101021","101021","1","-30","-110","170","1","1","1","0","10","-30","10380101","1","bgm_M64","-450"
"0","0.75","200","2","1","1038","101021","101021","1","-30","-120","120","1.2","1","1","0","10","0","10380102","2","bgm_M64","-250"
