b0b7595173119ba94b12ab0d144747f077158d110bc67a0e5e0599d3bb34758d,ac78150fdceec2376c0a610f4ef9207464082ab5b2cf915fdce7621a79ab3e6b,02d8da4ad315bca517ceb6fe245de17cafbe86969d519403615913746928996f,393434e61c9fbebc55915817acb39c120756bcbb40d8d14db7857db0cbfc1b8f,39c7312e2dc3380bb4e1b7bc4fa7457b69ac4f7e86e94b4a04e14dccc7ab1521,3e01d44ad84aaf8cea27d41be58fa4a3498fb30594fa17c2e864b4c83374e2c2,db5b472c56c522b5d73f6e8904750525606c023a2353cd6cb12a31651a62d0e3,36ab3b904c15ae05662560e1305d6c253607cb245add9924bde814e6045c2a96,49405b578150c9e5902e4c3db390f588b06c9f1df02740da505157c299be21c7,e26734ac34d27a540816665600008aa4e9b9ce279c006b11c4f6418da22e9b2c,f07d60eab2e6ad828cd07c7d0165affcb9e3966c57756dee8e4890d0c507059d
"25011","2","10","83","248","2","8","281001083","45","25021","91002"
"25011","2","10","84","252","2","8","281001084","45","25021","91002"
"25011","2","10","85","256","2","8","281001085","46","25021","91002"
"25011","2","10","86","260","2","8","281001086","46","25021","91002"
"25011","2","10","87","264","2","8","281001087","47","25021","91002"
"25011","2","10","88","268","2","8","281001088","47","25021","91002"
"25011","2","10","89","272","2","8","281001089","48","25021","91002"
"25011","2","30","90","276","2","8","281001090","48","25021","91002"
"25011","2","10","91","280","2","8","281001091","49","25021","91002"
"25011","2","10","92","284","2","8","281001092","49","25021","91002"
"25011","2","10","93","288","2","8","281001093","50","25021","91002"
"25011","2","10","94","292","2","8","281001094","50","25021","91002"
"25011","2","10","95","296","2","8","281001095","51","25021","91002"
"25011","2","10","96","300","2","8","281001096","51","25021","91002"
"25011","2","10","97","304","2","8","281001097","52","25021","91002"
"25011","2","10","98","308","2","8","281001098","52","25021","91002"
"25011","2","10","99","312","2","8","281001099","53","25021","91002"
"25011","2","30","100","316","2","8","281001100","53","25021","91002"
