1826fb3a8918192a1de6cfbf319b81c14c87e7c27c8df474bfa86095aed0abdf,82fe47324ca4de38095cb1121505175c0665956b5d5441717f2bed4d173675ac,e46e46648cebc55d397d4c82d868baa83ffd59a1d65403334484bafb7baea8c2,9dfa99ff40d8d19b17b48a6644d2189ef9367d32529f07a4f05a13ca3a9f5aec,076cb54fbbd6fc7342e62defa3dad297310bb24c63aa6ed68419d899edface2a,9f6d39c770c08386d68603107e20e120f494f22d471f04f28539076990d767f0,d639bba0df375bec6fff3d51d282ec10353f8b2fcbd94cb2ffdaa6a84b7ee80e,9c19236533de33914ef634ab985fcc8055489d40c1d6f96d239628527891f636,b7c187e6040a90ee75c7a24eff6d051f8853fae1981d79d449ddfca393601d47,a5d502c23694f50302ccef6ee82d3e67a3d10ea24b7759602c380b3a27a0864c,fe755794762f4ffd263d196336f9e44550fce4d2e48004260e75771c88cdcbed
"73","150","","7","8","0","49001","0","","0","91002"
"74","150","","8","8","0","49001","0","","0","91002"
"75","150","","9","8","0","49001","0","","0","91002"
"76","150","","10","8","0","49001","0","","0","91002"
"77","150","","1","8","0","49002","0","","0","91002"
"78","150","","2","8","0","49002","0","","0","91002"
"79","150","","3","8","0","49002","0","","0","91002"
"80","150","","4","8","0","49002","0","","0","91002"
"81","150","","5","8","0","49002","0","","0","91002"
"82","150","","6","8","0","49002","0","","0","91002"
"83","150","","7","8","0","49002","0","","0","91002"
"84","150","","8","8","0","49002","0","","0","91002"
"85","150","","9","8","0","49002","0","","0","91002"
"86","150","","10","8","0","49002","0","","0","91002"
"87","150","","1","8","0","49003","0","","0","91002"
"88","150","","2","8","0","49003","0","","0","91002"
"89","150","","3","8","0","49003","0","","0","91002"
"90","150","","4","8","0","49003","0","","0","91002"
"91","150","","5","8","0","49003","0","","0","91002"
"92","150","","6","8","0","49003","0","","0","91002"
"93","150","","7","8","0","49003","0","","0","91002"
"94","150","","8","8","0","49003","0","","0","91002"
"95","150","","9","8","0","49003","0","","0","91002"
"96","150","","10","8","0","49003","0","","0","91002"
"97","1500","","1","8","0","49004","0","","0","91002"
"98","1500","","2","8","0","49004","0","","0","91002"
"99","1500","","3","8","0","49004","0","","0","91002"
"100","1500","","4","8","0","49004","0","","0","91002"
"101","1500","","5","8","0","49004","0","","0","91002"
"102","1500","","6","8","0","49004","0","","0","91002"
"103","1500","","7","8","0","49004","0","","0","91002"
"104","1500","","8","8","0","49004","0","","0","91002"
"105","150","","1","8","0","49005","0","","0","91002"
"106","150","","2","8","0","49005","0","","0","91002"
"107","150","","3","8","0","49005","0","","0","91002"
"108","150","","4","8","0","49005","0","","0","91002"
"109","150","","5","8","0","49005","0","","0","91002"
"110","150","","6","8","0","49005","0","","0","91002"
"111","150","","7","8","0","49005","0","","0","91002"
"112","150","","8","8","0","49005","0","","0","91002"
"113","150","","9","8","0","49005","0","","0","91002"
"114","150","","10","8","0","49005","0","","0","91002"
"115","300","","1","8","0","49006","0","","0","91002"
"116","300","","2","8","0","49006","0","","0","91002"
"117","300","","3","8","0","49006","0","","0","91002"
"118","300","","4","8","0","49006","0","","0","91002"
"119","300","","5","8","0","49006","0","","0","91002"
"120","150","","1","8","0","49007","0","","0","91002"
"121","150","","2","8","0","49007","0","","0","91002"
"122","150","","3","8","0","49007","0","","0","91002"
"123","150","","4","8","0","49007","0","","0","91002"
"124","150","","5","8","0","49007","0","","0","91002"
"125","150","","6","8","0","49007","0","","0","91002"
"126","150","","7","8","0","49007","0","","0","91002"
"127","150","","8","8","0","49007","0","","0","91002"
"128","150","","9","8","0","49007","0","","0","91002"
"129","150","","10","8","0","49007","0","","0","91002"
"130","150","","1","8","0","49008","0","","0","91002"
"131","150","","2","8","0","49008","0","","0","91002"
"132","150","","3","8","0","49008","0","","0","91002"
"133","150","","4","8","0","49008","0","","0","91002"
"134","150","","5","8","0","49008","0","","0","91002"
"135","150","","6","8","0","49008","0","","0","91002"
"136","150","","7","8","0","49008","0","","0","91002"
"137","150","","8","8","0","49008","0","","0","91002"
"138","150","","9","8","0","49008","0","","0","91002"
"139","150","","10","8","0","49008","0","","0","91002"
"140","150","","1","8","0","49009","0","","0","91002"
"141","150","","2","8","0","49009","0","","0","91002"
"142","150","","3","8","0","49009","0","","0","91002"
"143","150","","4","8","0","49009","0","","0","91002"
"144","150","","5","8","0","49009","0","","0","91002"
"145","150","","6","8","0","49009","0","","0","91002"
"146","150","","7","8","0","49009","0","","0","91002"
"147","150","","8","8","0","49009","0","","0","91002"
"148","150","","9","8","0","49009","0","","0","91002"
"149","150","","10","8","0","49009","0","","0","91002"
"150","150","","1","8","0","49010","0","","0","91002"
"151","150","","2","8","0","49010","0","","0","91002"
"152","150","","3","8","0","49010","0","","0","91002"
"153","150","","4","8","0","49010","0","","0","91002"
"154","150","","5","8","0","49010","0","","0","91002"
"155","150","","6","8","0","49010","0","","0","91002"
"156","150","","7","8","0","49010","0","","0","91002"
"157","150","","8","8","0","49010","0","","0","91002"
"158","150","","9","8","0","49010","0","","0","91002"
"159","150","","10","8","0","49010","0","","0","91002"
"160","150","","1","8","0","49011","0","","0","91002"
"161","150","","2","8","0","49011","0","","0","91002"
"162","150","","3","8","0","49011","0","","0","91002"
"163","150","","4","8","0","49011","0","","0","91002"
"164","150","","5","8","0","49011","0","","0","91002"
"165","150","","6","8","0","49011","0","","0","91002"
"166","150","","7","8","0","49011","0","","0","91002"
"167","150","","8","8","0","49011","0","","0","91002"
"168","150","","9","8","0","49011","0","","0","91002"
"169","150","","10","8","0","49011","0","","0","91002"
"170","300","","1","8","0","49012","0","","0","91002"
"171","300","","2","8","0","49012","0","","0","91002"
"172","300","","3","8","0","49012","0","","0","91002"
"173","300","","4","8","0","49012","0","","0","91002"
"174","300","","5","8","0","49012","0","","0","91002"
"175","300","","6","8","0","49012","0","","0","91002"
"176","300","","7","8","0","49012","0","","0","91002"
"177","300","","8","8","0","49012","0","","0","91002"
"178","300","","9","8","0","49012","0","","0","91002"
"179","300","","10","8","0","49012","0","","0","91002"
"180","100","","1","8","0","80003","1","","500371","91002"
"181","100","","2","8","0","80003","1","","500371","91002"
"182","100","","3","8","0","80003","1","","500033","91002"
"183","100","","4","8","0","80003","1","","500371","91002"
"184","100","","5","8","0","80003","1","","500033","91002"
"185","100","","6","8","0","80003","1","","500371","91002"
"186","100","","7","8","0","80003","1","","500367","91002"
"187","100","","8","8","0","80003","1","","500367","91002"
"188","100","","9","8","0","80003","1","","500367","91002"
"189","100","","10","8","0","80003","1","","500033","91002"
"190","100","","11","8","0","80003","1","","500033","91002"
"191","100","","12","8","0","80003","1","","500033","91002"
"192","100","","13","8","0","80003","1","","509020","91002"
"193","100","","14","8","0","80003","1","","500371","91002"
"194","100","","15","8","0","80003","1","","500033","91002"
"195","150","","1","8","0","49013","0","","0","91002"
"196","150","","2","8","0","49013","0","","0","91002"
"197","150","","3","8","0","49013","0","","0","91002"
"198","150","","4","8","0","49013","0","","0","91002"
"199","150","","5","8","0","49013","0","","0","91002"
"200","150","","6","8","0","49013","0","","0","91002"
"201","150","","7","8","0","49013","0","","0","91002"
"202","150","","8","8","0","49013","0","","0","91002"
"203","150","","9","8","0","49013","0","","0","91002"
"204","150","","10","8","0","49013","0","","0","91002"
"205","500","","1","8","0","70004","0","","0","91002"
"206","500","","2","8","0","70004","0","","0","91002"
"207","300","","1","8","0","70005","0","","0","91002"
"208","300","","2","8","0","70005","0","","0","91002"
"209","300","","3","8","0","70005","0","","0","91002"
"210","100","","1","8","0","80004","0","","530101","91002"
"211","100","","2","8","0","80004","0","","530102","91002"
"212","100","","3","8","0","80004","0","","530103","91002"
"213","100","","4","8","0","80004","0","","530104","91002"
"214","100","","5","8","0","80004","0","","530105","91002"
"215","100","","6","8","0","80004","0","","530106","91002"
"216","100","","7","8","0","80004","0","","530107","91002"
"217","100","","8","8","0","80004","0","","530108","91002"
"218","100","","9","8","0","80004","0","","530109","91002"
"219","100","","10","8","0","80004","0","","530110","91002"
"220","100","","11","8","0","80004","0","","530111","91002"
"221","100","","12","8","0","80004","0","","530112","91002"
"222","100","","13","8","0","80004","0","","530113","91002"
"223","100","","14","8","0","80004","0","","530114","91002"
"224","100","","15","8","0","80004","0","","530115","91002"
"225","100","","16","8","0","80004","0","","530116","91002"
"226","100","","17","8","0","80004","0","","530117","91002"
"227","1","","17","7","0","80004","0","","530117","2805"
"228","150","","1","8","0","40009","0","","0","91002"
"229","150","","2","8","0","40009","0","","0","91002"
"230","150","","3","8","0","40009","0","","0","91002"
"231","150","","4","8","0","40009","0","","0","91002"
"232","150","","5","8","0","40009","0","","0","91002"
"233","150","","6","8","0","40009","0","","0","91002"
"234","150","","7","8","0","40009","0","","0","91002"
"235","150","","8","8","0","40009","0","","0","91002"
"236","150","","9","8","0","40009","0","","0","91002"
"237","150","","10","8","0","40009","0","","0","91002"
"238","150","","1","8","0","49014","0","","0","91002"
"239","150","","2","8","0","49014","0","","0","91002"
"240","150","","3","8","0","49014","0","","0","91002"
"241","150","","4","8","0","49014","0","","0","91002"
"242","150","","5","8","0","49014","0","","0","91002"
"243","150","","6","8","0","49014","0","","0","91002"
"244","150","","7","8","0","49014","0","","0","91002"
"245","150","","8","8","0","49014","0","","0","91002"
"246","150","","9","8","0","49014","0","","0","91002"
"247","150","","10","8","0","49014","0","","0","91002"
"248","150","","1","8","0","49015","0","","0","91002"
"249","150","","2","8","0","49015","0","","0","91002"
"250","150","","3","8","0","49015","0","","0","91002"
"251","150","","4","8","0","49015","0","","0","91002"
"252","150","","5","8","0","49015","0","","0","91002"
"253","150","","6","8","0","49015","0","","0","91002"
"254","150","","7","8","0","49015","0","","0","91002"
"255","150","","8","8","0","49015","0","","0","91002"
"256","150","","9","8","0","49015","0","","0","91002"
"257","150","","10","8","0","49015","0","","0","91002"
"258","300","","1","8","0","49016","0","","0","91002"
"259","300","","2","8","0","49016","0","","0","91002"
"260","300","","3","8","0","49016","0","","0","91002"
"261","300","","4","8","0","49016","0","","0","91002"
"262","300","","5","8","0","49016","0","","0","91002"
"263","300","","6","8","0","49016","0","","0","91002"
"264","300","","7","8","0","49016","0","","0","91002"
"265","300","","8","8","0","49016","0","","0","91002"
"266","300","","9","8","0","49016","0","","0","91002"
"267","300","","10","8","0","49016","0","","0","91002"
"268","100","","1","8","0","80005","0","","500367","91002"
"269","100","","2","8","0","80005","0","","500367","91002"
"270","100","","3","8","0","80005","0","","500367","91002"
"271","100","","4","8","0","80005","0","","500367","91002"
"272","100","","5","8","0","80005","0","","500367","91002"
"273","100","","6","8","0","80005","0","","500367","91002"
"274","100","","7","8","0","80005","0","","500367","91002"
"275","100","","8","8","0","80005","0","","500367","91002"
"276","100","","9","8","0","80005","0","","500367","91002"
"277","100","","10","8","0","80005","0","","500367","91002"
"278","100","","11","8","0","80005","0","","500367","91002"
"279","100","","12","8","0","80005","0","","500367","91002"
"280","100","","13","8","0","80005","0","","500367","91002"
"281","100","","14","8","0","80005","0","","500367","91002"
"282","100","","15","8","0","80005","0","","500367","91002"
"283","500","","1","8","0","70006","0","","0","91002"
"284","500","","2","8","0","70006","0","","0","91002"
"285","300","","1","8","0","70007","0","","0","91002"
"286","300","","2","8","0","70007","0","","0","91002"
"287","300","","3","8","0","70007","0","","0","91002"
"298","100","","1","8","0","80006","0","","530121","91002"
"299","100","","2","8","0","80006","0","","530122","91002"
"300","100","","3","8","0","80006","0","","530123","91002"
"301","100","","4","8","0","80006","0","","530124","91002"
"302","100","","5","8","0","80006","0","","530125","91002"
"303","100","","6","8","0","80006","0","","530126","91002"
"304","100","","7","8","0","80006","0","","530127","91002"
"305","100","","8","8","0","80006","0","","530128","91002"
"306","100","","9","8","0","80006","0","","530129","91002"
"307","100","","10","8","0","80006","0","","530130","91002"
"308","100","","11","8","0","80006","0","","530131","91002"
"309","100","","12","8","0","80006","0","","530132","91002"
"310","100","","13","8","0","80006","0","","530133","91002"
"311","100","","14","8","0","80006","0","","530134","91002"
"312","100","","15","8","0","80006","0","","530135","91002"
"313","100","","16","8","0","80006","0","","530136","91002"
"314","100","","17","8","0","80006","0","","530137","91002"
"316","100","","1","8","0","80007","0","","530123","91002"
"317","100","","2","8","0","80007","0","","530124","91002"
"318","100","","3","8","0","80007","0","","530125","91002"
"319","100","","4","8","0","80007","0","","530126","91002"
"320","100","","5","8","0","80007","0","","530127","91002"
"321","100","","6","8","0","80007","0","","530128","91002"
"322","100","","7","8","0","80007","0","","530129","91002"
"323","100","","8","8","0","80007","0","","530130","91002"
"324","100","","9","8","0","80007","0","","530131","91002"
"325","100","","10","8","0","80007","0","","530132","91002"
"326","100","","11","8","0","80007","0","","530133","91002"
"327","100","","12","8","0","80007","0","","530134","91002"
"328","100","","13","8","0","80007","0","","530135","91002"
"329","100","","14","8","0","80007","0","","530136","91002"
"330","100","","15","8","0","80007","0","","530137","91002"
"331","1","","15","16","0","80007","0","","530137","9000215"
"332","1","","15","16","0","80007","0","","530137","9000216"
"333","150","","1","8","0","49017","0","","0","91002"
"334","150","","2","8","0","49017","0","","0","91002"
"335","150","","3","8","0","49017","0","","0","91002"
"336","150","","4","8","0","49017","0","","0","91002"
"337","150","","5","8","0","49017","0","","0","91002"
"338","150","","6","8","0","49017","0","","0","91002"
"339","150","","7","8","0","49017","0","","0","91002"
"340","150","","8","8","0","49017","0","","0","91002"
"341","150","","9","8","0","49017","0","","0","91002"
"342","150","","10","8","0","49017","0","","0","91002"
"343","300","","1","8","0","49018","0","","0","91002"
"344","300","","2","8","0","49018","0","","0","91002"
"345","300","","3","8","0","49018","0","","0","91002"
"346","300","","4","8","0","49018","0","","0","91002"
"347","300","","5","8","0","49018","0","","0","91002"
"348","300","","6","8","0","49018","0","","0","91002"
"349","300","","7","8","0","49018","0","","0","91002"
"350","300","","8","8","0","49018","0","","0","91002"
"351","300","","9","8","0","49018","0","","0","91002"
"352","300","","10","8","0","49018","0","","0","91002"
"353","300","","1","8","0","49019","0","","0","91002"
"354","300","","2","8","0","49019","0","","0","91002"
"355","300","","3","8","0","49019","0","","0","91002"
"356","300","","4","8","0","49019","0","","0","91002"
"357","300","","5","8","0","49019","0","","0","91002"
"358","300","","6","8","0","49019","0","","0","91002"
"359","300","","7","8","0","49019","0","","0","91002"
"360","300","","8","8","0","49019","0","","0","91002"
"361","300","","9","8","0","49019","0","","0","91002"
"362","300","","10","8","0","49019","0","","0","91002"
"363","500","","1","8","0","70008","0","","0","91002"
"364","500","","2","8","0","70008","0","","0","91002"
"365","1000","","1","8","0","70009","0","","0","91002"
"366","150","","1","8","0","49020","0","","0","91002"
"367","150","","2","8","0","49020","0","","0","91002"
"368","150","","3","8","0","49020","0","","0","91002"
"369","750","","4","8","0","49020","0","","0","91002"
"370","200","","5","8","0","49020","0","","0","91002"
"371","200","","6","8","0","49020","0","","0","91002"
"372","200","","7","8","0","49020","0","","0","91002"
"373","300","","8","8","0","49020","0","","0","91002"
"374","300","","9","8","0","49020","0","","0","91002"
"375","600","","10","8","0","49020","0","","0","91002"
"376","1","馬上就可以\n見到大家了呢。\n現在我的內心雀躍不已……\n","1","2","125801","40011","1","莉莉","0","24001"
"377","1","初次見面，我是可璃亞♪\n我非常期待\n和大家一起冒險","2","2","126001","40011","1","可璃亞","0","24001"
"378","1","嗯──\n這個，給你。\n是的","3","2","126101","40011","1","普蕾西亞","0","24001"
"379","1","讓我再次自我介紹……\n我是【幻變少女】的\n公會長莉莉","4","2","125801","40011","2","莉莉","0","24001"
"380","1","你好，哥哥♪\n我是【幻變少女】的\n可璃亞","5","2","126001","40011","2","可璃亞","0","24001"
"381","1","哥哥。\n你願意過來，我很開心","6","2","126101","40011","2","普蕾西亞","0","24001"
"382","100","","1","8","0","80008","0","","530141","91002"
"383","100","","2","8","0","80008","0","","530142","91002"
"384","100","","3","8","0","80008","0","","530143","91002"
"385","100","","4","8","0","80008","0","","530144","91002"
"386","100","","5","8","0","80008","0","","530145","91002"
"387","100","","6","8","0","80008","0","","530146","91002"
"388","100","","7","8","0","80008","0","","530147","91002"
"389","100","","8","8","0","80008","0","","530148","91002"
"390","100","","9","8","0","80008","0","","530149","91002"
"391","100","","10","8","0","80008","0","","530150","91002"
"392","100","","11","8","0","80008","0","","530151","91002"
"393","100","","12","8","0","80008","0","","530152","91002"
"394","100","","13","8","0","80008","0","","530153","91002"
"395","100","","14","8","0","80008","0","","530154","91002"
"396","100","","15","8","0","80008","0","","530155","91002"
"397","100","","16","8","0","80008","0","","530156","91002"
"398","1","","16","7","0","80008","0","","530156","2830"
"399","100","","1","8","0","20001","0","","0","91002"
"400","20","","1","2","0","20001","0","","0","23001"
"401","100","","2","8","0","20001","0","","0","91002"
"402","20","","2","2","0","20001","0","","0","23001"
"403","1","","3","2","0","20001","0","","0","24016"
"404","20","","3","2","0","20001","0","","0","23001"
"405","100","","4","8","0","20001","0","","0","91002"
"406","20","","4","2","0","20001","0","","0","23001"
"407","300","","5","8","0","20001","0","","0","91002"
"408","20","","5","2","0","20001","0","","0","23001"
"409","100","","6","8","0","20001","0","","0","91002"
"410","20","","6","2","0","20001","0","","0","23001"
"411","100","","7","8","0","20001","0","","0","91002"
"412","20","","7","2","0","20001","0","","0","23001"
"413","200","","8","8","0","20001","0","","0","91002"
"414","20","","8","2","0","20001","0","","0","23001"
"415","300","","9","8","0","20001","0","","0","91002"
"416","20","","9","2","0","20001","0","","0","23001"
"417","1","","10","2","0","20001","0","","0","24016"
"418","20","","10","2","0","20001","0","","0","23001"
"419","100","","1","8","0","80009","0","","532001","91002"
"420","100","","2","8","0","80009","0","","532002","91002"
"421","100","","3","8","0","80009","0","","532003","91002"
"422","100","","4","8","0","80009","0","","532004","91002"
"423","100","","5","8","0","80009","0","","532005","91002"
"424","100","","6","8","0","80009","0","","532006","91002"
"425","100","","7","8","0","80009","0","","532007","91002"
"426","100","","8","8","0","80009","0","","532008","91002"
"427","100","","9","8","0","80009","0","","532009","91002"
"428","100","","10","8","0","80009","0","","532010","91002"
"429","100","","11","8","0","80009","0","","532011","91002"
"430","100","","12","8","0","80009","0","","532012","91002"
"431","100","","13","8","0","80009","0","","532013","91002"
"432","100","","14","8","0","80009","0","","532014","91002"
"433","100","","15","8","0","80009","0","","532015","91002"
"434","1500","","1","8","0","49021","0","","0","91002"
"443","500","","1","8","0","70010","0","","0","91002"
"444","1","","1","2","0","70012","0","","0","41000"
"445","1000","","1","8","0","70011","0","","0","91002"
"446","100","","1","8","0","80010","0","","530157","91002"
"447","100","","2","8","0","80010","0","","530158","91002"
"448","100","","3","8","0","80010","0","","530159","91002"
"449","100","","4","8","0","80010","0","","530160","91002"
"450","100","","5","8","0","80010","0","","530161","91002"
"451","100","","6","8","0","80010","0","","530162","91002"
"452","100","","7","8","0","80010","0","","530163","91002"
"453","100","","8","8","0","80010","0","","530164","91002"
"454","100","","9","8","0","80010","0","","530165","91002"
"455","100","","10","8","0","80010","0","","530166","91002"
"456","100","","11","8","0","80010","0","","530167","91002"
"457","100","","12","8","0","80010","0","","530168","91002"
"458","1","","12","7","0","80010","0","","530173","2844"
"459","100","","13","8","0","80010","0","","530169","91002"
"460","1","","13","7","0","80010","0","","530173","2846"
"461","100","","14","8","0","80010","0","","530170","91002"
"462","1","","14","7","0","80010","0","","530173","2845"
"463","100","","15","8","0","80010","0","","530171","91002"
"464","5","","15","7","0","80010","0","","530173","2843"
"465","100","","16","8","0","80010","0","","530172","91002"
"466","1","","16","7","0","80010","0","","530173","2842"
"467","1","","1","16","0","40013","0","","0","9000236"
"468","1","","1","16","0","40013","0","","0","9000237"
"469","1","","1","16","0","40013","0","","0","9000238"
"470","1","","1","16","0","40013","0","","0","9000239"
"471","100","","1","8","0","80011","0","","532001","91002"
"472","100","","2","8","0","80011","0","","532002","91002"
"473","100","","3","8","0","80011","0","","532003","91002"
"474","100","","4","8","0","80011","0","","532004","91002"
"475","100","","5","8","0","80011","0","","532005","91002"
"476","100","","6","8","0","80011","0","","532006","91002"
"477","100","","7","8","0","80011","0","","532007","91002"
"478","100","","8","8","0","80011","0","","532008","91002"
"479","100","","9","8","0","80011","0","","532009","91002"
"480","100","","10","8","0","80011","0","","532010","91002"
"481","100","","11","8","0","80011","0","","532011","91002"
"482","100","","12","8","0","80011","0","","532012","91002"
"483","100","","13","8","0","80011","0","","532013","91002"
"484","100","","14","8","0","80011","0","","532014","91002"
"485","100","","15","8","0","80011","0","","532015","91002"
"488","500","","1","8","0","40015","0","","0","91002"
"489","3000","","2","2","0","40015","0","","0","90008"
"490","500","","3","8","0","40015","0","","0","91002"
"491","3000","","4","2","0","40015","0","","0","90008"
"492","1000","","5","8","0","40015","0","","0","91002"
"493","1000","","1","8","0","70013","0","","0","91002"
"494","500","","1","8","0","70014","0","","0","91002"
"495","1","","1","2","0","70015","0","","0","41000"
"496","100","","1","8","0","80012","0","","530208","91002"
"497","100","","2","8","0","80012","0","","530209","91002"
"498","100","","3","8","0","80012","0","","530210","91002"
"499","100","","4","8","0","80012","0","","530211","91002"
"500","100","","5","8","0","80012","0","","530212","91002"
"501","100","","6","8","0","80012","0","","530213","91002"
"502","100","","7","8","0","80012","0","","530214","91002"
"503","100","","8","8","0","80012","0","","530215","91002"
"504","50","","1","8","0","70016","0","","0","91002"
"505","10000","","1","2","0","40015","0","","0","25011"
"506","3000","","1","2","0","40015","0","","0","25021"
"507","10000","","2","2","0","40015","0","","0","25012"
"508","3000","","2","2","0","40015","0","","0","25021"
"509","10000","","3","2","0","40015","0","","0","25013"
"510","3000","","3","2","0","40015","0","","0","25021"
"511","10000","","4","2","0","40015","0","","0","25014"
"512","3000","","4","2","0","40015","0","","0","25021"
"513","10000","","5","2","0","40015","0","","0","25015"
"514","3000","","5","2","0","40015","0","","0","25021"
"515","1","","1","2","0","49022","0","","0","24001"
"516","1","","2","2","0","49022","0","","0","24001"
"517","1","","3","2","0","49022","0","","0","24001"
"518","1","","4","2","0","49022","0","","0","24001"
"519","1","","5","2","0","49022","0","","0","24001"
"520","1","","6","18","0","49022","0","","0","4202401"
"521","1","","7","2","0","49022","0","","0","24001"
"522","1","","8","18","0","49022","0","","0","4202401"
"523","100","","1","8","0","80013","0","","530216","91002"
"524","100","","2","8","0","80013","0","","530217","91002"
"525","100","","3","8","0","80013","0","","530218","91002"
"526","100","","4","8","0","80013","0","","530219","91002"
"527","100","","5","8","0","80013","0","","530220","91002"
"528","100","","1","8","0","80014","0","","530221","91002"
"529","100","","2","8","0","80014","0","","530222","91002"
"530","100","","3","8","0","80014","0","","530223","91002"
"531","1","","1","16","0","40016","0","","0","9000252"
"532","500","","1","8","0","40016","0","","0","91002"
"533","1","","1","2","0","49023","0","","0","24030"
"534","100","","1","8","0","40017","0","","0","91002"
"535","100","","2","8","0","40017","0","","0","91002"
"536","100","","3","8","0","40017","0","","0","91002"
"537","100","","4","8","0","40017","0","","0","91002"
"538","100","","5","8","0","40017","0","","0","91002"
"539","500","","1","8","0","70017","0","","0","91002"
"540","1","","1","2","0","70018","0","","0","41000"
"541","1000","","1","8","0","70019","0","","0","91002"
"542","100","","1","8","0","80015","0","","530224","91002"
"543","100","","2","8","0","80015","0","","530225","91002"
"544","100","","3","8","0","80015","0","","530226","91002"
"545","100","","4","8","0","80015","0","","530227","91002"
"546","100","","1","8","0","80016","0","","530228","91002"
