96d3e040cc5b650b403fbc49892cef7e5b72c819282338dbb52bf8c0ebafaf9b,7fbbcda82348f4c1d26e25af3dc5d9cdece3a3179478496849d1a14951ac52c9,2c3886b9c8b3b4284fadd5f6f0948cb5ed3305864e538eff8a5d62045d7ebae1,ba96ff42dd386e3a3e90ed017de37eb768a0d816936f809a7b699302891123a5,314abe2a9a59375b231dae2ab34177ee94d69a0a227e62ea5c953cbf1e133f10,8441707b194f9ad791fdcdf625d6c8a44cac78e5c653250d8d2b7b0d70a60f5e
"1013406","2024/05/01 16:00:00","3001","121601","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","29"
"1013406","2024/05/01 16:00:00","3012","121601","バトル開始後90秒間物理/魔法バリア\n展開","30"
"1013406","2024/05/01 16:00:00","3001","128301","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","31"
"1013406","2024/05/01 16:00:00","3012","128301","バトル開始後90秒間物理/魔法バリア\n展開","32"
"1013406","2024/05/01 16:00:00","3003","112201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","33"
"1013406","2024/05/01 16:00:00","3010","112201","戰鬥開始90秒內，\n特大幅度提升TP上升。","34"
"1013406","2024/05/01 16:00:00","3003","115701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","35"
"1013406","2024/05/01 16:00:00","3010","115701","戰鬥開始90秒內，\n特大幅度提升TP上升。","36"
"1013406","2024/05/01 16:00:00","3003","113401","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","37"
"1013406","2024/05/01 16:00:00","3010","113401","戰鬥開始90秒內，\n特大幅度提升TP上升。","38"
"1013406","2024/05/05 16:00:00","3003","128401","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","39"
"1013406","2024/05/05 16:00:00","3010","128401","戰鬥開始90秒內，\n特大幅度提升TP上升。","40"
"1013406","2024/05/01 16:00:00","3001","180701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","41"
"1013406","2024/05/01 16:00:00","3010","180701","戰鬥開始90秒內，大幅度提升TP上升。","42"
"1013606","2024/06/01 16:00:00","3001","100101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","43"
"1013606","2024/06/01 16:00:00","3010","100101","戰鬥開始90秒內，\n特大幅度提升TP上升。","44"
"1013606","2024/06/01 16:00:00","3013","100101","攻擊力吸收無效","45"
"1013606","2024/06/01 16:00:00","3003","100201","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","46"
"1013606","2024/06/01 16:00:00","3004","100201","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","47"
"1013606","2024/06/01 16:00:00","3010","100201","戰鬥開始90秒內，\n特大幅度提升TP上升。","48"
"1013606","2024/06/01 16:00:00","3013","100201","攻擊力吸收無效","49"
"1013606","2024/06/01 16:00:00","3001","100301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","50"
"1013606","2024/06/01 16:00:00","3004","100301","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","51"
"1013606","2024/06/01 16:00:00","3013","100301","攻擊力吸收無效","52"
"1013606","2024/06/01 16:00:00","3001","108701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","53"
"1013606","2024/06/01 16:00:00","3010","108701","戰鬥開始90秒內，\n特大幅度提升TP上升。","54"
"1013606","2024/06/01 16:00:00","3013","108701","攻擊力吸收無效","55"
"1013606","2024/06/01 16:00:00","3001","180101","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","56"
"1013606","2024/06/01 16:00:00","3010","180101","戰鬥開始90秒內，\n特大幅度提升TP上升。","57"
"1013606","2024/06/01 16:00:00","3001","122401","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","58"
"1013606","2024/06/01 16:00:00","3010","122401","戰鬥開始90秒內，\n特大幅度提升TP上升。","59"
"1013606","2024/06/17 16:00:00","3001","128701","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","60"
"1013606","2024/06/17 16:00:00","3010","128701","戰鬥開始90秒內，\n特大幅度提升TP上升。","61"
"1013606","2024/06/01 16:00:00","3003","108801","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","62"
"1013606","2024/06/01 16:00:00","3004","108801","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","63"
"1013606","2024/06/01 16:00:00","3010","108801","戰鬥開始90秒內，\n特大幅度提升TP上升。","64"
"1013606","2024/06/01 16:00:00","3013","108801","攻擊力吸收無效","65"
"1013606","2024/06/01 16:00:00","3004","115601","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","66"
"1013606","2024/06/01 16:00:00","3010","115601","戰鬥開始90秒內，\n特大幅度提升TP上升。","67"
"1013606","2024/06/01 16:00:00","3004","180201","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","68"
"1013606","2024/06/01 16:00:00","3010","180201","戰鬥開始90秒內，\n特大幅度提升TP上升。","69"
"1013606","2024/06/01 16:00:00","3004","122601","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","70"
"1013606","2024/06/01 16:00:00","3010","122601","戰鬥開始90秒內，\n特大幅度提升TP上升。","71"
"1013606","2024/06/01 16:00:00","3004","128901","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","72"
"1013606","2024/06/01 16:00:00","3010","128901","戰鬥開始90秒內，\n特大幅度提升TP上升。","73"
"1013606","2024/06/01 16:00:00","3001","108901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","74"
"1013606","2024/06/01 16:00:00","3002","108901","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","75"
"1013606","2024/06/01 16:00:00","3013","108901","攻擊力吸收無效","76"
"1013606","2024/06/01 16:00:00","3001","114001","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","77"
"1013606","2024/06/01 16:00:00","3004","114001","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","78"
"1013606","2024/06/01 16:00:00","3001","180301","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","79"
"1013606","2024/06/01 16:00:00","3004","180301","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","80"
"1013606","2024/06/01 16:00:00","3001","122501","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","81"
"1013606","2024/06/01 16:00:00","3004","122501","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","82"
"1013606","2024/06/01 16:00:00","3001","128801","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","83"
"1013606","2024/06/01 16:00:00","3004","128801","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","84"
"1013706","2024/06/08 16:00:00","3001","100101","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","85"
"1013706","2024/06/08 16:00:00","3002","100101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","86"
"1013706","2024/06/08 16:00:00","3003","100201","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","87"
"1013706","2024/06/08 16:00:00","3002","100201","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","88"
"1013706","2024/06/08 16:00:00","3001","100301","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","89"
"1013706","2024/06/08 16:00:00","3002","100301","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","90"
"1013706","2024/06/08 16:00:00","3001","108701","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","91"
"1013706","2024/06/08 16:00:00","3002","108701","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","92"
"1013706","2024/06/08 16:00:00","3001","180101","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","93"
"1013706","2024/06/08 16:00:00","3002","180101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","94"
"1013706","2024/06/08 16:00:00","3001","122401","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","95"
"1013706","2024/06/08 16:00:00","3002","122401","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","96"
"1013706","2024/06/17 16:00:00","3001","128701","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","97"
"1013706","2024/06/17 16:00:00","3002","128701","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","98"
"1013706","2024/06/08 16:00:00","3003","108801","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","99"
"1013706","2024/06/08 16:00:00","3002","108801","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","100"
"1013706","2024/06/08 16:00:00","3003","115601","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","101"
"1013706","2024/06/08 16:00:00","3002","115601","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","102"
"1013706","2024/06/08 16:00:00","3003","180201","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","103"
"1013706","2024/06/08 16:00:00","3002","180201","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","104"
"1013706","2024/06/08 16:00:00","3003","122601","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","105"
"1013706","2024/06/08 16:00:00","3002","122601","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","106"
"1013706","2024/06/08 16:00:00","3003","128901","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","107"
"1013706","2024/06/08 16:00:00","3002","128901","戰鬥開始90秒內，極大幅度提升\n物理防禦力，並使無法行動效果無效。","108"
"1013706","2024/06/08 16:00:00","3001","108901","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","109"
"1013706","2024/06/08 16:00:00","3002","108901","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","110"
"1013706","2024/06/08 16:00:00","3001","114001","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","111"
"1013706","2024/06/08 16:00:00","3002","114001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","112"
"1013706","2024/06/08 16:00:00","3001","180301","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","113"
"1013706","2024/06/08 16:00:00","3002","180301","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","114"
"1013706","2024/06/08 16:00:00","3001","122501","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","115"
"1013706","2024/06/08 16:00:00","3002","122501","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","116"
"1013706","2024/06/08 16:00:00","3001","128801","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","117"
"1013706","2024/06/08 16:00:00","3002","128801","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","118"
"1014006","2024/07/01 16:00:00","3001","110801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140001"
"1014006","2024/07/01 16:00:00","3002","110801","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140002"
"1014006","2024/07/01 16:00:00","3005","110801","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140003"
"1014006","2024/07/01 16:00:00","3010","110801","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140004"
"1014006","2024/07/01 16:00:00","3001","110901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140005"
"1014006","2024/07/01 16:00:00","3010","110901","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予77【切嚕】","10140006"
"1014006","2024/07/01 16:00:00","3002","111001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140007"
"1014006","2024/07/01 16:00:00","3005","111001","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140008"
"1014006","2024/07/01 16:00:00","3010","111001","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140009"
"1014006","2024/07/01 16:00:00","3001","116201","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140010"
"1014006","2024/07/01 16:00:00","3002","116201","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140011"
"1014006","2024/07/01 16:00:00","3005","116201","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140012"
"1014006","2024/07/01 16:00:00","3010","116201","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140013"
"1014006","2024/07/01 16:00:00","3001","116301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10140014"
"1014006","2024/07/01 16:00:00","3010","116301","戰鬥開始90秒內，極大幅度提升HP\n吸收，並賦予40【切嚕】","10140015"
"1014006","2024/07/01 16:00:00","3002","116401","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140016"
"1014006","2024/07/01 16:00:00","3005","116401","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140017"
"1014006","2024/07/01 16:00:00","3010","116401","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140018"
"1014006","2024/07/04 16:00:00","3002","129301","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10140019"
"1014006","2024/07/04 16:00:00","3005","129301","戰鬥開始90秒內，賦予持續恢復HP\n的狀態","10140020"
"1014006","2024/07/04 16:00:00","3010","129301","戰鬥開始90秒內，\n特大幅度提升TP上升。","10140021"
"1014206","2024/08/01 16:00:00","3001","102701","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142001"
"1014206","2024/08/01 16:00:00","3002","102701","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142002"
"1014206","2024/08/01 16:00:00","3010","102701","戰鬥開始90秒內，大幅度提升TP上升。","10142003"
"1014206","2024/08/01 16:00:00","3001","104301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142004"
"1014206","2024/08/01 16:00:00","3002","104301","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142005"
"1014206","2024/08/01 16:00:00","3013","104301","賦予【狼牙的咆哮】","10142006"
"1014206","2024/08/01 16:00:00","3001","109001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142007"
"1014206","2024/08/01 16:00:00","3002","109001","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142008"
"1014206","2024/08/01 16:00:00","3006","109001","戰鬥開始90秒內，極大幅度提升物理\n暴擊時的傷害","10142009"
"1014206","2024/08/01 16:00:00","3001","117001","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142010"
"1014206","2024/08/01 16:00:00","3002","117001","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142011"
"1014206","2024/08/01 16:00:00","3001","110401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142012"
"1014206","2024/08/01 16:00:00","3002","110401","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142013"
"1014206","2024/08/01 16:00:00","3001","115901","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142014"
"1014206","2024/08/01 16:00:00","3002","115901","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142015"
"1014206","2024/08/01 16:00:00","3001","129801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10142016"
"1014206","2024/08/01 16:00:00","3002","129801","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10142017"
"1014406","2024/09/01 16:00:00","3003","103601","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144001"
"1014406","2024/09/01 16:00:00","3004","103601","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144002"
"1014406","2024/09/01 16:00:00","3010","103601","戰鬥開始90秒內，大幅度提升TP上升。","10144003"
"1014406","2024/09/01 16:00:00","3003","102501","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144004"
"1014406","2024/09/01 16:00:00","3004","102501","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144005"
"1014406","2024/09/01 16:00:00","3014","102501","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144006"
"1014406","2024/09/01 16:00:00","3003","111101","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144007"
"1014406","2024/09/01 16:00:00","3004","111101","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144008"
"1014406","2024/09/01 16:00:00","3010","111101","戰鬥開始90秒內，大幅度提升TP上升。","10144009"
"1014406","2024/09/01 16:00:00","3003","122701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144010"
"1014406","2024/09/01 16:00:00","3004","122701","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144011"
"1014406","2024/09/01 16:00:00","3010","122701","戰鬥開始90秒內，大幅度提升TP上升。","10144012"
"1014406","2024/09/04 16:00:00","3003","130701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10144013"
"1014406","2024/09/04 16:00:00","3004","130701","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144014"
"1014406","2024/09/04 16:00:00","3010","130701","戰鬥開始90秒內，大幅度提升TP上升。","10144015"
"1014406","2024/09/01 16:00:00","3001","180801","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10144016"
"1014406","2024/09/01 16:00:00","3002","180801","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10144017"
"1014406","2024/09/01 16:00:00","3003","107701","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144018"
"1014406","2024/09/01 16:00:00","3004","107701","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144019"
"1014406","2024/09/01 16:00:00","3014","107701","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144020"
"1014406","2024/09/01 16:00:00","3003","112101","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10144021"
"1014406","2024/09/01 16:00:00","3004","112101","戰鬥開始90秒內，\n極大幅度提升魔法防禦力。","10144022"
"1014406","2024/09/01 16:00:00","3014","112101","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10144023"
"1014606","2024/10/01 16:00:00","3003","101001","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146001"
"1014606","2024/10/01 16:00:00","3002","101001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146002"
"1014606","2024/10/01 16:00:00","3013","101001","Boss的中毒無效","10146003"
"1014606","2024/10/01 16:00:00","3003","110601","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146004"
"1014606","2024/10/01 16:00:00","3002","110601","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146005"
"1014606","2024/10/01 16:00:00","3010","110601","戰鬥開始90秒內，特大幅度提升TP上升。","10146006"
"1014606","2024/10/01 16:00:00","3013","110601","Boss的中毒無效","10146007"
"1014606","2024/10/01 16:00:00","3002","116001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146008"
"1014606","2024/10/01 16:00:00","3013","116001","Boss的中毒無效","10146009"
"1014606","2024/10/01 16:00:00","3003","123101","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146010"
"1014606","2024/10/01 16:00:00","3002","123101","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10146011"
"1014606","2024/10/01 16:00:00","3010","123101","戰鬥開始90秒內，特大幅度提升TP上升。","10146012"
"1014606","2024/10/01 16:00:00","3003","131001","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10146013"
"1014606","2024/10/01 16:00:00","3002","131001","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10146014"
"1014606","2024/10/01 16:00:00","3010","131001","戰鬥開始90秒內，特大幅度提升TP上升。","10146015"
"1014606","2024/10/01 16:00:00","3013","131001","Boss的中毒無效","10146016"
"1014606","2024/10/01 16:00:00","3001","102301","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146017"
"1014606","2024/10/01 16:00:00","3002","102301","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146018"
"1014606","2024/10/01 16:00:00","3001","106601","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146019"
"1014606","2024/10/01 16:00:00","3002","106601","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146020"
"1014606","2024/10/01 16:00:00","3001","102101","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146021"
"1014606","2024/10/01 16:00:00","3002","102101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146022"
"1014606","2024/10/01 16:00:00","3001","126401","戰鬥開始90秒內，\n極大幅度提升物理攻擊力。","10146023"
"1014606","2024/10/01 16:00:00","3002","126401","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146024"
"1014606","2024/10/01 16:00:00","3003","126101","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10146025"
"1014606","2024/10/01 16:00:00","3002","126101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10146026"
"1014806","2024/11/01 16:00:00","3001","123301","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148001"
"1014806","2024/11/01 16:00:00","3002","123301","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148002"
"1014806","2024/11/01 16:00:00","3014","123301","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10148003"
"1014806","2024/11/01 16:00:00","3013","123301","Boss的領域效果無效","10148004"
"1014806","2024/11/01 16:00:00","3003","118201","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148005"
"1014806","2024/11/01 16:00:00","3002","118201","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10148006"
"1014806","2024/11/01 16:00:00","3003","118101","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148007"
"1014806","2024/11/01 16:00:00","3002","118101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148008"
"1014806","2024/11/01 16:00:00","3013","118101","Boss的領域效果無效","10148009"
"1014806","2024/11/01 16:00:00","3001","125801","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148010"
"1014806","2024/11/01 16:00:00","3002","125801","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148011"
"1014806","2024/11/01 16:00:00","3013","125801","Boss的領域效果無效","10148012"
"1014806","2024/11/01 16:00:00","3001","131101","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10148013"
"1014806","2024/11/01 16:00:00","3002","131101","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148014"
"1014806","2024/11/01 16:00:00","3014","131101","戰鬥開始90秒內，賦予持續恢復TP\n的狀態","10148015"
"1014806","2024/11/01 16:00:00","3013","131101","Boss的領域效果無效","10148016"
"1014806","2024/11/04 16:00:00","3003","131201","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148017"
"1014806","2024/11/04 16:00:00","3002","131201","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10148018"
"1014806","2024/11/01 16:00:00","3003","126901","戰鬥開始90秒內，\n超大幅度提升魔法攻擊力。","10148019"
"1014806","2024/11/01 16:00:00","3002","126901","戰鬥開始90秒內，極大幅度提升\n物理防禦力與魔法防禦力。","10148020"
"1015006","2024/12/01 16:00:00","3002","123001","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150001"
"1015006","2024/12/01 16:00:00","3010","123001","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150002"
"1015006","2024/12/01 16:00:00","3013","123001","Boss的環境效果無效","10150003"
"1015006","2024/12/01 16:00:00","3003","106701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10150004"
"1015006","2024/12/01 16:00:00","3002","106701","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150005"
"1015006","2024/12/01 16:00:00","3010","106701","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150006"
"1015006","2024/12/01 16:00:00","3013","106701","Boss的環境效果無效","10150007"
"1015006","2024/12/01 16:00:00","3003","131701","戰鬥開始90秒內，\n極大幅度提升魔法攻擊力。","10150008"
"1015006","2024/12/01 16:00:00","3002","131701","戰鬥開始90秒內，\n極大幅度提升物理防禦力。","10150009"
"1015006","2024/12/01 16:00:00","3010","131701","戰鬥開始90秒內，\n特大幅度提升TP上升。","10150010"
"1015006","2024/12/01 16:00:00","3013","131701","Boss的環境效果無效","10150011"
"1015006","2024/12/01 16:00:00","3001","127001","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150012"
"1015006","2024/12/01 16:00:00","3013","127001","Boss的環境效果無效","10150013"
"1015006","2024/12/01 16:00:00","3001","113601","戰鬥開始90秒內，\n超大幅度提升物理攻擊力。","10150014"
