1665d3175bded653b1221a323510894ee5acf6704a9787f7ba20557744895e27,1ee21fcb711913efb520292e8cc9adabafd11582b76f82dcba2c70e277315b53,3cef794ed06ac9ed308ca8482b2e61f36877c60709e9af910e0b27eb0c0e8689,d61b4e2721477629001f47b61169faa9e6d5cddbd867c56b5f46bb1c2acf7214,608b2b725bd0ff4319738a53eb35cce09d007951721c09a67c13086774c3f714,c325581bb62fb32e091a3f980e69e368e345bd0b8454a9079cb8920a35ac96a0,bdc5bd467b875e320f55efbac3817bf171968e1b8bf024c3067a1b84ad9ec005,9dec3f2bb5d0b73d72ed5876c14331de3357748ad849e3072847dbd6d979a046,103cd38fd95a9d4f51599c41fb73ab2df85c0c62040aaa7775c022a71e89533c,f4a9dd26962027dafb1e96046026befb7c26916306b5b58f5bd03cb5b24cabb8,6ae2ac7dc017aaea8a36cc764ed1f1d9382916557fa28a79004e10423e38cef9,b6d2f7fceec52c3b3dafd968691bcedb378110d8c7e4b42517dd2267da9342d9
"2","0","3","今天的運勢是中吉！                                                                  運氣一點一滴地上升中！                                                           就像是受到精靈的庇護，各式各樣的事都會順利進行唷♪","2","0","","0","","60000","0","12"
"2","0","4","今天的運勢是小吉！                                                                  在清晨會有幸運的預兆！                                                           也許會有溫柔的大姐姐來叫你起床唷♪","1","0","","0","","60000","0","13"
"2","0","4","今天的運勢是小吉！                                                                  雖然運氣上升中，但在上升前要小心！                                        幸運動物是熊！　也許會給予像是真正家人般的守護♪","1","0","","0","","60000","0","14"
"2","0","4","今天的運勢是小吉！                                                                  在外頭悠閒度過的話運氣會上升！                                               幸運地點是牧場。可能會有有趣的相遇♪","1","0","","0","","60000","0","15"
"2","0","4","今天的運勢是小吉！                                                                  雖然運氣很好，但要注意突發事件！                                           在外出地點，可能會被當成「可疑人士」也說不定……","1","0","","0","","60000","0","16"
"2","0","4","今天的運勢是小吉！                                                                  別埋頭苦幹好好放鬆的話，運氣會變好！                                     幸運對象是偶像。歌會帶給你幸福♪","2","0","","0","","60000","0","17"
"3","0","0","抽籤的結果如何呢？\n嶄新的一天，希望對你來說\n能變成很好的一天，\n明天也要再來玩唷♪","0","2","花凜","0","","60000","190804","18"
"3","7","0","有好好享受抽籤的樂趣了嗎？\n從心裡深深祈禱\n你的未來，\n能變得更美好。","0","3","花凜","0","","60000","190804","19"
"1","0","0","新年好，\n要不要來抽個神籤看看呢？\n當您的運勢越好，\n就能獲得越多禮物唷♪","1","1","鈴莓","0","","60001","112101","92"
"2","0","1","今天的運勢是姬吉！                                                                  這是所有運氣當中最好的！                                                        現在只要帶領著「傳說的吸血鬼」，就算征服世界也不是夢想！","1","0","","0","","60001","0","93"
"2","0","1","今天的運勢是姬吉！　要做的事都會達到頂峰！                            太讚了吧☆　幸運物是飯糰！                                                     肚子飽飽的幸福就會持續下去吧！","1","0","","0","","60001","0","94"
"2","0","1","您今天的運勢是姬吉！　                                                            這份最棒的好運勢，讓您就連小冒失都能一掃而空唷！                  您與您最珍惜的人，今天絕對會一起過上最美好的一天呢！","1","0","","0","","60001","0","95"
"2","0","1","您今天的運勢是姬吉！  不論遇上任何挑戰都能順利                      是最棒的運勢！要變成理想中的那個您，今天就是絕佳好時機！         鼓起勇氣跨出第一步吧！","1","0","","0","","60001","0","96"
"2","0","1","今天的運勢是姬吉！                                                                  這麼好的運氣有如將軍一般！                                                     威信滿滿使人們著迷，一定會受到大家的歡迎！","2","0","","0","","60001","0","97"
"2","0","2","今天的運勢是大吉！                                                                  運氣愈來愈好了！                                                                     無論做什麼事，只要發揮最高效率都能夠有美好的結果唷♪","1","0","","0","","60001","0","98"
"2","0","2","今天的運勢是大吉！                                                                  無論做什麼事都能夠順順利利，表現出色！                                  看到這麼棒的你，是不是因為你後面的誰……嘻嘻♪","1","0","","0","","60001","0","99"
"2","0","2","您今天的運勢是大吉！　                                                           今天的幸運單字是「切嚕～♪」　　　　                                       若您向遇上的每個人說出這個字，您將會過上愉快的一整天唷！","1","0","","0","","60001","0","100"
"2","0","2","您今天的運勢是大吉！　                                                           您的運勢毫無疑問是無人可敵的狀態！　　　　　　　                  用您的慧眼看透一切，讓自己過上心想事成的一天吧！","1","0","","0","","60001","0","101"
"2","0","2","今天的運勢是大吉！                                                                  運氣超好，無論挑戰什麼都會有好結果！                                      隱藏的才能好像會被引導出來！　目標是秀……不對是秀才！","2","0","","0","","60001","0","102"
"2","0","3","今天的運勢是中吉！                                                                  事業運愈來愈上升了！　幸運物是鯛魚燒！                                  用和菓子力量提高業績！","1","0","","0","","60001","0","103"
"2","0","3","今天的運勢是中吉！                                                                  旅行運迅速上升中♪                                                                   說不定，就連那個「真步真步王國」也能到的了♪","1","0","","0","","60001","0","104"
"2","0","3","今天的運勢是中吉！                                                                  工作運急速上升中！                                                                  一定能像「飛舞於煉獄，一陣疾風」一樣表現活躍唷！","1","0","","0","","60001","0","105"
"2","0","3","今天的運勢是中吉！                                                                  好好等待機會就會迎向好結果！                                                  吃掉幸運物布丁，把運氣呼喚過來吧！","1","0","","0","","60001","0","106"
"2","0","3","您今天的運勢是中吉！　                                                            在您今天的所到之處，似乎會遇上好緣份的樣子呢！　                  說不定會有位陰暗系的狡猾小女孩，給您顆甜甜～的糖果呢？","1","0","","0","","60001","0","107"
"2","0","3","您今天的運勢是中吉！　                                                             大部分的事，您只要硬著頭皮都能順利度過！                               幸運地點是電子遊戲場，玩玩拳擊機來抒發壓力吧！","1","0","","0","","60001","0","108"
"2","0","3","今天的運勢是中吉！                                                                  運氣一點一滴地上升中！                                                           就像是受到精靈的庇護，各式各樣的事都會順利進行唷♪","2","0","","0","","60001","0","109"
"2","0","4","今天的運勢是小吉！                                                                  在清晨會有幸運的預兆！                                                           也許會有溫柔的大姐姐來叫你起床唷♪","1","0","","0","","60001","0","110"
"2","0","4","今天的運勢是小吉！                                                                  雖然運氣上升中，但在上升前要小心！                                        幸運動物是熊！　也許會給予像是真正家人般的守護♪","1","0","","0","","60001","0","111"
"2","0","4","今天的運勢是小吉！                                                                  在外頭悠閒度過的話運氣會上升！                                               幸運地點是牧場。可能會有有趣的相遇♪","1","0","","0","","60001","0","112"
"2","0","4","今天的運勢是小吉！                                                                  雖然運氣很好，但要注意突發事件！                                           在外出地點，可能會被當成「可疑人士」也說不定……","1","0","","0","","60001","0","113"
"2","0","4","您今天的運勢是小吉！　                                                           您今天說不定能找到志同道合的朋友呢！　　　　                         關鍵字是「優妮們」，好好記住可不要忘了唷！","1","0","","0","","60001","0","114"
"2","0","4","您今天的運勢是小吉！　                                                           說不定能和意外之人的關係變好唷？　　　　　                            但要注意可不要不小心被毒舌了一番唷！","1","0","","0","","60001","0","115"
"2","0","4","今天的運勢是小吉！                                                                  別埋頭苦幹好好放鬆的話，運氣會變好！                                     幸運對象是偶像。歌會帶給你幸福♪","2","0","","0","","60001","0","116"
"3","0","0","您還滿意您抽神籤的結果嗎？\n嶄新的一天，希望對你來說\n能變成很好的一天，\n明天也還要再來唷♪","0","2","鈴莓","0","","60001","112101","117"
"3","7","0","抽神籤，是否有為您帶來喜悅呢？\n替您的未來\n擁有個嶄新且美好的一年，\n打從心底獻上由衷的祝福。","0","3","鈴莓","0","","60001","112101","118"
"0","1","0","咻～咻～♪\n咚咚軟綿綿～♪","0","1","貪吃佩可","0","","80003","105801","119"
"1","1","0","咻～咻～♪\n咚咚軟綿綿\n的喔～","0","1","可可蘿","0","","80003","105901","120"
"1","1","0","來吧～凱留小姐也一起來\n咚咚軟綿綿吧！","0","2","可可蘿","0","","80003","105901","121"
"2","1","0","咦？　等一下，\n這也太突然了吧？","0","1","凱留","0","","80003","106001","122"
"2","1","0","咚咚軟綿綿是什麼東西？\n麻煩解釋到\n讓我可以聽懂好嗎！","0","2","凱留","0","","80003","106001","123"
"0","1","0","其實啊～小凱留！\n有個對我們來說很重要的紀念日\n即將到來——","0","2","貪吃佩可","0","","80003","105801","124"
"0","1","0","那就是「公主連結！\nRe:Dive」\n即將迎接2.5周年了！\n太讚了吧☆","0","3","貪吃佩可","0","","80003","105801","125"
"1","1","0","所以說我們現在就開始\n為了那天的到來炒熱氣氛呢。","0","3","可可蘿","0","","80003","105901","126"
"2","1","0","啊～這麼說起來\n好像差不多也到這個時期了呢。\n話雖如此，不過也還早啊。\n妳們也太性急了吧？","0","3","凱留","0","","80003","106001","127"
"1","1","0","不會的，凱留小姐。\n這種慶祝活動就是要從\n準備階段開始醞釀情緒。\n對吧？貪吃佩可小姐。","0","4","可可蘿","0","","80003","105901","128"
"0","1","0","一點也沒錯♪　就是這麼一回事！\n開始倒數囉！\n大家一起嗨起來\n迎接2.5周年吧～☆","0","4","貪吃佩可","0","","80003","105801","129"
"2","1","0","咚、咚咚軟綿綿～\n欸妳們到底想讓我講些什麼啦！\n真是的，害我也興奮起來了。","0","4","凱留","0","","80003","106001","130"
"1","1","0","呵呵。看來凱留小姐\n也很期待的樣子呢。\n那麼主人。敬請期待\n重要的紀念日吧。","0","5","可可蘿","0","","80003","105901","131"
"0","2","0","說什麼要炒熱紀念日的氣氛，\n到底該怎麼做呢？\n我，很不擅長\n做這種事情……","0","5","凱留","0","","80003","106001","132"
"1","2","0","哎呀，凱留\n妳怎麼了嗎？\n看起來很困擾的樣子呢。","0","1","花凜","0","","80003","190801","133"
"0","2","0","咦……這不是花凜嗎？\n我沒事啦！","0","6","凱留","0","","80003","106001","134"
"1","2","0","這樣啊？\n我本來想說依凱留妳的個性\n一定正在為了要如何炒熱\n2.5周年活動而煩惱才是……","0","2","花凜","0","","80003","190801","135"
"0","2","0","妳這不是已經知道了嗎！？\n不、不、才不是呢！\n我才沒有為了\n那種事情煩惱喔？","0","7","凱留","0","","80003","106001","136"
"1","2","0","呵呵……\n我想這種時候妳只要打從心底\n把真正的心情直接表達出來\n應該就可以了吧？","0","3","花凜","0","","80003","190801","137"
"0","2","0","心情啊，\n這個才是最困難的地方……\n再說，我原本就對紀念日\n這種東西沒什麼感覺啊。","0","8","凱留","0","","80003","106001","138"
"0","2","0","……不過，貪吃佩可和可蘿仔\n看起來特別開心……\n所以我才想說偶爾像這樣\n熱鬧一下也挺不錯的。","0","9","凱留","0","","80003","106001","139"
"1","2","0","原來如此原來如此～\n也就是說凱留妳其實也\n真心期待在【美食殿堂】\n慶祝2.5周年這件事囉！","0","4","花凜","0","","80003","190801","140"
"0","2","0","啊！？\n到底是怎麼聽成那樣的啊！\n我才沒有特別期待呢……！","0","10","凱留","0","","80003","106001","141"
"1","2","0","大家是否也感受到凱留內心\n真正的心情了呢？\n我也很期待2.5周年的到來呢！\n以上就是來自花凜的報導！","0","5","花凜","0","","80003","190801","142"
"0","2","0","什、什麼內心真正的心情啊！？\n不要隨便曲解\n別人的意思好嗎！\n妳這個臭眼鏡仔——！","0","11","凱留","0","","80003","106001","143"
"0","3","0","貪吃佩可小姐，\n紀念日就快到了呢。\n像這種重要的時刻\n真的很令人很感慨呢。","0","6","可可蘿","0","","80003","105901","144"
"1","3","0","會讓人想起很多回憶呢！\n真的發生了\n很多開心的事情♪","0","5","貪吃佩可","0","","80003","105801","145"
"0","3","0","沒錯，的確是如此。\n在下聽說主人除了【美食殿堂】\n的活動以外也經歷了不少\n其他的事情喔。","0","7","可可蘿","0","","80003","105901","146"
"0","3","0","在下記得……您曾經遇到\n在蘭德索爾引起熱烈討論的\n魔法少女呢。","0","8","可可蘿","0","","80003","105901","147"
"1","3","0","魔法少女指的是\n那個好吃又營養的超人氣商品\n「魔法少女香腸」的盒子上\n畫的那個女孩嗎！？","0","6","貪吃佩可","0","","80003","105801","148"
"1","3","0","那個香腸\n真的很好吃耶～♪\n我也吃了很多呢！","0","7","貪吃佩可","0","","80003","105801","149"
"0","3","0","還有就是，\n牧場蓋了一座很棒的溫泉……","0","9","可可蘿","0","","80003","105901","150"
"1","3","0","在牧場嗎？　泡著溫泉\n一邊吃著起司也很棒呢～♪\n光想口水就都快流出來了！\n太讚了吧☆","0","8","貪吃佩可","0","","80003","105801","151"
"0","3","0","貪吃佩可小姐\n您話才剛說完口水就……\n在下馬上幫您擦乾淨。擦擦。","0","10","可可蘿","0","","80003","105901","152"
"1","3","0","欸嘿嘿，謝謝妳！\n小可蘿！","0","9","貪吃佩可","0","","80003","105801","153"
"0","3","0","話說回來，主人您\n身為【美食殿堂】的一員\n也邂逅了許許多多的美食呢。\n在下實在是深感佩服。","0","11","可可蘿","0","","80003","105901","154"
"1","3","0","今後也要繼續不斷冒險，\n盡情地嚐遍\n所有的美食！","0","10","貪吃佩可","0","","80003","105801","155"
"0","4","0","2.5周年倒數♪\n小凱留小凱留！\n好期待呢☆","0","11","貪吃佩可","0","","80003","105801","156"
"1","4","0","啊真是的，妳很吵耶～\n還早得很吧？\n妳也稍微冷靜一點吧。","0","12","凱留","0","","80003","106001","157"
"0","4","0","小凱留妳自己最近還不是\n有點靜不下心～\n剛剛好像還心情很好地\n哼著歌不是嗎？","0","12","貪吃佩可","0","","80003","105801","158"
"1","4","0","什麼……！　妳、妳都聽到了嗎！？\n不，我才沒有哼歌呢！？\n妳再隨便亂講的話\n看我宰了妳喔！？","0","13","凱留","0","","80003","106001","159"
"0","4","0","欸嘿嘿～♪\n我越來越喜歡\n最近的小凱留了♪\n妳變得很積極唷！","0","13","貪吃佩可","0","","80003","105801","160"
"1","4","0","……積極？\n什麼東西很積極？","0","14","凱留","0","","80003","106001","161"
"0","4","0","又在裝傻呢～♪\n難道妳忘記妳之前\n想要成為偶像的事情了？","0","14","貪吃佩可","0","","80003","105801","162"
"0","4","0","在繆思小鎮的時候\n妳還說過凱留凱留～☆呢！","0","15","貪吃佩可","0","","80003","105801","163"
"1","4","0","啊……！？　才才才沒有！\n那是因為我當時被操縱了，\n我才沒有\n想要當什麼偶像好嗎！！","0","15","凱留","0","","80003","106001","164"
"0","4","0","妳說的是真的嗎？\n我總覺得\n小凱留妳非常\n有興趣耶～","0","16","貪吃佩可","0","","80003","105801","165"
"1","4","0","嘛，是也不錯啦……咦、\n就﹑就跟妳說了\n我沒有要當偶像啦！！\n不要害我又想起那件事情啦！？","0","16","凱留","0","","80003","106001","166"
"1","4","0","啊啊……不行了……\n我只能把妳抹殺掉了……\n我要在2.5周年來臨之前\n連同記憶一起全部消除——！","0","17","凱留","0","","80003","106001","167"
"0","5","0","距2.5周年還剩10天……\n嗯～？\n比想像中還快呢？","0","18","凱留","0","","80003","106001","168"
"1","5","0","是啊……\n為了迎接那一天的到來，\n還有很多事還沒完成。\n必須繃緊神經才行了……！","0","12","可可蘿","0","","80003","105901","169"
"0","5","0","幹勁十足呢可蘿仔……\n太逞強的話可是會喘不過氣喔？\n放輕鬆去做吧？","0","19","凱留","0","","80003","106001","170"
"1","5","0","凱留小姐……\n謝謝妳，\n凱留小姐您真的是一位\n很溫柔的人呢。","0","13","可可蘿","0","","80003","105901","171"
"0","5","0","妳、妳在說什麼\n莫名其妙的話啊……\n我才不溫柔呢。","0","20","凱留","0","","80003","106001","172"
"1","5","0","才沒有這回事。\n……那個，其實在下\n有件事情\n想要拜託凱留小姐。","0","14","可可蘿","0","","80003","105901","173"
"0","5","0","拜託我？　真稀奇呢，\n可蘿仔竟然會講出這種話。\n……嘛，如果是我\n能做得到的事的話倒是可以。","0","21","凱留","0","","80003","106001","174"
"1","5","0","非常謝謝您。\n其實在下想為紀念日這一天\n準備一個叫做\n「才藝表演」的節目。","0","15","可可蘿","0","","80003","105901","175"
"0","5","0","才藝表演？","0","22","凱留","0","","80003","106001","176"
"1","5","0","是的。在下參考了您的凱留凱留～☆\n想出了可蘿可蘿～☆\n這樣的開場白，但是卻\n一直無法擺出完美的姿勢……","0","16","可可蘿","0","","80003","105901","177"
"0","5","0","～～！！　虧我感覺被稱讚了還有點\n開心，根本空歡喜一場了嘛！！\n少開玩笑了少開玩笑了！\n少～開～玩～笑～了～！！","0","23","凱留","0","","80003","106001","178"
"0","6","0","還有9天！　就快到了呢♪\n欸嘿嘿，好期待好期待\n都能配好幾碗飯了呢☆","0","17","貪吃佩可","0","","80003","105801","179"
"2","6","0","都能配好幾碗飯了呢☆\n才不是這樣吧！\n再怎麼說也吃太多了！\n到時候可會無法迎接紀念日唷！？","0","24","凱留","0","","80003","106001","180"
"1","6","0","沒問題的凱留小姐，\n畢竟我們一路走來\n就是一直在\n享用美食啊。","0","17","可可蘿","0","","80003","105901","181"
"0","6","0","真不愧是小可蘿，\n說得真好！\n沒錯，我們【美食殿堂】的\n活動目的就是——","0","18","貪吃佩可","0","","80003","105801","182"
"2","6","0","——大家一起開心地吃飯，\n對吧？\n一路到現在都吃了那麼多了\n我很清楚啦。","0","25","凱留","0","","80003","106001","183"
"1","6","0","是的……確實是如此♪\n話說回來在下等人\n真的是一路吃了很多東西\n然後來到了這裡呢……","0","18","可可蘿","0","","80003","105901","184"
"2","6","0","是啊……的確如此呢……\n像是渾身是毒的假龍、\n恐龍……好像被牠逃了，還有\n鱷魚龍……鱷魚的魔物之類的。","0","26","凱留","0","","80003","106001","185"
"2","6","0","還有，我們幾個\n最後還對上了\n真正的龍呢。","0","27","凱留","0","","80003","106001","186"
"2","6","0","還真是強到令人不敢相信呢。\n那隻龍……果然還是要\n好好擬定作戰計畫\n才能夠對付呢。","0","28","凱留","0","","80003","106001","187"
"0","6","0","欸嘿嘿……☆\n小凱留妳還記得\n這麼多事情\n讓我好高興喔♪","0","19","貪吃佩可","0","","80003","105801","188"
"1","6","0","在下也記憶鮮明喔。\n主人一定也……♪","0","19","可可蘿","0","","80003","105901","189"
"2","6","0","那是當然的啊！\n我怎麼可能忘得了！\n被逼著吃下那些亂七八糟的東西！\n……我怎麼可能、忘得了！","0","29","凱留","0","","80003","106001","190"
"0","7","0","喂、等、等一下！？\n花凜說，希望我們能夠\n參加2.5周年的\n現場直播節目！","0","30","凱留","0","","80003","106001","191"
"0","7","0","這麼重要的事情為什麼\n現在才說！？\n我根本沒聽說有這種事啊～！？","0","31","凱留","0","","80003","106001","192"
"0","7","0","到時候會被很多人看到吧？\n為什麼我得做這種事……","0","32","凱留","0","","80003","106001","193"
"0","7","0","啊——\n啊——\n……我的聲音這樣沒問題吧？","0","33","凱留","0","","80003","106001","194"
"0","7","0","這樣可能會聽不太清楚……\n還是要再開朗一點比較好呢，\n嗯……像這種感覺？","0","34","凱留","0","","80003","106001","195"
"0","7","0","阿囉哈～☆","0","35","凱留","0","","80003","106001","196"
"0","7","0","……\n不、這個我不行。\n還是跟平常一樣最好，嗯。","0","36","凱留","0","","80003","106001","197"
"0","7","0","真是的，周年紀念的現場直播\n責任超級重大耶……\n萬一有個什麼閃失要怎麼辦……","0","37","凱留","0","","80003","106001","198"
"0","7","0","怎、怎怎、怎麼辦！？\n開始緊張起來了……！！","0","38","凱留","0","","80003","106001","199"
"0","8","0","主人，在下要和\n貪吃佩可小姐和凱留小姐一同\n擔任演出2.5周年慶祝現場直播\n的這個重責大任。","0","20","可可蘿","0","","80003","105901","200"
"0","8","0","這是一個要把\n「公主連結！\nRe:Dive」的魅力傳達給\n很多人知道的重要職責。","0","21","可可蘿","0","","80003","105901","201"
"0","8","0","在下會\n全心全意盡力\n進行現場直播的。","0","22","可可蘿","0","","80003","105901","202"
"0","8","0","但是，在下說不定\n到時候會犯下吃螺絲或是\n搞錯節目的順序\n之類的錯誤……","0","23","可可蘿","0","","80003","105901","203"
"0","8","0","在下會好好練習\n不讓這樣的事情發生，\n首先要先從這個開始……","0","24","可可蘿","0","","80003","105901","204"
"0","8","0","阿囉哈～☆","0","25","可可蘿","0","","80003","105901","205"
"0","8","0","在下方才看到\n凱留小姐正在練習，\n在下也試著練習看看……\n您覺得如何呢？","0","26","可可蘿","0","","80003","105901","206"
"0","8","0","感覺還可以嗎？\n……呵呵，謝謝您。\n有了主人您的暖心話語\n讓在下如獲百人之力。","0","27","可可蘿","0","","80003","105901","207"
"0","8","0","為了能順利完成這個重責大任\n讓主人能夠迎接一個很棒的\n2.5周年紀念……\n在下會竭盡所能的。","0","28","可可蘿","0","","80003","105901","208"
"0","9","0","阿囉哈～☆","0","20","貪吃佩可","0","","80003","105801","209"
"0","9","0","……嗯～剛剛的感覺\n好像不太對呢。\n可能有點太正經八百了。","0","21","貪吃佩可","0","","80003","105801","210"
"0","9","0","再6天就要2.5周年了嗎……","0","22","貪吃佩可","0","","80003","105801","211"
"0","9","0","只要想到這段歲月\n就是阿囉哈的歷史\n真讓人感動落淚！\n太讚了吧☆","0","23","貪吃佩可","0","","80003","105801","212"
"0","9","0","為了要在現場直播時\n為大家送上最棒的阿囉哈～☆\n我要加油才行！\n那麼，現在就再來一次……","0","24","貪吃佩可","0","","80003","105801","213"
"0","9","0","阿囉哈～☆","0","25","貪吃佩可","0","","80003","105801","214"
"0","9","0","……嗯～到底是為什麼呢？\n總覺得哪裡不對……\n難不成\n是因為肚子太餓了嗎？","0","26","貪吃佩可","0","","80003","105801","215"
"0","9","0","雖然剛剛才剛吃過飯，\n不過餓著肚子\n可是沒辦法好好地說出\n阿囉哈～☆　呢！","0","27","貪吃佩可","0","","80003","105801","216"
"0","9","0","既然決定了，那就馬上來邀\n小可蘿和小凱留\n一起去吃飯吧！\n打鐵要趁熱！","0","28","貪吃佩可","0","","80003","105801","217"
"0","9","0","啊，兩位來得正好！\n阿囉哈～☆　……啊啊！！\n剛剛這個！這個很好耶～♪","0","29","貪吃佩可","0","","80003","105801","218"
"0","9","0","原來如此，不論何時\n保持原本的樣子就是最棒的！\n我就保持這個樣子，\n現場直播也要加油♪","0","30","貪吃佩可","0","","80003","105801","219"
"0","10","0","雖然只剩5天就要2.5周年了\n不過在那之前就快要直播了呢！\n小可蘿\n妳準備得如何了？","0","31","貪吃佩可","0","","80003","105801","220"
"1","10","0","是。在下，已經\n徹底做好了準備，\n必定萬無一失。","0","29","可可蘿","0","","80003","105901","221"
"0","10","0","喔～感覺妳非常有自信呢……！\n看來會是一場很棒的現場直播呢☆\n……咦？　我怎麼感覺這邊\n好像晃得很厲害？","0","32","貪吃佩可","0","","80003","105801","222"
"2","10","0","…………","0","39","凱留","0","","80003","106001","223"
"1","10","0","凱留小姐？\n您是不是感冒了？\n身體顫抖得好厲害……","0","30","可可蘿","0","","80003","105901","224"
"2","10","0","我我我我才沒有感冒！\n這這這這只是\n因因因為我太期待現場直播\n興興興興奮得停不下來而已！","0","40","凱留","0","","80003","106001","225"
"0","10","0","妳沒事吧？小凱留！？\n對了，妳把這個喝了！","0","33","貪吃佩可","0","","80003","105801","226"
"2","10","0","妳妳妳還蠻體貼的嘛！謝謝，\n咕嚕、咳……呸呸！？\n妳給我喝了什麼東西！？\n好辣！　好苦！？　好甜！？","0","41","凱留","0","","80003","106001","227"
"0","10","0","這個裡面放了魔物的萃取物\n還有藥草跟很多其他的東西\n混合而成的特製能量飲料！","0","34","貪吃佩可","0","","80003","105801","228"
"0","10","0","只要喝了這個身體就會暖暖的，\n變得精神飽滿唷♪","0","35","貪吃佩可","0","","80003","105801","229"
"2","10","0","妳這個白癡佩可！\n我不是已經說我沒有感冒了！？\n妳不要趁亂\n餵我喝那種恐怖的飲料～！","0","42","凱留","0","","80003","106001","230"
"1","10","0","凱留小姐\n您的身體不再顫抖了呢，\n太好了……\n在下很擔心呢。","0","31","可可蘿","0","","80003","105901","231"
"2","10","0","咦？　啊啊、真的耶……欸、\n我剛剛就說\n我沒有感冒了嘛……\n算了，既然這樣就隨便妳們了。","0","43","凱留","0","","80003","106001","232"
"0","10","0","欸嘿嘿～♪　又恢復成\n平常的小凱留了，\n感覺能夠有一場很棒的現場直播！\n現在開始就好期待喔☆","0","36","貪吃佩可","0","","80003","105801","233"
"0","11","0","蘭德索爾的各位大家好，\n我是【公會管理協會】的花凜，\n負責現場直播會場的籌備。","0","6","花凜","0","","80003","190801","234"
"0","11","0","【美食殿堂】的各位\n正在為即將開始的現場直播\n進行最後的調整和準備，\n因此目前先暫時離席。","0","7","花凜","0","","80003","190801","235"
"0","11","0","現在可不能去打擾\n正在努力的3位，\n還請各位見諒。","0","8","花凜","0","","80003","190801","236"
"0","11","0","那麼，今天就由我來幫大家\n轉述【美食殿堂】的各位\n目前是什麼樣的狀況。","0","9","花凜","0","","80003","190801","237"
"0","11","0","首先是貪吃佩可小姐……\n看似她現在正吃著\n大量的飯糰，\n嗯……畢竟營養也是很重要的。","0","10","花凜","0","","80003","190801","238"
"0","11","0","接下來是可可蘿，\n她正在做發聲練習。","0","11","花凜","0","","80003","190801","239"
"0","11","0","她努力張開小嘴發出聲音的\n模樣真的讓人很想替她加油呢。","0","12","花凜","0","","80003","190801","240"
"0","11","0","接下來是凱留……\n她正……抬頭挺胸地站著。\n什麼都沒做只是靜靜的站著……","0","13","花凜","0","","80003","190801","241"
"0","11","0","咦？\n難不成緊張到暈過去了……？","0","14","花凜","0","","80003","190801","242"
