f8cb5530ed5bdcf43636b65bc3790351c3a4ab495c384704712f4616af763fbf,3c7228c260596eb4e09b84747d755241e68200b889763d9fd04955d9c96ba3c4,2f1a2066ca7ca3bc832f16f92b08d25dbca98745a921da4d2662b791cb269d1f,19e8726e195502af733f3fb0d3eac312b7c0e70360df45827e85e7bb90cd0d4f,b8e9ab7f488506c2f72b3f25e343011c49ea3a6c477a9ea6c51398012de8df5d
"253","999","30","195","569284"
"254","999","30","196","573709"
"255","999","30","197","578134"
"256","999","30","198","582559"
"257","999","30","199","586984"
"258","999","30","200","591409"
"259","999","30","201","595834"
"260","999","30","202","600259"
"261","999","30","203","604684"
"262","999","30","204","609109"
"263","999","30","205","613534"
"264","999","30","206","617959"
"265","999","30","207","622384"
"266","999","30","208","626809"
"267","999","30","209","631234"
"268","999","30","210","635659"
"269","999","30","211","640084"
"270","999","30","212","644509"
"271","999","30","213","648934"
"272","999","30","214","653359"
"273","999","30","215","657784"
"274","999","30","216","662209"
"275","999","30","217","666634"
"276","999","30","218","671059"
"277","999","30","219","675484"
"278","999","30","220","679909"
"279","999","30","221","684334"
"280","999","30","222","688759"
"281","999","30","223","693184"
"282","999","30","224","697609"
"283","999","30","225","702034"
"284","999","30","226","706459"
"285","999","30","227","710884"
"286","999","30","228","715309"
"287","999","30","229","719734"
"288","999","30","230","724159"
"289","999","30","231","728584"
"290","999","30","232","733009"
"291","999","30","233","737434"
"292","999","30","234","741859"
"293","999","30","235","746284"
"294","999","30","236","750709"
"295","999","30","237","755134"
"296","999","30","238","759559"
"297","999","30","239","763984"
"298","999","30","240","768409"
"299","999","30","241","772834"
"300","999","30","242","777259"
"301","999","30","243","781684"
"302","999","30","244","786109"
"303","999","30","245","790534"
"304","999","30","246","794959"
"305","999","30","247","799384"
"306","999","30","248","803809"
"307","999","30","249","808234"
"308","999","30","250","812659"
"309","999","30","251","817084"
"310","999","30","252","821509"
"311","999","30","253","825934"
"312","999","30","254","830359"
"313","999","30","255","834784"
"314","999","30","256","839209"
"315","999","30","257","843634"
"316","999","30","258","848059"
"317","999","30","259","852484"
"318","999","30","260","856909"
"319","999","30","261","861334"
"320","999","30","262","865759"
"321","999","30","263","870184"
"322","999","30","264","874609"
"323","999","30","265","879034"
"324","999","30","266","883459"
"325","999","30","267","887884"
"326","999","30","268","892309"
"327","999","30","269","896734"
"328","999","30","270","901159"
"329","999","30","271","905584"
"330","999","30","272","910009"
"331","999","30","273","914434"
"332","999","30","274","918859"
"333","999","30","275","923284"
"334","999","30","276","927709"
"335","999","30","277","932134"
"336","999","30","278","936559"
"337","999","30","279","940984"
"338","999","30","280","945409"
"339","999","30","281","949834"
"340","999","30","282","954259"
"341","999","30","283","958684"
"342","999","30","284","963109"
"343","999","30","285","967534"
"344","999","30","286","971959"
"345","999","30","287","976384"
"346","999","30","288","980809"
"347","999","30","289","985234"
"348","999","30","290","989659"
"349","999","30","291","994084"
"350","999","30","292","998509"
"351","999","30","293","1002934"
"352","999","30","294","1007359"
"353","999","30","295","1011784"
"354","999","30","296","1016209"
"355","999","30","297","1020634"
"356","999","30","298","1025059"
"357","999","30","299","1029484"
"358","999","30","300","1033909"
"359","999","30","301","1038334"
"360","999","30","302","1042759"
"361","999","30","303","1047184"
"362","999","30","304","1051609"
"363","999","30","305","1056034"
"364","999","30","306","1060459"
"365","999","30","307","1064884"
"366","999","30","308","1069309"
"367","999","30","309","1073734"
"368","999","30","310","1078159"
"369","999","30","311","1082584"
"370","999","30","312","1087009"
"371","999","30","313","1091434"
"372","999","30","314","1095859"
