50eae5e0d565c700d31df513b0084aeb84f5d9f66063399303dcaee08b8da93c,6190d3bc4866cee56089385f057e4fa03a23604012bb98ac4954e56109f5cc42,b83ebf90e47b75ac82f52b668379d6f390d5f00cdf5870d138f02ddd655b6145,4751f20bf84c3bbacad0e096feda175b059740d80133bc1b7e12a259dee6d302,53e0dbabda1252508189b68863233cc1c06a3976973ea27cb61b1f3e95879b5f
"3","8","1","1.3","30010187"
"1","9.5","1","1.3","30010188"
"2","5.4","1","4.9","30010189"
"1","6.4","1","5.8","30010190"
"2","7.5","1","4.9","30010191"
"2","8.6","1","5.8","30010192"
"1","3.8","1","5.7","30010193"
"3","11.1","1","0.4","30010194"
"2","14","1","0.2","30010195"
"3","15","1","1.4","30010196"
"2","14.1","1","2.4","30010197"
"1","15.1","1","3.5","30010198"
"2","14","1","4.3","30010199"
"1","12","1","6.3","30010200"
"2","10.3","1","6.3","30010201"
"1","12.1","1","-2.8","30010202"
"3","9.1","1","-1.7","30010203"
"1","9","1","-3","30010204"
"3","9","1","-4.7","30010205"
"2","15.9","1","-1.7","30010206"
"2","16.8","1","-3.2","30010207"
"2","15.8","1","-4.5","30010208"
"3","13.1","1","-2.8","30010209"
"1","10.2","1","-8.8","30010210"
"2","10.1","1","-7.5","30010211"
"1","10","1","-5.9","30010212"
"3","15.1","1","-8.7","30010213"
"3","16.2","1","-7.6","30010214"
"3","15.3","1","-6.3","30010215"
"1","15.9","1","-10.4","30010216"
"3","16.9","1","-11.6","30010217"
"1","15.9","1","-13","30010218"
"2","11.1","1","-11.6","30010219"
"3","11.1","1","-10.1","30010220"
"3","13.9","1","-14.3","30010221"
"1","15","1","-15.5","30010222"
"3","14.3","1","-17.3","30010223"
"1","15","1","-18.4","30010224"
"1","11.1","1","-17.8","30010225"
"3","11.1","1","-18.9","30010226"
"1","11","1","-21.6","30010227"
"2","9.7","1","-21.6","30010228"
"1","8.5","1","-21.6","30010229"
"1","7","1","-21.6","30010230"
"3","5.5","1","-21.7","30010231"
"1","4","1","-21.7","30010232"
"3","2.2","1","-20.4","30010233"
"2","6","1","-19.3","30010234"
"2","5.3","1","-18.2","30010235"
"2","6","1","-16.8","30010236"
"1","2.2","1","-11.8","30010237"
"1","7","1","-9.5","30010238"
"3","5.9","1","-9","30010239"
"1","4.9","1","-9.5","30010240"
"3","2.1","1","-10.3","30010241"
"1","2.1","1","-8.5","30010242"
"1","0.6","1","-18.7","30010243"
"3","5.2","1","-13.4","30010244"
"3","4","1","-12.6","30010245"
"991004","-16.6","1","6","30010246"
"991002","-15.1","1","5.5","30010247"
"991002","12.3","1","-2.5","30010251"
"991001","11.7","1","-2.5","30010252"
"991002","12.2","1","-7.5","30010253"
"991001","11.8","1","-7.5","30010254"
"991001","11.4","1","-13.2","30010255"
"991003","12.7","1","-13.7","30010256"
"991001","6.5","1","-21.5","30010257"
"991002","6.8","1","-12.6","30010259"
"991001","5.2","1","-12.6","30010260"
"991002","-1.5","1","-11.5","30010261"
"991001","-2.5","1","-11.5","30010262"
"991004","6.4","1","-20.2","30010263"
"991002","-1.8","1","-16.6","30010264"
"991001","-2.2","1","-16.6","30010265"
"2","-9.3","1","8.5","30010267"
"1","-12","1","-18.6","30010268"
"991002","-10.1","1","-17.6","30010269"
"991001","-11.7","1","-17.7","30010270"
"991003","-14.3","1","-12.6","30010271"
"991004","-14.3","1","-11.2","30010272"
"3","-13.9","1","-15.4","30010274"
"3","-13.8","1","-14.1","30010275"
"991003","-12.2","1","-8.1","30010276"
"991004","-12.2","1","-7.7","30010277"
"1","-15.3","1","-8.6","30010278"
"1","-19.9","1","-11.9","30010279"
"3","-19.9","1","-10.7","30010280"
"1","-19.9","1","-9.2","30010281"
"3","-19.9","1","-8","30010282"
"1","-18.6","1","-13.4","30010283"
"1","-16.2","1","-13.6","30010284"
"3","-14.9","1","-13.7","30010285"
"3","-12.9","1","-9.6","30010286"
"2","-11.7","1","-9.6","30010287"
"2","-10.4","1","-9.6","30010288"
"1","-7","1","-8.8","30010289"
"2","-1","1","-3.6","30010290"
"2","-1","1","-5","30010291"
"991002","1.8","1","2.5","30010292"
"991003","0.5","1","2.5","30010293"
"2","10.5","2","-22.7","30020001"
"2","9","2","-23","30020004"
"2","6","2","-23","30020005"
"2","7.5","2","-22.7","30020006"
"991001","6.3","2","-19.1","30020008"
"991002","7.8","2","-19.1","30020009"
"2","5.5","2","-21.5","30020010"
"1","13.5","2","-22.7","30020011"
"3","15","2","-23.5","30020012"
"990001","17.1","2","-22.5","30020013"
"1","16.3","2","-22.7","30020014"
"3","18.4","2","-22.7","30020015"
"1","19.7","2","-23.5","30020016"
"3","21.3","2","-22.7","30020017"
"2","10.5","2","-20","30020018"
"1","12.5","2","-19.8","30020019"
"1","15","2","-19.8","30020020"
"1","15","2","-15","30020024"
"1","18.6","2","-17.8","30020027"
"1","17.5","2","-19.8","30020029"
"1","15","2","-17","30020030"
"3","16","2","-16.4","30020031"
"2","4","2","-20.3","30020032"
"2","3.5","2","-18.9","30020033"
"2","4","2","-17.5","30020034"
"2","9","2","-15.7","30020035"
"2","-2","2","-23.8","30020043"
"2","-4","2","-23.8","30020044"
"1","-5","2","-23","30020045"
"2","-4","2","-19","30020047"
"2","-4","2","-17","30020048"
"1","-1.3","2","-15.7","30020050"
"2","-1.7","2","-13.4","30020051"
"2","-3.5","2","-13.5","30020052"
"2","-7","2","-13.1","30020053"
"2","-9.2","2","-13.6","30020054"
"2","-9","2","-14.9","30020055"
"1","-7","2","-21.1","30020056"
"1","-8.8","2","-22.7","30020062"
"1","-12","2","-22.7","30020063"
"3","-5","2","-21.1","30020065"
"3","-7","2","-23","30020066"
"3","-10.5","2","-23.2","30020067"
"2","-10","2","-16","30020068"
"2","-12","2","-15.3","30020069"
"2","-13.5","2","-18.1","30020070"
"2","-13.5","2","-16.4","30020071"
"3","-14.5","2","-22.7","30020072"
"3","-17.1","2","-22.7","30020073"
"991004","-8.2","2","-19","30020074"
"990001","-16","2","-22.5","30020076"
"1","-19.5","2","-22.7","30020077"
"1","-21.5","2","-22.7","30020078"
"3","-23.5","2","-22","30020079"
"3","-23.5","2","-20.2","30020080"
"1","-25","2","-18.8","30020083"
"3","-25","2","-17.6","30020084"
"3","-25","2","-16","30020085"
"1","-25","2","-14","30020086"
"2","-19.7","2","-16.1","30020087"
"2","-19.3","2","-14.8","30020088"
"3","-24.5","2","-12.7","30020089"
"1","-23.5","2","-11.5","30020090"
"3","-19.4","2","-13.1","30020091"
"1","-20","2","-11.5","30020092"
"3","-25","2","-9.6","30020093"
"1","-25","2","-8","30020094"
"3","-25","2","-6.2","30020095"
"2","-18.5","2","-9.4","30020096"
"2","-17","2","-8.5","30020097"
"2","-18.5","2","-7.4","30020098"
"2","-17","2","-6.8","30020099"
"1","-23.7","2","-4","30020100"
"1","-21.6","2","-2","30020101"
"1","-19.5","2","-2","30020102"
"1","-17.7","2","-2","30020103"
"3","-16.1","2","-3.4","30020104"
"3","-15","2","-4","30020105"
"3","-16.2","2","-10.8","30020106"
"3","-15","2","-11.3","30020107"
"3","-13.7","2","-10.8","30020108"
"1","-10.5","2","-6","30020109"
"1","-9.3","2","-5","30020110"
"3","-11.9","2","-5.1","30020111"
"3","-8.3","2","-6","30020112"
"3","-12","2","-10.4","30020113"
"1","-10.8","2","-11.8","30020114"
"1","-9","2","-11.8","30020115"
"3","-7","2","-10","30020116"
"2","3.9","2","-8","30020119"
"2","-4.9","2","-8.8","30020121"
"2","-4","2","-7.7","30020122"
"2","-3","2","-8.9","30020123"
"3","-14.2","2","-2.6","30020125"
"1","-14.2","2","-1","30020126"
"3","-13.1","2","0.2","30020127"
"1","-11.8","2","1.1","30020128"
"1","-7.4","2","1.2","30020131"
"3","-10.5","2","2.2","30020132"
"3","-8.5","2","2.2","30020133"
"1","-9.5","2","1.1","30020134"
"3","-6","2","0","30020135"
"1","-4.5","2","1.3","30020136"
"1","2.8","2","-1","30020141"
"2","0.4","2","-10.2","30020142"
"1","6.2","2","-2.8","30020143"
"1","8","2","-2.7","30020145"
"1","6.9","2","-4.3","30020146"
"3","3.8","2","0.9","30020147"
"3","6.2","2","0.9","30020148"
"3","8","2","0.5","30020149"
"3","10.4","2","0.5","30020150"
"3","8","2","-9.5","30020151"
"3","8.7","2","-8","30020152"
"1","3","2","-4.1","30020153"
"2","2.3","2","-12","30020154"
"2","3.8","2","-12.5","30020155"
"2","5.5","2","-12","30020156"
"1","11.9","2","-1.1","30020157"
"1","13","2","-2.5","30020158"
"1","13","2","-3.7","30020159"
"3","15","2","-3.5","30020160"
"3","15","2","-1.9","30020161"
"2","15","2","-9","30020162"
"2","16","2","-7.6","30020163"
"2","17","2","-9.1","30020164"
"2","18.1","2","-7.6","30020165"
"2","18.7","2","-9.1","30020166"
"1","16.5","2","-1.1","30020167"
"1","18.2","2","0","30020168"
"1","19.5","2","-0.8","30020169"
"3","21","2","1","30020170"
"3","23","2","1","30020171"
"3","10","2","-10","30020172"
"3","11.5","2","-10.8","30020173"
"3","13","2","-10","30020174"
"1","17.4","2","-11.3","30020176"
"3","16","2","-12","30020177"
"1","14.4","2","-11.3","30020178"
"2","10.1","2","-13.9","30020179"
"2","8.5","2","-13.2","30020180"
"991003","-10.2","2","-9.2","30020189"
"991004","-10.2","2","-8.7","30020190"
"991003","2.8","2","-9.4","30020193"
"991004","2.8","2","-8.3","30020194"
"991001","9.9","2","-5.7","30020197"
"991002","10.3","2","-5.7","30020198"
"990001","16","2","-6.5","30020199"
"991001","11.8","2","-16.6","30020204"
"991002","12.2","2","-16.6","30020205"
"991003","-8.2","2","-20.6","30020209"
"990001","-11","2","-4.5","30020213"
"991003","-3.2","2","-2.11","30020214"
"991004","-3.2","2","-1.7","30020215"
"3","-3","2","1.9","30020216"
"1","-1.2","2","1.2","30020217"
"3","1.3","2","0.9","30020218"
"2","-4.5","2","-6.1","30020219"
"2","-3.7","2","-4.7","30020220"
"991001","-22.2","2","-15.2","30020221"
"991002","-21.8","2","-15.2","30020222"
"991001","-0.2","2","-18.6","30020223"
"991002","0.2","2","-18.6","30020224"
"991001","21.5","2","-8.6","30020225"
"991002","22.5","2","-8.6","30020226"
"991003","21.4","2","-16.6","30020227"
"991002","22.6","2","-15.3","30020228"
"991003","20.7","2","-4.1","30020229"
"991002","21","2","-3.6","30020230"
"991003","-15.7","2","-8","30020231"
"991002","-14.3","2","-7.3","30020232"
"991001","-22.7","2","-10.6","30020233"
"991002","-21.3","2","-10.6","30020234"
"11","7","3","-23.6","30030001"
"12","16","3","-20.7","30030003"
"13","6.4","3","-21.8","30030005"
"13","8.4","3","-21.8","30030006"
"11","4","3","-21","30030007"
"11","1.6","3","-15.7","30030008"
"11","3.5","3","-16.7","30030009"
"13","1.5","3","-21.9","30030010"
"13","2.7","3","-23.7","30030011"
"13","-3","3","-23.7","30030012"
"12","-5.9","3","-22.8","30030018"
"11","-10.5","3","-21.6","30030019"
"13","-11.5","3","-19.7","30030020"
"13","-13.5","3","-19.7","30030021"
"13","-9.5","3","-19.7","30030022"
"12","-16.1","3","-23.8","30030023"
"11","-18.7","3","-23.8","30030024"
"11","-21","3","-21.8","30030025"
"12","-19.4","3","-16.1","30030027"
"13","-11.1","3","-3.8","30030036"
"13","-14.9","3","-3.7","30030037"
"12","-10.4","3","-11.7","30030043"
"12","-10.4","3","-13.6","30030044"
"12","-15.1","3","-4.8","30030045"
"13","-8.9","3","-8.4","30030046"
"13","-8.9","3","-4.7","30030048"
"11","-10.1","3","1.3","30030054"
"13","-5.1","3","-3.2","30030058"
"12","4.1","3","-6.3","30030062"
"11","13","3","-4","30030064"
"11","11.9","3","-2.6","30030065"
"13","15.3","3","-6.4","30030067"
"13","16.4","3","-9.7","30030068"
"13","18.8","3","-5.7","30030069"
"11","16","3","-23.8","30030073"
"13","17.9","3","-19.5","30030076"
"13","17.9","3","-17.8","30030077"
"990002","21.4","3","-10.8","30030079"
"990001","5","3","-23.7","30030080"
"990001","-14.1","3","-9.4","30030081"
"990001","6.9","3","-9.6","30030082"
"11","1.8","3","-13","30030083"
"13","8.5","3","-12.7","30030085"
"13","8.5","3","-16.7","30030086"
"12","11.5","3","-13.8","30030087"
"12","9.8","3","-13.7","30030088"
"13","-0.5","3","-3.7","30030089"
"13","0.6","3","-3.7","30030090"
"12","-6.5","3","-7.3","30030091"
"12","-5.4","3","-6.1","30030092"
"13","-6.5","3","-6.2","30030093"
"13","-5.5","3","-7.5","30030094"
"13","-11.1","3","-5.8","30030095"
"11","-11.1","3","-7.2","30030097"
"12","-20","3","-11.4","30030098"
"12","-20.1","3","-9.2","30030099"
"13","-17.5","3","-9.7","30030100"
"13","-15.5","3","-9.7","30030101"
"13","-17.5","3","-21.5","30030102"
"13","-16.1","3","-20.1","30030103"
"12","-17.5","3","-20.1","30030104"
"13","-2.1","3","-21.9","30030106"
"11","15.8","3","-18.6","30030107"
"11","18.8","3","-22.2","30030108"
"12","22.2","3","-15.8","30030109"
"12","20.1","3","-15.8","30030110"
"12","17.9","3","-15.8","30030111"
"12","16.8","3","-1.8","30030115"
"11","1","3","-10.6","30030116"
"11","2.5","3","-10.6","30030117"
"13","9","3","0.1","30030118"
"13","7.5","3","0.1","30030119"
"11","4.8","3","-0.6","30030120"
"12","19.4","3","-1.8","30030121"
"12","21.7","3","-1.8","30030122"
"13","20.5","3","-1.7","30030123"
"13","18.1","3","-1.7","30030124"
"11","15.7","3","1.2","30030125"
"13","18.5","3","0.3","30030126"
"13","20.1","3","0.3","30030127"
"13","21.5","3","0.3","30030128"
"13","20","3","-11.5","30030130"
"11","-4","3","-10.1","30030132"
"12","-8","3","-22.8","30030135"
"11","-13.2","3","-15.8","30030137"
"11","-11.2","3","-15.7","30030138"
"12","-4","3","-12","30030139"
"13","10.4","3","-16.7","30030140"
"11","-12.6","3","-21.6","30030141"
"11","-22","3","-16.4","30030144"
"11","-22","3","-18.7","30030145"
"13","-5.1","3","-1.9","30030146"
"13","-5.1","3","-0.4","30030147"
"11","-7","3","-0.8","30030148"
"11","-7","3","-2.4","30030149"
"11","13.6","3","1.3","30030150"
"11","8.5","3","-1.7","30030151"
"11","10","3","-2.6","30030152"
"12","13","3","-6.2","30030153"
"13","13.1","3","-9","30030154"
"13","13.1","3","-7.6","30030155"
"12","17.5","3","-5.8","30030156"
"12","20.1","3","-5.8","30030157"
"11","21.5","3","-5.6","30030158"
"11","23","3","-5.6","30030159"
"12","20","3","-12.8","30030160"
"12","5.5","3","-18.8","30030161"
"11","7.5","3","-18.7","30030162"
"12","9.5","3","-18.8","30030163"
"11","11.5","3","-18.6","30030164"
"13","12.5","3","-18.7","30030165"
"13","14.1","3","-18.7","30030166"
"12","-16.1","3","-21.3","30030167"
"13","-6","3","-14.8","30030168"
"12","-4.5","3","-14.8","30030169"
"13","-3","3","-14.8","30030170"
"12","-1.5","3","-14.8","30030171"
"11","-17.5","3","-16.6","30030172"
"11","-14.9","3","-16.6","30030174"
"11","-18.5","3","-6.9","30030175"
"11","-16.5","3","-6.9","30030176"
"12","-9.1","3","-6.6","30030177"
"13","-14.9","3","-6.1","30030178"
"13","-21.8","3","-20.6","30030179"
"13","-21.9","3","-14.9","30030180"
"11","10","3","-23.6","30030181"
"13","19","3","-15.7","30030182"
"13","21.1","3","-15.7","30030183"
"11","23.8","3","-11.8","30030184"
"11","23.8","3","-13.7","30030185"
"990001","-8","4","-4.6","30040001"
"990002","-6.6","4","2.9","30040002"
"990001","11","4","-21.6","30040003"
"990001","-4","4","-21.6","30040004"
"991001","-9.8","4","-21.7","30040005"
"991001","-12.2","4","-16","30040006"
"991002","-11.8","4","-16","30040007"
"991003","-15.2","4","-12.6","30040008"
"991004","-15.2","4","-11.1","30040009"
"991003","-14.8","4","-8.7","30040010"
"991004","-14.8","4","-7.1","30040011"
"991001","-17.2","4","-1","30040012"
"991002","-16.8","4","-1","30040013"
"991004","-17.8","4","6","30040015"
"991002","-16.2","4","5.3","30040016"
"991003","-0.8","4","3.4","30040019"
"991002","0.8","4","3.9","30040020"
"991001","10.8","4","-2.7","30040021"
"991002","11.2","4","-2.7","30040022"
"991001","10.3","4","-6.1","30040023"
"991002","11.8","4","-6.1","30040024"
"991001","10.2","4","-13.1","30040025"
"991003","11.8","4","-13.7","30040026"
"991001","5.1","4","-21.7","30040027"
"991004","6.9","4","-20","30040028"
"991001","4.8","4","-11","30040029"
"991002","5.2","4","-11","30040030"
"991001","-3.2","4","-11.7","30040031"
"991002","-2.8","4","-11.7","30040032"
"991001","-3.8","4","-15.1","30040033"
"991002","-2.1","4","-15.1","30040034"
"11","-11.2","4","-22","30040035"
"11","-10.1","4","-17.9","30040037"
"11","-7.4","4","-19","30040038"
"12","-15.6","4","-15.4","30040040"
"12","-8.4","4","-15.4","30040041"
"11","-10","4","-11.9","30040042"
"13","-13.6","4","-10.8","30040043"
"11","-16.9","4","-13.8","30040044"
"11","-19.2","4","-13.6","30040045"
"11","-19.7","4","-12.9","30040046"
"11","-21.3","4","-11","30040047"
"12","-21.3","4","-9.1","30040048"
"11","-18","4","-9","30040049"
"13","-18.7","4","-6.5","30040050"
"11","-16.4","4","-8.8","30040051"
"13","-12.4","4","-7.9","30040052"
"11","-11.5","4","-9.8","30040053"
"11","-9.5","4","-9.3","30040054"
"11","-6.2","4","-9.1","30040055"
"12","-7.4","4","-9","30040056"
"11","-4.6","4","-7.7","30040057"
"13","-7.3","4","-6.5","30040058"
"11","-9.1","4","-4.9","30040061"
"11","-16.5","4","-5.3","30040062"
"12","-10.5","4","-5","30040063"
"12","-12.5","4","-5","30040064"
"12","-14.5","4","-5","30040065"
"11","-18.3","4","-3.9","30040066"
"11","-19.4","4","-3","30040067"
"13","-18.2","4","-2.9","30040068"
"11","-18.4","4","0.4","30040069"
"11","-15.3","4","1.9","30040070"
"12","-17","4","1.9","30040071"
"11","-21.4","4","-0.5","30040072"
"11","-21.2","4","1.2","30040073"
"11","-21.5","4","2.9","30040074"
"11","-19.6","4","4.8","30040075"
"13","-15.6","4","4.4","30040076"
"13","-13","4","-2.7","30040077"
"11","-18.3","4","7.2","30040078"
"11","-16.9","4","8.9","30040079"
"12","-12.1","4","8.1","30040080"
"11","-14.7","4","9","30040081"
"11","-8.1","4","6.6","30040082"
"11","-8.3","4","4.2","30040083"
"11","-7.6","4","1.7","30040084"
"13","-7.6","4","-0.6","30040085"
"12","-3.9","4","2.1","30040088"
"11","-4","4","5","30040089"
"11","-6.8","4","8","30040090"
"11","-4.5","4","8.6","30040091"
"11","-3.6","4","8.1","30040092"
"11","-0.7","4","8","30040093"
"12","-1.3","4","4.9","30040094"
"11","-1.6","4","1.9","30040095"
"13","-0.3","4","0.1","30040096"
"11","0.8","4","0.1","30040097"
"11","7.1","4","1","30040099"
"13","4.4","4","0.9","30040100"
"11","5.8","4","0.9","30040101"
"11","2.2","4","5.1","30040102"
"11","8.7","4","0.8","30040106"
"11","12.8","4","5.4","30040108"
"12","10.5","4","6","30040109"
"11","13.4","4","2.9","30040110"
"11","13","4","0.8","30040111"
"13","11.1","4","-3.8","30040112"
"11","7.6","4","-2.4","30040113"
"11","8.1","4","-5.8","30040114"
"12","7.5","4","-4.5","30040115"
"12","14.2","4","-5.8","30040116"
"13","14.5","4","-2.9","30040117"
"11","8.8","4","-8.6","30040118"
"13","9.5","4","-10.6","30040119"
"13","13.7","4","-9.4","30040120"
"11","15","4","-10","30040121"
"11","15.5","4","-12.1","30040122"
"11","13.1","4","-14.7","30040123"
"13","12.8","4","-16.5","30040124"
"13","13.4","4","-17.8","30040125"
"11","8.5","4","-14.3","30040126"
"11","8.1","4","-16.4","30040127"
"11","9","4","-19","30040128"
"11","9","4","-12.1","30040129"
"11","9.7","4","-22.1","30040130"
"11","13","4","-22","30040131"
"13","12.7","4","-19.9","30040132"
"12","7.3","4","-22.1","30040133"
"11","3.7","4","-22.3","30040134"
"11","2.4","4","-22","30040135"
"11","0.5","4","-19.9","30040136"
"13","3.4","4","-19.4","30040137"
"13","4.7","4","-18.4","30040138"
"13","3.8","4","-17.5","30040139"
"11","0","4","-18","30040140"
"11","1","4","-15","30040141"
"11","2.3","4","-13.8","30040142"
"12","3.4","4","-13.1","30040143"
"13","1","4","-13","30040144"
"13","0.4","4","-10.9","30040145"
"12","5","4","-9.7","30040146"
"13","3.3","4","-9.3","30040147"
"11","0.4","4","-9.3","30040148"
"11","2","4","-6","30040149"
"11","3.4","4","-5.2","30040150"
"13","1.3","4","-4.5","30040151"
"11","-1","4","-3","30040154"
"11","-6.5","4","-11.3","30040155"
"12","-6.5","4","-13.8","30040156"
"12","-5.6","4","-17.1","30040157"
"11","-5.5","4","-18.6","30040158"
"11","-2.3","4","-22.4","30040159"
"12","-6.8","4","-22.2","30040160"
"11","-5","4","-22.5","30040161"
"13","-1.5","4","-20.2","30040162"
"11","-15.5","4","-18.8","30040163"
"11","-15","4","-21","30040164"
"13","-16","4","-20","30040165"
"11","4","4","5.8","30040166"
"11","9","4","6","30040167"
"13","7","4","6.4","30040168"
"13","5.2","4","6.2","30040169"
"11","1.5","4","-1","30040170"
"13","4.4","4","-2.3","30040171"
"11","2.8","4","-3.9","30040172"
"990001","17.1","5","-22.5","30050013"
"991004","-8.2","5","-19","30050074"
"990001","-16","5","-22.5","30050076"
"991003","2.8","5","-9.4","30050193"
"991004","2.8","5","-8.3","30050194"
"991001","11.8","5","-16.6","30050204"
"991002","12.2","5","-16.6","30050205"
"991003","-8.2","5","-20.6","30050209"
"990001","-11","5","-4.5","30050213"
"991003","-6.4","5","1.7","30050214"
"991004","-6.4","5","2.2","30050215"
"991001","-22.2","5","-15.2","30050221"
"991002","-21.8","5","-15.2","30050222"
"991001","-0.2","5","-18.6","30050223"
"991002","0.2","5","-18.6","30050224"
"991001","-22.7","5","-10.6","30050233"
"991002","-21.3","5","-10.6","30050234"
"990001","12","5","-2.7","30050235"
"991006","-4.2","5","-16.7","30050236"
"991006","-5.7","5","-16.7","30050237"
"13","-25.5","5","24.3","30050238"
"11","-25.2","5","24.5","30050239"
"13","8.2","5","-22.8","30050240"
"11","7.1","5","-22.7","30050241"
"11","5","5","-22.7","30050242"
"13","4.8","5","-21.5","30050243"
"13","6","5","-22.8","30050244"
"12","-25.4","5","24.4","30050245"
"12","4.5","5","-19.2","30050246"
"13","9","5","-17","30050247"
"13","9","5","-16","30050248"
"13","9","5","-18","30050249"
"11","2.9","5","-15.6","30050250"
"11","3","5","-17.8","30050251"
"12","7.5","5","-14.1","30050252"
"12","7.5","5","-11.9","30050253"
"13","5.4","5","-11.7","30050254"
"13","3.5","5","-11.7","30050255"
"11","1.5","5","-10.9","30050256"
"11","-0.5","5","-10.9","30050257"
"12","3.5","5","-14.4","30050258"
"12","1.5","5","-14.3","30050259"
"12","1.6","5","-21.3","30050260"
"11","1.6","5","-22.8","30050261"
"12","-0.5","5","-24","30050262"
"12","-2.7","5","-24","30050263"
"13","-4","5","-16","30050264"
"13","-5","5","-16","30050265"
"13","-6","5","-16","30050266"
"13","-4","5","-18","30050267"
"13","-5","5","-18","30050268"
"13","-6","5","-18","30050269"
"11","-7","5","-21","30050270"
"12","-5.5","5","-19.8","30050271"
"12","-9.3","5","-17.1","30050272"
"12","-10.6","5","-16.3","30050273"
"12","-12.2","5","-17.2","30050274"
"11","-10","5","-22","30050275"
"11","-12","5","-22","30050276"
"12","-14.4","5","-16.8","30050277"
"11","-16.6","5","-15.9","30050278"
"11","-19.5","5","-16","30050279"
"12","-18.1","5","-16","30050280"
"12","-19","5","-14","30050281"
"12","-17","5","-13","30050282"
"12","-16.6","5","-14.7","30050283"
"11","-24.1","5","-13.5","30050284"
"11","-24","5","-15.7","30050285"
"11","-23.5","5","-20.4","30050286"
"11","-23.5","5","-17.8","30050287"
"12","-20","5","-22","30050288"
"12","-22","5","-22","30050289"
"13","-23.2","5","-19.3","30050290"
"13","-23","5","-13","30050291"
"12","-23","5","-11.8","30050292"
"13","-23","5","-11","30050293"
"11","-20.1","5","-12.4","30050294"
"11","-20","5","-11","30050295"
"11","-19.3","5","-9.5","30050296"
"12","-19.3","5","-8.4","30050297"
"11","-19.1","5","-6.8","30050299"
"13","-20.4","5","-6.5","30050300"
"12","-19.2","5","-4.2","30050301"
"12","-20.6","5","-4.1","30050302"
"12","-23.4","5","-5.9","30050303"
"11","-23.4","5","-4.1","30050304"
"11","-23.4","5","-1.4","30050305"
"11","-21.8","5","-1","30050306"
