ccd8b4ebc311ef3794808703e821cf5cf30f69366f4d2ccab500c83958ea1a28,d9fcb96c0b353e9f37693260e84a5d3bb26926d474582d61c87b24820c9828cd,6611de7f8afcd9faab4df237f6a99d64c8da26ba9e321878a2ccae24f3462cc0,3b27241b382efa041842716d92299dd4ecaac40124d7a2df84ce3da322749f45,68937c239cf65bc885850b93f7b941d63e85571fc311b3f7ebd20af0c1802e34,a1b9b1d48d049cf5bd2461bf4ba4b84b9b8ad0cc1060c3777b27e695e2ebf5e3,31a1c9100d4aacea3dd42e5d60b152e75a69f4b11f777f4ea199fa3fac998115,150cc8b86e3c1393eccc1b52c48e581f03fbb24de88d118cfcd609eae1706e9a,942ad116343e9e9dbde9f23c3a62e012382b7c93519cb0abe790e9aac92f6087
"2","50","59","0.65","0","320030307","0","3","126"
"1","-10","0","1.05","0","320030308","0","1","127"
"1","-10","-15","1.05","0","320030309","0","1","128"
"1","-45","-85","0.43","0","320030310","0","1","129"
"2","-45","85","0.43","0","320030310","0","2","130"
"1","11","43.5","0.7","0","320030406","502003402","1","131"
"2","67","13","0.65","0","320030406","502003403","2","132"
"3","49","-74","0.65","0","320030406","0","3","133"
"1","13","-49","0.7","0","320030407","502003408","1","134"
"3","62","-4","0.85","0","320030407","502003409","2","135"
"2","50","59","0.65","0","320030407","0","3","136"
"1","-10","0","1.05","0","320030408","0","1","137"
"1","-10","-15","1.05","0","320030409","0","1","138"
"1","-45","-85","0.43","0","320030410","0","1","139"
"2","-45","85","0.43","0","320030410","0","2","140"
"1","11","43.5","0.7","0","320030506","502003502","1","141"
"2","67","13","0.65","0","320030506","502003503","2","142"
"3","49","-74","0.65","0","320030506","0","3","143"
"1","13","-49","0.7","0","320030507","502003508","1","144"
"3","62","-4","0.85","0","320030507","502003509","2","145"
"2","50","59","0.65","0","320030507","0","3","146"
"1","-10","0","1.05","0","320030508","0","1","147"
"1","-10","-15","1.05","0","320030509","0","1","148"
"1","-45","-85","0.43","0","320030510","0","1","149"
"2","-45","85","0.43","0","320030510","0","2","150"
"1","49","-74","0.7","0","320040106","502004103","1","151"
"3","67","13","0.85","0","320040106","502004104","2","152"
"2","11","43.5","0.65","0","320040106","0","3","153"
"1","50","59","0.7","0","320040107","502004107","1","154"
"3","62","-4","0.85","0","320040107","502004109","2","155"
"2","13","-49","0.65","0","320040107","0","3","156"
"1","-10","0","0.8","0","320040108","0","1","157"
"1","20","30","0.9","0","320040109","0","1","158"
"1","-25","20","1","0","320040110","0","1","159"
"1","49","-74","0.7","0","320040206","502004203","1","160"
"3","67","13","0.85","0","320040206","502004204","2","161"
"2","11","43.5","0.65","0","320040206","0","3","162"
"1","50","59","0.7","0","320040207","502004207","1","163"
"3","62","-4","0.85","0","320040207","502004209","2","164"
"2","13","-49","0.65","0","320040207","0","3","165"
"1","-10","0","0.8","0","320040208","0","1","166"
"1","20","30","0.9","0","320040209","0","1","167"
"1","-25","20","1","0","320040210","0","1","168"
"1","49","-74","0.7","0","320040306","502004303","1","169"
"3","67","13","0.85","0","320040306","502004304","2","170"
"2","11","43.5","0.65","0","320040306","0","3","171"
"1","50","59","0.7","0","320040307","502004307","1","172"
"3","62","-4","0.85","0","320040307","502004309","2","173"
"2","13","-49","0.65","0","320040307","0","3","174"
"1","-10","0","0.8","0","320040308","0","1","175"
"1","20","30","0.9","0","320040309","0","1","176"
"1","-25","20","1","0","320040310","0","1","177"
"1","49","-74","0.7","0","320040406","502004403","1","178"
"3","67","13","0.85","0","320040406","502004404","2","179"
"2","11","43.5","0.65","0","320040406","0","3","180"
"1","50","59","0.7","0","320040407","502004407","1","181"
"3","62","-4","0.85","0","320040407","502004409","2","182"
"2","13","-49","0.65","0","320040407","0","3","183"
"1","-10","0","0.8","0","320040408","0","1","184"
"1","20","30","0.9","0","320040409","0","1","185"
"1","-25","20","1","0","320040410","0","1","186"
"1","49","-74","0.7","0","320040506","502004503","1","187"
"3","67","13","0.85","0","320040506","502004504","2","188"
"2","11","43.5","0.65","0","320040506","0","3","189"
"1","50","59","0.7","0","320040507","502004507","1","190"
"3","62","-4","0.85","0","320040507","502004509","2","191"
"2","13","-49","0.65","0","320040507","0","3","192"
"1","-10","0","0.8","0","320040508","0","1","193"
"1","20","30","0.9","0","320040509","0","1","194"
"1","-25","20","1","0","320040510","0","1","195"
"2","40","-74","0.7","0","320050106","502005101","1","196"
"3","67","13","1","0","320050106","502005103","2","197"
"1","11","43.5","0.65","0","320050106","0","3","198"
"2","50","59","0.7","0","320050107","502005106","1","199"
"3","62","30","0.9","0","320050107","502005108","2","200"
"1","13","-49","0.65","0","320050107","0","3","201"
"1","10","5","0.75","0","320050108","0","1","202"
"1","10","-10","0.75","0","320050109","0","1","203"
"1","-25","20","1","0","320050110","0","1","204"
"2","40","-74","0.7","0","320050206","502005201","1","205"
"3","67","13","1","0","320050206","502005203","2","206"
"1","11","43.5","0.65","0","320050206","0","3","207"
"2","50","59","0.7","0","320050207","502005206","1","208"
"3","62","30","0.9","0","320050207","502005208","2","209"
"1","13","-49","0.65","0","320050207","0","3","210"
"1","10","5","0.75","0","320050208","0","1","211"
"1","10","-10","0.75","0","320050209","0","1","212"
"1","-25","20","1","0","320050210","0","1","213"
"2","40","-74","0.7","0","320050306","502005301","1","214"
"3","67","13","1","0","320050306","502005303","2","215"
"1","11","43.5","0.65","0","320050306","0","3","216"
"2","50","59","0.7","0","320050307","502005306","1","217"
"3","62","30","0.9","0","320050307","502005308","2","218"
"1","13","-49","0.65","0","320050307","0","3","219"
"1","10","5","0.75","0","320050308","0","1","220"
"1","10","-10","0.75","0","320050309","0","1","221"
"1","-25","20","1","0","320050310","0","1","222"
"2","40","-74","0.7","0","320050406","502005401","1","223"
"3","67","13","1","0","320050406","502005403","2","224"
"1","11","43.5","0.65","0","320050406","0","3","225"
"2","50","59","0.7","0","320050407","502005406","1","226"
"3","62","30","0.9","0","320050407","502005408","2","227"
"1","13","-49","0.65","0","320050407","0","3","228"
"1","10","5","0.75","0","320050408","0","1","229"
"1","10","-10","0.75","0","320050409","0","1","230"
"1","-25","20","1","0","320050410","0","1","231"
"2","40","-74","0.7","0","320050506","502005501","1","232"
"3","67","13","1","0","320050506","502005503","2","233"
"1","11","43.5","0.65","0","320050506","0","3","234"
"2","50","59","0.7","0","320050507","502005506","1","235"
"3","62","30","0.9","0","320050507","502005508","2","236"
"1","13","-49","0.65","0","320050507","0","3","237"
"1","10","5","0.75","0","320050508","0","1","238"
"1","10","-10","0.75","0","320050509","0","1","239"
"1","-25","20","1","0","320050510","0","1","240"
"2","40","-74","0.7","0","320060106","502006101","1","241"
"3","67","13","0.7","0","320060106","502006103","2","242"
"1","11","43.5","0.65","0","320060106","0","3","243"
"2","50","59","0.7","0","320060107","502006106","1","244"
"3","62","30","0.9","0","320060107","502006108","2","245"
"1","13","-49","0.65","0","320060107","0","3","246"
"1","10","5","1","0","320060108","0","1","247"
"1","10","-10","1.2","0","320060109","0","1","248"
"1","-25","20","1","0","320060110","0","1","249"
"2","40","-74","0.7","0","320060206","502006201","1","250"
"3","67","13","0.7","0","320060206","502006203","2","251"
"1","11","43.5","0.65","0","320060206","0","3","252"
"2","50","59","0.7","0","320060207","502006206","1","253"
"3","62","30","0.9","0","320060207","502006208","2","254"
"1","13","-49","0.65","0","320060207","0","3","255"
"1","10","5","1","0","320060208","0","1","256"
"1","10","-10","1.2","0","320060209","0","1","257"
"1","-25","20","1","0","320060210","0","1","258"
"2","40","-74","0.7","0","320060306","502006301","1","259"
"3","67","13","0.7","0","320060306","502006303","2","260"
"1","11","43.5","0.65","0","320060306","0","3","261"
"2","50","59","0.7","0","320060307","502006306","1","262"
"3","62","30","0.9","0","320060307","502006308","2","263"
"1","13","-49","0.65","0","320060307","0","3","264"
"1","10","5","1","0","320060308","0","1","265"
"1","10","-10","1.2","0","320060309","0","1","266"
"1","-25","20","1","0","320060310","0","1","267"
"2","40","-74","0.7","0","320060406","502006401","1","268"
"3","67","13","0.7","0","320060406","502006403","2","269"
"1","11","43.5","0.65","0","320060406","0","3","270"
"2","50","59","0.7","0","320060407","502006406","1","271"
"3","62","30","0.9","0","320060407","502006408","2","272"
"1","13","-49","0.65","0","320060407","0","3","273"
"1","10","5","1","0","320060408","0","1","274"
"1","10","-10","1.2","0","320060409","0","1","275"
"1","-25","20","1","0","320060410","0","1","276"
"2","40","-74","0.7","0","320060506","502006501","1","277"
"3","67","13","0.7","0","320060506","502006503","2","278"
"1","11","43.5","0.65","0","320060506","0","3","279"
"2","50","59","0.7","0","320060507","502006506","1","280"
"3","62","30","0.9","0","320060507","502006508","2","281"
"1","13","-49","0.65","0","320060507","0","3","282"
"1","10","5","1","0","320060508","0","1","283"
"1","10","-10","1.2","0","320060509","0","1","284"
"1","-25","20","1","0","320060510","0","1","285"
"2","40","-74","0.7","0","320070106","502007101","1","286"
"3","67","43","0.7","0","320070106","502007103","2","287"
"1","11","43.5","0.65","0","320070106","0","3","288"
"2","50","59","0.7","0","320070107","502007106","1","289"
"3","62","30","0.9","0","320070107","502007108","2","290"
"1","13","-49","0.65","0","320070107","0","3","291"
"1","20","5","0.9","0","320070108","0","1","292"
"1","20","0","0.9","0","320070109","0","1","293"
"1","-20","-20","1","0","320070110","0","1","294"
"2","40","-74","0.7","0","320070206","502007201","1","295"
"3","67","43","0.7","0","320070206","502007203","2","296"
"1","11","43.5","0.65","0","320070206","0","3","297"
"2","50","59","0.7","0","320070207","502007206","1","298"
"3","62","30","0.9","0","320070207","502007208","2","299"
"1","13","-49","0.65","0","320070207","0","3","300"
"1","20","5","0.9","0","320070208","0","1","301"
"1","20","0","0.9","0","320070209","0","1","302"
"1","-20","-20","1","0","320070210","0","1","303"
"2","40","-74","0.7","0","320070306","502007301","1","304"
"3","67","43","0.7","0","320070306","502007303","2","305"
"1","11","43.5","0.65","0","320070306","0","3","306"
"2","50","59","0.7","0","320070307","502007306","1","307"
"3","62","30","0.9","0","320070307","502007308","2","308"
"1","13","-49","0.65","0","320070307","0","3","309"
"1","20","5","0.9","0","320070308","0","1","310"
"1","20","0","0.9","0","320070309","0","1","311"
"1","-20","-20","1","0","320070310","0","1","312"
"2","40","-74","0.7","0","320070406","502007401","1","313"
"3","67","43","0.7","0","320070406","502007403","2","314"
"1","11","43.5","0.65","0","320070406","0","3","315"
"2","50","59","0.7","0","320070407","502007406","1","316"
"3","62","30","0.9","0","320070407","502007408","2","317"
"1","13","-49","0.65","0","320070407","0","3","318"
"1","20","5","0.9","0","320070408","0","1","319"
"1","20","0","0.9","0","320070409","0","1","320"
"1","-20","-20","1","0","320070410","0","1","321"
"2","40","-74","0.7","0","320070506","502007501","1","322"
"3","67","43","0.7","0","320070506","502007503","2","323"
"1","11","43.5","0.65","0","320070506","0","3","324"
"2","50","59","0.7","0","320070507","502007506","1","325"
"3","62","30","0.9","0","320070507","502007508","2","326"
"1","13","-49","0.65","0","320070507","0","3","327"
"1","20","5","0.9","0","320070508","0","1","328"
"1","20","0","0.9","0","320070509","0","1","329"
"1","-20","-20","1","0","320070510","0","1","330"
"2","40","-74","0.7","0","320080106","502008101","1","331"
"3","67","43","0.9","0","320080106","502008103","2","332"
"1","11","43.5","0.65","0","320080106","0","3","333"
"2","50","59","0.7","0","320080107","502008106","1","334"
"3","62","30","0.9","0","320080107","502008108","2","335"
"1","13","-49","0.65","0","320080107","0","3","336"
"1","20","5","0.8","0","320080108","0","1","337"
"1","20","0","1.1","0","320080109","0","1","338"
"1","-20","-20","1","0","320080110","0","1","339"
"2","40","-74","0.7","0","320080206","502008201","1","340"
"3","67","43","0.9","0","320080206","502008203","2","341"
"1","11","43.5","0.65","0","320080206","0","3","342"
"2","50","59","0.7","0","320080207","502008206","1","343"
"3","62","30","0.9","0","320080207","502008208","2","344"
"1","13","-49","0.65","0","320080207","0","3","345"
"1","20","5","0.8","0","320080208","0","1","346"
"1","20","0","1.1","0","320080209","0","1","347"
"1","-20","-20","1","0","320080210","0","1","348"
"2","40","-74","0.7","0","320080306","502008301","1","349"
"3","67","43","0.9","0","320080306","502008303","2","350"
"1","11","43.5","0.65","0","320080306","0","3","351"
"2","50","59","0.7","0","320080307","502008306","1","352"
"3","62","30","0.9","0","320080307","502008308","2","353"
"1","13","-49","0.65","0","320080307","0","3","354"
"1","20","5","0.8","0","320080308","0","1","355"
"1","20","0","1.1","0","320080309","0","1","356"
"1","-20","-20","1","0","320080310","0","1","357"
"2","40","-74","0.7","0","320080406","502008401","1","358"
"3","67","43","0.9","0","320080406","502008403","2","359"
"1","11","43.5","0.65","0","320080406","0","3","360"
"2","50","59","0.7","0","320080407","502008406","1","361"
"3","62","30","0.9","0","320080407","502008408","2","362"
"1","13","-49","0.65","0","320080407","0","3","363"
"1","20","5","0.8","0","320080408","0","1","364"
"1","20","0","1.1","0","320080409","0","1","365"
"1","-20","-20","1","0","320080410","0","1","366"
"2","40","-74","0.7","0","320080506","502008501","1","367"
"3","67","43","0.9","0","320080506","502008503","2","368"
"1","11","43.5","0.65","0","320080506","0","3","369"
"2","50","59","0.7","0","320080507","502008506","1","370"
"3","62","30","0.9","0","320080507","502008508","2","371"
"1","13","-49","0.65","0","320080507","0","3","372"
"1","20","5","0.8","0","320080508","0","1","373"
"1","20","0","1.1","0","320080509","0","1","374"
"1","-20","-20","1","0","320080510","0","1","375"
"2","40","-74","0.7","0","320090106","502009101","1","376"
"3","67","13","1","0","320090106","502009103","2","377"
"1","11","43.5","0.65","0","320090106","0","3","378"
"2","50","-68","0.7","0","320090107","502009106","1","379"
"3","62","30","0.9","0","320090107","502009108","2","380"
"1","13","29","0.65","0","320090107","0","3","381"
"1","10","5","0.75","0","320090108","0","1","382"
"1","10","0","1","0","320090109","0","1","383"
"1","-20","-20","1","0","320090110","0","1","384"
"2","40","-74","0.7","0","320090206","502009201","1","385"
"3","67","13","1","0","320090206","502009203","2","386"
"1","11","43.5","0.65","0","320090206","0","3","387"
"2","50","-68","0.7","0","320090207","502009206","1","388"
"3","62","30","0.9","0","320090207","502009208","2","389"
"1","13","29","0.65","0","320090207","0","3","390"
"1","10","5","0.75","0","320090208","0","1","391"
"1","10","0","1","0","320090209","0","1","392"
"1","-20","-20","1","0","320090210","0","1","393"
"2","40","-74","0.7","0","320090306","502009301","1","394"
"3","67","13","1","0","320090306","502009303","2","395"
"1","11","43.5","0.65","0","320090306","0","3","396"
"2","50","-68","0.7","0","320090307","502009306","1","397"
"3","62","30","0.9","0","320090307","502009308","2","398"
"1","13","29","0.65","0","320090307","0","3","399"
"1","10","5","0.75","0","320090308","0","1","400"
"1","10","0","1","0","320090309","0","1","401"
"1","-20","-20","1","0","320090310","0","1","402"
"2","40","-74","0.7","0","320090406","502009401","1","403"
"3","67","13","1","0","320090406","502009403","2","404"
"1","11","43.5","0.65","0","320090406","0","3","405"
"2","50","-68","0.7","0","320090407","502009406","1","406"
"3","62","30","0.9","0","320090407","502009408","2","407"
"1","13","29","0.65","0","320090407","0","3","408"
"1","10","5","0.75","0","320090408","0","1","409"
"1","10","0","1","0","320090409","0","1","410"
"1","-20","-20","1","0","320090410","0","1","411"
"2","40","-74","0.7","0","320090506","502009501","1","412"
"3","67","13","1","0","320090506","502009503","2","413"
"1","11","43.5","0.65","0","320090506","0","3","414"
"2","50","-68","0.7","0","320090507","502009506","1","415"
"3","62","30","0.9","0","320090507","502009508","2","416"
"1","13","29","0.65","0","320090507","0","3","417"
"1","10","5","0.75","0","320090508","0","1","418"
"1","10","0","1","0","320090509","0","1","419"
"1","-20","-20","1","0","320090510","0","1","420"
"2","40","-74","0.7","0","320100106","502010101","1","421"
"3","67","13","1","0","320100106","502010103","2","422"
"1","11","43.5","0.65","0","320100106","0","3","423"
"2","50","-68","0.7","0","320100107","502010106","1","424"
"3","62","30","0.9","0","320100107","502010108","2","425"
"1","13","29","0.65","0","320100107","0","3","426"
"1","60","40","0.9","0","320100108","0","1","427"
"1","10","0","1","0","320100109","0","1","428"
"1","-35","-20","1","0","320100110","0","1","429"
"2","40","-74","0.7","0","320100206","502010201","1","430"
"3","67","13","1","0","320100206","502010203","2","431"
"1","11","43.5","0.65","0","320100206","0","3","432"
"2","50","-68","0.7","0","320100207","502010206","1","433"
"3","62","30","0.9","0","320100207","502010208","2","434"
"1","13","29","0.65","0","320100207","0","3","435"
"1","60","40","0.9","0","320100208","0","1","436"
"1","10","0","1","0","320100209","0","1","437"
"1","-35","-20","1","0","320100210","0","1","438"
"2","40","-74","0.7","0","320100306","502010301","1","439"
"3","67","13","1","0","320100306","502010303","2","440"
"1","11","43.5","0.65","0","320100306","0","3","441"
"2","50","-68","0.7","0","320100307","502010306","1","442"
"3","62","30","0.9","0","320100307","502010308","2","443"
"1","13","29","0.65","0","320100307","0","3","444"
"1","60","40","0.9","0","320100308","0","1","445"
"1","10","0","1","0","320100309","0","1","446"
"1","-35","-20","1","0","320100310","0","1","447"
"2","40","-74","0.7","0","320100406","502010401","1","448"
"3","67","13","1","0","320100406","502010403","2","449"
"1","11","43.5","0.65","0","320100406","0","3","450"
"2","50","-68","0.7","0","320100407","502010406","1","451"
"3","62","30","0.9","0","320100407","502010408","2","452"
"1","13","29","0.65","0","320100407","0","3","453"
"1","60","40","0.9","0","320100408","0","1","454"
"1","10","0","1","0","320100409","0","1","455"
"1","-35","-20","1","0","320100410","0","1","456"
"2","40","-74","0.7","0","320100506","502010501","1","457"
"3","67","13","1","0","320100506","502010503","2","458"
"1","11","43.5","0.65","0","320100506","0","3","459"
"2","50","-68","0.7","0","320100507","502010506","1","460"
"3","62","30","0.9","0","320100507","502010508","2","461"
"1","13","29","0.65","0","320100507","0","3","462"
"1","60","40","0.9","0","320100508","0","1","463"
"1","10","0","1","0","320100509","0","1","464"
"1","-35","-20","1","0","320100510","0","1","465"
"2","40","-74","0.7","0","320110106","502011101","1","466"
"3","67","13","1","0","320110106","502011103","2","467"
"1","11","43.5","0.65","0","320110106","0","3","468"
"2","50","-98","0.7","0","320110107","502011106","1","469"
"3","72","0","1.1","0","320110107","502011108","2","470"
"1","13","49","0.65","0","320110107","0","3","471"
"1","30","-40","0.75","0","320110108","0","1","472"
"1","50","20","1.2","0","320110109","0","1","473"
"1","-35","-20","1.1","0","320110110","0","1","474"
"2","40","-74","0.7","0","320110206","502011201","1","475"
"3","67","13","1","0","320110206","502011203","2","476"
"1","11","43.5","0.65","0","320110206","0","3","477"
"2","50","-98","0.7","0","320110207","502011206","1","478"
"3","72","0","1.1","0","320110207","502011208","2","479"
"1","13","49","0.65","0","320110207","0","3","480"
"1","30","-40","0.75","0","320110208","0","1","481"
"1","50","20","1.2","0","320110209","0","1","482"
"1","-35","-20","1.1","0","320110210","0","1","483"
"2","40","-74","0.7","0","320110306","502011301","1","484"
"3","67","13","1","0","320110306","502011303","2","485"
"1","11","43.5","0.65","0","320110306","0","3","486"
"2","50","-98","0.7","0","320110307","502011306","1","487"
"3","72","0","1.1","0","320110307","502011308","2","488"
"1","13","49","0.65","0","320110307","0","3","489"
"1","30","-40","0.75","0","320110308","0","1","490"
"1","50","20","1.2","0","320110309","0","1","491"
"1","-35","-20","1.1","0","320110310","0","1","492"
"2","40","-74","0.7","0","320110406","502011401","1","493"
"3","67","13","1","0","320110406","502011403","2","494"
"1","11","43.5","0.65","0","320110406","0","3","495"
"2","50","-98","0.7","0","320110407","502011406","1","496"
"3","72","0","1.1","0","320110407","502011408","2","497"
"1","13","49","0.65","0","320110407","0","3","498"
"1","30","-40","0.75","0","320110408","0","1","499"
"1","50","20","1.2","0","320110409","0","1","500"
"1","-35","-20","1.1","0","320110410","0","1","501"
"2","40","-74","0.7","0","320110506","502011501","1","502"
"3","67","13","1","0","320110506","502011503","2","503"
"1","11","43.5","0.65","0","320110506","0","3","504"
"2","50","-98","0.7","0","320110507","502011506","1","505"
"3","72","0","1.1","0","320110507","502011508","2","506"
"1","13","49","0.65","0","320110507","0","3","507"
"1","30","-40","0.75","0","320110508","0","1","508"
"1","50","20","1.2","0","320110509","0","1","509"
"1","-35","-20","1.1","0","320110510","0","1","510"
