ade47d030c32b99f3bd19c738722a99066e85222d35af476a894c04e0544fe04,a6cc2855b7f42d36f9032d966a5cd0cb0e5e73c2a4d03f2aa3b6143a9af43901,d0e3a413a3c73871445e2e1729de98053b5aa9f4fb50c9bb397da4c40d05d0dd,264e9e95f7638a6804816690e06cb19fe53ae24ca564db80499b31c46e66f4b3,29dde2f8d2b867d3a8854ec8702306ef33d45a58cdf97d69afa795ac35048f37,4f5e76633363cadc9946897fb77c53f59aa3010015460762019bc38624e9b202,f1fa80b4d13451a229d065ecb54ad1ad8fc0a6cd76cce06e9f49af240b3ae55e,5c3fae414754d90f465be7366f37ba6f43a70f6c071cbbcd29c43ebf4a5b6c4a,04f0fd46facaf0267aac56fdda20c90d8cd2aae5e98fc9fb6e12fe302a782776,182b61561090514f526e8622f75da41ad6b20f2cda0d00c47f4c3ba5d6f5ec89,f0de87803736f084ea36683a23db01d908b5a8678c55eba50c3b428985647a48
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","104013","104","0"
"","","cgg_talk_normal_dere2","100111","","3","","0.2","104014","104","1"
"","","","104009","","91","","","104015","104",""
"","","vo_minigame_1007_top_talk_4_008","vo_minigame_1007","","21","0","","104016","104","0"
"0","0","不可以喔，日和。\n因為接下來輪到我了。\n……呵呵，這意外地\n令人著迷呢。","100311","0","11","0","0","104017","104","5"
"","","cgg_idle_reaction2","1","","3","","0.2","104018","104","1"
"","1","cgg_No","100311","0","3","cgg_idle_def","0.2","104019","104","0"
"","","0","0.8","","93","","","104020","104",""
"","","cgg_idle_surprise2","100111","","3","","0.2","104021","104","1"
"","","0","0.9","","93","","","104022","104",""
"","1","cgg_surprise2","1","0","3","cgg_idle_surprise2","0.2","104023","104","0"
"","1","cgg_talk_arm_crossed2","100311","0","3","cgg_idle_arm_crossed2","0.2","104024","104","0"
"","","0","2.5","","93","","","104025","104",""
"","","cgg_idle_bitter","100311","","3","","0.2","104026","104","1"
"","","0","2","","93","","","104027","104",""
"","1","cgg_talk_nod","1","0","3","cgg_idle_nod","0.2","104028","104","0"
"","","","104017","","91","","","104029","104",""
"","","0","0.5","","93","","","104030","104",""
"","","cgg_idle_def","100311","","3","","0.2","104031","104","1"
"","","cgg_idle_normal","1","","3","","0.2","104032","104","1"
"","","cgg_idle_anger","100111","","3","","0.2","104033","104","1"
"","","17","100111","","12","","0.2","104034","104","1.4"
"","","0","3","","93","","","104035","104",""
"","","cgg_idle_def","100111","","3","","0.2","104036","104","1"
"","","cgg_idle_bitter4","100311","","3","","0.2","104037","104","1"
"","","2","100311","","12","","0.2","104038","104","1.4"
"","","0","3","","93","","","104039","104",""
"","","cgg_idle_def","100311","","3","","0.2","104040","104","1"
"","","cgg_idle_surprise2","1","","3","","0.2","104041","104","1"
"","","1","1","","12","","0.2","104042","104","1.4"
"","","0","3","","93","","","104043","104",""
"","","0","104032","","101","","","104044","104",""
"","","0.5","0","","22","","","104045","104",""
"","0","1","1","0","6","1","0.1","104046","104","1"
"","0","1","100111","0","6","1","0.1","104047","104","1"
"","0","1","100311","0","6","1","0.1","104048","104","1"
"","","0","0.1","","93","","","104049","104",""
"","","cgg_idle_normal","1","","3","","0","104050","104","1"
"","","cgg_idle_def","100111","","3","","0","104051","104","1"
"","","cgg_idle_def","100311","","3","","0","104052","104","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","105001","105","100"
"cgg_idle_def","-230","100211","1","1","1","375","1.6","105002","105","100"
"cgg_idle_def","-230","105811","1","1","1","490","1.6","105003","105","101"
"","1","1","1","0","6","1","0.1","105004","105","1"
"","1","1","100211","0","6","1","0.1","105005","105","1"
"","1","1","105811","0","6","1","0.1","105006","105","1"
"","","0","0.2","","93","","","105007","105",""
"","","vo_minigame_1007_top_talk_5_009","vo_minigame_1007","","21","0","","105008","105","0"
"0","0","因為周邊有很多種類，\n在集齊所有種類之前，\n我們要加油喔！","100211","0","11","0","0","105009","105","6"
"","","cgg_idle_reaction1","1","","3","","0.2","105010","105","1"
"","","cgg_talk_normal","100211","","3","","0.2","105011","105","1"
"","","0","2.4","","93","","","105012","105",""
"","","cgg_talk_joy3","100211","","3","","0.2","105013","105","1"
"","","0","1.1","","93","","","105014","105",""
"","1","cgg_talk_handsup","1","0.2","3","cgg_idle_reaction1","0.2","105015","105","0"
"","","","105009","","91","","","105016","105",""
"","","cgg_idle_def","100211","","3","","0.2","105017","105","1"
"","","vo_minigame_1007_top_talk_5_010","vo_minigame_1007","","21","0","","105018","105","0"
"0","0","蒐集到的周邊能裝飾\n在櫃子上，之後再來\n仔細鑑賞喔♪\n太讚了吧☆","105811","0","11","0","0","105019","105","6"
"","0","cgg_talk_arm_crossed","1","0","3","cgg_idle_arm_crossed","0.2","105020","105","0"
"","","cgg_talk_joy1","105811","","3","","0.2","105021","105","1"
"","","0","5","","93","","","105022","105",""
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","105023","105","0"
"","1","cgg_jump_def_N","105811","0.2","3","cgg_idle_def","0.2","105024","105","0"
"","","","105019","","91","","","105025","105",""
"","","0","0.5","","93","","","105026","105",""
"","","cgg_idle_normal","1","","3","","0.2","105027","105","1"
"","","cgg_talk_joy3","100211","","3","","0.2","105028","105","1"
"","","10","100211","","12","","0.2","105029","105","1.4"
"","","0","3","","93","","","105030","105",""
"","","cgg_idle_def","100211","","3","","0.2","105031","105","1"
"","1","cgg_talk_guts_anger","105811","0","3","cgg_idle_guts_anger","0.2","105032","105","0"
"","","4","105811","","12","","0.2","105033","105","1.4"
"","","0","3","","93","","","105034","105",""
"","","cgg_idle_def","105811","","3","","0.2","105035","105","1"
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","105036","105","0"
"","","7","1","","12","","0.2","105037","105","1.4"
"","","0","3","","93","","","105038","105",""
"","","0","105027","","101","","","105039","105",""
"","","0.5","0","","22","","","105040","105",""
"","0","1","1","0","6","1","0.1","105041","105","1"
"","0","1","100211","0","6","1","0.1","105042","105","1"
"","0","1","105811","0","6","1","0.1","105043","105","1"
"","","0","0.1","","93","","","105044","105",""
"","","cgg_idle_normal","1","","3","","0","105045","105","1"
"","","cgg_idle_def","100211","","3","","0","105046","105","1"
"","","cgg_idle_def","105811","","3","","0","105047","105","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","106001","106","100"
"cgg_idle_def","-230","110911","1","1","1","420","1.6","106002","106","100"
"","1","1","1","0","6","1","0.1","106003","106","1"
"","1","1","110911","0","6","1","0.1","106004","106","1"
"","","0","0.2","","93","","","106005","106",""
"","","vo_minigame_1007_top_talk_6_011","vo_minigame_1007","","21","0","","106006","106","0"
"0","0","咦……騙人的吧，\n學長……你居然還沒\n完全收齊慈樂之音的\n周邊，太扯了吧。","110911","0","11","0","0","106007","106","5"
"","","cgg_idle_reaction2","1","","3","","0.2","106008","106","1"
"","","cgg_shock","110911","","3","","0.2","106009","106","0"
"","","0","1","","93","","","106010","106",""
"","","cgg_idle_bitter2","110911","","3","","0.2","106011","106","1"
"","","0","4.2","","93","","","106012","106",""
"","1","cgg_shock","1","0","3","cgg_idle_shock","0.2","106013","106","0"
"","","","106007","","91","","","106014","106",""
"","","vo_minigame_1007_top_talk_6_012","vo_minigame_1007","","21","0","","106015","106","0"
"0","0","請你差不多一點，\n既然有空悠哉地和\n一般美少女聊天，\n還不趕快繼續抽啊！","110911","0","11","0","0","106016","106","5"
"","1","cgg_talk_tsun_pain","110911","0","3","","0.2","106017","106","1"
"","","0","0.7","","93","","","106018","106",""
"","1","cgg_surprise2","1","0","3","cgg_idle_surprise2","0.2","106019","106","0"
"","","0","1.3","","93","","","106020","106",""
"","1","cgg_talk_joy1_sad","110911","0","3","","0.2","106021","106","1"
"","","0","3","","93","","","106022","106",""
"","1","cgg_talk_guts_anger","110911","","3","cgg_idle_guts_anger","0.2","106023","106","0"
"","","0","0.7","","93","","","106024","106",""
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","106025","106","0"
"","","","106016","","91","","","106026","106",""
"","","0","0.5","","93","","","106027","106",""
"","","cgg_idle_def","110911","","3","","0.2","106028","106","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","106029","106","0"
"","","6","1","","12","","0.2","106030","106","1.4"
"","","0","3","","93","","","106031","106",""
"","","cgg_idle_normal","1","","3","","0.2","106032","106","1"
"","1","cgg_talk_guts_anger","110911","0","3","cgg_idle_guts_anger","0.2","106033","106","0"
"","","11","110911","","12","","0.2","106034","106","1.4"
"","","0","3","","93","","","106035","106",""
"","","cgg_idle_def","110911","","3","","0.2","106036","106","1"
"","1","cgg_surprise1","1","0","3","cgg_idle_surprise1","0.2","106037","106","0"
"","","4","1","","12","","0.2","106038","106","1.4"
"","","0","3","","93","","","106039","106",""
"","","cgg_idle_normal","1","","3","","0.2","106040","106","1"
"","","cgg_talk_joy3_blink","110911","","3","","0.2","106041","106","1"
"","","10","110911","","12","","0.2","106042","106","1.4"
"","","0","3","","93","","","106043","106",""
"","","0","106028","","101","","","106044","106",""
"","","0.5","0","","22","","","106045","106",""
"","0","1","1","0","6","1","0.1","106046","106","1"
"","0","1","110911","0","6","1","0.1","106047","106","1"
"","","0","0.1","","93","","","106048","106",""
"","","cgg_idle_normal","1","","3","","0","106049","106","1"
"","","cgg_idle_def","110911","","3","","0","106050","106","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","201001","201","100"
"cgg_idle_def","-230","100411","1","1","1","420","1.6","201002","201","100"
"","1","1","1","0","6","1","0.1","201003","201","1"
"","1","1","100411","0","6","1","0.1","201004","201","1"
"","","0","0.2","","93","","","201005","201",""
"","","vo_minigame_1007_top_talk_7_013","vo_minigame_1007","","21","0","","201006","201","0"
"0","0","那個那個，哥哥！\n你蒐集到差不多\n一半的周邊囉！\n只差一點了呢！","100411","0","11","0","0","201007","201","6"
"","","cgg_idle_reaction2","1","","3","","0.2","201008","201","1"
"","","cgg_talk_joy1_normal","100411","","3","","0.2","201009","201","1"
"","","0","1.3","","93","","","201010","201",""
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","201011","201","0"
"","","cgg_talk_surprise_kira","100411","","3","","0.2","201012","201","1"
"","","0","2.7","","93","","","201013","201",""
"","1","cgg_talk_handsup","1","0.2","3","cgg_idle_reaction1","0.2","201014","201","0"
"","1","cgg_talk_guts","100411","0","3","cgg_idle_guts","0.2","201015","201","0"
"","","","201007","","91","","","201016","201",""
"","","0","0.5","","93","","","201017","201",""
"","","cgg_idle_def","100411","","3","","0.2","201018","201","1"
"","","cgg_idle_surprise3","1","","3","","0.2","201019","201","1"
"","","6","1","","12","","0.2","201020","201","1.4"
"","","0","3","","93","","","201021","201",""
"","","cgg_idle_normal","1","","3","","0.2","201022","201","1"
"","","cgg_talk_surprise_kira","100411","","3","","0.2","201023","201","1"
"","","7","100411","","12","","0.2","201024","201","1.4"
"","","0","3","","93","","","201025","201",""
"","","cgg_idle_def","100411","","3","","0.2","201026","201","1"
"","1","cgg_talk_handsup","1","0","3","cgg_idle_reaction1","0.2","201027","201","0"
"","","11","1","","12","","0.2","201028","201","1.4"
"","","0","3","","93","","","201029","201",""
"","","cgg_idle_normal","1","","3","","0.2","201030","201","1"
"","","cgg_talk_joy1","100411","","3","","0.2","201031","201","1"
"","","10","100411","","12","","0.2","201032","201","1.4"
"","","0","3","","93","","","201033","201",""
"","","0","201018","","101","","","201034","201",""
"","","0.5","0","","22","","","201035","201",""
"","0","1","1","0","6","1","0.1","201036","201","1"
"","0","1","100411","0","6","1","0.1","201037","201","1"
"","","0","0.1","","93","","","201038","201",""
"","","cgg_idle_normal","1","","3","","0","201039","201","1"
"","","cgg_idle_def","100411","","3","","0","201040","201","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","202001","202","100"
"cgg_idle_def","-230","102011","1","1","1","420","1.6","202002","202","100"
"","1","1","1","0","6","1","0.1","202003","202","1"
"","1","1","102011","0","6","1","0.1","202004","202","1"
"","","0","0.2","","93","","","202005","202",""
"","","vo_minigame_1007_top_talk_8_014","vo_minigame_1007","","21","0","","202006","202","0"
"0","0","好厲害喔～♪\n真想看看\n全部收齊的樣子～♪","102011","0","11","0","0","202007","202","4"
"","","cgg_idle_reaction1","1","","3","","0.2","202008","202","1"
"","","cgg_talk_joy3","102011","","3","","0.2","202009","202","1"
"","","0","2","","93","","","202010","202",""
"","","cgg_idle_nod","1","","3","","0.2","202011","202","1"
"","","cgg_talk_wish","102011","","3","","0.2","202012","202","1"
"","","","202007","","91","","","202013","202",""
"","","0","0.5","","93","","","202014","202",""
"","","cgg_idle_def","102011","","3","","0.2","202015","202","1"
"","","cgg_idle_reaction3","1","","3","","0.2","202016","202","1"
"","","6","1","","12","","0.2","202017","202","1.4"
"","","0","3","","93","","","202018","202",""
"","","cgg_idle_normal","1","","3","","0.2","202019","202","1"
"","","cgg_talk_joy1_normal","102011","","3","","0.2","202020","202","1"
"","","11","102011","","12","","0.2","202021","202","1.4"
"","","0","3","","93","","","202022","202",""
"","","cgg_idle_def","102011","","3","","0.2","202023","202","1"
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","202024","202","0"
"","","11","1","","12","","0.2","202025","202","1.4"
"","","0","3","","93","","","202026","202",""
"","","cgg_idle_normal","1","","3","","0.2","202027","202","1"
"","","cgg_talk_joy3","102011","","3","","0.2","202028","202","1"
"","","7","102011","","12","","0.2","202029","202","1.4"
"","","0","3","","93","","","202030","202",""
"","","0","202015","","101","","","202031","202",""
"","","0.5","0","","22","","","202032","202",""
"","0","1","1","0","6","1","0.1","202033","202","1"
"","0","1","102011","0","6","1","0.1","202034","202","1"
"","","0","0.1","","93","","","202035","202",""
"","","cgg_idle_normal","1","","3","","0","202036","202","1"
"","","cgg_idle_def","102011","","3","","0","202037","202","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","203001","203","100"
"cgg_idle_def","-230","103611","1","1","1","420","1.6","203002","203","100"
"","1","1","1","0","6","1","0.1","203003","203","1"
"","1","1","103611","0","6","1","0.1","203004","203","1"
"","","0","0.2","","93","","","203005","203",""
"","","vo_minigame_1007_top_talk_9_015","vo_minigame_1007","","21","0","","203006","203","0"
"0","0","只差一點了呢。\n要是全部集齊，\n我會誇獎你的。\n……請你加油。","103611","0","11","0","0","203007","203","6"
"","1","cgg_talk_arm_crossed","1","0","3","cgg_idle_arm_crossed","0.2","203008","203","0"
"","","cgg_talk_normal","103611","","3","","0.2","203009","203","1"
"","","0","1.9","","93","","","203010","203",""
"","","cgg_idle_surprise1","1","","3","","0.2","203011","203","1"
"","","cgg_talk_joy3_blink","103611","","3","","0.2","203012","203","1"
"","","0","3.1","","93","","","203013","203",""
"","1","cgg_talk_guts2","1","0","3","cgg_idle_guts2","0.2","203014","203","0"
"","","cgg_talk_surprise_dere","103611","","3","","0.2","203015","203","1"
"","","","203007","","91","","","203016","203",""
"","","0","0.5","","93","","","203017","203",""
"","","cgg_idle_def","103611","","3","","0.2","203018","203","1"
"","1","cgg_talk_nod","1","0","3","cgg_idle_nod","0.2","203019","203","0"
"","","6","1","","12","","0.2","203020","203","1.4"
"","","0","3","","93","","","203021","203",""
"","","cgg_idle_normal","1","","3","","0.2","203022","203","1"
"","","cgg_talk_joy1","103611","","3","","0.2","203023","203","1"
"","","10","103611","","12","","0.2","203024","203","1.4"
"","","0","3","","93","","","203025","203",""
"","","cgg_idle_def","103611","","3","","0.2","203026","203","1"
"","1","cgg_talk_guts1","1","0","3","cgg_idle_guts1","0.2","203027","203","0"
"","","4","1","","12","","0.2","203028","203","1.4"
"","","0","3","","93","","","203029","203",""
"","","cgg_idle_normal","1","","3","","0.2","203030","203","1"
"","","cgg_talk_joy3_dere","103611","","3","","0.2","203031","203","1"
"","","7","103611","","12","","0.2","203032","203","1.4"
"","","0","3","","93","","","203033","203",""
"","","0","203018","","101","","","203034","203",""
"","","0.5","0","","22","","","203035","203",""
"","0","1","1","0","6","1","0.1","203036","203","1"
"","0","1","103611","0","6","1","0.1","203037","203","1"
"","","0","0.1","","93","","","203038","203",""
"","","cgg_idle_normal","1","","3","","0","203039","203","1"
"","","cgg_idle_def","103611","","3","","0","203040","203","1"
"cgg_idle_normal","-230","1","1","0","5","-420","160","204001","204","100"
"cgg_idle_def","-230","102811","1","1","1","420","1.6","204002","204","100"
"","1","1","1","0","6","1","0.1","204003","204","1"
"","1","1","102811","0","6","1","0.1","204004","204","1"
"","","0","0.2","","93","","","204005","204",""
"","","vo_minigame_1007_top_talk_10_016","vo_minigame_1007","","21","0","","204006","204","0"
"0","0","你蒐集到這麼多\n周邊了？真厲害……\n我要不要\n也來試試呢？","102811","0","11","0","0","204007","204","6"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","204008","204","0"
"","1","cgg_surprise","102811","0","3","cgg_talk_surprise1","0.2","204009","204","0"
"","","0","2.5","","93","","","204010","204",""
"","","cgg_idle_reaction5","1","","3","","0.2","204011","204","1"
"","","cgg_talk_bitter","102811","","3","","0.2","204012","204","1"
"","","","204007","","91","","","204013","204",""
"","","0","0.5","","93","","","204014","204",""
"","","cgg_idle_def","102811","","3","","0.2","204015","204","1"
"","1","cgg_talk_doya","1","0","3","cgg_idle_doya","0.2","204016","204","0"
"","","6","1","","12","","0.2","204017","204","1.4"
"","","0","3","","93","","","204018","204",""
