3f546282e04c782bb908ab7828831ccb267cf9a717b46dc341c8925744f01038,204db07d5db21782af69426148dd09a7187970cd5543b2486ce45217d0413876,73b28679547213091e50af9b71c364f67a66beab2b78e114e9cef98cbda23391,67431db7fbe1b7ee9bec17de76e66751ea023c3c644d5f6ebd8213d7c9aac217,364ccfc6344d32c93c12bc10fc9bd1cfd5d90452c1657880c0d75d9b4460ec26,6b5ab4301f445479a404f6e8436628629d0ba0b8ea92a5ff9aa2031a2c117968,a1c099a97d88ea2eef22d3b91d18c763fd53bc5a3145cad8467dff60ef1231f8,066a82fdd113d2fed04ed1e369bf1dbce5de47f4d53fdca9c54d8f76c58fcf05,e501824ccd6f86bc3e6d499109d79a6e0432fe14edc32dc1659a71298961ec52,97e7f04df3fa856e2c61016fef863cfeb942be1b1ae569366b5bd52dd4c1203d,6815c490931fa984208602fa273650d0a580b3dc164a8dcd9289c92925585d78,54b8ad813d632bc476cbca19804eeef3bf701da803afbb20b443570823d00986,724a658804d715c50721b8006830c99b901c4263d32c5cbc5b7d6eebea9038c9,68e0c61bec5e5f74263a59c29627115219adcbd06126de0b7b30365436818f54,8050f0176a7898f4590ff0b05dd271993ab8cb0ed54acbe2aee8374acf66c406,152836bacaed3ed492838b0491a5f0dfcd0079d3fa323a4398a69a5d58f96e23,8f5d6ff671301c91ee260bebd9cb50d31e2bdc12c0b4a0abefd0f84f645286e9,88cd5abc87b4256abb7ef04f4cc75d8df548083a32e2f1ae76f54ba7e0534855,30042f660b0ce9e9697ac6dae1d774db9c792b5d10be6b4ff79c1fbbd570b0d5,257140a25457006d5f5ea431c41216dcd72dfba20dcb50d39fa6e44e0a29d8e6,0137380c927b661e59114ab3bcfc5dac4e8d9fc07b8914f55fa97b7cfc01480d,7dc73556171cfac9fa415f14dd8e163f587028c3ba1c1cc4ecce8b575de84707
"1","450","1003","150","1.1","1","-50","101042","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10030105"
"1","-480","1004","250","0.6","1","0","101161","10","-120","0.7","210","-30","101161","bgm_M64","1","1","0","-30","1","0.8","10040101"
"1","-260","1004","0","0.75","1","0","101161","10","-120","1","200","-30","101161","bgm_M64","2","2","0","0","1","1.2","10040102"
"1","-20","1004","100","0.9","1","-30","101161","0","55","1","200","-30","101161","bgm_M64","3","3","-15","-10","1","1.4","10040103"
"1","180","1004","0","0.9","1","-30","101161","0","-30","1","200","-30","101161","bgm_M64","4","4","0","0","1","1.3","10040104"
"1","470","1004","200","0.9","1","-50","101162","0","-60","0.9","250","-30","101162","bgm_M55","5","5","-40","-30","1","1.2","10040105"
"1","-480","1005","250","0.6","1","0","101161","10","-120","0.7","210","-30","101171","bgm_M64","1","1","0","-30","1","0.8","10050101"
"1","-260","1005","0","0.75","1","0","101161","10","-120","1","200","-30","101171","bgm_M64","2","2","0","0","1","1.2","10050102"
"1","-20","1005","100","0.9","1","-30","101161","0","45","1","200","-30","101171","bgm_M64","3","3","-15","-10","1","1.4","10050103"
"1","190","1005","0","0.7","1","0","101161","0","-70","1","200","-30","101171","bgm_M64","4","4","0","0","1","1","10050104"
"1","445","1005","200","1","1","-30","101162","0","-25","1","240","-30","101172","bgm_M55","5","5","-40","0","1","1.3","10050105"
"1","-480","1006","250","0.6","1","0","101161","10","-120","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10060101"
"1","-260","1006","0","0.75","1","0","101161","10","-100","1","200","-30","101191","bgm_M64","2","2","0","0","1","1.2","10060102"
"1","-10","1006","100","0.8","1","0","101161","0","65","1","200","-30","101191","bgm_M64","3","3","-15","-10","1","1.1","10060103"
"1","190","1006","0","0.8","1","0","101161","0","-110","1","200","-30","101191","bgm_M64","4","4","0","0","1","1.2","10060104"
"1","485","1006","270","0.9","1","-50","101162","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1","1.15","10060105"
"1","-480","1007","250","0.6","1","0","101161","10","-120","0.7","210","-30","101201","bgm_M64","1","1","0","-30","1","0.8","10070101"
"1","-260","1007","120","0.9","1","0","101161","10","-120","1","240","-30","101201","bgm_M64","2","2","0","0","1","1.2","10070102"
"1","-10","1007","100","0.8","1","0","101161","0","65","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.1","10070103"
"1","190","1007","100","0.9","1","0","101161","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1.2","10070104"
"1","475","1007","270","1","1","-50","101162","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10070105"
"1","-480","1008","250","0.6","1","0","101161","10","-120","0.7","210","-30","101291","bgm_M64","1","1","0","-30","1","0.8","10080101"
"1","-260","1008","120","0.9","1","0","101161","10","-120","1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10080102"
"1","-40","1008","100","0.8","1","0","101161","0","65","1","200","-30","101291","bgm_M64","3","3","-15","-10","1","1.1","10080103"
"1","150","1008","100","0.9","1","0","101161","0","-110","1.3","200","-30","101291","bgm_M64","4","4","0","0","1","1.3","10080104"
"1","490","1008","45","1.1","1","15","101162","30","-15","1.3","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10080105"
"1","-480","1009","250","0.6","1","0","101161","10","-120","0.7","210","-30","101301","bgm_M64","1","1","0","-30","1","0.8","10090101"
"1","-260","1009","120","0.75","1","0","101161","10","-120","1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10090102"
"1","-50","1009","100","1.55","1","0","101161","0","100","2.2","200","-30","101301","bgm_M64","3","3","-15","-10","1","2.3","10090103"
"1","180","1009","100","1","1","15","101161","0","-100","1.3","200","-30","101301","bgm_M64","4","4","0","0","1","1.3","10090104"
"1","470","1009","200","1","1","-15","101162","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10090105"
"1","-450","1010","170","0.575","1","-25","101161","10","-130","0.9","210","-30","101441","bgm_M64","1","1","0","-30","1","1","10100101"
"1","-250","1010","120","0.75","1","0","101161","10","-120","1","200","-30","101441","bgm_M64","2","2","0","0","1","1.2","10100102"
"1","-10","1010","100","0.8","1","0","101161","0","50","1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.1","10100103"
"1","180","1010","0","0.9","1","-30","101161","0","-100","1","200","-30","101441","bgm_M64","4","4","0","0","1","1.3","10100104"
"1","470","1010","200","0.95","1","-35","101162","10","-70","1.1","270","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10100105"
"1","-450","1011","170","0.575","1","-25","101451","10","-130","0.9","210","-30","101451","bgm_M64","1","1","0","-30","1","1","10110101"
"1","-250","1011","120","0.75","1","0","101451","10","-120","1","200","-30","101451","bgm_M64","2","2","0","0","1","1.2","10110102"
"1","-20","1011","100","0.9","1","-30","101451","0","50","1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.4","10110103"
"1","200","1011","100","0.65","1","20","101451","0","-100","0.8","220","-30","101451","bgm_M64","4","4","0","0","1","0.9","10110104"
"1","510","1011","200","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1","1.55","10110105"
"1","-450","1012","170","0.575","1","-25","101451","10","-130","0.9","210","-30","101561","bgm_M64","1","1","0","-30","1","1","10120101"
"1","-240","1012","120","0.9","1","0","101451","0","-120","1","240","-30","101561","bgm_M64","2","2","0","0","1","1.2","10120102"
"1","-30","1012","100","0.6","1","0","101451","5","60","0.8","200","-30","101561","bgm_M64","3","3","-5","-10","1","0.9","10120103"
"1","180","1012","100","0.9","1","-30","101451","0","-100","1.2","200","-30","101561","bgm_M64","4","4","0","0","1","1.5","10120104"
"1","460","1012","400","1.25","1","-60","101452","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1","1.55","10120105"
"1","-480","1013","250","0.6","1","0","101001","10","-120","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10130101"
"1","-260","1013","0","0.75","1","0","101001","10","-120","1","200","-30","101001","bgm_M64","2","2","0","0","1","1.2","10130102"
"1","-40","1013","100","0.7","1","0","101001","0","0","1","200","-30","101001","bgm_M64","3","3","-13","-10","1","1.1","10130103"
"1","240","1013","0","0.7","1","0","101001","0","-50","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.2","10130104"
"1","480","1013","200","1.2","1","0","101011","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1","1.3","10130105"
"1","-450","1014","170","0.575","1","-25","101041","10","-130","0.9","210","-30","101041","bgm_M64","1","1","0","-30","1","1","10140101"
"1","-250","1014","120","0.75","1","0","101041","10","-120","1","200","-30","101041","bgm_M64","2","2","0","0","1","1.2","10140102"
"1","-50","1014","100","1.55","1","0","101041","0","100","2.2","200","-30","101041","bgm_M64","3","3","-15","-10","1","2.3","10140103"
"1","190","1014","0","0.7","1","0","101041","0","-70","1","200","-30","101041","bgm_M64","4","4","0","0","1","1","10140104"
"1","440","1014","200","1.4","1","0","101042","0","0","1.6","250","-30","101042","bgm_M55","5","5","0","0","1","1.8","10140105"
"1","-470","1015","250","0.6","1","0","101161","10","-125","0.7","210","-30","101041","bgm_M64","1","1","0","-30","1","0.8","10150101"
"1","-210","1015","120","0.75","1","0","101161","10","-95","1","200","-30","101041","bgm_M64","2","2","0","0","1","1.2","10150102"
"1","50","1015","100","0.9","1","-30","101161","0","-120","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.4","10150103"
"1","195","1015","150","0.7","1","43","101162","0","35","1","200","-30","101041","bgm_M64","4","4","0","0","1","1","10150104"
"1","450","1015","150","1.1","1","-50","101161","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10150105"
"1","-480","1016","250","0.6","1","0","101451","10","-120","0.85","210","-30","101161","bgm_M64","1","1","0","0","1","0.8","10160101"
"1","-260","1016","0","0.75","1","0","101451","10","-100","1.1","200","-30","101161","bgm_M64","2","2","0","0","1","1.2","10160102"
"1","-10","1016","100","0.8","1","0","101451","0","65","1","200","-30","101161","bgm_M64","3","3","-15","-10","1","1.1","10160103"
"1","190","1016","0","0.8","1","0","101451","0","-110","0.85","200","-30","101161","bgm_M64","4","4","0","0","1","1","10160104"
"1","485","1016","270","0.9","1","-50","101452","-10","-70","1","280","-30","101162","bgm_M55","5","5","0","-45","1","1.15","10160105"
"1","-480","1017","250","0.6","1","0","101171","10","-120","0.7","210","-30","101171","bgm_M64","1","1","0","-30","1","0.8","10170101"
"1","-260","1017","0","0.6","1","0","101171","10","-120","0.7","240","-30","101171","bgm_M64","2","2","0","0","1","1","10170102"
"1","-10","1017","0","0.9","1","-30","101171","0","65","1","200","-30","101171","bgm_M64","3","3","-15","-10","1","1.4","10170103"
"1","190","1017","100","0.9","1","-30","101171","0","-110","1","200","-30","101171","bgm_M64","4","4","0","0","1","1.3","10170104"
"1","475","1017","270","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10170105"
"1","-480","1018","100","0.6","1","0","101171","10","-120","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10180101"
"1","-260","1018","100","0.75","1","0","101171","10","-100","1","200","-30","101191","bgm_M64","2","2","0","0","1","1.2","10180102"
"1","-10","1018","100","0.6","1","0","101171","5","65","0.8","200","-30","101191","bgm_M64","3","3","-5","-10","1","0.9","10180103"
"1","190","1018","100","0.9","1","0","101171","0","-110","1","200","-30","101191","bgm_M64","4","4","-30","0","1","1.2","10180104"
"1","485","1018","100","1.1","1","-50","101172","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1","1.3","10180105"
"1","-480","1019","100","0.6","1","0","101161","10","-120","0.85","210","-30","101201","bgm_M64","1","1","0","0","1","0.8","10190101"
"1","-260","1019","100","0.75","1","0","101161","10","-120","1.1","240","-30","101201","bgm_M64","2","2","0","0","1","1.2","10190102"
"1","-10","1019","100","0.8","1","0","101161","0","65","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.1","10190103"
"1","190","1019","100","0.7","1","43","101161","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1","10190104"
"1","475","1019","100","1","1","-50","101162","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10190105"
"1","-480","1020","100","0.6","1","0","101161","10","-120","0.85","210","-30","101291","bgm_M64","1","1","0","0","1","0.8","10200101"
"1","-260","1020","100","0.75","1","0","101161","10","-120","1.1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10200102"
"1","-40","1020","100","0.8","1","0","101161","0","65","1","200","-30","101291","bgm_M64","3","3","-15","-10","1","1.1","10200103"
"1","150","1020","100","0.8","1","-30","101161","0","-110","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.5","10200104"
"1","490","1020","100","1.1","1","15","101162","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10200105"
"1","-480","1021","100","0.58","1","0","101161","10","-120","0.7","210","-30","101301","bgm_M64","1","1","0","-30","1","0.8","10210101"
"1","-260","1021","100","0.9","1","0","101161","10","-120","1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10210102"
"1","-50","1021","100","0.93","1","-30","101161","-10","100","1","200","-30","101301","bgm_M64","3","3","0","-10","1","1.4","10210103"
"1","180","1021","100","0.9","1","15","101161","0","-100","1.3","200","-30","101301","bgm_M64","4","4","0","0","1","1.3","10210104"
"1","470","1021","100","1","1","-15","101162","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10210105"
"1","-450","1022","100","0.575","1","0","101161","10","-130","0.85","210","-30","101441","bgm_M64","1","1","0","0","1","0.8","10220101"
"1","-250","1022","100","0.75","1","0","101161","10","-120","1.1","200","-30","101441","bgm_M64","2","2","0","0","1","1.2","10220102"
"1","-10","1022","100","0.8","1","0","101161","0","50","1.1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.2","10220103"
"1","180","1022","100","0.9","1","15","101161","0","-100","1.3","200","-30","101441","bgm_M64","4","4","0","0","1","1.3","10220104"
"1","470","1022","100","0.95","1","-35","101162","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10220105"
"1","-450","1023","100","0.58","1","0","101451","10","-130","0.7","210","-30","101451","bgm_M64","1","1","0","-30","1","0.8","10230101"
"1","-250","1023","100","0.9","1","0","101451","10","-120","1","200","-30","101451","bgm_M64","2","2","0","0","1","1.2","10230102"
"1","-20","1023","100","0.9","1","-30","101451","0","50","1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.4","10230103"
"1","200","1023","100","0.8","1","0","101451","0","-100","0.85","200","-30","101451","bgm_M64","4","4","0","0","1","1","10230104"
"1","510","1023","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1","1.55","10230105"
"1","-450","1024","100","0.58","1","0","101451","10","-130","0.7","210","-30","101561","bgm_M64","1","1","0","-30","1","0.8","10240101"
"1","-240","1024","100","0.75","1","0","101451","0","-120","1.1","240","-30","101561","bgm_M64","2","2","0","0","1","1.2","10240102"
"1","-30","1024","100","0.65","1","0","101451","5","60","1","200","-30","101561","bgm_M64","3","3","-5","-10","1","1.1","10240103"
"1","180","1024","100","0.7","1","0","101451","0","-100","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.2","10240104"
"1","460","1024","400","1.25","1","-60","101452","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1","1.55","10240105"
"1","-480","1025","100","0.58","1","0","101451","10","-120","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10250101"
"1","-260","1025","100","0.75","1","0","101451","10","-120","1.1","200","-30","101001","bgm_M64","2","2","0","0","1","1.2","10250102"
"1","-40","1025","100","0.6","1","0","101451","0","0","0.8","200","-30","101001","bgm_M64","3","3","-13","-10","1","0.9","10250103"
"1","240","1025","100","0.8","1","-30","101451","0","-50","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.5","10250104"
"1","480","1025","100","1.2","1","0","101452","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1","1.3","10250105"
"1","-450","1026","170","0.575","1","-25","101021","10","-130","0.9","210","-30","101021","bgm_M64","1","1","0","-30","1","1","10260101"
"1","-250","1026","120","0.75","1","0","101021","10","-120","1","200","-30","101021","bgm_M64","2","2","0","0","1","1.2","10260102"
"1","-50","1026","100","1.55","1","0","101021","0","100","2.2","200","-30","101021","bgm_M64","3","3","-15","-10","1","2.3","10260103"
"1","190","1026","150","0.7","1","43","101021","0","-70","1","200","-30","101021","bgm_M64","4","4","0","0","1","1","10260104"
"1","440","1026","200","1.4","1","0","101031","0","0","1.6","220","-30","101031","bgm_M55","5","5","0","0","1","1.8","10260105"
"1","-470","1027","250","0.6","1","0","101161","10","-125","0.7","210","-30","101041","bgm_M64","1","1","0","-30","1","0.8","10270101"
"1","-210","1027","120","0.75","1","0","101161","10","-95","1","200","-30","101041","bgm_M64","2","2","0","0","1","1.2","10270102"
"1","50","1027","100","0.75","1","-10","101161","10","-120","1","200","-30","101041","bgm_M64","3","3","-15","-10","1","1.2","10270103"
"1","195","1027","100","0.7","1","20","101162","0","35","1","200","-30","101041","bgm_M64","4","4","0","0","1","1.1","10270104"
"1","450","1027","150","1.1","1.3","-50","101161","0","-55","1.35","210","-30","101042","bgm_M55","5","5","0","0","1","1.8","10270105"
"1","-480","1028","250","0.6","1","0","101161","10","-120","0.85","210","-30","101161","bgm_M64","1","1","0","0","1","0.8","10280101"
"1","-260","1028","0","0.75","1","0","101161","10","-100","1.1","200","-30","101161","bgm_M64","2","2","0","0","1","1.2","10280102"
"1","-10","1028","100","0.65","1","0","101161","5","65","1","200","-30","101161","bgm_M64","3","3","-5","-10","1","1.1","10280103"
"1","190","1028","100","0.9","1","0","101161","0","-110","1.3","200","-30","101161","bgm_M64","4","4","0","0","1","1.35","10280104"
"1","485","1028","270","0.9","1.3","-50","101162","-10","-70","1","280","-30","101162","bgm_M55","5","5","-40","-45","1","1.15","10280105"
"1","-480","1029","250","0.6","1","0","101171","10","-120","0.7","210","-30","101171","bgm_M64","1","1","0","-30","1","0.8","10290101"
"1","-260","1029","0","0.6","1","0","101171","10","-120","0.7","240","-30","101171","bgm_M64","2","2","0","0","1","1","10290102"
"1","-10","1029","0","0.9","1","-30","101171","0","65","1","200","-30","101171","bgm_M64","3","3","-15","-10","1","1.4","10290103"
"1","190","1029","100","0.9","1","-30","101171","0","-110","1","200","-30","101171","bgm_M64","4","4","0","0","1","1.3","10290104"
"1","475","1029","270","1","1","-50","101172","10","-30","1","250","-30","101172","bgm_M55","5","5","-20","0","1","1.45","10290105"
"1","-480","1030","100","0.6","1","0","101171","10","-120","0.7","210","-30","101191","bgm_M64","1","1","0","-30","1","0.8","10300101"
"1","-260","1030","100","0.8","1","0","101171","10","-100","1","200","-30","101191","bgm_M64","2","2","0","0","1","1.2","10300102"
"1","-10","1030","100","0.6","1","0","101171","5","65","0.8","200","-30","101191","bgm_M64","3","3","-5","-10","1","0.9","10300103"
"1","190","1030","100","0.9","1","0","101171","0","-110","1","200","-30","101191","bgm_M64","4","4","0","0","1","1.2","10300104"
"1","485","1030","200","1.1","1","-50","101172","-10","-70","1","280","-30","101192","bgm_M55","5","5","0","-45","1.2","1.3","10300105"
"1","-480","1031","100","0.6","1","0","101161","10","-120","0.85","210","-30","101201","bgm_M64","1","1","0","0","1","0.8","10310101"
"1","-260","1031","100","0.75","1","0","101161","10","-120","1.1","240","-30","101201","bgm_M64","2","2","0","0","1","1.2","10310102"
"1","-10","1031","100","0.8","1","0","101161","0","65","1","200","-30","101201","bgm_M64","3","3","-15","-10","1","1.1","10310103"
"1","190","1031","100","0.7","1","43","101161","0","-110","1","200","-30","101201","bgm_M64","4","4","0","0","1","1","10310104"
"1","475","1031","100","1","1","-50","101162","10","-30","1","250","-30","101202","bgm_M55","5","5","-20","-45","1","1.45","10310105"
"1","-480","1032","100","0.6","1","0","101291","10","-120","0.85","210","-30","101291","bgm_M64","1","1","0","0","1","0.8","10320101"
"1","-260","1032","100","0.75","1","0","101291","10","-120","1.1","240","-30","101291","bgm_M64","2","2","0","0","1","1.2","10320102"
"1","-40","1032","100","0.9","1","0","101291","0","65","1","200","-30","101291","bgm_M64","3","3","-15","-10","1","1.3","10320103"
"1","150","1032","100","0.8","1","-30","101291","0","-110","1","200","-30","101291","bgm_M64","4","4","0","0","1","1.3","10320104"
"1","490","1032","100","1.1","1","15","101292","30","-15","1","230","-30","101292","bgm_M55","5","5","-20","30","1","1.45","10320105"
"1","-480","1033","100","0.58","1","0","101301","10","-120","0.7","210","-30","101301","bgm_M64","1","1","0","-30","1","0.8","10330101"
"1","-260","1033","100","0.9","1","0","101301","10","-120","1","200","-30","101301","bgm_M64","2","2","0","0","1","1.2","10330102"
"1","-50","1033","200","0.93","1","-30","101301","-10","100","1","200","-30","101301","bgm_M64","3","3","0","-10","1","1.4","10330103"
"1","100","1033","100","0.9","1","15","101301","0","-100","1","200","-30","101301","bgm_M64","4","4","0","0","1","1.3","10330104"
"1","470","1033","100","1","1","-15","101302","10","-55","1.1","270","-30","101302","bgm_M55","5","5","-20","-30","1","1.2","10330105"
"1","-450","1034","100","0.575","1","0","101161","10","-130","0.85","210","-30","101441","bgm_M64","1","1","0","0","1","0.8","10340101"
"1","-250","1034","200","0.75","1","0","101161","10","-120","0.7","200","-30","101441","bgm_M64","2","2","0","0","1","1","10340102"
"1","-10","1034","100","0.8","1","0","101161","0","50","1.1","200","-30","101441","bgm_M64","3","3","-15","-10","1","1.2","10340103"
"1","180","1034","150","0.9","1","43","101161","0","-100","1","200","-30","101441","bgm_M64","4","4","0","0","1","1","10340104"
"1","470","1034","100","0.95","1","-35","101162","10","-70","1.1","230","-30","101442","bgm_M55","5","5","-20","-30","1","1.2","10340105"
"1","-450","1035","100","0.58","1","0","101451","10","-130","0.7","210","-30","101451","bgm_M64","1","1","0","-30","1","0.8","10350101"
"1","-250","1035","100","0.9","1","0","101451","10","-120","1","200","-30","101451","bgm_M64","2","2","0","0","1","1.2","10350102"
"1","-20","1035","100","0.9","1","-30","101451","0","50","1","200","-30","101451","bgm_M64","3","3","-15","-10","1","1.4","10350103"
"1","200","1035","100","0.8","1","0","101451","0","-100","0.85","200","-30","101451","bgm_M64","4","4","0","0","1","1","10350104"
"1","510","1035","100","1.25","1","-35","101452","0","-70","1.4","290","-30","101452","bgm_M55","5","5","0","-50","1.2","1.55","10350105"
"1","-450","1036","100","0.58","1","0","101451","10","-130","0.7","210","-30","101561","bgm_M64","1","1","0","-30","1","0.8","10360101"
"1","-240","1036","100","0.75","1","0","101451","0","-120","1.1","240","-30","101561","bgm_M64","2","2","0","0","1","1.2","10360102"
"1","-30","1036","100","0.65","1","0","101451","5","60","1","200","-30","101561","bgm_M64","3","3","-5","-10","1","1.1","10360103"
"1","180","1036","100","1.1","1","0","101451","0","-100","1","200","-30","101561","bgm_M64","4","4","0","0","1","1.2","10360104"
"1","460","1036","400","1.25","1","-60","101452","0","-70","1.35","290","-30","101562","bgm_M55","5","5","0","-50","1.4","1.55","10360105"
"1","-480","1037","100","0.58","1","0","101451","10","-120","0.7","210","-30","101001","bgm_M64","1","1","0","-30","1","0.8","10370101"
"1","-260","1037","100","0.75","1","0","101451","10","-120","1.1","200","-30","101001","bgm_M64","2","2","0","0","1","1.2","10370102"
"1","-40","1037","150","0.6","1","-50","101451","0","0","0.55","200","-30","101001","bgm_M64","3","3","-13","-60","1.4","0.9","10370103"
"1","240","1037","100","0.8","1","-30","101451","0","-50","1","200","-30","101001","bgm_M64","4","4","0","0","1","1.3","10370104"
"1","480","1037","100","1.2","1","0","101452","0","-40","1","250","-30","101011","bgm_M55","5","5","0","0","1.2","1.3","10370105"
"1","-450","1038","170","0.575","1","-25","101021","10","-110","0.9","210","-30","101021","bgm_M64","1","1","0","-30","1","1","10380101"
"1","-250","1038","120","0.75","1","0","101021","10","-120","1","200","-30","101021","bgm_M64","2","2","0","0","1","1.2","10380102"
"1","-50","1038","100","0.8","1","0","101021","0","100","1.1","200","-30","101021","bgm_M64","3","3","-15","-10","1","1.2","10380103"
