7891b6bc22b1df0190525a89ff3991d83bc5f82e0a81f3cbbfd4db6d4df329a6,69fdd66bd548b815fbed51b03a2373c65de50230841fd795dfc4a757fbf5a6ae,71b729e2de03a35a038faa3b9f3993a2c5625b3036316717d81b4668038888bd,0da897029765baa09ce0fb983da02a4495d6d20963fc40fb55cc3b0e227e1fa0,c5e4e3a9522a42b3e4752bc54a9139640deabbacb497847f7d07860138571a3f,af8bec160ad4585c0b303fdc04610d2fd405b7ee88507d7f53e65d6d693e25f5,241af72d4514769b46811baf774e9c6210af724d8e9b4bfcd105897ba264fc5d,b59d682ba7841ca0ecc0d94613701e496afd11705c83a9ca3524a2411917bf49,a2e6ae510a3e6cb73880e07f3eaaba75b7e68fcedb2d7b19e51a4b08675c70de,a31c8f7ad690fc8f07f2a60bf1afa7fd4769a6f7848b41679f9744b879ab53a0,2eb6f55fc0e7d07268069ff21f2d7868eb5f5f6a45c382c79ed9a5517ac9bbcd,67849fbc46d2f3da90054ecd06e877b3a131c81f3740a27f61cc4aedb92f0614,661291617efde53e61d6a71467c7fc78dae86c71f0ad4bacbbc2e8893423b9b6,bccb71ac41ba1a001f0ec671b4f03bd2111e96ecc0aaa2acf9f9196448480098,1f83a7d1ea3fbc63c83de857f817bec44fa51e4414e0eff697826a2331383af7,e5d44e78b0c0d14ed905296a54ff75076193a2ff1fcbe1738b742bf8568dc47d,ceb879ff6f6cf4ba9e0ac84bb470afd248b23b679fbf6449df29bbbb96447617,81ae0efed0b63e6e5715b745f22682d9d7582c32c6b5723f815a145235fbd548,7d478e76d71f54ec04e17f18a6f9cfbf3bfdcdc4eb81b5cb8cb94da14b9f8be6,1937aa598e4a091eb458deb887078ac738d839db19f9ddbcec2bb817a262f8b6,6d64fcb1f6a26f28d48f9838410414f8cd559356582f456df7f16efc0747cdb3,e8b83e71faed6b1c3f91da55884d62a4bc0d9f806e70f3929af651e316edc56c,99641e966f59e9f598d44eeefddce00e03efa374a151ea230c2b69a1b96b7f3f,8e672a654727e4d4a23bb6fc1641622e7ba8173929dd3a78f0b774b5542a73c8,fb4954d6f4b0306bff899d1890da5abf7e684e69b3f61e27f4fd907f1e2e6670,46ebb4e643f473a6932a9f7802ebf2b193c2e760aff500fb20ae32cf67d5e12c,17e3c6f162cfa37037e74df0becc6100847e6ff90f60c869110154503dc51ede,7e5a6006e209e1cb24a847562a81f326edcd6aa5ddeffd2a01e63426f7b79bcc,35574173e1bf76c9bd55980e33aad8cd337de9f2edfb8e09f125dec62f496195,522416dee0a1df8f08fd0e21a14d5ccf00aa54447f7d6d29b013889105589007,f796c6941ad579a13520eb097daa072d22495d250ac8868771da326a2e3f7736,3a1b53f466dd838dff312cc5db67d30aa8ddf0fabf662c22502c6d316b495590,a18e51ff302e482049161b02c5e6cc4fa7f8af1a485d5533418ea04b5917d731,f41978950beea9b5fcaa3aa95a906d9e75b78ed23bb8ec46cd92dab3144d756d,79a72e0cef5f702f0453857b19f142ea7a659aa00d45855cc0840291a4c9adf8,d61e0cf6c5e356bb5972c01edbbb87c9943665dc93257dc137a207adfcf99cf6,493b611f34360f4eb41a2c56e7717cac78f7cd6cdf442447fffd6b741f5b7a7c,06e41e8fd58660833a3d1d4e01eee26b942b8f7019ed2cc9f4dc64137f99758b,2620451f49b0e9bcdb3d00c5d075940851afdae10d30f91d26fb4af288f06f4c
"710071","1","1004203","10070101","1004104","10070102","1004201","1","1004205","401040341","1","1","1.5","1.3","10070105","0","1004204","1007","1001301","1","10070104","100000","401040311","1","10070103","1.3","401040331","1004105","1004102","401040321","401040351","0","13","1004103","1","0.03","1004101","1","1004202"
"710071","1","1004208","10070101","1004109","10070102","1004206","2","1004210","401040391","1.3","-1","2","1.8","10070105","0","1004209","1007","1001303","1.3","10070104","100000","401040361","1","10070103","1.8","401040381","1004110","1004107","401040371","401040401","0","14","1004108","2","0.06","1004106","1","1004207"
"710081","1","1004203","10080101","1004104","10080102","1004201","1","1004205","401040441","1","1","1.5","1.3","10080105","0","1004204","1008","1001301","1","10080104","100000","401040411","1","10080103","1.3","401040431","1004105","1004102","401040421","401040451","0","15","1004103","1","0.03","1004101","1","1004202"
"710081","1","1004208","10080101","1004109","10080102","1004206","2","1004210","401040491","1.3","-1","2","1.8","10080105","0","1004209","1008","1001303","1.3","10080104","100000","401040461","1","10080103","1.8","401040481","1004110","1004107","401040471","401040501","0","16","1004108","2","0.06","1004106","1","1004207"
"710091","1","1004203","10090101","1004104","10090102","1004201","1","1004205","401040541","1","1","1.5","1.3","10090105","0","1004204","1009","1001301","1","10090104","100000","401040511","1","10090103","1.3","401040531","1004105","1004102","401040521","401040551","0","17","1004103","1","0.03","1004101","1","1004202"
"710091","1","1004208","10090101","1004109","10090102","1004206","2","1004210","401040591","1.4","5","2","1.8","10090105","0","1004209","1009","1001303","1.4","10090104","100000","401040561","1","10090103","1.8","401040581","1004110","1004107","401040571","401040601","0","18","1004108","2","0.06","1004106","1","1004207"
"710091","1","1004203","10090101","1004104","10090102","1004201","2","1004205","401040641","2","-1","3","2.5","10090105","0","1004204","1009","1001303","2","10090104","100000","401040611","1","10090103","2.5","401040631","1004105","1004102","401040621","401040651","0","19","1004103","6","0.06","1004101","1","1004202"
"710101","1","1004208","10100101","1004109","10100102","1004206","1","1004210","401011004","1","3","1.5","1.3","10100105","0","1004209","1010","1001301","1","10100104","100000","401011001","1","10100103","1.3","401011003","1004110","1004107","401011002","401011005","0","20","1004108","1","0.03","1004106","1","1004207"
"710101","1","1004203","10100101","1004104","10100102","1004201","2","1004205","401021004","1.4","10","2","1.8","10100105","0","1004204","1010","1001303","1.4","10100104","100000","401021001","1","10100103","1.8","401021003","1004105","1004102","401021002","401021005","0","21","1004103","4","0.06","1004101","1","1004202"
"710101","1","1004208","10100101","1004109","10100102","1004206","2","1004210","401031004","2","-1","3","2.5","10100105","0","1004209","1010","1001303","2","10100104","100000","401031001","1","10100103","2.5","401031003","1004110","1004107","401031002","401031005","0","22","1004108","11","0.06","1004106","1","1004207"
"710111","1","1004203","10110101","1004104","10110102","1004201","1","1004205","401040691","1","1","1.5","1.3","10110105","0","1004204","1011","1001301","1","10110104","100000","401040661","1","10110103","1.3","401040681","1004105","1004102","401040671","401040701","0","23","1004103","1","0.03","1004101","2","1004202"
"710111","1","1004208","10110101","1004109","10110102","1004206","1","1004210","401040691","1","3","1.5","1.3","10110105","0","1004209","1011","1001303","1","10110104","100000","401040661","1","10110103","1.3","401040681","1004110","1004107","401040671","401040701","0","24","1004108","2","0.03","1004106","2","1004207"
"710111","1","1004203","10110101","1004104","10110102","1004201","2","1004205","401040741","1.4","10","2","1.8","10110105","0","1004204","1011","1001303","1.4","10110104","100000","401040711","2","10110103","1.8","401040731","1004105","1004102","401040721","401040751","0","25","1004103","4","0.06","1004101","5","1004202"
"710111","1","1004208","10110101","1004109","10110102","1004206","2","1004210","401040791","2","-1","3","2.5","10110105","0","1004209","1011","1001303","2","10110104","100000","401040761","3","10110103","2.5","401040781","1004110","1004107","401040771","401040801","0","26","1004108","11","0.06","1004106","12","1004207"
"710121","1","1004203","10120101","1004104","10120102","1004201","1","1004205","401040841","1","1","1.5","1.3","10120105","0","1004204","1012","1001301","1","10120104","100000","401040811","1","10120103","1.3","401040831","1004105","1004102","401040821","401040851","0","27","1004103","1","0.03","1004101","2","1004202"
"710121","1","1004208","10120101","1004109","10120102","1004206","1","1004210","401040841","1","3","1.5","1.3","10120105","0","1004209","1012","1001303","1","10120104","100000","401040811","1","10120103","1.3","401040831","1004110","1004107","401040821","401040851","0","28","1004108","2","0.03","1004106","2","1004207"
"710121","1","1004203","10120101","1004104","10120102","1004201","2","1004205","401040891","1.4","10","2","1.8","10120105","0","1004204","1012","1001303","1.4","10120104","100000","401040861","2","10120103","1.8","401040881","1004105","1004102","401040871","401040901","0","29","1004103","4","0.06","1004101","5","1004202"
"710121","1","1004208","10120101","1004109","10120102","1004206","2","1004210","401040941","2","-1","3","2.5","10120105","0","1004209","1012","1001303","2","10120104","100000","401040911","3","10120103","2.5","401040931","1004110","1004107","401040921","401040951","0","30","1004108","11","0.06","1004106","12","1004207"
"710011","1","1004203","10130101","1004104","10130102","1004201","1","1004205","401040991","1","1","1.5","1.3","10130105","0","1004204","1013","1001301","1","10130104","100000","401040961","1","10130103","1.3","401040981","1004105","1004102","401040971","401041001","0","31","1004103","1","0.03","1004101","2","1004202"
"710011","1","1004208","10130101","1004109","10130102","1004206","1","1004210","401040991","1","3","1.5","1.3","10130105","0","1004209","1013","1001303","1","10130104","100000","401040961","1","10130103","1.3","401040981","1004110","1004107","401040971","401041001","0","32","1004108","2","0.03","1004106","2","1004207"
"710011","1","1004203","10130101","1004104","10130102","1004201","2","1004205","401041041","1.4","10","2","1.8","10130105","0","1004204","1013","1001303","1.4","10130104","100000","401041011","2","10130103","1.8","401041031","1004105","1004102","401041021","401041051","0","33","1004103","4","0.06","1004101","5","1004202"
"710011","1","1004208","10130101","1004109","10130102","1004206","2","1004210","401041091","2","-1","3","2.5","10130105","0","1004209","1013","1001303","2","10130104","100000","401041061","3","10130103","2.5","401041081","1004110","1004107","401041071","401041101","0","34","1004108","11","0.06","1004106","12","1004207"
"710021","1","1004203","10140101","1004104","10140102","1004201","1","1004205","401041141","1","1","1.5","1.3","10140105","0","1004204","1014","1001301","1","10140104","100000","401041111","1","10140103","1.3","401041131","1004105","1004102","401041121","401041151","0","35","1004103","1","0.03","1004101","2","1004202"
"710021","1","1004208","10140101","1004109","10140102","1004206","1","1004210","401041141","1","3","1.5","1.3","10140105","0","1004209","1014","1001303","1","10140104","100000","401041111","1","10140103","1.3","401041131","1004110","1004107","401041121","401041151","0","36","1004108","2","0.03","1004106","2","1004207"
"710021","1","1004203","10140101","1004104","10140102","1004201","2","1004205","401041191","1.4","10","2","1.8","10140105","0","1004204","1014","1001303","1.4","10140104","100000","401041161","2","10140103","1.8","401041181","1004105","1004102","401041171","401041201","0","37","1004103","4","0.06","1004101","5","1004202"
"710021","1","1004208","10140101","1004109","10140102","1004206","2","1004210","401041241","2","-1","3","2.5","10140105","0","1004209","1014","1001303","2","10140104","100000","401041211","3","10140103","2.5","401041231","1004110","1004107","401041221","401041251","0","38","1004108","11","0.06","1004106","12","1004207"
"710031","1","1004203","10150101","1004104","10150102","1004201","1","1004205","401041291","1","1","1.5","1.3","10150105","0","1004204","1015","1001301","1","10150104","100000","401041261","1","10150103","1.3","401041281","1004105","1004102","401041271","401041301","0","39","1004103","1","0.03","1004101","2","1004202"
"710031","1","1004208","10150101","1004109","10150102","1004206","1","1004210","401041291","1","3","1.5","1.3","10150105","0","1004209","1015","1001303","1","10150104","100000","401041261","1","10150103","1.3","401041281","1004110","1004107","401041271","401041301","0","40","1004108","2","0.03","1004106","2","1004207"
"710031","1","1004203","10150101","1004104","10150102","1004201","2","1004205","401041341","1.4","10","2","1.8","10150105","0","1004204","1015","1001303","1.4","10150104","100000","401041311","2","10150103","1.8","401041331","1004105","1004102","401041321","401041351","0","41","1004103","4","0.06","1004101","5","1004202"
"710031","1","1004208","10150101","1004109","10150102","1004206","2","1004210","401041391","2","-1","3","2.5","10150105","0","1004209","1015","1001303","2","10150104","100000","401041361","3","10150103","2.5","401041381","1004110","1004107","401041371","401041401","0","42","1004108","11","0.06","1004106","12","1004207"
"710041","1","1004203","10160101","1004104","10160102","1004201","1","1004205","401041441","1","1","1.5","1.3","10160105","0","1004204","1016","1001301","1","10160104","100000","401041411","1","10160103","1.3","401041431","1004105","1004102","401041421","401041451","0","43","1004103","1","0.03","1004101","2","1004202"
"710041","1","1004208","10160101","1004109","10160102","1004206","1","1004210","401041441","1","3","1.5","1.3","10160105","0","1004209","1016","1001303","1","10160104","100000","401041411","1","10160103","1.3","401041431","1004110","1004107","401041421","401041451","0","44","1004108","2","0.03","1004106","2","1004207"
"710041","1","1004208","10160101","1004109","10160102","1004206","2","1004210","401041491","1.4","10","2","1.8","10160105","0","1004209","1016","1001303","1.4","10160104","100000","401041461","2","10160103","1.8","401041481","1004110","1004107","401041471","401041501","0","45","1004108","4","0.06","1004106","5","1004207"
"710041","1","1004208","10160101","1004109","10160102","1004206","2","1004210","401041541","2","-1","3","2.5","10160105","0","1004209","1016","1001303","2","10160104","100000","401041511","3","10160103","2.5","401041531","1004110","1004107","401041521","401041551","0","46","1004108","11","0.06","1004106","12","1004207"
"710051","1","1004203","10170101","1004104","10170102","1004201","1","1004205","401041741","1","1","1.5","1.3","10170105","0","1004204","1017","1001301","1","10170104","100000","401041711","1","10170103","1.3","401041731","1004105","1004102","401041721","401041751","0","47","1004103","1","0.03","1004101","2","1004202"
"710051","1","1004208","10170101","1004109","10170102","1004206","1","1004210","401041741","1","3","1.5","1.3","10170105","0","1004209","1017","1001303","1","10170104","100000","401041711","1","10170103","1.3","401041731","1004110","1004107","401041721","401041751","0","48","1004108","2","0.03","1004106","2","1004207"
"710051","1","1004208","10170101","1004109","10170102","1004206","2","1004210","401041791","1.4","10","2","1.8","10170105","0","1004209","1017","1001303","1.4","10170104","100000","401041761","2","10170103","1.8","401041781","1004110","1004107","401041771","401041801","0","49","1004108","4","0.06","1004106","5","1004207"
"710051","1","1004208","10170101","1004109","10170102","1004206","2","1004210","401041841","2","-1","3","2.5","10170105","0","1004209","1017","1001303","2","10170104","100000","401041811","3","10170103","2.5","401041831","1004110","1004107","401041821","401041851","0","50","1004108","11","0.06","1004106","12","1004207"
"710061","1","1004203","10180101","1004104","10180102","1004201","1","1004205","401041891","1","1","1.5","1.3","10180105","0","1004204","1018","1001301","1","10180104","100000","401041861","1","10180103","1.3","401041881","1004105","1004102","401041871","401041901","0","51","1004103","1","0.03","1004101","2","1004202"
"710061","1","1004208","10180101","1004109","10180102","1004206","1","1004210","401041891","1","3","1.5","1.3","10180105","0","1004209","1018","1001303","1","10180104","100000","401041861","1","10180103","1.3","401041881","1004110","1004107","401041871","401041901","0","52","1004108","2","0.03","1004106","2","1004207"
"710061","1","1004208","10180101","1004109","10180102","1004206","2","1004210","401041941","1.4","10","2","1.8","10180105","0","1004209","1018","1001303","1.4","10180104","100000","401041911","2","10180103","1.8","401041931","1004110","1004107","401041921","401041951","0","53","1004108","4","0.06","1004106","5","1004207"
"710061","1","1004208","10180101","1004109","10180102","1004206","2","1004210","401041991","2","-1","3","2.5","10180105","0","1004209","1018","1001303","2","10180104","100000","401041961","3","10180103","2.5","401041981","1004110","1004107","401041971","401042001","0","54","1004108","11","0.06","1004106","12","1004207"
"710071","1","1004203","10190101","1004104","10190102","1004201","1","1004205","401042191","1","1","1.5","1.3","10190105","0","1004204","1019","1001301","1","10190104","1000000","401042161","1","10190103","1.3","401042181","1004105","1004102","401042171","401042201","0","55","1004103","1","0.03","1004101","2","1004202"
"710071","1","1004208","10190101","1004109","10190102","1004206","1","1004210","401042191","1","3","1.5","1.3","10190105","0","1004209","1019","1001303","1","10190104","1000000","401042161","1","10190103","1.3","401042181","1004110","1004107","401042171","401042201","0","56","1004108","2","0.03","1004106","2","1004207"
"710071","1","1004208","10190101","1004109","10190102","1004206","2","1004210","401042241","1.4","10","2","1.8","10190105","0","1004209","1019","1001303","1.4","10190104","1000000","401042211","2","10190103","1.8","401042231","1004110","1004107","401042221","401042251","0","57","1004108","4","0.06","1004106","5","1004207"
"710071","1","1004208","10190101","1004109","10190102","1004206","2","1004210","401042291","2","-1","3","2.5","10190105","0","1004209","1019","1001303","2","10190104","1000000","401042261","3","10190103","2.5","401042281","1004110","1004107","401042271","401042301","0","58","1004108","11","0.06","1004106","12","1004207"
"710081","1","1004203","10200101","1004104","10200102","1004201","1","1004205","401042491","1","1","1.5","1.3","10200105","0","1004204","1020","1001301","1","10200104","1000000","401042461","1","10200103","1.3","401042481","1004105","1004102","401042471","401042501","0","59","1004103","1","0.03","1004101","2","1004202"
"710081","1","1004208","10200101","1004109","10200102","1004206","1","1004210","401042491","1","3","1.5","1.3","10200105","0","1004209","1020","1001303","1","10200104","1000000","401042461","1","10200103","1.3","401042481","1004110","1004107","401042471","401042501","0","60","1004108","2","0.03","1004106","2","1004207"
"710081","1","1004208","10200101","1004109","10200102","1004206","2","1004210","401042541","1.4","10","2","1.8","10200105","0","1004209","1020","1001303","1.4","10200104","1000000","401042511","2","10200103","1.8","401042531","1004110","1004107","401042521","401042551","0","61","1004108","4","0.06","1004106","5","1004207"
"710081","1","1004208","10200101","1004109","10200102","1004206","2","1004210","401042591","2","-1","3","2.5","10200105","0","1004209","1020","1001303","2","10200104","1000000","401042561","3","10200103","2.5","401042581","1004110","1004107","401042571","401042601","0","62","1004108","11","0.06","1004106","12","1004207"
"710091","1","1004203","10210101","1004104","10210102","1004201","1","1004205","401042791","1.2","1","1.5","1.3","10210105","0","1004204","1021","1001301","1.2","10210104","1000000","401042761","1","10210103","1.4","401042781","1004105","1004102","401042771","401042801","0","63","1004103","1","0.03","1004101","2","1004202"
"710091","1","1004208","10210101","1004109","10210102","1004206","1","1004210","401042791","1.2","3","1.5","1.3","10210105","0","1004209","1021","1001303","1.2","10210104","1000000","401042761","1","10210103","1.4","401042781","1004110","1004107","401042771","401042801","0","64","1004108","2","0.03","1004106","2","1004207"
"710091","1","1004208","10210101","1004109","10210102","1004206","2","1004210","401042841","1.6","10","2","1.8","10210105","0","1004209","1021","1001303","1.6","10210104","1000000","401042811","2","10210103","1.9","401042831","1004110","1004107","401042821","401042851","0","65","1004108","4","0.06","1004106","5","1004207"
"710091","1","1004208","10210101","1004109","10210102","1004206","2","1004210","401042891","2","-1","2.6","2.4","10210105","0","1004209","1021","1001303","2","10210104","1000000","401042861","3","10210103","2.4","401042881","1004110","1004107","401042871","401042901","0","66","1004108","11","0.06","1004106","12","1004207"
"710101","1","1004203","10220101","1004104","10220102","1004201","1","1004205","401043141","1.2","1","1.5","1.3","10220105","0","1004204","1022","1001301","1.2","10220104","1000000","401043111","1","10220103","1.4","401043131","1004105","1004102","401043121","401043151","0","67","1004103","1","0.03","1004101","2","1004202"
"710101","1","1004208","10220101","1004109","10220102","1004206","1","1004210","401043141","1.2","3","1.5","1.3","10220105","0","1004209","1022","1001303","1.2","10220104","1000000","401043111","1","10220103","1.4","401043131","1004110","1004107","401043121","401043151","0","68","1004108","2","0.03","1004106","2","1004207"
"710101","1","1004208","10220101","1004109","10220102","1004206","2","1004210","401043191","1.6","10","2","1.8","10220105","0","1004209","1022","1001303","1.6","10220104","1000000","401043161","2","10220103","1.9","401043181","1004110","1004107","401043171","401043201","0","69","1004108","4","0.06","1004106","5","1004207"
"710101","1","1004208","10220101","1004109","10220102","1004206","2","1004210","401043241","2","-1","2.6","2.4","10220105","0","1004209","1022","1001303","2","10220104","1000000","401043211","3","10220103","2.4","401043231","1004110","1004107","401043221","401043251","0","70","1004108","11","0.06","1004106","12","1004207"
"710111","1","1004203","10230101","1004104","10230102","1004201","1","1004205","401043491","1.2","1","1.5","1.3","10230105","0","1004204","1023","1001301","1.2","10230104","1000000","401043461","1","10230103","1.4","401043481","1004105","1004102","401043471","401043501","0","71","1004103","1","0.03","1004101","2","1004202"
"710111","1","1004208","10230101","1004109","10230102","1004206","1","1004210","401043491","1.2","3","1.5","1.3","10230105","0","1004209","1023","1001303","1.2","10230104","1000000","401043461","1","10230103","1.4","401043481","1004110","1004107","401043471","401043501","0","72","1004108","2","0.03","1004106","2","1004207"
"710111","1","1004208","10230101","1004109","10230102","1004206","2","1004210","401043541","1.6","10","2","1.8","10230105","0","1004209","1023","1001303","1.6","10230104","1000000","401043511","2","10230103","1.9","401043531","1004110","1004107","401043521","401043551","0","73","1004108","4","0.06","1004106","5","1004207"
"710111","1","1004208","10230101","1004109","10230102","1004206","2","1004210","401043591","2","-1","2.6","2.4","10230105","0","1004209","1023","1001303","2","10230104","1000000","401043561","3","10230103","2.4","401043581","1004110","1004107","401043571","401043601","0","74","1004108","11","0.06","1004106","12","1004207"
"710121","1","1004203","10240101","1004104","10240102","1004201","1","1004205","401043791","1.2","1","1.5","1.3","10240105","0","1004204","1024","1001301","1.2","10240104","1000000","401043761","1","10240103","1.4","401043781","1004105","1004102","401043771","401043801","0","75","1004103","1","0.03","1004101","1","1004202"
"710121","1","1004208","10240101","1004109","10240102","1004206","1","1004210","401043791","1.2","3","1.5","1.3","10240105","0","1004209","1024","1001303","1.2","10240104","1000000","401043761","1","10240103","1.4","401043781","1004110","1004107","401043771","401043801","0","76","1004108","2","0.03","1004106","1","1004207"
"710121","1","1004208","10240101","1004109","10240102","1004206","2","1004210","401043841","1.6","10","2","1.8","10240105","0","1004209","1024","1001303","1.6","10240104","1000000","401043811","2","10240103","1.9","401043831","1004110","1004107","401043821","401043851","0","77","1004108","4","0.06","1004106","4","1004207"
"710121","1","1004208","10240101","1004109","10240102","1004206","2","1004210","401043891","2","34","2.6","2.4","10240105","0","1004209","1024","1001303","2","10240104","1000000","401043861","3","10240103","2.4","401043881","1004110","1004107","401043871","401043901","0","78","1004108","11","0.06","1004106","11","1004207"
"710121","1","1004208","10240101","1004109","10240102","1004206","2","1004210","401043941","3.5","-1","4","3.7","10240105","0","1004209","1024","1001303","3.5","10240104","1000000","401043911","4","10240103","3.8","401043931","1004110","1004107","401043921","401043951","0","79","1004108","35","0.06","1004106","35","1004207"
