364f15a25b5781d34abfc2fcde09d0ddecae82880e3b42fecd63758b07911673,faed9b414139019212263346e5e9edf989fdc6dabd265e85f43e614ef9f096ef,a38bd0f669586b96a871b291b27ba74833d130c73c23a143eefaf416ce9a2b86,69ecf0c57fb59046847c25351f5583b478b3f4471f3511a1e122dd6a7ec53beb,bc4a5a553603fb58a5a1edca956a9891ec0836d5c650f9ffbe7de6c38924f7ed,7599365291b8d492697bef388795ed45ebb5641f57c63a191fd043ecadd14fa0,22a6409dffe1ed250f671047f76d308dc349689e533942cf07829ed22736f8e4,9b31320b6cb3202b9004ae3cc17551266016ce4aa079593408d596b419cc6382,d39c52ed3ffaa12fc1fbad838fb23c873d0d5f7cdfa273ae8588cd3f9167b1a2,8e44c2288e5d706943dad60be32bd3758b82071d246e4c9b958f654684fa28e3,d21d475bd7d023acab5a336706ad529229bb6eea6b622d72adbc2592157a883e,f6ab79029bfffcaa229034e58346345e09dd2cb4b361f5dbd0747dabf0ebc671,718c095fd3e9f163b2661a6fba5b5e8561c2bcb01506e50073862ec99ee0fc5c,93464ac6fd632a02666b3cb0f1a9a98488552cd2c619ec4250af16409ae622f5,7544763d2a0a8e768233a54417af964459c03d7bf814d8d1dd892f594d350d05,8ae2050d2ff3009200ac544c43e85b23ccca9893846e585efed48c60e06f1734,3b3f012888afcba929071d33783bfdfff0f0aaf1f0a8d968daf501614c5f127a,533d6d00a174cfbf38d82865b8c6071a548fc7ec28ae5730f44d18c4eddd8b02,de0ff1e197662f8bf4c55020d3d17cda3ed0249c08f4e1b4b6f77a55ba539170,83ac58f3d035bfd0e600f825a83e7cae6152fe85aa168453c60424bb30f4b1aa,dd7aa38d65b351e21611a69cbf914748bd2d74eb5be1337932eefe1366078f35,4baea99f0dd5f111f6b2afc56e9cc7e5b0a8270ed02f85a7a995fe77dc4c210c,2a78018da5e8daa3886ba58da478f7136bf3826c7d4b8df83dd2749736230c58,b934823c1dfdd0a05ca7bb4d6aedc7529b447f061b3798c7ae2b4dcb414c4115,ed2f2920ddcb4cc63d2964d6232a88dbc677c9efe5e6b92c1e439a6f92537b13,3b225e3b438aeb79b679e05a68a2dae8ddcda6728a8474f6f069987b6423838f,ab0d09e12808c982eb32afde8bae71c5d445f2a3ff4524b3920630e9b3d8ccf5,3a49bbd004a07c37d3ad577fadaee2fdf5a81f4cdec281170c8ed578922cea6d
"126101","1001014","105501","123001","101406","13","2","7","126101","103401","100203","100303","14","101402","100003","101401","105301","101406","1001","50","0","0","101402","90","2024/11/02 16:00:00","12","101402","100305"
"108301","1001015","123001","108301","101506","14","2","2","106901","100501","100203","100205","15","101502","100003","101501","103401","101504","1001","50","0","0","101502","90","2024/11/02 16:00:00","9","101506","100101"
"101401","1001016","118501","129001","101606","13","3","14","123001","101401","100203","100303","16","101605","100003","101601","112201","101606","1001","50","18","0","101602","90","2024/11/03 16:00:00","17","101606","100101"
"129001","1001017","123001","129001","101702","13","3","14","101401","108901","100203","100303","17","101702","100003","101701","100501","101706","1001","50","16","0","101702","90","2024/11/03 16:00:00","15","101706","100101"
"120001","1001018","105501","129001","101802","13","3","14","103401","120001","100203","100303","18","101805","100003","101801","123301","101806","1001","50","0","0","101805","90","2024/11/03 16:00:00","19","101802","100101"
"105801","1002001","107501","111801","100101","14","1","0","121001","105801","100203","100303","1","100101","100003","100101","180401","100101","1002","50","0","0","100101","90","2024/12/01 16:00:00","0","100101","100305"
"106001","1002002","106001","127201","100201","13","1","0","180601","121101","100203","100205","2","100201","100003","100201","112001","100201","1002","50","0","0","100201","90","2024/12/01 16:00:00","0","100201","100101"
"105901","1002003","180501","125301","100301","20","1","0","107601","111901","100304","100101","3","100301","100003","100301","105901","100301","1002","50","0","0","100301","90","2024/12/01 16:00:00","0","100301","100102"
"111401","1002004","101201","111401","100401","14","1","0","110301","104601","100202","100302","4","100401","100003","100401","103401","100401","1002","50","0","0","100401","90","2024/12/01 16:00:00","0","100401","100304"
"105401","1002005","129001","100801","100501","13","1","0","106001","105401","100303","100101","5","100501","100003","100501","103401","100501","1002","50","0","0","100501","90","2024/12/01 16:00:00","0","100502","100102"
"106601","1002006","129001","100801","100601","14","1","0","112201","106601","100202","100302","6","100601","100003","100601","101101","100601","1002","50","0","0","100601","90","2024/12/01 16:00:00","0","100602","100304"
"104501","1002007","103401","123001","100701","13","1","1","100501","104501","100202","100205","7","100701","100003","100701","108901","100702","1002","50","0","0","100701","90","2024/12/01 16:00:00","0","100701","100101"
"103401","1002008","123001","108301","100801","14","1","2","101401","103401","100303","100101","8","100801","100003","100801","105501","100801","1002","50","0","0","100801","90","2024/12/01 16:00:00","0","100802","100102"
"100901","1002009","100901","129001","100902","20","1","3","103401","108901","100202","100302","9","100902","100003","100901","128801","100902","1002","50","0","0","100901","90","2024/12/01 16:00:00","0","100902","100303"
"128801","1002010","123001","129001","101006","13","2","6","126101","100701","100302","100101","10","101006","100003","101001","128801","101006","1002","50","0","0","101002","90","2024/12/01 16:00:00","0","101006","100102"
"102201","1002011","102201","112201","101102","14","2","7","103401","105201","100202","100302","11","101102","100003","101101","106601","101105","1002","50","0","0","101102","90","2024/12/01 16:00:00","0","101102","100303"
"112201","1002012","129001","100801","101206","20","2","8","123001","129601","100202","100205","12","101205","100003","101201","112201","101202","1002","50","0","0","101206","90","2024/12/01 16:00:00","1","101206","100101"
"123301","1002013","101101","108301","101305","14","2","9","123501","100501","100302","100101","13","101305","100003","101301","123301","101304","1002","50","0","0","101302","90","2024/12/02 16:00:00","2","101301","100102"
"123001","1002014","118501","129001","101401","13","2","10","106001","101401","100203","100301","14","101406","100003","101401","123001","101406","1002","50","0","0","101402","90","2024/12/02 16:00:00","3","101406","100303"
"129001","1002015","130801","129001","101502","14","2","19","105501","120001","100202","100205","15","101502","100003","101501","103401","101506","1002","50","0","0","101505","90","2024/12/02 16:00:00","0","101506","100101"
"126101","1002016","105501","123001","111606","13","3","15","126101","103401","100305","100302","16","111602","100003","111601","105301","111606","1002","50","0","0","111602","90","2024/12/03 16:00:00","0","111602","100101"
"129601","1002017","110301","129001","111706","14","3","16","129601","120001","100203","100303","17","111701","100003","111701","104901","111706","1002","50","0","0","111705","90","2024/12/03 16:00:00","0","111704","100101"
"108901","1002018","129001","100801","111806","13","3","17","126101","108901","100203","100302","18","111806","100003","111801","130901","111802","1002","50","0","0","111802","90","2024/12/03 16:00:00","19","111806","100101"
"105801","1003001","106001","127201","100101","13","1","0","105901","105801","100203","100303","1","100101","100003","100101","106401","100101","1003","50","0","0","100101","90","2025/01/01 16:00:00","0","100101","100305"
"100101","1003002","122401","100201","100201","14","1","0","122501","100101","100203","100205","2","100201","100003","100201","100301","100201","1003","50","0","0","100201","90","2025/01/01 16:00:00","0","100201","100101"
"104401","1003003","100601","102201","100301","13","1","0","104401","100701","100304","100101","3","100301","100003","100301","103101","100301","1003","50","0","0","100301","90","2025/01/01 16:00:00","0","100301","100102"
"105601","1003004","105101","101301","100401","14","1","0","100901","105601","100202","100302","4","100401","100003","100401","102701","100401","1003","50","0","0","100401","90","2025/01/01 16:00:00","0","100401","100304"
"105301","1003005","105501","100801","100501","13","1","0","103001","104501","100303","100101","5","100501","100003","100501","105301","100501","1003","50","0","0","100501","90","2025/01/01 16:00:00","0","100501","100102"
"118201","1003006","131201","118101","100602","14","1","0","118201","123301","100202","100302","6","100602","100003","100601","126901","100602","1003","50","0","0","100601","90","2025/01/01 16:00:00","0","100602","100304"
"105201","1003007","102201","112201","100701","13","1","14","103401","105201","100202","100205","7","100701","100003","100701","106601","100701","1003","50","0","0","100701","90","2025/01/01 16:00:00","0","100701","100101"
"103401","1003008","123001","180601","100801","13","1","14","112201","103401","100303","100101","8","100801","100003","100801","115001","100801","1003","50","0","0","100801","90","2025/01/01 16:00:00","0","100802","100102"
"120001","1003009","105501","101601","100901","13","1","14","103401","120001","100202","100302","9","100901","100003","100901","119201","100901","1003","50","0","0","100901","90","2025/01/01 16:00:00","20","100901","100303"
"126101","1003010","105501","123001","101006","8","2","1","126101","103401","100302","100101","10","101002","100003","101001","105301","101006","1003","50","0","0","101002","90","2025/01/01 16:00:00","0","101002","100102"
"123001","1003011","123001","129001","101106","9","2","2","129601","108901","100202","100302","11","101102","100003","101101","105501","101106","1003","50","0","0","101102","90","2025/01/01 16:00:00","0","101106","100303"
"108301","1003012","131001","108301","101204","10","2","3","110301","100501","100202","100205","12","101206","100003","101201","127901","101204","1003","50","0","0","101202","90","2025/01/01 16:00:00","0","101206","100101"
"101101","1003013","101101","129001","101306","4","2","5","129701","120001","100302","100101","13","101302","100003","101301","103401","101306","1003","50","0","0","101305","90","2025/01/02 16:00:00","6","101301","100102"
"128801","1003014","110301","106001","101405","6","2","7","180301","128801","100203","100301","14","101402","100003","101401","105401","101401","1003","50","0","0","101406","90","2025/01/02 16:00:00","11","101404","100303"
"129001","1003015","126101","129001","101506","11","2","12","130901","105601","100202","100205","15","101502","100003","101501","106601","101506","1003","50","0","0","101502","90","2025/01/02 16:00:00","4","101506","100101"
"129601","1003016","110301","129001","111606","13","3","17","129601","108901","100302","100305","16","111605","100003","111601","120001","111606","1003","50","0","0","111602","90","2025/01/03 16:00:00","0","111604","100101"
"131101","1003017","100901","123001","111702","14","3","18","103401","131101","100203","100303","17","111705","100003","111701","120001","111706","1003","50","0","0","111706","90","2025/01/03 16:00:00","0","111702","100101"
"129701","1003018","105501","129701","111802","19","3","0","103401","108901","100203","100302","18","111802","100003","111801","100501","111806","1003","50","0","0","111802","90","2025/01/03 16:00:00","0","111802","100101"
"180401","1004001","180601","118601","100101","13","1","0","180501","180401","100203","100303","1","100101","100003","100101","181201","100101","1004","50","0","0","100101","90","2025/02/01 16:00:00","0","100101","100305"
"180101","1004002","180201","129001","100201","14","1","0","123001","180101","100203","100205","2","100201","100003","100201","180301","100201","1004","50","0","0","100201","90","2025/02/01 16:00:00","0","100201","100101"
"180901","1004003","181001","180701","100301","13","1","0","181101","180901","100304","100101","3","100301","100003","100301","180801","100301","1004","50","0","0","100301","90","2025/02/01 16:00:00","0","100301","100102"
"110301","1004004","101601","112201","100401","14","1","0","121101","103301","100202","100302","4","100401","100003","100401","110301","100401","1004","50","0","0","100401","90","2025/02/01 16:00:00","0","100401","100304"
"117301","1004005","106901","104001","100501","13","1","0","110301","105401","100303","100101","5","100501","100003","100501","117301","100501","1004","50","0","0","100501","90","2025/02/01 16:00:00","0","100502","100102"
"101401","1004006","123001","129001","100601","14","1","0","101401","103401","100202","100302","6","100601","100003","100601","101801","100602","1004","50","0","0","100601","90","2025/02/01 16:00:00","0","100602","100304"
"104901","1004007","102601","111001","100701","13","1","14","102801","104901","100202","100205","7","100701","100003","100701","103001","100701","1004","50","0","0","100701","90","2025/02/01 16:00:00","0","100701","100101"
"105201","1004008","102201","112201","100801","13","1","14","103401","105201","100303","100101","8","100801","100003","100801","106601","100801","1004","50","0","0","100801","90","2025/02/01 16:00:00","0","100801","100102"
"115001","1004009","123001","180601","100901","13","1","14","112201","103401","100202","100302","9","100901","100003","100901","115001","100901","1004","50","0","0","100901","90","2025/02/01 16:00:00","20","100902","100303"
"103401","1004010","105501","101601","101002","8","2","1","103401","120001","100302","100101","10","101005","100003","101001","119201","101001","1004","50","0","0","101005","90","2025/02/01 16:00:00","26","101002","100102"
"126101","1004011","126101","129001","101106","9","2","2","130901","105601","100202","100302","11","101102","100003","101101","106601","101106","1004","50","0","0","101102","90","2025/02/01 16:00:00","27","101106","100303"
"129601","1004012","110301","129001","101206","10","2","3","129601","108901","100202","100205","12","101205","100003","101201","120001","101206","1004","50","0","0","101202","90","2025/02/01 16:00:00","28","101204","100101"
"105501","1004013","105501","123001","101302","11","2","29","103401","131101","100302","100101","13","101305","100003","101301","120001","101306","1004","50","0","0","101306","90","2025/02/02 16:00:00","0","101302","100102"
"108901","1004014","105501","129701","101402","12","2","30","103401","108901","100203","100301","14","101402","100003","101401","100501","101406","1004","50","0","0","101402","90","2025/02/02 16:00:00","0","101402","100303"
"123001","1004015","123001","118601","101502","4","2","22","105501","120001","100202","100205","15","101502","100003","101501","103401","101506","1004","50","0","0","101505","90","2025/02/02 16:00:00","0","101506","100101"
"129001","1004016","129001","100801","111606","6","3","24","126101","100501","100302","100305","16","111606","100003","111601","130901","111602","1004","50","0","0","111602","90","2025/02/03 16:00:00","0","111606","100101"
"131701","1004017","123001","180601","111706","7","3","25","131701","108901","100203","100303","17","111701","100003","111701","104901","111705","1004","50","0","0","111702","90","2025/02/03 16:00:00","0","111706","100101"
"118601","1004018","129001","118601","111806","19","3","0","123001","100701","100203","100302","18","111802","100003","111801","103401","111806","1004","50","0","0","111802","90","2025/02/03 16:00:00","0","111806","100101"
"102101","1005001","126501","111401","100101","13","1","0","118201","102101","100203","100303","1","100101","100003","100101","102001","100101","1005","50","0","0","100101","90","2025/03/01 16:00:00","0","100101","100305"
"102301","1005002","107001","118501","100201","14","1","0","129601","102301","100203","100205","2","100201","100003","100201","123301","100201","1005","50","0","0","100201","90","2025/03/01 16:00:00","0","100201","100101"
"104301","1005003","101401","105001","100301","13","1","0","105301","104301","100304","100101","3","100301","100003","100301","103701","100301","1005","50","0","0","100301","90","2025/03/01 16:00:00","0","100301","100102"
"104901","1005004","102601","111001","100401","14","1","0","102801","104901","100202","100302","4","100401","100003","100401","103001","100401","1005","50","0","0","100401","90","2025/03/01 16:00:00","0","100401","100304"
"105201","1005005","102201","112201","100501","13","1","0","103401","105201","100303","100101","5","100501","100003","100501","106601","100501","1005","50","0","0","100501","90","2025/03/01 16:00:00","0","100501","100102"
"115001","1005006","123001","180601","100601","14","1","0","112201","103401","100202","100302","6","100601","100003","100601","115001","100601","1005","50","0","0","100601","90","2025/03/01 16:00:00","0","100602","100304"
"103401","1005007","105501","101601","100701","13","1","14","103401","120001","100202","100205","7","100701","100003","100701","119201","100701","1005","50","0","0","100701","90","2025/03/01 16:00:00","0","100701","100101"
"126101","1005008","126101","129001","100802","13","1","14","130901","105601","100303","100101","8","100801","100003","100801","106601","100802","1005","50","0","0","100801","90","2025/03/01 16:00:00","0","100802","100102"
"110301","1005009","110301","129001","100902","13","1","14","129601","108901","100202","100302","9","100901","100003","100901","120001","100902","1005","50","0","0","100901","90","2025/03/01 16:00:00","20","100901","100303"
"105501","1005010","105501","123001","101002","8","2","1","103401","131101","100302","100101","10","101005","100003","101001","120001","101006","1005","50","0","0","101006","90","2025/03/01 16:00:00","26","101002","100102"
"108901","1005011","105501","129701","101102","9","2","2","103401","108901","100202","100302","11","101102","100003","101101","100501","101106","1005","50","0","0","101102","90","2025/03/01 16:00:00","27","101102","100303"
"123001","1005012","123001","118601","101202","10","2","3","105501","120001","100202","100205","12","101202","100003","101201","103401","101206","1005","50","0","0","101205","90","2025/03/01 16:00:00","28","101206","100101"
"129001","1005013","129001","100801","101306","11","2","29","126101","100501","100302","100101","13","101306","100003","101301","130901","101302","1005","50","0","0","101302","90","2025/03/02 16:00:00","0","101306","100102"
"131701","1005014","123001","180601","101406","12","2","30","131701","108901","100203","100307","14","101401","100003","101401","104901","101405","1005","50","0","0","101402","90","2025/03/02 16:00:00","0","101406","100303"
"100701","1005015","129001","118601","101506","4","2","22","123001","100701","100202","100205","15","101502","100003","101501","103401","101506","1005","50","0","0","101502","90","2025/03/02 16:00:00","0","101506","100101"
"100501","1005016","104801","129001","111602","6","3","24","103401","100501","100302","100305","16","111605","100003","111601","120001","111606","1005","50","0","0","111602","90","2025/03/03 16:00:00","0","111602","100101"
"129601","1005017","129601","129001","111702","7","3","25","105501","108901","100203","100303","17","111701","100003","111701","104901","111706","1005","50","0","0","111702","90","2025/03/03 16:00:00","0","111706","100101"
"118601","1005018","123001","118601","111802","19","3","0","105501","100701","100203","100302","18","111806","100003","111801","130901","111806","1005","50","0","0","111802","90","2025/03/03 16:00:00","0","111806","100101"
"180801","1006001","104001","100801","100101","13","1","0","127701","180801","100203","100303","1","100101","100003","100101","105901","100101","1006","50","0","0","100101","90","2025/04/01 16:00:00","0","100101","100305"
"105401","1006002","100201","111001","100201","14","1","0","101001","105401","100203","100205","2","100201","100003","100201","102501","100201","1006","50","0","0","100201","90","2025/04/01 16:00:00","0","100201","100101"
"103301","1006003","105101","106901","100301","13","1","0","106801","103301","100304","100101","3","100301","100003","100301","103401","100301","1006","50","0","0","100301","90","2025/04/01 16:00:00","0","100301","100102"
"103401","1006004","105501","101601","100401","14","1","0","103401","120001","100202","100302","4","100401","100003","100401","119201","100401","1006","50","0","0","100401","90","2025/04/01 16:00:00","0","100401","100304"
"130901","1006005","126101","129001","100502","13","1","0","130901","105601","100303","100101","5","100501","100003","100501","106601","100502","1006","50","0","0","100501","90","2025/04/01 16:00:00","0","100502","100102"
"110301","1006006","110301","129001","100602","14","1","0","129601","108901","100202","100302","6","100601","100003","100601","120001","100602","1006","50","0","0","100601","90","2025/04/01 16:00:00","0","100601","100304"
"131101","1006007","105501","123001","100701","13","1","14","103401","131101","100202","100205","7","100701","100003","100701","120001","100702","1006","50","0","0","100702","90","2025/04/01 16:00:00","0","100701","100101"
"108901","1006008","105501","129701","100801","13","1","14","103401","108901","100303","100101","8","100801","100003","100801","100501","100802","1006","50","0","0","100801","90","2025/04/01 16:00:00","0","100801","100102"
"105501","1006009","123001","118601","100901","13","1","14","105501","120001","100202","100302","9","100901","100003","100901","103401","100902","1006","50","0","0","100901","90","2025/04/01 16:00:00","20","100902","100303"
"126101","1006010","129001","100801","101006","8","2","1","126101","100501","100302","100101","10","101006","100003","101001","130901","101002","1006","50","0","0","101002","90","2025/04/01 16:00:00","26","101006","100102"
"131701","1006011","123001","180601","101106","9","2","2","131701","108901","100202","100302","11","101101","100003","101101","104901","101105","1006","50","0","0","101102","90","2025/04/01 16:00:00","27","101106","100303"
"100701","1006012","129001","118601","101206","10","2","3","123001","100701","100202","100205","12","101202","100003","101201","103401","101206","1006","50","0","0","101202","90","2025/04/01 16:00:00","28","101206","100101"
"129001","1006013","104801","129001","101302","11","2","29","103401","100501","100302","100101","13","101305","100003","101301","120001","101306","1006","50","0","0","101302","90","2025/04/02 16:00:00","0","101302","100102"
"129601","1006014","129601","129001","101402","12","2","30","105501","108901","100203","100307","14","101401","100003","101401","104901","101406","1006","50","0","0","101402","90","2025/04/02 16:00:00","0","101406","100303"
"123001","1006015","123001","118601","101502","4","2","22","105501","100701","100202","100205","15","101506","100003","101501","130901","101506","1006","50","0","0","101502","90","2025/04/02 16:00:00","0","101506","100101"
"105201","1006016","102201","112201","111602","6","3","24","103401","105201","100302","100305","16","111602","100003","111601","106601","111605","1006","50","0","0","111602","90","2025/04/03 16:00:00","0","111602","100101"
"118501","1006017","118501","129001","111701","7","3","25","106001","101401","100203","100303","17","111706","100003","111701","123001","111706","1006","50","0","0","111702","90","2025/04/03 16:00:00","0","111706","100101"
"118601","1006018","129001","118601","111802","19","3","0","105501","120001","100203","100302","18","111802","100003","111801","103401","111806","1006","50","0","0","111805","90","2025/04/03 16:00:00","0","111806","100101"
