6654eb42e240a308f84291747b521c4c1315654f8fbdc17520507b7b7b78486c,c0ff582646ef57c0cbb46f43594d3fb9335d28434d7ea7f67c9b461c8cb5bc61,32c5bf02d5945bff63809825cd6aea7278c315719dff26c749ce4d4b67996db5,0c5b390a098cd1776c00ef1eca49ae0344605af73a04ed59c9ad5f385115d4eb,94ad4a08d1fe1774ff98d97a1b93b6bfbb7d5c0e72c5cb49f30f93e2272fb3f4,1a7f23e8c8264e556dace7651679878dff279366e0237b4e1996503b0657f840,5f115372acd258242fd2db0c3db68bf36de485c9338ff28538afc242f54e3c04,e3e7077f0e2db422fa69936c43622f695995192f24d6d9350aca391eb29db4a0,6b9c4031df6e39fb8233ff75a028eb6db785661789923a543a2a3485a9765969,aee04b73c405f623f6ffa89351d2ddac275b2525c49e4b1f911098670a851a03,b8a79faddcada59ca7dbe60483afc2a3c4b70608c9354af6cdcee74eaeadf5c0,c4fcdd3dd189e8d4c0bb77fa5d0a21d23abc38de27f423b7f5890577117d34c2,d3f4ec15f24cf8a72b23e3de7313804bd473c00371b23742e15f9409543b270b,9ebec54d326d3663565c2a185265aeb3d09ba485b054797e5fd35da0e8182c83,777a78474b52b0bc54510c94f852687826aa34dbcef3e020cb5432a1feec89eb
"731","0","2","0","7313","2023/04/28 05:00:00","2","2816","200","0","-266","73","7311","7312","0"
"741","0","2","0","7413","2023/04/29 05:00:00","2","2816","200","0","-295","74","7411","7412","0"
"751","0","2","0","7513","2023/04/30 05:00:00","2","2816","200","0","-360","75","7511","7512","1"
"761","0","3","0","7613","2023/05/01 05:00:00","1","2816","100","0","344","76","7611","7612","0"
"771","0","3","0","7713","2023/05/02 05:00:00","1","2816","100","0","306","77","7711","7712","0"
"781","0","3","0","7813","2023/05/03 05:00:00","1","2816","100","0","390","78","7811","7812","0"
"791","0","3","0","7913","2023/05/04 05:00:00","1","2816","100","0","267","79","7911","7912","0"
"801","9104403","3","0","8013","2023/05/05 05:00:00","1","2816","100","104401","254","80","8011","8012","0"
"811","0","3","0","8113","2023/05/06 05:00:00","1","2816","100","0","230","81","8111","8112","0"
"821","0","3","0","8213","2023/05/07 05:00:00","1","2816","100","0","192","82","8211","8212","0"
"831","0","3","0","8313","2023/05/08 05:00:00","1","2816","100","0","284","83","8311","8312","0"
"841","0","3","0","8413","2023/05/09 05:00:00","1","2816","100","0","153","84","8411","8412","0"
"851","9102303","3","0","8513","2023/05/10 05:00:00","1","2816","100","102301","0","85","8511","8512","0"
"861","9105903","3","0","8613","2023/05/11 05:00:00","1","2816","100","105901","-207","86","8611","8612","0"
"871","0","3","0","8713","2023/05/12 05:00:00","1","2816","100","0","116","87","8711","8712","0"
"881","0","3","0","8813","2023/05/13 05:00:00","1","2816","100","0","78","88","8811","8812","0"
"891","0","3","0","8913","2023/05/14 05:00:00","1","2816","100","0","173","89","8911","8912","0"
"901","0","3","0","9013","2023/05/15 05:00:00","1","2816","100","0","145","90","9011","9012","0"
"911","0","3","0","9113","2023/05/16 05:00:00","1","2816","100","0","40","91","9111","9112","0"
"921","0","3","0","9213","2023/05/17 05:00:00","1","2816","100","0","0","92","9211","9212","0"
"931","0","3","0","9313","2023/05/18 05:00:00","1","2816","100","0","-36","93","9311","9312","0"
"941","0","3","0","9413","2023/05/19 05:00:00","1","2816","100","0","-75","94","9411","9412","0"
"951","0","3","0","9513","2023/05/20 05:00:00","1","2816","100","0","-111","95","9511","9512","0"
"961","0","3","0","9613","2023/05/21 05:00:00","1","2816","100","0","-113","96","9611","9612","0"
"971","0","3","0","9713","2023/05/22 05:00:00","1","2816","100","0","-150","97","9711","9712","0"
"981","0","3","0","9813","2023/05/23 05:00:00","1","2816","100","0","-226","98","9811","9812","0"
"991","0","3","0","9913","2023/05/24 05:00:00","1","2816","100","0","0","99","9911","9912","0"
"1001","0","3","0","10013","2023/05/25 05:00:00","1","2816","100","0","-70","100","10011","10012","0"
"1011","0","3","0","10113","2023/05/26 05:00:00","1","2816","100","0","-171","101","10111","10112","0"
"1021","0","3","0","10213","2023/05/27 05:00:00","1","2816","100","0","-263","102","10211","10212","0"
"1031","0","3","0","10313","2023/05/28 05:00:00","1","2816","100","0","-302","103","10311","10312","0"
"1041","0","3","0","10413","2023/05/29 05:00:00","1","2816","100","0","-245","104","10411","10412","0"
"1051","0","3","0","10513","2023/05/30 05:00:00","1","2816","100","0","-318","105","10511","10512","0"
"1061","0","3","0","10613","2023/05/31 05:00:00","1","2816","100","0","-348","106","10611","10612","1"
"1071","0","4","0","10713","2023/06/01 05:00:00","0","2816","300","0","328","107","10711","10712","0"
"1081","0","4","0","10813","2023/06/02 05:00:00","0","2816","300","0","287","108","10811","10812","0"
"1091","9104203","4","0","10913","2023/06/03 05:00:00","0","2816","300","104201","220","109","10911","10912","0"
"1101","0","4","0","11013","2023/06/04 05:00:00","0","2816","300","0","360","110","11011","11012","0"
"1111","0","4","0","11113","2023/06/05 05:00:00","0","2816","300","0","324","111","11111","11112","0"
"1121","9104003","4","0","11213","2023/06/06 05:00:00","0","2816","300","104001","110","112","11211","11212","0"
"1131","0","4","0","11313","2023/06/07 05:00:00","0","2816","300","0","246","113","11311","11312","0"
"1141","0","4","0","11413","2023/06/08 05:00:00","0","2816","300","0","205","114","11411","11412","0"
"1151","9102103","4","0","11513","2023/06/09 05:00:00","0","2816","300","102101","-70","115","11511","11512","0"
"1161","0","4","0","11613","2023/06/10 05:00:00","0","2816","300","0","334","116","11611","11612","0"
"1171","0","4","0","11713","2023/06/11 05:00:00","0","2816","300","0","280","117","11711","11712","0"
"1181","0","4","0","11813","2023/06/12 05:00:00","0","2816","300","0","164","118","11811","11812","0"
"1191","0","4","0","11913","2023/06/13 05:00:00","0","2816","300","0","123","119","11911","11912","0"
"1201","0","4","0","12013","2023/06/14 05:00:00","0","2816","300","0","82","120","12011","12012","0"
"1211","0","4","0","12113","2023/06/15 05:00:00","0","2816","300","0","122","121","12111","12112","0"
"1221","0","4","0","12213","2023/06/16 05:00:00","0","2816","300","0","92","122","12211","12212","0"
"1231","9106303","4","0","12313","2023/06/17 05:00:00","0","2816","300","106301","-100","123","12311","12312","0"
"1241","0","4","0","12413","2023/06/18 05:00:00","0","2816","300","0","41","124","12411","12412","0"
"1251","0","4","0","12513","2023/06/19 05:00:00","0","2816","300","0","0","125","12511","12512","0"
"1261","0","4","0","12613","2023/06/20 05:00:00","0","2816","300","0","70","126","12611","12612","0"
"1271","0","4","0","12713","2023/06/21 05:00:00","0","2816","300","0","31","127","12711","12712","0"
"1281","0","4","0","12813","2023/06/22 05:00:00","0","2816","300","0","-41","128","12811","12812","0"
"1291","0","4","0","12913","2023/06/23 05:00:00","0","2816","300","0","-82","129","12911","12912","0"
"1301","0","4","0","13013","2023/06/24 05:00:00","0","2816","300","0","-123","130","13011","13012","0"
"1311","9106503","4","0","13113","2023/06/25 05:00:00","0","2816","300","106501","-180","131","13111","13112","0"
"1321","0","4","0","13213","2023/06/26 05:00:00","0","2816","300","0","-164","132","13211","13212","0"
"1331","0","4","0","13313","2023/06/27 05:00:00","0","2816","300","0","-205","133","13311","13312","0"
"1341","0","4","0","13413","2023/06/28 05:00:00","0","2816","300","0","-246","134","13411","13412","0"
"1351","0","4","0","13513","2023/06/29 05:00:00","0","2816","300","0","-287","135","13511","13512","0"
"1361","0","4","0","13613","2023/06/30 05:00:00","0","2816","300","0","-370","136","13611","13612","1"
"1371","0","5","0","13713","2023/07/01 05:00:00","3","2816","400","0","357","137","13711","13712","0"
"1381","0","5","0","13813","2023/07/02 05:00:00","3","2816","400","0","319","138","13811","13812","0"
"1391","0","5","0","13913","2023/07/03 05:00:00","3","2816","400","0","330","139","13911","13912","0"
"1401","0","5","0","14013","2023/07/04 05:00:00","3","2816","400","0","305","140","14011","14012","0"
"1411","9100903","5","0","14113","2023/07/05 05:00:00","3","2816","400","100901","310","141","14111","14112","0"
"1421","0","5","0","14213","2023/07/06 05:00:00","3","2816","400","0","282","142","14211","14212","0"
"1431","9101703","5","0","14313","2023/07/07 05:00:00","3","2816","400","101701","133","143","14311","14312","0"
"1441","0","5","0","14413","2023/07/08 05:00:00","3","2816","400","0","246","144","14411","14412","0"
"1451","0","5","0","14513","2023/07/09 05:00:00","3","2816","400","0","209","145","14511","14512","0"
"1461","0","5","0","14613","2023/07/10 05:00:00","3","2816","400","0","172","146","14611","14612","0"
"1471","9105603","5","0","14713","2023/07/11 05:00:00","3","2816","400","105601","129","147","14711","14712","0"
"1481","0","5","0","14813","2023/07/12 05:00:00","3","2816","400","0","134","148","14811","14812","0"
"1491","0","5","0","14913","2023/07/13 05:00:00","3","2816","400","0","97","149","14911","14912","0"
"1501","0","5","0","15013","2023/07/14 05:00:00","3","2816","400","0","60","150","15011","15012","0"
"1511","0","5","0","15113","2023/07/15 05:00:00","3","2816","400","0","22","151","15111","15112","0"
"1521","0","5","0","15213","2023/07/16 05:00:00","3","2816","400","0","-12","152","15211","15212","0"
"1531","0","5","0","15313","2023/07/17 05:00:00","3","2816","400","0","-49","153","15311","15312","0"
"1541","0","5","0","15413","2023/07/18 05:00:00","3","2816","400","0","-86","154","15411","15412","0"
"1551","0","5","0","15513","2023/07/19 05:00:00","3","2816","400","0","-29","155","15511","15512","0"
"1561","0","5","0","15613","2023/07/20 05:00:00","3","2816","400","0","-55","156","15611","15612","0"
"1571","0","5","0","15713","2023/07/21 05:00:00","3","2816","400","0","-124","157","15711","15712","0"
"1581","0","5","0","15813","2023/07/22 05:00:00","3","2816","400","0","-161","158","15811","15812","0"
"1591","0","5","0","15913","2023/07/23 05:00:00","3","2816","400","0","-199","159","15911","15912","0"
"1601","0","5","0","16013","2023/07/24 05:00:00","3","2816","400","0","-235","160","16011","16012","0"
"1611","9106803","5","0","16113","2023/07/25 05:00:00","3","2816","400","106801","0","161","16111","16112","0"
"1621","0","5","0","16213","2023/07/26 05:00:00","3","2816","400","0","-272","162","16211","16212","0"
"1631","0","5","0","16313","2023/07/27 05:00:00","3","2816","400","0","-309","163","16311","16312","0"
"1641","9105303","5","0","16413","2023/07/28 05:00:00","3","2816","400","105301","-172","164","16411","16412","0"
"1651","0","5","0","16513","2023/07/29 05:00:00","3","2816","400","0","-299","165","16511","16512","0"
"1661","9102703","5","0","16613","2023/07/30 05:00:00","3","2816","400","102701","-233","166","16611","16612","0"
"1671","0","5","0","16713","2023/07/31 05:00:00","3","2816","400","0","-356","167","16711","16712","1"
"1681","0","6","0","16813","2023/08/01 05:00:00","3","2816","400","0","306","168","16811","16812","0"
"1691","0","6","0","16913","2023/08/02 05:00:00","3","2816","400","0","226","169","16911","16912","0"
"1701","0","6","0","17013","2023/08/03 05:00:00","3","2816","400","0","146","170","17011","17012","0"
"1711","0","6","0","17113","2023/08/04 05:00:00","3","2816","400","0","66","171","17111","17112","0"
"1721","0","6","0","17213","2023/08/05 05:00:00","3","2816","400","0","-14","172","17211","17212","0"
"1731","0","6","0","17313","2023/08/06 05:00:00","3","2816","400","0","-94","173","17311","17312","0"
"1741","9110803","6","0","17413","2023/08/07 05:00:00","3","2816","400","110801","270","174","17411","17412","0"
"1751","0","6","0","17513","2023/08/08 05:00:00","3","2816","400","0","-174","175","17511","17512","0"
"1761","9104303","6","0","17613","2023/08/09 05:00:00","3","2816","400","104301","55","176","17611","17612","0"
"1771","9100403","6","0","17713","2023/08/10 05:00:00","3","2816","400","100401","50","177","17711","17712","0"
"1781","9103703","6","0","17813","2023/08/11 05:00:00","3","2816","400","103701","-120","178","17811","17812","0"
"1782","9106103","6","0","17823","2023/08/11 05:00:00","3","2816","400","106101","-210","179","17821","17822","0"
"1791","0","6","0","17913","2023/08/12 05:00:00","3","2816","400","0","-254","180","17911","17912","0"
"1801","0","6","0","18013","2023/08/13 05:00:00","3","2816","400","0","-369","181","18011","18012","1"
"1811","9101803","7","0","18113","2023/08/14 05:00:00","3","2816","400","101801","295","182","18111","18112","0"
"1821","0","7","0","18213","2023/08/15 05:00:00","3","2816","400","0","326","183","18211","18212","0"
"1831","0","7","0","18313","2023/08/16 05:00:00","3","2816","400","0","271","184","18311","18312","0"
"1841","0","7","0","18413","2023/08/17 05:00:00","3","2816","400","0","216","185","18411","18412","0"
"1851","0","7","0","18513","2023/08/18 05:00:00","3","2816","400","0","161","186","18511","18512","0"
"1861","0","7","0","18613","2023/08/19 05:00:00","3","2816","400","0","106","187","18611","18612","0"
"1871","0","7","0","18713","2023/08/20 05:00:00","3","2816","400","0","51","188","18711","18712","0"
"1881","9101303","7","0","18813","2023/08/21 05:00:00","3","2816","400","101301","150","189","18811","18812","0"
"1891","0","7","0","18913","2023/08/22 05:00:00","3","2816","400","0","-4","190","18911","18912","0"
"1901","0","7","0","19013","2023/08/23 05:00:00","3","2816","400","0","-59","191","19011","19012","0"
"1911","0","7","0","19113","2023/08/24 05:00:00","3","2816","400","0","-114","192","19111","19112","0"
"1921","9101103","7","0","19213","2023/08/25 05:00:00","3","2816","400","101101","5","193","19211","19212","0"
"1931","0","7","0","19313","2023/08/26 05:00:00","3","2816","400","0","-169","194","19311","19312","0"
"1941","9100103","7","0","19413","2023/08/27 05:00:00","3","2816","400","100101","-130","195","19411","19412","0"
"1951","0","7","0","19513","2023/08/28 05:00:00","3","2816","400","0","-224","196","19511","19512","0"
"1961","0","7","0","19613","2023/08/29 05:00:00","3","2816","400","0","-279","197","19611","19612","0"
"1971","0","7","0","19713","2023/08/30 05:00:00","3","2816","400","0","-369","198","19711","19712","0"
"1981","9103003","7","0","19813","2023/08/31 05:00:00","3","2816","400","103001","-250","199","19811","19812","1"
"1991","0","8","0","19913","2023/09/01 05:00:00","0","2816","500","0","571","200","19911","19912","0"
"2001","9106003","8","0","20013","2023/09/02 05:00:00","0","2816","500","106001","480","201","20011","20012","0"
"2011","0","8","0","20113","2023/09/03 05:00:00","0","2816","500","0","516","202","20111","20112","0"
"2021","0","8","0","20213","2023/09/04 05:00:00","0","2816","500","0","461","203","20211","20212","0"
"2031","9101503","8","0","20313","2023/09/05 05:00:00","0","2816","500","101501","390","204","20311","20312","0"
"2041","0","8","0","20413","2023/09/06 05:00:00","0","2816","500","0","406","205","20411","20412","0"
"2051","9105403","8","0","20513","2023/09/07 05:00:00","0","2816","500","105401","340","206","20511","20512","0"
"2061","0","8","0","20613","2023/09/08 05:00:00","0","2816","500","0","351","207","20611","20612","0"
"2071","0","8","0","20713","2023/09/09 05:00:00","0","2816","500","0","296","208","20711","20712","0"
"2081","0","8","0","20813","2023/09/10 05:00:00","0","2816","500","0","241","209","20811","20812","0"
"2091","0","8","0","20913","2023/09/11 05:00:00","0","2816","500","0","186","210","20911","20912","0"
"2101","9118503","8","0","21013","2023/09/12 05:00:00","0","2816","500","118501","170","211","21011","21012","0"
"2111","0","8","0","21113","2023/09/13 05:00:00","0","2816","500","0","131","212","21111","21112","0"
"2121","0","8","0","21213","2023/09/14 05:00:00","0","2816","500","0","76","213","21211","21212","0"
"2131","9110903","8","0","21313","2023/09/15 05:00:00","0","2816","500","110901","50","214","21311","21312","0"
"2141","0","8","0","21413","2023/09/16 05:00:00","0","2816","500","0","21","215","21411","21412","0"
"2151","0","8","0","21513","2023/09/17 05:00:00","0","2816","500","0","-34","216","21511","21512","0"
"2161","0","8","0","21613","2023/09/18 05:00:00","0","2816","500","0","-89","217","21611","21612","0"
"2171","9118003","8","0","21713","2023/09/19 05:00:00","0","2816","500","118001","-120","218","21711","21712","0"
"2181","0","8","0","21813","2023/09/20 05:00:00","0","2816","500","0","-144","219","21811","21812","0"
"2191","0","8","0","21913","2023/09/21 05:00:00","0","2816","500","0","-199","220","21911","21912","0"
"2201","9101003","8","0","22013","2023/09/22 05:00:00","0","2816","500","101001","-270","221","22011","22012","0"
"2211","0","8","0","22113","2023/09/23 05:00:00","0","2816","500","0","-254","222","22111","22112","0"
"2221","0","8","0","22213","2023/09/24 05:00:00","0","2816","500","0","-309","223","22211","22212","0"
"2231","0","8","0","22313","2023/09/25 05:00:00","0","2816","500","0","-364","224","22311","22312","0"
"2241","0","8","0","22413","2023/09/26 05:00:00","0","2816","500","0","-419","225","22411","22412","0"
"2251","0","8","0","22513","2023/09/27 05:00:00","0","2816","500","0","-474","226","22511","22512","0"
"2261","0","8","0","22613","2023/09/28 05:00:00","0","2816","500","0","-529","227","22611","22612","0"
"2271","9106603","8","0","22713","2023/09/29 05:00:00","0","2816","500","106601","-370","228","22711","22712","0"
"2281","0","8","0","22813","2023/09/30 05:00:00","0","2816","500","0","-579","229","22811","22812","1"
"2291","0","9","0","22913","2023/10/01 05:00:00","0","2816","500","0","383","230","22911","22912","0"
"2301","0","9","0","23013","2023/10/02 05:00:00","0","2816","500","0","339","231","23011","23012","0"
"2311","0","9","0","23113","2023/10/03 05:00:00","0","2816","500","0","296","232","23111","23112","0"
"2321","9102803","9","0","23213","2023/10/04 05:00:00","0","2816","500","102801","290","233","23211","23212","0"
"2331","0","9","0","23313","2023/10/05 05:00:00","0","2816","500","0","253","234","23311","23312","0"
"2341","0","9","0","23413","2023/10/06 05:00:00","0","2816","500","0","210","235","23411","23412","0"
"2351","0","9","0","23513","2023/10/07 05:00:00","0","2816","500","0","167","236","23511","23512","0"
"2361","0","9","0","23613","2023/10/08 05:00:00","0","2816","500","0","200","237","23611","23612","0"
"2371","0","9","0","23713","2023/10/09 05:00:00","0","2816","500","0","180","238","23711","23712","0"
"2381","9100803","9","0","23813","2023/10/10 05:00:00","0","2816","500","100801","130","239","23811","23812","0"
"2391","0","9","0","23913","2023/10/11 05:00:00","0","2816","500","0","125","240","23911","23912","0"
"2401","0","9","0","24013","2023/10/12 05:00:00","0","2816","500","0","83","241","24011","24012","0"
"2411","0","9","0","24113","2023/10/13 05:00:00","0","2816","500","0","100","242","24111","24112","0"
"2421","0","9","0","24213","2023/10/14 05:00:00","0","2816","500","0","80","243","24211","24212","0"
"2431","0","9","0","24313","2023/10/15 05:00:00","0","2816","500","0","41","244","24311","24312","0"
"2441","0","9","0","24413","2023/10/16 05:00:00","0","2816","500","0","-1","245","24411","24412","0"
"2451","0","9","0","24513","2023/10/17 05:00:00","0","2816","500","0","-43","246","24511","24512","0"
"2461","0","9","0","24613","2023/10/18 05:00:00","0","2816","500","0","10","247","24611","24612","0"
"2471","0","9","0","24713","2023/10/19 05:00:00","0","2816","500","0","-10","248","24711","24712","0"
"2481","0","9","0","24813","2023/10/20 05:00:00","0","2816","500","0","-10","249","24811","24812","0"
"2491","0","9","0","24913","2023/10/21 05:00:00","0","2816","500","0","-40","250","24911","24912","0"
"2501","0","9","0","25013","2023/10/22 05:00:00","0","2816","500","0","-85","251","25011","25012","0"
"2511","0","9","0","25113","2023/10/23 05:00:00","0","2816","500","0","-127","252","25111","25112","0"
"2521","9104903","9","0","25213","2023/10/24 05:00:00","0","2816","500","104901","-130","253","25211","25212","0"
"2531","9104703","9","0","25313","2023/10/25 05:00:00","0","2816","500","104701","-270","254","25311","25312","0"
"2541","0","9","0","25413","2023/10/26 05:00:00","0","2816","500","0","-169","255","25411","25412","0"
"2551","0","9","0","25513","2023/10/27 05:00:00","0","2816","500","0","-211","256","25511","25512","0"
"2561","0","9","0","25613","2023/10/28 05:00:00","0","2816","500","0","-253","257","25611","25612","0"
"2571","0","9","0","25713","2023/10/29 05:00:00","0","2816","500","0","-295","258","25711","25712","0"
"2581","0","9","0","25813","2023/10/30 05:00:00","0","2816","500","0","-337","259","25811","25812","0"
"2591","0","9","0","25913","2023/10/31 05:00:00","0","2816","500","0","-379","260","25911","25912","1"
"2601","0","10","0","26013","2023/11/01 05:00:00","0","2816","500","0","600","261","26011","26012","0"
"2611","0","10","0","26113","2023/11/02 05:00:00","0","2816","500","0","560","262","26111","26112","0"
