5c1b05485e0815fd148b27970de119505dfba16e5c23c512298c93f086fafe1d,5baab8496a14171adc2a4d86afe82ed2c1972499464fda2eeab5d22cce970b60,519d00883834063354f68f387e17de2a91b30b6320ad6392156e01b27892ca98,a62ba4b997f27dd0143d60730a1bffe597327549f8fd91db91aa7bfa99c39dc1,030b1f65eed6dea8648ff04dfc18cb0227a20859d1a4d7b5bce931f96bfc283a,2a3c5b796391d31da848c0039bd8d25c35ab1b99793d60ac89db5f24075b6eab,f045942f9591b754a5614b0341b4192d3882146cf7f690dab7371c5618656be7,a5c5b6315d05bf025f110bd828ab660487014fdd6d29eb288f7f236fb89e18c4,2f64a4d80a2fe9e4e69bc43b80130734ce6a4dbff3eff16e8e28a286a1909529,be22df550a1a38a7fd164c33668120022a09de671c6e4f89669cf39ad2f8c2e9,b556e421d75ae0964fd606197b7365e54c456972edd6901b30f7865eb8aae021
"","","32","","","","61027","1","5146061","2",""
"","","37","","","","61028","fade105_in","5146061","2",""
"","","4","","","","61029","0","5146061","106011",""
"","","4","","","","61030","0","5146061","1060",""
"","0.5","3","1","","","61031","sad_idle_dere_shy","5146061","106011",""
"","0.5","3","1","","","61032","sad_idle_dere_shy","5146061","1060",""
"0","","21","0","","","61033","vo_apg_0102","5146061","vo_apg",""
"","0","3","0","","","61034","0102_in","5146061","201",""
"","","93","","","","61035","1","5146061","4.6",""
"","0","3","0","","","61036","0102_mid","5146061","201",""
"","","92","","","","61037","","5146061","",""
"","0","3","0","","","61038","0102_out","5146061","201",""
"","","93","","","","61039","0","5146061","0.2",""
"kyaru_smile_idle","0.2","3","0","","0","61040","kyaru_smile_in","5146061","106011","1"
"kyaru_smile_idle","0.2","3","0","","0","61041","kyaru_smile_in","5146061","1060","1"
"0","","21","0","","","61042","vo_apg_0103","5146061","vo_apg",""
"","0","3","0","","","61043","0103_in","5146061","201",""
"","","93","","","","61044","1","5146061","5.4",""
"","0","3","0","","","61045","0103_mid","5146061","201",""
"","","92","","","","61046","","5146061","",""
"","0","3","0","","","61047","0103_out","5146061","201",""
"","","93","","","","61048","0","5146061","0.2",""
"","","37","","","","61049","fade105_out","5146061","2",""
"","","4","","","","61050","1","5146061","105811",""
"","","4","","","","61051","1","5146061","1058",""
"","0.2","3","1","","","61052","surprise_talk","5146061","105811",""
"","0.2","3","1","","","61053","surprise_talk","5146061","1058",""
"0","","21","0","","","61054","vo_apg_0104","5146061","vo_apg",""
"1","0","11","7","0","0","61055","……小凱留，\n不想被拍進照片嗎……？","5146061","105811","1"
"","","91","","","","61056","","5146061","0",""
"","0.2","3","1","","","61057","surprise_idle_talk1R","5146061","105811",""
"","0.2","3","1","","","61058","surprise_idle_talk1R","5146061","1058",""
"","0.2","3","1","","","61059","kokkoro_surprise_talk","5146061","105911",""
"","0.2","3","1","","","61060","kokkoro_surprise_talk","5146061","1059",""
"0","","21","0","","","61061","vo_apg_0105","5146061","vo_apg",""
"1","0","11","7","0","0","61062","是的，\n看來是這樣沒錯。","5146061","105911","1"
"","","91","","","","61063","","5146061","0",""
"","0.2","3","1","","","61064","kokkoro_idle_normal","5146061","105911",""
"","0.2","3","1","","","61065","kokkoro_idle_normal","5146061","1059",""
"","0.2","3","1","","","61066","idle_normal_talk1R","5146061","105811",""
"","0.2","3","1","","","61067","idle_normal_talk1R","5146061","1058",""
"","","4","","","","61068","0","5146061","105811",""
"","","4","","","","61069","0","5146061","1058",""
"","","4","","","","61070","1","5146061","106011",""
"","","4","","","","61071","1","5146061","1060",""
"cool_talk_sing_shy","0.2","3","0","","0","61072","cool_in_sing_shy","5146061","106011","1"
"cool_talk_sing_shy","0.2","3","0","","0","61073","cool_in_sing_shy","5146061","1060","1"
"0","","21","0","","","61074","vo_apg_0106","5146061","vo_apg",""
"1","0","11","10","0","0","61075","喂，我們快點去搭啦～\n唉～討厭討厭……呵呵呵。","5146061","106011","1"
"","","91","","","","61076","","5146061","0",""
"","","22","","","","61077","0","5146061","0",""
"","0.2","3","1","","","61078","walk_kyapi_shy","5146061","106011",""
"","0.2","3","1","","","61079","walk_kyapi_shy","5146061","1060",""
"","0.2","3","1","","","61080","walk_furimuki","5146061","105811",""
"","0.2","3","1","","","61081","walk_furimuki","5146061","1058",""
"","0.2","3","1","","","61082","kokkoro_walk_surprise","5146061","105911",""
"","0.2","3","1","","","61083","kokkoro_walk_surprise","5146061","1059",""
"2","","2","-278","","","61084","149","5146061","106011","0"
"2","","2","-278","","","61085","149","5146061","1060","0"
"2","","2","-278","","","61086","-54","5146061","105811","0"
"2","","2","-278","","","61087","-54","5146061","1058","0"
"2","","2","-288","","","61088","-214","5146061","105911","0"
"2","","2","-288","","","61089","-214","5146061","1059","0"
"","","93","","","","61090","0","5146061","1",""
"","","37","","","","61091","iris_in","5146061","2",""
"","","93","","","","61092","0","5146061","2",""
"","","23","1","","","61093","se_10055900_coaster_02","5146061","se_10055900",""
"","","32","","","","61094","1","5146061","10",""
"","","122","0.5","","","61095","30","5146061","30",""
"0","","21","0","","","61096","vo_apg_0107","5146061","vo_apg",""
"","0","3","0","","","61097","0107_in","5146061","202",""
"","","93","","","","61098","1","5146061","0.7",""
"","0","3","0","","","61099","0107_mid","5146061","202",""
"","","92","","","","61100","","5146061","",""
"","0","3","0","","","61101","0107_out","5146061","202",""
"","","93","","","","61102","0","5146061","0.2",""
"0","","2","-211","","","61103","0","5146061","202","0"
"","","122","0.5","","","61104","30","5146061","30",""
"0","","21","0","","","61105","vo_apg_0108","5146061","vo_apg",""
"","0","3","0","","","61106","0108_in","5146061","203",""
"","","93","","","","61107","1","5146061","0.8",""
"","0","3","0","","","61108","0108_mid","5146061","203",""
"","","92","","","","61109","","5146061","",""
"","0","3","0","","","61110","0108_out","5146061","203",""
"","","93","","","","61111","0","5146061","0.2",""
"0","","2","16","","","61112","315","5146061","201","0"
"","","122","0.5","","","61113","30","5146061","30",""
"0","","21","0","","","61114","vo_apg_0109","5146061","vo_apg",""
"","0","3","0","","","61115","0109_in","5146061","201",""
"","","93","","","","61116","1","5146061","1.1",""
"","0","3","0","","","61117","0109_mid","5146061","201",""
"","","92","","","","61118","","5146061","",""
"","0","3","0","","","61119","0109_out","5146061","201",""
"","","93","","","","61120","0","5146061","0.2",""
"","","122","0.5","","","61121","30","5146061","30",""
"0","","21","0","","","61122","vo_apg_0110","5146061","vo_apg",""
"","0","3","0","","","61123","0107_in","5146061","202",""
"","0","3","0","","","61124","0108_in","5146061","203",""
"","0","3","0","","","61125","0109_in","5146061","201",""
"","","93","","","","61126","1","5146061","1.1",""
"","0","3","0","","","61127","0107_mid","5146061","202",""
"","0","3","0","","","61128","0108_mid","5146061","203",""
"","0","3","0","","","61129","0109_mid","5146061","201",""
"","","92","","","","61130","","5146061","",""
"","0","3","0","","","61131","0107_out","5146061","202",""
"","0","3","0","","","61132","0108_out","5146061","203",""
"","0","3","0","","","61133","0109_out","5146061","201",""
"","","93","","","","61134","0","5146061","0.2",""
"0","","2","0","","","61135","216","5146061","201","0"
"0","","21","0","","","61136","vo_apg_0111","5146061","vo_apg",""
"","0","3","0","","","61137","0111_in","5146061","201",""
"","","93","","","","61138","1","5146061","1.8",""
"","0","3","0","","","61139","0111_mid","5146061","201",""
"","","92","","","","61140","","5146061","",""
"","0","3","0","","","61141","0111_out","5146061","201",""
"","","93","","","","61142","0","5146061","0.2",""
"","","22","","","","61143","0","5146061","0",""
"","","93","","","","61144","","5146061","0.5",""
"","","32","","","","61145","1","5146061","11",""
"","","23","0","","","61146","se_10055900_camera","5146061","se_10055900",""
"","","93","","","","61147","0","5146061","0.2",""
"","","32","","","","61148","0","5146061","10",""
"","","93","","","","61149","0","5146061","1.8",""
"","","24","","","","61150","0.5","5146061","se_10055900_coaster_02",""
"","","37","","","","61151","iris_out","5146061","2",""
"0","","2","-278","","","61152","129","5146061","106011","0"
"0","","2","-278","","","61153","129","5146061","1060","0"
"0","","2","-278","","","61154","-34","5146061","105811","0"
"0","","2","-278","","","61155","-34","5146061","1058","0"
"0","","2","-288","","","61156","-194","5146061","105911","0"
"0","","2","-288","","","61157","-194","5146061","1059","0"
"","0.2","3","1","","","61158","walk_normal_dere2","5146061","106011",""
"","0.2","3","1","","","61159","walk_normal_dere2","5146061","1060",""
"","0.2","3","1","","","61160","walk_normal_joy","5146061","105811",""
"","0.2","3","1","","","61161","walk_normal_joy","5146061","1058",""
"","0.2","3","1","","","61162","kokkoro_walk_normal_dere","5146061","105911",""
"","0.2","3","1","","","61163","kokkoro_walk_normal_dere","5146061","1059",""
"2","","2","-278","","","61164","290","5146061","106011","0"
"2","","2","-278","","","61165","290","5146061","1060","0"
"2","","2","-278","","","61166","-225","5146061","105811","0"
"2","","2","-278","","","61167","-225","5146061","1058","0"
"2","","2","-288","","","61168","-385","5146061","105911","0"
"2","","2","-288","","","61169","-385","5146061","1059","0"
"","","4","","","","61170","0","5146061","106011",""
"","","4","","","","61171","0","5146061","1060",""
"","","4","","","","61172","1","5146061","105811",""
"","","4","","","","61173","1","5146061","1058",""
"","","4","","","","61174","1","5146061","105911",""
"","","4","","","","61175","1","5146061","1059",""
"","","93","","","","61176","0","5146061","2",""
"","","4","","","","61177","1","5146061","106011",""
"","","4","","","","61178","1","5146061","1060",""
"","","4","","","","61179","0","5146061","105811",""
"","","4","","","","61180","0","5146061","1058",""
"","","4","","","","61181","0","5146061","105911",""
"","","4","","","","61182","0","5146061","1059",""
"","0.2","3","1","","","61183","joy_idle_doya_shy","5146061","106011",""
"","0.2","3","1","","","61184","joy_idle_doya_shy","5146061","1060",""
"","0.2","3","1","","","61185","idle_normal","5146061","105811",""
"","0.2","3","1","","","61186","idle_normal","5146061","1058",""
"","0.2","3","1","","","61187","kokkoro_idle_normal_joy","5146061","105911",""
"","0.2","3","1","","","61188","kokkoro_idle_normal_joy","5146061","1059",""
"","","93","","","","61189","0","5146061","0.3",""
"guts2_talk_joy","0.2","3","0","","0.2","61190","jump_short","5146061","105811","1"
"guts2_talk_joy","0.2","3","0","","0.2","61191","jump_short","5146061","1058","1"
"0","","21","0","","","61192","vo_apg_0112","5146061","vo_apg",""
"1","0","11","9","0","0","61193","哈～♪\n玩得真開心呢──☆","5146061","105811","1"
"","","91","","","","61194","","5146061","0",""
"","0.2","3","1","","","61195","idle_normal","5146061","105811",""
"","0.2","3","1","","","61196","idle_normal","5146061","1058",""
"","0.2","3","1","","","61197","kokkoro_talk_normal","5146061","105911",""
"","0.2","3","1","","","61198","kokkoro_talk_normal","5146061","1059",""
"0","","21","0","","","61199","vo_apg_0113","5146061","vo_apg",""
"1","0","11","8","0","0","61200","各位，\n照片似乎\n已經洗出來了。","5146061","105911","1"
"","","91","","","","61201","","5146061","0",""
"","0.2","3","1","","","61202","kokkoro_idle_normal_joy","5146061","105911",""
"","0.2","3","1","","","61203","kokkoro_idle_normal_joy","5146061","1059",""
"armcrossed_talk_dere_shy","0.2","3","0","","0","61204","armcrossed_in_dere_shy","5146061","106011","1"
"armcrossed_talk_dere_shy","0.2","3","0","","0","61205","armcrossed_in_dere_shy","5146061","1060","1"
"0","","21","0","","","61206","vo_apg_0114","5146061","vo_apg",""
"1","0","11","10","0","0","61207","唉～糟透了。\n……算了，我就姑且\n看一下拍得如何吧♪","5146061","106011","1"
"","","91","","","","61208","","5146061","0",""
"","","22","","","","61209","0","5146061","0",""
"","0.2","3","0","","","61210","armcrossed_idle_anger_lookup","5146061","106011",""
"","0.2","3","0","","","61211","armcrossed_idle_anger_lookup","5146061","1060",""
"","0.2","3","1","","","61212","idle_normal_lookup","5146061","105811",""
"","0.2","3","1","","","61213","idle_normal_lookup","5146061","1058",""
"","0.2","3","1","","","61214","kokkoro_wish_idle_joy_lookup","5146061","105911",""
"","0.2","3","1","","","61215","kokkoro_wish_idle_joy_lookup","5146061","1059",""
"","0","3","0","","","61216","coaster_1_in","5146061","21",""
"","","23","0","","","61217","se_10055900_photo","5146061","se_10055900",""
"","","93","","","","61218","0","5146061","2.3",""
"","0.2","3","1","","","61219","idle_normal_surprise","5146061","105811",""
"","0.2","3","1","","","61220","idle_normal_surprise","5146061","1058",""
"","0.2","3","1","","","61221","kokkoro_idle_normal_surprise","5146061","105911",""
"","0.2","3","1","","","61222","kokkoro_idle_normal_surprise","5146061","1059",""
"pointing_loop_noface","0.2","3","0","","0","61223","pointing_in_noface","5146061","106011","1"
"pointing_loop_kyaru","0.2","3","0","","0","61224","pointing_in_kyaru","5146061","1060","1"
"0","","21","0","","","61225","vo_apg_0115","5146061","vo_apg",""
"1","0","11","8","0","0","61226","呃，這是怎樣啊──！！！\n根本沒拍到我嘛！！？","5146061","106011","1"
"","","93","","","","61227","1","5146061","0.5",""
"","","122","0.5","","","61228","30","5146061","30",""
"","","91","","","","61229","","5146061","61226",""
"","0.2","3","1","","","61230","surprise_talk","5146061","105811",""
"","0.2","3","1","","","61231","surprise_talk","5146061","1058",""
"0","","21","0","","","61232","vo_apg_0116","5146061","vo_apg",""
"1","0","11","7","0","0","61233","……咦？\n小凱留其實\n很想被拍嗎？","5146061","105811","1"
"","","91","","","","61234","","5146061","0",""
"","0.2","3","1","","","61235","idle_normal_talk1R","5146061","105811",""
"","0.2","3","1","","","61236","idle_normal_talk1R","5146061","1058",""
"","0.2","3","1","","","61237","kokkoro_sad_talk","5146061","105911",""
"","0.2","3","1","","","61238","kokkoro_sad_talk","5146061","1059",""
"0","","21","0","","","61239","vo_apg_0117","5146061","vo_apg",""
"1","0","11","8","0","0","61240","在下以為凱留小姐不想被拍，\n就把您遮住了。\n看來似乎是在下多管閒事。","5146061","105911","1"
"","","91","","","","61241","","5146061","0",""
"","0.2","3","1","","","61242","kokkoro_idle_normal","5146061","105911",""
"","0.2","3","1","","","61243","kokkoro_idle_normal","5146061","1059",""
"shock_loop_shy_red","0.2","3","0","","0","61244","shock_in_shy_red","5146061","106011","1"
"shock_loop_shy_red","0.2","3","0","","0","61245","shock_in_shy_red","5146061","1060","1"
"0","","21","0","","","61246","vo_apg_0118","5146061","vo_apg",""
"1","0","11","9","0","0","61247","不……不是，\n也不是那樣的啦！！？","5146061","106011","1"
"","","91","","","","61248","","5146061","0",""
"","0","3","0","","","61249","coaster_1_out","5146061","21",""
"","0.2","3","1","","0.2","61250","kokkoro_idle_normal_joy","5146061","105911",""
"","0.2","3","1","","0.2","61251","kokkoro_idle_normal_joy","5146061","1059",""
"","0.2","3","1","","0.2","61252","joy_talk","5146061","105811",""
"","0.2","3","1","","0.2","61253","joy_talk","5146061","1058",""
"0","","21","0","","","61254","vo_apg_0119","5146061","vo_apg",""
"1","0","11","9","0","0","61255","什麼嘛♪\n那我們就再搭一次吧──♪","5146061","105811","1"
"","","91","","","","61256","","5146061","0",""
"","0.2","3","1","","","61257","joy_idle","5146061","105811",""
"","0.2","3","1","","","61258","joy_idle","5146061","1058",""
"","0.2","3","1","","","61259","kokkoro_wish_talk_normal2","5146061","105911",""
"","0.2","3","1","","","61260","kokkoro_wish_talk_normal2","5146061","1059",""
"0","","21","0","","","61261","vo_apg_0120","5146061","vo_apg",""
"1","0","11","7","0","0","61262","好的，就這麼做吧♪","5146061","105911","1"
"","","91","","","","61263","","5146061","0",""
"","","22","","","","61264","0","5146061","0",""
"","0.2","3","1","","","61265","kokkoro_wish_idle_joy","5146061","105911",""
"","0.2","3","1","","","61266","kokkoro_wish_idle_joy","5146061","1059",""
"","0.2","3","1","","","61267","anger_talk_anger2_red","5146061","106011",""
"","0.2","3","1","","","61268","anger_talk_anger2_red","5146061","1060",""
"0","0","12","2","0","0","61269","2","5146061","106011","0"
"0","0","12","2","0","0","61270","10","5146061","105811","0"
"0","0","12","2","0","0","61271","10","5146061","105911","0"
"","","93","","","","61272","0","5146061","2",""
"","","101","","","","61273","","5146061","61274",""
"","","22","","","","61274","0.2","5146061","0",""
"-290","1.8","1","103","idle_normal","0","62001","100911","5146062","1","-278"
"-290","1.8","5","104","idle_normal","0","62002","1009","5146062","3","-278"
"290","1.8","1","100","idle_normal","1","62003","131011","5146062","1","-278"
"","","13","","","","62004","203","5146062","100911",""
"","","13","","","","62005","200","5146062","131011",""
"0","0.85","5","15","idle","0","62006","7","5146062","7","-174"
"-132","1","5","210","empty","0","62007","20","5146062","20","71"
"0","1","5","210","empty","0","62008","22","5146062","22","-42"
"0","1","5","60","empty","0","62009","21","5146062","21","153"
"0","1","31","0","","","62010","1","5146062","1","1"
"-57.7","0","31","0","","","62011","2","5146062","2","1"
"0","0","31","0","","","62012","10","5146062","10","1"
"0","0","31","0","","","62013","11","5146062","11","1"
"-278","0","31","-290","","","62014","14","5146062","14","1"
"0","1","31","0","","","62015","20","5146062","20","1"
"","","36","","","","62016","100911","5146062","20",""
"","","36","","","","62017","20","5146062","20",""
"","","36","","","","62018","22","5146062","20",""
"","","91","","","","62019","0","5146062","0",""
"","","102","0","","","62020","0","5146062","0",""
"","","93","","","","62021","0","5146062","1",""
"cool_talk_dere","0.2","3","0","","0","62022","cool_in_dere","5146062","100911","1"
"cool_talk_dere","0.2","3","0","","0","62023","cool_in_dere","5146062","1009","1"
"0","","21","0","","","62024","vo_apg_0201","5146062","vo_apg",""
"1","0","11","9","0","0","62025","出發吧，前往極滅禁斷秘儀！\n好，麻煩妳帶路了！","5146062","100911","1"
"","","91","","","","62026","","5146062","0",""
"","0.2","3","1","","","62027","cool_idle","5146062","100911",""
"","0.2","3","1","","","62028","cool_idle","5146062","1009",""
"","0.2","3","1","","","62029","wish_talk_joy","5146062","131011",""
"0","","21","0","","","62030","vo_apg_0202","5146062","vo_apg",""
"1","0","11","8","0","0","62031","杏奈小姐竟然會感興趣，\n人家很高興呢～\n人家會好好為妳帶路的。","5146062","131011","1"
"","","91","","","","62032","","5146062","0",""
"","0.2","3","1","","","62033","wish_idle","5146062","131011",""
"sad_talk","0.2","3","0","","0.2","62034","anna_armcrossed","5146062","100911","1"
"sad_talk","0.2","3","0","","0.2","62035","anna_armcrossed","5146062","1009","1"
"0","","21","0","","","62036","vo_apg_0203","5146062","vo_apg",""
"1","0","11","9","0","0","62037","嗯！吉格魯特他們也\n挑戰過的這場試煉，我冥姬也……\n呃，咦？\n這莫非，是尖叫系設施……？","5146062","100911","1"
"","","91","","","","62038","","5146062","0",""
"","0.2","3","1","","","62039","sad_idle","5146062","100911",""
"","0.2","3","1","","","62040","sad_idle","5146062","1009",""
"surprise_talk","0.2","3","0","","0.2","62041","maho_talk_normal","5146062","131011","1"
"0","","21","0","","","62042","vo_apg_0204","5146062","vo_apg",""
"1","0","11","9","0","0","62043","這是這座遊樂園\n大受歡迎的遊樂設施喔～\n奇怪？怎麼了嗎？\n妳的臉色看起來不太好……","5146062","131011","1"
"","","91","","","","62044","","5146062","0",""
"","0.2","3","1","","","62045","surprise_idle","5146062","131011",""
"","0.2","3","1","","","62046","anger_talk_shy","5146062","100911",""
"","0.2","3","1","","","62047","anger_talk_shy","5146062","1009",""
"0","","21","0","","","62048","vo_apg_0205","5146062","vo_apg",""
"1","0","11","9","0","0","62049","我我我、我才不是感、感到害怕……\n徹徹底底，完全沒問題喔？","5146062","100911","1"
"","","91","","","","62050","","5146062","0",""
"","0.2","3","1","","","62051","anger_idle_shy","5146062","100911",""
"","0.2","3","1","","","62052","anger_idle_shy","5146062","1009",""
"","0.2","3","1","","","62053","worry_talk","5146062","131011",""
"0","","21","0","","","62054","vo_apg_0206","5146062","vo_apg",""
"1","0","11","9","0","0","62055","話雖如此，最好還是不要\n勉強自己比較好吧？","5146062","131011","1"
"","","91","","","","62056","","5146062","0",""
"","0.2","3","1","","","62057","wish_idle_shy","5146062","131011",""
"","0.2","3","1","","","62058","anger_talk_pain","5146062","100911",""
"","0.2","3","1","","","62059","anger_talk_pain","5146062","1009",""
"0","","21","0","","","62060","vo_apg_0207","5146062","vo_apg",""
"1","0","11","9","0","0","62061","沒事！我、我都說沒問題了！\n妳都帶我到這裡了，怎麼能退縮……\n我要上了！突擊────！","5146062","100911","1"
"","","91","","","","62062","","5146062","0",""
"","","22","","","","62063","0","5146062","0",""
"","0.2","3","1","","","62064","run_dash_anger2","5146062","100911",""
"","0.2","3","1","","","62065","run_dash_anger2","5146062","1009",""
"","0.2","3","1","","","62066","walk_surprise","5146062","131011",""
"2","","2","-278","","","62067","-129","5146062","100911","0"
"2","","2","-278","","","62068","-129","5146062","1009","0"
"2","","2","-278","","","62069","129","5146062","131011","0"
"","","32","","","","62070","1","5146062","14",""
"","","37","","","","62071","left","5146062","14",""
"2","","33","-278","","","62072","-129","5146062","14","0"
"","","93","","","","62073","0","5146062","1",""
"","","32","","","","62074","1","5146062","2",""
"","","93","","","","62075","0","5146062","1.5",""
"","","32","","","","62076","0","5146062","14",""
"0","","2","-331","","","62077","0","5146062","100911","0"
"","","37","","","","62078","scale15","5146062","20",""
"","","23","1","","","62079","se_10055900_coaster_01","5146062","se_10055900",""
"0","","21","0","","","62080","vo_apg_0208","5146062","vo_apg",""
"","0","3","0","","","62081","0208_in","5146062","22",""
"","","93","","","","62082","1","5146062","3.3",""
"","0","3","0","","","62083","0208_mid","5146062","22",""
"","","92","","","","62084","","5146062","",""
"","0","3","0","","","62085","0208_out","5146062","22",""
"","","93","","","","62086","0","5146062","0.2",""
"","","93","","","","62087","0","5146062","0.3",""
"","","37","","","","62088","scale1","5146062","20",""
"","","32","","","","62089","1","5146062","10",""
"","","24","","","","62090","0.5","5146062","se_10055900_coaster_01",""
"","","23","1","","","62091","se_10055900_coaster_02","5146062","se_10055900",""
"0","","2","0","","","62092","0","5146062","20","0"
"","","122","0.5","","","62093","30","5146062","30",""
"0","","21","0","","","62094","vo_apg_0209","5146062","vo_apg",""
"","0","3","0","","","62095","0209_in","5146062","20",""
"","","93","","","","62096","1","5146062","2.6",""
"","0","3","0","","","62097","0209_mid","5146062","20",""
"","","92","","","","62098","","5146062","",""
"","0","3","0","","","62099","0209_out","5146062","20",""
"","","93","","","","62100","0","5146062","0.2",""
"","","122","1","","","62101","30","5146062","30",""
"0","","21","0","","","62102","vo_apg_0210","5146062","vo_apg",""
"","0","3","0","","","62103","0210_in","5146062","20",""
"","","93","","","","62104","1","5146062","2.7",""
"","0","3","0","","","62105","0210_mid","5146062","20",""
"","","92","","","","62106","","5146062","",""
"","0","3","0","","","62107","0210_out","5146062","20",""
"","","93","","","","62108","0","5146062","0.2",""
"","","22","","","","62109","0","5146062","0",""
"","0","3","1","","","62110","empty","5146062","20",""
"","","93","","","","62111","","5146062","1",""
"","","32","","","","62112","1","5146062","11",""
"","","23","0","","","62113","se_10055900_camera","5146062","se_10055900",""
"","","93","","","","62114","0","5146062","0.2",""
"","","32","","","","62115","0","5146062","10",""
"","","93","","","","62116","0","5146062","1.8",""
"","","24","","","","62117","0.5","5146062","se_10055900_coaster_02",""
"","","37","","","","62118","iris_out","5146062","2",""
"0","","2","-278","","","62119","-129","5146062","100911","0"
"0","","2","-278","","","62120","-129","5146062","1009","0"
"0","","2","-278","","","62121","129","5146062","131011","0"
"","0.2","3","1","","","62122","anna_walk","5146062","100911",""
"","0.2","3","1","","","62123","anna_walk","5146062","1009",""
"","0.2","3","1","","","62124","walk_normal_joy","5146062","131011",""
"2","","2","-278","","","62125","-290","5146062","100911","0"
"2","","2","-278","","","62126","-290","5146062","1009","0"
"2","","2","-278","","","62127","290","5146062","131011","0"
"","","4","","","","62128","1","5146062","100911",""
"","","4","","","","62129","1","5146062","1009",""
"","","4","","","","62130","0","5146062","131011",""
"","","93","","","","62131","0","5146062","2",""
"","","4","","","","62132","0","5146062","100911",""
"","","4","","","","62133","0","5146062","1009",""
"","","4","","","","62134","1","5146062","131011",""
"","0.2","3","1","","","62135","anna_idle","5146062","100911",""
"","0.2","3","1","","","62136","anna_idle","5146062","1009","0"
"","0.2","3","1","","","62137","idle_normal","5146062","131011",""
"","","93","","","","62138","0","5146062","0.5",""
"","0.2","3","1","","","62139","talk_normal_surprise","5146062","131011",""
"0","","21","0","","","62140","vo_apg_0211","5146062","vo_apg",""
"1","0","11","10","0","0","62141","妳覺得如何呢？\n發出了很響亮的喊叫聲呢。","5146062","131011","1"
"","","91","","","","62142","","5146062","0",""
"","0.2","3","1","","","62143","idle_normal_surprise","5146062","131011",""
"anna_kukuku_loop","0.2","3","0","","0","62144","anna_kukuku_in","5146062","100911","1"
"anna_kukuku_loop","0.2","3","0","","0","62145","anna_kukuku_in","5146062","1009","1"
"0","","21","0","","","62146","vo_apg_0212","5146062","vo_apg",""
"1","20","11","12","0","0","62147","呵、呵呵呵……吉格魯特啊……\n我也，看得見了……時之刻！","5146062","100911","1"
"","","91","","","","62148","","5146062","0",""
"","0","3","0","","","62149","coaster_2_in","5146062","21",""
"","","23","0","","","62150","se_10055900_photo","5146062","se_10055900",""
"","","93","","","","62151","0","5146062","0.1",""
"anna_ahaha_loop","0.2","3","0","","0","62152","anna_ahaha_in","5146062","100911","1"
"anna_ahaha_loop","0.2","3","0","","0","62153","anna_ahaha_in","5146062","1009","1"
"0","","21","0","","","62154","vo_apg_0213","5146062","vo_apg",""
"1","-30","11","8","0","0","62155","此刻，冥姬\n超越了疾風！","5146062","100911","1"
"","","91","","","","62156","","5146062","0",""
"","0.2","3","1","","","62157","wish_talk_joy","5146062","131011",""
