fa635f68d8468bb2baf412f911387536b6af41caf4856cac25372fcdb794552d,5507766054e6686f11ba4c997e69e20a10cf97c3a387316470cd929e10382587,25c98539cfea1602ae8bc5f27505a2f298ed49ac297d2766cac5cfd47086fd69,f7071941b36700987c4b43d70a639fc5fad381ff2f018d6c47a0e262f5bc4b42,e18d5456487d735ca0b7722c79076c4c54e0bd8add096b0f84b9d12e4734f0c0,e8b7a369e0e912a3dca0c58a0b66ecf3124ee0db51c4cc9e4a2ad48ed97a8602,462a4292449dd3ed52f155aafe2620ac8eb34ff02e398b004c927f82b7651b33,b5d7d76ae65eb4cc5815628159efb985b0be23cdb644c3f7fcb276c51f1a534a,40e871815edf5afeb32659798551cab4c6b6b8a41aa76ff96a0bcd141ef4f0f4,68f1548342b6feb4ea46b761acbbb72505fa5848130a9feb77b1777af6d4ea1c,cc836e1eabb96e06bc38059ae727220fe6362e86f8b38d4430c9c3ad285b2dfd,687f540680fe336d6aacbeaacd7794a9904e83eb53b9acd056a8e9cf3e520fca,c6d03cf9017693f4dcb8682a0ac76d637067ed76a8f2fc3274f40980fc3e178d
"60392","0","31033","60391","10040","0","0","0","0","0","0","0","31028"
"60402","0","31045","60401","10041","0","0","0","0","0","0","0","31053"
"60412","0","31065","60411","10042","0","0","0","0","0","0","0","31130"
"60422","0","31050","60421","10043","0","0","0","0","0","0","0","31101"
"60432","0","31027","60431","10044","0","0","0","0","0","0","0","31132"
"60442","0","31014","60441","10045","0","0","0","0","0","0","0","31105"
"60452","0","31023","60451","10046","0","0","0","0","0","0","0","31135"
"60462","0","31040","60461","10047","0","0","0","0","0","0","0","31056"
"60472","0","31013","60471","10048","0","0","0","0","0","0","0","31016"
"60482","0","31036","60481","10049","0","0","0","0","0","0","0","31112"
"60492","0","31054","60491","10050","0","0","0","0","0","0","0","31141"
"60502","0","31005","60501","10051","0","0","0","0","0","0","0","31037"
"60512","0","31037","60511","10052","0","0","0","0","0","0","0","31014"
"60522","0","31025","60521","10053","0","0","0","0","0","0","0","31098"
"60532","0","31048","60531","10054","0","0","0","0","0","0","0","31146"
"60542","0","31044","60541","10055","0","0","0","0","0","0","0","31116"
"60552","0","31060","60551","10056","0","0","0","0","0","0","0","31147"
"60562","0","31021","60561","10057","0","0","0","0","0","0","0","31121"
"60572","0","31003","60571","10058","0","0","0","0","0","0","0","31156"
"60572","0","31003","60571","10059","0","0","0","0","0","0","0","31156"
"60592","0","31049","60591","10060","0","0","0","0","0","0","0","31123"
"60602","0","31010","60601","10061","0","0","0","0","0","0","0","31158"
"60612","0","31042","60611","10062","0","0","0","0","0","0","0","31126"
"60612","0","31042","60611","10063","0","0","0","0","0","0","0","31126"
"60632","0","31031","60631","10064","0","0","0","0","0","0","0","31032"
"60642","0","31046","60641","10065","0","0","0","0","0","0","0","31107"
"60652","0","31015","60651","10066","0","0","0","0","0","0","0","31065"
"60662","0","31033","60661","10067","0","0","0","0","0","0","0","31028"
"60672","0","31040","60671","10068","0","0","0","0","0","0","0","31168"
"60682","0","31065","60681","10069","0","0","0","0","0","0","0","31130"
"60692","0","31050","60691","10070","0","0","0","0","0","0","0","31018"
"60702","0","31027","60701","10071","0","0","0","0","0","0","0","31132"
"60712","0","31109","60711","10072","0","0","0","0","0","0","0","31174"
"60722","0","31023","60721","10073","0","0","0","0","0","0","0","31135"
"60732","0","31051","60731","10074","0","0","0","0","0","0","0","31096"
"60742","0","31013","60741","10075","0","0","0","0","0","0","0","31016"
"60752","0","31047","60751","10076","0","0","0","0","0","0","0","31178"
"60762","0","31054","60761","10077","0","0","0","0","0","0","0","31141"
"60772","0","31055","60771","10078","0","0","0","0","0","0","0","31053"
"60782","0","31037","60781","10079","0","0","0","0","0","0","0","31014"
"60792","0","31006","60791","10080","0","0","0","0","0","0","0","31192"
"60802","0","31048","60801","10081","0","0","0","0","0","0","0","31146"
"60812","0","31044","60811","10082","0","0","0","0","0","0","0","31208"
"60822","0","31060","60821","10083","0","0","0","0","0","0","0","31147"
"60832","0","31060","60831","10084","0","0","0","0","0","0","0","31059"
"60842","0","31058","60841","10085","0","0","0","0","0","0","0","31212"
"60852","0","31003","60851","10086","0","0","0","0","0","0","0","31156"
"60852","0","31003","60851","10087","0","0","0","0","0","0","0","31156"
"60872","0","31026","60871","10088","0","0","0","0","0","0","0","31128"
"60882","0","31010","60881","10089","0","0","0","0","0","0","0","31158"
"60892","0","31046","60891","10090","0","0","0","0","0","0","0","31065"
"60902","0","31031","60901","10091","0","0","0","0","0","0","0","31032"
"60912","0","31031","60911","10092","0","0","0","0","0","0","0","31014"
"60922","0","31015","60921","10093","0","0","0","0","0","0","0","31065"
"60932","0","31034","60931","10094","0","0","0","0","0","0","0","31221"
"60942","0","31040","60941","10095","0","0","0","0","0","0","0","31168"
"60952","0","31002","60951","10096","0","0","0","0","0","0","0","31224"
"60962","0","31050","60961","10097","0","0","0","0","0","0","0","31018"
"60972","0","31036","60971","10098","0","0","0","0","0","0","0","31228"
"60982","0","31109","60981","10099","0","0","0","0","0","0","0","31174"
"60992","0","31023","60991","10100","0","0","0","0","0","0","0","31010"
"61002","0","31051","61001","10101","0","0","0","0","0","0","0","31096"
"61012","0","31013","61011","10102","0","0","0","0","0","0","0","31235"
"61022","0","31047","61021","10103","0","0","0","0","0","0","0","31178"
"61032","0","31005","61031","10104","0","0","0","0","0","0","0","31037"
"61042","0","31055","61041","10105","0","0","0","0","0","0","0","31053"
"61052","0","31047","61051","10106","0","0","0","0","0","0","0","31241"
"61062","0","31006","61061","10107","0","0","0","0","0","0","0","31192"
"61072","0","31066","61071","10108","0","0","0","0","0","0","0","31247"
"61082","0","31044","61081","10109","0","0","0","0","0","0","0","31208"
"61092","0","31029","61091","10110","0","0","0","0","0","0","0","31249"
"61102","0","31042","61101","10111","0","0","0","0","0","0","0","31249"
"61112","0","31060","61111","10112","0","0","0","0","0","0","0","31059"
"61122","0","31058","61121","10113","0","0","0","0","0","0","0","31212"
"61132","0","31046","61131","10114","0","0","0","0","0","0","0","31053"
"61142","0","31026","61141","10115","0","0","0","0","0","0","0","31128"
"61152","0","31038","61151","10116","0","0","0","0","0","0","0","31012"
"61162","0","31046","61161","10117","0","0","0","0","0","0","0","31065"
"61172","0","31057","61171","10118","0","0","0","0","0","0","0","31257"
"61182","0","31031","61181","10119","0","0","0","0","0","0","0","31014"
"61192","0","31008","61191","10120","0","0","0","0","0","0","0","31044"
"61202","0","31034","61201","10121","0","0","0","0","0","0","0","31221"
"61212","0","31048","61211","10122","0","0","0","0","0","0","0","31267"
"61222","0","31002","61221","10123","0","0","0","0","0","0","0","31224"
"61232","0","31031","61231","10124","0","0","0","0","0","0","0","31270"
"61242","0","31036","61241","10125","0","0","0","0","0","0","0","31228"
"61252","0","31060","61251","10126","0","0","0","0","0","0","0","31011"
"61262","0","31023","61261","10127","0","0","0","0","0","0","0","31010"
"61272","0","31042","61271","10128","0","0","0","0","0","0","0","31056"
"61282","0","31013","61281","10129","0","0","0","0","0","0","0","31235"
"61292","0","31054","61291","10130","0","0","0","0","0","0","0","31018"
"61302","0","31005","61301","10131","0","0","0","0","0","0","0","31037"
"61312","0","31058","61311","10132","0","0","0","0","0","0","0","31028"
"61322","0","31047","61321","10133","0","0","0","0","0","0","0","31241"
"61332","0","31014","61331","10134","0","0","0","0","0","0","0","31283"
"61342","0","31066","61341","10135","0","0","0","0","0","0","0","31247"
"61352","0","31002","61351","10136","0","0","0","0","0","0","0","31288"
"61362","0","31001","61361","10137","0","0","0","0","0","0","0","31288"
"61372","0","31029","61371","10138","0","0","0","0","0","0","0","31249"
"61382","0","31042","61381","10139","0","0","0","0","0","0","0","31249"
"61392","0","31034","61391","10140","0","0","0","0","0","0","0","31110"
"61402","0","31046","61401","10141","0","0","0","0","0","0","0","31053"
"61412","0","31027","61411","10142","0","0","0","0","0","0","0","31043"
"61422","0","31038","61421","10143","0","0","0","0","0","0","0","31012"
"61432","0","31025","61431","10144","0","0","0","0","0","0","0","31036"
"61442","0","31057","61441","10145","0","0","0","0","0","0","0","31257"
"61452","0","31021","61451","10146","0","0","0","0","0","0","0","31010"
"61462","0","31008","61461","10147","0","0","0","0","0","0","0","31044"
"61472","0","31042","61471","10148","0","0","0","0","0","0","0","31029"
"61482","0","31048","61481","10149","0","0","0","0","0","0","0","31267"
"61492","0","31058","61491","10150","0","0","0","0","0","0","0","31047"
"61502","0","31031","61501","10151","0","0","0","0","0","0","0","31270"
"61512","0","31059","61511","10152","0","0","0","0","0","0","0","31319"
"61522","0","31025","61521","10153","0","0","0","0","0","0","0","31098"
"61532","0","31007","61531","10154","0","0","0","0","0","0","0","31012"
"61542","0","31060","61541","10155","0","0","0","0","0","0","0","31011"
"61552","0","31038","61551","10156","0","0","0","0","0","0","0","31049"
"61562","0","31042","61561","10157","0","0","0","0","0","0","0","31056"
"61572","0","31050","61571","10158","0","0","0","0","0","0","0","31016"
"61582","0","31054","61581","10159","0","0","0","0","0","0","0","31018"
