7c4c493a2379eb43506807f27dc11eb0250d27839250dcd37eff4a8394081873,4fbdacb4d8d10539135680b9bfb1e2b861c5e4cb8a99dc93a846a84b93187ea0,d67439ed7d8ea3cc1edbef0206b578fbcd6374d58ef9e811ab2274d0f48d1970,3849fc31c419f7d6ceb338450e886ac18db56af08aaa058ac40db5c44c7b6b19,749e558c107d7d11b0002b137679e4e7478d504bb76bf049999df327a26d1266,6d77da4bfb3f08483b357a94ae5c1aa86748a8b1bb83329405b653aa89248f2f,7e3a6c60838d6aabdd2a6a6d4643b9b672cc5df7bb6cb6269f464956d9326bc5,d046b3c99566f3ed04c0ff2eda9da4cffb2627c29fe9475e876466ee99ab9486,1a89b5d38ee5ce7df9b3e217a62f3b34ca552ada63eb14e7a26a9815134c60aa,c3357e2f079224ca01ab65b25e2bd1d0f8e111095b011b845f1ed49208d1f5fc,8dad61760bfd7fb2eeea2f24e4c19e222616492e5c71ab95e4adf038a89a2be3,7d15bdf7e93d276529febb303fb0b1546e0a82b9071d04fd1702712551dfc61f,dcd89ea0e348ac7347e09c3aac9ba7da45dc85bd040d5a7c05297908b5801bd8,0535f735e18a94122df39cca35c0972e206c80b4f64f357484f74dee32fa08e0,0faf555912f8da795a71f16422d8a69dad50cadafc91c8df38973160b8323dc3,75102e1ee6d1e5176b4dc6eeeed2217916c71970dbe7c0e70c495b2dd859299c,476c282d3174a0a5b36420b3ef275e172c45c05ef94474559a79c2b896977785,cad97c6f7f85a2a4188e1e19c0209250afa6f1c1f8824ed7e8b5939eb2ba8516,96d57af96f306212ca01452fc360c5c2db594dcc416ef2285897c68573932b70,01a7269129158d0945cc0749c41b273afe312e66892afe65cfe0035c26a873f6,dee58570f2ceb8629667c80c2549147b4daceaf7a55c4ace9987bb8f628e0527,0202cc09b2fd78c9faab1479ef48b6be3a41c857d7922ca26fab313a2d970743,96e2041d22251993cd870fda9220fd7fc786d7e19da5208e9b17053b33f292a2,123fef5be86f6579da9564b63a4ee46ea769348dfe6f83d84002cf42401438be,cf221f04a8054171337608ece7688ed28070a35dbec64925924ae0d68157fc9e,7b2771c5c330de8eaefad99b7cef0b7fefe587608856ee9c63ca7b0b056146c3,445d886e1d3fcea7b87d4000b3bb8a80f7a76f7f03e8910bbe73eeb0c4b905ee,991450eaeaad2d4bbe9da6de27df458830ad6d0a975d5f5aaa466e7b7a60a2c4,73e1bbe75c2d48534432ac569416451374eb88bcf6eef89ed4123315e9d0fff9,b3f187736edcb713531262b32e2b0747729e3db7a0df002abff8ee183063f4e4,8e6291369fcc95791965ca1f820a9b3c452efdf79504da2491acea74f6ca0a75,4ea119aab5282b14a8d8c01cf27d7371056c9397337e12195549dab6898357ed,497e25ba95f2eb8567e5bd72f5d87bb749566d2dbc085fdc05481124e9136ebd,5bc88cb80055badbfc060bdbb25e0bae0e8d22c270160e39e63cae8142803b1c,8640ee6b8ef9070d97699240400344bca32d85169362d240550cb1497175348f,539f03ef13c01e2b1caa2f65019b0d1466cc41cbf53fe7e4515880ad73cf9038,00c47f36b00f5be07e87463ae0a54d68cec76f94d01e73c1947d5aafe69245da,6eef1d40f5a072ecfa359674050f593afb648a68977196fa12ae184b32e788b6,42fd9db1cde25598d927c800f09e479b46e4eda44f4e22552d735c498cc4c982,14deb5ab35b73cbe6e4c94b9f6299f12c6d10656cf4817791130cc4eede1521b,2673ccfd008c11a2d719ce98393d19f288fb438f899f55308cdd90fd74a16338,d33c70d95ab3a42310cf0a41250d0f60699ef387f6e3a5171428fc8cabe2a2fa,5b0b9c8f5d473d1f49298b7bdf928c7dfaa47bd93aa231b0e81dad489681f5c0,8bce08eee20d51b319f49cad94a2559cd12ed5079495962bd467a8a7a512d84b,7becf3c594bf817e0ab0647382e8da6348b7429b35cbcc4afb6a23f0033dc25f,38f12204686fb7bb102adbf12a5c0a7180718f57048f7b6d8b899d7fce1e6873
"0","0","0","4101501","殘燭之劍利吉爾‧雷吉翁","468","0","0","0","0","0","101","0","0","0","0","0","0","0","0","468","0","跨越了崇高龍戰士殘火的勇者\n所被託付的劍。永不消失的榮耀\n將成為驅除邪氣的雙翼，並成為\n繼承蒼藍靈魂的真正勇者之基礎。","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4101501","0"
"0","0","0","4101502","阿爾貝德之劍","468","0","0","0","0","0","101","0","0","0","0","0","0","0","0","468","0","露易絲瑪莉凝聚阿爾克絲鍊金堂\n之秘術精華而生成的無邪\n之劍。可轉換成各種物質，\n有著無限的可能性。","0","0","0","5","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4101502","0"
"0","0","0","4102101","石劍","50","0","0","0","0","0","102","0","0","0","0","0","0","0","0","200","0","用一般的石材製作的大劍。不怎麼鋒\n利，接近鈍器，但容易取得，因此很\n受流氓喜愛。","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4102201","戰士之劍","80","0","0","0","0","0","102","0","0","0","0","0","0","0","0","400","0","受軍隊採用的雙刃大劍。因為便宜，\n可以大量採購，性能樸實，任何人都\n能使用。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4102202","重刃","60","0","0","0","20","0","102","0","0","0","100","0","0","0","0","300","0","方便操縱，適用於所有場合的大劍。\n兼具重量與鋒利，能有效對付鎧甲，\n因此很受士兵歡迎。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","200","0","4102203","銀禮儀劍","40","0","0","0","0","0","102","0","0","0","0","0","0","0","0","200","0","用於儀式的銀製直劍。不適合用於實\n戰，但其莊嚴的氣氛能使攜帶者繃緊\n神經。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0"
"0","0","0","4102251","【戰隊】重裝備步兵的決心","80","0","0","0","0","0","102","0","0","0","0","0","0","0","0","400","0","工匠以閃耀虹色光芒的礦石精心加工\n製成的大劍。對他人的心意越強烈，\n力量會寄宿於礦石，加強斬擊的\n重量。","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4102301","冰之彈跳","117","0","0","0","0","0","102","0","0","0","0","0","0","0","0","700","0","以冰一般冰冷的鋼材製成的劍。受守\n護寒冷之地的騎士所用，即使在冰點\n以下互擊，劍身也不會有任何損傷。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4102301","0"
"0","0","0","4102302","龍爪","84","0","0","0","17","0","102","0","0","0","100","0","0","0","0","500","0","崇拜龍的傭兵團所使用的大劍。其劍\n身是模仿黑龍的腳爪所製作，就連強\n韌的鎧甲也能輕易地劈開。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4102302","0"
"0","200","0","4102303","敬畏之劍","84","0","0","0","0","0","102","0","0","0","0","0","0","0","0","500","0","注入對神靈的敬畏之意打造的靈劍。\n因此劍是為平息眾神的震怒所造，\n據說可大幅提升使用者的靈感。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34","0","4102303","0"
"0","0","0","4102351","【戰隊】重裝備步兵的勇敢","117","0","0","0","0","0","102","0","0","0","0","0","0","0","0","700","0","一流工匠注入心血，以閃耀虹色光芒\n的礦石加工製成的大劍。將人們的羈\n絆之力纏繞於劍身，將心懷惡意之人\n一擊砍倒。","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4102401","暗夜劍噩夢","150","0","0","0","0","0","102","0","0","0","0","0","0","0","0","900","0","獨自一人就將戰爭引向勝利的某位戰\n士的大劍。據說一揮便能夠橫掃數百\n人，使敵國再也無法迎接隔日黎明。","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4102401","0"
"0","0","0","4102402","量產型布武機扳手","117","0","0","0","0","0","102","0","0","0","0","0","0","0","0","700","0","布武機特製萬能扳手……的複製品。 \n雖然刪除了原本的變形結構， \n將其固定在劍模式，但可移動的鋸齒\n非常鋒利，也能運用在各種工程上。","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4102402","0"
"0","0","0","4102501","殘懷大劍布朗‧伊迪亞","468","0","0","0","0","0","102","0","0","0","0","0","0","0","0","468","0","跨越了崇高龍戰士殘火的勇者\n所被託付的大劍。戰士的信念將成為\n宛若咆嘯般的一擊，並成為纏繞\n碧藍紅蓮的新生勇者之證明。","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4102501","0"
"0","0","0","4103101","鐵匕首","0","0","0","0","30","0","103","0","0","0","150","0","0","0","0","0","0","以標準的鐵製成的短劍。雖然因價格\n低廉而性能不佳，但對市民防身用而\n言強度已十分足夠。","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4103201","鋼鐵細刃匕首","0","0","0","0","60","0","103","0","0","0","300","0","0","0","0","0","0","戰場上士兵們所使用的鋼鐵製短劍。\n因是為了貫穿鎖帷子所製，尖銳的刺\n擊能造成十分嚴重的致命傷。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4103202","白銀匕首","40","0","0","0","20","0","103","0","0","0","100","0","0","0","0","200","0","用銀製成的小劍。強度雖然不高，但\n因極不容易生鏽，長途旅行時攜帶它\n的旅行者也不少。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","200","0","4103203","盜賊匕首","40","0","0","0","0","0","103","0","0","0","0","0","0","0","0","200","0","在黑社會大量流通的小劍。雖然便宜\n但品質不差，新興盜賊團需武器湊數\n時經常採用。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","0","0","0"
"0","0","0","4103251","【戰隊】遊俠之願","0","0","0","0","60","0","103","0","0","0","300","0","0","0","0","0","0","工匠以閃耀虹色光芒的礦石精心鍛造\n而成的短劍。對他人的心意越強烈，\n力量會寄宿於礦石，使劍鋒更加銳利。","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4103301","騎士烏納德","34","0","0","0","67","0","103","0","0","0","400","0","0","0","0","200","0","向主君發誓賭上性命的某位騎士的短\n劍。誓言會賦予短劍力量，使其能使\n出細長劍身難以想像的強力刺擊。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4103301","0"
"0","0","0","4103302","祈禱小劍","84","0","0","0","17","0","103","0","0","0","100","0","0","0","0","500","0","將己身奉獻給信仰的人們所攜帶的小\n劍。據說能賜予信仰虔誠之人神聖的\n庇佑，守護他不被邪惡存在給傷害。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4103302","0"
"0","300","0","4103303","隱藏邊緣","67","0","0","0","0","0","103","0","0","0","0","0","0","0","0","400","0","神秘的暗殺者於任務中使用的小刀。\n每當奪走他人性命就會變得更鋒利，\n傳說該刀刃最終亦指向了其擁有者。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","4103303","0"
"0","0","0","4103351","【戰隊】遊俠的希望","34","0","0","0","67","0","103","0","0","0","400","0","0","0","0","200","0","一流工匠注入心血，以閃耀虹色光芒\n的礦石鍛造而成的劍。因劍刃帶有羈\n絆之力，能斬除所有障礙，開闢前進\n的道路。","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4103401","雷鳴劍獨角獸伏特","84","0","0","0","84","0","103","0","0","0","500","0","0","0","0","500","0","使用雷之化身的幻獸之角做的短劍。\n使用者將天納為夥伴，舉起短劍會引\n起風暴，猛力揮動則會放出雷電，消\n滅敵人。","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4103401","0"
"0","0","0","4103501","霸瞳靈刃布都御魂","268","0","0","0","268","0","103","0","0","0","268","0","0","0","0","268","0","擊破霸瞳皇帝之殘響的勇者\n所被給予的短刀。統治地上的神狐\n雖抵抗天命僭越成王，但仍敗給了勇者們\n並被幽禁在昏暗的地底。","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4103501","0"
"0","0","0","4104101","石矛","30","0","0","0","10","0","104","0","0","0","50","0","0","0","0","150","0","頂端綁有尖銳岩石的槍。雖不能說是\n值得信賴的武器，但若僅是用來狩獵\n野生動物，已十分夠用，且易於製作。","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4104201","傭兵隊的長鉞","60","0","0","0","20","0","104","0","0","0","100","0","0","0","0","300","0","主要是傭兵們在使用的斧槍。由於其\n形狀特殊，可使用多種戰法，但需受\n過相對的訓練才有辦法使用。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","100","0","4104202","戰士長槍","60","0","0","0","0","0","104","0","0","0","0","0","0","0","0","300","0","軍隊正式採用的槍。組成隊伍配合盾\n牌使用，可使陣形不亂，擊敗敵軍。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","20","0","0","0"
"0","0","0","4104203","祈願鐵槍","80","0","0","0","0","0","104","0","0","0","0","0","0","0","0","400","0","僧兵為自衛而裝備的鐵槍。不單是作\n為武器，在對眾神獻上祈禱的儀式上\n也會使用。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4104251","【戰隊】騎兵的決心","60","0","0","0","20","0","104","0","0","0","100","0","0","0","0","300","0","工匠以閃耀虹色光芒的礦石精心加工\n製成的槍。對他人的心意越強烈，\n力量會寄宿於礦石，可使出更強烈\n的刺擊。","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4104301","僧兵的斧槍","84","0","0","0","17","0","104","0","0","0","100","0","0","0","0","500","0","聖職者在與不良存在戰鬥時使用的\n斧槍。以聖水研磨過的刀刃上擁有\n破魔的效果，據說連巨大的魔物也\n能擊退。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4104301","0"
"0","300","0","4104302","長老騎士長槍","67","0","0","0","0","0","104","0","0","0","0","0","0","0","0","400","0","唯有優秀的騎士才可持有的長槍。\n持有此槍，即證明自己能橫掃千軍，\n使敵人失去戰意。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","50","0","4104302","0"
"0","0","0","4104303","指揮官長槍","67","0","0","0","0","0","104","0","0","0","0","0","0","3","0","400","0","軍隊指揮官用的長槍。是用以表示\n階級的裝備，在戰場上場面混亂時，\n士兵們亦會跟隨此槍的持有者。","0","0","0","3","0","0","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","4104303","0"
"0","0","0","4104351","【戰隊】騎兵的勇敢","84","0","0","0","17","0","104","0","0","0","100","0","0","0","0","500","0","一流工匠注入心血，以閃耀虹色光芒\n的礦石加工製成的槍。將人們的\n羈絆之力注入槍尖，能刺穿、\n淨化所有邪惡。","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4104401","龍之牙","117","0","0","0","50","0","104","0","0","0","300","0","0","0","0","700","0","以纏繞獄炎的龍之牙製成的大槍。\n光是槍尖在大地上描繪，便會湧起\n烈焰，瞬間將周圍化為煉獄。","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4104401","0"
"0","0","0","4104402","魔蜘蛛的兇槍","117","0","0","0","0","0","104","0","0","0","0","0","0","0","0","700","0","使用六凶之一，魔蜘蛛阿剌克涅所遺留下來的\n骸片透過吉歐‧格黑納的鐵匠\n所鍛造出的咒槍。爪子、寶玉、蜘蛛絲\n的布，全素材皆為特級的災厄之物。","0","0","0","4","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4104402","0"
"0","0","0","4104501","霸瞳神槍天沼矛","336","0","0","0","168","0","104","0","0","0","168","0","0","0","0","336","0","擊破霸瞳皇帝之殘響的勇者\n所被給予的槍。抵抗命運的神狐\n尋求著沉睡在天樓盡頭的可能性\n爬上高塔並知曉了世界的祕密。","0","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4104501","0"
"0","0","0","4105101","岩斧","50","0","0","0","0","0","105","0","0","0","0","0","0","0","0","200","0","安裝了加工岩石的斧頭。雖比鐵製\n的容易損壞，但易於製作。也有人會\n準備複數個，作為投擲斧來運用。","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4105201","勇士之斧","80","0","0","0","0","0","105","0","0","0","0","0","0","0","0","400","0","在戰場上使用的雙手斧。因為構造\n簡單而易於使用，有著堅固的斧刃\n可橫掃敵手。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4105202","重斧","80","0","0","0","0","0","105","0","0","0","0","0","0","0","0","400","0","非常沉重的鐵製大斧。\n雖然沒有敏捷性，但相對的很適合\n用來猛砍敵人的鎧甲。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4105203","合金單手斧","80","0","0","0","20","0","105","0","0","0","100","0","0","0","0","400","0","使用了特殊合金，兼具輕巧與強度的\n單手斧。亦可拿來瞄準敵人投擲，\n在任何情況下皆可活用。","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4105251","【戰隊】勇士的決心","80","0","0","0","0","0","105","0","0","0","0","0","0","0","0","400","0","工匠以閃耀虹色光芒的礦石精心加工\n製成的大斧。對他人的心意越強烈，\n力量會寄宿於礦石，可使出\n能將對手的防具斷成兩截的一擊。","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0","0","0","4105301","無盡的道路","117","0","0","0","0","0","105","0","0","0","0","0","0","0","0","700","0","能如烈火般猛攻，帶有火焰魔力的\n大斧。可提高使用者的鬥志，一旦\n揮下斧頭，便會連續攻擊，直到對手\n倒下才有辦法停止。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4105301","0"
"0","0","0","4105302","國王的驕傲","117","0","0","0","0","0","105","0","0","0","0","0","0","0","0","700","0","唯有受王所認證的騎士，才會被授予\n的大斧。帶著它便不能戰敗，使用者\n需有敢死的覺悟。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4105302","0"
"0","0","0","4105303","邪惡之角","100","0","0","0","34","0","105","0","0","0","200","0","0","0","0","600","0","切下惡魔的角所製成的單手斧。纏繞\n著邪氣的漆黑刀刃，會消除使用者的\n慈悲之心，給予敵人致命一擊。","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4105303","0"
"0","0","0","4105351","【戰隊】勇士的勇敢","117","0","0","0","0","0","105","0","0","0","0","0","0","0","0","700","0","一流工匠注入心血，以閃耀虹色光芒\n的礦石加工製成的大劍。依人們的\n羈絆之力可使出猛烈的攻擊，\n粉碎心懷惡意之人。","1","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
