edc5c30f39103b6d64ffc0908ae6355c3316d09871a9189b2c514362cc5a9b51,0900f7cfe35790de61c203daa3f4aab462e5c11439bf86f726eebffb6dc06fb1,1ed0870f8185f0448688c1f2044dac8a5de986240c74d595a301b59c7b926eb8,7a7184a22bffa99261229800cd5ba18ccc7233f91c3256172781f24cc12d7333,204baa9b7a2e6b84ce63e831321a2d6826c367972a3f25fae2026a2ab3723ac4,87c5cebcba96c07a263ae3c2fd1c277fcd047de3356618d5d91048fb39ac3a53,a640bc5b9b19eb850cbfae4740f70ad4077724aaa28879571415190f0cc56182,5e5ed731578662289fb54b8b3f087a00603310f32c4eeb38f04baf392e5a33c0,26fc8b7b9381853f73040e442e0a8fdd89f57a605762bcd39addd146eceb93da,d6c1ce557e326afea067a095976fe2bb30fc29af311c245054b87c276930f5c9,02af63077744d8e0a63b1fa54240f12dfd7bd2c79b4af6e07c5a04d908111cca,10a8cf12bc0844b57421176ea5fc8da5fd07f78789bbf7393063bc664ddfcae8,c1e831b70dcaf6ca8889ab58e656026e97e5d320f03b13da4ac317ccc12b22a3,dd48c7aebe00efa8a529a359212b91ce570200998113aeecea197e5be2e456b8,0f65ee5c5558450e81103c743bbbc1dcb50537832052333f12ec7a3e55e82aad,931a09742b380e024774ebc6cb0fa868689fcffcdc1dd38b614d09d74bc2ffb5
"0","15903","15905","17","15902","0","8","7","159","0","15901","10072","156","0","15904","2"
"0","16003","16005","18","16002","0","2","3","160","0","16001","10033","157","0","16004","2"
"0","16103","0","18","16102","0","5","100","161","0","16101","11004","158","0","0","2"
"0","16203","16205","18","16202","0","8","1","162","0","16201","10015","159","0","16204","2"
"0","16303","16305","19","16302","0","2","3","163","0","16301","10032","160","0","16304","2"
"0","16403","16405","19","16402","0","5","5","164","0","16401","10053","161","0","16404","2"
"0","16503","16505","19","16502","0","8","5","165","0","16501","10055","162","0","16504","2"
"165","16603","16605","20","16602","0","5","3","166","0","16601","10036","163","164","16604","2"
"0","16703","16705","21","16702","0","2","6","167","0","16701","10061","166","0","16704","2"
"0","16803","16805","21","16802","0","5","5","168","0","16801","10053","166","0","16804","2"
"0","16903","16905","21","16902","0","8","4","169","0","16901","10044","166","0","16904","2"
"0","17003","17005","22","17002","0","2","6","170","0","17001","10065","167","0","17004","2"
"0","17103","17105","22","17102","0","5","5","171","0","17101","10051","168","0","17104","2"
"0","17203","17205","22","17202","0","8","4","172","0","17201","10041","169","0","17204","2"
"0","17303","17305","23","17302","0","2","1","173","0","17301","10012","170","0","17304","2"
"0","17403","17405","23","17402","0","5","7","174","0","17401","10075","171","0","17404","2"
"0","17503","17505","23","17502","0","8","3","175","0","17501","10031","172","0","17504","2"
"0","0","0","24","17602","0","2","100","176","0","17601","11003","173","0","0","2"
"0","17703","0","24","17702","0","5","101","177","0","17701","11014","174","0","0","2"
"0","17803","17805","24","17802","0","8","1","178","0","17801","10011","175","0","17804","2"
"0","17903","17905","25","17902","0","2","1","179","0","17901","10013","176","0","17904","2"
"0","18003","18005","25","18002","0","5","3","180","0","18001","10034","177","0","18004","2"
"0","0","0","25","18102","0","8","100","181","0","18101","11005","178","0","0","2"
"0","18203","18205","26","18202","0","2","6","182","0","18201","10062","179","0","18204","2"
"0","18303","18305","26","18302","0","5","4","183","0","18301","10043","180","0","18304","2"
"0","18403","18405","26","18402","0","8","5","184","0","18401","10054","181","0","18404","2"
"0","18503","18505","27","18502","0","2","1","185","0","18501","10011","182","0","18504","2"
"0","18603","18605","27","18602","0","5","1","186","0","18601","10014","183","0","18604","2"
"0","18703","18705","27","18702","0","8","4","187","0","18701","10045","184","0","18704","2"
"0","18803","18805","28","18802","0","2","1","188","0","18801","10012","185","0","18804","2"
"0","18903","0","28","18902","0","5","101","189","0","18901","11013","186","0","0","2"
"0","0","0","28","19002","0","8","100","190","0","19001","11001","187","0","0","2"
"0","19103","19105","29","19102","0","2","4","191","0","19101","10042","188","0","19104","2"
"0","19203","19205","29","19202","0","5","7","192","0","19201","10073","189","0","19204","2"
"0","19303","19305","29","19302","0","8","3","193","0","19301","10035","190","0","19304","2"
"193","19403","19405","30","19402","0","5","2","194","0","19401","10026","191","192","19404","2"
"0","19503","0","31","19502","0","2","100","195","0","19501","11001","194","0","0","2"
"0","19603","19605","31","19602","0","5","3","196","0","19601","10033","194","0","19604","2"
"0","19703","19705","31","19702","0","8","2","197","0","19701","10024","194","0","19704","2"
"0","19803","19805","32","19802","0","2","5","198","0","19801","10055","195","0","19804","2"
"0","19903","0","32","19902","0","5","101","199","0","19901","11012","196","0","0","2"
"0","20003","20005","32","20002","0","8","4","200","0","20001","10043","197","0","20004","2"
"0","20103","20105","33","20102","0","2","4","201","0","20101","10045","198","0","20104","2"
"0","20203","20205","33","20202","0","5","2","202","0","20201","10021","199","0","20204","2"
"0","20303","20305","33","20302","0","8","4","203","0","20301","10042","200","0","20304","2"
"0","20403","0","34","20402","0","2","100","204","0","20401","11005","201","0","0","2"
"0","20503","20505","34","20502","0","5","4","205","0","20501","10042","202","0","20504","2"
"0","20603","20605","34","20602","0","8","2","206","0","20601","10024","203","0","20604","2"
"0","20703","20705","35","20702","0","2","3","207","0","20701","10031","204","0","20704","2"
"0","20803","20805","35","20802","0","5","3","208","0","20801","10032","205","0","20804","2"
"0","20903","0","35","20902","0","8","100","209","0","20901","11003","206","0","0","2"
"0","21003","21005","36","21002","0","2","4","210","0","21001","10044","207","0","21004","2"
"0","21103","21105","36","21102","0","5","4","211","0","21101","10041","208","0","21104","2"
"0","21203","21205","36","21202","0","8","4","212","0","21201","10043","209","0","21204","2"
"0","21303","21305","37","21302","0","2","2","213","0","21301","10025","210","0","21304","2"
"0","21403","21405","37","21402","0","5","3","214","0","21401","10032","211","0","21404","2"
"0","21503","21505","37","21502","0","8","5","215","0","21501","10054","212","0","21504","2"
"0","21603","21605","38","21602","0","2","2","216","0","21601","10025","213","0","21604","2"
"0","21703","0","38","21702","0","5","100","217","0","21701","11002","214","0","0","2"
"0","21803","21805","38","21802","0","8","2","218","0","21801","10023","215","0","21804","2"
"0","21903","21905","39","21902","0","2","3","219","0","21901","10034","216","0","21904","2"
"0","22003","22005","39","22002","0","5","3","220","0","22001","10031","217","0","22004","2"
"0","22103","22105","39","22102","0","8","2","221","0","22101","10022","218","0","22104","2"
"221","22203","22205","40","22202","0","5","4","222","0","22201","10046","219","220","22204","2"
"0","0","0","1","0","0","2","101","223","0","22301","11012","0","0","0","3"
"0","22403","22405","1","22402","0","5","2","224","0","22401","10021","0","0","22404","3"
"0","22503","22505","1","22502","0","8","6","225","0","22501","10063","0","0","22504","3"
"0","22603","22605","2","22602","0","2","2","226","0","22601","10025","223","0","22604","3"
"0","22703","22705","2","22702","0","5","2","227","0","22701","10024","224","0","22704","3"
"0","22803","22805","2","22802","0","8","4","228","0","22801","10045","225","0","22804","3"
"0","0","0","3","0","0","2","101","229","0","22901","11013","226","0","0","3"
"0","23003","23005","3","23002","0","5","4","230","0","23001","10044","227","0","23004","3"
"0","23103","23105","3","23102","0","8","7","231","0","23101","10072","228","0","23104","3"
"0","0","0","4","0","0","2","101","232","0","23201","11015","229","0","0","3"
"0","0","0","4","0","0","5","100","233","0","23301","11003","230","0","0","3"
"0","23403","23405","4","23402","0","8","4","234","0","23401","10041","231","0","23404","3"
"234","23503","23505","5","23502","0","5","1","235","0","23501","10016","232","233","23504","3"
"0","23603","23605","6","23602","0","2","6","236","0","23601","10064","235","0","23604","3"
"0","23703","23705","6","23702","0","5","7","237","0","23701","10071","235","0","23704","3"
"0","23803","23805","6","23802","0","8","2","238","0","23801","10023","235","0","23804","3"
"0","23903","23905","7","23902","0","2","6","239","0","23901","10065","236","0","23904","3"
"0","0","0","7","0","0","5","101","240","0","24001","11013","237","0","0","3"
"0","0","0","7","0","0","8","101","241","0","24101","11011","238","0","0","3"
"0","24203","24205","8","24202","0","2","7","242","0","24201","10074","239","0","24204","3"
"0","0","0","8","0","0","5","100","243","0","24301","11002","240","0","0","3"
"0","24403","24405","8","24402","0","8","2","244","0","24401","10024","241","0","24404","3"
"0","24503","24505","9","24502","0","2","6","245","0","24501","10062","242","0","24504","3"
"0","0","0","9","0","0","5","100","246","0","24601","11005","243","0","0","3"
"0","24703","24705","9","24702","0","8","6","247","0","24701","10061","244","0","24704","3"
"247","24803","24805","10","24802","0","5","5","248","0","24801","10056","245","246","24804","3"
"0","24903","24905","11","24902","0","2","2","249","0","24901","10022","248","0","24904","3"
"0","25003","25005","11","25002","0","5","7","250","0","25001","10075","248","0","25004","3"
"0","25103","25105","11","25102","0","8","4","251","0","25101","10044","248","0","25104","3"
"0","0","0","12","0","0","2","100","252","0","25201","11003","249","0","0","3"
"0","25303","25305","12","25302","0","5","2","253","0","25301","10025","250","0","25304","3"
"0","25403","25405","12","25402","0","8","7","254","0","25401","10073","251","0","25404","3"
"0","0","0","13","0","0","2","101","255","0","25501","11014","252","0","0","3"
"0","25603","25605","13","25602","0","5","6","256","0","25601","10064","253","0","25604","3"
"0","25703","25705","13","25702","0","8","4","257","0","25701","10042","254","0","25704","3"
"0","0","0","14","0","0","2","100","258","0","25801","11002","255","0","0","3"
"0","25903","25905","14","25902","0","5","7","259","0","25901","10071","256","0","25904","3"
"0","0","0","14","0","0","8","100","260","0","26001","11004","257","0","0","3"
"260","26103","26105","15","26102","0","5","3","261","0","26101","10036","258","259","26104","3"
"0","26203","26205","16","26202","0","2","4","262","0","26201","10041","261","0","26204","3"
"0","26303","26305","16","26302","0","5","6","263","0","26301","10065","261","0","26304","3"
"0","0","0","16","0","0","8","101","264","0","26401","11012","261","0","0","3"
"0","26503","26505","17","26502","0","2","2","265","0","26501","10025","262","0","26504","3"
"0","0","0","17","0","0","5","100","266","0","26601","11001","263","0","0","3"
"0","26703","26705","17","26702","0","8","7","267","0","26701","10075","264","0","26704","3"
"0","26803","26805","18","26802","0","2","2","268","0","26801","10023","265","0","26804","3"
"0","0","0","18","0","0","5","101","269","0","26901","11014","266","0","0","3"
"0","27003","27005","18","27002","0","8","2","270","0","27001","10021","267","0","27004","3"
"0","0","0","19","0","0","2","101","271","0","27101","11011","268","0","0","3"
"0","27203","27205","19","27202","0","5","7","272","0","27201","10073","269","0","27204","3"
"0","27303","27305","19","27302","0","8","4","273","0","27301","10042","270","0","27304","3"
"273","27403","27405","20","27402","0","5","5","274","0","27401","10056","271","272","27404","3"
"0","0","0","21","0","0","2","100","275","0","27501","11005","274","0","0","3"
"0","27603","27605","21","27602","0","5","7","276","0","27601","10074","274","0","27604","3"
"0","27703","27705","21","27702","0","8","4","277","0","27701","10043","274","0","27704","3"
"0","0","0","22","0","0","2","100","278","0","27801","11001","275","0","0","3"
"0","27903","27905","22","27902","0","5","6","279","0","27901","10063","276","0","27904","3"
"0","28003","28005","22","28002","0","8","4","280","0","28001","10045","277","0","28004","3"
"0","28103","28105","23","28102","0","2","2","281","0","28101","10022","278","0","28104","3"
"0","0","0","23","0","0","5","100","282","0","28201","11004","279","0","0","3"
"0","0","0","23","0","0","8","101","283","0","28301","11015","280","0","0","3"
"0","28403","28405","24","28402","0","2","6","284","0","28401","10061","281","0","28404","3"
"0","0","0","24","0","0","5","100","285","0","28501","11005","282","0","0","3"
"0","28603","28605","24","28602","0","8","7","286","0","28601","10071","283","0","28604","3"
"286","28703","28705","25","28702","0","5","3","287","0","28701","10036","284","285","28704","3"
"0","28803","28805","26","28802","0","2","6","288","0","28801","10065","287","0","28804","3"
"0","0","0","26","0","0","5","101","289","0","28901","11011","287","0","0","3"
"0","29003","29005","26","29002","0","8","2","290","0","29001","10023","287","0","29004","3"
"0","29103","29105","27","29102","0","2","7","291","0","29101","10072","288","0","29104","3"
"0","0","0","27","0","0","5","100","292","0","29201","11003","289","0","0","3"
"0","29303","29305","27","29302","0","8","4","293","0","29301","10044","290","0","29304","3"
"0","29403","29405","28","29402","0","2","6","294","0","29401","10062","291","0","29404","3"
"0","29503","29505","28","29502","0","5","4","295","0","29501","10043","292","0","29504","3"
"0","29603","29605","28","29602","0","8","6","296","0","29601","10063","293","0","29604","3"
"0","29703","29705","29","29702","0","2","2","297","0","29701","10021","294","0","29704","3"
"0","29803","29805","29","29802","0","5","6","298","0","29801","10062","295","0","29804","3"
"0","0","0","29","0","0","8","100","299","0","29901","11004","296","0","0","3"
"299","30003","30005","30","30002","0","5","1","300","0","30001","10016","297","298","30004","3"
"0","30103","30105","31","30102","0","2","4","301","0","30101","10042","300","0","30104","3"
"0","0","0","31","0","0","5","101","302","0","30201","11013","300","0","0","3"
"0","30303","30305","31","30302","0","8","4","303","0","30301","10045","300","0","30304","3"
"0","30403","30405","32","30402","0","2","2","304","0","30401","10023","301","0","30404","3"
"0","30503","30505","32","30502","0","5","4","305","0","30501","10041","302","0","30504","3"
"0","30603","30605","32","30602","0","8","7","306","0","30601","10075","303","0","30604","3"
"0","0","0","33","0","0","2","101","307","0","30701","11012","304","0","0","3"
"0","30803","30805","33","30802","0","5","2","308","0","30801","10024","305","0","30804","3"
"0","30903","30905","33","30902","0","8","2","309","0","30901","10021","306","0","30904","3"
"0","31003","31005","34","31002","0","2","4","310","0","31001","10043","307","0","31004","3"
"0","31103","31105","34","31102","0","5","6","311","0","31101","10061","308","0","31104","3"
"0","0","0","34","0","0","8","100","312","0","31201","11002","309","0","0","3"
"312","31303","31305","35","31302","0","5","3","313","0","31301","10036","310","311","31304","3"
"0","31403","31405","36","31402","0","2","7","314","0","31401","10073","313","0","31404","3"
"0","31503","31505","36","31502","0","5","4","315","0","31501","10041","313","0","31504","3"
"0","0","0","36","0","0","8","101","316","0","31601","11014","313","0","0","3"
"0","31703","31705","37","31702","0","2","2","317","0","31701","10025","314","0","31704","3"
"0","31803","31805","37","31802","0","5","4","318","0","31801","10043","315","0","31804","3"
"0","0","0","37","0","0","8","100","319","0","31901","11001","316","0","0","3"
"0","32003","32005","38","32002","0","2","2","320","0","32001","10022","317","0","32004","3"
"0","32103","32105","38","32102","0","5","6","321","0","32101","10064","318","0","32104","3"
"0","32203","32205","38","32202","0","8","7","322","0","32201","10074","319","0","32204","3"
