0933bd5b72ed9fea3e04143f7f827c734adfb36de8b9c0448329cd8ee636356d,1203c373b452dd31c39fa76a7c6fb3fd972b3d669a37285e1080c75f7997ae6a,275e51616f2f1023c6d9af7ce3438b9aff04fec667c9f0dcaa9e62fd3433f646,5d04b0cc3f3aae39256b09dddca7ba4f4980bf826148e7f47e39f7a97c67e517,f3859d5e6945f6e7f35084968a8d79cbb1cd8ecbeceba3f6b7430fe40e7a292a,6de2f87ce99df5bdd062dbd08704858034bf6c1fef0a269835516e9457209747,d075abb5632542c5c9a462f23718c032a91fe6dd1f8448ab9ff7d461e43c44c2,b32e82edf92ba681543bd53367e0d089327bad4de3484cea7edde4a82d5d9a36,cda98b0b30dbd71868726f7052ac74ef3837db242178f40c743e52211a0ccfe3,73c5cdef4e83d5518bd9b3af89054799ae809beb27cf13ea1996097c2724a9e0,554af160301f81af1270b509768cfb454aa2208efb60b27fc6623c384a1749a0,3441dbc8f01c826859b2ba911bc379abae9c4b00ba2fe35fe4b7fb2e011d79ac,f38a11e7e8b1c1b67b055c9d1fcf29360d1ee5d23a2d2d849697e6f3b6ee2554
"14","0","0","4","1","31","10010328","0","0","0","10010329","0","10010327"
"4","0","0","0","1","30","10010329","0","0","0","10010330","0","10010328"
"12","0","0","0","1","29","10010330","0","0","0","10010587","0","10010329"
"5","0","0","0","1","27","10010332","0","0","0","10010333","0","10010587"
"7","0","0","10001","1","26","10010333","0","0","0","10010334","0","10010332"
"3","0","0","2","1","25","10010334","0","0","0","10010335","0","10010333"
"2","0","0","1","1","24","10010335","0","0","0","10010588","0","10010334"
"4","0","0","0","1","22","10010337","0","0","0","10010338","0","10010588"
"11","0","0","10001","1","21","10010338","0","0","0","10010339","0","10010337"
"6","0","0","0","1","20","10010339","0","0","0","10010340","0","10010338"
"2","0","0","2","1","19","10010340","0","0","0","10010341","0","10010339"
"3","0","0","1","1","18","10010341","0","0","0","10010342","0","10010340"
"5","0","0","0","1","17","10010342","0","10010355","0","10010343","0","10010341"
"3","0","0","1","1","16","10010343","0","0","0","10010344","0","10010342"
"7","0","0","10002","1","15","10010344","0","0","0","10010589","0","10010343"
"2","0","0","2","1","13","10010346","0","0","0","10010347","0","10010589"
"7","0","0","10001","1","12","10010347","0","0","0","10010348","0","10010346"
"3","0","0","3","1","11","10010348","0","0","0","10010349","0","10010347"
"6","0","0","0","1","10","10010349","10010350","0","0","10010590","0","10010348"
"2","0","0","1","1","11","10010350","0","0","0","10010349","0","10010351"
"2","0","0","3","1","12","10010351","0","0","0","10010350","0","10010352"
"7","0","0","10002","1","13","10010352","0","0","0","10010351","0","10010353"
"2","0","0","1","1","14","10010353","0","0","0","10010352","0","10010354"
"2","0","0","2","1","15","10010354","0","0","0","10010353","0","10010355"
"4","0","0","0","1","16","10010355","0","0","0","10010354","0","10010342"
"4","0","0","0","1","8","10010357","0","10010592","0","10010591","0","10010590"
"4","0","0","0","1","4","10010361","10010596","0","0","10010365","0","10010595"
"2","0","0","3","1","3","10010365","0","0","0","10010598","0","10010361"
"13","0","0","0","1","0","10010430","0","0","0","10010431","0","10010597"
"2","0","0","1","1","60","10010431","0","0","0","10010432","0","10010430"
"6","0","0","0","1","59","10010432","0","0","0","10010434","0","10010431"
"7","0","0","10001","1","58","10010434","0","0","0","10010439","0","10010432"
"11","0","0","10001","1","57","10010439","0","0","0","10010484","0","10010434"
"6","0","0","0","1","56","10010484","10010439","0","0","10010485","0","10010001"
"2","0","0","1","1","55","10010485","0","0","0","10010486","0","10010484"
"4","0","0","0","1","54","10010486","0","0","0","10010487","0","10010485"
"7","0","0","10001","1","53","10010487","0","0","0","10010488","0","10010486"
"12","0","0","0","1","52","10010488","0","0","0","10010489","0","10010487"
"2","0","0","1","1","51","10010489","0","0","0","10010490","0","10010488"
"5","0","0","0","1","50","10010490","0","0","0","10010491","0","10010489"
"4","0","0","0","1","49","10010491","0","10010612","0","10010611","0","10010490"
"5","0","0","0","1","6","10010555","0","0","0","10010556","0","10010184"
"6","0","0","0","1","5","10010556","0","0","0","10010558","0","10010555"
"7","0","0","10002","1","4","10010558","0","0","0","10010186","0","10010556"
"2","0","0","1","1","50","10010559","0","10010560","0","10010119","0","10010107"
"4","0","0","0","1","49","10010560","0","0","0","10010110","0","10010559"
"2","0","0","2","1","46","10010561","0","0","0","10010113","0","10010111"
"14","0","0","3","1","43","10010562","0","0","0","10010116","0","10010114"
"14","0","0","3","1","39","10010563","10010128","0","0","10010130","0","10010118"
"11","0","0","10001","1","23","10010564","0","0","0","10010575","0","10010244"
"14","0","0","3","1","46","10010565","0","0","0","10010123","0","10010121"
"7","0","0","10001","1","44","10010566","0","0","0","10010125","0","10010123"
"5","0","0","0","1","21","10010568","0","0","0","10010169","0","10010167"
"4","0","0","0","1","19","10010570","0","0","0","10010173","0","10010169"
"2","0","0","1","1","27","10010573","0","0","0","10010246","0","10010234"
"14","0","0","1","1","26","10010574","0","0","0","10010239","0","10010237"
"12","0","0","0","1","22","10010575","10010564","0","0","10010247","0","10010241"
"4","0","0","0","1","17","10010576","0","0","0","10010255","0","10010253"
"2","0","0","3","1","17","10010577","0","0","0","10010255","0","10010251"
"11","0","0","10001","1","53","10010578","0","0","0","10010723","0","10010296"
"14","0","0","2","1","48","10010580","0","0","0","10010581","0","10010301"
"2","0","0","1","1","47","10010581","0","0","0","10010304","0","10010580"
"7","0","0","10003","1","41","10010582","0","0","0","10010314","0","10010312"
"4","0","0","0","1","45","10010583","0","0","0","10010310","0","10010308"
"14","0","0","4","1","43","10010584","0","0","0","10010312","0","10010310"
"12","0","0","0","1","38","10010586","10010320","0","0","10010322","0","10010315"
"11","0","0","10001","1","28","10010587","0","0","0","10010332","0","10010330"
"14","0","0","5","1","23","10010588","0","0","0","10010337","0","10010335"
"11","0","0","10001","1","14","10010589","0","0","0","10010346","0","10010344"
"14","0","0","3","1","9","10010590","0","0","0","10010357","0","10010349"
"2","0","0","2","1","7","10010591","0","0","0","10010593","0","10010357"
"6","0","0","0","1","7","10010592","0","0","0","10010594","0","10010357"
"7","0","0","10003","1","6","10010593","0","0","0","10010595","0","10010591"
"3","0","0","3","1","6","10010594","0","0","0","10010596","0","10010592"
"12","0","0","0","1","5","10010595","0","0","0","10010361","0","10010593"
"11","0","0","10001","1","5","10010596","0","0","0","10010361","0","10010594"
"7","0","0","10003","1","1","10010597","0","0","0","10010430","0","10010598"
"7","0","0","10001","1","2","10010598","0","0","0","10010597","0","10010365"
"14","0","0","1","1","48","10010611","0","0","0","10010614","0","10010491"
"14","0","0","1","1","48","10010612","0","0","0","10010613","0","10010491"
"2","0","0","3","1","47","10010613","0","0","0","10010616","0","10010612"
"3","0","0","3","1","47","10010614","0","0","0","10010615","0","10010611"
"6","0","0","0","1","46","10010615","0","0","0","10010618","0","10010614"
"4","0","0","0","1","46","10010616","0","0","0","10010617","0","10010613"
"14","0","0","2","1","45","10010617","0","0","0","10010619","0","10010616"
"14","0","0","2","1","45","10010618","0","0","0","10010624","0","10010615"
"2","0","0","1","1","44","10010619","0","0","0","10010620","0","10010617"
"2","0","0","2","1","43","10010620","0","0","0","10010621","0","10010619"
"2","0","0","2","1","42","10010621","10010622","0","0","10010625","0","10010620"
"3","0","0","1","1","43","10010622","0","0","0","10010621","0","10010624"
"7","0","0","10001","1","44","10010624","0","0","0","10010622","0","10010618"
"4","0","0","0","1","41","10010625","0","0","0","10010626","0","10010621"
"7","0","0","10001","1","40","10010626","0","0","0","10010627","0","10010625"
"2","0","0","1","1","39","10010627","0","0","0","10010628","0","10010626"
"14","0","0","4","1","38","10010628","0","0","0","10010629","0","10010627"
"5","0","0","0","1","37","10010629","0","0","0","10010630","0","10010628"
"2","0","0","1","1","36","10010630","0","10010637","0","10010631","0","10010629"
"3","0","0","2","1","35","10010631","0","0","0","10010632","0","10010630"
"2","0","0","2","1","34","10010632","0","0","0","10010633","0","10010631"
"11","0","0","10001","1","33","10010633","0","0","0","10010634","0","10010632"
"4","0","0","0","1","32","10010634","10010635","0","0","10010638","0","10010633"
"3","0","0","2","1","33","10010635","0","0","0","10010634","0","10010636"
"7","0","0","10002","1","34","10010636","0","0","0","10010635","0","10010637"
"12","0","0","0","1","35","10010637","0","0","0","10010636","0","10010630"
"6","0","0","0","1","31","10010638","0","0","0","10010639","0","10010634"
"2","0","0","1","1","30","10010639","0","0","0","10010640","0","10010638"
"11","0","0","10001","1","29","10010640","0","0","0","10010641","0","10010639"
"14","0","0","5","1","28","10010641","0","0","0","10010642","0","10010640"
"4","0","0","0","1","27","10010642","0","0","0","10010643","0","10010641"
"12","0","0","0","1","26","10010643","0","0","0","10010644","0","10010642"
"2","0","0","1","1","25","10010644","0","0","0","10010645","0","10010643"
"3","0","0","2","1","24","10010645","0","0","0","10010646","0","10010644"
"4","0","0","0","1","23","10010646","0","0","0","10010647","0","10010645"
"2","0","0","2","1","22","10010647","0","0","0","10010648","0","10010646"
"14","0","0","3","1","21","10010648","0","0","0","10010649","0","10010647"
"3","0","0","1","1","20","10010649","0","10010653","0","10010650","0","10010648"
"3","0","0","2","1","19","10010650","0","0","0","10010651","0","10010649"
"2","0","0","3","1","18","10010651","0","0","0","10010654","0","10010650"
"7","0","0","10003","1","18","10010652","0","0","0","10010655","0","10010653"
"2","0","0","1","1","19","10010653","0","0","0","10010652","0","10010649"
"11","0","0","10001","1","17","10010654","0","0","0","10010658","0","10010651"
"3","0","0","2","1","17","10010655","0","0","0","10010656","0","10010652"
"7","0","0","10002","1","16","10010656","0","0","0","10010657","0","10010655"
"7","0","0","10001","1","15","10010657","10010658","0","0","10010659","0","10010656"
"2","0","0","2","1","16","10010658","0","0","0","10010657","0","10010654"
"5","0","0","0","1","14","10010659","0","0","0","10010660","0","10010657"
"2","0","0","2","1","13","10010660","0","0","0","10010661","0","10010659"
"4","0","0","0","1","12","10010661","0","0","0","10010662","0","10010660"
"14","0","0","5","1","11","10010662","0","0","0","10010663","0","10010661"
"2","0","0","3","1","10","10010663","0","0","0","10010664","0","10010662"
"12","0","0","0","1","9","10010664","0","0","0","10010665","0","10010663"
"6","0","0","0","1","8","10010665","0","0","0","10010666","0","10010664"
"2","0","0","1","1","7","10010666","0","0","0","10010667","0","10010665"
"7","0","0","10003","1","6","10010667","0","0","0","10010668","0","10010666"
"11","0","0","10001","1","5","10010668","0","0","0","10010669","0","10010667"
"4","0","0","0","1","4","10010669","0","0","0","10010670","0","10010668"
"3","0","0","1","1","3","10010670","0","0","0","10010671","0","10010669"
"2","0","0","3","1","2","10010671","0","0","0","10010672","0","10010670"
"7","0","0","10001","1","1","10010672","0","0","0","10010673","0","10010671"
"13","0","0","0","1","0","10010673","0","0","0","10010674","0","10010672"
"3","0","0","1","1","60","10010674","0","0","0","10010099","0","10010673"
"3","0","0","3","1","60","10010695","0","0","0","10010696","0","10010285"
"14","0","0","6","1","59","10010696","0","0","0","10010287","0","10010695"
"2","0","0","3","1","57","10010697","0","0","0","10010290","0","10010287"
"4","0","0","0","1","53","10010699","0","0","0","10010700","0","10010292"
"14","0","0","7","1","52","10010700","0","0","0","10010295","0","10010699"
"2","0","0","1","1","35","10010701","0","0","0","10010153","0","10010132"
"2","0","0","3","1","37","10010702","0","0","0","10010703","0","10010132"
"14","0","0","3","1","36","10010703","0","0","0","10010704","0","10010702"
"6","0","0","0","1","35","10010704","0","0","0","10010709","0","10010703"
"3","0","0","3","1","33","10010705","10010709","0","0","10010706","0","10010153"
"4","0","0","0","1","32","10010706","0","0","0","10010707","0","10010705"
"7","0","0","10001","1","31","10010707","0","0","0","10010708","0","10010706"
"3","0","0","1","1","30","10010708","0","0","0","10010158","0","10010707"
"7","0","0","10003","1","34","10010709","0","0","0","10010705","0","10010704"
"2","0","0","1","1","46","10010710","0","0","0","10010711","0","10010215"
"6","0","0","0","1","45","10010711","10010712","0","0","10010218","0","10010710"
"3","0","0","3","1","46","10010712","0","0","0","10010711","0","10010713"
"14","0","0","6","1","47","10010713","0","0","0","10010712","0","10010714"
"2","0","0","3","1","48","10010714","0","0","0","10010713","0","10010715"
"4","0","0","0","1","49","10010715","0","0","0","10010714","0","10010716"
"14","0","0","4","1","50","10010716","0","0","0","10010715","0","10010201"
"5","0","0","0","1","8","10010717","0","0","0","10010718","0","10010264"
"14","0","0","5","1","7","10010718","0","0","0","10010720","0","10010717"
"7","0","0","10001","1","6","10010719","0","0","0","10010272","0","10010264"
"7","0","0","10003","1","6","10010720","0","0","0","10010721","0","10010718"
"3","0","0","3","1","5","10010721","0","0","0","10010273","0","10010720"
"2","0","0","1","1","52","10010723","0","0","0","10010299","0","10010578"
"1","0","0","0","2","63","10020001","0","0","0","10020002","0","0"
"2","0","0","1","2","62","10020002","10020390","0","0","10020003","0","10020001"
"4","0","0","0","2","61","10020003","0","0","0","10020004","0","10020002"
"6","0","0","0","2","60","10020004","0","0","0","10020005","0","10020003"
"7","0","0","10001","2","59","10020005","0","0","0","10020006","0","10020004"
"2","0","0","2","2","58","10020006","0","0","0","10020007","0","10020005"
"5","0","0","0","2","57","10020007","0","0","0","10020592","0","10020006"
"12","0","0","0","2","55","10020009","0","10020589","0","10020588","0","10020592"
"14","0","0","1","2","53","10020012","0","0","0","10020015","0","10020588"
"14","0","0","1","2","53","10020013","0","0","0","10020014","0","10020589"
"4","0","0","0","2","52","10020014","0","0","0","10020016","0","10020013"
"6","0","0","0","2","52","10020015","0","0","0","10020020","0","10020012"
"14","0","0","2","2","51","10020016","0","0","0","10020590","0","10020014"
"4","0","0","0","2","49","10020018","10020590","0","0","10020021","0","10020587"
"14","0","0","2","2","51","10020020","0","0","0","10020587","0","10020015"
"3","0","0","1","2","48","10020021","0","0","0","10020022","0","10020018"
"2","0","0","1","2","47","10020022","0","0","0","10020023","0","10020021"
"6","0","0","0","2","46","10020023","0","0","0","10020024","0","10020022"
"5","0","0","0","2","45","10020024","0","0","0","10020025","0","10020023"
"4","0","0","0","2","44","10020025","0","0","0","10020026","0","10020024"
"14","0","0","4","2","43","10020026","0","0","0","10020027","0","10020025"
"2","0","0","1","2","42","10020027","0","0","0","10020028","0","10020026"
"6","0","0","0","2","41","10020028","0","0","0","10020029","0","10020027"
"2","0","0","1","2","40","10020029","0","0","0","10020030","0","10020028"
"11","0","0","10001","2","39","10020030","0","0","0","10020031","0","10020029"
"7","0","0","10001","2","38","10020031","0","10020586","0","10020518","0","10020030"
"2","0","0","1","2","12","10020062","0","0","0","10020063","0","10020544"
"4","0","0","0","2","11","10020063","0","0","0","10020064","0","10020062"
"3","0","0","2","2","10","10020064","0","0","0","10020515","0","10020063"
"7","0","0","10002","2","7","10020079","0","0","0","10020404","0","10020516"
"7","0","0","10003","2","3","10020083","0","0","0","10020084","0","10020406"
"12","0","0","0","2","2","10020084","0","0","0","10020085","0","10020083"
"6","0","0","0","2","1","10020085","0","0","0","10020086","0","10020084"
"13","0","0","0","2","0","10020086","0","0","0","10020087","0","10020085"
"2","0","0","2","2","66","10020087","0","0","0","10020088","0","10020086"
"4","0","0","0","2","65","10020088","0","0","0","10020089","0","10020087"
"7","0","0","10001","2","64","10020089","0","0","0","10020090","0","10020088"
"6","0","0","0","2","63","10020090","0","0","0","10020091","0","10020089"
"12","0","0","0","2","62","10020091","0","0","0","10020092","0","10020090"
"3","0","0","1","2","61","10020092","0","0","0","10020407","0","10020091"
"2","0","0","1","2","59","10020094","0","0","0","10020101","0","10020407"
"4","0","0","0","2","58","10020101","0","0","0","10020491","0","10020094"
"7","0","0","10002","2","38","10020127","0","0","0","10020128","0","10020512"
"6","0","0","0","2","37","10020128","0","10020561","0","10020573","10020567","10020127"
"11","0","10020571","10001","2","33","10020143","10020566","0","0","10020147","0","10020146"
"3","0","0","1","2","34","10020146","0","0","0","10020143","0","10020564"
"2","0","0","2","2","32","10020147","0","0","0","10020148","0","10020143"
"5","0","0","0","2","31","10020148","0","0","0","10020408","0","10020147"
"14","0","0","5","2","29","10020150","0","0","0","10020151","0","10020408"
"2","0","0","1","2","28","10020151","0","0","0","10020152","0","10020150"
"6","0","0","0","2","27","10020152","0","0","0","10020153","0","10020151"
"3","0","0","2","2","26","10020153","0","0","0","10020154","0","10020152"
"2","0","0","3","2","25","10020154","0","0","0","10020155","0","10020153"
"4","0","0","0","2","24","10020155","0","0","0","10020156","0","10020154"
"5","0","0","0","2","23","10020156","0","0","0","10020157","0","10020155"
