02679e80b0f92707a0c1e40a02cb84c349f46abcbb0734592c635412f684c6ad,885ac5a5a8e1dc3395df97406db86dcdba39a2e19ecf08b189036417dd39cce1,c44bd4f499ec1683cdc414ca5cbb6e3b730c9de4abcea470e1466fcc6228adf3,3e1313df2274c77769b2a6eadb0a57e7b14870786a220daaa00a349a5a0753c1,9c01520cb60e23d8a707a60749d6f2f7d2bf99ebd25681f9bf117570aee83711,a4aee678347849a7ec320b73a59edfe1d0a3181a45d60d397e9035c97c18efbb,a2c0242be23f170a95575c5a530d131c5e8cc6fc7eaaca47ea1bdb79eaa79ea2,81c9521f8435e8b08f0cdc7bf283729504109fc8692870423d1b5cacac41f7f2,52b496247d6d71b584afdb3edde1420f9c793c95f8e49fc13ceb4251cf8dbc42,dd5f29b800de653ad589a90dfab1dafce1e9e5d26ae31e93046530bdd4457da5,6a5fcbc3cf629f24903a596a0a19865231b4bea71c231a024fc4d386f5cfe1f6,b44fc93c0ea3746580bf383184e053810d12b902a94cf0818c6d7fc4b0755efa,e0807275d78e1d87a2c18af2f5ae74aba835b8470b38c36a94bd40891ee97a93,8a34e37ea1f6ff39a4e543ef226de0d8800810ea540dc985cb4d2f44e54a9a22,bfefcca4b8cedcb76193dc820c9c36ea981a6f62abe2f8df7faac71aa052c056
"0","2020/01/02 16:00:00","1","660017201","2030/04/01 14:59:59","99001024","打倒 1 隻劇毒曼德拉草（HARD限定）","9001","601","6007","1004711","1","99001024","0","20017"
"0","2020/01/02 16:00:00","1","660017301","2030/04/01 14:59:59","99001025","打倒 1 隻劇毒曼德拉草（VERY HARD限定）","9001","601","6010","1004712","1","99001025","0","20017"
"0","2020/01/02 16:00:00","1","610047401","2030/04/01 14:59:59","99001026","打倒 1 隻劇毒曼德拉草（SPECIAL限定）","9001","601","6011","1004713","1","99001026","0","10047"
"0","2020/02/04 16:00:00","1","660018101","2030/04/01 14:59:59","99001027","打倒 1 隻幻影男爵（NORMAL限定）","9001","601","6006","1004910","1","99001027","0","20018"
"0","2020/02/04 16:00:00","1","660018201","2030/04/01 14:59:59","99001028","打倒 1 隻幻影男爵（HARD限定）","9001","601","6007","1004911","1","99001028","0","20018"
"0","2020/02/04 16:00:00","1","660018301","2030/04/01 14:59:59","99001029","打倒 1 隻幻影男爵（VERY HARD限定）","9001","601","6010","1004912","1","99001029","0","20018"
"0","2020/02/04 16:00:00","1","610049401","2030/04/01 14:59:59","99001030","打倒 1 隻幻影男爵（SPECIAL限定）","9001","601","6011","1004913","1","99001030","0","10049"
"0","2020/03/02 16:00:00","1","660019101","2030/04/01 14:59:59","99001031","打倒 1 隻似龍生物（NORMAL限定）","9001","601","6006","1005110","1","99001031","0","20019"
"0","2020/03/02 16:00:00","1","660019201","2030/04/01 14:59:59","99001032","打倒 1 隻似龍生物（HARD限定）","9001","601","6007","1005111","1","99001032","0","20019"
"0","2020/03/02 16:00:00","1","660019301","2030/04/01 14:59:59","99001033","打倒 1 隻似龍生物（VERY HARD限定）","9001","601","6010","1005112","1","99001033","0","20019"
"0","2020/03/02 16:00:00","1","610051401","2030/04/01 14:59:59","99001034","打倒 1 隻似龍生物（SPECIAL限定）","9001","601","6011","1005113","1","99001034","0","10051"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001039","龍人們的接龍競賽累計分數超過300000分","0","601","6001","14","1","99001039","0","10021"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001040","龍人們的接龍競賽的字彙圖鑑收集240個字彙","0","601","6001","15","1","99001040","0","10021"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001041","龍人們的接龍競賽的字彙圖鑑收集480個字彙","0","601","6001","15","1","99001041","0","10021"
"0","2020/04/01 16:00:00","1","660020101","2030/04/01 14:59:59","99001042","打倒 1 隻復仇者馴鹿（NORMAL限定）","9001","601","6006","1005510","1","99001042","0","20020"
"0","2020/04/01 16:00:00","1","660020201","2030/04/01 14:59:59","99001043","打倒 1 隻復仇者馴鹿（HARD限定）","9001","601","6007","1005511","1","99001043","0","20020"
"0","2020/04/01 16:00:00","1","660020301","2030/04/01 14:59:59","99001044","打倒 1 隻復仇者馴鹿（VERY HARD限定）","9001","601","6010","1005512","1","99001044","0","20020"
"0","2020/04/01 16:00:00","1","610055401","2030/04/01 14:59:59","99001045","打倒 1 隻復仇者馴鹿（SPECIAL限定）","9001","601","6011","1005513","1","99001045","0","10055"
"0","2020/05/05 16:00:00","1","660021101","2030/04/01 14:59:59","99001046","打倒 1 隻山神大人（NORMAL限定）","9001","601","6006","1005710","1","99001046","0","20021"
"0","2020/05/05 16:00:00","1","660021201","2030/04/01 14:59:59","99001047","打倒 1 隻山神大人（HARD限定）","9001","601","6007","1005711","1","99001047","0","20021"
"0","2020/05/05 16:00:00","1","660021301","2030/04/01 14:59:59","99001048","打倒 1 隻山神大人（VERY HARD限定）","9001","601","6010","1005712","1","99001048","0","20021"
"0","2020/05/05 16:00:00","1","610057401","2030/04/01 14:59:59","99001049","打倒 1 隻山神大人（SPECIAL限定）","9001","601","6011","1005713","1","99001049","0","10057"
"0","2020/06/03 16:00:00","1","660022101","2030/04/01 14:59:59","99001051","打倒 1 隻反逆獸（NORMAL限定）","9001","601","6006","1006010","1","99001051","0","20022"
"0","2020/06/03 16:00:00","1","660022201","2030/04/01 14:59:59","99001052","打倒 1 隻反逆獸（HARD限定）","9001","601","6007","1006011","1","99001052","0","20022"
"0","2020/06/03 16:00:00","1","660022301","2030/04/01 14:59:59","99001053","打倒 1 隻反逆獸（VERY HARD限定）","9001","601","6010","1006012","1","99001053","0","20022"
"0","2020/06/03 16:00:00","1","610060401","2030/04/01 14:59:59","99001054","打倒 1 隻反逆獸（SPECIAL限定）","9001","601","6011","1006013","1","99001054","0","10060"
"0","2020/09/30 16:00:00","1","610062101","2030/04/01 14:59:59","99001055","打倒 1 隻喧囂獨角兔（NORMAL限定）","9001","601","6006","1006210","1","99001055","0","10062"
"0","2020/09/30 16:00:00","1","610062201","2030/04/01 14:59:59","99001056","打倒 1 隻喧囂獨角兔（HARD限定）","9001","601","6007","1006211","1","99001056","0","10062"
"0","2020/09/30 16:00:00","1","610062301","2030/04/01 14:59:59","99001057","打倒 1 隻喧囂獨角兔（VERY HARD限定）","9001","601","6010","1006212","1","99001057","0","10062"
"0","2020/09/30 16:00:00","1","610062401","2030/04/01 14:59:59","99001058","打倒 1 隻喧囂獨角兔（SPECIAL限定）","9001","601","6011","1006213","1","99001058","0","10062"
"0","2020/10/12 16:00:00","1","610063101","2030/04/01 14:59:59","99001059","打倒 1 隻糾結的盆栽小花（NORMAL限定）","9001","601","6006","1006310","1","99001059","0","10063"
"0","2020/10/12 16:00:00","1","610063201","2030/04/01 14:59:59","99001060","打倒 1 隻糾結的盆栽小花（HARD限定）","9001","601","6007","1006311","1","99001060","0","10063"
"0","2020/10/12 16:00:00","1","610063301","2030/04/01 14:59:59","99001061","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","9001","601","6010","1006312","1","99001061","0","10063"
"0","2020/10/12 16:00:00","1","610063401","2030/04/01 14:59:59","99001062","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","9001","601","6011","1006313","1","99001062","0","10063"
"0","2020/07/02 16:00:00","1","660023101","2030/04/01 14:59:59","99001063","打倒 1 隻好朋友X（NORMAL限定）","9001","601","6006","1006510","1","99001063","0","20023"
"0","2020/07/02 16:00:00","1","660023201","2030/04/01 14:59:59","99001064","打倒 1 隻好朋友X（HARD限定）","9001","601","6007","1006511","1","99001064","0","20023"
"0","2020/07/02 16:00:00","1","660023301","2030/04/01 14:59:59","99001065","打倒 1 隻好朋友X（VERY HARD限定）","9001","601","6010","1006512","1","99001065","0","20023"
"0","2020/07/02 16:00:00","1","610065401","2030/04/01 14:59:59","99001066","打倒 1 隻好朋友X（SPECIAL限定）","9001","601","6011","1006513","1","99001066","0","10065"
"0","2020/08/03 16:00:00","1","660024101","2030/04/01 14:59:59","99001067","打倒 1 隻忍者首領半藏（NORMAL限定）","9001","601","6006","1006710","1","99001067","0","20024"
"0","2020/08/03 16:00:00","1","660024201","2030/04/01 14:59:59","99001068","打倒 1 隻忍者首領半藏（HARD限定）","9001","601","6007","1006711","1","99001068","0","20024"
"0","2020/08/03 16:00:00","1","660024301","2030/04/01 14:59:59","99001069","打倒 1 隻忍者首領半藏（VERY HARD限定）","9001","601","6010","1006712","1","99001069","0","20024"
"0","2020/08/03 16:00:00","1","610067401","2030/04/01 14:59:59","99001070","打倒 1 隻忍者首領半藏（SPECIAL限定）","9001","601","6011","1006713","1","99001070","0","10067"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001071","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","0","601","6001","14","1","99001071","0","10040"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001072","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","0","601","6001","14","1","99001072","0","10040"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001073","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","0","601","6001","15","1","99001073","0","10040"
"0","2020/09/04 16:00:00","1","660025101","2030/04/01 14:59:59","99001074","打倒 1 隻賈巴沃克（NORMAL限定）","9001","601","6006","1006910","1","99001074","0","20025"
"0","2020/09/04 16:00:00","1","660025201","2030/04/01 14:59:59","99001075","打倒 1 隻賈巴沃克（HARD限定）","9001","601","6007","1006911","1","99001075","0","20025"
"0","2020/09/04 16:00:00","1","660025301","2030/04/01 14:59:59","99001076","打倒 1 隻賈巴沃克（VERY HARD限定）","9001","601","6010","1006912","1","99001076","0","20025"
"0","2020/09/04 16:00:00","1","610069401","2030/04/01 14:59:59","99001077","打倒 1 隻賈巴沃克（SPECIAL限定）","9001","601","6011","1006913","1","99001077","0","10069"
"0","2020/11/02 16:00:00","1","660026101","2030/04/01 14:59:59","99001078","打倒 1 隻覺醒‧花心星（NORMAL限定）","9001","601","6006","1007110","1","99001078","0","20026"
"0","2020/11/02 16:00:00","1","660026201","2030/04/01 14:59:59","99001079","打倒 1 隻覺醒‧花心星（HARD限定）","9001","601","6007","1007111","1","99001079","0","20026"
"0","2020/11/02 16:00:00","1","660026301","2030/04/01 14:59:59","99001080","打倒 1 隻覺醒‧花心星（VERY HARD限定）","9001","601","6010","1007112","1","99001080","0","20026"
"0","2020/11/02 16:00:00","1","610071401","2030/04/01 14:59:59","99001081","打倒 1 隻覺醒‧花心星（SPECIAL限定）","9001","601","6011","1007113","1","99001081","0","10071"
"0","2020/12/04 16:00:00","1","660027101","2030/04/01 14:59:59","99001082","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","9001","601","6006","1007310","1","99001082","0","20027"
"0","2020/12/04 16:00:00","1","660027201","2030/04/01 14:59:59","99001083","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","9001","601","6007","1007311","1","99001083","0","20027"
"0","2020/12/04 16:00:00","1","660027301","2030/04/01 14:59:59","99001084","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","9001","601","6010","1007312","1","99001084","0","20027"
"0","2020/12/04 16:00:00","1","610073401","2030/04/01 14:59:59","99001085","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","9001","601","6011","1007313","1","99001085","0","10073"
"0","2020/12/04 16:00:00","1","0","2030/04/01 14:59:59","99001086","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","0","601","6001","14","1","99001086","0","10021"
"0","2020/12/04 16:00:00","1","0","2030/04/01 14:59:59","99001087","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","0","601","6001","14","1","99001087","0","10021"
"0","2020/12/04 16:00:00","1","0","2030/04/01 14:59:59","99001088","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","0","601","6001","14","1","99001088","0","10021"
"0","2020/12/04 16:00:00","1","0","2030/04/01 14:59:59","99001089","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","0","601","6001","14","1","99001089","0","10021"
"0","2020/12/04 16:00:00","1","0","2030/04/01 14:59:59","99001090","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","0","601","6001","14","1","99001090","0","10021"
"0","2020/12/31 16:00:00","1","660028101","2030/04/01 14:59:59","99001091","打倒 1 隻失控的純潔之弓（NORMAL限定）","9001","601","6006","1007510","1","99001091","0","20028"
"0","2020/12/31 16:00:00","1","660028201","2030/04/01 14:59:59","99001092","打倒 1 隻失控的純潔之弓（HARD限定）","9001","601","6007","1007511","1","99001092","0","20028"
"0","2020/12/31 16:00:00","1","660028301","2030/04/01 14:59:59","99001093","打倒 1 隻失控的純潔之弓（VERY HARD限定）","9001","601","6010","1007512","1","99001093","0","20028"
"0","2020/12/31 16:00:00","1","610075401","2030/04/01 14:59:59","99001094","打倒 1 隻失控的純潔之弓（SPECIAL限定）","9001","601","6011","1007513","1","99001094","0","10075"
"0","2021/02/01 16:00:00","1","660029101","2030/04/01 14:59:59","99001095","打倒1隻驚叫鬼魂教父（NORMAL限定）","9001","601","6006","1007710","1","99001095","0","20029"
"0","2021/02/01 16:00:00","1","660029201","2030/04/01 14:59:59","99001096","打倒1隻驚叫鬼魂教父（HARD限定）","9001","601","6007","1007711","1","99001096","0","20029"
"0","2021/02/01 16:00:00","1","660029301","2030/04/01 14:59:59","99001097","打倒1隻驚叫鬼魂教父（VERY HARD限定）","9001","601","6010","1007712","1","99001097","0","20029"
"0","2021/02/01 16:00:00","1","610077401","2030/04/01 14:59:59","99001098","打倒1隻驚叫鬼魂教父（SPECIAL限定）","9001","601","6011","1007713","1","99001098","0","10077"
"0","2021/03/02 16:00:00","1","660030101","2030/04/01 14:59:59","99001099","打倒1隻反逆獸 de M（NORMAL限定）","9001","601","6006","1007910","1","99001099","0","20030"
"0","2021/03/02 16:00:00","1","660030201","2030/04/01 14:59:59","99001100","打倒1隻反逆獸 de M（HARD限定）","9001","601","6007","1007911","1","99001100","0","20030"
"0","2021/03/02 16:00:00","1","660030301","2030/04/01 14:59:59","99001101","打倒1隻反逆獸 de M（VERY HARD限定）","9001","601","6010","1007912","1","99001101","0","20030"
"0","2021/03/02 16:00:00","1","610079401","2030/04/01 14:59:59","99001102","打倒1隻反逆獸 de M（SPECIAL限定）","9001","601","6011","1007913","1","99001102","0","10079"
"0","2021/04/01 16:00:00","1","660031101","2030/04/01 14:59:59","99001103","打倒1隻被操控的雪人（NORMAL限定）","9001","601","6006","1008110","1","99001103","0","20031"
"0","2021/04/01 16:00:00","1","660031201","2030/04/01 14:59:59","99001104","打倒1隻被操控的雪人（HARD限定）","9001","601","6007","1008111","1","99001104","0","20031"
"0","2021/04/01 16:00:00","1","660031301","2030/04/01 14:59:59","99001105","打倒1隻被操控的雪人（VERY HARD限定）","9001","601","6010","1008112","1","99001105","0","20031"
"0","2021/04/01 16:00:00","1","610081401","2030/04/01 14:59:59","99001106","打倒1隻被操控的雪人（SPECIAL限定）","9001","601","6011","1008113","1","99001106","0","10081"
"0","2021/05/04 16:00:00","1","660032101","2030/04/01 14:59:59","99001107","打倒 1 隻究極金槍鮪（NORMAL限定）","9001","601","6006","1008310","1","99001107","0","20032"
"0","2021/05/04 16:00:00","1","660032201","2030/04/01 14:59:59","99001108","打倒 1 隻究極金槍鮪（HARD限定）","9001","601","6007","1008311","1","99001108","0","20032"
"0","2021/05/04 16:00:00","1","660032301","2030/04/01 14:59:59","99001109","打倒 1 隻究極金槍鮪（VERY HARD限定）","9001","601","6010","1008312","1","99001109","0","20032"
"0","2021/05/04 16:00:00","1","610083401","2030/04/01 14:59:59","99001110","打倒 1 隻究極金槍鮪（SPECIAL限定）","9001","601","6011","1008313","1","99001110","0","10083"
"0","2021/06/02 16:00:00","1","660033101","2030/04/01 14:59:59","99001111","打倒 1 隻角鹿將軍（NORMAL限定）","9001","601","6006","1008610","1","99001111","0","20033"
"0","2021/06/02 16:00:00","1","660033201","2030/04/01 14:59:59","99001112","打倒 1 隻角鹿將軍（HARD限定）","9001","601","6007","1008611","1","99001112","0","20033"
"0","2021/06/02 16:00:00","1","660033301","2030/04/01 14:59:59","99001113","打倒 1 隻角鹿將軍（VERY HARD限定）","9001","601","6010","1008612","1","99001113","0","20033"
"0","2021/06/02 16:00:00","1","610086401","2030/04/01 14:59:59","99001114","打倒 1 隻角鹿將軍（SPECIAL限定）","9001","601","6011","1008613","1","99001114","0","10086"
"0","2021/06/12 16:00:00","1","660034101","2030/04/01 14:59:59","99001115","打倒 1 隻黑風之精靈（NORMAL限定）","9001","601","6006","1008710","1","99001115","0","20034"
"0","2021/06/12 16:00:00","1","660034201","2030/04/01 14:59:59","99001116","打倒 1 隻黑風之精靈（HARD限定）","9001","601","6007","1008711","1","99001116","0","20034"
"0","2021/06/12 16:00:00","1","660034301","2030/04/01 14:59:59","99001117","打倒 1 隻黑風之精靈（VERY HARD限定）","9001","601","6010","1008712","1","99001117","0","20034"
"0","2021/06/12 16:00:00","1","610087401","2030/04/01 14:59:59","99001118","打倒 1 隻黑風之精靈（SPECIAL限定）","9001","601","6011","1008713","1","99001118","0","10087"
"0","2021/07/05 16:00:00","1","660035101","2030/04/01 14:59:59","99001119","打倒 1 隻魔物的公主（NORMAL限定）","9001","601","6006","1008910","1","99001119","0","20035"
"0","2021/07/05 16:00:00","1","660035201","2030/04/01 14:59:59","99001120","打倒 1 隻魔物的公主（HARD限定）","9001","601","6007","1008911","1","99001120","0","20035"
"0","2021/07/05 16:00:00","1","660035301","2030/04/01 14:59:59","99001121","打倒 1 隻魔物的公主（VERY HARD限定）","9001","601","6010","1008912","1","99001121","0","20035"
"0","2021/07/05 16:00:00","1","610089401","2030/04/01 14:59:59","99001122","打倒 1 隻魔物的公主（SPECIAL限定）","9001","601","6011","1008913","1","99001122","0","10089"
"0","2021/08/02 16:00:00","1","660036101","2030/04/01 14:59:59","99001123","打倒 1 隻無名的藝術（NORMAL限定）","9001","601","6006","1009110","1","99001123","0","20036"
"0","2021/08/02 16:00:00","1","660036201","2030/04/01 14:59:59","99001124","打倒 1 隻無名的藝術（HARD限定）","9001","601","6007","1009111","1","99001124","0","20036"
"0","2021/08/02 16:00:00","1","660036301","2030/04/01 14:59:59","99001125","打倒 1 隻無名的藝術（VERY HARD限定）","9001","601","6010","1009112","1","99001125","0","20036"
"0","2021/08/02 16:00:00","1","610091401","2030/04/01 14:59:59","99001126","打倒 1 隻無名的藝術（SPECIAL限定）","9001","601","6011","1009113","1","99001126","0","10091"
"0","2021/09/01 16:00:00","1","660037101","2030/04/01 14:59:59","99001127","打倒1隻爆裂‧時間儀（NORMAL限定）","9001","601","6006","1009310","1","99001127","0","20037"
"0","2021/09/01 16:00:00","1","660037201","2030/04/01 14:59:59","99001128","打倒1隻爆裂‧時間儀（HARD限定）","9001","601","6007","1009311","1","99001128","0","20037"
"0","2021/09/01 16:00:00","1","660037301","2030/04/01 14:59:59","99001129","打倒1隻爆裂‧時間儀（VERY HARD限定）","9001","601","6010","1009312","1","99001129","0","20037"
"0","2021/09/01 16:00:00","1","610093401","2030/04/01 14:59:59","99001130","打倒1隻爆裂‧時間儀（SPECIAL限定）","9001","601","6011","1009313","1","99001130","0","10093"
"0","2029/09/01 16:00:00","1","0","2030/04/01 14:59:59","99001131","龍人們的接龍競賽的字彙圖鑑收集728個字彙","0","601","6001","15","1","99001131","0","10066"
"0","2021/10/01 16:00:00","1","660038101","2030/04/01 14:59:59","99001132","打倒 1 隻究極機械玩具王（NORMAL限定）","9001","601","6006","1009510","1","99001132","0","20038"
"0","2021/10/01 16:00:00","1","660038201","2030/04/01 14:59:59","99001133","打倒 1 隻究極機械玩具王（HARD限定）","9001","601","6007","1009511","1","99001133","0","20038"
"0","2021/10/01 16:00:00","1","660038301","2030/04/01 14:59:59","99001134","打倒 1 隻究極機械玩具王（VERY HARD限定）","9001","601","6010","1009512","1","99001134","0","20038"
"0","2021/10/01 16:00:00","1","610095401","2030/04/01 14:59:59","99001135","打倒 1 隻究極機械玩具王（SPECIAL限定）","9001","601","6011","1009513","1","99001135","0","10095"
"0","2021/11/01 16:00:00","1","660039101","2030/04/01 14:59:59","99001136","完成1次擅長的作業","9001","601","6006","1009710","1","99001136","0","20039"
"0","2021/11/01 16:00:00","1","660039201","2030/04/01 14:59:59","99001137","完成1次有些棘手的作業","9001","601","6007","1009711","1","99001137","0","20039"
"0","2021/11/01 16:00:00","1","660039301","2030/04/01 14:59:59","99001138","完成1次非常棘手的作業","9001","601","6010","1009712","1","99001138","0","20039"
"0","2021/11/01 16:00:00","1","610097401","2030/04/01 14:59:59","99001139","完成1次留到暑假最後一天的作業","9001","601","6011","1009713","1","99001139","0","10097"
"0","2029/04/01 16:00:00","1","0","2030/04/01 14:59:59","99001140","閱覽所有暑假圖畫日記","0","601","6001","15","1","99001140","0","10097"
"0","2021/12/02 16:00:00","1","660040101","2030/04/01 14:59:59","99001142","打倒1隻女王歌唱水母（NORMAL限定）","9001","601","6006","1009910","1","99001142","0","20040"
"0","2021/12/02 16:00:00","1","660040201","2030/04/01 14:59:59","99001143","打倒1隻女王歌唱水母（HARD限定）","9001","601","6007","1009911","1","99001143","0","20040"
"0","2021/12/02 16:00:00","1","660040301","2030/04/01 14:59:59","99001144","打倒1隻女王歌唱水母（VERY HARD限定）","9001","601","6010","1009912","1","99001144","0","20040"
"0","2021/12/02 16:00:00","1","610099401","2030/04/01 14:59:59","99001145","打倒1隻女王歌唱水母（SPECIAL限定）","9001","601","6011","1009913","1","99001145","0","10099"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001146","在周邊區獲得所有周邊的50%","0","601","6001","14","1","99001146","0","10072"
"0","2029/04/01 15:00:00","1","0","2030/04/01 14:59:59","99001147","在周邊區獲得所有種類的周邊","0","601","6001","14","1","99001147","0","10072"
"0","2022/01/03 16:00:00","1","660041101","2030/04/01 14:59:59","99001148","打倒1隻基古魯博士（NORMAL限定）","9001","601","6006","1010110","1","99001148","0","20041"
"0","2022/01/03 16:00:00","1","660041201","2030/04/01 14:59:59","99001149","打倒1隻基古魯博士（HARD限定）","9001","601","6007","1010111","1","99001149","0","20041"
"0","2022/01/03 16:00:00","1","660041301","2030/04/01 14:59:59","99001150","打倒1隻基古魯博士（VERY HARD限定）","9001","601","6010","1010112","1","99001150","0","20041"
"0","2022/01/03 16:00:00","1","610101401","2030/04/01 14:59:59","99001151","打倒1隻基古魯博士（SPECIAL限定）","9001","601","6011","1010113","1","99001151","0","10101"
"0","2022/02/01 16:00:00","1","660042101","2030/04/01 14:59:59","99001152","打倒1隻哀暴小棉花糖（NORMAL限定）","9001","601","6006","1010310","1","99001152","0","20042"
"0","2022/02/01 16:00:00","1","660042201","2030/04/01 14:59:59","99001153","打倒1隻哀暴小棉花糖（HARD限定）","9001","601","6007","1010311","1","99001153","0","20042"
"0","2022/02/01 16:00:00","1","660042301","2030/04/01 14:59:59","99001154","打倒1隻哀暴小棉花糖（VERY HARD限定）","9001","601","6010","1010312","1","99001154","0","20042"
