14b164ffc3eeb063ecdc9d56c20254f75c0ca5aa48bdf4c66b354b5b0725bfbc,f7bdd1215fc8c4942f8a40719eff4aea4e3ab10aace3a6c91b51edb230e375e7,adb2bb9f1deff4e2c6bc3df40d03f72e8fe4bbf23fb6c5a07a31995b544d13f5,a5b019ac7c19190d4413c3f1ba6957dc269928d872926cf7e15bfff95fc5f841,6f47f5c9552942763bca50bd0fcd3cc0b52fb9eb58745e5d8cfb4dce552b1b20,c27fd460c4a0f72c8c4244e195ab3165a9e633862b5efb8e71f654b6113d0fb5,1ce6f905e87e334f53a5ca783628f77d34ffa195fb668c39de7a6cddbee75a4b,88c5fe4b5a1b119858e03977ddd858f98759e7651be0ec559aea9a46253cc67c,403005589681503f92c37de1bb158803b5e772c84fa46e46d6be41a1da6239d6,b8a113da920e633fb6e9b465da6c471389dc8368018e689ccd2198b2b4f8b7af,5dd48e1546b72154f044e2e1858d1d8c10342327aec6a85e651269c02443cb2f,0254133b3e0f511073e4a493427e7be2db0a99b1d6f774cd079b13720b2c704d
"0","0","1","0","2","7","0","0","2.19","1020007","4","0"
"0","2.455","0","314","2","8","0","0","0","1020008","1","3"
"0","0","1","0","2","9","0","0","3.527","1020009","4","0"
"0","0","0","0","2","10","vo_minigame_1005","vo_minigame_1005_nikki02_002","0","1020010","2","0"
"0","0.454","0","104","2","11","0","0","0","1020011","1","4"
"0","0","1","0","2","12","0","0","0.874","1020012","4","0"
"104","2.154","0","392","2","13","0","0","0","1020013","1","4"
"0","0","1","0","2","14","0","0","3.373","1020014","4","0"
"0","0","0","0","2","15","vo_minigame_1005","vo_minigame_1005_nikki02_003","0","1020015","2","0"
"0","0.895","0","125","2","16","0","0","0","1020016","1","5"
"0","0","1","0","2","17","0","0","1.311","1020017","4","0"
"125","1.114","0","265","2","18","0","0","0","1020018","1","5"
"0","0","1","0","2","19","0","0","1.181","1020019","4","0"
"265","0.497","0","340","2","20","0","0","0","1020020","1","5"
"0","0","1","0","2","21","0","0","0.497","1020021","4","0"
"0","1.37","0","189","2","22","0","0","0","1020022","1","6"
"0","0","1","0","2","23","0","0","2.407","1020023","4","0"
"0","0","0","0","2","24","vo_minigame_1005","vo_minigame_1005_nikki02_004","0","1020024","2","0"
"0","1.616","0","295","2","25","0","0","0","1020025","1","7"
"0","0","1","0","2","26","0","0","2.035","1020026","4","0"
"0","0.951","0","68","2","27","0","0","0","1020027","1","8"
"0","0","1","0","2","28","0","0","1.322","1020028","4","0"
"68","1.924","0","258","2","29","0","0","0","1020029","1","8"
"0","0","1","0","2","30","0","0","2.98","1020030","4","0"
"0","0","0","0","2","31","vo_minigame_1005","vo_minigame_1005_nikki02_005","0","1020031","2","0"
"0","0.93","0","83","2","32","0","0","0","1020032","1","9"
"0","0","1","0","2","33","0","0","1.24","1020033","4","0"
"83","0.879","0","257","2","34","0","0","0","1020034","1","9"
"0","0","1","0","2","35","0","0","1.877","1020035","4","0"
"0","0","0","0","2","36","vo_minigame_1005","vo_minigame_1005_nikki02_006","0","1020036","2","0"
"0","1.148","0","164","2","37","0","0","0","1020037","1","10"
"0","0","1","0","2","38","0","0","1.541","1020038","4","0"
"164","1.145","0","367","2","39","0","0","0","1020039","1","10"
"0","0","1","0","2","40","0","0","2.645","1020040","4","0"
"0","0","3","0","3","1","0","0","1","1030001","4","0"
"0","0","0","0","3","2","vo_minigame_1005","vo_minigame_1005_nikki03_000","0","1030002","2","0"
"0","2.61","0","340","3","3","0","0","0","1030003","1","1"
"0","0","1","0","3","4","0","0","3.007","1030004","4","0"
"0","1.47","0","233","3","5","0","0","0","1030005","1","2"
"0","0","1","0","3","6","0","0","2.171","1030006","4","0"
"0","0","0","0","3","7","vo_minigame_1005","vo_minigame_1005_nikki03_001","0","1030007","2","0"
"0","2.1","0","322","3","8","0","0","0","1030008","1","3"
"0","0","1","0","3","9","0","0","2.579","1030009","4","0"
"0","2.298","0","370","3","10","0","0","0","1030010","1","4"
"0","0","1","0","3","11","0","0","3.18","1030011","4","0"
"0","0","0","0","3","12","vo_minigame_1005","vo_minigame_1005_nikki03_002","0","1030012","2","0"
"0","1.262","0","101","3","13","0","0","0","1030013","1","5"
"0","0","1","0","3","14","0","0","1.993","1030014","4","0"
"0","0","0","0","3","15","vo_minigame_1005","vo_minigame_1005_nikki03_003","0","1030015","2","0"
"101","0.373","0","142","3","16","0","0","0","1030016","1","5"
"0","0","1","0","3","17","0","0","0.69","1030017","4","0"
"142","1.045","0","362","3","18","0","0","0","1030018","1","5"
"0","0","1","0","3","19","0","0","2.131","1030019","4","0"
"0","0","0","0","3","20","vo_minigame_1005","vo_minigame_1005_nikki03_004","0","1030020","2","0"
"0","2.147","0","289","3","21","0","0","0","1030021","1","6"
"0","0","1","0","3","22","0","0","2.618","1030022","4","0"
"0","1.445","0","350","3","23","0","0","0","1030023","1","7"
"0","0","1","0","3","24","0","0","2.552","1030024","4","0"
"0","0","0","0","3","25","vo_minigame_1005","vo_minigame_1005_nikki03_005","0","1030025","2","0"
"0","0.876","0","103","3","26","0","0","0","1030026","1","8"
"0","0","1","0","3","27","0","0","1.252","1030027","4","0"
"103","2.625","0","407","3","28","0","0","0","1030028","1","8"
"0","0","1","0","3","29","0","0","4.056","1030029","4","0"
"0","0","0","0","3","30","vo_minigame_1005","vo_minigame_1005_nikki03_006","0","1030030","2","0"
"0","2.728","0","383","3","31","0","0","0","1030031","1","9"
"0","0","1","0","3","32","0","0","3.023","1030032","4","0"
"0","0.91","0","104","3","33","0","0","0","1030033","1","10"
"0","0","1","0","3","34","0","0","1.977","1030034","4","0"
"0","0","0","0","3","35","vo_minigame_1005","vo_minigame_1005_nikki03_007","0","1030035","2","0"
"104","0.558","0","245","3","36","0","0","0","1030036","1","10"
"0","0","1","0","3","37","0","0","0.973","1030037","4","0"
"245","1.35","0","392","3","38","0","0","0","1030038","1","10"
"0","0","1","0","3","39","0","0","2.103","1030039","4","0"
"0","0","0","0","3","40","vo_minigame_1005","vo_minigame_1005_nikki03_008","0","1030040","2","0"
"0","0.935","0","150","3","41","0","0","0","1030041","1","11"
"0","0","1","0","3","42","0","0","2.435","1030042","4","0"
"0","0","3","0","4","1","0","0","1","1040001","4","0"
"0","0","0","0","4","2","vo_minigame_1005","vo_minigame_1005_nikki04_000","0","1040002","2","0"
"0","1.597","0","222","4","3","0","0","0","1040003","1","1"
"0","0","1","0","4","4","0","0","1.881","1040004","4","0"
"0","1.46","0","239","4","5","0","0","0","1040005","1","2"
"0","0","1","0","4","6","0","0","2.457","1040006","4","0"
"0","0","0","0","4","7","vo_minigame_1005","vo_minigame_1005_nikki04_001","0","1040007","2","0"
"0","1.208","0","184","4","8","0","0","0","1040008","1","3"
"0","0","1","0","4","9","0","0","1.578","1040009","4","0"
"184","0.673","0","303","4","10","0","0","0","1040010","1","3"
"0","0","1","0","4","11","0","0","1.009","1040011","4","0"
"303","0.65","0","370","4","12","0","0","0","1040012","1","3"
"0","0","1","0","4","13","0","0","0.729","1040013","4","0"
"0","0.976","0","182","4","14","0","0","0","1040014","1","4"
"0","0","1","0","4","15","0","0","1.993","1040015","4","0"
"0","0","0","0","4","16","vo_minigame_1005","vo_minigame_1005_nikki04_002","0","1040016","2","0"
"182","0.396","0","242","4","17","0","0","0","1040017","1","4"
"0","0","1","0","4","18","0","0","0.864","1040018","4","0"
"242","0.74","0","360","4","19","0","0","0","1040019","1","4"
"0","0","1","0","4","20","0","0","1.855","1040020","4","0"
"0","0","0","0","4","21","vo_minigame_1005","vo_minigame_1005_nikki04_003","0","1040021","2","0"
"0","0.437","0","84","4","22","0","0","0","1040022","1","5"
"0","0","1","0","4","23","0","0","0.497","1040023","4","0"
"84","1.776","0","289","4","24","0","0","0","1040024","1","5"
"0","0","1","0","4","25","0","0","2.233","1040025","4","0"
"0","1.29","0","163","4","26","0","0","0","1040026","1","6"
"0","0","1","0","4","27","0","0","1.638","1040027","4","0"
"163","1.137","0","400","4","28","0","0","0","1040028","1","6"
"0","0","1","0","4","29","0","0","2.3","1040029","4","0"
"0","0","0","0","4","30","vo_minigame_1005","vo_minigame_1005_nikki04_004","0","1040030","2","0"
"0","0.336","0","65","4","31","0","0","0","1040031","1","7"
"0","0","1","0","4","32","0","0","0.826","1040032","4","0"
"65","1.223","0","203","4","33","0","0","0","1040033","1","7"
"0","0","1","0","4","34","0","0","1.223","1040034","4","0"
"203","0.994","0","325","4","35","0","0","0","1040035","1","7"
"0","0","1","0","4","36","0","0","1.487","1040036","4","0"
"0","0.89","0","312","4","37","0","0","0","1040037","1","8"
"0","0","1","0","4","38","0","0","1.567","1040038","4","0"
"0","0","0","0","4","39","vo_minigame_1005","vo_minigame_1005_nikki04_005","0","1040039","2","0"
"0","0.74","0","151","4","40","0","0","0","1040040","1","9"
"0","0","1","0","4","41","0","0","1.731","1040041","4","0"
"0","0","0","0","4","42","vo_minigame_1005","vo_minigame_1005_nikki04_006","0","1040042","2","0"
"0","1.937","0","278","4","43","0","0","0","1040043","1","10"
"0","0","1","0","4","44","0","0","2.435","1040044","4","0"
"0","0.822","0","66","4","45","0","0","0","1040045","1","11"
"0","0","1","0","4","46","0","0","1.376","1040046","4","0"
"66","0.576","0","203","4","47","0","0","0","1040047","1","11"
"0","0","1","0","4","48","0","0","0.923","1040048","4","0"
"203","0.785","0","353","4","49","0","0","0","1040049","1","11"
"0","0","1","0","4","50","0","0","2.285","1040050","4","0"
"0","0","3","0","5","1","0","0","1","1050001","4","0"
"0","0","0","0","5","2","vo_minigame_1005","vo_minigame_1005_nikki05_000","0","1050002","2","0"
"0","1.419","0","183","5","3","0","0","0","1050003","1","1"
"0","0","1","0","5","4","0","0","1.662","1050004","4","0"
"0","1.614","0","265","5","5","0","0","0","1050005","1","2"
"0","0","1","0","5","6","0","0","2.394","1050006","4","0"
"0","0","0","0","5","7","vo_minigame_1005","vo_minigame_1005_nikki05_001","0","1050007","2","0"
"0","2.658","0","394","5","8","0","0","0","1050008","1","3"
"0","0","1","0","5","9","0","0","3.202","1050009","4","0"
"0","0","0","0","5","10","vo_minigame_1005","vo_minigame_1005_nikki05_002","0","1050010","2","0"
"0","1.745","0","298","5","11","0","0","0","1050011","1","4"
"0","0","1","0","5","12","0","0","2.545","1050012","4","0"
"0","0","0","0","5","13","vo_minigame_1005","vo_minigame_1005_nikki05_003","0","1050013","2","0"
"0","0.964","0","84","5","14","0","0","0","1050014","1","5"
"0","0","1","0","5","15","0","0","1.34","1050015","4","0"
"84","1.919","0","394","5","16","0","0","0","1050016","1","5"
"0","0","1","0","5","17","0","0","2.719","1050017","4","0"
"0","0","0","0","5","18","vo_minigame_1005","vo_minigame_1005_nikki05_004","0","1050018","2","0"
"0","0.434","0","103","5","19","0","0","0","1050019","1","6"
"0","0","1","0","5","20","0","0","0.903","1050020","4","0"
"103","0.8","0","250","5","21","0","0","0","1050021","1","6"
"0","0","1","0","5","22","0","0","0.8","1050022","4","0"
"0","0.262","0","25","5","23","0","0","0","1050023","1","7"
"0","0","1","0","5","24","0","0","0.968","1050024","4","0"
"25","2.473","0","309","5","25","0","0","0","1050025","1","7"
"0","0","1","0","5","26","0","0","3.315","1050026","4","0"
"0","0","0","0","5","27","vo_minigame_1005","vo_minigame_1005_nikki05_005","0","1050027","2","0"
"0","0.509","0","28","5","28","0","0","0","1050028","1","8"
"0","0","1","0","5","29","0","0","0.988","1050029","4","0"
"28","1.775","0","364","5","30","0","0","0","1050030","1","8"
"0","0","1","0","5","31","0","0","2.507","1050031","4","0"
"0","0","0","0","5","32","vo_minigame_1005","vo_minigame_1005_nikki05_006","0","1050032","2","0"
"0","1.139","0","201","5","33","0","0","0","1050033","1","9"
"0","0","1","0","5","34","0","0","2.066","1050034","4","0"
"0","0","0","0","5","35","vo_minigame_1005","vo_minigame_1005_nikki05_007","0","1050035","2","0"
"0","0.665","0","60","5","36","0","0","0","1050036","1","10"
"0","0","1","0","5","37","0","0","1.144","1050037","4","0"
"60","1.389","0","282","5","38","0","0","0","1050038","1","10"
"0","0","1","0","5","39","0","0","1.789","1050039","4","0"
"282","0.823","0","376","5","40","0","0","0","1050040","1","10"
"0","0","1","0","5","41","0","0","2.023","1050041","4","0"
