7e2da4bfd4486c4f1597c9e3cd4e003e87359d3caf726055acff2eff43790719,293a5fc113053682248c0c4d9898954537b818ecc593f27b09e8797b3e9d8821,b9f4e812a1ac1ec3df273acfffff7776f12eb9e954ce7f2ce9bddd6dfbb15d29,da496585591b0952d2c3be812a3b7b5593ebee45eb1e84664ac51889c9857b1f,e2d15a61aa76861c357c397887bc0ef4b7e6c9cdec152154403b5f13d805e9b1,8daca277ba33721be813560d18d4493f6201bf93e580350552a260389aa5551d,1927af3440d4c09e3e6b547b2291b3c45349e2587645f14778136030b0206542,84e9bdc9ba651de9fb9b0252de5f2477e7878911d59773d274a72d5e4211be85,5a55cdfe9851126824f9bcf638c9ecc7cd0fe02f634ddc0bc4af92f0288ac161,2e51ff2ce8003d6227fc44b1dedd74309417df3273ba2acebb2b301b8c6de2b9,517dc358a02e3e41cfa32f4c829e423b5bad4c8a74d4273f189a65001fda5fda,a4a2220cedc4ed872dc16f9c375e088c2bac6fcf38ffe51646fd5fe28c53f45c,25a37c781f4dbff48ce8173ee61e66b1df9f79ca027e62b3d9e11698b65e2a23
"42","10010125","0","0","10010126","0","0","0","0","10010127","0","4","1"
"41","10010126","0","0","10010127","0","10001","0","0","10010128","0","7","1"
"40","10010127","0","0","10010128","0","2","0","0","10010563","0","2","1"
"38","10010563","0","0","10010130","0","10001","0","0","10010131","0","7","1"
"37","10010130","0","0","10010131","0","0","0","0","10010132","0","6","1"
"36","10010131","10010702","0","10010132","0","10001","0","0","10010701","0","11","1"
"34","10010701","0","0","10010153","0","0","0","0","10010705","0","12","1"
"29","10010708","0","0","10010158","0","5","0","0","10010161","0","14","1"
"28","10010158","0","0","10010161","0","0","0","0","10010162","0","4","1"
"27","10010161","0","0","10010162","0","2","0","0","10010163","0","2","1"
"26","10010162","0","0","10010163","0","1","0","0","10010164","0","3","1"
"25","10010163","0","0","10010164","0","3","0","0","10010165","0","14","1"
"24","10010164","0","0","10010165","0","10001","0","0","10010166","0","11","1"
"23","10010165","0","0","10010166","0","0","0","0","10010167","0","12","1"
"22","10010166","0","0","10010167","0","2","0","0","10010568","0","3","1"
"20","10010568","0","0","10010169","0","10002","0","0","10010570","0","7","1"
"18","10010570","0","0","10010173","0","2","0","0","10010174","0","3","1"
"17","10010173","0","0","10010174","0","10001","0","0","10010175","0","7","1"
"16","10010174","0","0","10010175","0","0","0","0","10010176","0","4","1"
"15","10010175","0","0","10010176","0","1","0","0","10010177","0","2","1"
"14","10010176","0","0","10010177","0","2","0","0","10010178","0","2","1"
"13","10010177","0","0","10010178","0","2","0","0","10010179","0","3","1"
"12","10010178","0","0","10010179","0","0","0","0","10010180","0","12","1"
"11","10010179","0","0","10010180","0","0","0","0","10010181","0","6","1"
"10","10010180","0","0","10010181","0","0","0","0","10010182","0","4","1"
"9","10010181","0","0","10010182","0","2","0","0","10010183","0","2","1"
"8","10010182","0","0","10010183","0","3","0","0","10010184","0","2","1"
"7","10010183","0","0","10010184","0","3","0","0","10010555","0","14","1"
"3","10010558","0","0","10010186","0","1","0","0","10010187","0","14","1"
"2","10010186","0","0","10010187","0","3","0","0","10010188","0","3","1"
"1","10010187","0","0","10010188","0","2","0","0","10010189","0","2","1"
"0","10010188","0","0","10010189","0","0","0","0","10010190","0","13","1"
"60","10010189","0","0","10010190","0","0","0","0","10010191","0","12","1"
"59","10010190","0","0","10010191","0","0","0","0","10010192","0","6","1"
"58","10010191","0","0","10010192","0","1","0","0","10010193","0","3","1"
"57","10010192","0","0","10010193","0","10001","0","0","10010194","0","7","1"
"56","10010193","0","0","10010194","0","0","0","0","10010195","0","5","1"
"55","10010194","0","0","10010195","0","2","0","0","10010196","0","3","1"
"54","10010195","0","0","10010196","0","10001","0","0","10010197","0","11","1"
"53","10010196","0","0","10010197","0","0","0","0","10010198","0","4","1"
"52","10010197","0","0","10010198","0","1","0","0","10010199","0","2","1"
"51","10010198","0","0","10010199","0","2","0","0","10010200","0","14","1"
"50","10010199","0","0","10010200","0","1","0","0","10010201","0","2","1"
"49","10010200","10010716","0","10010201","0","1","0","0","10010214","0","3","1"
"48","10010201","0","0","10010214","0","0","0","0","10010215","0","4","1"
"47","10010214","0","0","10010215","0","0","0","0","10010710","0","12","1"
"44","10010711","0","0","10010218","0","10001","0","0","10010219","0","11","1"
"43","10010218","0","0","10010219","0","2","0","0","10010220","0","2","1"
"42","10010219","0","0","10010220","0","0","0","0","10010221","0","4","1"
"41","10010220","0","0","10010221","0","2","0","0","10010222","0","3","1"
"40","10010221","0","0","10010222","0","1","0","0","10010223","0","2","1"
"39","10010222","0","0","10010223","0","2","0","0","10010224","0","2","1"
"38","10010223","0","0","10010224","0","0","0","0","10010225","0","4","1"
"37","10010224","0","0","10010225","0","10002","0","0","10010226","0","7","1"
"36","10010225","0","0","10010226","0","10001","0","0","10010227","0","11","1"
"35","10010226","0","0","10010227","0","4","0","0","10010228","0","14","1"
"34","10010227","0","0","10010228","0","0","0","0","10010229","0","5","1"
"33","10010228","0","0","10010229","0","1","0","0","10010230","0","2","1"
"32","10010229","0","0","10010230","0","3","0","0","10010231","0","14","1"
"31","10010230","0","0","10010231","0","0","0","0","10010232","0","4","1"
"30","10010231","0","0","10010232","0","10001","0","0","10010233","0","7","1"
"29","10010232","10010236","0","10010233","0","0","0","0","10010234","0","6","1"
"28","10010233","0","0","10010234","0","10001","0","0","10010573","0","7","1"
"28","10010233","0","0","10010236","0","3","0","0","10010237","0","2","1"
"27","10010236","0","0","10010237","0","2","0","0","10010574","0","3","1"
"25","10010574","0","0","10010239","0","3","0","0","10010240","0","3","1"
"24","10010239","0","0","10010240","0","3","0","0","10010241","0","2","1"
"23","10010240","0","0","10010241","0","0","0","0","10010575","0","4","1"
"24","10010245","0","0","10010244","0","2","0","0","10010564","0","14","1"
"25","10010246","0","0","10010245","0","10003","0","0","10010244","0","7","1"
"26","10010573","0","0","10010246","0","1","0","0","10010245","0","14","1"
"21","10010575","0","0","10010247","0","0","0","0","10010248","0","4","1"
"20","10010247","10010250","0","10010248","0","10001","0","0","10010249","0","11","1"
"19","10010248","0","0","10010249","0","10003","0","0","10010253","0","7","1"
"19","10010248","0","0","10010250","0","0","0","0","10010251","0","5","1"
"18","10010250","0","0","10010251","0","0","0","0","10010577","0","6","1"
"18","10010249","0","0","10010253","0","2","0","0","10010576","0","3","1"
"16","10010576","0","0","10010255","10010577","5","0","0","10010256","0","14","1"
"15","10010255","0","0","10010256","0","2","0","0","10010257","0","2","1"
"14","10010256","0","0","10010257","0","0","0","0","10010258","0","12","1"
"13","10010257","0","0","10010258","0","1","0","0","10010259","0","2","1"
"12","10010258","0","0","10010259","0","10001","0","0","10010260","0","7","1"
"11","10010259","0","0","10010260","0","2","0","0","10010261","0","2","1"
"10","10010260","0","0","10010261","0","10001","0","0","10010262","0","7","1"
"9","10010261","0","0","10010262","0","1","0","0","10010263","0","3","1"
"8","10010262","0","0","10010263","0","10001","0","0","10010264","0","7","1"
"7","10010263","10010717","0","10010264","0","0","0","0","10010719","0","6","1"
"5","10010719","0","0","10010272","0","2","0","0","10010273","0","3","1"
"4","10010272","0","0","10010273","10010721","10002","0","0","10010274","0","7","1"
"3","10010273","0","0","10010274","0","0","0","0","10010275","0","4","1"
"2","10010274","0","0","10010275","0","3","0","0","10010276","0","2","1"
"1","10010275","0","0","10010276","0","3","0","0","10010277","0","3","1"
"0","10010276","0","0","10010277","0","0","0","0","10010278","0","13","1"
"60","10010277","0","0","10010278","0","1","0","0","10010279","0","2","1"
"59","10010278","0","0","10010279","0","2","0","0","10010280","0","3","1"
"58","10010279","0","0","10010280","0","2","0","0","10010281","0","2","1"
"57","10010280","0","0","10010281","0","0","0","0","10010282","0","5","1"
"56","10010281","10010285","0","10010282","0","10002","0","0","10010283","0","7","1"
"55","10010282","0","0","10010283","0","0","0","0","10010296","0","12","1"
"61","10010282","0","0","10010285","0","3","0","0","10010695","0","2","1"
"58","10010696","0","0","10010287","0","10003","0","0","10010697","0","7","1"
"56","10010697","0","0","10010290","0","3","0","0","10010291","0","14","1"
"55","10010290","0","0","10010291","0","3","0","0","10010292","0","3","1"
"54","10010291","0","0","10010292","0","10002","0","0","10010699","0","7","1"
"51","10010700","0","0","10010295","0","2","0","0","10010300","0","2","1"
"54","10010283","0","0","10010296","0","0","0","0","10010578","0","6","1"
"51","10010723","0","0","10010299","0","0","0","0","10010300","0","4","1"
"50","10010295","0","0","10010300","10010299","0","0","0","10010301","0","5","1"
"49","10010300","0","0","10010301","0","1","0","0","10010580","0","3","1"
"46","10010581","10010307","0","10010304","0","10001","0","0","10010305","0","11","1"
"45","10010304","0","0","10010305","0","1","0","0","10010306","0","2","1"
"44","10010305","0","0","10010306","0","1","0","0","10010316","0","3","1"
"47","10010304","0","0","10010307","0","3","0","0","10010308","0","3","1"
"46","10010307","0","0","10010308","0","3","0","0","10010583","0","2","1"
"44","10010583","0","0","10010310","0","10003","0","0","10010584","0","7","1"
"42","10010584","0","0","10010312","0","3","0","0","10010582","0","2","1"
"40","10010582","0","0","10010314","0","0","0","0","10010315","0","12","1"
"39","10010314","0","0","10010315","0","3","0","0","10010586","0","2","1"
"43","10010306","0","0","10010316","0","0","0","0","10010317","0","4","1"
"42","10010316","0","0","10010317","0","2","0","0","10010318","0","2","1"
"41","10010317","0","0","10010318","0","0","0","0","10010319","0","6","1"
"40","10010318","0","0","10010319","0","0","0","0","10010320","0","4","1"
"39","10010319","0","0","10010320","0","10001","0","0","10010586","0","7","1"
"37","10010586","0","0","10010322","0","2","0","0","10010323","0","3","1"
"36","10010322","0","0","10010323","0","0","0","0","10010324","0","4","1"
"35","10010323","0","0","10010324","0","0","0","0","10010325","0","6","1"
"34","10010324","0","0","10010325","0","2","0","0","10010326","0","2","1"
"33","10010325","0","0","10010326","0","3","0","0","10010327","0","14","1"
"32","10010326","0","0","10010327","0","10001","0","0","10010328","0","7","1"
"31","10010327","0","0","10010328","0","4","0","0","10010329","0","14","1"
"30","10010328","0","0","10010329","0","0","0","0","10010330","0","4","1"
"29","10010329","0","0","10010330","0","0","0","0","10010587","0","12","1"
"27","10010587","0","0","10010332","0","0","0","0","10010333","0","5","1"
"26","10010332","0","0","10010333","0","10001","0","0","10010334","0","7","1"
"25","10010333","0","0","10010334","0","2","0","0","10010335","0","3","1"
"24","10010334","0","0","10010335","0","1","0","0","10010588","0","2","1"
"22","10010588","0","0","10010337","0","0","0","0","10010338","0","4","1"
"21","10010337","0","0","10010338","0","10001","0","0","10010339","0","11","1"
"20","10010338","0","0","10010339","0","0","0","0","10010340","0","6","1"
"19","10010339","0","0","10010340","0","2","0","0","10010341","0","2","1"
"18","10010340","0","0","10010341","0","1","0","0","10010342","0","3","1"
"17","10010341","10010355","0","10010342","0","0","0","0","10010343","0","5","1"
"16","10010342","0","0","10010343","0","1","0","0","10010344","0","3","1"
"15","10010343","0","0","10010344","0","10002","0","0","10010589","0","7","1"
"13","10010589","0","0","10010346","0","2","0","0","10010347","0","2","1"
"12","10010346","0","0","10010347","0","10001","0","0","10010348","0","7","1"
"11","10010347","0","0","10010348","0","3","0","0","10010349","0","3","1"
"10","10010348","0","0","10010349","10010350","0","0","0","10010590","0","6","1"
"11","10010351","0","0","10010350","0","1","0","0","10010349","0","2","1"
"12","10010352","0","0","10010351","0","3","0","0","10010350","0","2","1"
"13","10010353","0","0","10010352","0","10002","0","0","10010351","0","7","1"
"14","10010354","0","0","10010353","0","1","0","0","10010352","0","2","1"
"15","10010355","0","0","10010354","0","2","0","0","10010353","0","2","1"
"16","10010342","0","0","10010355","0","0","0","0","10010354","0","4","1"
"8","10010590","10010592","0","10010357","0","0","0","0","10010591","0","4","1"
"4","10010595","0","0","10010361","10010596","0","0","0","10010365","0","4","1"
"3","10010361","0","0","10010365","0","3","0","0","10010598","0","2","1"
"0","10010597","0","0","10010430","0","0","0","0","10010431","0","13","1"
"60","10010430","0","0","10010431","0","1","0","0","10010432","0","2","1"
"59","10010431","0","0","10010432","0","0","0","0","10010434","0","6","1"
"58","10010432","0","0","10010434","0","10001","0","0","10010439","0","7","1"
"57","10010434","0","0","10010439","0","10001","0","0","10010484","0","11","1"
"56","10010001","0","0","10010484","10010439","0","0","0","10010485","0","6","1"
"55","10010484","0","0","10010485","0","1","0","0","10010486","0","2","1"
"54","10010485","0","0","10010486","0","0","0","0","10010487","0","4","1"
"53","10010486","0","0","10010487","0","10001","0","0","10010488","0","7","1"
"52","10010487","0","0","10010488","0","0","0","0","10010489","0","12","1"
"51","10010488","0","0","10010489","0","1","0","0","10010490","0","2","1"
"50","10010489","0","0","10010490","0","0","0","0","10010491","0","5","1"
"49","10010490","10010612","0","10010491","0","0","0","0","10010611","0","4","1"
"6","10010184","0","0","10010555","0","0","0","0","10010556","0","5","1"
"5","10010555","0","0","10010556","0","0","0","0","10010558","0","6","1"
"4","10010556","0","0","10010558","0","10002","0","0","10010186","0","7","1"
"50","10010107","10010560","0","10010559","0","1","0","0","10010119","0","2","1"
"49","10010559","0","0","10010560","0","0","0","0","10010110","0","4","1"
"46","10010111","0","0","10010561","0","2","0","0","10010113","0","2","1"
"43","10010114","0","0","10010562","0","3","0","0","10010116","0","14","1"
"39","10010118","0","0","10010563","10010128","3","0","0","10010130","0","14","1"
"23","10010244","0","0","10010564","0","10001","0","0","10010575","0","11","1"
"46","10010121","0","0","10010565","0","3","0","0","10010123","0","14","1"
"44","10010123","0","0","10010566","0","10001","0","0","10010125","0","7","1"
"21","10010167","0","0","10010568","0","0","0","0","10010169","0","5","1"
"19","10010169","0","0","10010570","0","0","0","0","10010173","0","4","1"
"27","10010234","0","0","10010573","0","1","0","0","10010246","0","2","1"
"26","10010237","0","0","10010574","0","1","0","0","10010239","0","14","1"
"22","10010241","0","0","10010575","10010564","0","0","0","10010247","0","12","1"
"17","10010253","0","0","10010576","0","0","0","0","10010255","0","4","1"
"17","10010251","0","0","10010577","0","3","0","0","10010255","0","2","1"
"53","10010296","0","0","10010578","0","10001","0","0","10010723","0","11","1"
"48","10010301","0","0","10010580","0","2","0","0","10010581","0","14","1"
"47","10010580","0","0","10010581","0","1","0","0","10010304","0","2","1"
"41","10010312","0","0","10010582","0","10003","0","0","10010314","0","7","1"
"45","10010308","0","0","10010583","0","0","0","0","10010310","0","4","1"
"43","10010310","0","0","10010584","0","4","0","0","10010312","0","14","1"
"38","10010315","0","0","10010586","10010320","0","0","0","10010322","0","12","1"
"28","10010330","0","0","10010587","0","10001","0","0","10010332","0","11","1"
"23","10010335","0","0","10010588","0","5","0","0","10010337","0","14","1"
"14","10010344","0","0","10010589","0","10001","0","0","10010346","0","11","1"
"9","10010349","0","0","10010590","0","3","0","0","10010357","0","14","1"
"7","10010357","0","0","10010591","0","2","0","0","10010593","0","2","1"
"7","10010357","0","0","10010592","0","0","0","0","10010594","0","6","1"
"6","10010591","0","0","10010593","0","10003","0","0","10010595","0","7","1"
"6","10010592","0","0","10010594","0","3","0","0","10010596","0","3","1"
"5","10010593","0","0","10010595","0","0","0","0","10010361","0","12","1"
"5","10010594","0","0","10010596","0","10001","0","0","10010361","0","11","1"
"1","10010598","0","0","10010597","0","10003","0","0","10010430","0","7","1"
"2","10010365","0","0","10010598","0","10001","0","0","10010597","0","7","1"
"48","10010491","0","0","10010611","0","1","0","0","10010614","0","14","1"
"48","10010491","0","0","10010612","0","1","0","0","10010613","0","14","1"
"47","10010612","0","0","10010613","0","3","0","0","10010616","0","2","1"
"47","10010611","0","0","10010614","0","3","0","0","10010615","0","3","1"
"46","10010614","0","0","10010615","0","0","0","0","10010618","0","6","1"
"46","10010613","0","0","10010616","0","0","0","0","10010617","0","4","1"
"45","10010616","0","0","10010617","0","2","0","0","10010619","0","14","1"
"45","10010615","0","0","10010618","0","2","0","0","10010624","0","14","1"
"44","10010617","0","0","10010619","0","1","0","0","10010620","0","2","1"
"43","10010619","0","0","10010620","0","2","0","0","10010621","0","2","1"
"42","10010620","0","0","10010621","10010622","2","0","0","10010625","0","2","1"
"43","10010624","0","0","10010622","0","1","0","0","10010621","0","3","1"
"44","10010618","0","0","10010624","0","10001","0","0","10010622","0","7","1"
"41","10010621","0","0","10010625","0","0","0","0","10010626","0","4","1"
"40","10010625","0","0","10010626","0","10001","0","0","10010627","0","7","1"
"39","10010626","0","0","10010627","0","1","0","0","10010628","0","2","1"
"38","10010627","0","0","10010628","0","4","0","0","10010629","0","14","1"
"37","10010628","0","0","10010629","0","0","0","0","10010630","0","5","1"
"36","10010629","10010637","0","10010630","0","1","0","0","10010631","0","2","1"
"35","10010630","0","0","10010631","0","2","0","0","10010632","0","3","1"
"34","10010631","0","0","10010632","0","2","0","0","10010633","0","2","1"
"33","10010632","0","0","10010633","0","10001","0","0","10010634","0","11","1"
"32","10010633","0","0","10010634","10010635","0","0","0","10010638","0","4","1"
"33","10010636","0","0","10010635","0","2","0","0","10010634","0","3","1"
"34","10010637","0","0","10010636","0","10002","0","0","10010635","0","7","1"
"35","10010630","0","0","10010637","0","0","0","0","10010636","0","12","1"
"31","10010634","0","0","10010638","0","0","0","0","10010639","0","6","1"
"30","10010638","0","0","10010639","0","1","0","0","10010640","0","2","1"
"29","10010639","0","0","10010640","0","10001","0","0","10010641","0","11","1"
"28","10010640","0","0","10010641","0","5","0","0","10010642","0","14","1"
"27","10010641","0","0","10010642","0","0","0","0","10010643","0","4","1"
"26","10010642","0","0","10010643","0","0","0","0","10010644","0","12","1"
"25","10010643","0","0","10010644","0","1","0","0","10010645","0","2","1"
"24","10010644","0","0","10010645","0","2","0","0","10010646","0","3","1"
"23","10010645","0","0","10010646","0","0","0","0","10010647","0","4","1"
"22","10010646","0","0","10010647","0","2","0","0","10010648","0","2","1"
"21","10010647","0","0","10010648","0","3","0","0","10010649","0","14","1"
"20","10010648","10010653","0","10010649","0","1","0","0","10010650","0","3","1"
"19","10010649","0","0","10010650","0","2","0","0","10010651","0","3","1"
"18","10010650","0","0","10010651","0","3","0","0","10010654","0","2","1"
"18","10010653","0","0","10010652","0","10003","0","0","10010655","0","7","1"
"19","10010649","0","0","10010653","0","1","0","0","10010652","0","2","1"
"17","10010651","0","0","10010654","0","10001","0","0","10010658","0","11","1"
"17","10010652","0","0","10010655","0","2","0","0","10010656","0","3","1"
"16","10010655","0","0","10010656","0","10002","0","0","10010657","0","7","1"
"15","10010656","0","0","10010657","10010658","10001","0","0","10010659","0","7","1"
"16","10010654","0","0","10010658","0","2","0","0","10010657","0","2","1"
"14","10010657","0","0","10010659","0","0","0","0","10010660","0","5","1"
"13","10010659","0","0","10010660","0","2","0","0","10010661","0","2","1"
"12","10010660","0","0","10010661","0","0","0","0","10010662","0","4","1"
"11","10010661","0","0","10010662","0","5","0","0","10010663","0","14","1"
"10","10010662","0","0","10010663","0","3","0","0","10010664","0","2","1"
"9","10010663","0","0","10010664","0","0","0","0","10010665","0","12","1"
"8","10010664","0","0","10010665","0","0","0","0","10010666","0","6","1"
"7","10010665","0","0","10010666","0","1","0","0","10010667","0","2","1"
"6","10010666","0","0","10010667","0","10003","0","0","10010668","0","7","1"
"5","10010667","0","0","10010668","0","10001","0","0","10010669","0","11","1"
"4","10010668","0","0","10010669","0","0","0","0","10010670","0","4","1"
"3","10010669","0","0","10010670","0","1","0","0","10010671","0","3","1"
"2","10010670","0","0","10010671","0","3","0","0","10010672","0","2","1"
"1","10010671","0","0","10010672","0","10001","0","0","10010673","0","7","1"
"0","10010672","0","0","10010673","0","0","0","0","10010674","0","13","1"
"60","10010673","0","0","10010674","0","1","0","0","10010099","0","3","1"
"60","10010285","0","0","10010695","0","3","0","0","10010696","0","3","1"
"59","10010695","0","0","10010696","0","6","0","0","10010287","0","14","1"
"57","10010287","0","0","10010697","0","3","0","0","10010290","0","2","1"
"53","10010292","0","0","10010699","0","0","0","0","10010700","0","4","1"
"52","10010699","0","0","10010700","0","7","0","0","10010295","0","14","1"
"35","10010132","0","0","10010701","0","1","0","0","10010153","0","2","1"
"37","10010132","0","0","10010702","0","3","0","0","10010703","0","2","1"
"36","10010702","0","0","10010703","0","3","0","0","10010704","0","14","1"
"35","10010703","0","0","10010704","0","0","0","0","10010709","0","6","1"
"33","10010153","0","0","10010705","10010709","3","0","0","10010706","0","3","1"
"32","10010705","0","0","10010706","0","0","0","0","10010707","0","4","1"
"31","10010706","0","0","10010707","0","10001","0","0","10010708","0","7","1"
"30","10010707","0","0","10010708","0","1","0","0","10010158","0","3","1"
"34","10010704","0","0","10010709","0","10003","0","0","10010705","0","7","1"
"46","10010215","0","0","10010710","0","1","0","0","10010711","0","2","1"
"45","10010710","0","0","10010711","10010712","0","0","0","10010218","0","6","1"
"46","10010713","0","0","10010712","0","3","0","0","10010711","0","3","1"
"47","10010714","0","0","10010713","0","6","0","0","10010712","0","14","1"
"48","10010715","0","0","10010714","0","3","0","0","10010713","0","2","1"
"49","10010716","0","0","10010715","0","0","0","0","10010714","0","4","1"
"50","10010201","0","0","10010716","0","4","0","0","10010715","0","14","1"
"8","10010264","0","0","10010717","0","0","0","0","10010718","0","5","1"
"7","10010717","0","0","10010718","0","5","0","0","10010720","0","14","1"
"6","10010264","0","0","10010719","0","10001","0","0","10010272","0","7","1"
"6","10010718","0","0","10010720","0","10003","0","0","10010721","0","7","1"
"5","10010720","0","0","10010721","0","3","0","0","10010273","0","3","1"
"52","10010578","0","0","10010723","0","1","0","0","10010299","0","2","1"
"63","0","0","0","10020001","0","0","0","0","10020002","0","1","2"
"62","10020001","0","0","10020002","10020390","1","0","0","10020003","0","2","2"
"61","10020002","0","0","10020003","0","0","0","0","10020004","0","4","2"
"60","10020003","0","0","10020004","0","0","0","0","10020005","0","6","2"
"59","10020004","0","0","10020005","0","10001","0","0","10020006","0","7","2"
"58","10020005","0","0","10020006","0","2","0","0","10020007","0","2","2"
"57","10020006","0","0","10020007","0","0","0","0","10020592","0","5","2"
"55","10020592","10020589","0","10020009","0","0","0","0","10020588","0","12","2"
"53","10020588","0","0","10020012","0","1","0","0","10020015","0","14","2"
"53","10020589","0","0","10020013","0","1","0","0","10020014","0","14","2"
"52","10020013","0","0","10020014","0","0","0","0","10020016","0","4","2"
"52","10020012","0","0","10020015","0","0","0","0","10020020","0","6","2"
"51","10020014","0","0","10020016","0","2","0","0","10020590","0","14","2"
"49","10020587","0","0","10020018","10020590","0","0","0","10020021","0","4","2"
"51","10020015","0","0","10020020","0","2","0","0","10020587","0","14","2"
"48","10020018","0","0","10020021","0","1","0","0","10020022","0","3","2"
"47","10020021","0","0","10020022","0","1","0","0","10020023","0","2","2"
"46","10020022","0","0","10020023","0","0","0","0","10020024","0","6","2"
"45","10020023","0","0","10020024","0","0","0","0","10020025","0","5","2"
"44","10020024","0","0","10020025","0","0","0","0","10020026","0","4","2"
"43","10020025","0","0","10020026","0","4","0","0","10020027","0","14","2"
"42","10020026","0","0","10020027","0","1","0","0","10020028","0","2","2"
"41","10020027","0","0","10020028","0","0","0","0","10020029","0","6","2"
"40","10020028","0","0","10020029","0","1","0","0","10020030","0","2","2"
"39","10020029","0","0","10020030","0","10001","0","0","10020031","0","11","2"
"38","10020030","10020586","0","10020031","0","10001","0","0","10020518","0","7","2"
"12","10020544","0","0","10020062","0","1","0","0","10020063","0","2","2"
"11","10020062","0","0","10020063","0","0","0","0","10020064","0","4","2"
"10","10020063","0","0","10020064","0","2","0","0","10020515","0","3","2"
"7","10020516","0","0","10020079","0","10002","0","0","10020404","0","7","2"
"3","10020406","0","0","10020083","0","10003","0","0","10020084","0","7","2"
"2","10020083","0","0","10020084","0","0","0","0","10020085","0","12","2"
"1","10020084","0","0","10020085","0","0","0","0","10020086","0","6","2"
"0","10020085","0","0","10020086","0","0","0","0","10020087","0","13","2"
"66","10020086","0","0","10020087","0","2","0","0","10020088","0","2","2"
"65","10020087","0","0","10020088","0","0","0","0","10020089","0","4","2"
"64","10020088","0","0","10020089","0","10001","0","0","10020090","0","7","2"
"63","10020089","0","0","10020090","0","0","0","0","10020091","0","6","2"
"62","10020090","0","0","10020091","0","0","0","0","10020092","0","12","2"
"61","10020091","0","0","10020092","0","1","0","0","10020407","0","3","2"
"59","10020407","0","0","10020094","0","1","0","0","10020101","0","2","2"
"58","10020094","0","0","10020101","0","0","0","0","10020491","0","4","2"
"38","10020512","0","0","10020127","0","10002","0","0","10020128","0","7","2"
"37","10020127","10020561","0","10020128","0","0","0","0","10020573","10020567","6","2"
"33","10020146","0","10020571","10020143","10020566","10001","0","0","10020147","0","11","2"
"34","10020564","0","0","10020146","0","1","0","0","10020143","0","3","2"
"32","10020143","0","0","10020147","0","2","0","0","10020148","0","2","2"
"31","10020147","0","0","10020148","0","0","0","0","10020408","0","5","2"
"29","10020408","0","0","10020150","0","5","0","0","10020151","0","14","2"
"28","10020150","0","0","10020151","0","1","0","0","10020152","0","2","2"
"27","10020151","0","0","10020152","0","0","0","0","10020153","0","6","2"
"26","10020152","0","0","10020153","0","2","0","0","10020154","0","3","2"
"25","10020153","0","0","10020154","0","3","0","0","10020155","0","2","2"
"24","10020154","0","0","10020155","0","0","0","0","10020156","0","4","2"
"23","10020155","0","0","10020156","0","0","0","0","10020157","0","5","2"
