fef96539757342c63f58fff8546f1b0957930910e9e95a35820a4c146e63429d,2af32739d91069bd6411d7bf2c10677060d89a853ed6dd0a90f4ad774139888f,c9b932562cc683d3ef3fb2de85a61be99181734433e6f16366b17f5d7a0c95d0,509babf02f541c769fd937de08e5be7a2fc220992a2707830e2d9a8fdde3ef5d,9b11a1b246eeb783ceaaaec375df85bf4206a978a1f6d55f9fffccbe303e0d0a,bc26d5a72dd8e1841b32e7859426bea1dcb0d23b783aacf466d5c27f608242d4,aa75cbfcb34c0b355008a4b19ccc0b2fede44980148e0f4a714bddd0df59443d,73fb98640dd1c89284aba063869884ca0aca06c49c0940f9e2ee4642905965e3,0e4dbbd5383d1a7c7827767d8a0b646062ac115d08977b486e87dc1fd172b510,447a22079c43a529eed79e20bf22ecee83efffe11919873f56c448b761200905,89dbb08d1c5b1789b52b794b534f6e4b28a68a157b60e6cb6533a28cced396b2,adb3690a39e7786f47c080db761210fa18ffa9ab6710595fa7e14f396f1db1f3,6f1a8aef18721b95ecb1c5d015a7d3d40e9db856ed5beef3b9d31e75318322a8,7f46bd88a0cf89fc452e62c974c416ffeb751a895799ce83f805d77b0f081936,540422a151a73c81709d7739877f298572cd5d8e762c04f9898af2a544262ed4,314fe1f8aee762dd0a4a8d75fd1dbecdee25fbe705655b355b7c328866eaec20,136059e94ea16d390798a5ce63307b54edcc1ea9c7ae02c8819e0b1bd397150c
"10018","104401","bgm_M106","50","2019/10/21 15:59:59","2019/10/24 15:59:59","2019/10/27 15:59:59","0","0","500263","1768","bgm_M106","60","2019/10/17 16:00:00","2019/10/15 16:00:00","1060","10003"
"10019","110101","bgm_M237","50","2019/11/12 15:59:59","2019/11/15 15:59:59","2019/11/18 15:59:59","0","0","500683","1600","bgm_M237","12","2019/11/01 16:00:00","2019/10/30 16:00:00","1060","0"
"10020","107601","bgm_M112","50","2019/11/21 15:59:59","2019/11/24 15:59:59","2019/11/27 15:59:59","0","0","500164","1768","bgm_M112","60","2019/11/17 16:00:00","2019/11/15 16:00:00","1060","10004"
"10021","110501","bgm_M245","50","2019/12/12 15:59:59","2019/12/15 15:59:59","2019/12/17 15:59:59","0","0","500713","1768","bgm_M245_02","60","2019/12/02 16:00:00","2019/11/29 16:00:00","1060","0"
"10022","108001","bgm_M121","50","2019/12/21 15:59:59","2019/12/24 15:59:59","2019/12/26 15:59:59","0","0","500284","1768","bgm_M121","60","2019/12/17 16:00:00","2019/12/15 16:00:00","1060","10005"
"10023","110701","bgm_M254","50","2020/01/13 15:59:59","2020/01/16 15:59:59","2020/01/19 15:59:59","0","0","500731","1800","bgm_M254","34","2020/01/02 16:00:00","2019/12/31 16:00:00","1060","0"
"10024","104701","bgm_M128","50","2020/01/20 15:59:59","2020/01/23 15:59:59","2020/01/26 15:59:59","0","0","500096","1768","bgm_M128","60","2020/01/16 16:00:00","2020/01/14 16:00:00","1060","10006"
"10025","111201","bgm_M265","50","2020/02/15 15:59:59","2020/02/18 15:59:59","2020/02/21 15:59:59","0","0","505033","1768","bgm_M265_Top","60","2020/02/04 16:00:00","2020/01/31 16:00:00","1060","0"
"10026","108201","bgm_M135","50","2020/02/22 15:59:59","2020/02/25 15:59:59","2020/02/28 15:59:59","0","0","500264","1768","bgm_M135","60","2020/02/18 16:00:00","2020/02/14 16:00:00","1060","10007"
"10027","100501","bgm_M273","50","2020/03/13 15:59:59","2020/03/16 15:59:59","2020/03/19 15:59:59","0","0","500836","1800","bgm_M273","60","2020/03/02 16:00:00","2020/02/27 16:00:00","1060","0"
"10028","100901","bgm_M162","50","2020/03/20 15:59:59","2020/03/23 15:59:59","2020/03/26 15:59:59","0","0","500143","1768","bgm_M162","60","2020/03/16 16:00:00","2020/03/13 16:00:00","1060","10008"
"10029","111601","bgm_M281","50","2020/04/12 15:59:59","2020/04/15 15:59:59","2020/04/19 15:59:59","0","0","500880","1768","bgm_M281","60","2020/04/01 16:00:00","2020/03/30 16:00:00","1060","0"
"10030","108501","bgm_M171","50","2020/04/19 15:59:59","2020/04/22 15:59:59","2020/04/26 15:59:59","0","0","500114","1768","bgm_M171","60","2020/04/15 16:00:00","2020/04/13 16:00:00","1060","10009"
"10031","112101","bgm_M294","50","2020/05/16 15:59:59","2020/05/19 15:59:59","2020/05/22 15:59:59","0","0","500911","1768","bgm_M294","60","2020/05/05 16:00:00","2020/04/30 16:00:00","1060","0"
"10032","108901","bgm_M182","50","2020/05/23 15:59:59","2020/05/26 15:59:59","2020/05/29 15:59:59","0","0","500553","1768","bgm_M182","60","2020/05/19 16:00:00","2020/05/15 16:00:00","1060","10010"
"10033","112301","bgm_M316","50","2020/06/14 15:59:59","2020/06/17 15:59:59","2020/06/21 15:59:59","0","0","500016","1768","bgm_M316","60","2020/06/03 16:00:00","2020/06/01 16:00:00","1060","0"
"10034","109001","bgm_M189","50","2020/06/21 15:59:59","2020/06/24 15:59:59","2020/06/28 15:59:59","0","0","500600","1768","bgm_M189","60","2020/06/17 16:00:00","2020/06/15 16:00:00","1060","10011"
"10035","112401","bgm_M330","50","2020/10/18 15:59:59","2020/10/21 15:59:59","2020/10/26 15:59:59","0","0","500175","1768","bgm_M330","60","2020/09/30 16:00:00","2020/09/28 16:00:00","1060","0"
"10036","112401","bgm_M341","50","2020/10/18 15:59:59","2020/10/21 15:59:59","2020/10/26 15:59:59","0","10035","500921","1768","bgm_M341","60","2020/10/12 16:00:00","2020/09/28 16:00:00","1060","0"
"10037","101401","bgm_M206","50","2020/08/21 15:59:59","2020/08/24 15:59:59","2020/08/28 15:59:59","0","0","500013","1768","bgm_M206","60","2020/08/17 16:00:00","2020/08/14 16:00:00","1060","10012"
"10038","111001","bgm_M343","50","2020/07/13 15:59:59","2020/07/16 15:59:59","2020/07/19 15:59:59","0","0","500751","1768","bgm_M343","60","2020/07/02 16:00:00","2020/06/29 16:00:00","1060","0"
"10039","109301","bgm_M215","50","2020/07/20 15:59:59","2020/07/23 15:59:59","2020/07/26 15:59:59","0","0","500133","1768","bgm_M215","60","2020/07/16 16:00:00","2020/07/13 16:00:00","1060","10013"
"10040","103301","bgm_M351","50","2020/08/14 15:59:59","2020/08/17 15:59:59","2020/08/21 15:59:59","0","0","500990","1768","bgm_M351","60","2020/08/03 16:00:00","2020/07/31 16:00:00","1060","0"
"10041","109501","bgm_M223","50","2020/09/22 15:59:59","2020/09/25 15:59:59","2020/09/28 15:59:59","0","0","500650","1768","bgm_M223","60","2020/09/18 16:00:00","2020/09/14 16:00:00","1060","10015"
"10042","113001","bgm_M375","50","2020/09/15 15:59:59","2020/09/18 15:59:59","2020/09/22 15:59:59","0","0","500016","1768","bgm_M375","60","2020/09/04 16:00:00","2020/09/01 16:00:00","1060","0"
"10043","110101","bgm_M237","50","2020/10/23 15:59:59","2020/10/26 15:59:59","2020/10/28 15:59:59","0","0","500683","1600","bgm_M237","12","2020/10/19 16:00:00","2020/10/15 16:00:00","1060","10019"
"10044","113201","bgm_M380A","50","2020/11/13 15:59:59","2020/11/16 15:59:59","2020/11/20 15:59:59","0","0","500016","1768","bgm_M380A","60","2020/11/02 16:00:00","2020/10/29 16:00:00","1060","0"
"10045","110501","bgm_M245","50","2020/11/21 15:59:59","2020/11/24 15:59:59","2020/11/27 15:59:59","0","0","500713","1768","bgm_M245_02","60","2020/11/17 16:00:00","2020/11/13 16:00:00","1060","10021"
"10046","113501","bgm_M393","50","2020/12/15 15:59:59","2020/12/18 15:59:59","2020/12/22 15:59:59","0","0","501091","1768","bgm_M393","60","2020/12/04 16:00:00","2020/12/01 16:00:00","1060","0"
"10047","110701","bgm_M254","50","2020/12/22 15:59:59","2020/12/25 15:59:59","2020/12/27 15:59:59","0","0","500731","1800","bgm_M254","34","2020/12/18 16:00:00","2020/12/14 16:00:00","1060","10023"
"10048","113801","bgm_M403","50","2021/01/11 15:59:59","2021/01/14 15:59:59","2021/01/18 15:59:59","0","0","500016","1768","bgm_M403","60","2020/12/31 16:00:00","2020/12/28 16:00:00","1060","0"
"10049","111201","bgm_M265","50","2021/01/22 15:59:59","2021/01/25 15:59:59","2021/01/27 15:59:59","0","0","505033","1768","bgm_M265_Top","60","2021/01/18 16:00:00","2021/01/15 16:00:00","1060","10025"
"10050","114101","bgm_M413","50","2021/02/12 15:59:59","2021/02/15 15:59:59","2021/02/19 15:59:59","0","0","501133","1768","bgm_M413","60","2021/02/01 16:00:00","2021/01/29 16:00:00","1060","0"
"10051","100501","bgm_M273","50","2021/02/23 15:59:59","2021/02/26 15:59:59","2021/02/28 15:59:59","0","0","500836","1800","bgm_M273","60","2021/02/19 16:00:00","2021/02/17 16:00:00","1060","10027"
"10052","114201","bgm_M421","50","2021/03/13 15:59:59","2021/03/16 15:59:59","2021/03/20 15:59:59","0","0","500016","1768","bgm_M421","60","2021/03/02 16:00:00","2021/02/26 16:00:00","1060","0"
"10053","109701","bgm_M228","50","2021/04/24 15:59:59","2021/04/27 15:59:59","2021/04/30 15:59:59","0","0","500175","1768","bgm_M228","60","2021/04/16 16:00:00","2021/04/14 16:00:00","1060","10017"
"10054","114401","bgm_M426","50","2021/04/12 15:59:59","2021/04/15 15:59:59","2021/04/19 15:59:59","0","0","501171","1768","bgm_M426","60","2021/04/01 16:00:00","2021/03/30 16:00:00","1060","0"
"10055","111601","bgm_M281","50","2021/03/21 15:59:59","2021/03/24 15:59:59","2021/03/26 15:59:59","0","0","500880","1768","bgm_M281","60","2021/03/17 16:00:00","2021/03/15 16:00:00","1060","10029"
"10056","111801","bgm_M435","50","2021/05/15 15:59:59","2021/05/18 15:59:59","2021/05/22 15:59:59","0","0","501160","1768","bgm_M435","60","2021/05/04 16:00:00","2021/05/01 16:00:00","1060","0"
"10057","112101","bgm_M294","50","2021/05/23 15:59:59","2021/05/26 15:59:59","2021/05/28 14:59:59","0","0","500911","1768","bgm_M294","60","2021/05/19 16:00:00","2021/05/17 16:00:00","1060","10031"
"10058","115601","bgm_M442A","50","2021/06/19 15:59:59","2021/06/22 15:59:59","2021/06/26 15:59:59","0","0","500143","1768","bgm_M442A","60","2021/06/02 16:00:00","2021/05/31 16:00:00","1060","0"
"10059","115601","bgm_M442B","50","2021/06/19 15:59:59","2021/06/22 15:59:59","2021/06/26 15:59:59","0","10058","501203","1768","bgm_M442B","60","2021/06/12 16:00:00","2021/05/31 16:00:00","1060","0"
"10060","112301","bgm_M316","50","2021/06/22 15:59:59","2021/06/25 15:59:59","2021/06/27 15:59:59","1","0","500016","1768","bgm_M316","60","2021/06/18 16:00:00","2021/06/16 16:00:00","1060","10033"
"10061","115801","bgm_M451","50","2021/07/16 15:59:59","2021/07/19 15:59:59","2021/07/23 15:59:59","0","0","500133","1768","bgm_M451","60","2021/07/05 16:00:00","2021/07/02 16:00:00","1060","0"
"10062","112401","bgm_M330","50","2021/08/22 15:59:59","2021/08/25 15:59:59","2021/08/27 15:59:59","0","0","500175","1768","bgm_M330","60","2021/08/09 16:00:00","2021/08/06 16:00:00","1060","10035"
"10063","112401","bgm_M341","50","2021/08/22 15:59:59","2021/08/25 15:59:59","2021/08/27 15:59:59","0","10062","500921","1768","bgm_M341","60","2021/08/17 16:00:00","2021/08/06 16:00:00","1060","10036"
"10064","116201","bgm_M457","50","2021/08/13 15:59:59","2021/08/16 15:59:59","2021/08/20 15:59:59","0","0","501260","1768","bgm_M457","34","2021/08/02 16:00:00","2021/07/30 16:00:00","1060","0"
"10065","111001","bgm_M343","50","2021/07/23 15:59:59","2021/07/26 15:59:59","2021/07/28 15:59:59","0","0","500751","1768","bgm_M343","60","2021/07/19 16:00:00","2021/07/16 16:00:00","1060","10038"
"10066","116501","bgm_M467","50","2021/09/12 15:59:59","2021/09/15 15:59:59","2021/09/19 15:59:59","0","0","500016","1768","bgm_M467","60","2021/09/01 16:00:00","2021/08/30 16:00:00","1060","0"
"10067","103301","bgm_M351","50","2021/09/21 15:59:59","2021/09/24 15:59:59","2021/09/26 15:59:59","0","0","500990","1768","bgm_M351","60","2021/09/17 16:00:00","2021/09/15 16:00:00","1060","10040"
"10068","116701","bgm_M478","50","2021/10/12 15:59:59","2021/10/15 15:59:59","2021/10/19 15:59:59","0","0","500016","1768","bgm_M478_Lofi","60","2021/10/01 16:00:00","2021/09/28 16:00:00","1060","0"
"10069","113001","bgm_M375","50","2021/10/22 15:59:59","2021/10/25 15:59:59","2021/10/27 15:59:59","0","0","500016","1768","bgm_M375","60","2021/10/18 16:00:00","2021/10/15 16:00:00","1060","10042"
"10070","117101","bgm_M486","50","2021/11/12 15:59:59","2021/11/15 15:59:59","2021/11/19 15:59:59","0","0","500016","1768","bgm_M486","60","2021/11/01 16:00:00","2021/10/29 16:00:00","1060","0"
"10071","113201","bgm_M380A","50","2021/11/22 15:59:59","2021/11/25 15:59:59","2021/11/27 15:59:59","0","0","500016","1768","bgm_M380A","60","2021/11/18 16:00:00","2021/11/16 16:00:00","1060","10044"
"10072","117401","bgm_M496","50","2021/12/13 15:59:59","2021/12/16 15:59:59","2021/12/20 15:59:59","0","0","501031","1768","bgm_M496","60","2021/12/02 16:00:00","2021/11/29 16:00:00","1060","0"
"10073","113501","bgm_M393","50","2021/12/21 15:59:59","2021/12/24 15:59:59","2021/12/26 15:59:59","0","0","501091","1768","bgm_M393","60","2021/12/17 16:00:00","2021/12/15 16:00:00","1060","10046"
"10074","117501","bgm_M508","50","2022/01/14 15:59:59","2022/01/17 15:59:59","2022/01/21 15:59:59","0","0","500016","1768","bgm_M508","60","2022/01/03 16:00:00","2021/12/30 16:00:00","1060","0"
"10075","113801","bgm_M403","50","2022/01/23 15:59:59","2022/01/26 15:59:59","2022/01/28 15:59:59","0","0","500016","1768","bgm_M403","60","2022/01/19 16:00:00","2022/01/17 16:00:00","1060","10048"
"10076","117801","bgm_M520","50","2022/02/12 15:59:59","2022/02/15 15:59:59","2022/02/19 15:59:59","0","0","505033","1768","bgm_M520","60","2022/02/01 16:00:00","2022/01/30 16:00:00","1060","0"
"10077","114101","bgm_M413","50","2022/02/20 15:59:59","2022/02/23 15:59:59","2022/02/25 15:59:59","0","0","501133","1768","bgm_M413","60","2022/02/16 16:00:00","2022/02/14 16:00:00","1060","10050"
"10078","119001","bgm_M527","50","2022/03/12 15:59:59","2022/03/15 15:59:59","2022/03/19 15:59:59","0","0","500016","1768","bgm_M527","60","2022/03/01 16:00:00","2022/02/26 16:00:00","1060","0"
"10079","114201","bgm_M421","50","2022/03/22 15:59:59","2022/03/25 15:59:59","2022/03/27 15:59:59","1","0","500016","1768","bgm_M421","60","2022/03/18 16:00:00","2022/03/16 16:00:00","1060","10052"
"10080","119201","bgm_M536","50","2022/04/12 15:59:59","2022/04/15 15:59:59","2022/04/19 15:59:59","0","0","500881","1768","bgm_M536","60","2022/04/01 16:00:00","2022/03/28 16:00:00","1060","0"
"10081","114401","bgm_M426","50","2022/04/22 15:59:59","2022/04/25 15:59:59","2022/04/27 15:59:59","0","0","501171","1768","bgm_M426","60","2022/04/18 16:00:00","2022/04/15 16:00:00","1060","10054"
"10082","120801","bgm_M543","50","2022/05/13 15:59:59","2022/05/16 15:59:59","2022/05/20 15:59:59","0","0","501483","1768","bgm_M543","60","2022/05/02 16:00:00","2022/04/29 16:00:00","1060","0"
"10083","111801","bgm_M435","50","2022/05/23 15:59:59","2022/05/26 15:59:59","2022/05/28 15:59:59","0","0","501160","1768","bgm_M435","60","2022/05/19 16:00:00","2022/05/16 16:00:00","1060","10056"
"10084","106001","bgm_M552","50","2022/06/18 15:59:59","2022/06/21 15:59:59","2022/06/25 15:59:59","0","0","510306","1768","bgm_M552","60","2022/06/01 16:00:00","2022/05/30 16:00:00","1060","0"
"10085","121201","bgm_M553","50","2022/06/18 15:59:59","2022/06/21 15:59:59","2022/06/25 15:59:59","0","10084","510225","1768","bgm_M553","60","2022/06/08 16:00:00","2022/05/30 16:00:00","1060","0"
"10086","115601","bgm_M442A","50","2022/06/22 15:59:59","2022/06/25 15:59:59","2022/06/29 15:59:59","0","0","500143","1768","bgm_M442A","60","2022/06/13 16:00:00","2022/06/10 16:00:00","1060","10058"
"10087","115601","bgm_M442B","50","2022/06/22 15:59:59","2022/06/25 15:59:59","2022/06/29 15:59:59","0","10086","501203","1768","bgm_M442B","60","2022/06/19 16:00:00","2022/06/10 16:00:00","1060","10059"
"10088","121401","bgm_M565","50","2022/07/12 15:59:59","2022/07/15 15:59:59","2022/07/19 15:59:59","0","0","500118","1768","bgm_M565","60","2022/07/01 16:00:00","2022/06/28 16:00:00","1060","0"
"10089","115801","bgm_M451","50","2022/07/23 15:59:59","2022/07/26 15:59:59","2022/07/28 15:59:59","0","0","500133","1768","bgm_M451","60","2022/07/19 16:00:00","2022/07/17 16:00:00","1060","10061"
"10090","121601","bgm_M574","50","2022/08/12 15:59:59","2022/08/15 15:59:59","2022/08/19 15:59:59","1","0","500016","1768","bgm_M574","60","2022/08/01 16:00:00","2022/07/29 16:00:00","1060","0"
"10091","116201","bgm_M457","50","2022/08/23 15:59:59","2022/08/26 15:59:59","2022/08/28 15:59:59","0","0","501260","1768","bgm_M457","34","2022/08/19 16:00:00","2022/08/17 16:00:00","1060","10064"
"10092","122001","bgm_M582","50","2022/09/12 15:59:59","2022/09/15 15:59:59","2022/09/19 15:59:59","0","0","500016","1768","bgm_M582","60","2022/09/01 16:00:00","2022/08/29 16:00:00","1060","0"
"10093","116501","bgm_M467","50","2022/09/23 15:59:59","2022/09/26 15:59:59","2022/09/28 15:59:59","0","0","500016","1768","bgm_M467","60","2022/09/19 16:00:00","2022/09/16 16:00:00","1060","10066"
"10094","122101","bgm_M595","50","2022/10/13 15:59:59","2022/10/16 15:59:59","2022/10/20 15:59:59","0","0","500016","1768","bgm_M595","60","2022/10/02 16:00:00","2022/09/29 16:00:00","1060","0"
"10095","116701","bgm_M478","50","2022/10/23 15:59:59","2022/10/26 15:59:59","2022/10/28 15:59:59","0","0","500016","1768","bgm_M478_Lofi","60","2022/10/19 16:00:00","2022/10/17 16:00:00","1060","10068"
"10096","122401","bgm_M601","50","2022/11/12 15:59:59","2022/11/15 15:59:59","2022/11/19 15:59:59","0","0","500016","1768","bgm_M601","60","2022/11/01 16:00:00","2022/10/30 16:00:00","1060","0"
"10097","117101","bgm_M486","50","2022/11/22 15:59:59","2022/11/25 15:59:59","2022/11/27 15:59:59","0","0","500016","1768","bgm_M486","60","2022/11/18 16:00:00","2022/11/16 16:00:00","1060","10070"
"10098","122801","bgm_M608","50","2022/12/11 15:59:59","2022/12/15 15:59:59","2022/12/19 15:59:59","0","0","500010","1768","bgm_M608","60","2022/12/01 16:00:00","2022/11/29 16:00:00","1060","0"
"10099","117401","bgm_M496","50","2022/12/23 15:59:59","2022/12/26 15:59:59","2022/12/28 15:59:59","0","0","501031","1768","bgm_M496","60","2022/12/19 16:00:00","2022/12/16 16:00:00","1060","10072"
"10100","123101","bgm_M618","50","2023/01/12 15:59:59","2023/01/16 15:59:59","2023/01/20 15:59:59","0","0","500016","1768","bgm_M618","60","2023/01/02 16:00:00","2022/12/30 16:00:00","1060","0"
"10101","117501","bgm_M508","50","2023/01/23 15:59:59","2023/01/26 15:59:59","2023/01/28 15:59:59","0","0","500016","1768","bgm_M508","60","2023/01/19 16:00:00","2023/01/17 16:00:00","1060","10074"
"10102","123501","bgm_M623","50","2023/02/11 15:59:59","2023/02/15 15:59:59","2023/02/19 15:59:59","0","0","500096","1768","bgm_M623","60","2023/02/01 16:00:00","2023/01/30 16:00:00","1060","0"
"10103","117801","bgm_M520","50","2023/02/21 15:59:59","2023/02/24 15:59:59","2023/02/26 15:59:59","0","0","505033","1768","bgm_M520","60","2023/02/17 16:00:00","2023/02/15 16:00:00","1060","10076"
"10104","123901","bgm_M630","50","2023/03/11 15:59:59","2023/03/15 15:59:59","2023/03/19 15:59:59","0","0","500096","1768","bgm_M630","60","2023/03/01 16:00:00","2023/02/26 16:00:00","1060","0"
"10105","119001","bgm_M527","50","2023/03/23 15:59:59","2023/03/26 15:59:59","2023/03/28 15:59:59","0","0","500016","1768","bgm_M527","60","2023/03/19 16:00:00","2023/03/17 16:00:00","1060","10078"
"10106","124001","bgm_M638","50","2023/04/11 15:59:59","2023/04/15 15:59:59","2023/04/19 15:59:59","0","0","501463","1768","bgm_M638","60","2023/04/01 16:00:00","2023/03/30 16:00:00","1060","0"
"10107","119201","bgm_M536","50","2023/04/21 15:59:59","2023/04/24 15:59:59","2023/04/26 15:59:59","0","0","500881","1768","bgm_M536","60","2023/04/17 16:00:00","2023/04/14 16:00:00","1060","10080"
"10108","124701","bgm_M647","50","2023/05/13 15:59:59","2023/05/17 15:59:59","2023/05/19 15:59:59","0","0","501884","1768","bgm_M647","60","2023/05/01 16:00:00","2023/04/28 16:00:00","1060","0"
"10109","120801","bgm_M543","50","2023/05/23 15:59:59","2023/05/26 15:59:59","2023/05/28 15:59:59","0","0","501483","1768","bgm_M543","60","2023/05/19 16:00:00","2023/05/17 16:00:00","1060","10082"
"10110","125901","bgm_M659","50","2023/06/23 15:59:59","2023/06/27 15:59:59","2023/06/29 15:59:59","0","0","500013","1768","bgm_M659","60","2023/06/01 16:00:00","2023/05/29 16:00:00","1060","0"
"10111","125901","bgm_M660","50","2023/06/23 15:59:59","2023/06/27 15:59:59","2023/06/29 15:59:59","0","10110","501931","1768","bgm_M660","60","2023/06/08 16:00:00","2023/05/29 16:00:00","1060","0"
"10112","106001","bgm_M552","50","2023/06/25 15:59:59","2023/06/29 15:59:59","2023/06/30 15:59:59","0","0","510306","1768","bgm_M552","60","2023/06/16 16:00:00","2023/06/11 16:00:00","1060","10084"
"10113","121201","bgm_M553","50","2023/06/25 15:59:59","2023/06/29 15:59:59","2023/06/30 15:59:59","0","10112","510225","1768","bgm_M553","60","2023/06/21 16:00:00","2023/06/11 16:00:00","1060","10085"
"10114","125201","bgm_M668","50","2023/07/12 15:59:59","2023/07/16 15:59:59","2023/07/20 15:59:59","0","0","501463","1768","bgm_M668","60","2023/07/02 16:00:00","2023/06/28 16:00:00","1060","0"
"10115","121401","bgm_M565","50","2023/07/23 15:59:59","2023/07/26 15:59:59","2023/07/28 15:59:59","0","0","500118","1768","bgm_M565","60","2023/07/19 16:00:00","2023/07/17 16:00:00","1060","10088"
"10116","125401","bgm_MC017","50","2023/08/11 15:59:59","2023/08/15 15:59:59","2023/08/19 15:59:59","0","0","501683","1768","bgm_MC017","60","2023/08/01 16:00:00","2023/07/29 16:00:00","1060","0"
"10117","121601","bgm_M574","50","2023/08/22 15:59:59","2023/08/25 15:59:59","2023/08/28 15:59:59","1","0","500016","1768","bgm_M574","60","2023/08/18 16:00:00","2023/08/16 16:00:00","1060","10090"
