734e163fc65a8ef79e542296446c67b542e15bb818077031850fb1c504b553fa,e60f7411bc24689a242f95a548ea5289de19026e64e5d9fdc692dec7b95145b5,dcbee9bbd97a4920d82ede198def26fa8a423ca2143155f7a8ea7f0f25aba512,50d352ffdcb53c0dedbd2547996ea833ed95631f91e41d8776be5c69073b2c09,46320fb62bdbd3b13a1b38580bc0c5eae0687f71c11473e4dc233026a02a65e5,fcf8363fcfd135d75f51475856465d1739b02f0afde0c03efce3c13f949481d9,973c509ba56735ce0a44e5ab0be87cca4e17690e9ee763089fd533cfe8c9fbf2,adfe9e8cfa3ef36f4a37a281688b62fdcd78c032bca4b5e941e8dc35c67e3cdc
"3","47","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","102901","0"
"3","48","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","105301","0"
"3","49","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","101201","0"
"3","50","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","101801","0"
"3","51","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","104901","0"
"3","52","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","103201","0"
"3","53","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","104301","0"
"3","54","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","100901","0"
"3","55","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","101101","0"
"3","56","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","101001","0"
"3","57","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","102801","0"
"3","58","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","103001","0"
"3","59","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","105701","0"
"3","60","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","104701","0"
"3","61","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","106301","0"
"3","62","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","103601","0"
"3","63","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","104401","0"
"3","64","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","107501","0"
"3","65","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","107701","0"
"3","66","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","107801","0"
"3","67","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","107901","0"
"3","68","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","103701","0"
"3","69","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108101","0"
"3","70","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108301","0"
"3","71","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","105601","0"
"3","72","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108401","0"
"3","73","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108601","0"
"3","74","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108801","0"
"3","75","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","108701","0"
"3","76","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","109101","0"
"3","77","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","101401","0"
"3","78","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","109201","0"
"3","79","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","109401","0"
"3","80","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","109501","0"
"3","81","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","109601","0"
"3","82","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110001","0"
"3","83","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110301","0"
"3","84","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110401","0"
"3","85","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110601","0"
"3","86","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110701","0"
"3","87","2020/01/21 16:00:00","49","0","2020/01/28 15:59:59","110801","0"
"3","88","2020/01/28 16:00:00","50","0","2020/02/04 15:59:59","105701","0"
"3","89","2020/01/28 16:00:00","50","0","2020/02/04 15:59:59","106301","0"
"3","93","2020/02/04 16:00:00","52","0","2020/02/14 15:59:59","111101","1001"
"3","94","2020/02/14 16:00:00","53","0","2020/02/19 15:59:59","108101","0"
"3","95","2020/02/14 16:00:00","53","0","2020/02/19 15:59:59","108301","0"
"3","96","2020/02/19 16:00:00","54","0","2020/03/04 15:59:59","111301","1002"
"3","97","2020/03/04 16:00:00","55","0","2020/03/13 15:59:59","111401","1003"
"3","98","2020/03/13 16:00:00","56","0","2020/03/19 15:59:59","105601","0"
"2","99","2020/03/13 16:00:00","56","0","2020/03/19 15:59:59","101301","0"
"2","100","2020/03/13 16:00:00","56","0","2020/03/19 15:59:59","102701","0"
"3","101","2020/03/19 16:00:00","57","0","2020/04/01 15:59:59","106501","1004"
"3","102","2020/04/01 16:00:00","58","0","2020/04/14 15:59:59","111501","1005"
"3","103","2020/04/14 16:00:00","59","0","2020/04/22 15:59:59","108401","0"
"3","104","2020/04/14 16:00:00","59","0","2020/04/22 15:59:59","108601","0"
"3","105","2020/04/22 16:00:00","60","0","2020/05/05 15:59:59","111701","1006"
"3","106","2020/05/05 16:00:00","61","0","2020/05/08 15:59:59","112001","1007"
"3","107","2020/05/05 16:00:00","61","0","2020/05/08 15:59:59","106101","0"
"3","108","2020/05/05 16:00:00","61","0","2020/05/08 15:59:59","107101","0"
"3","109","2020/05/05 16:00:00","61","0","2020/05/08 15:59:59","107001","0"
"3","110","2020/05/08 16:00:00","62","0","2020/05/15 15:59:59","112001","1007"
"3","111","2020/05/15 16:00:00","63","0","2020/05/22 15:59:59","108801","0"
"3","112","2020/05/15 16:00:00","63","0","2020/05/22 15:59:59","108701","0"
"3","113","2020/05/22 16:00:00","64","0","2020/06/03 15:59:59","111901","1008"
"3","114","2020/06/03 16:00:00","65","0","2020/06/15 15:59:59","112201","1009"
"3","115","2020/06/15 16:00:00","66","0","2020/06/22 15:59:59","109101","0"
"3","116","2020/06/22 16:00:00","67","0","2020/07/02 15:59:59","180401","1010"
"3","117","2020/06/22 16:00:00","67","0","2020/07/02 15:59:59","107001","0"
"3","118","2020/06/22 16:00:00","67","0","2020/07/02 15:59:59","106101","0"
"3","119","2020/06/22 16:00:00","67","0","2020/07/02 15:59:59","107101","0"
"3","120","2020/08/03 16:00:00","68","0","2020/08/06 15:59:59","110001","0"
"3","121","2020/08/03 16:00:00","68","0","2020/08/06 15:59:59","110301","0"
"3","122","2020/09/30 16:00:00","69","0","2020/10/13 15:59:59","112401","1011"
"3","123","2020/10/13 16:00:00","70","0","2020/10/26 15:59:59","112501","1012"
"3","124","2020/08/17 16:00:00","71","0","2020/08/21 15:59:59","110401","0"
"3","125","2020/08/17 16:00:00","71","0","2020/08/21 15:59:59","110601","0"
"3","126","2020/07/02 16:00:00","72","0","2020/07/13 15:59:59","111001","1013"
"3","127","2020/07/13 16:00:00","73","0","2020/07/20 15:59:59","109201","0"
"3","128","2020/07/13 16:00:00","73","0","2020/07/20 15:59:59","109401","0"
"3","129","2020/07/20 16:00:00","74","0","2020/07/30 15:59:59","110901","1014"
"3","130","2020/07/30 16:00:00","75","0","2020/08/03 15:59:59","111101","0"
"3","131","2020/08/06 16:00:00","76","0","2020/08/17 15:59:59","112701","1015"
"3","132","2020/09/11 16:00:00","77","0","2020/09/16 15:59:59","109501","0"
"3","133","2020/09/11 16:00:00","77","0","2020/09/16 15:59:59","109601","0"
"3","134","2020/08/21 16:00:00","78","0","2020/09/01 15:59:59","112801","1016"
"3","135","2020/09/01 16:00:00","79","0","2020/09/04 15:59:59","180501","1017"
"3","136","2020/09/01 16:00:00","79","0","2020/09/04 15:59:59","180401","0"
"3","137","2020/09/01 16:00:00","79","0","2020/09/04 15:59:59","107001","0"
"3","138","2020/09/01 16:00:00","79","0","2020/09/04 15:59:59","106101","0"
"3","139","2020/09/01 16:00:00","79","0","2020/09/04 15:59:59","107101","0"
"3","140","2020/09/04 16:00:00","80","0","2020/09/11 15:59:59","112901","1018"
"3","141","2020/10/26 16:00:00","81","0","2020/11/02 15:59:59","110001","0"
"3","142","2020/09/16 16:00:00","81","0","2020/09/24 15:59:59","110301","0"
"3","143","2020/09/16 16:00:00","82","0","2020/09/24 15:59:59","106601","1019"
"3","144","2020/09/24 16:00:00","83","0","2020/09/30 15:59:59","111501","0"
"3","145","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","180201","1020"
"3","146","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","180501","0"
"3","147","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","180401","0"
"3","148","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","107001","0"
"3","149","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","106101","0"
"3","150","2020/11/02 16:00:00","84","0","2020/11/05 15:59:59","107101","0"
"3","151","2020/11/05 16:00:00","85","0","2020/11/13 15:59:59","113101","1021"
"3","152","2020/11/13 16:00:00","86","0","2020/11/18 15:59:59","110401","0"
"3","153","2020/11/13 16:00:00","86","0","2020/11/18 15:59:59","110601","0"
"3","154","2020/11/18 16:00:00","87","0","2020/11/26 15:59:59","113301","1022"
"3","155","2020/11/26 16:00:00","88","0","2020/12/01 15:59:59","112001","0"
"3","156","2020/11/26 16:00:00","88","0","2020/12/01 15:59:59","111901","0"
"3","157","2020/12/01 16:00:00","89","0","2020/12/04 15:59:59","107501","0"
"3","158","2020/12/01 16:00:00","89","0","2020/12/04 15:59:59","107801","0"
"3","159","2020/12/04 16:00:00","90","0","2020/12/14 15:59:59","113401","1023"
"3","160","2020/12/14 16:00:00","91","0","2020/12/18 15:59:59","110701","0"
"3","161","2020/12/14 16:00:00","91","0","2020/12/18 15:59:59","110801","0"
"3","162","2020/12/26 16:00:00","92","0","2021/01/06 15:59:59","113601","1024"
"3","163","2020/12/21 16:00:00","93","0","2020/12/25 15:59:59","107701","0"
"3","164","2020/12/21 16:00:00","93","0","2020/12/25 15:59:59","107901","0"
"3","165","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","106801","1025"
"3","166","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","180201","0"
"3","167","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","180501","0"
"3","168","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","180401","0"
"3","169","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","107001","0"
"3","170","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","106101","0"
"3","171","2020/12/18 16:00:00","94","0","2020/12/21 15:59:59","107101","0"
"3","172","2021/01/06 16:00:00","95","0","2021/01/15 15:59:59","113701","1026"
"3","173","2021/01/15 16:00:00","96","0","2021/01/20 15:59:59","111101","0"
"3","174","2021/01/15 16:00:00","96","0","2021/01/20 15:59:59","111301","0"
"3","175","2021/01/20 16:00:00","97","0","2021/02/01 15:59:59","113801","1027"
"3","176","2021/02/01 16:00:00","98","0","2021/02/11 15:59:59","113901","1028"
"3","177","2021/02/15 16:00:00","99","0","2021/02/19 15:59:59","106501","0"
"3","178","2021/02/15 16:00:00","99","0","2021/02/19 15:59:59","111401","0"
"3","179","2021/02/19 16:00:00","100","0","2021/03/02 15:59:59","114001","1029"
"3","180","2021/03/12 16:00:00","101","0","2021/03/17 15:59:59","108101","0"
"3","181","2021/03/12 16:00:00","101","0","2021/03/17 15:59:59","108301","0"
"3","182","2021/03/02 16:00:00","102","0","2021/03/12 15:59:59","114201","1030"
"3","183","2021/04/16 16:00:00","103","0","2021/04/27 15:59:59","109701","0"
"3","184","2021/04/16 16:00:00","103","0","2021/04/27 15:59:59","109901","0"
"3","185","2021/03/28 16:00:00","104","0","2021/04/06 15:59:59","114301","1031"
"3","186","2021/04/06 16:00:00","105","0","2021/04/16 15:59:59","114401","1032"
"3","187","2021/03/17 16:00:00","106","0","2021/03/28 15:59:59","111501","0"
"3","188","2021/03/17 16:00:00","106","0","2021/03/28 15:59:59","111701","0"
"3","189","2021/03/17 16:00:00","106","0","2021/03/28 15:59:59","108401","0"
"3","190","2021/03/17 16:00:00","106","0","2021/03/28 15:59:59","108601","0"
"3","191","2021/04/27 16:00:00","107","0","2021/05/07 15:59:59","114501","1033"
"3","192","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","180101","1034"
"3","193","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","106801","0"
"3","194","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","180201","0"
"3","195","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","180501","0"
"3","196","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","180401","0"
"3","197","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","107001","0"
"3","198","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","106101","0"
"3","199","2021/02/11 16:00:00","108","0","2021/02/15 15:59:59","107101","0"
"3","200","2021/05/07 16:00:00","109","0","2021/05/16 15:59:59","111801","1035"
"3","201","2021/05/16 16:00:00","110","0","2021/05/21 15:59:59","112001","0"
"3","202","2021/05/16 16:00:00","110","0","2021/05/21 15:59:59","111901","0"
"3","203","2021/05/21 16:00:00","111","0","2021/05/26 15:59:59","108701","0"
"3","204","2021/05/21 16:00:00","111","0","2021/05/26 15:59:59","108801","0"
"3","205","2021/05/26 16:00:00","112","0","2021/06/04 15:59:59","115001","1036"
"3","206","2021/06/04 16:00:00","113","0","2021/06/14 15:59:59","115501","1037"
"3","207","2021/06/14 16:00:00","114","0","2021/06/19 15:59:59","112201","0"
"3","208","2021/06/14 16:00:00","114","0","2021/06/19 15:59:59","109101","0"
"3","209","2021/06/19 16:00:00","115","0","2021/06/27 15:59:59","106401","1038"
"3","210","2021/06/27 16:00:00","117","0","2021/07/02 15:59:59","113101","0"
"3","211","2021/06/27 16:00:00","118","0","2021/07/02 15:59:59","115701","1039"
"3","212","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","180601","1040"
"3","213","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","106801","0"
"3","214","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","180101","0"
"3","215","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","180201","0"
"3","216","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","180501","0"
"3","217","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","180401","0"
"3","218","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","107001","0"
"3","219","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","106101","0"
"3","220","2021/07/02 16:00:00","119","0","2021/07/05 15:59:59","107101","0"
"3","221","2021/07/05 16:00:00","120","0","2021/07/14 15:59:59","115901","1041"
"3","222","2021/08/09 16:00:00","121","0","2021/08/25 15:59:59","112401","0"
"3","223","2021/08/09 16:00:00","121","0","2021/08/25 15:59:59","112501","0"
"3","224","2021/07/14 16:00:00","122","0","2021/07/24 15:59:59","113401","0"
"3","225","2021/07/21 16:00:00","123","0","2021/07/30 15:59:59","116001","1042"
"3","226","2021/08/01 16:00:00","125","0","2021/08/09 15:59:59","116301","1043"
"3","227","2021/07/14 16:00:00","126","0","2021/07/21 15:59:59","111001","0"
"3","228","2021/07/14 16:00:00","126","0","2021/07/21 15:59:59","110901","0"
"3","229","2021/08/25 16:00:00","127","0","2021/09/01 15:59:59","116201","1044"
"3","230","2021/08/25 16:00:00","128","0","2021/08/31 15:59:59","113901","0"
"3","231","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","107101","1045"
"3","232","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","180601","0"
"3","233","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","180101","0"
"3","234","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","106801","0"
"3","235","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","180201","0"
"3","236","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","180501","0"
"3","237","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","180401","0"
"3","238","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","107001","0"
"3","239","2021/07/30 16:00:00","129","0","2021/08/01 15:59:59","106101","0"
"3","240","2021/09/01 16:00:00","130","0","2021/09/12 15:59:59","116501","1046"
"3","241","2021/09/12 16:00:00","131","0","2021/09/22 15:59:59","112701","0"
"3","242","2021/09/12 16:00:00","131","0","2021/09/22 15:59:59","112801","0"
"3","243","2021/09/22 16:00:00","133","0","2021/10/02 15:59:59","116601","1047"
"3","244","2021/10/02 16:00:00","134","0","2021/10/11 15:59:59","116701","1048"
"3","245","2021/10/11 16:00:00","135","0","2021/10/18 15:59:59","112901","0"
"3","246","2021/10/11 16:00:00","135","0","2021/10/18 15:59:59","106601","0"
"3","247","2021/10/18 16:00:00","136","0","2021/10/22 15:59:59","110301","0"
"3","248","2021/10/18 16:00:00","136","0","2021/10/22 15:59:59","110001","0"
"3","249","2021/10/18 16:00:00","137","0","2021/10/26 15:59:59","116901","1049"
"3","250","2021/10/22 16:00:00","138","0","2021/10/26 15:59:59","107801","0"
"3","251","2021/10/22 16:00:00","138","0","2021/10/26 15:59:59","107501","0"
"3","252","2021/10/26 16:00:00","139","0","2021/11/01 15:59:59","114401","0"
"3","253","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180301","1050"
"3","254","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180601","0"
"3","255","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180101","0"
"3","256","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","106801","0"
"3","257","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180201","0"
"3","258","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180501","0"
"3","259","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","180401","0"
"3","260","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","107001","0"
"3","261","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","106101","0"
"3","262","2021/11/01 16:00:00","140","0","2021/11/04 15:59:59","107101","0"
"3","263","2021/11/04 16:00:00","141","0","2021/11/13 15:59:59","117001","1051"
"3","264","2021/11/09 16:00:00","142","0","2021/11/16 15:59:59","113101","0"
"3","265","2021/11/16 16:00:00","143","0","2021/11/20 15:59:59","107701","0"
"3","266","2021/11/16 16:00:00","143","0","2021/11/20 15:59:59","107901","0"
"3","267","2021/11/16 16:00:00","144","0","2021/11/25 15:59:59","117101","1052"
"3","268","2021/11/20 16:00:00","145","0","2021/11/25 15:59:59","110401","0"
"3","269","2021/11/25 16:00:00","146","0","2021/12/02 15:59:59","111801","0"
"3","270","2021/11/25 16:00:00","146","0","2021/12/02 15:59:59","115001","0"
"3","271","2021/12/02 16:00:00","147","0","2021/12/11 15:59:59","117201","1053"
"3","272","2021/12/11 16:00:00","148","0","2021/12/17 15:59:59","113401","0"
"3","273","2021/12/17 16:00:00","149","0","2021/12/25 15:59:59","117301","1054"
"3","274","2021/12/25 16:00:00","150","0","2022/01/02 15:59:59","115501","0"
"3","275","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180701","1055"
"3","276","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180301","0"
"3","277","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180601","0"
"3","278","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180101","0"
"3","279","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","106801","0"
"3","280","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180201","0"
"3","281","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180501","0"
"3","282","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","180401","0"
"3","283","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","107001","0"
"3","284","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","106101","0"
"3","285","2022/01/02 16:00:00","151","0","2022/01/05 15:59:59","107101","0"
"3","286","2022/01/05 16:00:00","152","0","2022/01/10 15:59:59","117501","1056"
"3","287","2022/01/10 16:00:00","153","0","2022/01/15 15:59:59","113701","0"
"3","288","2022/01/10 16:00:00","153","0","2022/01/15 15:59:59","113801","0"
"3","289","2022/01/15 16:00:00","154","0","2022/01/20 15:59:59","117601","1057"
"3","290","2022/01/20 16:00:00","155","0","2022/01/26 15:59:59","118001","1058"
"3","291","2022/01/26 16:00:00","156","0","2022/02/01 15:59:59","108101","0"
"3","292","2022/01/26 16:00:00","156","0","2022/02/01 15:59:59","108301","0"
"3","293","2022/01/26 16:00:00","157","0","2022/02/01 15:59:59","110601","0"
"3","294","2022/02/04 16:00:00","158","0","2022/02/12 15:59:59","117701","1059"
"3","295","2022/02/12 16:00:00","159","0","2022/02/19 15:59:59","113901","0"
"3","296","2022/02/19 16:00:00","160","0","2022/02/26 15:59:59","117901","1060"
"3","297","2022/02/26 16:00:00","161","0","2022/03/07 15:59:59","111101","0"
"3","298","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","106701","1061"
"3","299","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180701","0"
"3","300","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180301","0"
"3","301","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180601","0"
"3","302","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180101","0"
"3","303","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","106801","0"
"3","304","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180201","0"
"3","305","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180501","0"
"3","306","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","180401","0"
"3","307","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","107001","0"
"3","308","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","106101","0"
"3","309","2022/02/01 16:00:00","162","0","2022/02/04 15:59:59","107101","0"
"3","310","2022/03/07 16:00:00","163","0","2022/03/15 15:59:59","119001","1062"
"3","311","2022/03/15 16:00:00","164","0","2022/03/20 15:59:59","114201","0"
"3","312","2022/03/15 16:00:00","164","0","2022/03/20 15:59:59","114301","0"
"3","313","2022/03/20 16:00:00","166","0","2022/03/28 15:59:59","119101","1063"
"3","314","2022/03/28 16:00:00","167","0","2022/04/03 15:59:59","108401","0"
"3","315","2022/03/28 16:00:00","167","0","2022/04/03 15:59:59","108601","0"
"3","316","2022/04/03 16:00:00","168","0","2022/04/11 15:59:59","119901","1064"
"3","317","2022/04/11 16:00:00","169","0","2022/04/18 15:59:59","114401","0"
"3","318","2022/04/18 16:00:00","170","0","2022/04/25 15:59:59","111501","0"
"3","319","2022/04/25 16:00:00","171","0","2022/05/04 15:59:59","119301","1065"
"3","320","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180801","1066"
"3","321","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","106701","0"
"3","322","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180701","0"
"3","323","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180301","0"
"3","324","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180601","0"
"3","325","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180101","0"
"3","326","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","106801","0"
"3","327","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180201","0"
"3","328","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180501","0"
"3","329","2022/05/04 16:00:00","172","0","2022/05/07 15:59:59","180401","0"
