9a6c3f585531c308b4378bfb2b5080dbcbd5b941f7212d87df7c021a722de5c0,8ee43c81a2cf84e7b7331e1757cbc8d9ecd6bc027a54b25bd06e6b2a98bb7c43,79d6093c3fb211d17a14c81ff1aa0f2160d486c0e30f12ef0d06a11b26a5b27e,5428d7a1ad29fc448231040daa17bdb1809e5f57b7be357d8c9601534a3990f8,d322dffcf98dbbfa71b94098c75d54602e0d9b3360e0ed9677f1005edece8707,441a6d47bc9aea7158409757588cd2c66619d9ff7c0dcd9339c92ac14fbcda30,962cac31e26a4222420c3efd3fc3275a46cc78c4e8ff1a0275bbf4b16b91f2ac,2216fb623c13af992b34a22b7bf4724c23158a411495b6986701e1ce898667b6,65fec4addbd1ea6000108d181b8f83e6c6cc25adc155bea8ea2ab35f9a06887d,12081c9058d5ceaba239d42f9d9367baf756287a98a05df125915773c19e1086,5192eed9e6da76b3d3f94b8c6c546f27c77b11e7dbecf83cfc2c357b6a1318b1,8b2885b21a6061dc82884415558de1f64ff7c3aa554b4e4fd3ed899ef7b0e34b,808d1844a25183f3b5ca41cd1f2f140de51aa21a282559baa4a72d6fad821e01
"0","百折不撓","1","滄海桑田","1","滴水穿石","0","3120013","0","0","精衛填海","1","0"
"0","愁山悶海","1","灰身滅智","1","眉頭不伸","0","3120014","0","0","豆重榆瞑","0","0"
"0","大喜若狂","1","心花怒放","0","樂嗟苦咄","0","3120015","0","0","幸災樂禍","0","1"
"0","宵衣旰食","1","孜孜不倦","0","席不暇暖","0","3120016","0","0","夙興夜寐","1","1"
"0","羅莉老太婆","1","混帳精靈族","1","垃圾貓","0","3121001","0","0","該死眼鏡女","0","0"
"0","物件","1","鏡子","1","創造","0","3121002","0","0","阿瓦隆","0","0"
"0","秀色可餐","1","沈腰潘鬢","1","仙姿玉色","0","3130001","0","0","龐眉皓髮","0","0"
"0","視若無睹","1","袖手旁觀","0","視如敝屣","0","3130002","0","0","視如草芥","0","1"
"0","前所未聞","1","五里夢中","1","四面受敵","0","3130004","0","0","嫌妻良母","0","0"
"0","專心一意","1","自炊自擂","1","光明正大","0","3130005","0","0","一期一繪","0","0"
"0","眉開眼笑","1","千鈞一髮","1","山明水秀","0","3130006","0","0","單刀直人","0","1"
"0","三人成虎","1","垂頭喪氣","1","三位一體","0","3130007","0","0","惺味盎然","0","1"
"0","一髮千鈞","1","如箭在弦","1","間不容髮","0","3130010","0","0","當風秉燭","1","0"
"0","順水推舟","0","下坂走丸","1","如魚得水","0","3130011","0","0","洪爐燎髮","1","1"
"0","連枝比翼","1","漏泄春光","0","山盟海誓","0","3130013","0","0","伉儷情深","1","0"
"0","事不師古","0","老馬識途","1","見多識廣","0","3130014","0","0","身經百戰","1","1"
"0","針鋒相對","1","水火不容","0","白眉赤眼","0","3130016","0","0","龍爭虎鬥","1","1"
"0","煉獄","1","戰記","1","血盟","0","3131001","0","0","真空","0","0"
"0","絕頂","1","旅行","1","銷魂","0","3131002","0","0","妄想","0","0"
"0","番茄","1","黃瓜","1","茄子","0","3210001","0","0","白蘿蔔","0","1"
"0","肺","1","肝臟","1","腎臟","0","3210002","0","0","心臟","0","0"
"0","呼吸系統","1","循環系統","1","消化系統","0","3210003","0","0","排泄系統","0","1"
"0","烏賊","1","海參","1","章魚","0","3210005","0","0","海葵","0","0"
"0","袋鼠","1","山豬","1","無尾熊","0","3210006","0","0","樹懶","0","0"
"0","火金姑","1","臭蟲","1","丹鳥","0","3210008","0","0","月娘","0","0"
"0","斑緣點粉蝶","1","斑緣點藍蝶","1","白粉蝶","0","3210009","0","0","斑緣點赤蝶","0","0"
"0","小指","1","食指","1","中指","0","3210010","0","0","拇指","0","0"
"0","A型","1","C型","1","B型","0","3210011","0","0","D型","0","0"
"0","蜆","1","寄居蟹","1","蛤蜊","0","3210013","0","0","蝦子","0","0"
"0","兔子","1","獅子","1","馬","0","3210014","0","0","狼","0","0"
"0","犀牛","1","熊","1","鹿","0","3210015","0","0","無尾熊","0","0"
"0","鈴奈","1","禊","1","初音","0","3211001","0","0","咲戀","0","0"
"0","帆稀","1","祈梨","1","嘉夜","0","3211002","0","0","美冬","0","1"
"0","蜈蚣","1","螞蟻","1","蜘蛛","0","3220001","0","0","水黽","0","0"
"0","蝗蟲","1","青蛙","1","蚯蚓","0","3220002","0","0","人類","0","0"
"0","鹿角魚","1","飛魚","1","岩魚","0","3220003","0","0","鮟鱇魚","0","0"
"0","孔雀魚","1","金魚","1","鬥魚","0","3220006","0","0","青鱂魚","0","0"
"0","鬱金香","1","向日葵","1","風信子","0","3220007","0","0","蒲公英","0","0"
"0","露脊鯨","1","藍鯨","1","抹香鯨","0","3220009","0","0","鯨鯊","0","1"
"0","台灣黑熊","1","日本松雀鷹","1","穿山甲","0","3220011","0","0","亞洲錦蛙","0","1"
"0","西瓜","1","草莓","1","哈密瓜","0","3220012","0","0","香蕉","0","1"
"0","水","1","二氧化碳","1","光照","0","3220013","0","0","氧氣","0","1"
"0","水綿","1","團藻","1","蚤狀溞","0","3220014","0","0","寬翅紡織娘","0","1"
"0","吉娃娃","1","西施","1","巴哥","0","3220015","0","0","索馬利","0","1"
"0","綠介殼蟲","1","海蟑螂","1","毛毛蟲","0","3220016","0","0","眼蟲","0","0"
"0","莫妮卡","1","優花梨","1","美美","0","3221001","0","0","鏡華","0","0"
"0","智","1","莫妮卡","1","栞","0","3221002","0","0","初音","0","1"
"0","牛","1","老鼠","1","羊","0","3230001","0","0","獅子","0","0"
"0","海鷗","0","獅子","1","山貓","0","3230004","0","0","老虎","1","1"
"0","象牙質","1","牙骨質","1","琺瑯質","0","3230005","0","0","牙齦","0","1"
"0","帝雉","1","台灣藍鵲","1","藍腹鷴","0","3230006","0","0","黑面琵鷺","0","1"
"0","白頭翁開","1","單瓣型","1","仙人掌型","0","3230007","0","0","羅塞塔型","0","1"
"0","鱷魚","1","海豚","1","山椒魚","0","3230008","0","0","日本獼猴","0","0"
"0","飛鼠","1","兀鷲","1","蝙蝠","0","3230010","0","0","雕鴞","0","0"
"0","鼯鼠","1","企鵝","1","海豚","0","3230011","0","0","鴕鳥","0","0"
"0","壁虎","0","蝙蝠","1","蠑螈","0","3230012","0","0","蝸牛","1","1"
"0","頭","1","腹","1","胸","0","3230013","0","0","屁股","0","1"
"0","燕子","1","白枕鶴","1","大天鵝","0","3230014","0","0","麻雀","0","1"
"0","蛇","1","蝙蝠","1","烏龜","0","3230016","0","0","人類","0","0"
"0","可可蘿","1","貪吃佩可","1","雪菲","0","3231001","0","0","凱留","0","0"
"0","可可蘿","1","帆稀","1","怜","0","3231002","0","0","拉比林斯達","0","1"
"0","2","1","1","1","4","0","3310001","0","0","3","0","0"
"0","銀","1","銅","1","鋁","0","3310003","0","0","金","0","0"
"0","公尺","1","英吋","1","尺","0","3310005","0","0","法拉","0","1"
"0","正弦","1","正切","1","餘弦","0","3310006","0","0","多切","0","1"
"0","正方形","1","長方形","1","菱形","0","3310007","0","0","扇形","0","1"
"0","405","1","827","1","215","0","3310008","0","0","112","0","0"
"0","L","1","D","1","E","0","3310009","0","0","A","0","1"
"0","鐵","0","金","1","鋁","0","3310010","0","0","銀","1","1"
"0","肥皂水","1","蒸餾水","1","氫氧化鈉水溶液","0","3310012","0","0","硝酸","0","0"
"0","紅色","1","綠色","1","深藍色","0","3310013","0","0","桃色","0","1"
"0","6","1","4","1","5","0","3310014","0","0","3","0","0"
"0","10:6","1","15:9","0","4:1","0","3310015","0","0","12:8","0","1"
"0","索爾之塔","1","蘭德索爾","1","大間","0","3311001","0","0","芭菲之城城鎮","0","1"
"0","FUN FUN農場","1","索爾之塔","1","芭菲之城城鎮","0","3311002","0","0","大間","0","0"
"0","魚鱗雲","1","捲積雲","1","積雨雲","0","3320001","0","0","蜘蛛雲","0","1"
"0","天津四","1","織女星","1","牛郎星","0","3320002","0","0","心宿二","0","1"
"0","支點","1","抗力點","1","施力點","0","3320003","0","0","交點","0","1"
"0","傳導","1","輻射","1","對流","0","3320004","0","0","反射","0","1"
"0","111","1","111111","0","11111","0","3320005","0","0","1111","0","1"
"0","紅色","1","綠色","1","藍色","0","3320007","0","0","黃色","0","1"
"0","地球","1","海王星","1","天王星","0","3320008","0","0","冥王星","0","1"
"0","天鵝座","1","小犬座","1","天鷹座","0","3320010","0","0","大犬座","0","0"
"0","檸檬果汁","1","鹽水","1","鹽酸","0","3320011","0","0","氨水溶液","0","0"
"0","氯","1","氧氣","1","溴","0","3320014","0","0","二氧化碳","0","0"
"0","與氧混合燃燒會發出聲響","1","顏色為水藍色","1","為最輕的氣體","0","3320015","0","0","會發出刺鼻味道","0","0"
"0","3","1","1","1","2","0","3320016","0","0","0","0","0"
"0","小小甜心","1","墨丘利財團","1","月光學院","0","3321001","0","0","王宮騎士團","0","0"
"0","清涼效果","1","美膚效果","1","鼻喉保濕效果","0","3321002","0","0","保溫效果","0","0"
"0","大犬座","1","大熊座","1","豺狼座","0","3330001","0","0","綿羊座","0","1"
"0","參宿四","1","牛郎星","1","參宿七","0","3330002","0","0","天狼星","0","0"
"0","流紋岩","1","安山岩","1","玄武岩","0","3330003","0","0","閃長岩","0","1"
"0","鈣","1","鋁","1","鎂","0","3330004","0","0","鉀","0","0"
"0","氧","1","氮","1","碳","0","3330007","0","0","氫","0","0"
"0","10的二次方","1","根號1000","1","2×2×5×5","0","3330010","0","0","6!","0","0"
"0","4+5+6","1","2×3×4","1","根號225","0","3330011","0","0","112÷7","0","0"
"0","碳","1","氧","1","氫","0","3330012","0","0","氮","0","1"
"0","鹽酸","1","硫酸","1","硝酸","0","3330013","0","0","氫氧化鈉","0","0"
"0","強核力","1","熱力","1","弱核力","0","3330014","0","0","電磁力","1","0"
"0","氟","1","矽","1","氯","0","3330015","0","0","氮","0","0"
"0","石墨","1","富勒烯","1","鑽石","0","3330016","0","0","臭氧","0","1"
"0","卡斯塔利亞樹林","1","刻瑞斯森林","1","佩特羅大森林","0","3331001","0","0","伊麗絲樹海","0","0"
"0","席歐涅樹林","1","柔卡絲塔岩山","1","赫里克巨木","0","3331002","0","0","阿爾巴岸堤","0","1"
"0","浴室","1","廚房","1","廁所","0","3410001","0","0","玄關","0","1"
"0","國防部","1","移民署","1","教育部","0","3410002","0","0","警政署","0","0"
"0","雜誌","1","報紙","1","瓦楞紙","0","3410003","0","0","螢光燈","0","1"
"0","金色","1","藍色","1","綠色","0","3410004","0","0","銀色","0","1"
"0","巴拿馬運河","1","蘇伊士運河","0","塞馬運河","0","3410005","0","0","基爾運河","1","1"
"0","紅色","1","黃色","1","藍色","0","3410006","0","0","紫色","0","1"
"0","減少使用","1","回收","1","廢物利用","0","3410007","0","0","重新開始","0","1"
"0","妻","1","孫","1","祖父","0","3410008","0","0","摯友","0","1"
"0","切末","1","切片","1","切絲","0","3410010","0","0","切手","0","1"
"0","納豆","1","豆漿","1","豆腐","0","3410011","0","0","豆瓣醬","0","1"
"0","黑胡椒","1","粉紅胡椒","1","白胡椒","0","3410013","0","0","紅胡椒","0","1"
"0","烏龍","1","茉莉","1","普洱","0","3410015","0","0","藍山","0","1"
"0","優衣","1","日和","1","怜","0","3411001","0","0","香織","0","1"
"0","美美","1","鏡華","1","禊","0","3411002","0","0","優妮","0","1"
"0","石油","1","天然氣","1","煤","0","3420001","0","0","木柴","0","1"
"0","司法","1","行政","1","立法","0","3420002","0","0","憲法","0","1"
"0","電費","1","電車車費","1","水費","0","3420003","0","0","報紙費","0","0"
"0","闔家平安","1","富貴有餘","1","財源廣進","0","3420004","0","0","黃道吉日","0","1"
"0","陰時多雲","1","晴時多雲","1","多雲時陰","0","3420005","0","0","多霧時陰","0","1"
"0","１號電池","1","４號電池","1","３號電池","0","3420007","0","0","７號電池","0","1"
"0","組合型螺絲起子","1","電動螺絲起子","1","鐘錶起子","0","3420009","0","0","心型起子","0","1"
"0","嫩豆腐","1","凍豆腐","1","老豆腐","0","3420010","0","0","吞豆腐","0","1"
"0","起司","1","優格","1","奶油","0","3420011","0","0","美乃滋","0","1"
"0","歐姆蛋","1","火腿蛋鬆餅","1","炒蛋","0","3420012","0","0","薄切生肉","0","1"
"0","粳米","1","口米","1","糯米","0","3420014","0","0","酢米","0","0"
"0","烏龍麵","1","冷麥麵","1","義大利直麵","0","3420015","0","0","蕎麥麵","0","1"
"0","美美","1","鏡華","1","禊","0","3421001","0","0","碧","0","1"
"0","珍稀轉蛋","1","巡遊轉蛋","1","稀有轉蛋","0","3421002","0","0","飯糰轉蛋","0","0"
"0","E","1","G","1","Z","0","3430001","0","0","P","0","0"
"0","希臘","1","加拿大","1","法國","0","3430002","0","0","土耳其","1","0"
"0","高血壓","1","高血脂","1","高血糖","0","3430004","0","0","高血栓","0","1"
"0","惠比壽","1","布袋","1","大黑天","0","3430005","0","0","達摩","0","1"
"0","地層下陷","1","震動","1","噪音","0","3430007","0","0","流感","0","1"
"0","輪椅","1","輪椅坡道","1","助行器","0","3430008","0","0","電扶梯","0","1"
"0","剛出生半年","1","小學三年級生","1","幼稚園兒童","0","3430009","0","0","國中三年級生","0","0"
"0","醋","1","蛋","1","油","0","3430010","0","0","牛奶","0","1"
"0","燒酎","1","啤酒","1","威士忌","0","3430011","0","0","紅酒","0","1"
"0","C","1","V","0","F","0","3430012","0","0","D","1","1"
"0","芹菜","1","白蘿蔔","1","鼠田草","0","3430013","0","0","香菜","0","1"
"0","玉米片","1","燕麥片","1","穀麥","0","3430015","0","0","莎樂美腸","0","1"
"0","絕不退讓的夏日遊戲","1","旗子不能讓出","1","夏日遊戲的霸者","0","3431001","0","0","沙灘的公主殿下","0","0"
"0","海岸的4號見習隊員","1","海岸屹立不搖的4號","1","海岸的強棒","0","3431002","0","0","噗吉好球","0","1"
"0","黑白棋","1","西洋棋","1","圍棋","0","3510001","0","0","將棋","0","1"
"0","尺八","1","直笛","1","長笛","0","3510002","0","0","小提琴","0","1"
"0","太鼓","1","尺八","1","單簧管","0","3510003","0","0","網路","0","1"
"0","兵","1","主教","1","皇后","0","3510004","0","0","大將","0","1"
"0","將","1","砲","1","車","0","3510005","0","0","槍","0","1"
"0","大富翁","1","飛鏢","1","扭扭遊戲","0","3510006","0","0","撲克牌","0","1"
"0","３","1","１","1","４","0","3510007","0","0","２","0","1"
"0","碰","1","槓","1","吃","0","3510008","0","0","自摸","0","1"
"0","Fa","1","Ti","1","La","0","3510009","0","0","Mi","0","0"
"0","小提琴","1","管風琴","1","低音提琴","0","3510013","0","0","長笛","0","0"
"0","鈴鼓","1","三角鐵","1","定音鼓","0","3510014","0","0","貝斯","0","1"
"0","長笛","1","小號","1","低音管","0","3510015","0","0","低音號","0","0"
"3","","1","","1","","1","3511001","4","2","","0","0"
"0","公主寶珠","1","記憶碎片","1","純淨記憶碎片","0","3511002","0","0","公主之心","0","1"
"0","欠行","1","演員","1","將軍","0","3520001","0","0","順子","0","0"
"0","骰寶","1","麻將","1","雙六","0","3520002","0","0","花牌","0","1"
"0","血腥瑪麗","1","螺絲起子","1","紅眼啤酒","0","3520003","0","0","琴通寧","0","0"
"0","中提琴","1","大提琴","1","小提琴","0","3520004","0","0","吉他","0","1"
"0","舉筷不定","1","用筷子刺食物","1","吃到一半把筷子平放在碗上","0","3520005","0","0","蓋筷","0","1"
"0","相聲","0","漫才","1","落語","0","3520006","0","0","歌舞伎","1","1"
"0","馬鈴薯","1","小麥","1","玉米","0","3520009","0","0","燕麥","0","1"
"0","Upright","1","Electric","1","Grand","0","3520010","0","0","Great","0","1"
"0","櫻","1","桃","1","梅","0","3520011","0","0","椿","0","0"
"0","C","1","K","1","D","0","3520012","0","0","Q","0","0"
"0","黑色","1","灰色","1","白色","0","3520015","0","0","紅色","0","1"
"0","S","1","V","1","U","0","3520016","0","0","E","0","1"
"0","香草","1","巧克力","1","薄荷","0","3521001","0","0","草莓","0","0"
"0","草莓","1","奇異果","1","葡萄","0","3521002","0","0","哈密瓜","0","1"
"0","奇數","1","1～12","1","紅色","0","3530001","0","0","40","0","1"
"0","果泥","0","母乳","1","蜂蜜","0","3530002","0","0","堅果","1","0"
"0","三味線","1","吉他","1","巴拉萊卡琴","0","3530003","0","0","貝斯","0","0"
"0","J","1","９","1","A","0","3530005","0","0","２","0","0"
"0","Carbon","1","Creative","1","Copy","0","3530006","0","0","Call","0","0"
"0","生","1","靜","1","旦","0","3530007","0","0","妞","0","0"
"0","Cut","1","Carat","1","Color","0","3530008","0","0","Cabon","0","1"
"0","10000","1","1000","1","5000","0","3530010","0","0","2500","0","1"
"0","長笛","1","雙簧管","1","短笛","0","3530011","0","0","單簧管","0","0"
"0","順子","1","葫蘆","1","同花","0","3530012","0","0","三對","0","1"
"0","21點","1","大富豪","1","吹牛","0","3530013","0","0","遊艇","0","1"
"0","豬","1","鯉","1","蝶","0","3530016","0","0","銀杏","0","0"
"0","智","0","鏡華","1","七七香","0","3531001","0","0","栞","1","1"
"0","包果凍紅豆鯛魚燒","1","彩虹鯛魚燒","1","奢侈鯛魚燒","0","3531002","0","0","白金鯛魚燒","0","0"
"0","舞蹈","0","平衡木","1","單槓","0","3610003","0","0","吊環","1","1"
"0","連指手套","1","球棒","1","球拍","0","3610004","0","0","棒球手套","0","0"
"0","網球","1","足球","1","棒球","0","3610005","0","0","籃球","0","0"
"0","射箭","1","劍道","1","弓道","0","3610006","0","0","袋棍球","0","0"
"0","游泳","1","摔角","1","滑雪","0","3610007","0","0","柔道","0","0"
"0","排球","1","網球","1","羽球","0","3610008","0","0","籃球","0","1"
"0","滑雪","1","網球","1","溜冰","0","3610010","0","0","衝浪","0","0"
"0","守門員","0","中場","1","前鋒","0","3610011","0","0","後衛","1","1"
"0","冰上曲棍球","1","網球","1","足球","0","3610012","0","0","棒球","0","0"
"0","劍道","1","摔角","1","擊劍","0","3610013","0","0","跳傘","0","0"
"0","摔角","1","拳擊","1","柔道","0","3610014","0","0","劍道","0","1"
"0","衝浪","1","跳傘","1","浮潛","0","3610015","0","0","拳擊","0","0"
"0","狂怒綠龍","1","波賽頓‧嵐擊之槍","1","黑月守護像","0","3611001","0","0","賈巴沃克","0","1"
"0","望","1","莉瑪","1","空花","0","3611002","0","0","宮子","0","0"
"0","25m","1","100m","1","50m","0","3620001","0","0","15m","0","0"
"0","雙刀流","1","掃堂腿","1","刺","0","3620002","0","0","出到場外","0","0"
"0","面","1","小手","1","胴","0","3620003","0","0","小腿","0","1"
"0","背越式","1","剪式","1","腹滾式","0","3620006","0","0","三段式","0","1"
"0","板球","1","Zero One","1","Count-up","0","3620007","0","0","倒數","0","1"
"0","正三角形","0","正五角形","0","正四角形","0","3620008","0","0","正六角形","1","1"
"0","紅色","1","黑色","1","白色","0","3620009","0","0","藍色","0","0"
"0","游泳","1","長跑","1","腳踏車","0","3620010","0","0","鉛球","0","1"
"0","９號球","1","５號球","1","７號球","0","3620013","0","0","11號球","0","0"
"0","引體向上","0","深蹲","1","硬舉","0","3620014","0","0","臥推","1","1"
"0","First Baseman","1","Left Fielder","1","Second Baseman","0","3620015","0","0","Right Fielder","0","0"
"0","希羅式角力","1","組隊","1","自由式","0","3620016","0","0","全方位","0","0"
"0","石像鬼‧魔幻","1","石像鬼‧炸裂","1","法師石像鬼","0","3621001","0","0","石像鬼","0","0"
"0","莫妮卡","1","花凜","1","咲戀（夏日）","0","3621002","0","0","愛梅斯","0","1"
"0","１號","0","７號","0","５號","0","3630001","0","0","10號","1","1"
"0","板球","1","釣魚","1","極限運動","0","3630003","0","0","火箭","0","0"
"0","排球","0","回力球","1","羽毛球","0","3630004","0","0","網球","1","1"
"0","平擊式發球","1","吊臂式發球","0","下旋式發球","0","3630005","0","0","側旋式發球","1","0"
"0","大將","1","准將","1","副將","0","3630006","0","0","將軍","0","0"
"0","捕手","1","投手","1","打者","0","3630007","0","0","游擊手","0","0"
"0","大關","1","小結","1","關脇","0","3630008","0","0","橫綱","0","1"
"0","地板","1","單槓","1","跳馬","0","3630010","0","0","雙槓","0","0"
"0","直拍","1","側拍","1","橫拍","0","3630012","0","0","斜拍","0","0"
"0","得分後衛","1","進攻後衛","1","大前鋒","0","3630013","0","0","中場","0","0"
"0","跑衛","1","線衛","1","中衛","0","3630014","0","0","得分後衛","0","1"
"0","自由球員","1","扣球員","1","舉球員","0","3630016","0","0","中央阻擋","0","0"
"0","蒼海之斧‧諾亞","1","湛藍之血","1","水靈破壞者","0","3631001","0","0","蓋亞戰斧","0","0"
"0","延展愛意","1","利維坦之槍","1","颶風‧愛與夢","0","3631002","0","0","霸海姬‧龍征冥風裂波斬","0","1"
