189765f952fcdaf0eb3348aac32dbe8a511948056a6419017aa12d5d4397e6b4,c48591b39ea26cc0f2842a9a4763ea2c955f8518a9e910ab09f748095966612e,594d03042e92102de3f28e82a48f2be73a6ea9531028737415d8402787fe38d2,ade4075e43ba7ea3a48970ab9ff40e284a7758439d35ff0c10dec905fbf130e9,ebfe20473202659946fa8e70708341c5e36d454a3f43504653392765cee11566,ae954f35c8edaee79521db6c8d10afbc687c605a9ab3ee22cc89557eb122b537,8277a7b0ff93f3713ad5c969ad800962c496476db71ecf32e1426cb8fd724a52,fb45e53e2784c962527e9c5ab7d87731f711d68d8a22fa08fa5603a26059badc,e01f451c755d17d76ca2793b10f77cce536c476e6d447b3c3f33964be0324cd4,0c0813320c74b30d477c3775c9a133f9e5d7fd2f0b0a45fa9ab9e25060c29e3f,1886a0b6b87a458a5bd3d33f33accd6ae19449a1550a7afedc4e13b8edd42b16,0c8bacd18a853474b41b0c92d284cd6adebf925186371cb40138095f1206a908
"降低物理攻擊90秒","3001","1","1","300101","300101","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3880000000000","-1"
"降低物理攻擊90秒","3001","1","1","300102","300102","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3720000000000","-1"
"降低物理防禦90秒","3001","1","1","300103","300103","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","3600000000000","-1"
"降低物理攻擊90秒","3001","1","1","300104","300104","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3480000000000","-1"
"降低物理防禦90秒","3001","1","1","300105","300105","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","3360000000000","-1"
"降低魔法防禦90秒","3001","1","1","300106","300106","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","3080000000000","-1"
"降低物理防禦90秒","3001","1","1","300107","300107","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2960000000000","-1"
"降低魔法防禦90秒","3001","1","1","300108","300108","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","2840000000000","-1"
"每秒HP恢復90秒","3001","1","1","300109","300109","0","36000","3","戰鬥開始90秒內，每秒恢復我方的HP","2680000000000","-1"
"降低物理攻擊90秒","3001","1","1","300110","300110","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","2560000000000","-1"
"降低物理攻擊90秒","3001","1","1","300111","300111","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","2400000000000","-1"
"降低物理防禦90秒","3001","1","1","300112","300112","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2280000000000","-1"
"降低物理攻擊90秒","3001","1","1","300113","300113","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","2160000000000","-1"
"降低物理防禦90秒","3001","1","1","300114","300114","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","1880000000000","-1"
"降低魔法防禦90秒","3001","1","1","300115","300115","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","1760000000000","-1"
"降低物理防禦90秒","3001","1","1","300116","300116","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","1640000000000","-1"
"降低魔法防禦90秒","3001","1","1","300117","300117","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","1480000000000","-1"
"每秒HP恢復90秒","3001","1","1","300118","300118","0","36000","3","戰鬥開始90秒內，每秒恢復我方的HP","1360000000000","-1"
"降低物理攻擊90秒","3001","1","1","300119","300119","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","1240000000000","-1"
"降低物理攻擊90秒","3001","1","1","300120","300120","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","1080000000000","-1"
"降低物理防禦90秒","3001","1","1","300121","300121","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","960000000000","-1"
"降低物理攻擊90秒","3001","1","1","300122","300122","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","840000000000","-1"
"降低物理防禦90秒","3001","1","1","300123","300123","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","720000000000","-1"
"TP提升150","3001","1","1","300124","300124","0","36000","3","戰鬥開始時，我方的TP提升150","560000000000","-1"
"無敵15秒","3001","1","1","300125","300125","0","36000","3","戰鬥開始15秒內，我方進入無敵狀態","440000000000","-1"
"降低物理攻擊90秒","3001","1","1","300126","300126","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","320000000000","-1"
"降低物理防禦90秒","3001","1","1","300127","300127","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","160000000000","-1"
"降低魔法防禦90秒","3001","1","1","300128","300128","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","40000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300201","300201","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","4656000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300202","300202","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","4464000000000","-1"
"降低物理防禦90秒","3002","1","1","300203","300203","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","4320000000000","-1"
"降低魔法防禦90秒","3002","1","1","300204","300204","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","4176000000000","-1"
"提升物理攻擊90秒","3002","1","1","300205","300205","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","4032000000000","-1"
"提升魔法攻擊90秒","3002","1","1","300206","300206","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","3840000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300207","300207","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3552000000000","-1"
"提升物理攻擊90秒","3002","1","1","300208","300208","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","3408000000000","-1"
"提升魔法攻擊90秒","3002","1","1","300209","300209","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","3216000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300210","300210","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3072000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300211","300211","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","2880000000000","-1"
"降低物理防禦90秒","3002","1","1","300212","300212","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2736000000000","-1"
"降低魔法防禦90秒","3002","1","1","300213","300213","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","2592000000000","-1"
"提升物理攻擊90秒","3002","1","1","300214","300214","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","2448000000000","-1"
"提升魔法攻擊90秒","3002","1","1","300215","300215","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","2256000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300216","300216","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1968000000000","-1"
"提升物理攻擊90秒","3002","1","1","300217","300217","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","1776000000000","-1"
"提升魔法攻擊90秒","3002","1","1","300218","300218","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","1632000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300219","300219","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1488000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300220","300220","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1296000000000","-1"
"降低物理防禦90秒","3002","1","1","300221","300221","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","1152000000000","-1"
"降低魔法防禦90秒","3002","1","1","300222","300222","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","1008000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300223","300223","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","864000000000","-1"
"TP提升150","3002","1","1","300224","300224","0","36000","3","戰鬥開始時，我方的TP提升150","672000000000","-1"
"無敵15秒","3002","1","1","300225","300225","0","36000","3","戰鬥開始15秒內，我方進入無敵狀態","528000000000","-1"
"降低物理防禦90秒","3002","1","1","300226","300226","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","384000000000","-1"
"降低魔法防禦90秒","3002","1","1","300227","300227","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","192000000000","-1"
"降低魔法攻擊90秒","3002","1","1","300228","300228","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","48000000000","-1"
"降低物理攻擊90秒","3003","1","1","300301","300301","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3880000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300302","300302","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3720000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300303","300303","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3480000000000","-1"
"提升物理攻擊90秒","3003","1","1","300304","300304","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","3360000000000","-1"
"提升魔法攻擊90秒","3003","1","1","300305","300305","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","3200000000000","-1"
"降低物理攻擊90秒","3003","1","1","300306","300306","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3080000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300307","300307","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","2960000000000","-1"
"每秒HP恢復90秒","3003","1","1","300308","300308","0","36000","3","戰鬥開始90秒內，每秒恢復我方的HP","2840000000000","-1"
"每秒TP提升90秒","3003","1","1","300309","300309","0","36000","3","戰鬥開始90秒內，每秒提升我方的TP","2680000000000","-1"
"降低物理攻擊90秒","3003","1","1","300310","300310","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","2560000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300311","300311","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","2400000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300312","300312","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","2160000000000","-1"
"提升物理攻擊90秒","3003","1","1","300313","300313","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","2040000000000","-1"
"提升魔法攻擊90秒","3003","1","1","300314","300314","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","1880000000000","-1"
"降低物理攻擊90秒","3003","1","1","300315","300315","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","1760000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300316","300316","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1640000000000","-1"
"每秒HP恢復90秒","3003","1","1","300317","300317","0","36000","3","戰鬥開始90秒內，每秒恢復我方的HP","1480000000000","-1"
"每秒TP提升90秒","3003","1","1","300318","300318","0","36000","3","戰鬥開始90秒內，每秒提升我方的TP","1360000000000","-1"
"降低物理攻擊90秒","3003","1","1","300319","300319","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","1240000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300320","300320","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","1080000000000","-1"
"降低物理攻擊90秒","3003","1","1","300321","300321","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","960000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300322","300322","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","840000000000","-1"
"提升物理攻擊90秒","3003","1","1","300323","300323","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","720000000000","-1"
"TP提升150","3003","1","1","300324","300324","0","36000","3","戰鬥開始時，我方的TP提升150","560000000000","-1"
"降低物理攻擊90秒","3003","1","1","300325","300325","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","440000000000","-1"
"降低魔法攻擊90秒","3003","1","1","300326","300326","0","36000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","320000000000","-1"
"每秒HP恢復90秒","3003","1","1","300327","300327","0","36000","3","戰鬥開始90秒內，每秒恢復我方的HP","160000000000","-1"
"每秒TP提升90秒","3003","1","1","300328","300328","0","36000","3","戰鬥開始90秒內，每秒提升我方的TP","40000000000","-1"
"降低物理防禦90秒","3004","1","1","300401","300401","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","4656000000000","-1"
"降低物理防禦90秒","3004","1","1","300402","300402","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","4464000000000","-1"
"提升物理攻擊90秒","3004","1","1","300403","300403","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","4320000000000","-1"
"提升魔法攻擊90秒","3004","1","1","300404","300404","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","4176000000000","-1"
"降低物理防禦90秒","3004","1","1","300405","300405","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","4032000000000","-1"
"提升物理攻擊90秒","3004","1","1","300406","300406","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","3696000000000","-1"
"提升魔法攻擊90秒","3004","1","1","300407","300407","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","3552000000000","-1"
"降低物理防禦90秒","3004","1","1","300408","300408","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","3408000000000","-1"
"降低物理防禦90秒","3004","1","1","300409","300409","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","3216000000000","-1"
"降低物理防禦90秒","3004","1","1","300410","300410","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","3072000000000","-1"
"降低物理防禦90秒","3004","1","1","300411","300411","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2880000000000","-1"
"提升物理攻擊90秒","3004","1","1","300412","300412","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","2736000000000","-1"
"提升魔法攻擊90秒","3004","1","1","300413","300413","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","2592000000000","-1"
"降低物理防禦90秒","3004","1","1","300414","300414","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2448000000000","-1"
"提升物理攻擊90秒","3004","1","1","300415","300415","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","2112000000000","-1"
"提升魔法攻擊90秒","3004","1","1","300416","300416","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","1968000000000","-1"
"降低物理防禦90秒","3004","1","1","300417","300417","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","1776000000000","-1"
"降低物理防禦90秒","3004","1","1","300418","300418","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","1632000000000","-1"
"提升物理攻擊90秒","3004","1","1","300419","300419","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","1488000000000","-1"
"提升物理攻擊90秒","3004","1","1","300420","300420","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","1296000000000","-1"
"提升物理攻擊90秒","3004","1","1","300421","300421","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","1152000000000","-1"
"提升魔法攻擊90秒","3004","1","1","300422","300422","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","1008000000000","-1"
"降低物理防禦90秒","3004","1","1","300423","300423","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","864000000000","-1"
"TP提升150","3004","1","1","300424","300424","0","36000","3","戰鬥開始時，我方的TP提升150","672000000000","-1"
"無敵15秒","3004","1","1","300425","300425","0","36000","3","戰鬥開始15秒內，我方進入無敵狀態","528000000000","-1"
"提升物理攻擊90秒","3004","1","1","300426","300426","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","384000000000","-1"
"提升物理攻擊90秒","3004","1","1","300427","300427","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","192000000000","-1"
"降低物理防禦90秒","3004","1","1","300428","300428","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","48000000000","-1"
"降低物理攻擊90秒","3005","1","1","300501","300501","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","17363000000000","-1"
"降低物理攻擊90秒","3005","1","1","300502","300502","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","16647000000000","-1"
"降低物理攻擊90秒","3005","1","1","300503","300503","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","16110000000000","-1"
"降低物理攻擊90秒","3005","1","1","300504","300504","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","15573000000000","-1"
"降低物理防禦90秒","3005","1","1","300505","300505","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","15036000000000","-1"
"降低魔法防禦90秒","3005","1","1","300506","300506","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","14320000000000","-1"
"降低物理攻擊90秒","3005","1","1","300507","300507","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","13783000000000","-1"
"降低物理攻擊90秒","3005","1","1","300508","300508","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","13246000000000","-1"
"降低物理防禦90秒","3005","1","1","300509","300509","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","12709000000000","-1"
"降低魔法防禦90秒","3005","1","1","300510","300510","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","11993000000000","-1"
"降低物理攻擊90秒","3005","1","1","300511","300511","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","11456000000000","-1"
"降低物理攻擊90秒","3005","1","1","300512","300512","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","10740000000000","-1"
"降低物理攻擊90秒","3005","1","1","300513","300513","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","10203000000000","-1"
"降低物理攻擊90秒","3005","1","1","300514","300514","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","9666000000000","-1"
"降低物理防禦90秒","3005","1","1","300515","300515","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","9129000000000","-1"
"降低魔法防禦90秒","3005","1","1","300516","300516","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","8413000000000","-1"
"降低物理攻擊90秒","3005","1","1","300517","300517","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","7876000000000","-1"
"降低物理攻擊90秒","3005","1","1","300518","300518","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","7339000000000","-1"
"降低物理防禦90秒","3005","1","1","300519","300519","0","36000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","6623000000000","-1"
"降低魔法防禦90秒","3005","1","1","300520","300520","0","36000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","6086000000000","-1"
"降低物理攻擊90秒","3005","1","1","300521","300521","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","5549000000000","-1"
"降低物理攻擊90秒","3005","1","1","300522","300522","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","4833000000000","-1"
"提升物理攻擊90秒","3005","1","1","300523","300523","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","4296000000000","-1"
"提升魔法攻擊90秒","3005","1","1","300524","300524","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","3759000000000","-1"
"降低物理攻擊90秒","3005","1","1","300525","300525","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","3222000000000","-1"
"TP提升150","3005","1","1","300526","300526","0","36000","3","戰鬥開始時，我方的TP提升150","2506000000000","-1"
"無敵15秒","3005","1","1","300527","300527","0","36000","3","戰鬥開始15秒內，我方進入無敵狀態","1969000000000","-1"
"提升物理攻擊90秒","3005","1","1","300528","300528","0","36000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","1432000000000","-1"
"提升魔法攻擊90秒","3005","1","1","300529","300529","0","36000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","716000000000","-1"
"降低物理攻擊90秒","3005","1","1","300530","300530","0","36000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","179000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300601","300601","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","7857000000000","-1"
"提升物理攻擊90秒","3006","1","1","300602","300602","0","54000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","7290000000000","-1"
"降低物理防禦90秒","3006","1","1","300603","300603","0","54000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","6804000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300604","300604","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","6237000000000","-1"
"降低魔法防禦90秒","3006","1","1","300605","300605","0","54000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","5751000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300606","300606","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","5184000000000","-1"
"每秒HP恢復90秒","3006","1","1","300607","300607","0","54000","3","戰鬥開始90秒內，每秒恢復我方的HP","4617000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300608","300608","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","4131000000000","-1"
"提升物理攻擊90秒","3006","1","1","300609","300609","0","54000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","3564000000000","-1"
"降低物理防禦90秒","3006","1","1","300610","300610","0","54000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","2997000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300611","300611","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","2511000000000","-1"
"降低魔法防禦90秒","3006","1","1","300612","300612","0","54000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","2187000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300613","300613","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","1701000000000","-1"
"每秒HP恢復90秒","3006","1","1","300614","300614","0","54000","3","戰鬥開始90秒內，每秒恢復我方的HP","1134000000000","-1"
"無敵15秒","3006","1","1","300615","300615","0","54000","3","戰鬥開始15秒內，我方進入無敵狀態","891000000000","-1"
"提升魔法攻擊90秒","3006","1","1","300616","300616","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","648000000000","-1"
"降低物理防禦90秒","3006","1","1","300617","300617","0","54000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","324000000000","-1"
"降低魔法防禦90秒","3006","1","1","300618","300618","0","54000","3","戰鬥開始90秒內，使敵人的魔法防禦力下降","81000000000","-1"
"每秒HP恢復90秒","3007","1","1","300701","300701","0","54000","3","戰鬥開始90秒內，每秒恢復我方的HP","9409000000000","-1"
"降低物理攻擊90秒","3007","1","1","300702","300702","0","54000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","8730000000000","-1"
"降低魔法攻擊90秒","3007","1","1","300703","300703","0","54000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","8148000000000","-1"
"提升物理攻擊90秒","3007","1","1","300704","300704","0","54000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","7469000000000","-1"
"提升魔法攻擊90秒","3007","1","1","300705","300705","0","54000","3","戰鬥開始90秒內，使我方的魔法攻擊力提升","6887000000000","-1"
"降低物理防禦90秒","3007","1","1","300706","300706","0","54000","3","戰鬥開始90秒內，使敵人的物理防禦力下降","6208000000000","-1"
"每秒TP提升90秒","3007","1","1","300707","300707","0","54000","3","戰鬥開始90秒內，每秒提升我方的TP","5529000000000","-1"
"每秒HP恢復90秒","3007","1","1","300708","300708","0","54000","3","戰鬥開始90秒內，每秒恢復我方的HP","4947000000000","-1"
"降低物理攻擊90秒","3007","1","1","300709","300709","0","54000","3","戰鬥開始90秒內，使敵人的物理攻擊力下降","4268000000000","-1"
"降低魔法攻擊90秒","3007","1","1","300710","300710","0","54000","3","戰鬥開始90秒內，使敵人的魔法攻擊力下降","3589000000000","-1"
"提升物理攻擊90秒","3007","1","1","300711","300711","0","54000","3","戰鬥開始90秒內，使我方的物理攻擊力提升。","3007000000000","-1"
