110625afadba5f1d449f493e4c40c0fb9782e18a03f3f6bf495e80f10376d0bb,14d5381eb101a25c1dc2738d16358e61087c30e333e0d67955563fc2533421eb,59220bc2c6fcaebd5d929a59137f89c9f9214f3608675c8451fedba979e6a92d,1aa6c8fc22c11940a7f6cf78b84d393ec51ce596c4d90295ff0b95caf6d0da4c,b17731c7298c463d05e0cf073325e7f272514edf24c952b87cca436273e74271,3d1c38327b7868a49da90503b2de5a2aa1dd72c813a1e23e6ce9ba5076b5cd5c,3a9b8154399cac0a24900715b7fe5f5e099636dc57a005749f4e30399fa5a489,3f8907ace599b94839b3a2781f05dfb4d94b09822bf9dd272bbcba883b12806e,965e3cbc8bbf3a772a7ac9abf88bfbddd0e95ebf3fdadd3a79c198c54e07abf2,2dc66301494e2f3e8ea5917dcb6c007d5df7350195328ae6c6e017f6a8cb63ff,a4dced4e2038b798c0961700f63e6ddc4a4a74ec3a80383814b57ddf6bf6a0ef,b341e4253ad9e682ab2f4c61464b8503d0e2cec3f6c07553d0d28a20293e9d5e,6a196e3907c2331539ca971d21e29e89063b7693fd4fc8f11ae8aa4ba4f0a9c6
"1","380000","bgm_M215","10013","2019/07/30 16:00:00","0","0","380000","bgm_M215","2030/03/26 14:59:00","13","0","0"
"1","380000","bgm_M33","10014","2019/08/15 16:00:00","0","0","380000","bgm_M33","2030/03/26 14:59:00","14","0","0"
"1","380000","bgm_M223","10015","2019/08/30 16:00:00","0","0","380000","bgm_M223","2030/03/26 14:59:00","15","0","0"
"1","380000","bgm_M99","10016","2019/09/15 16:00:00","0","0","380000","bgm_M99","2030/03/26 14:59:00","16","0","0"
"1","380000","","10017","2019/09/27 16:00:00","0","0","380000","","2030/03/26 14:59:00","17","0","0"
"1","380000","bgm_M107","10018","2019/10/15 16:00:00","0","0","380000","bgm_M107","2030/03/26 14:59:00","18","0","0"
"1","380000","bgm_M237","10019","2019/10/30 16:00:00","0","0","380000","bgm_M237","2030/03/26 14:59:00","19","0","0"
"1","380000","bgm_M113","10020","2019/11/15 16:00:00","0","0","380000","bgm_M113","2030/03/26 14:59:00","20","0","0"
"1","380000","bgm_M245","10021","2019/11/29 16:00:00","0","0","380000","bgm_M245","2030/03/26 14:59:00","21","0","0"
"1","380000","bgm_M121","10022","2019/12/15 16:00:00","0","0","380000","bgm_M121","2030/03/26 14:59:00","22","0","0"
"1","380000","bgm_M254","10023","2019/12/31 16:00:00","0","0","380000","bgm_M254","2030/03/26 14:59:00","23","0","0"
"1","380000","bgm_M128","10024","2020/01/14 16:00:00","0","0","380000","bgm_M128","2030/03/26 14:59:00","24","0","0"
"1","380000","bgm_M265","10025","2020/01/31 16:00:00","0","0","380000","bgm_M265_Top","2030/03/26 14:59:00","25","0","0"
"1","380000","bgm_M135","10026","2020/02/14 16:00:00","0","0","380000","bgm_M135","2030/03/26 14:59:00","26","0","0"
"1","380000","bgm_M273","10027","2020/02/27 16:00:00","0","0","380000","bgm_M273","2030/03/26 14:59:00","27","0","0"
"1","380000","bgm_M162","10028","2020/03/13 16:00:00","0","0","380000","bgm_M162","2030/03/26 14:59:00","28","0","0"
"1","380000","bgm_M281","10029","2020/03/30 16:00:00","0","0","380000","bgm_M281","2030/03/26 14:59:00","29","0","0"
"1","380000","bgm_M171","10030","2020/04/13 16:00:00","0","0","380000","bgm_M171","2030/03/26 14:59:00","30","0","0"
"1","380000","bgm_M294","10031","2020/04/30 16:00:00","0","0","380000","bgm_M294","2030/03/26 14:59:00","31","0","0"
"1","380000","bgm_M182","10032","2020/05/15 16:00:00","0","0","380000","bgm_M182","2030/03/26 14:59:00","32","0","0"
"1","380000","bgm_M316","10033","2020/06/01 16:00:00","0","0","380000","bgm_M316","2030/03/26 14:59:00","33","0","0"
"1","380000","bgm_M189","10034","2020/06/15 16:00:00","0","0","380000","bgm_M189","2030/03/26 14:59:00","34","0","0"
"1","380000","bgm_M330","10035","2020/09/28 16:00:00","0","0","380000","bgm_M330","2030/03/26 14:59:00","35","0","0"
"1","380000","bgm_M330","10036","2020/09/28 16:00:00","0","0","380000","bgm_M330","2030/03/26 14:59:00","36","0","0"
"1","380000","bgm_M206","10037","2020/08/14 16:00:00","0","0","380000","bgm_M206","2030/03/26 14:59:00","37","0","0"
"1","380000","bgm_M343","10038","2020/06/29 16:00:00","0","0","380000","bgm_M343","2030/03/26 14:59:00","38","0","0"
"1","380000","bgm_M215","10039","2020/07/13 16:00:00","0","0","380000","bgm_M215","2030/03/26 14:59:00","39","0","0"
"1","380000","bgm_M351","10040","2020/07/31 16:00:00","0","0","380000","bgm_M351","2030/03/26 14:59:00","40","0","0"
"1","380000","bgm_M223","10041","2020/09/18 16:00:00","0","0","380000","bgm_M223","2030/03/26 14:59:00","41","0","0"
"1","380000","bgm_M375","10042","2020/09/01 16:00:00","0","0","380000","bgm_M375","2030/03/26 14:59:00","42","0","0"
"1","380000","bgm_M237","10043","2020/10/19 18:00:00","0","0","380000","bgm_M237","2030/03/26 14:59:00","43","0","0"
"1","380000","bgm_M380A","10044","2020/11/02 16:00:00","0","0","380000","bgm_M380A","2030/03/26 14:59:00","44","0","0"
"1","380000","bgm_M393","10046","2020/12/04 16:00:00","0","0","380000","bgm_M393","2030/03/26 14:59:00","45","0","0"
"1","380000","bgm_M254","10047","2020/12/18 16:00:00","0","0","380000","bgm_M254","2030/03/26 14:59:00","47","0","0"
"1","380000","bgm_M403","10048","2020/12/28 16:00:00","0","0","380000","bgm_M403","2030/03/26 14:59:00","48","0","0"
"1","380000","bgm_M265","10049","2021/01/18 16:00:00","0","0","380000","bgm_M265_Top","2030/03/26 14:59:00","49","0","0"
"1","380000","bgm_M413","10050","2021/02/01 16:00:00","0","0","380000","bgm_M413","2030/03/26 14:59:00","50","0","0"
"1","380000","bgm_M421","10052","2021/03/02 16:00:00","0","0","380000","bgm_M421","2030/03/26 14:59:00","52","0","0"
"1","380000","0","10053","2021/04/16 16:00:00","0","0","380000","0","2030/03/26 14:59:00","53","0","0"
"1","380000","bgm_M426","10054","2021/04/01 16:00:00","0","0","380000","bgm_M426","2030/03/26 14:59:00","54","0","0"
"1","380000","bgm_M435","10056","2021/05/04 16:00:00","0","0","380000","bgm_M435","2030/03/26 14:59:00","56","0","0"
"1","380000","bgm_M442A","10058","2021/06/02 16:00:00","0","0","380000","bgm_M442A","2030/03/26 14:59:00","58","0","0"
"1","380000","bgm_M442B","10059","2021/06/12 16:00:00","0","0","380000","bgm_M442B","2030/03/26 14:59:00","59","0","0"
"1","380000","bgm_M451","10061","2021/07/05 16:00:00","0","0","380000","bgm_M451","2030/03/26 14:59:00","61","0","0"
"1","380000","bgm_M457","10064","2021/08/02 16:00:00","0","0","380000","bgm_M457","2030/03/26 14:59:00","64","0","0"
"1","380000","bgm_M467","10066","2021/09/01 16:00:00","0","0","380000","bgm_M467","2030/03/26 14:59:00","66","0","0"
"1","380000","bgm_M478","10068","2021/10/01 16:00:00","0","0","380000","bgm_M478_Lofi","2030/03/26 14:59:00","68","0","0"
"1","380000","bgm_M486","10070","2021/11/01 16:00:00","0","0","380000","bgm_M486","2030/03/26 14:59:00","70","0","0"
"1","380000","bgm_M496","10072","2021/12/02 16:00:00","0","0","380000","bgm_M496","2030/03/26 14:59:00","72","0","0"
"1","380000","bgm_M508","10074","2022/01/03 16:00:00","0","0","380000","bgm_M508","2030/03/26 14:59:00","74","0","0"
"1","380000","bgm_M520","10076","2022/02/01 16:00:00","0","0","380000","bgm_M520","2030/03/26 14:59:00","76","0","0"
"1","380000","bgm_M527","10078","2022/03/01 16:00:00","0","0","380000","bgm_M527","2030/03/26 14:59:00","78","0","0"
"1","380000","bgm_M536","10080","2022/04/01 16:00:00","0","0","380000","bgm_M536","2030/03/26 14:59:00","80","0","0"
"1","380000","bgm_M543","10082","2022/05/02 16:00:00","0","0","380000","bgm_M543","2030/03/26 14:59:00","82","0","0"
"1","380000","bgm_M552","10084","2022/06/01 16:00:00","0","0","380000","bgm_M552","2030/03/26 14:59:00","84","0","0"
"1","380000","bgm_M553","10085","2022/06/08 16:00:00","0","0","380000","bgm_M553","2030/03/26 14:59:00","85","0","0"
"1","380000","bgm_M565","10088","2022/07/01 16:00:00","0","0","380000","bgm_M565","2030/03/26 14:59:00","88","0","0"
"1","380000","bgm_M574","10090","2022/08/01 16:00:00","0","0","380000","bgm_M574","2030/03/26 14:59:00","90","0","0"
"1","380000","bgm_M582","10092","2022/09/01 16:00:00","0","0","380000","bgm_M582","2030/03/26 14:59:00","92","0","0"
"1","380000","bgm_M595","10094","2022/10/02 16:00:00","0","0","380000","bgm_M595","2030/03/26 14:59:00","94","0","0"
"1","380000","bgm_M601","10096","2022/10/30 16:00:00","0","0","380000","bgm_M601","2030/03/26 14:59:00","96","0","0"
"1","380000","bgm_M608","10098","2022/11/29 16:00:00","0","0","380000","bgm_M608","2030/03/26 14:59:00","98","0","0"
"1","380000","bgm_M618","10100","2022/12/30 16:00:00","0","0","380000","bgm_M618","2030/03/26 14:59:00","100","0","0"
"1","380000","bgm_M623","10102","2023/01/30 16:00:00","0","0","380000","bgm_M623","2030/03/26 14:59:00","102","0","0"
"1","380000","bgm_M630","10104","2023/02/26 16:00:00","0","0","380000","bgm_M630","2030/03/26 14:59:00","104","0","0"
"1","380000","bgm_M638","10106","2023/03/30 16:00:00","0","0","380000","bgm_M638","2030/03/26 14:59:00","106","0","0"
"1","380000","bgm_M647","10108","2023/04/28 16:00:00","0","0","380000","bgm_M647","2030/03/26 14:59:00","108","0","0"
"1","380000","bgm_M659","10110","2023/05/29 16:00:00","0","0","380000","bgm_M659","2030/03/26 14:59:00","110","0","0"
"1","380000","bgm_M660","10111","2023/05/29 16:00:00","0","0","380000","bgm_M660","2030/03/26 14:59:00","111","0","0"
"1","380000","bgm_M668","10114","2023/06/28 16:00:00","0","0","380000","bgm_M668","2030/03/26 14:59:00","114","0","0"
"1","380000","bgm_MC017","10116","2023/07/29 16:00:00","0","0","380000","bgm_MC017","2030/03/26 14:59:00","116","0","0"
"1","380000","bgm_MC026","10118","2023/08/29 16:00:00","0","0","380000","bgm_MC026","2030/03/26 14:59:00","118","0","0"
"1","380000","bgm_MC036","10120","2023/09/28 16:00:00","0","0","380000","bgm_MC036","2030/03/26 14:59:00","120","0","0"
"1","380000","bgm_MC046","10122","2023/10/30 16:00:00","0","0","380000","bgm_MC046","2030/03/26 14:59:00","122","0","0"
"1","380000","bgm_MC056","10124","2023/11/29 16:00:00","0","0","380000","bgm_MC056","2030/03/26 14:59:00","124","0","0"
"1","380000","bgm_MC063","10126","2023/12/29 16:00:00","0","0","380000","bgm_MC063","2030/03/26 14:59:00","126","0","0"
"1","380000","bgm_MC075","10128","2024/01/29 16:00:00","0","0","380000","bgm_MC075","2030/03/26 14:59:00","128","0","0"
"1","380000","bgm_MC082","10130","2024/02/27 16:00:00","0","0","380000","bgm_MC082","2030/03/26 14:59:00","130","0","0"
"1","380000","bgm_MC091","10132","2024/03/30 16:00:00","0","0","380000","bgm_MC091","2030/03/26 14:59:00","132","0","0"
"1","380000","bgm_MC099","10134","2024/04/29 16:00:00","0","0","380000","bgm_MC099","2030/03/26 14:59:00","134","0","0"
"1","380000","bgm_MC110","10136","2024/05/29 16:00:00","0","0","380000","bgm_MC110","2030/03/26 14:59:00","136","0","0"
"1","380000","bgm_MC111","10137","2024/05/29 16:00:00","0","0","380000","bgm_MC111","2030/03/26 14:59:00","137","0","0"
"1","380000","bgm_MC124","10140","2024/06/28 16:00:00","0","0","380000","bgm_MC124","2030/03/26 14:59:00","140","0","0"
"1","380000","bgm_MC136","10142","2024/07/29 16:00:00","0","0","380000","bgm_MC136","2030/03/26 14:59:00","142","0","0"
"1","380000","bgm_MC143","10144","2024/08/29 16:00:00","0","0","380000","bgm_MC143","2030/03/26 14:59:00","144","0","0"
"1","380000","bgm_MC147","10146","2024/09/28 16:00:00","0","0","380000","bgm_MC147","2030/03/26 14:59:00","146","0","0"
"1","380000","bgm_MC156","10148","2024/10/29 16:00:00","0","0","380000","bgm_MC156","2030/03/26 14:59:00","148","0","0"
"1","380000","bgm_MC162","10150","2024/11/28 16:00:00","0","0","380000","bgm_MC162","2030/03/26 14:59:00","150","0","0"
"1","380000","bgm_MC172","10152","2024/12/27 16:00:00","0","0","380000","bgm_MC172_TitleCall","2030/03/26 14:59:00","152","0","0"
"1","380000","bgm_MC186","10154","2025/01/29 16:00:00","0","0","380000","bgm_MC186","2030/03/26 14:59:00","154","0","0"
"1","380000","bgm_MC194","10156","2025/02/26 16:00:00","0","0","380000","bgm_MC194","2030/03/26 14:59:00","156","0","0"
"1","380000","bgm_MC213","10158","2025/03/28 16:00:00","0","0","380000","bgm_MC213","2030/03/26 14:59:00","158","0","0"
"1","380000","bgm_MC215B","10160","2025/04/28 16:00:00","0","0","380000","bgm_MC215B","2030/03/26 14:59:00","160","0","0"
"1","380000","bgm_M33","20001","2020/07/02 16:00:00","0","0","380000","bgm_M33","2030/03/26 14:59:00","20001","0","0"
"1","380000","bgm_M99","20002","2020/08/03 16:00:00","0","0","380000","bgm_M99","2030/03/26 14:59:00","20002","0","0"
"1","380000","bgm_M107","20003","2020/09/04 16:00:00","0","0","380000","bgm_M107","2030/03/26 14:59:00","20003","0","0"
