b343deba0fa64a19ffd38c5d2101d608b8e166c493716bbaae69219bb972b5a3,9e446b2bd8a7aaff6e6fc973b1a62cea3031bee389b62e228c5e3fa5ca440440,340afb5e1a666ec210f0ee876d0eb86f5ad61b148ee490f1d74ee6f74698a31f,d25fee09f71ad389243b329e2200abfc6a71776c74ca7e5055e86b14c496eec2,ee96161b0745643430723124f33db775020e12999bb61f05b5a152cd224fe79f,e84161342d257ea907c3cd063d07be1292c4f31b3c74262decd7966e37066bd6,0c808a3b6d7f7beabe1097ee06d4fb0b983a2b9493c74dfd0881bd7236f67ab5,3139b1e9fc302af8831fc518380e7187b74d7321216008c747275d3c02a61a8f,0d4f8402832bad2042911eb7236cfba861b0cbdbdafbf1c31e5fd4d309997ebe,208497ddf715fa7060627f1b1fcc322635fdd9a0e3867419725e28910cdc4f47,d6a6cdb46c8c54e42357299fcdca8ccfc6e583736ae66594c61c552fc65326b6,ac5cbf71dd4daad9b9b37d7c870c1179d767f16a3a57b0acc98112cd8ac812bd
"vo_svd","1007002","vo_svd_0203","0","0","100700216","0","0","0","0","16","2"
"0","1007002","0","160","4","100700217","0","0","0","1.482","17","1"
"0","1007002","0","0","0","100700218","0.858","1","0","0","18","4"
"0","1007002","0","268","4","100700219","0","0","160","1.255","19","1"
"0","1007002","0","0","0","100700220","2.752","1","0","0","20","4"
"vo_svd","1007002","vo_svd_0204","0","0","100700221","0","0","0","0","21","2"
"0","1007002","0","336","5","100700222","0","0","0","1.827","22","1"
"0","1007002","0","0","0","100700223","1.654","1","0","0","23","4"
"0","1007002","0","364","6","100700224","0","0","0","1.773","24","1"
"0","1007002","0","0","0","100700225","2.5","1","0","0","25","4"
"0","1007003","0","0","0","100700301","0.8","1","0","0","1","4"
"vo_svd","1007003","vo_svd_0301","0","0","100700302","0","0","0","0","2","2"
"0","1007003","0","232","1","100700303","0","0","0","1.205","3","1"
"0","1007003","0","0","0","100700304","1.739","1","0","0","4","4"
"0","1007003","0","355","1","100700305","0","0","232","1.278","5","1"
"0","1007003","0","0","0","100700306","0.687","1","0","0","6","4"
"0","1007003","0","0","2","100700307","0","0","0","0.735","7","1"
"0","1007003","0","0","0","100700308","2.357","1","0","0","8","4"
"vo_svd","1007003","vo_svd_0302","0","0","100700309","0","0","0","0","9","2"
"0","1007003","0","364","2","100700310","0","0","0","1.542","10","1"
"0","1007003","0","0","0","100700311","1.9","1","0","0","11","4"
"0","1007003","0","336","3","100700312","0","0","0","1.82","12","1"
"0","1007003","0","0","0","100700313","1.754","1","0","0","13","4"
"0","1007003","0","255","4","100700314","0","0","0","1.133","14","1"
"0","1007003","0","0","0","100700315","2.697","1","0","0","15","4"
"vo_svd","1007003","vo_svd_0303","0","0","100700316","0","0","0","0","16","2"
"0","1007003","0","336","5","100700317","0","0","0","1.827","17","1"
"0","1007003","0","0","0","100700318","2.182","1","0","0","18","4"
"0","1007003","0","275","6","100700319","0","0","0","1.186","19","1"
"0","1007003","0","0","0","100700320","2.842","1","0","0","20","4"
"vo_svd","1007003","vo_svd_0304","0","0","100700321","0","0","0","0","21","2"
"0","1007003","0","336","7","100700322","0","0","0","2.067","22","1"
"0","1007003","0","0","0","100700323","1.844","1","0","0","23","4"
"0","1007003","0","364","8","100700324","0","0","0","2.068","24","1"
"0","1007003","0","0","0","100700325","2.5","1","0","0","25","4"
"0","1007004","0","0","0","100700401","0.8","1","0","0","1","4"
"vo_svd","1007004","vo_svd_0401","0","0","100700402","0","0","0","0","2","2"
"0","1007004","0","180","1","100700403","0","0","0","1.105","3","1"
"0","1007004","0","0","0","100700404","1.504","1","0","0","4","4"
"0","1007004","0","313","1","100700405","0","0","180","0.62","5","1"
"0","1007004","0","0","0","100700406","0.554","1","0","0","6","4"
"0","1007004","0","122","2","100700407","0","0","0","0.728","7","1"
"0","1007004","0","0","0","100700408","2.154","1","0","0","8","4"
"vo_svd","1007004","vo_svd_0402","0","0","100700409","0","0","0","0","9","2"
"0","1007004","0","334","2","100700410","0","0","122","1.051","10","1"
"0","1007004","0","0","0","100700411","0.915","1","0","0","11","4"
"0","1007004","0","91","3","100700412","0","0","0","0.927","12","1"
"0","1007004","0","0","0","100700413","1.701","1","0","0","13","4"
"0","1007004","0","360","3","100700414","0","0","91","0.905","14","1"
"0","1007004","0","0","0","100700415","0.816","1","0","0","15","4"
"0","1007004","0","329","4","100700416","0","0","0","1.249","16","1"
"0","1007004","0","0","0","100700417","1.252","1","0","0","17","4"
"0","1007004","0","268","5","100700418","0","0","0","0.987","18","1"
"0","1007004","0","0","0","100700419","2.864","1","0","0","19","4"
"vo_svd","1007004","vo_svd_0403","0","0","100700420","0","0","0","0","20","2"
"0","1007004","0","336","6","100700421","0","0","0","2.056","21","1"
"0","1007004","0","0","0","100700422","1.844","1","0","0","22","4"
"0","1007004","0","364","7","100700423","0","0","0","1.963","23","1"
"0","1007004","0","0","0","100700424","2.5","1","0","0","24","4"
"0","1007005","0","0","0","100700501","0.8","1","0","0","1","4"
"vo_svd","1007005","vo_svd_0501","0","0","100700502","0","0","0","0","2","2"
"0","1007005","0","329","1","100700503","0","0","0","1.741","3","1"
"0","1007005","0","0","0","100700504","2.972","1","0","0","4","4"
"vo_svd","1007005","vo_svd_0502","0","0","100700505","0","0","0","0","5","2"
"0","1007005","0","320","2","100700506","0","0","0","1.539","6","1"
"0","1007005","0","0","0","100700507","1.258","1","0","0","7","4"
"0","1007005","0","320","2","100700508","0","0","320","0.762","8","1"
"0","1007005","0","0","0","100700509","2.583","1","0","0","9","4"
"vo_svd","1007005","vo_svd_0503","0","0","100700510","0","0","0","0","10","2"
"0","1007005","0","336","3","100700511","0","0","0","1.131","11","1"
"0","1007005","0","0","0","100700512","1.924","1","0","0","12","4"
"0","1007005","0","336","4","100700513","0","0","0","1.131","13","1"
"0","1007005","0","0","0","100700514","1.924","1","0","0","14","4"
"0","1007005","0","329","5","100700515","0","0","0","1.868","15","1"
"0","1007005","0","0","0","100700516","3.266","1","0","0","16","4"
"vo_svd","1007005","vo_svd_0504","0","0","100700517","0","0","0","0","17","2"
"0","1007005","0","275","6","100700518","0","0","0","1.269","18","1"
"0","1007005","0","0","0","100700519","2.653","1","0","0","19","4"
"vo_svd","1007005","vo_svd_0505","0","0","100700520","0","0","0","0","20","2"
"0","1007005","0","336","7","100700521","0","0","0","2.056","21","1"
"0","1007005","0","0","0","100700522","1.844","1","0","0","22","4"
"0","1007005","0","364","8","100700523","0","0","0","1.965","23","1"
"0","1007005","0","0","0","100700524","2.5","1","0","0","24","4"
"0","1007006","0","0","0","100700601","0.8","1","0","0","1","4"
"vo_svd","1007006","vo_svd_0601","0","0","100700602","0","0","0","0","2","2"
"0","1007006","0","336","1","100700603","0","0","0","1.875","3","1"
"0","1007006","0","0","0","100700604","3.353","1","0","0","4","4"
"vo_svd","1007006","vo_svd_0602","0","0","100700605","0","0","0","0","5","2"
"0","1007006","0","336","2","100700606","0","0","0","1.734","6","1"
"0","1007006","0","0","0","100700607","1.665","1","0","0","7","4"
"0","1007006","0","201","3","100700608","0","0","0","1.035","8","1"
"0","1007006","0","0","0","100700609","1.893","1","0","0","9","4"
"0","1007006","0","354","3","100700610","0","0","201","0.821","10","1"
"0","1007006","0","0","0","100700611","0.664","1","0","0","11","4"
"0","1007006","0","367","4","100700612","0","0","0","1.361","12","1"
"0","1007006","0","0","0","100700613","1.108","1","0","0","13","4"
"0","1007006","0","259","5","100700614","0","0","0","1.269","14","1"
"0","1007006","0","0","0","100700615","3.112","1","0","0","15","4"
"vo_svd","1007006","vo_svd_0603","0","0","100700616","0","0","0","0","16","2"
"0","1007006","0","336","6","100700617","0","0","0","2.056","17","1"
"0","1007006","0","0","0","100700618","1.844","1","0","0","18","4"
"0","1007006","0","364","7","100700619","0","0","0","1.965","19","1"
"0","1007006","0","0","0","100700620","2.5","1","0","0","20","4"
"0","1007007","0","0","0","100700701","0.8","1","0","0","1","4"
"vo_svd","1007007","vo_svd_0701","0","0","100700702","0","0","0","0","2","2"
"0","1007007","0","147","1","100700703","0","0","0","0.926","3","1"
"0","1007007","0","0","0","100700704","1.549","1","0","0","4","4"
"0","1007007","0","345","1","100700705","0","0","147","1.457","5","1"
"0","1007007","0","0","0","100700706","1.228","1","0","0","6","4"
"0","1007007","0","0","2","100700707","0","0","0","0.762","7","1"
"0","1007007","0","0","0","100700708","2.221","1","0","0","8","4"
"vo_svd","1007007","vo_svd_0702","0","0","100700709","0","0","0","0","9","2"
"0","1007007","0","120","2","100700710","0","0","0","0.969","10","1"
"0","1007007","0","0","0","100700711","0.747","1","0","0","11","4"
"0","1007007","0","336","2","100700712","0","0","120","1.785","12","1"
"0","1007007","0","0","0","100700713","1.932","1","0","0","13","4"
"0","1007007","0","35","3","100700714","0","0","0","0.385","14","1"
"0","1007007","0","0","0","100700715","0.5","1","0","0","15","4"
"0","1007007","0","336","3","100700716","0","0","35","1.436","16","1"
"0","1007007","0","0","0","100700717","2.164","1","0","0","17","4"
"0","1007007","0","356","4","100700718","0","0","0","1.928","18","1"
"0","1007007","0","0","0","100700719","1.673","1","0","0","19","4"
"0","1007007","0","259","5","100700720","0","0","0","1.269","20","1"
"0","1007007","0","0","0","100700721","3.156","1","0","0","21","4"
"vo_svd","1007007","vo_svd_0703","0","0","100700722","0","0","0","0","22","2"
"0","1007007","0","336","6","100700723","0","0","0","2.077","23","1"
"0","1007007","0","0","0","100700724","1.841","1","0","0","24","4"
"0","1007007","0","364","7","100700725","0","0","0","1.965","25","1"
"0","1007007","0","0","0","100700726","2.5","0","0","0","26","4"
"0","1007008","0","0","0","100700801","0.8","1","0","0","1","4"
"vo_svd","1007008","vo_svd_0801","0","0","100700802","0","0","0","0","2","2"
"0","1007008","0","356","1","100700803","0","0","0","2.027","3","1"
"0","1007008","0","0","0","100700804","3.309","1","0","0","4","4"
"vo_svd","1007008","vo_svd_0802","0","0","100700805","0","0","0","0","5","2"
"0","1007008","0","336","2","100700806","0","0","0","1.879","6","1"
"0","1007008","0","0","0","100700807","3.041","1","0","0","7","4"
"vo_svd","1007008","vo_svd_0803","0","0","100700808","0","0","0","0","8","2"
"0","1007008","0","336","3","100700809","0","0","0","1.848","9","1"
"0","1007008","0","0","0","100700810","1.437","1","0","0","10","4"
"0","1007008","0","168","4","100700811","0","0","0","0.796","11","1"
"","1007008","","0","0","100700812","2.532","1","0","0","12","4"
"vo_svd","1007008","vo_svd_0804","0","0","100700813","0","0","0","0","13","2"
"0","1007008","0","299","5","100700814","0","0","0","1.002","14","1"
"0","1007008","0","0","0","100700815","2.164","1","0","0","15","4"
"0","1007008","0","115","6","100700816","0","0","0","1.574","16","1"
"0","1007008","0","0","0","100700817","2.164","1","0","0","17","4"
"0","1007008","0","280","6","100700818","0","0","115","1.269","18","1"
"0","1007008","0","0","0","100700819","2.5","1","0","0","19","4"
"0","1007009","0","0","0","100700901","0.8","1","0","0","1","4"
"vo_svd","1007009","vo_svd_0901","0","0","100700902","0","0","0","0","2","2"
"0","1007009","0","356","1","100700903","0","0","0","2.285","3","1"
"0","1007009","0","0","0","100700904","2.031","1","0","0","4","4"
"0","1007009","0","215","2","100700905","0","0","0","1.362","5","1"
"0","1007009","0","0","0","100700906","2.479","1","0","0","6","4"
"vo_svd","1007009","vo_svd_0902","0","0","100700907","0","0","0","0","7","2"
"0","1007009","0","356","3","100700908","0","0","0","2.004","8","1"
"0","1007009","0","0","0","100700909","1.804","1","0","0","9","4"
"0","1007009","0","185","4","100700910","0","0","0","2.026","10","1"
"0","1007009","0","0","0","100700911","2.473","1","0","0","11","4"
"0","1007009","0","338","4","100700912","0","0","185","0.518","12","1"
"0","1007009","0","0","0","100700913","0.556","1","0","0","13","4"
"0","1007009","0","336","5","100700914","0","0","0","2.021","14","1"
"0","1007009","0","0","0","100700915","1.713","1","0","0","15","4"
"0","1007009","0","250","6","100700916","0","0","0","1.513","16","1"
"0","1007009","0","0","0","100700917","1.981","1","0","0","17","4"
"vo_svd","1007009","vo_svd_0903","0","0","100700918","0","0","0","0","18","2"
"0","1007009","0","220","7","100700919","0","0","0","1.672","19","1"
"0","1007009","0","0","0","100700920","1.924","1","0","0","20","4"
"0","1007009","0","338","7","100700921","0","0","220","0.796","21","1"
"","1007009","","0","0","100700922","1.832","1","0","0","22","4"
"vo_svd","1007009","vo_svd_0904","0","0","100700923","0","0","0","0","23","2"
"0","1007009","0","77","8","100700924","0","0","0","0.703","24","1"
"0","1007009","0","0","0","100700925","1.523","1","0","0","25","4"
"vo_svd","1007009","vo_svd_0905","0","0","100700926","0","0","0","0","26","2"
"0","1007009","0","218","8","100700927","0","0","77","1.198","27","1"
"0","1007009","0","0","0","100700928","1.764","1","0","0","28","4"
"vo_svd","1007009","vo_svd_0906","0","0","100700929","0","0","0","0","29","2"
"0","1007009","0","336","9","100700930","0","0","0","2.335","30","1"
"0","1007009","0","0","0","100700931","3.423","1","0","0","31","4"
"vo_svd","1007009","vo_svd_0907","0","0","100700932","0","0","0","0","32","2"
"0","1007009","0","61","10","100700933","0","0","0","0.682","33","1"
"0","1007009","0","0","0","100700934","1.357","1","0","0","34","4"
"0","1007009","0","336","10","100700935","0","0","61","2.106","35","1"
"0","1007009","0","0","0","100700936","1.43","1","0","0","36","4"
"0","1007009","0","336","11","100700937","0","0","0","2.283","37","1"
"0","1007009","0","0","0","100700938","2.989","1","0","0","38","4"
"vo_svd","1007009","vo_svd_0908","0","0","100700939","0","0","0","0","39","2"
"0","1007009","0","322","12","100700940","0","0","0","1.978","40","1"
"0","1007009","0","0","0","100700941","1","1","0","0","41","4"
"0","1007010","0","0","0","100701001","0.8","1","0","0","1","4"
"vo_svd","1007010","vo_svd_1001","0","0","100701002","0","0","0","0","2","2"
"0","1007010","0","356","1","100701003","0","0","0","2.705","3","1"
"0","1007010","0","0","0","100701004","3.154","1","0","0","4","4"
"0","1007010","0","49","2","100701005","0","0","0","0.918","5","1"
"0","1007010","0","0","0","100701006","1.231","1","0","0","6","4"
"0","1007010","0","356","2","100701007","0","0","49","1.672","7","1"
"0","1007010","0","0","0","100701008","3.307","1","0","0","8","4"
"vo_svd","1007010","vo_svd_1002","0","0","100701009","0","0","0","0","9","2"
"0","1007010","0","336","3","100701010","0","0","0","0.835","10","1"
"0","1007010","0","0","0","100701011","1.164","1","0","0","11","4"
"0","1007010","0","336","3","100701012","0","0","336","1.623","12","1"
"0","1007010","0","0","0","100701013","1.712","1","0","0","13","4"
"0","1007010","0","356","4","100701014","0","0","0","2.294","14","1"
"0","1007010","0","0","0","100701015","2.186","1","0","0","15","4"
"0","1007010","0","0","5","100701016","0","0","0","2.184","16","1"
"0","1007010","0","0","0","100701017","3.034","1","0","0","17","4"
"vo_svd","1007010","vo_svd_1003","0","0","100701018","0","0","0","0","18","2"
"0","1007010","0","356","5","100701019","0","0","0","2.704","19","1"
"0","1007010","0","0","0","100701020","2.522","1","0","0","20","4"
"0","1007010","0","162","6","100701021","0","0","0","1.005","21","1"
"0","1007010","0","0","0","100701022","2.617","1","0","0","22","4"
"vo_svd","1007010","vo_svd_1004","0","0","100701023","0","0","0","0","23","2"
"0","1007010","0","223","7","100701024","0","0","0","0.975","24","1"
"0","1007010","0","0","0","100701025","1.202","1","0","0","25","4"
"0","1007010","0","340","7","100701026","0","0","223","1.214","26","1"
"0","1007010","0","0","0","100701027","1.187","1","0","0","27","4"
"0","1007010","0","345","8","100701028","0","0","0","2.043","28","1"
"0","1007010","0","0","0","100701029","3.356","1","0","0","29","4"
"vo_svd","1007010","vo_svd_1005","0","0","100701030","0","0","0","0","30","2"
"0","1007010","0","155","9","100701031","0","0","0","1.862","31","1"
"0","1007010","0","0","0","100701032","2.285","1","0","0","32","4"
"vo_svd","1007010","vo_svd_1006","0","0","100701033","0","0","0","0","33","2"
"0","1007010","0","128","10","100701034","0","0","0","0.682","34","1"
"0","1007010","0","0","0","100701035","1.529","1","0","0","35","4"
"0","1007010","0","240","10","100701036","0","0","128","1.042","36","1"
"0","1007010","0","0","0","100701037","2.384","1","0","0","37","4"
"vo_svd","1007010","vo_svd_1007","0","0","100701038","0","0","0","0","38","2"
"0","1007010","0","181","11","100701039","0","0","0","1.106","39","1"
"0","1007010","0","0","0","100701040","1.891","1","0","0","40","4"
"0","1007010","0","290","11","100701041","0","0","181","1.322","41","1"
"0","1007010","0","0","0","100701042","1","1","0","0","42","4"
