2aaf7af9cd00422253c4289c2f158eb452b3f806b6ec27a6536366221be3cfc8,7fccf764f4d5f7534a9d8db3b75f0346856444b86bb7f8c717d0c25f6233be3d,ee25d2ba8a5d428cd7bc0a3606ba270158a906cfb3c16478cb9c542e1ab91993,d5bd6a87d88ab7e0728a4c56a12499fd2a8ef92152d63a7671d8569340ae140b,0d6ca9b00d91b4648f59a51c8a3e086c283b06aa3a79ddcd9bde2f9c2877ecaa,95296df9f3a486ad5d89123b5586e827d83de84029f84f117e6adda740ff174d,ac1ca81d67b5139eeece5319a471861c7b82e3b3d9a4aaf384d5c96526c3c850,1b5acbceeb7512f491eed70cbdc2c7e4ed04a0c488162b0d630a2d4d21fac327,3dd2030a2abed6eeb6ddcb4da6a9ef38ce36ba52110a24818055fe50d1c25709,20d04f0d6e79fbf7fcc3fafbc1a564c5e7deab1064f0a61a22ed0aa28cd49ea5,3f687214097b218aa5b220f07c824981171e61100ca43e1e50b2eb65653a9128,06f4e7a78da5dbc7d3fed4a7f528c3c4ed039d346d3d34689faf9f62691c15a2,04978bedb735786dd9c30bdb467889d66e19b64ec19b6551d3005cd90e451ac0,6f99eac48be1de9d282bb6a296c8c2cff22f720473bcbcc971323265d85114ad,854a65a86b8c6bc46491d96b329d83082011d082c1a40820e18be9b93b4e32df,ee6dd18496603080d4e88a7d938b02d193e73674aae92b985038a0031cb8383d,01ca8ac139bd2709e8f1d5fae5cf3d78d3084eee03fc19993d11f81808dbb55a,a5f6a818c5ca5b5381144a7f03b2906366a6f62ce456069a58163d83f026648e,e176aa6f42db9e134b1714df0971a68092277e9b4c63ac7e04f2cf8f0d956def,a42d5ac6632eb8a99b6407c514a22c0e515fba57b8bfb7e114e85c1ddf7d7280,8543bedd7a9c2b0cfe764885f39bdebbc85f2c76ee494185bd41ef6d10853085,60a47e71b5bf0ef9f8b1d0b08716c274ad35becb7661d5e95220287ffb96d395,fe89f8e87634992f1114d6f7b84822d64f2dd40c2ac06faa2f3c4d722acb779a,03232a7c30a99171c35c58653152184e43e07c3bc83ec9f7502f4c5d0c66a8aa
"1001","0","1","1002","0","1","6","105301","0","0","0","0","4","0","0","0","10530101","1","0","0","0","0","0","1002"
"1001","1001","1","1002","0","1","11","105401","0","0","1","0","4","0","0","0","10540101","1","0","1","1","1002","0","1002"
"1001","0","1","1","0","1001","8","105501","0","0","0","0","3","0","0","0","10550101","1002","0","1002","1","0","0","1"
"1001","0","1001","1","0","1002","9","105601","0","0","0","0","3","0","0","0","10560101","1002","0","1001","1","1002","0","1"
"1001","0","1","1","0","1001","7","105701","0","0","0","0","3","0","0","0","10570101","1002","0","0","1002","0","0","1"
"1002","0","1","1","0","1002","7","105801","0","0","0","0","3","0","0","0","10580101","1001","0","0","1001","0","0","1"
"1002","0","1","1","0","1002","9","105901","0","0","0","0","3","0","0","0","10590101","1001","0","0","1001","0","0","1"
"1002","0","1","1","0","1002","7","106001","0","0","0","0","3","0","0","0","10600101","1001","0","0","1001","0","0","1"
"1002","0","1002","1001","0","1","9","106101","0","0","0","0","3","0","0","0","10610101","1001","0","1002","1","1001","0","1"
"2001","0","0","0","0","0","3","106101","0","0","0","0","2","0","0","0","10610102","2002","0","0","0","0","0","2001"
"1001","1002","1002","1002","0","1","11","106301","0","0","1","0","4","0","0","0","10630101","1002","0","1","1001","1002","0","1"
"2001","1","1","1002","0","1001","11","106401","0","0","1002","0","5","0","0","0","10640101","1001","0","1001","1","1","0","1002"
"1002","1","1002","1001","0","1","16","106501","1001","0","1002","1","8","1","0","1002","10650101","1001","0","1001","1002","1","1","1001"
"1001","0","1","1","0","1001","9","106601","0","0","0","0","3","0","0","0","10660101","1002","0","1","1002","1002","0","1"
"2001","0","1001","1002","0","1","10","106701","0","0","1002","0","4","0","0","0","10670101","1001","0","1001","1","1","0","1002"
"1002","0","1002","1001","0","1","9","106801","0","0","0","0","3","0","0","0","10680101","1001","0","1002","1","1001","0","1"
"2002","0","2001","2001","0","2002","9","106801","0","0","0","0","8","0","0","0","10680102","2001","0","2003","2003","2003","0","2002"
"1002","1002","1001","1002","0","2001","13","106901","2001","0","1001","0","3","0","0","0","10690101","1001","0","2001","1001","2001","1001","2001"
"1002","1002","1001","1002","0","1","13","107001","1","0","1001","0","3","0","0","0","10700101","1001","0","1","1001","1","1001","1"
"1001","1001","1002","1001","0","1","13","107101","1","0","1002","0","3","0","0","0","10710101","1002","0","1","1002","1","1002","1"
"1001","1001","1001","1","0","1","13","107501","1","0","1","0","3","0","0","0","10750101","1002","0","1002","1001","1","1002","1"
"1001","1002","1002","1002","0","1","11","107601","0","0","1","0","4","0","0","0","10760101","1002","0","1","1001","1002","0","1"
"1001","1001","1","1","0","1001","13","107701","1","0","1","0","3","0","0","0","10770101","1002","0","1","1002","1","1002","1"
"1002","1002","1002","1","0","1001","13","107801","1","0","1","0","3","0","0","0","10780101","1001","0","1","1002","1001","1001","1"
"1002","1","1002","1","0","1","11","107901","0","0","1","0","4","0","0","0","10790101","1001","0","1","1001","1002","0","1"
"1002","0","1","1001","0","1002","8","108001","0","0","0","0","3","0","0","0","10800101","1001","0","1001","1","0","0","1"
"1001","1002","1","1002","0","1001","11","108101","0","0","1","0","3","0","0","0","10810101","1002","0","1","1002","1001","0","1"
"1002","1","1002","1002","0","1","17","108201","1002","0","1002","1","9","1","1001","1002","10820101","1001","0","1001","1","1","1001","1"
"1002","0","1","1","0","1002","10","108301","0","0","1001","0","3","0","0","0","10830101","1001","0","1","1001","1002","0","1"
"1001","0","1","1","0","1001","7","108401","0","0","0","0","3","0","0","0","10840101","1002","0","0","1002","0","0","1"
"1002","0","1","1","0","1002","7","108501","0","0","0","0","3","0","0","0","10850101","1001","0","0","1001","0","0","1"
"1001","0","1001","0","0","1002","5","108601","0","0","0","0","3","0","0","0","10860101","1002","0","0","0","0","0","1"
"1001","1","1002","1","0","1001","13","108701","1002","0","1","0","3","0","0","0","10870101","1002","0","1","1002","1001","1","1"
"1002","0","1002","1001","0","1","10","108801","0","0","1001","0","4","0","0","0","10880101","1001","0","1002","1","1","0","1"
"1001","0","1","1","0","1002","6","108901","0","0","0","0","3","0","0","0","10890101","1002","0","0","0","0","0","1001"
"1002","0","1","1","0","1002","7","109001","0","0","0","0","3","0","0","0","10900101","1001","0","0","1001","0","0","1"
"1002","1001","1","1001","0","1002","11","109101","0","0","1","0","4","0","0","0","10910101","1","0","1","1","1002","0","1001"
"1002","0","1","1","0","1002","7","109201","0","0","0","0","3","0","0","0","10920101","1001","0","0","1001","0","0","1"
"1001","0","1002","1001","0","1","6","109301","0","0","0","0","3","0","0","0","10930101","1001","0","0","0","0","0","1"
"1002","1001","1","1001","0","1002","11","109401","0","0","1","0","4","0","0","0","10940101","1","0","1","1","1002","0","1001"
"1002","0","1","1","0","1002","7","109501","0","0","0","0","3","0","0","0","10950101","1001","0","0","1001","0","0","1"
"1002","0","1002","1","0","1001","7","109601","0","0","0","0","4","0","0","0","10960101","1001","0","0","1001","0","0","1"
"1001","0","1002","1","0","1","9","109701","0","0","0","0","5","0","0","0","10970101","1","0","1","1001","1002","0","1001"
"1002","0","1","1","0","1002","7","109801","0","0","0","0","3","0","0","0","10980101","1001","0","0","1001","0","0","1"
"1001","1002","1001","1001","0","1","11","109901","0","0","1","0","3","0","0","0","10990101","1002","0","1","1002","1001","0","1"
"1001","1001","1","1","0","1001","12","110001","1","0","1002","0","11","0","0","0","11000101","1","0","1","1001","1001","0","1001"
"1001","0","0","0","0","0","3","110001","0","0","0","0","1","0","0","0","11000102","1001","0","0","0","0","0","1002"
"1002","0","1","1","0","1002","7","110101","0","0","0","0","3","0","0","0","11010101","1001","0","0","1001","0","0","1"
"1001","0","1","1002","0","1","6","110201","0","0","0","0","4","0","0","0","11020101","1","0","0","0","0","0","1002"
"1001","0","1","1002","0","1","9","110301","0","0","0","0","4","0","0","0","11030101","1","0","1","1","1002","0","1002"
"1002","0","1","1","0","1002","7","110401","0","0","0","0","3","0","0","0","11040101","1001","0","0","1001","0","0","1"
"1002","1001","1002","1001","0","1","11","110501","0","0","1","0","4","0","0","0","11050101","1001","0","1","1001","1002","0","1"
"1002","1001","1","1","0","1002","11","110601","0","0","1","0","3","0","0","0","11060101","1001","0","1","1001","1002","0","1"
"1002","0","1","1","0","1002","7","110701","0","0","0","0","3","0","0","0","11070101","1001","0","0","1001","0","0","1"
"1001","0","1","1","0","1002","6","110801","0","0","0","0","2","0","0","0","11080101","1002","0","0","0","0","0","1"
"1001","0","1","1002","0","1","6","110901","0","0","0","0","4","0","0","0","11090101","1","0","0","0","0","0","1002"
"1001","0","1001","1002","0","1","8","111001","0","0","0","0","4","0","0","0","11100101","1002","0","1","1","0","0","1"
"1002","0","1","1","0","1002","7","111101","0","0","0","0","3","0","0","0","11110101","1001","0","0","1001","0","0","1"
"1001","1","1001","1","0","1002","12","111201","1002","0","1001","0","3","0","0","0","11120101","1002","0","1002","1001","1","0","1"
"1002","0","1002","1","0","1001","7","111301","0","0","0","0","4","0","0","0","11130101","1001","0","0","1001","0","0","1001"
"2001","1001","1001","1001","0","1002","11","111401","0","0","1","0","7","0","0","0","11140101","1001","0","1","1","1002","0","1"
"1001","1001","1002","1001","0","1","13","111501","1","0","1002","0","3","0","0","0","11150101","1002","0","1","1002","1","1002","1"
"1001","1001","1","1","0","1002","11","111601","0","0","1","0","2","0","0","0","11160101","1002","0","1002","1","1","0","1"
"1002","1001","1001","1","0","1002","12","111701","1002","0","1","0","3","0","0","0","11170101","1001","0","1002","1001","1","0","1"
"1001","1001","1001","1002","0","1","12","111801","1002","0","1","0","3","0","0","0","11180101","1002","0","1","1001","1002","0","1"
"1002","1001","1","1","0","1002","11","111901","0","0","1","0","3","0","0","0","11190101","1001","0","1","1001","1002","0","1"
"1002","0","1001","1","0","1002","8","112001","0","0","0","0","3","0","0","0","11200101","1001","0","1","1001","0","0","1"
"1002","1","1002","1001","0","1","11","112101","0","0","1002","0","5","0","0","0","11210101","1001","0","1","1","1001","0","1"
"1002","0","1","1","0","1002","7","112201","0","0","0","0","3","0","0","0","11220101","1001","0","0","1001","0","0","1"
"1001","0","1","1","0","1001","7","112301","0","0","0","0","3","0","0","0","11230101","1002","0","0","1002","0","0","1"
"1001","0","1","1","0","1001","7","112401","0","0","0","0","3","0","0","0","11240101","1002","0","0","1002","0","0","1"
"1002","0","1002","1001","0","1","7","112501","0","0","0","0","4","0","0","0","11250101","1001","0","0","1","0","0","1"
"1001","0","1002","1","0","1001","8","112601","0","0","0","0","4","0","0","0","11260101","1","0","1","1001","0","0","1001"
"1001","0","1","1","0","1002","9","112701","0","0","0","0","3","0","0","0","11270101","1002","0","1","1002","1","0","1002"
"1001","1002","1002","1002","0","1001","12","112801","1","0","1","0","5","0","0","0","11280101","1002","0","1002","1","1001","0","1"
"1001","1","1","1","0","1002","11","112901","0","0","1","0","3","0","0","0","11290101","1002","0","1","1001","1002","0","1001"
"1002","1001","1002","1001","0","1","11","113001","0","0","1","0","3","0","0","0","11300101","1001","0","1002","1","1","0","1"
"1001","1001","1001","1002","0","1","13","113101","1","0","1","0","7","0","0","0","11310101","1","0","1","1001","1002","1002","1"
"1001","0","1001","1002","0","1","9","113201","0","0","0","0","3","0","0","0","11320101","1002","0","1","1001","1002","0","1"
"1002","1001","1","1","0","1002","11","113301","0","0","1","0","3","0","0","0","11330101","1001","0","1","1001","1002","0","1"
"1001","1","1","1","0","1002","12","113401","1001","0","1002","0","4","0","0","0","11340101","1002","0","1","1001","1","0","1001"
"1001","1","1","1002","0","1001","13","113501","1001","0","1","0","3","0","0","0","11350101","1002","0","1001","1","1002","1002","1"
"1002","1","1002","1","0","1001","13","113601","1001","0","1002","0","3","0","0","0","11360101","1001","0","1001","1002","1","1002","1"
"1001","1","1001","1","0","1002","13","113701","1001","0","1","0","3","0","0","0","11370101","1002","0","1001","1","1002","1002","1"
"1001","1001","1001","1","0","1002","13","113801","1","0","1002","0","3","0","0","0","11380101","1002","0","1002","1001","1","1002","1"
"1002","1002","1002","1","0","1001","11","113901","0","0","1","0","5","0","0","0","11390101","1001","0","1","1002","1001","0","1"
"1002","1001","1002","1001","0","1","11","114001","0","0","1","0","3","0","0","0","11400101","1001","0","1002","1","1001","0","1"
"1002","0","1002","1","0","1","10","114101","0","0","1001","0","5","0","0","0","11410101","1","0","1002","1001","1","0","1001"
"1001","1001","1001","1","0","1002","13","114201","1","0","1","0","6","0","0","0","11420101","1","0","1002","1001","1","1002","1002"
"1002","1","1001","1002","0","1","12","114301","1001","0","1002","0","3","0","0","0","11430101","1001","0","1","1001","1001","0","1"
"1001","0","1002","1002","0","1","10","114401","0","0","1002","0","4","0","0","0","11440101","1002","0","1002","1","1","0","1"
"1001","0","1001","1002","0","1","10","114501","0","0","1","0","4","0","0","0","11450101","1","0","1","1001","1002","0","1002"
"1002","0","1","1","0","1002","7","114601","0","0","0","0","4","0","0","0","11460101","1001","0","0","1001","0","0","1"
"1001","0","1002","1002","0","1","10","114701","0","0","1002","0","4","0","0","0","11470101","1002","0","1002","1","1","0","1"
"1001","1","1001","1001","0","1","17","115001","1001","0","1001","1","6","1","1001","1002","11500101","1","0","1002","1","1","1","1002"
"1002","1002","1001","1002","0","1","13","115501","1","0","1001","0","3","0","0","0","11550101","1001","0","1","1001","1","1001","1"
"1002","0","1001","1","0","1002","10","115601","0","0","1002","0","6","0","0","0","11560101","1001","0","1","1001","1001","0","1"
"1001","1001","1001","1002","0","1","12","115701","1","0","1002","0","3","0","0","0","11570101","1002","0","1","1001","1","0","1"
"2003","0","0","0","0","0","2","115801","0","0","0","0","2","0","0","0","11580101","2003","0","0","0","0","0","0"
"2001","0","0","0","0","0","3","115801","0","0","0","0","1","0","0","0","11580102","1","0","0","0","0","0","2002"
"1001","0","1","0","0","1002","5","115801","0","0","0","0","1","0","0","0","11580103","1","0","0","0","0","0","1002"
"1001","0","1002","1","0","1001","8","115901","0","0","0","0","3","0","0","0","11590101","1002","0","1","1002","0","0","1"
"1002","0","1001","1002","0","1","9","116001","0","0","0","0","4","0","0","0","11600101","1001","0","1001","1","1","0","1"
"1001","0","1001","1","0","1002","6","116201","0","0","0","0","2","0","0","0","11620101","1002","0","0","0","0","0","1"
"1002","0","1","0","0","1","5","116301","0","0","0","0","3","0","0","0","11630101","1","0","0","0","0","0","1001"
"1002","0","1002","2001","0","1001","10","116401","0","0","2001","0","4","0","0","0","11640101","1001","0","2001","1002","1001","0","2001"
"1001","0","1001","1","0","1002","9","116501","0","0","0","0","3","0","0","0","11650101","1002","0","1","1001","1002","0","1"
"1002","0","1002","1","0","1001","9","116601","0","0","0","0","3","0","0","0","11660101","1001","0","1001","1002","1","0","1"
"1001","0","1001","1002","0","1","10","116701","0","0","1002","0","4","0","0","0","11670101","1002","0","1001","1","1","0","1"
"1002","1","1001","1001","0","1002","11","116801","0","0","1002","0","3","0","0","0","11680101","1001","0","1","1","1001","0","1"
"1002","1","1002","1002","1","1","19","116901","1001","0","1001","1","12","1","1002","1001","11690101","1002","1001","1","1001","1002","1","1"
"1002","0","1001","1002","0","1","9","117001","0","0","0","0","3","0","0","0","11700101","1001","0","1001","1","1","0","1"
"1","1001","1","1","0","1001","12","117101","1","0","1","0","5","0","0","0","11710101","1001","0","1002","1001","1","1002","1002"
"1001","1","1","1","0","1001","12","117201","1002","0","1002","0","6","0","0","0","11720101","1","0","1001","1002","1","0","1001"
"1001","1","1001","1002","0","1","16","117301","1001","0","1002","0","7","1","0","1002","11730101","1002","0","1001","1","1","1","1"
"1002","0","1","1","0","1001","10","117401","0","0","1001","0","4","0","0","0","11740101","1","0","1","1002","1","0","1001"
"1001","0","1001","1002","0","1","9","117501","0","0","0","0","3","0","0","0","11750101","1002","0","1","1001","1002","0","1"
"1","1002","1","1","0","1002","16","117601","1","0","1","0","6","1002","0","1","11760101","1002","0","1","1002","1001","1001","1001"
"1002","1002","1002","1","0","1001","17","117701","1","0","1001","1","6","1002","1001","1","11770101","1001","0","1001","1002","1","1001","1"
"1002","0","1002","1","0","1001","9","117801","0","0","0","0","5","0","0","0","11780101","1001","0","1002","1001","1","0","1"
"1002","0","1001","1002","0","1","9","117901","0","0","0","0","3","0","0","0","11790101","1001","0","1001","1","1002","0","1"
"1001","1001","1","1001","0","1002","13","118001","1","0","1","0","4","0","0","0","11800101","1002","0","1001","1","1002","1001","1001"
"1001","0","1001","1002","0","1","10","118101","0","0","1002","0","4","0","0","0","11810101","1002","0","1001","1","1","0","1"
"1002","1002","1002","1002","0","1001","16","118201","2001","0","1001","0","8","1001","0","1001","11820101","2001","0","2001","1001","1001","1001","1001"
"1002","0","1002","2001","0","1001","10","118501","0","0","2001","0","4","0","0","0","11850101","1001","0","2001","1002","1001","0","2001"
"2001","0","1001","0","0","0","4","118601","0","0","0","0","3","0","0","0","11860101","1001","0","0","0","0","0","1002"
"1001","0","0","0","0","0","3","118601","0","0","0","0","2","0","0","0","11860102","1002","0","0","0","0","0","1001"
"1001","0","0","0","0","0","3","118601","0","0","0","0","2","0","0","0","11860103","1002","0","0","0","0","0","1001"
"1002","0","1002","1","0","1001","9","119001","0","0","0","0","3","0","0","0","11900101","1001","0","1002","1","1001","0","1"
"1001","0","1","1","0","1001","7","119101","0","0","0","0","3","0","0","0","11910101","1","0","0","1002","0","0","1002"
"1002","0","1","1","0","1002","7","119201","0","0","0","0","3","0","0","0","11920101","1001","0","0","1001","0","0","1"
"1001","0","1001","1","0","1002","9","119301","0","0","0","0","3","0","0","0","11930101","1002","0","1002","1001","1","0","1"
"1002","0","1001","1002","0","1","8","119901","0","0","0","0","4","0","0","0","11990101","1001","0","1","1001","0","0","1"
"1001","0","1","1","0","1002","7","120001","0","0","0","0","3","0","0","0","12000101","1002","0","0","1001","0","0","1"
"1001","0","1002","1001","0","1","7","120701","0","0","0","0","4","0","0","0","12070101","1002","0","0","1","0","0","1"
"2002","0","2002","0","0","0","4","120701","0","0","0","0","1","0","0","0","12070102","2001","0","0","0","0","0","1"
"2001","1","1","1","1","1001","18","120801","1001","0","1","0","9","1002","1","1","12080101","1002","0","1","1002","1001","1","1001"
"1001","0","1001","1002","0","1","7","120901","0","0","0","0","3","0","0","0","12090101","1002","0","0","1001","0","0","1"
"1002","0","1002","1001","0","1","8","121001","0","0","0","0","4","0","0","0","12100101","1001","0","1","1002","0","0","1"
"1002","0","1002","1001","0","1","9","121101","0","0","0","0","3","0","0","0","12110101","1001","0","1","1002","1001","0","1"
"1002","0","1002","1","0","1001","10","121201","0","0","1","0","4","0","0","0","12120101","1001","0","1","1002","1001","0","1"
"2001","2001","2001","1002","0","1001","11","121201","0","0","2001","0","5","0","0","0","12120102","1001","0","1001","2001","1002","0","1002"
"1002","0","1","1","0","1002","8","121301","0","0","0","0","5","0","0","0","12130101","1","0","1","1001","0","0","1001"
"1002","0","1002","1001","0","1","10","121401","0","0","1001","0","4","0","0","0","12140101","1001","0","1002","1","1","0","1"
"1002","0","1002","1","0","1001","8","121501","0","0","0","0","3","0","0","0","12150101","1001","0","1","1002","0","0","1"
"1002","0","1","1","0","1001","9","121601","0","0","0","0","3","0","0","0","12160101","1001","0","1002","1","1001","0","1001"
"1001","0","1001","1","0","1002","9","121901","0","0","0","0","3","0","0","0","12190101","1002","0","1002","1001","1","0","1"
"2001","0","1002","0","0","1","5","122001","0","0","0","0","2","0","0","0","12200101","1001","0","0","0","0","0","1"
"1002","0","1","1","0","1001","8","122101","0","0","0","0","3","0","0","0","12210101","1001","0","1001","1002","0","0","1"
"1002","1","1002","1","0","1001","11","122201","0","0","1002","0","3","0","0","0","12220101","1001","0","1001","1002","1","0","1"
"1001","0","1002","1","0","1001","8","122301","0","0","0","0","3","0","0","0","12230101","1002","0","1","1002","0","0","1"
"2001","0","0","0","0","0","3","122301","0","0","0","0","2","0","0","0","12230102","2002","0","0","0","0","0","2001"
"1001","1002","1001","1001","0","1","11","122401","0","0","1001","0","3","0","0","0","12240101","1002","0","1","1002","1","0","1"
"1002","0","1002","1","0","1001","9","122501","0","0","0","0","3","0","0","0","12250101","1001","0","1","1002","1001","0","1"
"1001","1","1001","1001","0","1","13","122601","1002","0","1002","0","8","0","0","0","12260101","1002","0","1","1","1001","1","1"
