6cd92dda5326dd2eba7ec147f4a6ed7b89732a89d93939311d92c445400f7582,79c385cc7916de8c6ab3db1f15c2318b25899f586c84b8bc4bc374db5d2f43e1,c0d640abe36360e09a3272064e1251292e34370646d41246f3b39b0cf16a2365,3fc0b2857b5fb74b2172a2a3a9eeac0fd01b0ea2241b5967d080bb87d4201a33,260bd0b24f322b389f5e8022c5d6d85fe29210dad6a88b66814f4ef34c19a995,d004cdbe8d69a70b07cbeec869c5d7bd898b144e2f337cebeec6f29140535aa7,9ed921589a907b5bc2243846ec87751783f95b96d66d76d9d9262e00de5547fb,be951f48a2083f045ad2f898bb460c83f0ef04f197f8e10bcdc808382010d7da,567257d991162c1134b7270192ddefe9f2fecfd79cb471a57b6a0460e4e7e5bd,9bbf7ccfa02d0191debffa7ee0c49e6aafb9b5fce89b7d4b77f596aac926cbc9,3a14afbe02f6fafbf170c574838d82fcce37235b71a6de94c6a7a1571785712c,7c20b4517e702bdbfa859f7800f2f4fc3a7057d017b704896aac99f6838b9bbe
"57","0.3","515406257","0","1","0","0","0","60","11","0","5154062"
"58","0","515406258","1.2","4","1","0","0","0","0","0","5154062"
"59","1","515406259","0","1","0","60","0","315","11","0","5154062"
"1","0","515406301","0.8","4","1","0","0","0","0","0","5154063"
"2","0","515406302","0","2","0","0","vo_abd","0","0","vo_abd_0201","5154063"
"3","1.5","515406303","0","1","0","0","0","350","1","0","5154063"
"4","0","515406304","2.25","4","1","0","0","0","0","0","5154063"
"5","0","515406305","0","2","0","0","vo_abd","0","0","vo_abd_0202","5154063"
"6","1.8","515406306","0","1","0","0","0","390","2","0","5154063"
"7","0","515406307","3","4","1","0","0","0","0","0","5154063"
"8","0","515406308","0","2","0","0","vo_abd","0","0","vo_abd_0203","5154063"
"9","1.5","515406309","0","1","0","0","0","330","3","0","5154063"
"10","0","515406310","1.8","4","1","0","0","0","0","0","5154063"
"11","0","515406311","0","2","0","0","vo_abd","0","0","vo_abd_0204","5154063"
"12","1.3","515406312","0","1","0","0","0","300","4","0","5154063"
"13","0","515406313","2.5","4","1","0","0","0","0","0","5154063"
"14","0","515406314","0","2","0","0","vo_abd","0","0","vo_abd_0205","5154063"
"15","1.5","515406315","0","1","0","0","0","360","5","0","5154063"
"16","0","515406316","2","4","1","0","0","0","0","0","5154063"
"17","0","515406317","0","2","0","0","vo_abd","0","0","vo_abd_0206","5154063"
"18","1.8","515406318","0","1","0","0","0","310","6","0","5154063"
"19","0","515406319","3","4","1","0","0","0","0","0","5154063"
"20","0","515406320","0","2","0","0","vo_abd","0","0","vo_abd_0207","5154063"
"21","1.2","515406321","0","1","0","0","0","138","8","0","5154063"
"22","0","515406322","1.6","4","1","0","0","0","0","0","5154063"
"23","0.45","515406323","0","1","0","138","0","400","8","0","5154063"
"24","0","515406324","0.45","4","1","0","0","0","0","0","5154063"
"25","0","515406325","0","2","0","0","vo_abd","0","0","vo_abd_0208","5154063"
"26","1.1","515406326","0","1","0","0","0","360","9","0","5154063"
"27","0","515406327","1.6","4","1","0","0","0","0","0","5154063"
"28","0","515406328","0","2","0","0","vo_abd","0","0","vo_abd_0209","5154063"
"29","0.5","515406329","0","1","0","0","0","280","10","0","5154063"
"30","0","515406330","0.5","4","1","0","0","0","0","0","5154063"
"31","0","515406331","0","2","0","0","vo_abd","0","0","vo_abd_0210","5154063"
"32","1","515406332","0","1","0","0","0","360","11","0","5154063"
"1","0","515406401","0.8","4","1","0","0","0","0","0","5154064"
"2","0","515406402","0","2","0","0","vo_abd","0","0","vo_abd_0301","5154064"
"3","2","515406403","0","1","0","0","0","400","1","0","5154064"
"4","0","515406404","2.8","4","1","0","0","0","0","0","5154064"
"5","0","515406405","0","2","0","0","vo_abd","0","0","vo_abd_0302","5154064"
"6","2","515406406","0","1","0","0","0","400","2","0","5154064"
"7","0","515406407","3.5","4","1","0","0","0","0","0","5154064"
"8","0","515406408","0","2","0","0","vo_abd","0","0","vo_abd_0303","5154064"
"9","2.8","515406409","0","1","0","0","0","425","3","0","5154064"
"10","0","515406410","3.5","4","1","0","0","0","0","0","5154064"
"11","0","515406411","0","2","0","0","vo_abd","0","0","vo_abd_0304","5154064"
"12","3","515406412","0","1","0","0","0","450","4","0","5154064"
"13","0","515406413","4","4","1","0","0","0","0","0","5154064"
"14","0","515406414","0","2","0","0","vo_abd","0","0","vo_abd_0305","5154064"
"15","0.2","515406415","0","1","0","0","0","63","5","0","5154064"
"16","0","515406416","1.05","4","1","0","0","0","0","0","5154064"
"17","2","515406417","0","1","0","63","0","420","5","0","5154064"
"18","0","515406418","3.5","4","1","0","0","0","0","0","5154064"
"19","0","515406419","0","2","0","0","vo_abd","0","0","vo_abd_0306","5154064"
"20","1","515406420","0","1","0","0","0","151","6","0","5154064"
"21","0","515406421","1.7","4","1","0","0","0","0","0","5154064"
"22","1","515406422","0","1","0","151","0","260","6","0","5154064"
"23","0","515406423","2.8","4","1","0","0","0","0","0","5154064"
"24","0.8","515406424","0","1","0","0","0","48","7","0","5154064"
"25","0","515406425","0.96","4","1","0","0","0","0","0","5154064"
"26","0","515406426","0","2","0","0","vo_abd","0","0","vo_abd_0307","5154064"
"27","1.5","515406427","0","1","0","48","0","360","7","0","5154064"
"28","0","515406428","1.7","4","1","0","0","0","0","0","5154064"
"29","0.8","515406429","0","1","0","360","0","360","7","0","5154064"
"30","0","515406430","2","4","1","0","0","0","0","0","5154064"
"31","0","515406431","0","2","0","0","vo_abd","0","0","vo_abd_0308","5154064"
"32","1","515406432","0","1","0","0","0","254","8","0","5154064"
"33","0","515406433","2","4","1","0","0","0","0","0","5154064"
"34","0.3","515406434","0","1","0","254","0","254","8","0","5154064"
"35","0","515406435","1.5","4","1","0","0","0","0","0","5154064"
"36","0.8","515406436","0","1","0","254","0","400","8","0","5154064"
"37","0","515406437","2","4","1","0","0","0","0","0","5154064"
"38","0","515406438","0","2","0","0","vo_abd","0","0","vo_abd_0309","5154064"
"39","2","515406439","0","1","0","0","0","96","9","0","5154064"
"40","0","515406440","2.65","4","1","0","0","0","0","0","5154064"
"41","1","515406441","0","1","0","96","0","425","9","0","5154064"
"42","0","515406442","2","4","1","0","0","0","0","0","5154064"
"43","0","515406443","0","2","0","0","vo_abd","0","0","vo_abd_0310","5154064"
"44","2.5","515406444","0","1","0","0","0","400","10","0","5154064"
"45","0","515406445","4","4","1","0","0","0","0","0","5154064"
"46","0","515406446","0","2","0","0","vo_abd","0","0","vo_abd_0311","5154064"
"47","1.2","515406447","0","1","0","0","0","115","11","0","5154064"
"48","0","515406448","2","4","1","0","0","0","0","0","5154064"
"49","1","515406449","0","1","0","115","0","295","11","0","5154064"
"50","0","515406450","2.5","4","1","0","0","0","0","0","5154064"
"51","0.5","515406451","0","1","0","295","0","430","11","0","5154064"
"1","0","515406501","0.8","4","1","0","0","0","0","0","5154065"
"2","0","515406502","0","2","0","0","vo_abd","0","0","vo_abd_0401","5154065"
"3","2","515406503","0","1","0","0","0","400","1","0","5154065"
"4","0","515406504","3.2","4","1","0","0","0","0","0","5154065"
"5","0","515406505","0","2","0","0","vo_abd","0","0","vo_abd_0402","5154065"
"6","2","515406506","0","1","0","0","0","420","2","0","5154065"
"7","0","515406507","3.7","4","1","0","0","0","0","0","5154065"
"8","0","515406508","0","2","0","0","vo_abd","0","0","vo_abd_0403","5154065"
"9","2","515406509","0","1","0","0","0","400","3","0","5154065"
"10","0","515406510","3","4","1","0","0","0","0","0","5154065"
"11","0","515406511","0","2","0","0","vo_abd","0","0","vo_abd_0404","5154065"
"12","1","515406512","0","1","0","0","0","188","4","0","5154065"
"13","0","515406513","1.15","4","1","0","0","0","0","0","5154065"
"14","1","515406514","0","1","0","188","0","425","4","0","5154065"
"15","0","515406515","2.5","4","1","0","0","0","0","0","5154065"
"16","0","515406516","0","2","0","0","vo_abd","0","0","vo_abd_0405","5154065"
"17","2.4","515406517","0","1","0","0","0","450","5","0","5154065"
"18","0","515406518","2.9","4","1","0","0","0","0","0","5154065"
"19","0","515406519","0","2","0","0","vo_abd","0","0","vo_abd_0407","5154065"
"20","1","515406520","0","1","0","0","0","300","6","0","5154065"
"21","0","515406521","1.5","4","1","0","0","0","0","0","5154065"
"22","0","515406522","0","2","0","0","vo_abd","0","0","vo_abd_0408","5154065"
"23","1","515406523","0","1","0","0","0","320","7","0","5154065"
"24","0","515406524","1","4","1","0","0","0","0","0","5154065"
"25","0","515406525","0","2","0","0","vo_abd","0","0","vo_abd_0409","5154065"
"26","1","515406526","0","1","0","320","0","320","7","0","5154065"
"27","0","515406527","2","4","1","0","0","0","0","0","5154065"
"28","0","515406528","0","2","0","0","vo_abd","0","0","vo_abd_0410","5154065"
"29","0.2","515406529","0","1","0","0","0","70","8","0","5154065"
"30","0","515406530","0.7","4","1","0","0","0","0","0","5154065"
"31","1.5","515406531","0","1","0","70","0","350","8","0","5154065"
"32","0","515406532","2.5","4","1","0","0","0","0","0","5154065"
"33","0","515406533","0","2","0","0","vo_abd","0","0","vo_abd_0411","5154065"
"34","0.2","515406534","0","1","0","0","0","75","9","0","5154065"
"35","0","515406535","1.08","4","1","0","0","0","0","0","5154065"
"36","0.3","515406536","0","1","0","75","0","340","9","0","5154065"
"37","0","515406537","0.9","4","1","0","0","0","0","0","5154065"
"38","1.5","515406538","0","1","0","0","0","200","10","0","5154065"
