70d811c86b1f8f7b9841b55d1b8271851e046e85cd835dcd232f85716f5046c6,4fa3ec939cbf593c96fe88a9f4b2b7d367bf7d1122920bff49e67efc63922953,72df153f37b3f62d1e8a06d4dab3cba9306ed01fb46ced2aa14a58946fbfc665,0be848765b43e33dce4e0ceaa254636d5f871b1e94f7eafba30638c888953c80,c03246d491749498a6374fb13bd62df90b7a95ec0d22277ace11430e10fa8673,03d00cbb0901454b33d14d41c482448c0b24a6eed1bcb1a35cdd7fce33187457,a59a9f5ee9ab1cde1520dfe100bed6d5ebeafd4264563a70fa0bb2436fa9a695
"3","紡希的姓名手環。\n也是演唱會的進出場票券，片刻不離地帶在身上吧！","8","0.665625","10501","紡希的手環","1.0125"
"3","望的姓名手環。\n也是演唱會的進出場票券，片刻不離地帶在身上吧！","8","0.665625","10502","望的手環","1.0125"
"3","千歌的姓名手環。\n也是演唱會的進出場票券，片刻不離地帶在身上吧！","8","0.665625","10503","千歌的手環","1.0125"
"3","拍下了紡希華麗模樣的大型海報。\n只要貼在房間裡，就能隨時獨佔她只為你露出的笑容。\n今天和明天也要繼續努力！","10","0.365234375","10601","紡希的海報","0.470703125"
"3","拍下了望華麗模樣的大型海報。\n只要貼在房間裡，就能隨時獨佔她只為你露出的笑容。\n今天和明天也要繼續努力！","10","0.365234375","10602","望的海報","0.470703125"
"3","拍下了千歌華麗模樣的大型海報。\n只要貼在房間裡，就能隨時獨佔她只為你露出的笑容。\n今天和明天也要繼續努力！","11","0.365234375","10603","千歌的海報","0.470703125"
"3","印有三名成員，充滿魄力的大型海報。\n只要貼在房間裡，從早到晚都能隨時見到她們的笑容。\n今天和明天也要繼續努力！","11","0.365234375","10604","慈樂之音的海報","0.470703125"
"3","只能在活動會場獲得的夏日演唱會限定設計會員卡。\n由於只能在會場取得，稀有度偏高。\n是真正的粉絲一定想得手的品項。","8","0.953125","10701","會場限定會員卡","0.53125"
"2","以紡希的個人代表色妝點，為夏日演唱會設計的長條毛巾。\n能夠用來擦拭因為演唱會而大汗淋漓的肌膚，\n也可以當作加油道具來使用。","12","0.443359375","10801","紡希的長條毛巾","0.4609375"
"2","以望的個人代表色妝點，為夏日演唱會設計的長條毛巾。\n能夠用來擦拭因為演唱會而大汗淋漓的肌膚，\n也可以當作加油道具來使用。","12","0.443359375","10802","望的長條毛巾","0.4609375"
"2","以千歌的個人代表色妝點，為夏日演唱會設計的長條毛巾。\n能夠用來擦拭因為演唱會而大汗淋漓的肌膚，\n也可以當作加油道具來使用。","13","0.443359375","10803","千歌的長條毛巾","0.4609375"
"2","慈樂之音的夏日演唱會設計款長條毛巾。是通用性很高的經典道具。\n能夠用來擦拭因為演唱會而大汗淋漓的肌膚，\n也可以當作加油道具來使用。","13","0.443359375","10804","慈樂之音的長條毛巾","0.4609375"
"1","紡希的官方應援扇。想使出渾身解數對偶像表現自己時，這是最適合的品項。\n讓它陪伴你在演唱會會場上的瘋狂吧！","9","0.33046875","10901","紡希的應援扇","0.459375"
"1","望的官方應援扇。\n想使出渾身解數對偶像表現自己時，這是最適合的品項。讓它陪伴你在演唱會會場上的瘋狂吧！","9","0.33046875","10902","望的應援扇","0.459375"
"1","千歌的官方應援扇。\n想使出渾身解數對偶像表現自己時，這是最適合的品項。讓它陪伴你在演唱會會場上的瘋狂吧！","9","0.33046875","10903","千歌的應援扇","0.459375"
"1","慈樂之音的官方應援扇。由於設計簡單大方，是也很適合拿來日常使用的品項。\n無論身在何時何地，都可以用這個為她們打氣喔。","9","0.33046875","10904","慈樂之音的應援扇","0.459375"
"1","要擺起來裝飾或拿來貼都沒問題的可愛貼紙。\n只要隨手貼在顯眼的地方，每次看到貼紙時一定都能笑顏逐開！","5","0.671875","11001","紡希的貼紙","0.8671875"
"1","要擺起來裝飾或拿來貼都沒問題的可愛貼紙。\n只要隨手貼在顯眼的地方，每次看到貼紙時一定都能笑顏逐開！","5","0.671875","11002","望的貼紙","0.8671875"
"1","要擺起來裝飾或拿來貼都沒問題的可愛貼紙。\n只要隨手貼在顯眼的地方，每次看到貼紙時一定都能笑顏逐開！","5","0.671875","11003","千歌的貼紙","0.8671875"
"1","經典周邊之一。不管是要集齊所有種類，還是大量蒐集同個種類，\n一切都操之於你！打造出只屬於你獨有的收藏吧。","5","0.975","11101","紡希的圓形徽章","0.975"
"1","經典周邊之一。不管是要集齊所有種類，還是大量蒐集同個種類，\n一切都操之於你！打造出只屬於你獨有的收藏吧。","5","0.975","11102","望的圓形徽章","0.975"
"1","經典周邊之一。不管是要集齊所有種類，還是大量蒐集同個種類，\n一切都操之於你！打造出只屬於你獨有的收藏吧。","5","0.975","11103","千歌的圓形徽章","0.975"
"2","想在演唱會上一起嗨翻時需要的必備周邊。\n能夠切換為各種顏色，依據場合和歌曲來分別使用。\n用繽紛的色彩炒熱演唱會的氣氛吧。","9","0.39453125","11201","慈樂之音演唱會螢光棒","0.49609375"
"2","以紡希為圖案設計的馬克杯。是能夠讓每天的休息時光與下午茶更加快樂的商品。\n為你獻上與她共度的美好時光。","8","0.65625","11301","紡希的馬克杯","0.671875"
"2","以望為圖案設計的馬克杯。是能夠讓每天的休息時光與下午茶更加快樂的商品。\n為你獻上與她共度的美好時光。","8","0.65625","11302","望的馬克杯","0.671875"
"2","以千歌為圖案設計的馬克杯。是能夠讓每天的休息時光與下午茶更加快樂的商品。\n為你獻上與她共度的美好時光。","8","0.65625","11303","千歌的馬克杯","0.671875"
"1","說到能喚起回憶的周邊，一定就是這個。\n三角旗上是穿著夏日服裝而耀眼無比的紡希，\n能讓你隨時回憶起演唱會的亢奮之情與偶像的燦爛光芒。","4","0.984375","11401","紡希的三角旗","0.6328125"
"1","說到能喚起回憶的周邊，一定就是這個。\n三角旗上是穿著夏日服裝而耀眼無比的望，\n能讓你隨時回憶起演唱會的亢奮之情與偶像的燦爛光芒。","4","0.984375","11402","望的三角旗","0.640625"
"1","說到能喚起回憶的周邊，一定就是這個。\n三角旗上是穿著夏日服裝而耀眼無比的千歌，\n能讓你隨時回憶起演唱會的亢奮之情與偶像的燦爛光芒。","4","0.984375","11403","千歌的三角旗","0.6328125"
"1","以卡通風格繪製了可愛紡希圖案的胸章。\n質感就像帶有光澤又閃閃發亮的硬幣，是會刺激收藏慾的周邊。","3","1.21875","11501","紡希的別針","1.21875"
"1","繪製了身穿夏日服裝的可愛紡希圖案的胸章。\n限定版的設計是參加了夏日演唱會的證明。\n以紡希正在享受夏日的表情為魅力的品項。","3","1.21875","11502","紡希的夏日版別針","1.21875"
"1","以卡通風格繪製了可愛望圖案的胸章。\n質感就像帶有光澤又閃閃發亮的硬幣，是會刺激收藏慾的周邊。","3","1.21875","11503","望的別針","1.21875"
"1","繪製了身穿夏日服裝的可愛望圖案的胸章。\n限定版的設計是參加了夏日演唱會的證明。\n以望正在享受夏日的表情為魅力的品項。","3","1.21875","11504","望的夏日版別針","1.21875"
"1","以卡通風格繪製了可愛千歌圖案的胸章。\n質感就像帶有光澤又閃閃發亮的硬幣，是會刺激收藏慾的周邊。","3","1.21875","11505","千歌的別針","1.21875"
"1","繪製了身穿夏日服裝的可愛千歌圖案的胸章。\n限定版的設計是參加了夏日演唱會的證明。\n以千歌正在享受夏日的表情為魅力的品項。","3","1.21875","11506","千歌的夏日版別針","1.21875"
"1","紡希登台！\n紡希在瓶蓋舞台上擺出了可愛的姿勢。\n能夠隨意地擺設在任何喜歡的地方。","6","0.625","11601","紡希的造型瓶蓋","0.75"
"1","身穿夏日服裝的紡希在瓶蓋上登台！\n能夠讓人回想起她穿著涼爽的服裝，\n不斷呈現出熾熱舞台表演的英姿。","6","0.625","11602","紡希的夏日版造型瓶蓋","0.75"
"1","望登台！\n望在瓶蓋舞台上擺出了可愛的姿勢。\n能夠隨意地擺設在任何喜歡的地方。","6","0.625","11603","望的造型瓶蓋","0.75"
"1","身穿夏日服裝的望在瓶蓋上登台！\n能夠讓人回想起她穿著涼爽的服裝，\n不斷呈現出熾熱舞台表演的英姿。","6","0.625","11604","望的夏日版造型瓶蓋","0.75"
"1","千歌登台！\n千歌在瓶蓋舞台上擺出了可愛的姿勢。\n能夠隨意地擺設在任何喜歡的地方。","6","0.625","11605","千歌的造型瓶蓋","0.75"
"1","身穿夏日服裝的千歌在瓶蓋上登台！\n能夠讓人回想起她穿著涼爽的服裝，\n不斷呈現出熾熱舞台表演的英姿。","6","0.625","11606","千歌的夏日版造型瓶蓋","0.75"
"1","紡希的鑰匙圈尺寸掛軸。\n不只能裝飾在任何地方，還能掛在身上帶出門，是個萬能周邊。","4","0.890625","11701","紡希的迷你掛軸","0.8828125"
"1","望的鑰匙圈尺寸掛軸。\n不只能裝飾在任何地方，還能掛在身上帶出門，是個萬能周邊。","4","0.890625","11702","望的迷你掛軸","0.8828125"
"1","千歌的鑰匙圈尺寸掛軸。\n不只能裝飾在任何地方，還能掛在身上帶出門，是個萬能周邊。","4","0.890625","11703","千歌的迷你掛軸","0.8828125"
