591a8c87a1ccef2b85cb7e614efa111876bc1f7b9c52996fef290a30c2cd9a9b,d1218cfdb6bb64a4d0bbfc98923acb40a41ef043fa19a3e58f9704dae04b2b88,4f02c70c446d81e5c93def467f7bf16326be8d9db8ea0560ad5242d672baa1bd,752ce831f61680c02b5930b61d5dbfad76250f731fe2ad1baae97d29d513ef08,2ec7118bea1277c5e93fde786b2271196aa4d99a9971022aeeb76c16b32da939,2b295fc9944168927281e45f1ec31091c057eba996fc1ea9eaeba910a2d1afa3,74cfa1f47b6d53c8717b3a28a644fee6fc7bb7f39c7de278858e453abfa9c46d,690ea1fab87106f28de05c1b3daa3768335e05f7ff4769f42d55aa953829ec6e,e6771a7e55b3c9d2959f216caf06c9f9d9d9e15bb2e8004f5dcb65e6116b20ce,9dc51a93b8285be622a7e30bb92e238024f5c473a288ff8bdb552e47ddb43c5e,78d67670cc38bb6e46597465ccbbb918c7584f38eb812ee0645b1ca516a0f780,0a081d2aeaebb1849880df79f126fe6a27c7fe2d703391596bf28b7439463e90,d89a4ca90028842173ad020d6be5f398aa8e014cc208f0c618950ae9f1713736,f763e8befdadfe8bb5ee209a2bb997c721a0013c206b13355415f793260aeb58,77a8b6b7118a22e8a7de96ae403df7c99876eb2b65edadd70138a9f83356de76,2650397b6cd888048b80bf3f2071258e5a6e952e66377676e9c6fa13a6382a2e,fa02c2686a3dfb3b6ca301ae3f92fdb980ba922d518487795b81890b888f6dd5,d938ef641150e6fc7e775446c292bd4d6406f9f43f52b820903563fcc60e3139,c494fd2a5de8fb4041ed0f3958a74e4f7a4cc63bc237e5f7292da46e39509ace,1cfb9f4ce6ec8eab3773a990185eb4d0e2b9437a6524242475e026d36ffe287b,b89612043591d9219976ad9d07e3afef4a1c2c58f48bb184cbf161343b01e278,43369115d56301ad2a9fc1e65e914b08aec4bdd708c3b8c024c5f79cbb2ea61b,0f401d697ecf0167e828aac8850b263e11eca77e7b84ed3d46524c054562d132,2a32ac1dc209f70d7950a4a44cdc043b66d9fa4847e68be4a50bdb9d3447862d
"5","0","300010","0","11064","在背面世界野餐？","58","91002","15064005","570","2","2","31028","5","8","31021","30","31023","5","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11064","《EX》危險暗影與怪鳥獸","-18","91002","15064006","905","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11065","妹妹們的照顧之戰","-123","91002","15065001","-442","2","2","31006","5","8","31022","30","31011","5","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","2","300010","1","11065","背面世界開拓記","117","91002","15065002","-289","2","2","31052","5","8","31033","30","31026","5","1","在戰鬥中獲得勝利。","51011","2","2015/12/17 15:00:00"
"0","0","300020","0","11065","《EX》成群的危險暗影","-162","91002","15065003","-150","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11065","令人興奮的森林野餐！","-109","91002","15065004","141","0","2","31037","5","8","31049","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11065","在甘海高舉大漁旗","-34","91002","15065005","332","2","2","31030","5","8","31055","30","51012","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11065","《EX》危險的魔物‧狂熊與翼龍","77","91002","15065006","640","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11066","支援背面世界復興總部","-56","91002","15066001","-701","2","2","31180","5","8","31185","30","51013","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11066","公主們的泡澡外交","109","91002","15066002","-427","0","2","31010","5","8","31017","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"1","0","300020","0","11066","《EX》天才發明家三女，襲來","-180","91002","15066003","-573","0","18","4102402","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","2","300010","1","11066","背面世界安全講習會","-25","91002","15066004","-165","2","2","31015","5","8","31012","30","31040","5","1","在戰鬥中獲得勝利。","51016","2","2015/12/17 15:00:00"
"5","0","300010","0","11066","背面世界登台！","-88","91002","15066005","110","2","2","31029","5","8","31054","30","31042","5","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"10","0","300010","0","11066","龍族姊妹的請求","97","91002","15066006","135","0","2","90005","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11066","《EX》危險暗影與魔物‧雷雷傲M","42","91002","15066007","443","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11067","甜蜜又美味的美容法","-32","91002","15067001","-208","0","2","31258","5","8","31008","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11067","確保被虐狂與正太","44","91002","15067002","-58","2","2","31233","5","8","31045","30","51017","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"1","0","300020","0","11067","《EX》受難體質的次女，遇難","-165","91002","15067003","-84","0","18","4105402","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","2","300010","1","11067","寵溺的人是誰","90","91002","15067004","425","2","2","31181","5","8","31034","30","31059","5","1","在戰鬥中獲得勝利。","51018","2","2015/12/17 15:00:00"
"10","0","300010","0","11067","餓肚子咕嚕咕嚕二重奏","36","91002","15067005","551","0","2","90005","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11067","《EX》危險的魔物‧大鬼與雷鳥","-120","91002","15067006","602","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11068","背面世界也有發生事件的預感","-20","91002","15068001","-40","2","2","31093","5","8","31014","30","51021","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11068","如煉獄中盛開的花朵般","-179","91002","15068002","90","0","2","31027","5","8","31051","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"1","0","300020","0","11068","《EX》心胸開闊的長女，狂醉","-171","91002","15068003","245","0","18","4101403","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11068","當心泡昏頭","44","91002","15068004","643","2","2","31032","5","8","31033","30","51022","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"10","0","300010","0","11068","在吉歐‧格黑納追兔子","-93","91002","15068005","768","0","2","90005","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11068","《EX》成群的危險暗影","91","91002","15068006","814","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11069","背面世界的走失兒童","0","91002","15069001","-324","2","2","31047","5","8","31020","30","51023","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11069","吉歐‧格黑納的魔法研究","-78","91002","15069002","-175","0","2","31016","5","8","31060","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11069","《EX》成群的危險暗影","-136","91002","15069003","0","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11069","活躍於吉歐‧格黑納的忍者們","-9","91002","15069004","411","2","2","31096","5","8","31055","30","51024","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11069","特別讓你成為眷屬！","-167","91002","15069005","522","0","2","31223","5","8","31063","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11069","《EX》成群的危險暗影","-39","91002","15069006","859","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11070","在吉歐‧格黑納採集植物","128","91002","15070001","-291","0","2","31040","1","8","51025","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11070","灼熱的打架時間","38","91002","15070002","-143","0","2","31066","5","8","31065","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11070","《EX》成群的危險暗影‧偶像","-14","91002","15070003","0","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11070","在深淵般的煉獄中邂逅","38","91002","15070004","434","0","2","31009","1","8","51026","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11070","展現大人的從容吧","22","91002","15070005","575","2","2","31004","5","8","31261","30","31050","5","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11070","《EX》成群的危險暗影‧財團","-180","91002","15070006","546","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","2","300010","1","11071","輕快的少女們","90","91002","15071001","15","2","2","31028","5","8","31180","30","31002","5","1","在戰鬥中獲得勝利。","51027","2","2015/12/17 15:00:00"
"5","0","300010","0","11071","伊緒老師的背面世界教室","-81","91002","15071002","-89","0","2","31018","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11071","《EX》成群的危險暗影‧遊戲","-135","91002","15071003","-408","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","2","300010","1","11071","清除傀儡的絲線","-73","91002","15071004","253","2","2","31026","5","8","31006","30","31093","5","1","在戰鬥中獲得勝利。","51028","2","2015/12/17 15:00:00"
"5","0","300010","0","11071","花瓣與刀刃舞動","-173","91002","15071005","383","0","2","31056","5","8","31296","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11071","《EX》成群的危險暗影‧獸苑","-173","91002","15071006","622","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11072","降臨煉獄的冰龍","94","91002","15072001","-252","0","2","31064","1","8","51029","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11072","美麗的黑天使群","-111","91002","15072002","-193","0","2","31258","5","8","31008","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11072","《EX》成群的危險暗影‧美食","94","91002","15072003","84","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11072","展現魅力，灼熱的表現風格","-120","91002","15072004","277","0","2","31022","1","8","51030","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11072","又冷又熱的散步","-106","91002","15072005","510","0","2","31064","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11072","《EX》成群的危險暗影‧救護","-100","91002","15072006","703","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11073","背面世界超級英雄秀","-188","91002","15073001","-487","0","2","31309","1","8","51031","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11073","冥府的被虐狂","-190","91002","15073002","-208","0","2","31045","5","8","31185","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11073","《EX》成群的危險暗影‧森精","33","91002","15073003","-133","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"1","0","300010","0","11073","冥界的魔物調查","37","91002","15073004","508","0","2","51032","0","8","0","30","0","0","1","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"0","0","300020","0","11073","《EX》成群的危險暗影‧黃昏","-117","91002","15073005","670","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11074","歡迎來到成熟女子聚會","-46","91002","15074001","-182","2","2","31034","5","8","31056","30","51033","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"5","0","300010","0","11074","我來讓冥界露出笑容了！　","-179","91002","15074002","-76","0","2","31052","5","8","31033","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11074","《EX》成群的危險暗影‧學院","87","91002","15074003","102","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11074","白劍與黑盾","-148","91002","15074004","391","2","2","31057","5","8","31260","30","51034","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11074","《EX》成群的危險暗影‧光願","12","91002","15074005","694","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11075","小惡魔妹妹與墮天使妹妹","92","91002","15075001","-237","2","2","31258","5","8","31006","30","51035","1","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11075","《EX》成群的危險暗影‧友好","93","91002","15075002","96","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
"5","0","300010","0","11075","為迷路的鳥兒帶路！","-58","91002","15075003","591","0","2","31001","1","8","51036","30","0","0","1","在戰鬥中獲得勝利。","0","2","2015/12/17 15:00:00"
"0","0","300020","0","11075","《EX》成群的危險暗影‧龍巢","76","91002","15075004","808","0","0","0","0","8","0","150","0","0","2","在戰鬥中獲得勝利。","0","0","2015/12/17 15:00:00"
