90679688cd814ce0add4db37313169261d4d2b4f632303ce90040a36e7e046bf,b93421d6976a5e51f9a42b41c454db6fcaa090a4585dcc70871927d10f1d8ec7,d9d8b09512ce6f6935902693a6ae114c0b2f31446a8d39eee89fd8133175f123,ebebb676366bc2fc14342c8cef2d11d1bb7ea31c821a80a28a35f022cad12708,b5709f48bd4249f88a146c5d909aa720d0910ef8d936dcd8ea286cbc66dd2ad2,edbb1d5bac9346f11081b4b492e0a89a240b5713f7aee5b9006fdfabb55c56fe,28929340f6303ecf6407327e7970fd8dcb3842be562b5317eb6c314e27c3b246,2388574ee5c5ca9b7e9c173eca1039993b56a7a719114b55ccaa09f957c65f7d,e122254b7b23ae091c9411ed17f3652c56ca55a8165007f2f47562ef26855f7d,34ca436757542e741b9011393b0254109a76e4b427c7869fe74ff0e4e9696f1a,50c60bdc52d814f7b83f1780c84f4e5950d177d7dae2e18237e3311cc3ff4da9,deba345025c58d2601818b5fda681bbd8b95c279d641e22ba4277885f1da7c75,0e56cd30caa96a031685da56758b184337b55a2a82a8e223e7344ae928bf491c,f4ae895689d9032309a99ef559834b86d271b4d5ac27f74e0096f0837b180c16
"63","2024/10/01 00:00:00","0","0","0","107801","2","31078","28025","2030/08/01 14:59:59","0","0","0","50"
"64","2024/10/01 00:00:00","0","0","0","108701","2","31087","28025","2030/08/01 14:59:59","0","0","0","50"
"65","2024/10/01 00:00:00","0","0","0","108801","2","31088","28025","2030/08/01 14:59:59","0","0","0","50"
"66","2024/10/01 00:00:00","0","0","0","108901","2","31089","28025","2030/08/01 14:59:59","0","0","0","50"
"1","2024/10/01 00:00:00","0","0","0","100101","2","32001","28026","2030/08/01 14:59:59","0","0","0","50"
"2","2024/10/01 00:00:00","0","0","0","100201","2","32002","28026","2030/08/01 14:59:59","0","0","0","50"
"3","2024/10/01 00:00:00","0","0","0","100301","2","32003","28026","2030/08/01 14:59:59","0","0","0","50"
"4","2024/10/01 00:00:00","0","0","0","100401","2","32004","28026","2030/08/01 14:59:59","0","0","0","50"
"5","2024/10/01 00:00:00","0","0","0","100501","2","32005","28026","2030/08/01 14:59:59","0","0","0","50"
"6","2024/10/01 00:00:00","0","0","0","100601","2","32006","28026","2030/08/01 14:59:59","0","0","0","50"
"7","2024/10/01 00:00:00","0","0","0","100701","2","32007","28026","2030/08/01 14:59:59","0","0","0","50"
"8","2024/10/01 00:00:00","0","0","0","100801","2","32008","28026","2030/08/01 14:59:59","0","0","0","50"
"9","2024/10/01 00:00:00","0","0","0","100901","2","32009","28026","2030/08/01 14:59:59","0","0","0","50"
"10","2024/10/01 00:00:00","0","0","0","101001","2","32010","28026","2030/08/01 14:59:59","0","0","0","50"
"11","2024/10/01 00:00:00","0","0","0","101101","2","32011","28026","2030/08/01 14:59:59","0","0","0","50"
"12","2024/10/01 00:00:00","0","0","0","101201","2","32012","28026","2030/08/01 14:59:59","0","0","0","50"
"13","2024/10/01 00:00:00","0","0","0","101301","2","32013","28026","2030/08/01 14:59:59","0","0","0","50"
"14","2024/10/01 00:00:00","0","0","0","101401","2","32014","28026","2030/08/01 14:59:59","0","0","0","50"
"15","2024/10/01 00:00:00","0","0","0","101501","2","32015","28026","2030/08/01 14:59:59","0","0","0","50"
"16","2024/10/01 00:00:00","0","0","0","101601","2","32016","28026","2030/08/01 14:59:59","0","0","0","50"
"17","2024/10/01 00:00:00","0","0","0","101701","2","32017","28026","2030/08/01 14:59:59","0","0","0","50"
"18","2024/10/01 00:00:00","0","0","0","101801","2","32018","28026","2030/08/01 14:59:59","0","0","0","50"
"19","2024/10/01 00:00:00","0","0","0","102001","2","32020","28026","2030/08/01 14:59:59","0","0","0","50"
"20","2024/10/01 00:00:00","0","0","0","102101","2","32021","28026","2030/08/01 14:59:59","0","0","0","50"
"21","2024/10/01 00:00:00","0","0","0","102201","2","32022","28026","2030/08/01 14:59:59","0","0","0","50"
"22","2024/10/01 00:00:00","0","0","0","102301","2","32023","28026","2030/08/01 14:59:59","0","0","0","50"
"23","2024/10/01 00:00:00","0","0","0","102501","2","32025","28026","2030/08/01 14:59:59","0","0","0","50"
"24","2024/10/01 00:00:00","0","0","0","102601","2","32026","28026","2030/08/01 14:59:59","0","0","0","50"
"25","2024/10/01 00:00:00","0","0","0","102701","2","32027","28026","2030/08/01 14:59:59","0","0","0","50"
"26","2024/10/01 00:00:00","0","0","0","102801","2","32028","28026","2030/08/01 14:59:59","0","0","0","50"
"27","2024/10/01 00:00:00","0","0","0","102901","2","32029","28026","2030/08/01 14:59:59","0","0","0","50"
"28","2024/10/01 00:00:00","0","0","0","103001","2","32030","28026","2030/08/01 14:59:59","0","0","0","50"
"29","2024/10/01 00:00:00","0","0","0","103101","2","32031","28026","2030/08/01 14:59:59","0","0","0","50"
"30","2024/10/01 00:00:00","0","0","0","103201","2","32032","28026","2030/08/01 14:59:59","0","0","0","50"
"31","2024/10/01 00:00:00","0","0","0","103301","2","32033","28026","2030/08/01 14:59:59","0","0","0","50"
"32","2024/10/01 00:00:00","0","0","0","103401","2","32034","28026","2030/08/01 14:59:59","0","0","0","50"
"33","2024/10/01 00:00:00","0","0","0","103601","2","32036","28026","2030/08/01 14:59:59","0","0","0","50"
"34","2024/10/01 00:00:00","0","0","0","103701","2","32037","28026","2030/08/01 14:59:59","0","0","0","50"
"35","2024/10/01 00:00:00","0","0","0","103801","2","32038","28026","2030/08/01 14:59:59","0","0","0","50"
"36","2024/10/01 00:00:00","0","0","0","104001","2","32040","28026","2030/08/01 14:59:59","0","0","0","50"
"37","2024/10/01 00:00:00","0","0","0","104201","2","32042","28026","2030/08/01 14:59:59","0","0","0","50"
"38","2024/10/01 00:00:00","0","0","0","104301","2","32043","28026","2030/08/01 14:59:59","0","0","0","50"
"39","2024/10/01 00:00:00","0","0","0","104401","2","32044","28026","2030/08/01 14:59:59","0","0","0","50"
"40","2024/10/01 00:00:00","0","0","0","104501","2","32045","28026","2030/08/01 14:59:59","0","0","0","50"
"41","2024/10/01 00:00:00","0","0","0","104601","2","32046","28026","2030/08/01 14:59:59","0","0","0","50"
"42","2024/10/01 00:00:00","0","0","0","104701","2","32047","28026","2030/08/01 14:59:59","0","0","0","50"
"43","2024/10/01 00:00:00","0","0","0","104801","2","32048","28026","2030/08/01 14:59:59","0","0","0","50"
"44","2024/10/01 00:00:00","0","0","0","104901","2","32049","28026","2030/08/01 14:59:59","0","0","0","50"
"45","2024/10/01 00:00:00","0","0","0","105001","2","32050","28026","2030/08/01 14:59:59","0","0","0","50"
"46","2024/10/01 00:00:00","0","0","0","105101","2","32051","28026","2030/08/01 14:59:59","0","0","0","50"
"47","2024/10/01 00:00:00","0","0","0","105201","2","32052","28026","2030/08/01 14:59:59","0","0","0","50"
"48","2024/10/01 00:00:00","0","0","0","105301","2","32053","28026","2030/08/01 14:59:59","0","0","0","50"
"49","2024/10/01 00:00:00","0","0","0","105401","2","32054","28026","2030/08/01 14:59:59","0","0","0","50"
"50","2024/10/01 00:00:00","0","0","0","105501","2","32055","28026","2030/08/01 14:59:59","0","0","0","50"
"51","2024/10/01 00:00:00","0","0","0","105701","2","32057","28026","2030/08/01 14:59:59","0","0","0","50"
"52","2024/10/01 00:00:00","0","0","0","105801","2","32058","28026","2030/08/01 14:59:59","0","0","0","50"
"53","2024/10/01 00:00:00","0","0","0","105901","2","32059","28026","2030/08/01 14:59:59","0","0","0","50"
"54","2024/10/01 00:00:00","0","0","0","106001","2","32060","28026","2030/08/01 14:59:59","0","0","0","50"
"55","2024/10/01 00:00:00","0","0","0","106101","2","32061","28026","2030/08/01 14:59:59","0","0","0","50"
"56","2024/10/01 00:00:00","0","0","0","106301","2","32063","28026","2030/08/01 14:59:59","0","0","0","50"
"57","2024/10/01 00:00:00","0","0","0","106401","2","32064","28026","2030/08/01 14:59:59","0","0","0","50"
"58","2024/10/01 00:00:00","0","0","0","106501","2","32065","28026","2030/08/01 14:59:59","0","0","0","50"
"59","2024/10/01 00:00:00","0","0","0","106601","2","32066","28026","2030/08/01 14:59:59","0","0","0","50"
"60","2024/10/01 00:00:00","0","0","0","107101","2","32071","28026","2030/08/01 14:59:59","0","0","0","50"
"61","2024/10/01 00:00:00","0","0","0","107501","2","32075","28026","2030/08/01 14:59:59","0","0","0","50"
"62","2024/10/01 00:00:00","0","0","0","107601","2","32076","28026","2030/08/01 14:59:59","0","0","0","50"
"63","2024/10/01 00:00:00","0","0","0","107801","2","32078","28026","2030/08/01 14:59:59","0","0","0","50"
"64","2024/10/01 00:00:00","0","0","0","108701","2","32087","28026","2030/08/01 14:59:59","0","0","0","50"
"65","2024/10/01 00:00:00","0","0","0","108801","2","32088","28026","2030/08/01 14:59:59","0","0","0","50"
"66","2024/10/01 00:00:00","0","0","0","108901","2","32089","28026","2030/08/01 14:59:59","0","0","0","50"
"1","2025/02/01 00:00:00","0","0","0","100101","2","31001","28027","2030/08/01 14:59:59","0","0","0","50"
"2","2025/02/01 00:00:00","0","0","0","100201","2","31002","28027","2030/08/01 14:59:59","0","0","0","50"
"3","2025/02/01 00:00:00","0","0","0","100301","2","31003","28027","2030/08/01 14:59:59","0","0","0","50"
"4","2025/02/01 00:00:00","0","0","0","100401","2","31004","28027","2030/08/01 14:59:59","0","0","0","50"
"5","2025/02/01 00:00:00","0","0","0","100501","2","31005","28027","2030/08/01 14:59:59","0","0","0","50"
"6","2025/02/01 00:00:00","0","0","0","100601","2","31006","28027","2030/08/01 14:59:59","0","0","0","50"
"7","2025/02/01 00:00:00","0","0","0","100701","2","31007","28027","2030/08/01 14:59:59","0","0","0","50"
"8","2025/02/01 00:00:00","0","0","0","100801","2","31008","28027","2030/08/01 14:59:59","0","0","0","50"
"9","2025/02/01 00:00:00","0","0","0","100901","2","31009","28027","2030/08/01 14:59:59","0","0","0","50"
"10","2025/02/01 00:00:00","0","0","0","101001","2","31010","28027","2030/08/01 14:59:59","0","0","0","50"
"11","2025/02/01 00:00:00","0","0","0","101101","2","31011","28027","2030/08/01 14:59:59","0","0","0","50"
"12","2025/02/01 00:00:00","0","0","0","101201","2","31012","28027","2030/08/01 14:59:59","0","0","0","50"
"13","2025/02/01 00:00:00","0","0","0","101301","2","31013","28027","2030/08/01 14:59:59","0","0","0","50"
"14","2025/02/01 00:00:00","0","0","0","101401","2","31014","28027","2030/08/01 14:59:59","0","0","0","50"
"15","2025/02/01 00:00:00","0","0","0","101501","2","31015","28027","2030/08/01 14:59:59","0","0","0","50"
"16","2025/02/01 00:00:00","0","0","0","101601","2","31016","28027","2030/08/01 14:59:59","0","0","0","50"
"17","2025/02/01 00:00:00","0","0","0","101701","2","31017","28027","2030/08/01 14:59:59","0","0","0","50"
"18","2025/02/01 00:00:00","0","0","0","101801","2","31018","28027","2030/08/01 14:59:59","0","0","0","50"
"19","2025/02/01 00:00:00","0","0","0","102001","2","31020","28027","2030/08/01 14:59:59","0","0","0","50"
"20","2025/02/01 00:00:00","0","0","0","102101","2","31021","28027","2030/08/01 14:59:59","0","0","0","50"
"21","2025/02/01 00:00:00","0","0","0","102201","2","31022","28027","2030/08/01 14:59:59","0","0","0","50"
"22","2025/02/01 00:00:00","0","0","0","102301","2","31023","28027","2030/08/01 14:59:59","0","0","0","50"
"23","2025/02/01 00:00:00","0","0","0","102501","2","31025","28027","2030/08/01 14:59:59","0","0","0","50"
"24","2025/02/01 00:00:00","0","0","0","102601","2","31026","28027","2030/08/01 14:59:59","0","0","0","50"
"25","2025/02/01 00:00:00","0","0","0","102701","2","31027","28027","2030/08/01 14:59:59","0","0","0","50"
"26","2025/02/01 00:00:00","0","0","0","102801","2","31028","28027","2030/08/01 14:59:59","0","0","0","50"
"27","2025/02/01 00:00:00","0","0","0","102901","2","31029","28027","2030/08/01 14:59:59","0","0","0","50"
"28","2025/02/01 00:00:00","0","0","0","103001","2","31030","28027","2030/08/01 14:59:59","0","0","0","50"
"29","2025/02/01 00:00:00","0","0","0","103101","2","31031","28027","2030/08/01 14:59:59","0","0","0","50"
"30","2025/02/01 00:00:00","0","0","0","103201","2","31032","28027","2030/08/01 14:59:59","0","0","0","50"
"31","2025/02/01 00:00:00","0","0","0","103301","2","31033","28027","2030/08/01 14:59:59","0","0","0","50"
"32","2025/02/01 00:00:00","0","0","0","103401","2","31034","28027","2030/08/01 14:59:59","0","0","0","50"
"33","2025/02/01 00:00:00","0","0","0","103601","2","31036","28027","2030/08/01 14:59:59","0","0","0","50"
"34","2025/02/01 00:00:00","0","0","0","103701","2","31037","28027","2030/08/01 14:59:59","0","0","0","50"
"35","2025/02/01 00:00:00","0","0","0","103801","2","31038","28027","2030/08/01 14:59:59","0","0","0","50"
"36","2025/02/01 00:00:00","0","0","0","104001","2","31040","28027","2030/08/01 14:59:59","0","0","0","50"
"37","2025/02/01 00:00:00","0","0","0","104201","2","31042","28027","2030/08/01 14:59:59","0","0","0","50"
"38","2025/02/01 00:00:00","0","0","0","104301","2","31043","28027","2030/08/01 14:59:59","0","0","0","50"
"39","2025/02/01 00:00:00","0","0","0","104401","2","31044","28027","2030/08/01 14:59:59","0","0","0","50"
"40","2025/02/01 00:00:00","0","0","0","104501","2","31045","28027","2030/08/01 14:59:59","0","0","0","50"
"41","2025/02/01 00:00:00","0","0","0","104601","2","31046","28027","2030/08/01 14:59:59","0","0","0","50"
"42","2025/02/01 00:00:00","0","0","0","104701","2","31047","28027","2030/08/01 14:59:59","0","0","0","50"
"43","2025/02/01 00:00:00","0","0","0","104801","2","31048","28027","2030/08/01 14:59:59","0","0","0","50"
"44","2025/02/01 00:00:00","0","0","0","104901","2","31049","28027","2030/08/01 14:59:59","0","0","0","50"
"45","2025/02/01 00:00:00","0","0","0","105001","2","31050","28027","2030/08/01 14:59:59","0","0","0","50"
"46","2025/02/01 00:00:00","0","0","0","105101","2","31051","28027","2030/08/01 14:59:59","0","0","0","50"
"47","2025/02/01 00:00:00","0","0","0","105201","2","31052","28027","2030/08/01 14:59:59","0","0","0","50"
"48","2025/02/01 00:00:00","0","0","0","105301","2","31053","28027","2030/08/01 14:59:59","0","0","0","50"
"49","2025/02/01 00:00:00","0","0","0","105401","2","31054","28027","2030/08/01 14:59:59","0","0","0","50"
"50","2025/02/01 00:00:00","0","0","0","105501","2","31055","28027","2030/08/01 14:59:59","0","0","0","50"
"51","2025/02/01 00:00:00","0","0","0","105601","2","31056","28027","2030/08/01 14:59:59","0","0","0","50"
"52","2025/02/01 00:00:00","0","0","0","105701","2","31057","28027","2030/08/01 14:59:59","0","0","0","50"
"53","2025/02/01 00:00:00","0","0","0","105801","2","31058","28027","2030/08/01 14:59:59","0","0","0","50"
"54","2025/02/01 00:00:00","0","0","0","105901","2","31059","28027","2030/08/01 14:59:59","0","0","0","50"
"55","2025/02/01 00:00:00","0","0","0","106001","2","31060","28027","2030/08/01 14:59:59","0","0","0","50"
"56","2025/02/01 00:00:00","0","0","0","106101","2","31061","28027","2030/08/01 14:59:59","0","0","0","50"
"57","2025/02/01 00:00:00","0","0","0","106301","2","31063","28027","2030/08/01 14:59:59","0","0","0","50"
"58","2025/02/01 00:00:00","0","0","0","106401","2","31064","28027","2030/08/01 14:59:59","0","0","0","50"
"59","2025/02/01 00:00:00","0","0","0","106501","2","31065","28027","2030/08/01 14:59:59","0","0","0","50"
"60","2025/02/01 00:00:00","0","0","0","106601","2","31066","28027","2030/08/01 14:59:59","0","0","0","50"
"61","2025/02/01 00:00:00","0","0","0","107101","2","31071","28027","2030/08/01 14:59:59","0","0","0","50"
"62","2025/02/01 00:00:00","0","0","0","107501","2","31075","28027","2030/08/01 14:59:59","0","0","0","50"
"63","2025/02/01 00:00:00","0","0","0","107601","2","31076","28027","2030/08/01 14:59:59","0","0","0","50"
"64","2025/02/01 00:00:00","0","0","0","107801","2","31078","28027","2030/08/01 14:59:59","0","0","0","50"
"65","2025/02/01 00:00:00","0","0","0","108701","2","31087","28027","2030/08/01 14:59:59","0","0","0","50"
"66","2025/02/01 00:00:00","0","0","0","108801","2","31088","28027","2030/08/01 14:59:59","0","0","0","50"
"67","2025/02/01 00:00:00","0","0","0","108901","2","31089","28027","2030/08/01 14:59:59","0","0","0","50"
"1","2025/02/01 00:00:00","0","0","0","100101","2","32001","28028","2030/08/01 14:59:59","0","0","0","50"
"2","2025/02/01 00:00:00","0","0","0","100201","2","32002","28028","2030/08/01 14:59:59","0","0","0","50"
"3","2025/02/01 00:00:00","0","0","0","100301","2","32003","28028","2030/08/01 14:59:59","0","0","0","50"
"4","2025/02/01 00:00:00","0","0","0","100401","2","32004","28028","2030/08/01 14:59:59","0","0","0","50"
"5","2025/02/01 00:00:00","0","0","0","100501","2","32005","28028","2030/08/01 14:59:59","0","0","0","50"
"6","2025/02/01 00:00:00","0","0","0","100601","2","32006","28028","2030/08/01 14:59:59","0","0","0","50"
"7","2025/02/01 00:00:00","0","0","0","100701","2","32007","28028","2030/08/01 14:59:59","0","0","0","50"
"8","2025/02/01 00:00:00","0","0","0","100801","2","32008","28028","2030/08/01 14:59:59","0","0","0","50"
"9","2025/02/01 00:00:00","0","0","0","100901","2","32009","28028","2030/08/01 14:59:59","0","0","0","50"
"10","2025/02/01 00:00:00","0","0","0","101001","2","32010","28028","2030/08/01 14:59:59","0","0","0","50"
"11","2025/02/01 00:00:00","0","0","0","101101","2","32011","28028","2030/08/01 14:59:59","0","0","0","50"
"12","2025/02/01 00:00:00","0","0","0","101201","2","32012","28028","2030/08/01 14:59:59","0","0","0","50"
"13","2025/02/01 00:00:00","0","0","0","101301","2","32013","28028","2030/08/01 14:59:59","0","0","0","50"
"14","2025/02/01 00:00:00","0","0","0","101401","2","32014","28028","2030/08/01 14:59:59","0","0","0","50"
"15","2025/02/01 00:00:00","0","0","0","101501","2","32015","28028","2030/08/01 14:59:59","0","0","0","50"
"16","2025/02/01 00:00:00","0","0","0","101601","2","32016","28028","2030/08/01 14:59:59","0","0","0","50"
"17","2025/02/01 00:00:00","0","0","0","101701","2","32017","28028","2030/08/01 14:59:59","0","0","0","50"
"18","2025/02/01 00:00:00","0","0","0","101801","2","32018","28028","2030/08/01 14:59:59","0","0","0","50"
"19","2025/02/01 00:00:00","0","0","0","102001","2","32020","28028","2030/08/01 14:59:59","0","0","0","50"
"20","2025/02/01 00:00:00","0","0","0","102101","2","32021","28028","2030/08/01 14:59:59","0","0","0","50"
"21","2025/02/01 00:00:00","0","0","0","102201","2","32022","28028","2030/08/01 14:59:59","0","0","0","50"
"22","2025/02/01 00:00:00","0","0","0","102301","2","32023","28028","2030/08/01 14:59:59","0","0","0","50"
"23","2025/02/01 00:00:00","0","0","0","102501","2","32025","28028","2030/08/01 14:59:59","0","0","0","50"
"24","2025/02/01 00:00:00","0","0","0","102601","2","32026","28028","2030/08/01 14:59:59","0","0","0","50"
"25","2025/02/01 00:00:00","0","0","0","102701","2","32027","28028","2030/08/01 14:59:59","0","0","0","50"
"26","2025/02/01 00:00:00","0","0","0","102801","2","32028","28028","2030/08/01 14:59:59","0","0","0","50"
"27","2025/02/01 00:00:00","0","0","0","102901","2","32029","28028","2030/08/01 14:59:59","0","0","0","50"
"28","2025/02/01 00:00:00","0","0","0","103001","2","32030","28028","2030/08/01 14:59:59","0","0","0","50"
"29","2025/02/01 00:00:00","0","0","0","103101","2","32031","28028","2030/08/01 14:59:59","0","0","0","50"
"30","2025/02/01 00:00:00","0","0","0","103201","2","32032","28028","2030/08/01 14:59:59","0","0","0","50"
"31","2025/02/01 00:00:00","0","0","0","103301","2","32033","28028","2030/08/01 14:59:59","0","0","0","50"
"32","2025/02/01 00:00:00","0","0","0","103401","2","32034","28028","2030/08/01 14:59:59","0","0","0","50"
"33","2025/02/01 00:00:00","0","0","0","103601","2","32036","28028","2030/08/01 14:59:59","0","0","0","50"
"34","2025/02/01 00:00:00","0","0","0","103701","2","32037","28028","2030/08/01 14:59:59","0","0","0","50"
