54d27101b50499bf3274821b46437f155600311f2be4f40f2789ab90dabd6b0e,7975269601a848935ae98e1a04b00136b981cb939d004e019ece61e6924d0716,5d32f74bd96fb9745eda789ba80247e8dd1e39238a7a1455363c067596cd1a6b,ad3c60f9aadbb7a7cff76dff970d31a5d6f75c1247591684b62ff7e6e2a691d0,e451259528b8960bb117d455915321ad59a6678e0fdadc15e8a5e33c3d6affab,0e4b0ce9760f6402e7f061fc1bbad5f6bf6d5e180dfb1ab50b67ffeaba013cdc,fa1cf84e36a1b8692891f4cd98f07f0e723ad1acc9857aa712d66d8ff0a18b5a,f34bb23afdf8256209b21277cd6cb4033fdcdd31380b82b8ff2896bdd9db23d1,a83a02a2f4613aa9bf968e867217ead9968cfdc433a9318bb9f6699be359ff6c,158238f6674e69536e65fa8e758936e985aad2b7e85abda1c531f9b00e2618f4,b663122529836e314e87e535e0162282d61fe7c14d1d7fb2d0c56d400a7151d9,553eb7b12c5b678344c4d307c5a65f99a53787d9cc04956b282e527f65cbf2a8,d6d348ef737c062959ea388e53dd7a5d0a465cac59ef61085e6fe45824d55c1b,fc4e42294743c208db8d67c7e4f9947c89e66ac3ef0138830795281f5911c27e,20a2905a2838ddb63fb97cf19124010eb45cdc8dcbb9d32952ab0acfb2245cce,fd6486a3b8abb950523f22f748c726d9c8b315b55c9e2a2334ab4c71a3e3c15b,7cfc22f98f88aaa45eadc7382b8f1204740eebc1251623b2572c497275ef6608,e16f04fb8dd794a72d3dafaece8794b2a6a16b1a2abeb132836f41acbf0a15a1,1f48d58203a9735d14c40e5eb541346a6052be69031fd6e2efc795e31d7af0b7,2b3ab69248618af221598c97a142d248734d63a65295dba015afc530b14c4980,62c4fe543a0c729105939892853485fdada9dded4e6093095bc63ecd56e96882
"0","98","3.5","0","0","0","0","0","0.15","霞愛用的偵探道具之一。\n陪伴著霞解決許多不同事件的\n放大鏡，不會錯過任何些微的\n線索，能夠斷絕對手的退路。","0","0","偵探放大鏡","130141","0","0","0","0","0","0.2","0"
"0","98","2.55","0","0","0","0","0","0.15","美里穿戴的罩紗。\n清爽的罩紗帶出美里的\n慈愛，能令眾人提振精神，\n提昇魔法暴擊。","0","0","神愛罩紗","130151","0","0.15","0","0","0","0.35","0"
"0","98","0","0","0","0","0","4.9","0","鈴奈珍藏的口紅。鮮豔的紅色\n同時散發出誘人的妖豔氣息，\n無論什麼人都無法讓視線離開\n塗上這支口紅的雙唇。","0","0","暴擊之吻","130161","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.7","0","記載有香織所使用的琉球空手道\n奧義的卷軸。經過特殊的術法，\n只對高手的氣脈有所反應隨而\n浮現文字。","1","0","球陽唐手秘傳之書","130171","0","0","0","0","0","0","0"
"0.5","98","4.25","0","0","0","0","0","0","由伊緒作為教鞭所使用的長鞭。\n無論多麼乏味的課題，\n只要經過伊緒的教導，\n就能轉變為一段開心的時光。","0","0","魅力長鞭","130181","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.4","0","美美愛用的劍。\n若沉溺於美美揮舞那可愛的劍\n時，那與外表不符的攻擊範圍\n將會讓敵人嘗到苦頭。","0.75","0","兔子先生之刃","130201","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.4","胡桃當作護身符的鈴。\n從莊嚴雅正的外觀，\n到奏出的 可愛音調，\n都能讓怯懦的心生出勇氣。","0","5","純真鼓舞之鈴","130211","0","0","10","0","0","0.4","0"
"0.5","98","4.25","0","0","0","0","0","0","為了讓依里的魔力增幅而經過特化的\n魔槍。以生命力換取得來的魔力，\n具備一揮動即可\n讓周圍化為灰燼的威力。","0","0","惡魔標槍","130221","0","0","0","0","0","0.05","0"
"0","98","0","0","0","0","0","2.5","0.3","不用說也知道是綾音的夥伴，\n提升力量後的姿態。獲得\n絕大力量的噗吉的攻擊\n能令敵人長時間失去意識。","0.6","0","偉大的熊王噗吉","130231","0","0","0","0","0","0.2","0"
"0.5","98","4.8","0","0","0","0","0","0","能體現侍奉心意的圍裙裝。\n圍裙所散發對咲戀的忠誠心，\n能提高鈴莓的魔力，\n令敵人的物理防禦力下降。","0","0","皇家女僕裝","130251","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3","0.1","將蘊含龐大魔力的傳說橡子\n加上裝飾後所製成的首飾。能增幅鈴所釋放的魔法，\n巨幅提升周圍夥伴的力量。","0","0","寶氣橡子","130261","0","0.5","0","0","0","0.15","0"
"0","98","0","0","0","0","0","4.25","0","將過盛的情感轉換為破壞力\n是用惠理子最狂烈的愛所鍊成的靈斧。\n每一閃都會奏起破滅的狂想曲。","1","0","無情","130271","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","5.25","0","咲戀愛用的髮飾。\n溫柔之中蘊含的強大正是其象徵。\n當翅膀振動時，\n能令身體從重力解放。","0","1.25","榮耀之羽","130281","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0.05","0","0.3","望專用的手持麥克風。在可愛\n的緞帶中央畫有【慈樂之音】\n的標誌。拿到手上就能向\n頂級偶像邁進。","0","15","閃耀麥克風","130291","0","0","0","0","0","0.3","0"
"0","98","0","0","0","0","0","4.75","0","妮諾愛用的軍配扇。染成紅色的\n軍配扇所捲起的風會變成爆焰，\n在阻擋著的一切被燒盡之前，\n都不會熄滅。","0.75","0","紅蓮爆炎扇","130301","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.2","0","青藍色的靈力火焰籠罩、\n是忍愛用的靈衣。\n以靈體附著的特殊線材紡織而成，\n可以得到眾靈體的協助。","0","12.5","凜魂之袍","130311","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3","0.1","裝飾秋乃的胸針。\n紫藤家代代相傳的寶石，\n賦予持有者高潔的精神，\n以及無與倫比的魔力。","0","7.5","紫藤紅輝石","130321","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.25","0.05","以愛牛・伊麗莎白為形象\n設計的真陽的罩袍。\n穿上後裝傻之力倍增，\n能令對手陷入混亂。","0","0","伊麗莎白罩袍","130331","0.1","0","0","0","0","0.05","0"
"0","98","0","0","0","0","0","3.2","0","優花梨永不離手的酒盅。再怎麼喝都會湧出的\n生命之水，\n能滲透持有者的身體，賦予身體\n不停湧現的活力。","0","0","永恆之盅","130341","0","0.6","0","0","0","0.15","0"
"0.9","98","4.4","0","0","0","0","0","0","鏡華愛用的法杖。寶珠裡寄宿\n著高階的水龍之力，傳聞中會\n根據使用者的不同而改變武器\n的型態。","0","0","宇宙之藍法杖","130361","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3","0","御久間流所傳承的寶劍。\n如羽般輕盈的劍能呼應\n智的技巧，颳起將多數\n敵人掃除的旋風。","1.2","0","天劍白嵐","130371","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.75","0","由初音送給栞的姊姊手工製\n守護石。貫注了初音的思念\n給予妹妹勇氣，能發揮出\n超越平常時的力量。","1.2","0","初音手工製守護石","130381","0.15","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3","0.25","碧穿戴的貝雷帽。\n一雙成對的翅膀是堅實羈絆的\n象徵。將羈絆置於胸口，令碧\n的戰意堅強，貫穿敵人。","0","0","BB團羈絆貝雷帽","130401","0","0","0","0","0","0.25","0"
"0","98","2.2","0","0","0","0","0","0.25","譜寫出勇氣的唱喚術樂譜。\n被千歌澄澈歌聲加持的同伴，\n感覺會變得更加敏銳，更容易\n命中敵人的要害。","0","0","翠靈譜符文筆記","130421","0","0.3","0","0","0","0.25","0"
"0","98","0","0","0","0","0","5","0","有青狼魂魄寄宿的大劍。\n此劍能顯出使用者的膽魄，\n風捲殘雲般襲向敵人，\n同時還能喚醒沉眠的力量。","0.6","0","青狼之刃","130431","0","0","0","0","0","0","0"
"0","98","4","0","0","0","0","0","0","經年累月陪伴著伊莉亞的斧頭。\n散發出紅色魔力的巨刃，只需\n一揮便能殲滅敵人，同時吸盡\n飛散的鮮血並化為主人的糧食。","0","0","闇斧夜之牙","130441","0","0","0","0.05","0","0.2","0"
"0","98","0","0","0","0","0","0","0.35","空花所穿戴的可兼做拘束器\n的頸環。藉由封鎖自己動作\n而引誘敵人，貪求不為人知\n的快感。","0","0","愉悅頸環","130451","0","0.6","0","0","0","0.45","0"
"0","98","0","0","0","0","0","3.75","0","珠希所重視的首飾。\n鯛魚燒形的護符所包覆的魔石，\n能讓使用者獲得\n快得能夠留下幻影的身法。","0.25","0","魅影鯛魚燒","130461","0","0","0","0","0","0.25","0"
"0","98","0","0","0","0","0","1","0.4","被正義的烈火包覆的純的鎧甲。\n賦予的魔力能讓\n敵人的任何攻擊都無法靠近，\n給予同伴們勇氣與活力。","0","0","騎士鎖甲","130471","0","0","0","0","0","0.45","0"
"0","98","0","0","0","0","0","3.75","0.15","美冬愛用的長鉞。\n一揮動就能讓槍尖湧出水花\n讓持有者憑著水力的加持\n而能流利地防守。","0","0","溟龍槍利維坦","130481","0","0","0","0","0","0.15","0"
"0","98","0","0","0","0","0","3.2","0.3","靜流愛用的十字劍。\n當有希望幫助弱者的高貴靈魂\n寄宿在劍上，將發動防禦的術式\n以保護目標。","0","0","神聖之刃","130491","0","0.25","0","0","0","0","0"
"0.4","98","4.85","0","0","0","0","0","0","美咲的武器兼夥伴的杖。\n雖然完成了各種進化，且是把\n有生命的魔杖，但悲哀的是，\n現在卻變成了化妝的實驗台。","0","0","魔眼杖‧魔女之眼","130501","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4","0","以妖豔的薔薇為裝飾，\n是深月愛用的眼帶。\n灌入魔力後將散發七色光華，\n讓對手的能力減退。","0.25","5","詛咒薔薇","130511","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","1.25","0.45","希望哪天能穿看看…！貫注了\n莉瑪的夢想特別訂製的長衫。\n做夢少女的妄想能力，\n此刻，立即覺醒。","0","0","熱望洋裝","130521","0","0","0","0","0","0.35","0"
"0","98","0","0","0","0","0","2.6","0.3","莫妮卡穿著的大衣。\n其奢華的造型，令跟在\n背後的人身心亢奮，\n使全體攻擊力大幅提升。","0.2","0","白翼之服","130531","0","0","0","0","0","0.2","0"
"0","98","0","0","0","0","0","2.5","0.3","紡希所使用，能夠收納線軸的\n特製可攜式腰帶。能從線軸中\n快速放出魔法線來束縛敵人，\n並在一瞬間奪去敵人的意識。","0.2","0","高級裁縫師腰帶","130541","0","0","0","0","0","0.2","0"
"0","98","0","0","0","0","0","0.7","0.45","為了不讓自身的存在被人察覺，\n步未親手精心製作而成的披風。\n在不被注意到的時候偷偷接近，\n就能夠更加接近傾心的前輩。","0","0","跟蹤披風","130551","0","0","0","0","0","0.45","0"
"0","98","0","0","0","0","0","1","0.45","流夏攜帶的第二把刀。\n面臨結群的惡黨時，一旦拔出\n第二把刀‧波浪丸，戰場很快\n便會捲起旋風。","0","0","真打 絕海‧波浪丸","130561","0","0","0","0","0","0.4","0"
"0","98","0","0","0","0","0","4.5","0","追求劍道極峰的吉塔所使用的\n單手劍。在寂滅的世界中\n能舞出自在的劍勢之人，\n將會被譽為劍聖。","1.1","0","亞實基倫","130571","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.5","貪吃佩可所使用『皇家裝備』\n真正的樣貌。原本已經足夠強大，\n但若解放了那沉睡之力，\n將會賦予更強的力量。","0","0","公主之劍","130581","0","0.25","0","0","0","0.45","0"
"0","98","0","0","0","0","0","2.5","0.25","可可蘿配戴的花飾。\n受到被祀奉為神的偉大存在之加持，\n花中飄出的溫和香氣，\n可以賦予戰鬥的勇氣。","0","0","愛梅斯護符","130591","0","0.25","0","0","0","0.25","0"
"0.5","98","4.7","0","0","0","0","0","0","凱留攜帶的魔導書。\n只要控制書中滿載的浩大魔力，\n就能自由操控所記載的\n強大術式。","0","0","混沌魔典","130601","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.95","0","矛依未從不離身配戴著的胸針。\n是過去的夥伴託付給她的禮物，\n兩人之間羈絆的溫暖，是她繼續\n揮舞著天樓霸斷劍戰鬥的動力。","0.45","0","羈絆之證","130611","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.75","0","亞里莎愛用的大弓。妖精之間傳頌的傳說之弓，\n只要舉起來\n就能停止目標的動作，\n射出的箭能夠貫穿任何物質。","0.8","0","泰坦之后","130631","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.3","0","雪菲將冰之刃裹在自己劍上\n的模樣。威力會隨著魔力提高而\n不斷增強，其持續釋放出的寒氣會讓雪菲\n以外的人連要握住都有困難。","1.25","0","冰龍劍","130641","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.8","0","嘉夜戴在手上，宛如\n巨大龍腕的拳套。據說它呼應了穿戴者的強烈情緒，\n其噴湧而出的業火，\n能將敵對之人燃燒殆盡。","1.55","0","龍人拳套","130651","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.2","0","祈梨愛用的槌子。\n經帆稀改造後，\n它的強度已和看上去的不同，\n足以承受龍人族的覺醒。","0","0","祈梨的嗶嗶槌","130661","0.05","0","0","0","0","0","0"
"0.7","98","4.55","0","0","0","0","0","0","似似花愛用的法杖。\n其施展的幻影魔法可以徹底矇騙對象，\n甚至連遭到施法本身也會遺忘。\n一切都在變貌大妃的股掌之間。","0","0","幻影之杖","130701","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","5","0","克莉絲提娜使用的大劍。\n窮盡計算的劍尖所畫出的軌跡，\n將不讓任何人有逃脫的機會予以\n一刀兩斷，誓約著絕對的勝利。","0","0","聖域劍阿瓦隆","130711","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4","0","能幫夏日增添色彩，貪吃佩可\n愛用的陽傘劍。燦爛的笑容與\n華麗又可愛的劍技組合，絕對\n能獨佔海灘上所有人的視線。","1.25","0","傘劍海灘公主","130751","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","2.1","0.25","可可蘿的夏日裝扮長槍。滿溢\n著清涼感的槍尖能描繪出涼爽\n的蒼藍軌跡，不論是魔物還是\n酷暑都能一擊冷卻。","0","0","涼槍水色碳酸果汁","130761","0","0.25","0","0","0","0.25","0"
"0","98","2","0","0","0","0","0","0.3","鈴莓為了夏天使用的新法杖。\n有著華麗的裝飾並全力展現出\n渡假感，同時也是不管怎麼樣\n跌倒都不會打翻的極品芭菲。","0","0","陽杖日光閃耀","130771","0","0","0","0","0","0.3","0"
"0.75","98","4.25","0","0","0","0","0","0","凱留為了快樂度過夏天而偷偷\n準備的泳圈。雖然本人主張是\n以安全性優先來選擇，但怪的\n是設計上卻全力地強調可愛。","0","0","貓輪夏日漂浮","130781","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4","0","珠希為了度過炎熱夏天而常備\n的冰棒。\n冷凍鯛魚燒的滋味能讓腳步變\n輕快，以便輕鬆地玩弄敵人。","1.5","0","冰鯛冰之匕首","130791","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.3","0","美冬為了有效率地度過夏天而\n準備的槍。如同匯集狂暴海神\n的水流的一擊，能用最高效率\n擊潰敵人。","0","0","蒼龍槍蛟龍","130801","0.15","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.75","0","骷髏老爸為了忍所準備的靈鐮。\n有著萬聖節的守護，燈籠的火光\n能將靈魂引導至冥界，其鐮刃則\n能用來將惡靈斬碎。","1.75","0","靈鐮南瓜鐮刀","130811","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.3","0.15","展現出了萬聖節派對氣氛，廚師\n自豪的布丁。有著微微的甜味及\n南瓜的滋味，是就連吃過非常多\n布丁的宮子都非常驚訝的味道。","0.5","0","萬聖節布丁","130821","0","0","0","0","0","0.15","0"
"0","98","3","0","0","0","0","0","0","美咲幫忙打扮成萬聖節的裝扮，\n有生命的魔杖小眼。似乎完美\n的展現出了大人的魅力及萬聖節\n裝扮的可愛。","0","0","魔帚萬聖‧眼球","130831","0","0","0","0.05","0.05","0.25","0"
"0","98","2.3","0","0","0","0","0","0.25","寄宿著聖夜的精靈，千歌所使用\n的魔法杖。回應唱喚術的精靈\n們給予了聖夜的守護，能夠大幅\n增加對象的能力。","0","4","翠靈杖符文之雪","130841","0","0","0","0","0","0.25","0"
"0","98","0","0","0","0","0","0","0.5","接受了聖誕的祝福，胡桃愛用的\n鈴鐺。藉由胡桃敲響鈴鐺所傳達\n出的堅強，能夠喚起夥伴們絕不\n屈服的勇氣。","0","6.25","聖誕鼓舞之鈴","130851","0","0","0","0","0","0.4","0"
"0","98","0","0","0","0","0","4","0.15","綾音的好夥伴，裝扮成聖誕節的\n色彩。增加可愛程度的同時也能\n提升綾音的能力，能夠釋放更加\n強力的一擊。","0","2.5","聖誕噗吉王","130861","0","0","0","0.05","0","0","0"
"0","98","0","0","0","0","0","4.3","0","與貓咪有所淵源的神社祭祀著的\n歷史悠久的籠手。能夠為穿戴者\n帶來勝利，呼應日和的正直之心\n更帶來了絕大的好處。","1","0","貓咪大明神喵喵拳","130871","0","0","0","0","0.05","0","0"
"0","98","2.5","0","0","1.5","0","0","0","新年祭典上所使用的神具之杖。\n一邊祈禱眾人的幸福一邊揮舞，\n便會撒下許多花瓣，為新的一年\n帶來鮮明的色彩。","0","0","拂曉祝福花開之杖","130881","0.05","0","0","0","0","0.25","0"
"0","98","0","0","0","0","0","1.2","0.15","在一年之初迎神的祭祀上使用的\n頂級刀具。如薄冰一般冷冽美麗\n的刀身，連深夜的黑暗與不祥的\n煩惱也能一刀兩斷。","0","0","冰麗刀‧初華","130891","0","0","0","0","0","0.65","0"
"0","98","0","0","0","0","0","4","0","為了製作出送給命中注定之人的\n巧克力而準備，只有惠理子能夠\n控制的料理工具。滿懷著愛意的\n一擊能夠破壞、絞爛任何事物。","1.25","0","毀滅攪拌器","130901","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4","0","為了製作美味的巧克力送給重要\n的弟弟，靜流戴在頭上的帽子。\n心型的裝飾中飄出的甜蜜香味，\n能讓夥伴感受到愛與安祥。","0","5","愛心裝飾帽","130911","0","0.25","0","0","0","0","0"
"0","98","4.4","0","0","0","0","0","0","安愛用的魔導書。能夠將稀有的\n魔法才能引出最大程度的力量。\n公主擁有的那份必須引領國家的\n決心，令英靈的力量更加強大。","0","0","安的魔導書","130921","0.1","0","0","0","0.05","0","0"
"1.75","98","3.5","0","0","0","0","0","0","露的夥伴，小眼球。雖然是身處\n不熟悉的異世界卻也能夠召喚，\n一如往常地被當成道具來使用，\n是因為彼此信賴著對方……吧。","0","0","小眼球！","130931","0","0","0","0","0","0","0"
"0","98","4.6","0","0","0","0","0","0","能夠提升潛藏於古蕾婭體內力量\n的龍之護符。灌注於寶石內的加\n護能增強龍人公主的火焰之力，\n並將全部的敵人燃燒殆盡。","0","0","龍焰護符","130941","0.15","0","0","0","0","0","0"
"0","98","0","0","0","0","0","0","0.35","讓空花的心更加熾熱的妖豔和服。\n隨著腰帶的鬆緊提升興奮程度，\n將其解放之時，未知的愉悅也會\n隨著旋轉一同釋放。","0","0","萬紫千紅艷樁","130951","0","0.25","0","0","0","0.6","0"
"0","98","0","0","0","0","0","4.25","0","妮諾為了徹底化身為忍者在大江\n戶町購買的裝備。雖然武器自身\n沒有特別的力量，但是持有裝備\n的妮諾卻不知為何能覺醒為女忍。","2","0","徹底化身女忍套組","130961","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","1.65","0","雷姆總是戴在頭上的髮飾。\n似乎是因為該髮飾與最愛的姐姐成對，\n且紅色的髮帶和姊姊的髮色相同，\n本人非常中意。","2","0","雷姆的髮飾","130971","0","0.25","0","0","0","0","0"
"0","98","2.6","0","0","0","0","0","0.4","拉姆總是戴在頭上的髮飾。\n似乎是因為該髮飾對她而言是\n女僕的象徵，且藍色的髮帶和妹妹的髮色相同，\n本人非常中意。","0","0","拉姆的髮飾","130981","0.05","0","0","0","0","0.1","0"
"0","98","4.8","0","0","0","0","0","0","愛蜜莉雅所珍惜的花束。\n像飛舞的雪花般虛幻閃爍的花瓣\n充滿靈力，\n備受精靈們的喜愛。","0","0","約定的花束","130991","0.05","0.3","0","0","0","0","0"
"0","98","0","0","0","0","0","4.8","0","鈴奈為了夏天的工作所準備的新弓。\n能夠讓人直接聯想到盛夏海邊的清涼\n設計與色系搭配，是來自鈴奈的堅持\n與喜好的特色。","0","0","盛夏弓飛濺之心","131001","0","0","0","0","0.05","0","0"
"0","98","4","0","0","0","0","0","0.05","伊緒在夏日的海邊為了保護學生揮舞\n的劍。心繫著負責的學生的心意將會\n化為治癒的力量。這個夏天一定也會\n非常活躍。","0","0","惠愛劍夏日戀愛親密","131011","0","0.3","0","0","0","0.05","0"
"0","98","0","0","0","1.5","0","4","0","咲戀在夏日隨身攜帶著的劍。不是以\n育幼院的媽媽，而是能以一位女性的\n身分享受著夏天，劍中灌注著孩子們\n如此的願望。","0","0","纖麗劍夏日閃耀","131031","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.4","0","使用據說在特別平穩的海面才會出現\n的海狼之牙所打造的大劍。真琴特別\n喜歡劍上的狼形裝飾。","1","0","夏日青狼之劍","131041","0.05","0","0","0","0","0","0"
"0","98","0","0","0","0","0","4.5","0","為了向大海中的海神獻上舞蹈的祭神\n護手。布料的模樣縫上了許多對海洋\n的感謝，戴上此護手舞蹈的香織能夠\n展現出大海的感覺。","1.4","0","琉球犬式‧神舞之護手","131051","0","0","0","0","0","0","0"
"0.9","98","3.9","0","0","0","0","0","0","為海灘風格真步公主特製的魔法杖。\n蘊含著夏天的風情，只要輕輕一揮，\n映照出的燈火及影子就會在夜空中\n盛開出巨大的花朵。","0","0","夏華杖幻想靈杖","131061","0","0","0","0","0.05","0","0"
"0","98","0","0","0","0","0","4.55","0","碧在插班就讀聖德蕾莎女子學院時，\n為了想克服邊緣人而準備的全新最終\n武器。雖然本來是當成護身符一樣的\n東西，現在卻變成了羈絆的象徵。","1.2","0","好朋友的弓琴","131071","0","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.85","0","克蘿依用來料理、裁縫、幫忙弟弟們\n繪圖等等多樣用途的萬能日用工具。\n這種藉口拿來應付教務主任進行攜帶\n物品檢查時的防禦力非常強大。","1.75","0","伴夜繼晨","131081","0.1","0","0","0","0","0","0"
"0","98","0","0","0","0","0","3.95","0","追求又強又可愛的琪愛兒親手製作的\n快樂切嚕指虎。緊急狀況時只要把\n螢光粉紅的爪子折斷，便可以啟動\n發光魔法，為憧憬的歌姬加油打氣。","2","0","粉色☆螢光☆拳套","131091","0.05","0","0","0","0","0","0"
"0","98","2.8","0","0","1.5","0","0","0","優妮為了做裝飾而帶好玩的仿製\n斧槍。與厚重外表不同，它擁有孩童\n也能安心使用的輕量設計。由於無法\n自主站立，一失去支撐便會倒下。","0","0","仿製斧槍","131101","0","0","10","0","0.05","0","0"
