adf3a0e220460bc2bf2a7318b5be6bd418c86b24db38b4ac51329c01b680f4c9,e33f24b642aa66b31004aedded8e9486ba18d025aed40da17dfdceca2784f8d6,ab384eafa66ab4eec473d0d03ccf39670bbfcd30b76f1f108b85668463395c98,b4b6a31627a0235429bb7a2d81cca41db3664dcc7bc31f4295c5ab2751cd84b3,ddb79d2929138cc0b06bf4e6c758736b4f3a147ecc49976e86b48dfa6c873d39,608049ba478869c6a6499bf6ed65593ae553d58b387dbe6f149fd1797137f9f3,4cd304654c8ce7ac5e29cdf3e8edffe2179a1361d710d0ff4a7229f80a9ca42f,610a130bbe1cd64cddb27ed07734cdc84c4161f1b71d0c0d184f956f5689d712,58d18cf2ad4b89f5621faaa7257c599ce49defd8c6b9510fe223ddaead8f2809,654605e8683686630d813f68b4695c99a658b175059185e30843f0ba493722c5,9f3788a673f8fa17ce92ea81cb10ec42431558805cc7181db3d959f6ee797d8b,8ca6319f2aec5c6ebf71e05e15a2b33185c4e04150bc61356e640702057bf3f1,2664142b9d3334ad4e8eae7f3c11e9ca662057138e8871b0c64121865590da06,565641a9f676357fd91cdddfd278d1bf6cc66ae07b345556635dd111a65b38e7,9e8fc027595e18c050ea3406ab3044c678250f294cedab0ae9514d20c5b06652,f3d4ebb1d6255c42838bb1a7678deecf492a89136679c311de547ec1589a9918,9a50fd9c1d3bd42562408018f8a9ee1b585e8ef9543e64b3e09f9b6a97a5ff43,d82b1386da25f4bb8de1ad69181713fb982f99cb54b9ee02f3165ee32a5b4eda,c7c01e043794a75aedef527f9a1eeb3985814817c8f593a1987a1e6f62509ae5,956e86931eedd115ae4fcc550f89a7aa4e3f86c2a8ff6f950ddf077e2d4e32db,0dba28fc69b6dcf4077f81b1682d959682ef86d5cd0e0b4da97ec45cdfd00b52,3a45a7d594dd1cf7644cb880a7c5ec36e75e11a4f56787868ed16433da151513,b32a3f742aa8f0a65b28db6f872f1033218da285e4ea76083abab367b77cf2e3,c7d45fc86edea25671ecfbc3578b29dac3a70b38e6a0a42cb86600360ef9fe87,384f6220704e3d194da14960f02424c503f5478ff0c11e10fa6b6230833f2f99,1c99dc5eb084a762fbc8b497a2c2c9a944a284588993734f87d2d19ee73abe0b,8cca6889743dc3490f304b5a58905c052e921b36bad954aeafbcd583e2398d1b,3020ec29be03b5e9d4b2c2a97a792c300a95d65256b75162e7a0b16dd42e261b,12115aa87b60d0a28a752d02bb79b5956dd532b301c1747b1449407c29d96999,7e277bbfd5bbf6069e6b35a9e9242023c84419c6097844126479fa8e1f60748f,04101c4f5bbb2b604baff60f5dff64aeaa82f87924d57f70ac09fe1722f05f8b,e1b6b6dc0bfaa673369c82adf9eb4557eccdb0a394c69e9a01756594e64b051c,d18a5b3c8cc62a86479b2199934879350723d5ea0edaf2fce82ae3315bdcdf1a,233cb9bd9f5072c9065e210ddbbaa52d0660424a9c14994b77c0045e5bf5dc9b,33d25b319a1e81bf7a16a0b033db2e5e2bde694e20635481aaa9d46aa1e6d1e2,a663e14c1d3ad8bd856a97b5458c63f6ac89615e766728be3e6a462035a67c47,1586463375695ed822d6cb824c381a04d9fc711a3fe8cb9931fe69770024959a,965ead24b0fe2e85001f38dd6b406c96f77185fc57083e22fb92d2341e73c2dd
"201011105","瑪那冒險Lv11","90","500","201011104","11025001","23001","1","210010111","100052","0","0","21001","0","bgm_M06","0","210010113","21001011","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011107","201011106","bgm_M06","201011102","221001011","0","21001010","bgm_M06","2030/12/17 14:59:59","210010112","100052","bgm_M06","2021/08/01 16:00:00"
"201011205","瑪那冒險Lv12","90","550","201011207","11030001","23001","1","210010121","100052","0","0","21001","0","bgm_M06","0","210010123","21001012","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011208","201011206","bgm_M06","201011202","221001012","0","21001011","bgm_M06","2030/12/17 14:59:59","210010122","100052","bgm_M06","2022/02/01 16:00:00"
"201011305","瑪那冒險Lv13","90","600","201011306","11036001","23001","1","210010131","100052","0","0","21001","0","bgm_M06","0","210010133","21001013","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011307","201011304","bgm_M06","201011302","221001013","0","21001012","bgm_M06","2030/12/17 14:59:59","210010132","100052","bgm_M06","2022/08/01 16:00:00"
"201011405","瑪那冒險Lv14","90","600","201011402","11041001","23001","1","210010141","100052","0","0","21001","0","bgm_M06","0","210010143","21001014","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011407","201011406","bgm_M06","201011404","221001014","0","21001013","bgm_M06","2030/12/17 14:59:59","210010142","100052","bgm_M06","2023/01/20 16:00:00"
"201011501","瑪那冒險Lv15","90","600","201011504","11045001","23001","1","210010151","100052","0","0","21001","0","bgm_M06","0","210010153","21001015","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011508","201011505","bgm_M06","201011506","221001015","0","21001014","bgm_M06","2030/12/17 14:59:59","210010152","100052","bgm_M06","2023/08/01 16:00:00"
"201011601","瑪那冒險Lv16","90","600","201011605","11051001","23001","1","210010161","100052","0","0","21001","0","bgm_M06","0","210010163","21001016","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011608","201011604","bgm_M06","201011602","221001016","0","21001015","bgm_M06","2030/12/17 14:59:59","210010162","100052","bgm_M06","2024/02/07 16:00:00"
"201011701","瑪那冒險Lv17","90","600","201011707","11056001","23001","1","210010171","100052","0","0","21001","0","bgm_M06","0","210010173","21001017","bgm_M06","100051","100053","94002","0","bgm_M06","0","201011708","201011705","bgm_M06","201011704","221001017","0","21001016","bgm_M06","2030/12/17 14:59:59","210010172","100052","bgm_M06","2024/08/01 16:00:00"
"202020104","經驗值冒險 Lv1","90","80","202020102","0","20002","1","210020011","100392","23001","0","21002","0","bgm_M06","0","210020013","21002001","bgm_M06","100391","100393","20001","0","bgm_M06","0","0","202020105","bgm_M06","202020101","221002001","0","0","bgm_M06","2030/12/17 14:59:59","210020012","100392","bgm_M06","2015/12/17 15:00:00"
"202020204","經驗值冒險 Lv2","90","100","202020205","11004001","20002","1","210020021","100392","20003","0","21002","0","bgm_M06","0","210020023","21002002","bgm_M06","100391","100393","20001","23001","bgm_M06","0","202020206","202020202","bgm_M06","202020201","221002002","0","21002001","bgm_M06","2030/12/17 14:59:59","210020022","100392","bgm_M06","2015/12/17 15:00:00"
"202020304","經驗值冒險 Lv3","90","140","202020307","11006001","20002","1","210020031","100392","20003","0","21002","0","bgm_M06","0","210020033","21002003","bgm_M06","100391","100393","20001","23001","bgm_M06","0","0","202020306","bgm_M06","202020305","221002003","0","21002002","bgm_M06","2030/12/17 14:59:59","210020032","100392","bgm_M06","2015/12/17 15:00:00"
"202020404","經驗值冒險 Lv4","90","180","202020402","11007001","20002","1","210020041","100392","20003","0","21002","0","bgm_M06","0","210020043","21002004","bgm_M06","100391","100393","20001","23001","bgm_M06","0","0","202020401","bgm_M06","202020406","221002004","0","21002003","bgm_M06","2030/12/17 14:59:59","210020042","100392","bgm_M06","2015/12/17 15:00:00"
"202020504","經驗值冒險 Lv5","90","200","202020508","11008001","20002","1","210020051","100392","20003","0","21002","0","bgm_M06","0","210020053","21002005","bgm_M06","100391","100393","20001","23001","bgm_M06","0","202020506","202020502","bgm_M06","202020507","221002005","0","21002004","bgm_M06","2030/12/17 14:59:59","210020052","100392","bgm_M06","2015/12/17 15:00:00"
"202020607","經驗值冒險 Lv6","90","250","202020603","11010001","20003","1","210020061","100392","20004","0","21002","0","bgm_M06","0","210020063","21002006","bgm_M06","100391","100393","20002","23001","bgm_M06","0","0","202020605","bgm_M06","202020608","221002006","0","21002005","bgm_M06","2030/12/17 14:59:59","210020062","100392","bgm_M06","2019/03/06 16:00:00"
"202020705","經驗值冒險 Lv7","90","300","202020707","11011001","20003","1","210020071","100392","20004","0","21002","0","bgm_M06","0","210020073","21002007","bgm_M06","100391","100393","20002","23001","bgm_M06","0","202020704","202020706","bgm_M06","202020701","221002007","0","21002006","bgm_M06","2030/12/17 14:59:59","210020072","100392","bgm_M06","2019/08/01 16:00:00"
"202020808","經驗值冒險 Lv8","90","350","202020803","11013001","20003","1","210020081","100392","20004","0","21002","0","bgm_M06","0","210020083","21002008","bgm_M06","100391","100393","20002","23001","bgm_M06","0","202020804","202020806","bgm_M06","202020809","221002008","0","21002007","bgm_M06","2030/12/17 14:59:59","210020082","100392","bgm_M06","2020/02/18 16:00:00"
"202020908","經驗值冒險 Lv9","90","400","202020903","11015001","20003","1","210020091","100392","20004","0","21002","0","bgm_M06","0","210020093","21002009","bgm_M06","100391","100393","20002","23001","bgm_M06","0","202020909","202020902","bgm_M06","202020901","221002009","0","21002008","bgm_M06","2030/12/17 14:59:59","210020092","100392","bgm_M06","2020/08/03 16:00:00"
"202021004","經驗值冒險Lv10","90","450","202021006","11020001","20003","1","210020101","100392","20004","0","21002","0","bgm_M06","0","210020103","21002010","bgm_M06","100391","100393","20002","23001","bgm_M06","0","202021009","202021002","bgm_M06","202021001","221002010","0","21002009","bgm_M06","2030/12/17 14:59:59","210020102","100392","bgm_M06","2021/02/09 05:00:00"
"202021105","經驗值冒險Lv11","90","500","202021107","11025001","20003","1","210020111","100392","20004","0","21002","0","bgm_M06","0","210020113","21002011","bgm_M06","100391","100393","20002","23001","bgm_M06","0","202021109","202021104","bgm_M06","202021108","221002011","0","21002010","bgm_M06","2030/12/17 14:59:59","210020112","100392","bgm_M06","2021/08/01 16:00:00"
"202021205","經驗值冒險Lv12","90","550","202021207","11030001","20004","1","210020121","100392","20005","0","21002","0","bgm_M06","0","210020123","21002012","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021208","202021206","bgm_M06","202021201","221002012","0","21002011","bgm_M06","2030/12/17 14:59:59","210020122","100392","bgm_M06","2022/02/01 16:00:00"
"202021301","經驗值冒險Lv13","90","600","202021305","11036001","20004","1","210020131","100392","20005","0","21002","0","bgm_M06","0","210020133","21002013","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021303","202021304","bgm_M06","202021307","221002013","0","21002012","bgm_M06","2030/12/17 14:59:59","210020132","100392","bgm_M06","2022/08/01 16:00:00"
"202021406","經驗值冒險Lv14","90","600","202021405","11041001","20004","1","210020141","100392","20005","0","21002","0","bgm_M06","0","210020143","21002014","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021408","202021404","bgm_M06","202021407","221002014","0","21002013","bgm_M06","2030/12/17 14:59:59","210020142","100392","bgm_M06","2023/01/20 16:00:00"
"202021502","經驗值冒險Lv15","90","600","202021505","11045001","20004","1","210020151","100392","20005","0","21002","0","bgm_M06","0","210020153","21002015","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021503","202021507","bgm_M06","202021508","221002015","0","21002014","bgm_M06","2030/12/17 14:59:59","210020152","100392","bgm_M06","2023/08/01 16:00:00"
"202021601","經驗值冒險Lv16","90","600","202021606","11051001","20004","1","210020161","100392","20005","0","21002","0","bgm_M06","0","210020163","21002016","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021608","202021605","bgm_M06","202021602","221002016","0","21002015","bgm_M06","2030/12/17 14:59:59","210020162","100392","bgm_M06","2024/02/07 16:00:00"
"202021701","經驗值冒險Lv17","90","600","202021707","11056001","20004","1","210020171","100392","20005","0","21002","0","bgm_M06","0","210020173","21002017","bgm_M06","100391","100393","20003","23001","bgm_M06","0","202021708","202021706","bgm_M06","202021705","221002017","0","21002016","bgm_M06","2030/12/17 14:59:59","210020172","100392","bgm_M06","2024/08/01 16:00:00"
