d6f5f160615f9b735f58facf1fcc1ca8dd6db1427a9ee298b116e9a066551cd6,2e13671a2f02708c16ca41b6bc0676c869afb10305082c866fbbf7ed3e612a6d,68c57b6f48480a1eb7596fff35d42990716203cfec4b908b5f2f01c1715591f4,40fda239324c4122cb552503001615d41a4164f9a5b700ef5f52e4892debc2dc,fdbd2402b5e0cbdac951084f1b593776e98ff801dc531a1d33130ca2e9b38317,07d9d5aa03f75454651698b85ab0f0f361a74e2adaeb934aad3af46f1014b3f4,f2abab904f56a216f5642840b3b763fa1edc62166b6bab0e1f71ed687c02971e,7db0792f972d8aeab0ad31e162c13f18e004601053ede8996b7cc40df3a89aef,cf544cad2003cd07e35f1589f03f6e0a9dd29b03ccb3707582a1461a8cec1036
"1002","100208","全難易度合計取得135000分","1","0","1","135000","100208","1001"
"1002","100209","在NORMAL1難易度戰鬥1次","1","1","2","0","100209","1002"
"1002","100210","在NORMAL2難易度戰鬥1次","1","1","2","0","100210","1003"
"1002","100211","在NORMAL3難易度戰鬥1次","1","1","2","0","100211","1004"
"1002","100212","在NORMAL難易度取得10000分","1","1","3","10000","100212","1001"
"1002","100213","在NORMAL難易度取得20000分","1","1","3","20000","100213","1001"
"1002","100214","在NORMAL難易度取得30000分","1","1","3","30000","100214","1001"
"1002","100215","在HARD1難易度戰鬥1次","1","2","4","0","100215","1002"
"1002","100216","在HARD2難易度戰鬥1次","1","2","4","0","100216","1003"
"1002","100217","在HARD3難易度戰鬥1次","1","2","4","0","100217","1004"
"1002","100218","在HARD難易度取得15000分","1","2","5","15000","100218","1001"
"1002","100219","在HARD難易度取得30000分","1","2","5","30000","100219","1001"
"1002","100220","在HARD難易度取得45000分","1","2","5","45000","100220","1001"
"1002","100221","在EXTRA1難易度戰鬥1次","1","3","6","0","100221","1002"
"1002","100222","在EXTRA2難易度戰鬥1次","1","3","6","0","100222","1003"
"1002","100223","在EXTRA3難易度戰鬥1次","1","3","6","0","100223","1004"
"1002","100224","在EXTRA難易度取得20000分","1","3","7","20000","100224","1001"
"1002","100225","在EXTRA難易度取得40000分","1","3","7","40000","100225","1001"
"1002","100226","在EXTRA難易度取得60000分","1","3","7","60000","100226","1001"
"1003","100301","全難易度合計取得10000分","1","0","0","10000","100301","1001"
"1003","100302","全難易度合計取得30000分","1","0","0","30000","100302","1001"
"1003","100303","全難易度合計取得50000分","1","0","0","50000","100303","1001"
"1003","100304","全難易度合計取得70000分","1","0","0","70000","100304","1001"
"1003","100305","全難易度合計取得90000分","1","0","1","90000","100305","1001"
"1003","100306","全難易度合計取得105000分","1","0","1","105000","100306","1001"
"1003","100307","全難易度合計取得120000分","1","0","1","120000","100307","1001"
"1003","100308","全難易度合計取得135000分","1","0","1","135000","100308","1001"
"1003","100309","在NORMAL1難易度戰鬥1次","1","1","2","0","100309","1002"
"1003","100310","在NORMAL2難易度戰鬥1次","1","1","2","0","100310","1003"
"1003","100311","在NORMAL3難易度戰鬥1次","1","1","2","0","100311","1004"
"1003","100312","在NORMAL難易度取得10000分","1","1","3","10000","100312","1001"
"1003","100313","在NORMAL難易度取得20000分","1","1","3","20000","100313","1001"
"1003","100314","在NORMAL難易度取得30000分","1","1","3","30000","100314","1001"
"1003","100315","在HARD1難易度戰鬥1次","1","2","4","0","100315","1002"
"1003","100316","在HARD2難易度戰鬥1次","1","2","4","0","100316","1003"
"1003","100317","在HARD3難易度戰鬥1次","1","2","4","0","100317","1004"
"1003","100318","在HARD難易度取得15000分","1","2","5","15000","100318","1001"
"1003","100319","在HARD難易度取得30000分","1","2","5","30000","100319","1001"
"1003","100320","在HARD難易度取得45000分","1","2","5","45000","100320","1001"
"1003","100321","在EXTRA1難易度戰鬥1次","1","3","6","0","100321","1002"
"1003","100322","在EXTRA2難易度戰鬥1次","1","3","6","0","100322","1003"
"1003","100323","在EXTRA3難易度戰鬥1次","1","3","6","0","100323","1004"
"1003","100324","在EXTRA難易度取得20000分","1","3","7","20000","100324","1001"
"1003","100325","在EXTRA難易度取得40000分","1","3","7","40000","100325","1001"
"1003","100326","在EXTRA難易度取得60000分","1","3","7","60000","100326","1001"
"1004","100401","全難易度合計取得10000分","1","0","0","10000","100401","1001"
"1004","100402","全難易度合計取得30000分","1","0","0","30000","100402","1001"
"1004","100403","全難易度合計取得50000分","1","0","0","50000","100403","1001"
"1004","100404","全難易度合計取得70000分","1","0","0","70000","100404","1001"
"1004","100405","全難易度合計取得90000分","1","0","1","90000","100405","1001"
"1004","100406","全難易度合計取得105000分","1","0","1","105000","100406","1001"
"1004","100407","全難易度合計取得120000分","1","0","1","120000","100407","1001"
"1004","100408","全難易度合計取得135000分","1","0","1","135000","100408","1001"
"1004","100409","在NORMAL1難易度戰鬥1次","1","1","2","0","100409","1002"
"1004","100410","在NORMAL2難易度戰鬥1次","1","1","2","0","100410","1003"
"1004","100411","在NORMAL3難易度戰鬥1次","1","1","2","0","100411","1004"
"1004","100412","在NORMAL難易度取得10000分","1","1","3","10000","100412","1001"
"1004","100413","在NORMAL難易度取得20000分","1","1","3","20000","100413","1001"
"1004","100414","在NORMAL難易度取得30000分","1","1","3","30000","100414","1001"
"1004","100415","在HARD1難易度戰鬥1次","1","2","4","0","100415","1002"
"1004","100416","在HARD2難易度戰鬥1次","1","2","4","0","100416","1003"
"1004","100417","在HARD3難易度戰鬥1次","1","2","4","0","100417","1004"
"1004","100418","在HARD難易度取得15000分","1","2","5","15000","100418","1001"
"1004","100419","在HARD難易度取得30000分","1","2","5","30000","100419","1001"
"1004","100420","在HARD難易度取得45000分","1","2","5","45000","100420","1001"
"1004","100421","在EXTRA1難易度戰鬥1次","1","3","6","0","100421","1002"
"1004","100422","在EXTRA2難易度戰鬥1次","1","3","6","0","100422","1003"
"1004","100423","在EXTRA3難易度戰鬥1次","1","3","6","0","100423","1004"
"1004","100424","在EXTRA難易度取得20000分","1","3","7","20000","100424","1001"
"1004","100425","在EXTRA難易度取得40000分","1","3","7","40000","100425","1001"
"1004","100426","在EXTRA難易度取得60000分","1","3","7","60000","100426","1001"
"1005","100501","全難易度合計取得10000分","1","0","0","10000","100501","1001"
"1005","100502","全難易度合計取得30000分","1","0","0","30000","100502","1001"
"1005","100503","全難易度合計取得50000分","1","0","0","50000","100503","1001"
"1005","100504","全難易度合計取得70000分","1","0","0","70000","100504","1001"
"1005","100505","全難易度合計取得90000分","1","0","1","90000","100505","1001"
"1005","100506","全難易度合計取得105000分","1","0","1","105000","100506","1001"
"1005","100507","全難易度合計取得120000分","1","0","1","120000","100507","1001"
"1005","100508","全難易度合計取得135000分","1","0","1","135000","100508","1001"
"1005","100509","在NORMAL1難易度戰鬥1次","1","1","2","0","100509","1002"
"1005","100510","在NORMAL2難易度戰鬥1次","1","1","2","0","100510","1003"
"1005","100511","在NORMAL3難易度戰鬥1次","1","1","2","0","100511","1004"
"1005","100512","在NORMAL難易度取得10000分","1","1","3","10000","100512","1001"
"1005","100513","在NORMAL難易度取得20000分","1","1","3","20000","100513","1001"
"1005","100514","在NORMAL難易度取得30000分","1","1","3","30000","100514","1001"
"1005","100515","在HARD1難易度戰鬥1次","1","2","4","0","100515","1002"
"1005","100516","在HARD2難易度戰鬥1次","1","2","4","0","100516","1003"
"1005","100517","在HARD3難易度戰鬥1次","1","2","4","0","100517","1004"
"1005","100518","在HARD難易度取得15000分","1","2","5","15000","100518","1001"
"1005","100519","在HARD難易度取得30000分","1","2","5","30000","100519","1001"
"1005","100520","在HARD難易度取得45000分","1","2","5","45000","100520","1001"
"1005","100521","在EXTRA1難易度戰鬥1次","1","3","6","0","100521","1002"
"1005","100522","在EXTRA2難易度戰鬥1次","1","3","6","0","100522","1003"
"1005","100523","在EXTRA3難易度戰鬥1次","1","3","6","0","100523","1004"
"1005","100524","在EXTRA難易度取得20000分","1","3","7","20000","100524","1001"
"1005","100525","在EXTRA難易度取得40000分","1","3","7","40000","100525","1001"
"1005","100526","在EXTRA難易度取得60000分","1","3","7","60000","100526","1001"
"1006","100601","全難易度合計取得10000分","1","0","0","10000","100601","1001"
"1006","100602","全難易度合計取得30000分","1","0","0","30000","100602","1001"
"1006","100603","全難易度合計取得50000分","1","0","0","50000","100603","1001"
"1006","100604","全難易度合計取得70000分","1","0","0","70000","100604","1001"
"1006","100605","全難易度合計取得90000分","1","0","1","90000","100605","1001"
"1006","100606","全難易度合計取得105000分","1","0","1","105000","100606","1001"
"1006","100607","全難易度合計取得120000分","1","0","1","120000","100607","1001"
"1006","100608","全難易度合計取得135000分","1","0","1","135000","100608","1001"
"1006","100609","在NORMAL1難易度戰鬥1次","1","1","2","0","100609","1002"
"1006","100610","在NORMAL2難易度戰鬥1次","1","1","2","0","100610","1003"
"1006","100611","在NORMAL3難易度戰鬥1次","1","1","2","0","100611","1004"
"1006","100612","在NORMAL難易度取得10000分","1","1","3","10000","100612","1001"
"1006","100613","在NORMAL難易度取得20000分","1","1","3","20000","100613","1001"
"1006","100614","在NORMAL難易度取得30000分","1","1","3","30000","100614","1001"
"1006","100615","在HARD1難易度戰鬥1次","1","2","4","0","100615","1002"
"1006","100616","在HARD2難易度戰鬥1次","1","2","4","0","100616","1003"
"1006","100617","在HARD3難易度戰鬥1次","1","2","4","0","100617","1004"
"1006","100618","在HARD難易度取得15000分","1","2","5","15000","100618","1001"
"1006","100619","在HARD難易度取得30000分","1","2","5","30000","100619","1001"
"1006","100620","在HARD難易度取得45000分","1","2","5","45000","100620","1001"
"1006","100621","在EXTRA1難易度戰鬥1次","1","3","6","0","100621","1002"
"1006","100622","在EXTRA2難易度戰鬥1次","1","3","6","0","100622","1003"
"1006","100623","在EXTRA3難易度戰鬥1次","1","3","6","0","100623","1004"
"1006","100624","在EXTRA難易度取得20000分","1","3","7","20000","100624","1001"
"1006","100625","在EXTRA難易度取得40000分","1","3","7","40000","100625","1001"
"1006","100626","在EXTRA難易度取得60000分","1","3","7","60000","100626","1001"
"1007","100701","全難易度合計取得10000分","1","0","0","10000","100701","1001"
"1007","100702","全難易度合計取得30000分","1","0","0","30000","100702","1001"
"1007","100703","全難易度合計取得50000分","1","0","0","50000","100703","1001"
"1007","100704","全難易度合計取得70000分","1","0","0","70000","100704","1001"
"1007","100705","全難易度合計取得90000分","1","0","1","90000","100705","1001"
"1007","100706","全難易度合計取得105000分","1","0","1","105000","100706","1001"
"1007","100707","全難易度合計取得120000分","1","0","1","120000","100707","1001"
"1007","100708","全難易度合計取得135000分","1","0","1","135000","100708","1001"
"1007","100709","在NORMAL1難易度戰鬥1次","1","1","2","0","100709","1002"
"1007","100710","在NORMAL2難易度戰鬥1次","1","1","2","0","100710","1003"
"1007","100711","在NORMAL3難易度戰鬥1次","1","1","2","0","100711","1004"
"1007","100712","在NORMAL難易度取得10000分","1","1","3","10000","100712","1001"
"1007","100713","在NORMAL難易度取得20000分","1","1","3","20000","100713","1001"
"1007","100714","在NORMAL難易度取得30000分","1","1","3","30000","100714","1001"
"1007","100715","在HARD1難易度戰鬥1次","1","2","4","0","100715","1002"
"1007","100716","在HARD2難易度戰鬥1次","1","2","4","0","100716","1003"
"1007","100717","在HARD3難易度戰鬥1次","1","2","4","0","100717","1004"
"1007","100718","在HARD難易度取得15000分","1","2","5","15000","100718","1001"
"1007","100719","在HARD難易度取得30000分","1","2","5","30000","100719","1001"
"1007","100720","在HARD難易度取得45000分","1","2","5","45000","100720","1001"
"1007","100721","在EXTRA1難易度戰鬥1次","1","3","6","0","100721","1002"
"1007","100722","在EXTRA2難易度戰鬥1次","1","3","6","0","100722","1003"
"1007","100723","在EXTRA3難易度戰鬥1次","1","3","6","0","100723","1004"
"1007","100724","在EXTRA難易度取得20000分","1","3","7","20000","100724","1001"
"1007","100725","在EXTRA難易度取得40000分","1","3","7","40000","100725","1001"
"1007","100726","在EXTRA難易度取得60000分","1","3","7","60000","100726","1001"
"1008","100801","全難易度合計取得10000分","1","0","0","10000","100801","1001"
"1008","100802","全難易度合計取得30000分","1","0","0","30000","100802","1001"
"1008","100803","全難易度合計取得50000分","1","0","0","50000","100803","1001"
"1008","100804","全難易度合計取得70000分","1","0","0","70000","100804","1001"
"1008","100805","全難易度合計取得90000分","1","0","1","90000","100805","1001"
"1008","100806","全難易度合計取得105000分","1","0","1","105000","100806","1001"
"1008","100807","全難易度合計取得120000分","1","0","1","120000","100807","1001"
"1008","100808","全難易度合計取得135000分","1","0","1","135000","100808","1001"
"1008","100809","在NORMAL1難易度戰鬥1次","1","1","2","0","100809","1002"
"1008","100810","在NORMAL2難易度戰鬥1次","1","1","2","0","100810","1003"
"1008","100811","在NORMAL3難易度戰鬥1次","1","1","2","0","100811","1004"
"1008","100812","在NORMAL難易度取得10000分","1","1","3","10000","100812","1001"
"1008","100813","在NORMAL難易度取得20000分","1","1","3","20000","100813","1001"
"1008","100814","在NORMAL難易度取得30000分","1","1","3","30000","100814","1001"
"1008","100815","在HARD1難易度戰鬥1次","1","2","4","0","100815","1002"
"1008","100816","在HARD2難易度戰鬥1次","1","2","4","0","100816","1003"
"1008","100817","在HARD3難易度戰鬥1次","1","2","4","0","100817","1004"
"1008","100818","在HARD難易度取得15000分","1","2","5","15000","100818","1001"
"1008","100819","在HARD難易度取得30000分","1","2","5","30000","100819","1001"
"1008","100820","在HARD難易度取得45000分","1","2","5","45000","100820","1001"
"1008","100821","在EXTRA1難易度戰鬥1次","1","3","6","0","100821","1002"
"1008","100822","在EXTRA2難易度戰鬥1次","1","3","6","0","100822","1003"
"1008","100823","在EXTRA3難易度戰鬥1次","1","3","6","0","100823","1004"
"1008","100824","在EXTRA難易度取得20000分","1","3","7","20000","100824","1001"
"1008","100825","在EXTRA難易度取得40000分","1","3","7","40000","100825","1001"
"1008","100826","在EXTRA難易度取得60000分","1","3","7","60000","100826","1001"
"1009","100901","全難易度合計取得10000分","1","0","0","10000","100901","1001"
"1009","100902","全難易度合計取得30000分","1","0","0","30000","100902","1001"
"1009","100903","全難易度合計取得50000分","1","0","0","50000","100903","1001"
"1009","100904","全難易度合計取得70000分","1","0","0","70000","100904","1001"
"1009","100905","全難易度合計取得90000分","1","0","1","90000","100905","1001"
"1009","100906","全難易度合計取得105000分","1","0","1","105000","100906","1001"
"1009","100907","全難易度合計取得120000分","1","0","1","120000","100907","1001"
"1009","100908","全難易度合計取得135000分","1","0","1","135000","100908","1001"
"1009","100909","在NORMAL1難易度戰鬥1次","1","1","2","0","100909","1002"
"1009","100910","在NORMAL2難易度戰鬥1次","1","1","2","0","100910","1003"
"1009","100911","在NORMAL3難易度戰鬥1次","1","1","2","0","100911","1004"
"1009","100912","在NORMAL難易度取得10000分","1","1","3","10000","100912","1001"
"1009","100913","在NORMAL難易度取得20000分","1","1","3","20000","100913","1001"
"1009","100914","在NORMAL難易度取得30000分","1","1","3","30000","100914","1001"
"1009","100915","在HARD1難易度戰鬥1次","1","2","4","0","100915","1002"
"1009","100916","在HARD2難易度戰鬥1次","1","2","4","0","100916","1003"
"1009","100917","在HARD3難易度戰鬥1次","1","2","4","0","100917","1004"
"1009","100918","在HARD難易度取得15000分","1","2","5","15000","100918","1001"
"1009","100919","在HARD難易度取得30000分","1","2","5","30000","100919","1001"
"1009","100920","在HARD難易度取得45000分","1","2","5","45000","100920","1001"
"1009","100921","在EXTRA1難易度戰鬥1次","1","3","6","0","100921","1002"
"1009","100922","在EXTRA2難易度戰鬥1次","1","3","6","0","100922","1003"
"1009","100923","在EXTRA3難易度戰鬥1次","1","3","6","0","100923","1004"
"1009","100924","在EXTRA難易度取得20000分","1","3","7","20000","100924","1001"
"1009","100925","在EXTRA難易度取得40000分","1","3","7","40000","100925","1001"
"1009","100926","在EXTRA難易度取得60000分","1","3","7","60000","100926","1001"
