f4cc52cd44b30f341bea81e518d793b6340a83ec5560f3e2dc19a1fbcbbb45f7,9ea8d10eaef4ea08cfe74c6b7a93c1f1e7d1ab5295f0828b7d3f204719aa38a0,7c769fbeeebc81cd3ae3487d85013c0cfe2e4f9e5cb166be1888449ff5654430,47bc4f160538255f2de9894bc8b67d9f34eb124948abb3247b51e78032973de4,7650ab8a11e92468e9043b966bd394a7dd2aa767cb9a2cd89bffdfe09a726926,165457fa17de1cfa941c454ba7ad220e3896f5f221ded51ca9ee193c64584cab
"15","11001048","1002","1","99001048","91"
"8","91002","0","30","99001048","92"
"15","11001049","1003","1","99001049","93"
"8","91002","0","30","99001049","94"
"15","11001051","1001","1","99001051","95"
"8","91002","0","30","99001051","96"
"15","11001052","1001","1","99001052","97"
"8","91002","0","30","99001052","98"
"15","11001053","1002","1","99001053","99"
"8","91002","0","30","99001053","100"
"15","11001054","1003","1","99001054","101"
"8","91002","0","30","99001054","102"
"15","11001055","1001","1","99001055","103"
"8","91002","0","30","99001055","104"
"15","11001056","1001","1","99001056","105"
"8","91002","0","30","99001056","106"
"15","11001057","1002","1","99001057","107"
"8","91002","0","30","99001057","108"
"15","11001058","1003","1","99001058","109"
"8","91002","0","30","99001058","110"
"15","11001059","1001","1","99001059","111"
"8","91002","0","30","99001059","112"
"15","11001060","1001","1","99001060","113"
"8","91002","0","30","99001060","114"
"15","11001061","1002","1","99001061","115"
"8","91002","0","30","99001061","116"
"15","11001062","1003","1","99001062","117"
"8","91002","0","30","99001062","118"
"15","11001063","1001","1","99001063","119"
"8","91002","0","30","99001063","120"
"15","11001064","1001","1","99001064","121"
"8","91002","0","30","99001064","122"
"15","11001065","1002","1","99001065","123"
"8","91002","0","30","99001065","124"
"15","11001066","1003","1","99001066","125"
"8","91002","0","30","99001066","126"
"15","11001067","1001","1","99001067","127"
"8","91002","0","30","99001067","128"
"15","11001068","1001","1","99001068","129"
"8","91002","0","30","99001068","130"
"15","11001069","1002","1","99001069","131"
"8","91002","0","30","99001069","132"
"15","11001070","1003","1","99001070","133"
"8","91002","0","30","99001070","134"
"15","11001071","1001","0","99001071","135"
"15","11001072","1002","0","99001072","136"
"15","11001073","1003","0","99001073","137"
"15","11001074","1001","1","99001074","138"
"8","91002","0","30","99001074","139"
"15","11001075","1001","1","99001075","140"
"8","91002","0","30","99001075","141"
"15","11001076","1002","1","99001076","142"
"8","91002","0","30","99001076","143"
"15","11001077","1003","1","99001077","144"
"8","91002","0","30","99001077","145"
"15","11001078","1001","1","99001078","146"
"8","91002","0","30","99001078","147"
"15","11001079","1001","1","99001079","148"
"8","91002","0","30","99001079","149"
"15","11001080","1002","1","99001080","150"
"8","91002","0","30","99001080","151"
"15","11001081","1003","1","99001081","152"
"8","91002","0","30","99001081","153"
"15","11001082","1001","1","99001082","154"
"8","91002","0","30","99001082","155"
"15","11001083","1001","1","99001083","156"
"8","91002","0","30","99001083","157"
"15","11001084","1002","1","99001084","158"
"8","91002","0","30","99001084","159"
"15","11001085","1003","1","99001085","160"
"8","91002","0","30","99001085","161"
"15","11001086","1001","0","99001086","162"
"15","11001087","1002","0","99001087","163"
"15","11001088","1002","0","99001088","164"
"15","11001089","1002","0","99001089","165"
"15","11001090","1003","0","99001090","166"
"15","11001091","1001","1","99001091","167"
"8","91002","0","30","99001091","168"
"15","11001092","1001","1","99001092","169"
"8","91002","0","30","99001092","170"
"15","11001093","1002","1","99001093","171"
"8","91002","0","30","99001093","172"
"15","11001094","1003","1","99001094","173"
"8","91002","0","30","99001094","174"
"15","11001095","1001","1","99001095","175"
"8","91002","0","30","99001095","176"
"15","11001096","1001","1","99001096","177"
"8","91002","0","30","99001096","178"
"15","11001097","1002","1","99001097","179"
"8","91002","0","30","99001097","180"
"15","11001098","1003","1","99001098","181"
"8","91002","0","30","99001098","182"
"15","11001099","1001","1","99001099","183"
"8","91002","0","30","99001099","184"
"15","11001100","1001","1","99001100","185"
"8","91002","0","30","99001100","186"
"15","11001101","1002","1","99001101","187"
"8","91002","0","30","99001101","188"
"15","11001102","1003","1","99001102","189"
"8","91002","0","30","99001102","190"
"15","11001103","1001","1","99001103","191"
"8","91002","0","30","99001103","192"
"15","11001104","1001","1","99001104","193"
"8","91002","0","30","99001104","194"
"15","11001105","1002","1","99001105","195"
"8","91002","0","30","99001105","196"
"15","11001106","1003","1","99001106","197"
"8","91002","0","30","99001106","198"
"15","11001107","1001","1","99001107","199"
"8","91002","0","30","99001107","200"
"15","11001108","1001","1","99001108","201"
"8","91002","0","30","99001108","202"
"15","11001109","1002","1","99001109","203"
"8","91002","0","30","99001109","204"
"15","11001110","1003","1","99001110","205"
"8","91002","0","30","99001110","206"
"15","11001111","1001","1","99001111","207"
"8","91002","0","30","99001111","208"
"15","11001112","1001","1","99001112","209"
"8","91002","0","30","99001112","210"
"15","11001113","1002","1","99001113","211"
"8","91002","0","30","99001113","212"
"15","11001114","1003","1","99001114","213"
"8","91002","0","30","99001114","214"
"15","11001115","1001","1","99001115","215"
"8","91002","0","30","99001115","216"
"15","11001116","1001","1","99001116","217"
"8","91002","0","30","99001116","218"
"15","11001117","1002","1","99001117","219"
"8","91002","0","30","99001117","220"
"15","11001118","1003","1","99001118","221"
"8","91002","0","30","99001118","222"
"15","11001119","1001","1","99001119","223"
"8","91002","0","30","99001119","224"
"15","11001120","1001","1","99001120","225"
"8","91002","0","30","99001120","226"
"15","11001121","1002","1","99001121","227"
"8","91002","0","30","99001121","228"
"15","11001122","1003","1","99001122","229"
"8","91002","0","30","99001122","230"
"15","11001123","1001","1","99001123","231"
"8","91002","0","30","99001123","232"
"15","11001124","1001","1","99001124","233"
"8","91002","0","30","99001124","234"
"15","11001125","1002","1","99001125","235"
"8","91002","0","30","99001125","236"
"15","11001126","1003","1","99001126","237"
"8","91002","0","30","99001126","238"
"15","11001127","1001","1","99001127","239"
"8","91002","0","30","99001127","240"
"15","11001128","1001","1","99001128","241"
"8","91002","0","30","99001128","242"
"15","11001129","1002","1","99001129","243"
"8","91002","0","30","99001129","244"
"15","11001130","1003","1","99001130","245"
"8","91002","0","30","99001130","246"
"15","11001131","1003","1","99001131","247"
"15","11001132","1001","1","99001132","248"
"8","91002","0","30","99001132","249"
"15","11001133","1001","1","99001133","250"
"8","91002","0","30","99001133","251"
"15","11001134","1002","1","99001134","252"
"8","91002","0","30","99001134","253"
"15","11001135","1003","1","99001135","254"
"8","91002","0","30","99001135","255"
"15","11001136","1001","1","99001136","256"
"8","91002","0","30","99001136","257"
"15","11001137","1001","1","99001137","258"
"8","91002","0","30","99001137","259"
"15","11001138","1002","1","99001138","260"
"8","91002","0","30","99001138","261"
"15","11001139","1003","1","99001139","262"
"8","91002","0","30","99001139","263"
"15","11001140","1003","1","99001140","264"
"15","11001142","1001","1","99001142","265"
"8","91002","0","30","99001142","266"
"15","11001143","1001","1","99001143","267"
"8","91002","0","30","99001143","268"
"15","11001144","1002","1","99001144","269"
"8","91002","0","30","99001144","270"
"15","11001145","1003","1","99001145","271"
"8","91002","0","30","99001145","272"
"15","11001146","1001","0","99001146","273"
"15","11001147","1002","0","99001147","274"
"15","11001148","1001","1","99001148","275"
"8","91002","0","30","99001148","276"
"15","11001149","1001","1","99001149","277"
"8","91002","0","30","99001149","278"
"15","11001150","1002","1","99001150","279"
"8","91002","0","30","99001150","280"
"15","11001151","1003","1","99001151","281"
"8","91002","0","30","99001151","282"
"15","11001152","1001","1","99001152","283"
"8","91002","0","30","99001152","284"
"15","11001153","1001","1","99001153","285"
"8","91002","0","30","99001153","286"
"15","11001154","1002","1","99001154","287"
"8","91002","0","30","99001154","288"
"15","11001155","1003","1","99001155","289"
"8","91002","0","30","99001155","290"
"15","11001156","1001","1","99001156","291"
"8","91002","0","30","99001156","292"
"15","11001157","1001","1","99001157","293"
"8","91002","0","30","99001157","294"
"15","11001158","1002","1","99001158","295"
"8","91002","0","30","99001158","296"
"15","11001159","1003","1","99001159","297"
"8","91002","0","30","99001159","298"
"15","11001160","1001","1","99001160","299"
"8","91002","0","30","99001160","300"
"15","11001161","1001","1","99001161","301"
"8","91002","0","30","99001161","302"
"15","11001162","1002","1","99001162","303"
"8","91002","0","30","99001162","304"
"15","11001163","1003","1","99001163","305"
"8","91002","0","30","99001163","306"
"15","11001164","1002","1","99001164","307"
"15","11001165","1003","1","99001165","308"
"15","11001166","1001","1","99001166","309"
"8","91002","0","30","99001166","310"
"15","11001167","1001","1","99001167","311"
"8","91002","0","30","99001167","312"
"15","11001168","1002","1","99001168","313"
"8","91002","0","30","99001168","314"
"15","11001169","1003","1","99001169","315"
"8","91002","0","30","99001169","316"
"15","11001170","1001","1","99001170","317"
"8","91002","0","30","99001170","318"
"15","11001171","1001","1","99001171","319"
"8","91002","0","30","99001171","320"
"15","11001172","1002","1","99001172","321"
"8","91002","0","30","99001172","322"
"15","11001173","1003","1","99001173","323"
"8","91002","0","30","99001173","324"
"15","11001174","1001","1","99001174","325"
"8","91002","0","30","99001174","326"
"15","11001175","1001","1","99001175","327"
"8","91002","0","30","99001175","328"
"15","11001176","1002","1","99001176","329"
"8","91002","0","30","99001176","330"
"15","11001177","1003","1","99001177","331"
"8","91002","0","30","99001177","332"
"15","11001178","1001","1","99001178","333"
"8","91002","0","30","99001178","334"
"15","11001179","1001","1","99001179","335"
"8","91002","0","30","99001179","336"
"15","11001180","1002","1","99001180","337"
"8","91002","0","30","99001180","338"
"15","11001181","1003","1","99001181","339"
"8","91002","0","30","99001181","340"
"15","11001182","1001","1","99001182","341"
"8","91002","0","30","99001182","342"
"15","11001183","1001","1","99001183","343"
"8","91002","0","30","99001183","344"
"15","11001184","1002","1","99001184","345"
"8","91002","0","30","99001184","346"
"15","11001185","1003","1","99001185","347"
"8","91002","0","30","99001185","348"
"15","11001186","1001","1","99001186","349"
"8","91002","0","30","99001186","350"
"15","11001187","1001","1","99001187","351"
"8","91002","0","30","99001187","352"
"15","11001188","1002","1","99001188","353"
"8","91002","0","30","99001188","354"
"15","11001189","1003","1","99001189","355"
"8","91002","0","30","99001189","356"
"15","11001190","1001","1","99001190","357"
"8","91002","0","30","99001190","358"
"15","11001191","1001","1","99001191","359"
"8","91002","0","30","99001191","360"
"15","11001192","1002","1","99001192","361"
"8","91002","0","30","99001192","362"
"15","11001193","1003","1","99001193","363"
"8","91002","0","30","99001193","364"
"15","11001194","1001","1","99001194","365"
"8","91002","0","30","99001194","366"
"15","11001195","1001","1","99001195","367"
"8","91002","0","30","99001195","368"
"15","11001196","1002","1","99001196","369"
"8","91002","0","30","99001196","370"
"15","11001197","1003","1","99001197","371"
"8","91002","0","30","99001197","372"
"15","11001198","1002","1","99001198","373"
"15","11001199","1003","1","99001199","374"
"15","11001200","1001","1","99001200","375"
"8","91002","0","30","99001200","376"
"15","11001201","1001","1","99001201","377"
"8","91002","0","30","99001201","378"
"15","11001202","1002","1","99001202","379"
"8","91002","0","30","99001202","380"
"15","11001203","1003","1","99001203","381"
"8","91002","0","30","99001203","382"
"15","11001204","1003","1","99001204","383"
"15","11001205","1001","1","99001205","384"
"8","91002","0","30","99001205","385"
"15","11001206","1001","1","99001206","386"
"8","91002","0","30","99001206","387"
"15","11001207","1002","1","99001207","388"
"8","91002","0","30","99001207","389"
"15","11001208","1003","1","99001208","390"
"8","91002","0","30","99001208","391"
"15","11001209","1001","1","99001209","392"
"8","91002","0","30","99001209","393"
"15","11001210","1001","1","99001210","394"
"8","91002","0","30","99001210","395"
"15","11001211","1002","1","99001211","396"
"8","91002","0","30","99001211","397"
"15","11001212","1003","1","99001212","398"
"8","91002","0","30","99001212","399"
"15","11001213","1001","1","99001213","400"
"8","91002","0","30","99001213","401"
"15","11001214","1001","1","99001214","402"
"8","91002","0","30","99001214","403"
"15","11001215","1002","1","99001215","404"
"8","91002","0","30","99001215","405"
"15","11001216","1003","1","99001216","406"
"8","91002","0","30","99001216","407"
"15","11001217","1001","1","99001217","408"
"8","91002","0","30","99001217","409"
"15","11001218","1001","1","99001218","410"
"8","91002","0","30","99001218","411"
"15","11001219","1002","1","99001219","412"
"8","91002","0","30","99001219","413"
"15","11001220","1003","1","99001220","414"
"8","91002","0","30","99001220","415"
"15","11001221","1001","1","99001221","416"
"8","91002","0","30","99001221","417"
"15","11001222","1001","1","99001222","418"
"8","91002","0","30","99001222","419"
"15","11001223","1002","1","99001223","420"
"8","91002","0","30","99001223","421"
"15","11001224","1003","1","99001224","422"
"8","91002","0","30","99001224","423"
"15","11001225","1001","1","99001225","424"
"8","91002","0","30","99001225","425"
"15","11001226","1001","1","99001226","426"
"8","91002","0","30","99001226","427"
"15","11001227","1002","1","99001227","428"
"8","91002","0","30","99001227","429"
"15","11001228","1003","1","99001228","430"
"8","91002","0","30","99001228","431"
"15","11001229","1001","1","99001229","432"
"8","91002","0","30","99001229","433"
"15","11001230","1001","1","99001230","434"
"8","91002","0","30","99001230","435"
"15","11001231","1002","1","99001231","436"
"8","91002","0","30","99001231","437"
"15","11001232","1003","1","99001232","438"
"8","91002","0","30","99001232","439"
"15","11001233","1001","1","99001233","440"
"8","91002","0","30","99001233","441"
"15","11001234","1001","1","99001234","442"
"8","91002","0","30","99001234","443"
"15","11001235","1002","1","99001235","444"
"8","91002","0","30","99001235","445"
"15","11001236","1003","1","99001236","446"
"8","91002","0","30","99001236","447"
"15","11001237","1001","1","99001237","448"
"8","91002","0","30","99001237","449"
"15","11001238","1001","1","99001238","450"
"8","91002","0","30","99001238","451"
"15","11001239","1002","1","99001239","452"
"8","91002","0","30","99001239","453"
"15","11001240","1003","1","99001240","454"
"8","91002","0","30","99001240","455"
"15","11001241","1001","1","99001241","456"
"8","91002","0","30","99001241","457"
"15","11001242","1001","1","99001242","458"
"8","91002","0","30","99001242","459"
"15","11001243","1002","1","99001243","460"
"8","91002","0","30","99001243","461"
"15","11001244","1003","1","99001244","462"
"8","91002","0","30","99001244","463"
"15","11001245","1001","1","99001245","464"
"8","91002","0","30","99001245","465"
"15","11001246","1001","1","99001246","466"
"8","91002","0","30","99001246","467"
"15","11001247","1002","1","99001247","468"
"8","91002","0","30","99001247","469"
"15","11001248","1003","1","99001248","470"
"8","91002","0","30","99001248","471"
"15","11001249","1003","1","99001249","472"
"15","11001250","1001","1","99001250","473"
"8","91002","0","30","99001250","474"
"15","11001251","1001","1","99001251","475"
"8","91002","0","30","99001251","476"
"15","11001252","1002","1","99001252","477"
"8","91002","0","30","99001252","478"
"15","11001253","1003","1","99001253","479"
"8","91002","0","30","99001253","480"
"15","11001254","1001","1","99001254","481"
"8","91002","0","30","99001254","482"
"15","11001255","1001","1","99001255","483"
"8","91002","0","30","99001255","484"
"15","11001256","1002","1","99001256","485"
"8","91002","0","30","99001256","486"
"15","11001257","1003","1","99001257","487"
"8","91002","0","30","99001257","488"
"15","11001258","1001","1","99001258","489"
"8","91002","0","30","99001258","490"
"15","11001259","1001","1","99001259","491"
"8","91002","0","30","99001259","492"
"15","11001260","1002","1","99001260","493"
"8","91002","0","30","99001260","494"
"15","11001261","1003","1","99001261","495"
"8","91002","0","30","99001261","496"
"15","11001262","1001","1","99001262","497"
"15","11001263","1001","1","99001263","498"
"15","11001264","1001","1","99001264","499"
"15","11001265","1002","1","99001265","500"
"15","11001266","1003","1","99001266","501"
"15","11001267","1001","1","99001267","502"
"8","91002","0","30","99001267","503"
"15","11001268","1001","1","99001268","504"
"8","91002","0","30","99001268","505"
"15","11001269","1002","1","99001269","506"
"8","91002","0","30","99001269","507"
"15","11001270","1003","1","99001270","508"
"8","91002","0","30","99001270","509"
"15","11001271","1003","1","99001271","510"
"15","11001272","1001","1","99001272","511"
"8","91002","0","30","99001272","512"
"15","11001273","1001","1","99001273","513"
"8","91002","0","30","99001273","514"
"15","11001274","1002","1","99001274","515"
"8","91002","0","30","99001274","516"
"15","11001275","1003","1","99001275","517"
"8","91002","0","30","99001275","518"
"15","11001276","1003","1","99001276","519"
"15","11001277","1001","1","99001277","520"
"8","91002","0","30","99001277","521"
"15","11001278","1001","1","99001278","522"
"8","91002","0","30","99001278","523"
"15","11001279","1002","1","99001279","524"
"8","91002","0","30","99001279","525"
"15","11001280","1003","1","99001280","526"
"8","91002","0","30","99001280","527"
"15","11001281","1001","1","99001281","528"
"8","91002","0","30","99001281","529"
"15","11001282","1001","1","99001282","530"
"8","91002","0","30","99001282","531"
"15","11001283","1002","1","99001283","532"
"8","91002","0","30","99001283","533"
"15","11001284","1003","1","99001284","534"
"8","91002","0","30","99001284","535"
"15","11001285","1003","1","99001285","536"
"15","11001286","1001","1","99001286","537"
"8","91002","0","30","99001286","538"
"15","11001287","1001","1","99001287","539"
"8","91002","0","30","99001287","540"
"15","11001288","1002","1","99001288","541"
"8","91002","0","30","99001288","542"
"15","11001289","1003","1","99001289","543"
"8","91002","0","30","99001289","544"
"15","11001290","1001","1","99001290","545"
"8","91002","0","30","99001290","546"
"15","11001291","1001","1","99001291","547"
"8","91002","0","30","99001291","548"
"15","11001292","1002","1","99001292","549"
"8","91002","0","30","99001292","550"
"15","11001293","1003","1","99001293","551"
"8","91002","0","30","99001293","552"
"15","11001294","1001","1","99001294","553"
"8","91002","0","30","99001294","554"
"15","11001295","1001","1","99001295","555"
"8","91002","0","30","99001295","556"
"15","11001296","1002","1","99001296","557"
"8","91002","0","30","99001296","558"
"15","11001297","1003","1","99001297","559"
"8","91002","0","30","99001297","560"
"15","11001298","1001","1","99001298","561"
"8","91002","0","30","99001298","562"
"15","11001299","1001","1","99001299","563"
"8","91002","0","30","99001299","564"
"15","11001300","1002","1","99001300","565"
"8","91002","0","30","99001300","566"
"15","11001301","1003","1","99001301","567"
"8","91002","0","30","99001301","568"
"15","11001302","1003","1","99001302","569"
"15","11001303","1003","1","99001303","570"
"15","11001304","1003","1","99001304","571"
"15","11001305","1001","1","99001305","572"
"8","91002","0","30","99001305","573"
"15","11001306","1001","1","99001306","574"
"8","91002","0","30","99001306","575"
"15","11001307","1002","1","99001307","576"
"8","91002","0","30","99001307","577"
"15","11001308","1003","1","99001308","578"
"8","91002","0","30","99001308","579"
"15","11001309","1001","1","99001309","580"
"8","91002","0","30","99001309","581"
"15","11001310","1001","1","99001310","582"
"8","91002","0","30","99001310","583"
"15","11001311","1002","1","99001311","584"
"8","91002","0","30","99001311","585"
"15","11001312","1003","1","99001312","586"
"8","91002","0","30","99001312","587"
"15","11001313","1003","1","99001313","588"
"15","11001314","1001","1","99001314","589"
"8","91002","0","30","99001314","590"
"15","11001315","1001","1","99001315","591"
"8","91002","0","30","99001315","592"
"15","11001316","1002","1","99001316","593"
"8","91002","0","30","99001316","594"
"15","11001317","1003","1","99001317","595"
"8","91002","0","30","99001317","596"
"15","11001318","1003","1","99001318","597"
"15","11001319","1001","1","99001319","598"
"8","91002","0","30","99001319","599"
"15","11001320","1001","1","99001320","600"
"8","91002","0","30","99001320","601"
"15","11001321","1002","1","99001321","602"
"8","91002","0","30","99001321","603"
"15","11001322","1003","1","99001322","604"
"8","91002","0","30","99001322","605"
"15","11001323","1003","1","99001323","606"
"15","11001324","1001","1","99001324","607"
"8","91002","0","30","99001324","608"
"15","11001325","1001","1","99001325","609"
"8","91002","0","30","99001325","610"
"15","11001326","1002","1","99001326","611"
"8","91002","0","30","99001326","612"
"15","11001327","1003","1","99001327","613"
"8","91002","0","30","99001327","614"
"15","11001328","1003","1","99001328","615"
"15","11001329","1001","1","99001329","616"
"8","91002","0","30","99001329","617"
"15","11001330","1001","1","99001330","618"
"8","91002","0","30","99001330","619"
"15","11001331","1002","1","99001331","620"
"8","91002","0","30","99001331","621"
"15","11001332","1003","1","99001332","622"
"8","91002","0","30","99001332","623"
"15","11001333","1001","1","99001333","624"
"8","91002","0","30","99001333","625"
"15","11001334","1001","1","99001334","626"
"8","91002","0","30","99001334","627"
"15","11001335","1002","1","99001335","628"
"8","91002","0","30","99001335","629"
"15","11001336","1003","1","99001336","630"
"8","91002","0","30","99001336","631"
"15","11001337","1002","1","99001337","632"
"15","11001338","1002","1","99001338","633"
"15","11001339","1003","1","99001339","634"
"15","11001340","1001","1","99001340","635"
"8","91002","0","30","99001340","636"
"15","11001341","1001","1","99001341","637"
"8","91002","0","30","99001341","638"
"15","11001342","1002","1","99001342","639"
"8","91002","0","30","99001342","640"
"15","11001343","1003","1","99001343","641"
"8","91002","0","30","99001343","642"
"15","11001344","1001","1","99001344","646"
"8","91002","0","30","99001344","647"
"15","11001345","1001","1","99001345","648"
"8","91002","0","30","99001345","649"
"15","11001346","1002","1","99001346","650"
"8","91002","0","30","99001346","651"
"15","11001347","1003","1","99001347","652"
"8","91002","0","30","99001347","653"
