acb9de0e02588e0f7a08ae1b95ce8b323b3b1ebadbcee830e5fb095af668361a,aa7f456fe5293c20987dcde06d709c3263ecc70363423a2b26b3d62d7343af29,c5a730cdf709f5a50f69b4e84a4a55bb21a61e6d9327057165b62f0e22609deb,78b4bfc05285f51e2067b4a98bf4ccc55a84716293b918975a73715cf24a36a2,d8c592837d0ddf57bc3f2a31283252c6f6de1c05357fc57d6ee202387fc62f4d,780ab3d78c6643e095bc34079dde3b853cd3b79f91520465df0e1c5056d8a0fd,04fa4291ed72918c6203ef227655c24cd585c22227e7e5f0ec764fc3b39cde26,8c3604657e6a5fd1ef6c7bd4997c649da9650124a3f40ee5c96ab92c714d0812,f9cd87deaa8da60f0d6c1e6c589c2ae35b692262d75374598f021bc7cb9eb047,243332d3b7c1d1ff45522d0e6a6568b4e77cab0994ccb2d96b5e5af59ec19c80,a982874c43df2fdb900ad92c45001c4faafe4ebe729408c7ca305254bf5d07b3,025e62531c8494a7cd31b73dfdbc1b202e8265af2f7c30db5bc17d3b30525d74
"0","2.432","0","50","1011611550","0","0","10116115","4","0","0","1"
"0","0","0","51","1011611551","55","0","10116115","1","1.321","11","0"
"0","2.245","0","52","1011611552","0","0","10116115","4","0","0","1"
"vo_won","0","0","53","1011611553","0","vo_won_10116115_06","10116115","2","0","0","0"
"0","0","55","54","1011611554","360","0","10116115","1","2.161","11","0"
"0","3.392","0","55","1011611555","0","0","10116115","4","0","0","1"
"vo_won","0","0","56","1011611556","0","vo_won_10116115_07","10116115","2","0","0","0"
"0","0","0","57","1011611557","235","0","10116115","1","0.982","12","0"
"0","1.563","0","58","1011611558","0","0","10116115","4","0","0","1"
"0","0","235","59","1011611559","450","0","10116115","1","1.916","12","0"
"0","0.8","0","1","1011612501","0","0","10116125","4","0","0","1"
"vo_won","0","0","2","1011612502","0","vo_won_10116125_01","10116125","2","0","0","0"
"0","0","0","3","1011612503","262","0","10116125","1","2.458","1","0"
"0","3.21","0","4","1011612504","0","0","10116125","4","0","0","1"
"0","0","262","5","1011612505","450","0","10116125","1","1.255","1","0"
"0","1.255","0","6","1011612506","0","0","10116125","4","0","0","1"
"0","0","0","7","1011612507","155","0","10116125","1","1.63","2","0"
"0","2.759","0","8","1011612508","0","0","10116125","4","0","0","1"
"vo_won","0","0","9","1011612509","0","vo_won_10116125_02","10116125","2","0","0","0"
"0","0","155","10","1011612510","220","0","10116125","1","0.753","2","0"
"0","1.229","0","11","1011612511","0","0","10116125","4","0","0","1"
"0","0","220","12","1011612512","450","0","10116125","1","1.255","2","0"
"0","1.255","0","13","1011612513","0","0","10116125","4","0","0","1"
"0","0","0","14","1011612514","430","0","10116125","1","2.138","3","0"
"0","2.985","0","15","1011612515","0","0","10116125","4","0","0","1"
"0","0","430","16","1011612516","430","0","10116125","1","0.501","3","0"
"0","0.501","0","17","1011612517","0","0","10116125","4","0","0","1"
"0","0","0","18","1011612518","0","0","10116125","1","1.807","4","0"
"0","2.584","0","19","1011612519","0","0","10116125","4","0","0","1"
"0","0","0","20","1011612520","72","0","10116125","1","0.703","4","0"
"0","1.405","0","21","1011612521","0","0","10116125","4","0","0","1"
"0","0","72","22","1011612522","175","0","10116125","1","0.553","4","0"
"0","0.553","0","23","1011612523","0","0","10116125","4","0","0","1"
"0","0","175","24","1011612524","175","0","10116125","1","0.878","4","0"
"0","1.279","0","25","1011612525","0","0","10116125","4","0","0","1"
"0","0","175","26","1011612526","450","0","10116125","1","2.233","4","0"
"0","3.38","0","27","1011612527","0","0","10116125","4","0","0","1"
"vo_won","0","0","28","1011612528","0","vo_won_10116125_03","10116125","2","0","0","0"
"0","0","0","29","1011612529","255","0","10116125","1","2.307","5","0"
"0","2.859","0","30","1011612530","0","0","10116125","4","0","0","1"
"0","0","255","31","1011612531","450","0","10116125","1","1.405","5","0"
"0","1.832","0","32","1011612532","0","0","10116125","4","0","0","1"
"0","0","0","33","1011612533","400","0","10116125","1","3.426","6","0"
"0","3.912","0","34","1011612534","0","0","10116125","4","0","0","1"
"vo_won","0","0","35","1011612535","0","vo_won_10116125_04","10116125","2","0","0","0"
"0","0","0","36","1011612536","305","0","10116125","1","2.534","7","0"
"0","3.311","0","37","1011612537","0","0","10116125","4","0","0","1"
"0","0","305","38","1011612538","450","0","10116125","1","0.979","7","0"
"0","1.394","0","39","1011612539","0","0","10116125","4","0","0","1"
"0","0","0","40","1011612540","450","0","10116125","1","3.346","8","0"
"0","3.346","0","41","1011612541","0","0","10116125","4","0","0","1"
"0","0","0","42","1011612542","0","0","10116125","1","0.828","9","0"
"0","2.361","0","43","1011612543","0","0","10116125","4","0","0","1"
"vo_won","0","0","44","1011612544","0","vo_won_10116125_05","10116125","2","0","0","0"
"0","0","0","45","1011612545","260","0","10116125","1","3.221","9","0"
"0","3.999","0","46","1011612546","0","0","10116125","4","0","0","1"
"0","0","260","47","1011612547","420","0","10116125","1","0.727","9","0"
"0","1.405","0","48","1011612548","0","0","10116125","4","0","0","1"
"0","0","0","49","1011612549","175","0","10116125","1","2.085","10","0"
"0","3.523","0","50","1011612550","0","0","10116125","4","0","0","1"
"vo_won","0","0","51","1011612551","0","vo_won_10116125_06","10116125","2","0","0","0"
"0","0","0","52","1011612552","72","0","10116125","1","0.62","11","0"
"0","1.355","0","53","1011612553","0","0","10116125","4","0","0","1"
"0","0","72","54","1011612554","440","0","10116125","1","2.483","11","0"
"0","3.03","0","55","1011612555","0","0","10116125","4","0","0","1"
"0","0","0","56","1011612556","220","0","10116125","1","1.284","12","0"
"0","0.8","0","1","1011613501","0","0","10116135","4","0","0","1"
"vo_won","0","0","2","1011613502","0","vo_won_10116135_01","10116135","2","0","0","0"
"0","0","0","3","1011613503","210","0","10116135","1","2.046","1","0"
"0","2.601","0","4","1011613504","0","0","10116135","4","0","0","1"
"0","0","210","5","1011613505","450","0","10116135","1","1.646","1","0"
"0","2.101","0","6","1011613506","0","0","10116135","4","0","0","1"
"0","0","0","7","1011613507","410","0","10116135","1","2.992","2","0"
"0","4.249","0","8","1011613508","0","0","10116135","4","0","0","1"
"vo_won","0","0","9","1011613509","0","vo_won_10116135_02","10116135","2","0","0","0"
"0","0","0","10","1011613510","210","0","10116135","1","0.865","3","0"
"0","1.349","0","11","1011613511","0","0","10116135","4","0","0","1"
"0","0","210","12","1011613512","450","0","10116135","1","2.925","3","0"
"0","2.925","0","13","1011613513","0","0","10116135","4","0","0","1"
"0","0","0","14","1011613514","0","0","10116135","1","0.64","4","0"
"0","1.089","0","15","1011613515","0","0","10116135","4","0","0","1"
"0","0","0","16","1011613516","210","0","10116135","1","1.967","4","0"
"0","3.198","0","17","1011613517","0","0","10116135","4","0","0","1"
"vo_won","0","0","18","1011613518","0","vo_won_10116135_03","10116135","2","0","0","0"
"0","0","210","19","1011613519","450","0","10116135","1","1.26","4","0"
"0","1.26","0","20","1011613520","0","0","10116135","4","0","0","1"
"0","0","0","21","1011613521","54","0","10116135","1","1.394","5","0"
"0","2.162","0","22","1011613522","0","0","10116135","4","0","0","1"
"0","0","54","23","1011613523","210","0","10116135","1","2.355","5","0"
"0","2.355","0","24","1011613524","0","0","10116135","4","0","0","1"
"0","0","210","25","1011613525","450","0","10116135","1","1.323","5","0"
"0","2","0","26","1011613526","0","0","10116135","4","0","0","1"
"0","0","0","27","1011613527","166","0","10116135","1","1.323","6","0"
"0","2.01","0","28","1011613528","0","0","10116135","4","0","0","1"
"vo_won","0","0","29","1011613529","0","vo_won_10116135_04","10116135","2","0","0","0"
"0","0","166","30","1011613530","450","0","10116135","1","1.54","6","0"
"0","2.182","0","31","1011613531","0","0","10116135","4","0","0","1"
"0","0","0","32","1011613532","188","0","10116135","1","2.931","7","0"
"0","4.229","0","33","1011613533","0","0","10116135","4","0","0","1"
"vo_won","0","0","34","1011613534","0","vo_won_10116135_05","10116135","2","0","0","0"
"0","0","188","35","1011613535","450","0","10116135","1","0.876","7","0"
"0","1.994","0","36","1011613536","0","0","10116135","4","0","0","1"
"vo_won","0","0","37","1011613537","0","vo_won_10116135_06","10116135","2","0","0","0"
"0","0","0","38","1011613538","450","0","10116135","1","3.336","8","0"
"0","3.882","0","39","1011613539","0","0","10116135","4","0","0","1"
"0","0","0","40","1011613540","450","0","10116135","1","4.02399999999999","9","0"
"0","5.214","0","41","1011613541","0","0","10116135","4","0","0","1"
"vo_won","0","0","42","1011613542","0","vo_won_10116135_07","10116135","2","0","0","0"
"0","0","0","43","1011613543","120","0","10116135","1","0.536","10","0"
"0","0.952","0","44","1011613544","0","0","10116135","4","0","0","1"
"0","0","120","45","1011613545","450","0","10116135","1","1.989","10","0"
"0","3.059","0","46","1011613546","0","0","10116135","4","0","0","1"
"vo_won","0","0","47","1011613547","0","vo_won_10116135_08","10116135","2","0","0","0"
"0","0","0","48","1011613548","187","0","10116135","1","1.83600000000001","11","0"
"0","1.83600000000001","0","49","1011613549","0","0","10116135","4","0","0","1"
"0","0","187","50","1011613550","450","0","10116135","1","2.392","11","0"
"0","3.659","0","51","1011613551","0","0","10116135","4","0","0","1"
"vo_won","0","0","52","1011613552","0","vo_won_10116135_09","10116135","2","0","0","0"
"0","0","0","53","1011613553","54","0","10116135","1","0.558","12","0"
"0","0.558","0","54","1011613554","0","0","10116135","4","0","0","1"
"0","0","54","55","1011613555","255","0","10116135","1","2.208","12","0"
"0","3.355","0","56","1011613556","0","0","10116135","4","0","0","1"
"vo_won","0","0","57","1011613557","0","vo_won_10116135_10","10116135","2","0","0","0"
"0","0","255","58","1011613558","450","0","10116135","1","1.939","12","0"
"0","1.939","0","59","1011613559","0","0","10116135","4","0","0","1"
"0","0","0","60","1011613560","207","0","10116135","1","1.895","13","0"
"0","3.56","0","61","1011613561","0","0","10116135","4","0","0","1"
"vo_won","0","0","62","1011613562","0","vo_won_10116135_11","10116135","2","0","0","0"
"0","0","207","63","1011613563","450","0","10116135","1","1.826","13","0"
"0","2.452","0","64","1011613564","0","0","10116135","4","0","0","1"
"vo_won","0","0","65","1011613565","0","vo_won_10116135_12","10116135","2","0","0","0"
"0","0","0","66","1011613566","140","0","10116135","1","1.196","14","0"
"0","1.679","0","67","1011613567","0","0","10116135","4","0","0","1"
"0","0","140","68","1011613568","450","0","10116135","1","2.542","14","0"
"0","0.8","0","1","1011621501","0","0","10116215","4","0","0","1"
"0","0","0","2","1011621502","50","0","10116215","1","0.388","1","0"
"0","0.388","0","3","1011621503","0","0","10116215","4","0","0","1"
"vo_won","0","0","4","1011621504","0","vo_won_10116215_01","10116215","2","0","0","0"
"0","0","50","5","1011621505","320","0","10116215","1","2.36","1","0"
"0","3.141","0","6","1011621506","0","0","10116215","4","0","0","1"
"vo_won","0","0","7","1011621507","0","vo_won_10116215_02","10116215","2","0","0","0"
"0","0","0","8","1011621508","318","0","10116215","1","1.385","2","0"
"0","1.9","0","9","1011621509","0","0","10116215","4","0","0","1"
"0","0","318","10","1011621510","450","0","10116215","1","1.933","2","0"
"0","1.933","0","11","1011621511","0","0","10116215","4","0","0","1"
"0","0","0","12","1011621512","184","0","10116215","1","1.385","3","0"
"0","1.9","0","13","1011621513","0","0","10116215","4","0","0","1"
"vo_won","0","0","14","1011621514","0","vo_won_10116215_03","10116215","2","0","0","0"
"0","0","184","15","1011621515","440","0","10116215","1","2.347","3","0"
"0","2.347","0","16","1011621516","0","0","10116215","4","0","0","1"
"0","0","0","17","1011621517","0","0","10116215","1","1.01","4","0"
"0","1.545","0","18","1011621518","0","0","10116215","4","0","0","1"
"0","0","0","19","1011621519","230","0","10116215","1","1.84","4","0"
"0","2.212","0","20","1011621520","0","0","10116215","4","0","0","1"
"0","0","230","21","1011621521","440","0","10116215","1","2.516","4","0"
"0","2.516","0","22","1011621522","0","0","10116215","4","0","0","1"
"0","0","0","23","1011621523","94","0","10116215","1","0.416","5","0"
"0","1.53","0","24","1011621524","0","0","10116215","4","0","0","1"
"vo_won","0","0","25","1011621525","0","vo_won_10116215_04","10116215","2","0","0","0"
"0","0","94","26","1011621526","316","0","10116215","1","1.386","5","0"
"0","1.878","0","27","1011621527","0","0","10116215","4","0","0","1"
"0","0","316","28","1011621528","440","0","10116215","1","1.523","5","0"
"0","1.523","0","29","1011621529","0","0","10116215","4","0","0","1"
"0","0","0","30","1011621530","265","0","10116215","1","1.493","6","0"
"0","2.416","0","31","1011621531","0","0","10116215","4","0","0","1"
"vo_won","0","0","32","1011621532","0","vo_won_10116215_05","10116215","2","0","0","0"
"0","0","0","33","1011621533","95","0","10116215","1","0.341","7","0"
"0","0.921","0","34","1011621534","0","0","10116215","4","0","0","1"
"0","0","95","35","1011621535","450","0","10116215","1","3","7","0"
"0","3","0","36","1011621536","0","0","10116215","4","0","0","1"
"0","0","0","37","1011621537","72","0","10116215","1","0.701","8","0"
"0","1.45","0","38","1011621538","0","0","10116215","4","0","0","1"
"vo_won","0","0","39","1011621539","0","vo_won_10116215_06","10116215","2","0","0","0"
"0","0","72","40","1011621540","135","0","10116215","1","0.447","8","0"
"0","1.219","0","41","1011621541","0","0","10116215","4","0","0","1"
"0","0","135","42","1011621542","450","0","10116215","1","3","8","0"
"0","3","0","43","1011621543","0","0","10116215","4","0","0","1"
"0","0","0","44","1011621544","71","0","10116215","1","0.295","9","0"
"0","0.769","0","45","1011621545","0","0","10116215","4","0","0","1"
"0","0","71","46","1011621546","430","0","10116215","1","3.474","9","0"
"0","4.818","0","47","1011621547","0","0","10116215","4","0","0","1"
"vo_won","0","0","48","1011621548","0","vo_won_10116215_07","10116215","2","0","0","0"
"0","0","0","49","1011621549","328","0","10116215","1","2.628","10","0"
"0","3.159","0","50","1011621550","0","0","10116215","4","0","0","1"
"0","0","328","51","1011621551","450","0","10116215","1","1.2","10","0"
"0","1.2","0","52","1011621552","0","0","10116215","4","0","0","1"
"0","0","0","53","1011621553","230","0","10116215","1","1.254","11","0"
"0","2.382","0","54","1011621554","0","0","10116215","4","0","0","1"
"vo_won","0","0","55","1011621555","0","vo_won_10116215_08","10116215","2","0","0","0"
"0","0","0","56","1011621556","270","0","10116215","1","2.514","12","0"
"0","3.089","0","57","1011621557","0","0","10116215","4","0","0","1"
"0","0","270","58","1011621558","450","0","10116215","1","2","12","0"
"0","2","0","59","1011621559","0","0","10116215","4","0","0","1"
"0","0","0","60","1011621560","113","0","10116215","1","0.104","13","0"
"0","0.494","0","61","1011621561","0","0","10116215","4","0","0","1"
"vo_won","0","0","62","1011621562","0","vo_won_10116215_09","10116215","2","0","0","0"
"0","0","113","63","1011621563","190","0","10116215","1","0.799","13","0"
"0","0.8","0","1","1011622501","0","0","10116225","4","0","0","1"
"vo_won","0","0","2","1011622502","0","vo_won_10116225_01","10116225","2","0","0","0"
"0","0","0","3","1011622503","430","0","10116225","1","3.617","1","0"
"0","3.913","0","4","1011622504","0","0","10116225","4","0","0","1"
"0","0","0","5","1011622505","250","0","10116225","1","2.134","2","0"
"0","2.83","0","6","1011622506","0","0","10116225","4","0","0","1"
"0","0","250","7","1011622507","450","0","10116225","1","1.272","2","0"
"0","1.697","0","8","1011622508","0","0","10116225","4","0","0","1"
"0","0","0","9","1011622509","450","0","10116225","1","2.973","3","0"
"0","4.106","0","10","1011622510","0","0","10116225","4","0","0","1"
"vo_won","0","0","11","1011622511","0","vo_won_10116225_02","10116225","2","0","0","0"
"0","0","0","12","1011622512","430","0","10116225","1","3.799","4","0"
"0","4.289","0","13","1011622513","0","0","10116225","4","0","0","1"
"0","0","0","14","1011622514","370","0","10116225","1","3.027","5","0"
"0","3.596","0","15","1011622515","0","0","10116225","4","0","0","1"
"0","0","0","16","1011622516","420","0","10116225","1","2.979","6","0"
"0","3.713","0","17","1011622517","0","0","10116225","4","0","0","1"
"0","0","0","18","1011622518","450","0","10116225","1","3.625","7","0"
"0","4.113","0","19","1011622519","0","0","10116225","4","0","0","1"
"0","0","0","20","1011622520","450","0","10116225","1","4.389","8","0"
"0","5.693","0","21","1011622521","0","0","10116225","4","0","0","1"
"vo_won","0","0","22","1011622522","0","vo_won_10116225_03","10116225","2","0","0","0"
"0","0","0","23","1011622523","450","0","10116225","1","4.285","9","0"
"0","4.285","0","24","1011622524","0","0","10116225","4","0","0","1"
"0","0","0","25","1011622525","230","0","10116225","1","1.638","10","0"
"0","2.675","0","26","1011622526","0","0","10116225","4","0","0","1"
"vo_won","0","0","27","1011622527","0","vo_won_10116225_04","10116225","2","0","0","0"
"0","0","0","28","1011622528","450","0","10116225","1","2.181","11","0"
"0","2.757","0","29","1011622529","0","0","10116225","4","0","0","1"
"0","0","0","30","1011622530","50","0","10116225","1","0.688","12","0"
"0","1.004","0","31","1011622531","0","0","10116225","4","0","0","1"
"0","0","50","32","1011622532","450","0","10116225","1","4.031","12","0"
"0","4.031","0","33","1011622533","0","0","10116225","4","0","0","1"
"0","0","0","34","1011622534","280","0","10116225","1","1.989","13","0"
"0","2.935","0","35","1011622535","0","0","10116225","4","0","0","1"
"vo_won","0","0","36","1011622536","0","vo_won_10116225_05","10116225","2","0","0","0"
"0","0","0","37","1011622537","187","0","10116225","1","1.9","14","0"
"0","2.389","0","38","1011622538","0","0","10116225","4","0","0","1"
"0","0","187","39","1011622539","430","0","10116225","1","1.731","14","0"
"0","0.8","0","1","1011623501","0","0","10116235","4","0","0","1"
"vo_won","0","0","2","1011623502","0","vo_won_10116235_01","10116235","2","0","0","0"
"0","0","0","3","1011623503","450","0","10116235","1","3.959","1","0"
"0","4.004","0","4","1011623504","0","0","10116235","4","0","0","1"
"0","0","0","5","1011623505","275","0","10116235","1","3.661","2","0"
"0","4.388","0","6","1011623506","0","0","10116235","4","0","0","1"
"0","0","275","7","1011623507","450","0","10116235","1","2","2","0"
"0","2","0","8","1011623508","0","0","10116235","4","0","0","1"
"0","0","0","9","1011623509","207","0","10116235","1","2.078","3","0"
"0","2.692","0","10","1011623510","0","0","10116235","4","0","0","1"
"0","0","207","11","1011623511","450","0","10116235","1","1.878","3","0"
"0","1.878","0","12","1011623512","0","0","10116235","4","0","0","1"
"0","0","0","13","1011623513","450","0","10116235","1","1.877","4","0"
"0","1.877","0","14","1011623514","0","0","10116235","4","0","0","1"
"0","0","450","15","1011623515","450","0","10116235","1","0.508","4","0"
"0","1.54","0","16","1011623516","0","0","10116235","4","0","0","1"
"vo_won","0","0","17","1011623517","0","vo_won_10116235_02","10116235","2","0","0","0"
"0","0","0","18","1011623518","450","0","10116235","1","2.822","5","0"
"0","2.822","0","19","1011623519","0","0","10116235","4","0","0","1"
"0","0","0","20","1011623520","249","0","10116235","1","3.483","6","0"
"0","3.483","0","21","1011623521","0","0","10116235","4","0","0","1"
"0","0","249","22","1011623522","249","0","10116235","1","0.916","6","0"
"0","1.779","0","23","1011623523","0","0","10116235","4","0","0","1"
"0","0","249","24","1011623524","450","0","10116235","1","3.202","6","0"
"0","3.202","0","25","1011623525","0","0","10116235","4","0","0","1"
"0","0","0","26","1011623526","450","0","10116235","1","3.61","7","0"
"0","4.249","0","27","1011623527","0","0","10116235","4","0","0","1"
"0","0","0","28","1011623528","450","0","10116235","1","3.269","8","0"
"0","3.269","0","29","1011623529","0","0","10116235","4","0","0","1"
"0","0","450","30","1011623530","450","0","10116235","1","2.274","8","0"
"0","2.643","0","31","1011623531","0","0","10116235","4","0","0","1"
"vo_won","0","0","32","1011623532","0","vo_won_10116235_03","10116235","2","0","0","0"
"0","0","0","33","1011623533","255","0","10116235","1","3.522","9","0"
"0","4.483","0","34","1011623534","0","0","10116235","4","0","0","1"
"0","0","255","35","1011623535","450","0","10116235","1","1.346","9","0"
"0","1.414","0","36","1011623536","0","0","10116235","4","0","0","1"
"0","0","0","37","1011623537","210","0","10116235","1","1.345","10","0"
"0","1.414","0","38","1011623538","0","0","10116235","4","0","0","1"
"0","0","210","39","1011623539","380","0","10116235","1","1.702","10","0"
