499fa4b82fdf2528fc2cecfa6ab4008910fc6f0f416a801bb7040eaa666c7d46,9f964895ffd4275614ad5467ef449d73e61f31116fc25518fc58afba08173e27,9c2c1afcba4173c9ba07c7fddf3ed02ecf1a7b645e514abc4d05b22fd239fc6b,0c3a578d27359debf216789119732d53dd46b004cb0396cd0afc53d4f28f1d2d
"5811","0","800","50"
"5812","0","800","50"
"5911","0","800","50"
"5912","0","800","50"
"6011","0","800","50"
"6012","0","530","75"
"6111","0","700","50"
"6211","0","790","70"
"6311","-135","750","50"
"6312","-120","750","50"
"6411","0","900","50"
"6511","-50","670","50"
"6631","0","800","70"
"6632","0","800","70"
"6732","0","800","70"
"6831","0","800","70"
"6832","0","800","70"
"6932","0","800","70"
"7011","0","830","50"
"7012","0","830","50"
"7111","-100","700","50"
"7112","-100","700","50"
"7113","-100","700","50"
"7114","-100","700","50"
"7411","0","790","70"
"7412","0","790","70"
"7511","0","700","50"
"7531","0","700","50"
"7711","0","800","50"
"7811","0","800","50"
"7911","0","800","50"
"7912","0","800","50"
"8011","0","700","50"
"8031","0","700","50"
"8111","0","700","50"
"8211","-35","650","50"
"8311","0","800","50"
"8511","0","800","50"
"8611","0","900","50"
"8711","0","1000","50"
"8712","0","1000","50"
"8811","0","1000","50"
"8911","0","800","50"
"8912","0","800","50"
"9011","-35","530","50"
"9111","0","800","50"
"9211","0","800","50"
"9212","0","800","50"
"9213","0","800","50"
"9311","0","460","50"
"9411","0","1500","50"
"9412","0","1500","50"
"9511","0","800","50"
"9513","0","1600","50"
"9514","-25","550","60"
"9811","0","800","50"
"9911","0","800","50"
"9912","0","800","50"
"11411","-15","730","0"
"11413","-15","730","0"
"13311","-45","715","60"
"14313","0","960","50"
"15011","0","2000","50"
"15012","0","900","50"
"15311","0","800","50"
"15314","0","800","50"
"15811","-60","750","45"
"15812","-60","750","45"
"15813","-60","750","45"
"15916","30","1200","50"
"16011","0","1300","50"
"16012","0","1300","50"
"16311","0","1000","50"
"16312","205","1000","50"
"16711","0","530","70"
"16712","0","600","70"
"17011","0","2000","0"
"17211","-45","760","45"
"17212","0","2000","0"
"17511","0","2000","50"
"17512","0","2000","50"
"18211","0","800","50"
"18711","0","1100","50"
"18912","0","800","50"
"20011","0","2000","50"
"20012","0","2000","50"
"20013","0","2000","50"
"20016","0","2000","50"
"20111","0","800","50"
"50611","0","800","50"
"50711","-75","700","60"
"50811","0","1500","50"
"50812","0","1200","50"
"50911","0","460","50"
"50912","0","460","50"
"51011","0","800","50"
"51111","0","800","50"
"51311","0","700","50"
"51411","0","800","50"
"51412","0","800","50"
"51511","100","700","50"
"51512","0","800","50"
"51611","0","800","50"
"51711","0","800","50"
"51712","0","800","50"
"51811","0","800","50"
"51812","0","800","50"
"51911","0","800","50"
"51912","0","800","50"
"52011","0","800","50"
"52111","-115","874","35"
"52311","0","1500","50"
"52312","0","1500","50"
"52313","0","1500","50"
"52411","0","530","50"
"52412","0","530","50"
"52611","0","800","50"
"52612","0","1200","50"
"52613","0","800","50"
"52614","0","800","50"
"52711","0","900","50"
"52712","0","900","50"
"52731","-15","700","50"
"52831","0","800","50"
"52931","0","800","50"
"53011","100","820","45"
"53012","100","820","45"
"53013","100","820","45"
"53111","0","800","50"
"53112","0","800","50"
"53211","-50","670","50"
"100011","-60","750","45"
"100012","-60","750","45"
"100015","0","700","50"
"100016","-60","750","45"
"100017","-60","750","45"
"100018","-60","750","45"
"100099","-60","750","45"
"100111","1.5","615","45"
"100112","1.5","615","45"
"100113","40","700","45"
"100114","1.5","615","45"
"100131","0","700","50"
"100132","0","700","50"
"100211","0","800","50"
"100212","0","800","50"
"100213","0","800","50"
"100231","0","700","50"
"100232","0","700","50"
"100311","0","600","45"
"100312","-120","600","45"
"100313","-120","600","45"
"100315","-120","600","45"
"100331","-70","650","100"
"100332","0","700","50"
"100411","-65","650","60"
"100431","0","700","50"
"100432","0","700","50"
"100511","40","600","50"
"100512","-20","600","60"
"100513","40","600","50"
"100514","-20","600","60"
"100531","0","800","50"
"100611","-50","550","50"
"100631","0","700","50"
"100632","0","700","50"
"100711","-60","800","85"
"100731","-95","700","50"
"100811","-40","700","50"
"100831","0","700","50"
"100832","0","700","50"
"100911","-20","535","35"
"100912","0","1200","50"
"100931","0","700","30"
"101011","-50","750","100"
"101031","0","700","50"
"101032","0","700","50"
"101111","20","650","50"
"101112","-100","730","40"
"101131","0","700","50"
"101211","0","800","45"
"101231","0","700","50"
"101311","-35","630","105"
"101312","0","1200","50"
"101331","30","800","50"
"101332","0","800","50"
"101411","0","700","50"
"101412","0","700","50"
"101421","0","700","50"
"101431","0","800","50"
"101511","50","800","50"
"101512","0","800","50"
"101531","0","800","50"
"101532","0","800","50"
"101533","0","800","50"
"101611","-20","740","80"
"101631","0","700","50"
"101632","0","900","50"
"101711","-85","610","40"
"101731","0","700","50"
"101732","0","700","50"
"101733","0","700","50"
"101811","0","700","50"
"101812","-25","640","70"
"101813","0","700","50"
"101821","0","700","50"
"101831","0","700","50"
"101832","0","700","50"
"102011","0","520","50"
"102012","0","520","50"
"102031","0","700","50"
"102032","0","700","50"
"102033","0","700","50"
"102111","-50","700","100"
"102131","0","700","50"
"102211","-30","490","80"
"102212","-55","520","80"
"102231","0","700","50"
"102232","0","700","50"
"102311","-10","530","45"
"102312","-10","530","45"
"102313","-10","530","45"
"102321","0","700","50"
"102331","0","700","50"
"102332","-25","525","0"
"102511","-85","550","45"
"102531","0","700","50"
"102611","30","580","45"
"102631","0","700","50"
"102632","0","700","50"
"102711","-120","680","60"
"102712","0","1200","50"
"102731","0","700","50"
"102732","0","700","50"
"102811","0","900","50"
"102821","0","900","50"
"102831","0","900","50"
"102832","0","900","50"
"102911","-30","500","65"
"102912","-50","900","50"
"102913","0","900","50"
"102931","25","720","50"
"103011","-80","800","100"
"103031","0","700","50"
"103111","-65","600","50"
"103112","-65","600","50"
"103113","-35","655","50"
"103131","0","700","50"
"103132","0","700","50"
"103133","0","800","50"
"103211","50","800","80"
"103212","-65","675","60"
"103213","50","800","80"
"103231","0","700","50"
"103232","0","700","50"
"103311","90","700","50"
"103331","0","700","50"
"103332","0","700","50"
"103333","0","700","50"
"103411","0","700","50"
"103412","0","700","50"
"103431","0","700","50"
"103432","0","700","50"
"103433","0","700","50"
"103611","0","700","50"
"103631","0","700","50"
"103632","0","700","50"
"103711","-200","700","50"
"103712","-200","700","50"
"103731","0","700","50"
"103811","-50","550","50"
"103812","0","650","50"
"103813","-50","550","50"
"103831","0","700","50"
"103832","0","700","50"
"104011","-50","700","50"
"104031","0","700","50"
"104032","0","700","50"
"104033","0","700","50"
"104211","30","600","50"
"104212","-50","700","50"
"104231","0","700","50"
"104232","0","700","50"
"104311","0","750","35"
"104321","0","750","35"
"104331","0","700","50"
"104411","90","900","30"
"104412","0","1200","50"
"104431","0","900","50"
"104511","50","680","50"
"104512","0","610","40"
"104531","0","700","50"
"104532","0","700","50"
"104611","-100","700","50"
"104612","-100","700","50"
"104631","0","700","50"
"104632","0","700","50"
"104711","0","900","50"
"104712","0","900","50"
"104713","0","900","50"
"104715","0","900","50"
"104731","0","800","50"
"104732","0","800","50"
"104811","-5","535","45"
"104831","0","700","50"
"104832","0","700","50"
"104833","0","700","50"
"104911","-200","900","50"
"104912","-10","545","50"
"104914","-200","900","50"
"104931","0","700","50"
"104932","0","700","50"
"105011","0","900","50"
"105031","0","700","50"
"105032","0","700","50"
"105111","0","900","50"
"105112","0","1200","50"
"105131","0","700","50"
"105132","0","700","50"
"105211","-200","700","50"
"105212","-150","650","50"
"105213","-140","700","50"
"105214","-45","600","60"
"105231","0","900","50"
"105232","-15","690","50"
"105311","0","900","50"
"105312","0","900","50"
"105331","0","900","50"
"105332","0","800","50"
"105411","0","900","50"
"105412","-50","700","50"
"105431","0","900","50"
"105432","0","900","50"
"105511","30","600","80"
"105531","0","700","50"
"105532","0","700","50"
"105611","0","1200","50"
"105612","0","700","50"
"105613","0","1200","50"
"105621","0","1200","50"
"105631","0","700","50"
"105632","0","700","50"
"105711","0","700","50"
"105712","0","700","50"
"105731","0","700","50"
"105811","90","675","100"
"105812","-35","600","80"
"105813","-55","640","65"
"105814","-35","600","80"
"105831","0","900","50"
"105911","-70","620","30"
"105912","0","700","50"
"105913","-15","500","60"
"105914","-60","500","10"
"105921","-60","500","10"
"105931","0","700","50"
"105932","0","700","50"
"105933","0","700","50"
"106011","0","735","50"
"106012","-5","750","80"
"106013","0","735","50"
"106014","0","735","50"
"106015","0","735","50"
"106031","0","700","50"
"106112","70","730","50"
"106113","70","730","50"
"106114","-20","480","50"
"106115","70","730","50"
"106116","-20","480","50"
"106118","70","730","50"
"106131","-50","430","0"
"106211","-10","715","50"
"106231","0","800","50"
"106311","-120","765","50"
"106331","-80","750","50"
"106411","-70","590","60"
"106412","-70","590","60"
"106413","-70","590","60"
"106414","-70","590","60"
"106415","-70","590","60"
"106416","-20","700","70"
"106417","-70","590","60"
"106431","0","700","50"
"106432","0","700","50"
"106511","-55","765","65"
"106531","0","520","50"
"106532","0","520","50"
"106611","0","420","70"
"106612","0","420","70"
"106631","-30","550","50"
"106632","-55","550","50"
"106711","-140","760","100"
"106712","-140","760","100"
"106713","-30","1300","150"
"106714","-30","830","40"
"106715","-140","760","100"
"106731","0","800","50"
"106811","110","875","50"
"106812","0","1200","50"
"106813","-40","580","50"
"106814","0","1200","50"
"106815","110","875","50"
"106816","110","875","50"
"106817","110","875","50"
"106818","0","1000","50"
"106831","0","800","50"
"106832","-55","570","20"
"106834","0","800","50"
"106911","0","1200","50"
"106912","0","1200","50"
"106913","-30","700","70"
"106914","-25","690","35"
"106915","-60","1050","100"
"106931","0","800","50"
"107011","0","1200","50"
"107012","0","1200","50"
"107013","-60","600","70"
"107014","-60","600","70"
"107015","-60","600","70"
"107031","0","460","0"
"107032","0","460","0"
"107111","0","1200","50"
"107112","0","1200","50"
"107113","0","1000","50"
"107114","0","1200","50"
"107115","0","1200","50"
"107116","0","1200","50"
"107131","-30","885","40"
"107211","-25","805","50"
"107212","-25","805","50"
"107231","-15","700","50"
"107311","0","1200","50"
"107312","0","1500","50"
"107331","0","800","50"
"107411","-20","680","50"
"107511","-40","550","60"
"107512","30","800","60"
"107611","-60","350","20"
"107612","30","600","50"
"107631","-17","700","50"
"107711","60","610","70"
"107712","60","610","70"
"107811","0","700","50"
"107812","30","800","50"
"107911","-40","565","0"
"107912","-40","565","0"
"107931","0","450","0"
"108011","-110","570","70"
"108012","-110","570","70"
"108013","-110","570","70"
"108031","0","460","50"
"108111","-90","750","65"
"108211","-10","540","85"
"108411","0","650","105"
"108511","0","600","60"
"108611","-60","700","80"
"108711","-50","600","90"
"108732","0","800","50"
"108832","0","800","50"
"108911","25","600","75"
"108912","25","600","75"
"108932","0","800","50"
"109011","-30","680","180"
"109111","-55","700","105"
"109211","10","575","30"
"109311","-10","540","30"
"109411","-75","735","100"
"109511","-60","630","60"
"109611","0","630","90"
"109711","0","720","50"
"109712","0","720","50"
"109811","0","580","50"
"109812","0","800","50"
"109911","-80","640","150"
"110011","20","570","95"
"110031","30","740","50"
"110111","0","515","50"
"110211","0","900","50"
"110311","0","540","30"
"110331","0","560","20"
"110411","-80","600","70"
"110511","-20","700","0"
"110611","-30","710","70"
"110711","0","460","0"
"110811","0","500","0"
"110812","0","600","50"
"110813","0","600","50"
"110831","0","600","50"
"110832","0","600","50"
"110911","0","685","0"
"110931","0","600","50"
"110932","0","600","50"
"111011","-40","485","40"
"111031","0","600","50"
"111032","0","600","50"
"111111","-15","750","70"
"111131","0","600","50"
"111211","25","500","0"
"111311","0","700","50"
"111411","-10","750","90"
"111412","0","1050","50"
"111431","0","800","50"
"111511","-40","750","60"
"111611","-50","750","50"
"111711","-80","875","70"
"111712","-40","600","80"
"111811","-10","600","50"
"111812","-10","600","50"
"111831","-10","700","50"
"111911","-30","660","70"
"111912","-30","660","70"
"112011","-30","750","50"
"112012","-30","750","50"
"112111","-50","650","50"
"112211","-15","750","70"
"112311","-45","635","75"
"112411","0","800","50"
"112431","0","800","50"
"112511","0","800","50"
"112531","0","800","50"
"112611","-15","700","70"
"112631","0","800","50"
"112711","70","715","80"
"112811","-100","710","50"
"112911","15","800","70"
"112912","15","800","70"
"113011","0","530","70"
"113111","0","800","50"
"113211","-10","740","80"
"113311","-90","670","50"
"113411","0","740","50"
"113412","0","740","50"
"113511","-40","550","50"
"113611","0","800","50"
"113612","0","800","50"
"113631","0","800","50"
"113711","30","735","60"
"113712","30","735","60"
"113811","0","605","60"
"113812","0","605","60"
"113911","-60","680","70"
"114011","0","840","75"
"114111","0","795","50"
"114211","-10","650","70"
"114311","10","690","70"
"114411","-40","590","70"
"114511","0","800","50"
"114611","0","900","50"
"114612","0","900","50"
"114711","0","900","50"
"115011","50","750","90"
"115511","50","640","70"
"115512","50","640","70"
"115611","-20","580","70"
"115711","0","700","50"
"115811","-25","490","30"
"115812","-25","490","30"
"115911","0","750","75"
"116011","120","800","15"
"116211","0","600","50"
"116311","0","800","50"
"116411","0","800","50"
"116511","0","670","60"
"116512","0","670","60"
"116611","-75","630","70"
"116711","0","600","50"
"116712","0","600","50"
"116713","0","600","50"
"116811","-80","550","60"
"116911","0","590","70"
"117011","-50","550","75"
"117111","-110","700","75"
"117211","20","640","50"
"117311","40","640","70"
"117411","-125","705","50"
"117431","0","600","50"
"117511","0","800","50"
"117611","-30","670","60"
"117711","55","760","75"
"117811","-135","830","75"
"117911","0","650","75"
"118011","-20","740","70"
"118031","-20","740","70"
"118111","0","700","50"
"118131","30","600","50"
"118231","0","800","50"
"118311","-15","665","80"
"118411","-35","600","80"
"118511","0","700","50"
"118531","0","700","50"
"119011","5","725","60"
"119111","-110","740","75"
"119112","-80","690","75"
"119211","0","800","50"
"119311","0","900","50"
"119911","-50","630","80"
"120011","-60","670","60"
"120012","-200","900","50"
"120013","-55","700","105"
"120014","-110","700","75"
"120015","-10","545","50"
"120016","-200","900","50"
"120017","-200","900","50"
"120411","15","500","70"
"120412","15","500","70"
"120511","0","800","50"
"120611","55","600","70"
"120612","55","600","70"
"120711","0","700","60"
"120811","65","800","60"
"120911","70","770","60"
"120912","-110","700","70"
"121011","-55","630","65"
"121111","-55","570","50"
"121211","-70","930","60"
"121212","-70","930","60"
"121311","0","750","50"
"121411","0","630","70"
"121511","0","710","70"
"121512","0","710","70"
"121611","0","650","50"
"121612","0","650","50"
"121711","0","700","50"
"121811","-45","655","50"
"121911","20","700","70"
"121912","20","700","70"
"122011","25","615","70"
"122012","25","615","70"
"122111","0","700","50"
"122211","-85","710","70"
"122311","0","800","50"
"122331","0","800","50"
"122332","0","800","50"
"122333","0","800","50"
"122411","0","1200","50"
"122431","0","700","50"
"122511","-65","670","60"
"122531","-70","650","100"
"122611","0","800","50"
"122631","0","700","50"
"122711","-30","560","70"
"122731","0","700","50"
"122811","0","800","50"
"122831","0","700","50"
"122911","-25","620","70"
"123111","-10","720","80"
"123112","-10","720","80"
"123211","-20","710","70"
"123311","-30","595","70"
"123312","-30","595","70"
"123331","0","800","50"
"123511","0","1200","50"
"123611","0","800","50"
"123711","-40","580","50"
"123811","0","800","50"
"123911","-85","615","60"
"123912","-90","620","60"
"124011","-50","720","75"
"124012","0","750","75"
"124111","-60","650","70"
"124112","-60","650","70"
"124211","0","1000","70"
"124212","0","1000","70"
"124213","0","1000","70"
"124214","0","1000","70"
"124311","-5","650","80"
"124411","-75","600","60"
"124511","-120","750","35"
"124611","-10","550","70"
"124711","15","620","60"
"124811","-10","750","70"
"124812","0","800","50"
"124911","-105","875","60"
"125011","-95","655","70"
"125012","-35","535","70"
"125013","-35","535","70"
"125014","-95","655","70"
"125111","-5","580","60"
"125211","-75","700","60"
"125212","-75","700","60"
"125311","0","650","50"
"125312","0","1500","50"
"125313","0","1500","50"
"125314","0","1500","50"
"125411","-70","615","50"
"125412","0","1500","50"
"125413","0","1500","50"
"125414","-70","615","50"
"125511","50","750","35"
"125512","50","750","35"
"125611","-165","750","55"
"125612","-165","750","55"
"125613","-165","750","55"
"125614","0","800","50"
"125631","0","800","50"
"125711","0","800","50"
"125811","-45","570","50"
"125812","0","800","50"
"125813","0","800","50"
"125821","-45","570","50"
"125822","-45","570","50"
"125823","-45","570","50"
"125831","0","800","50"
"126011","-45","580","60"
"126012","0","800","50"
"126013","-30","460","60"
"126014","-45","580","60"
"126021","-45","580","60"
"126022","-45","580","60"
"126023","-45","580","60"
"126031","0","800","50"
"126111","-45","570","50"
"126112","0","800","50"
"126113","-35","660","50"
"126121","-45","570","50"
"126122","-45","570","50"
"126123","-45","570","50"
"126131","0","800","50"
"126211","-60","550","70"
"126212","0","800","50"
"126311","-70","620","60"
"126411","0","1200","50"
"126412","0","1200","50"
"126413","0","720","50"
"126414","0","720","50"
"126431","0","800","50"
"126511","0","1200","50"
"126512","0","1300","150"
"126531","0","1500","50"
"126532","0","1600","50"
"126533","0","800","50"
"126611","-90","700","80"
"126711","0","700","50"
"126811","0","800","50"
"126911","5","710","70"
"127011","0","800","50"
"127012","0","800","50"
"127111","-25","700","55"
"127112","-25","700","55"
"127211","-75","700","55"
"127212","-75","700","55"
"127213","-75","700","55"
"127214","-75","700","55"
"127215","-75","700","55"
"127311","0","700","65"
"127312","0","700","65"
"127511","-45","630","60"
"127512","-45","630","60"
"127611","-35","700","65"
"127612","-35","700","65"
"127711","-35","465","50"
"127712","-35","465","50"
"127731","0","800","50"
"127811","0","520","70"
"127812","0","520","70"
"127813","-20","550","60"
"127831","0","800","50"
"127911","-40","630","75"
"128011","-145","600","60"
"128111","-65","800","40"
"128112","-100","800","50"
"128211","-35","650","60"
"128212","-35","650","60"
"128311","-60","650","50"
"128411","-75","620","60"
"128511","0","660","65"
"128711","-15","620","60"
"128811","-55","750","65"
"128812","-55","750","65"
"128911","-10","760","50"
"129011","0","600","60"
"129012","-15","760","60"
"129013","-15","760","60"
"129014","-15","760","60"
"129021","-15","760","60"
"129031","0","800","50"
"129311","0","800","50"
"129411","15","600","60"
"129412","15","600","60"
"129511","-10","550","50"
"129611","40","600","60"
"129612","0","500","70"
"129613","0","500","70"
"129631","0","1000","50"
"129711","0","800","70"
"129712","-60","760","50"
"129714","0","800","70"
"129731","0","800","50"
"129811","-65","630","65"
"129911","0","800","50"
"130011","-75","675","50"
"130012","0","1500","50"
"130013","-75","675","50"
"130031","0","1500","50"
"130111","-20","415","50"
"130112","0","460","50"
"130113","-20","415","50"
"130211","-55","570","50"
"130212","0","800","50"
"130213","-55","570","50"
"130231","0","800","50"
"130711","-45","680","55"
"130811","0","700","50"
"130911","0","740","70"
"130912","0","740","70"
"130931","0","740","70"
"131011","0","900","50"
"131111","-35","530","60"
"131112","-35","530","60"
"131211","-15","600","45"
"131212","-15","600","45"
"131213","0","900","50"
"131214","0","900","50"
"131611","0","600","50"
"131711","0","660","55"
"131811","30","1400","50"
"131812","30","1400","50"
"131813","30","1400","50"
"131911","0","800","50"
"132011","-40","500","60"
"132012","-40","500","60"
"132111","0","800","50"
"132112","0","800","50"
"132113","0","800","50"
"132114","0","800","50"
"132211","10","650","50"
"132212","10","650","50"
"132213","10","650","50"
"132214","10","650","50"
"132311","-50","740","45"
"132312","-50","740","45"
"132331","0","800","50"
"132411","25","680","30"
"132412","25","680","30"
"132413","25","680","30"
"132431","0","800","50"
"132511","-90","550","30"
"132512","-90","550","30"
"132531","0","800","50"
"132611","-10","580","30"
"132612","-10","580","30"
"132711","-100","710","50"
"132712","-100","710","50"
"132811","5","700","65"
"132812","5","700","65"
"132813","5","700","65"
"132911","-105","600","50"
"132912","-105","600","50"
"133011","-50","770","70"
"133012","-50","770","70"
"133013","-50","770","70"
"133014","-50","770","70"
"133015","-50","770","70"
"133031","0","800","50"
"133032","0","800","50"
"133111","5","600","50"
"133112","5","600","50"
"133113","5","600","50"
"133114","5","600","50"
"133115","5","600","50"
"133116","5","600","50"
"133131","0","700","50"
"133211","-80","680","50"
"133212","-80","680","50"
"133511","-55","700","50"
"133512","-55","700","50"
"133611","-55","800","60"
"133612","-55","800","60"
"133631","0","1200","50"
"133711","-75","500","35"
"133712","-75","500","35"
"133811","-35","610","40"
"133812","-35","610","40"
"133813","0","1600","50"
"133911","5","690","35"
"133912","5","690","35"
"134011","0","1200","50"
"134031","0","1200","50"
"134311","40","770","45"
"134411","90","700","55"
"134511","55","1000","35"
"134512","55","1000","35"
"134513","55","1000","35"
"134514","55","1000","35"
"134611","-50","600","50"
"134612","-50","600","50"
"134613","-50","600","50"
"134614","-50","600","50"
"134711","-35","740","50"
"134712","-35","740","50"
"134731","0","800","50"
"134811","30","600","50"
"134812","30","615","50"
"134911","25","830","60"
"134912","25","830","60"
"134931","30","800","50"
"135011","0","700","50"
"135012","0","700","50"
"135111","-40","580","60"
"135211","0","800","50"
"135311","0","500","50"
"135411","0","500","50"
"135511","0","700","50"
"135512","-60","720","40"
"135513","-60","720","40"
"135514","-60","720","40"
"135515","-60","720","40"
"135516","-60","720","40"
"135517","-60","720","40"
"135531","0","700","50"
"135611","-10","650","60"
"135612","-10","650","60"
"135613","-170","970","65"
"135614","-170","970","65"
"135615","-170","970","65"
"135616","-170","970","65"
"135617","-170","970","65"
"135618","-170","970","65"
"135619","-170","970","65"
"135631","0","700","50"
"135711","30","900","50"
"135712","30","900","50"
"135811","-130","795","60"
"135812","-130","795","60"
"135831","0","1000","50"
"135911","-20","630","70"
"135912","0","800","50"
"135913","-20","630","70"
"135914","0","800","50"
"135915","0","800","50"
"135916","-20","630","70"
"135931","-20","600","50"
"136011","-25","900","75"
"136012","-25","900","75"
"136014","0","1500","50"
"136031","30","600","50"
"136111","0","800","50"
"136112","0","800","50"
"136131","0","800","50"
"136132","0","800","50"
"136211","-30","780","50"
"136212","-30","780","50"
"136231","0","800","50"
"136311","10","700","55"
"136312","10","700","55"
"136411","-50","600","45"
"136412","-50","600","45"
"136413","-50","600","45"
"136414","-50","600","45"
"136511","0","800","50"
"137111","0","900","50"
"137411","-20","550","50"
"137412","-20","550","50"
"137611","-30","750","60"
"137612","-30","750","60"
"137911","25","720","40"
"137912","25","720","40"
"138011","-65","800","40"
"138012","-65","800","40"
"138111","-55","700","50"
"138211","-25","830","50"
"138212","-25","830","50"
"138311","-25","700","50"
"138312","-25","700","50"
"138711","0","900","50"
"138712","0","900","50"
"138811","-40","530","70"
"138812","-40","530","70"
"138911","-36","640","65"
"138912","-36","640","65"
"138913","-36","640","65"
"139011","-30","560","60"
"139012","-30","560","60"
"139111","0","830","60"
"139112","0","830","60"
"139211","0","800","50"
"139212","0","800","50"
"139231","0","800","50"
"139311","-10","820","70"
"139312","0","800","50"
"139313","-10","820","70"
"139331","0","800","50"
"139411","0","800","50"
"139412","0","800","50"
"139413","0","800","50"
"139431","0","800","50"
"161199","0","800","50"
"161499","0","800","50"
"170111","30","835","70"
"171199","0","800","50"
"180111","0","715","50"
"180211","-40","800","50"
"180311","25","840","50"
"180411","-50","725","50"
"180412","-55","730","50"
"180511","0","755","80"
"180611","-5","700","70"
"180612","-10","630","50"
"181211","-35","670","70"
"181212","-35","670","70"
"190011","0","900","50"
"190711","-15","530","50"
"190712","-15","530","50"
"190731","0","1000","50"
"190811","0","1200","50"
"190814","0","1000","50"
"190815","0","1000","50"
"190911","0","1200","50"
"190912","30","800","50"
"191011","0","1200","50"
"191031","0","1200","50"
"191111","-30","690","60"
"191112","-30","750","60"
"191113","-30","750","60"
"191199","0","800","50"
"191311","-15","760","60"
"191312","-15","760","60"
"191314","-15","760","60"
"191411","0","850","50"
"191412","0","850","50"
"191413","0","850","50"
"191611","0","800","50"
"191616","0","800","50"
"191618","0","500","50"
"191711","-50","780","60"
"191712","-50","1150","150"
"191713","-275","1600","70"
"191731","0","800","50"
"191732","0","800","50"
"191733","0","800","50"
"191911","0","1100","50"
"191915","0","1100","50"
"192011","0","700","50"
"192012","0","550","70"
"192014","-30","580","70"
"192611","0","1500","50"
"192612","0","1500","50"
"192613","-26","1090","70"
"192711","-75","645","80"
"192721","-75","645","80"
"192722","-75","645","80"
