48a86ab943dffbb78d07e89528fb6d3d3a68de1fd8b9ee4029620da44be89fae,927661647621e9bd458cc8d522172c2540fae505ea692092b38fa2cdb6067d89,792afe6936cca7cb7404115518eb572f0332550111e18e82f1b504cc0701ee70,3d24cfeceffd3c1b8044c43f218b3c7a3a6a07eb441b06ced07bc28761f4e838,e8f09289c86b83c8e8ae64595e195437786e74ffa77978001be8717a7c2c22d2,54ad0bc008281d18d6aa92dd850d4fc125e27ed69388bc510196c8909a39dfa1,3d4c68f1d06a2a7245401b2a179b9fdab35010bf3226387f40332de8a851a42f,eda4d8c64f69fa9ef0e2edd882646ae14e4dfc01268c91680da230eaadc41d89,7e3bc88afc21a12dedbc20dec60cad98ae2e5e7219e17f47fd460697e7aa543d,793f1119a76dfd749996425c43cf304f75f4ea7c04bde595633f30b556962c9a,5634f6cf2f7b675fe3b6373817d85ec8d3f77a9427b68b00c7acf4143fc906c8,97e3212700b2a36133803693e6e9bc95e02e12d3dbfca604ea9aa7c1518e8ec6,c25d47b173bfc6f87d0c7f7e287a9e55a0ff9a5f648cbf6ecf077cb04a59dace,edb2ca6aaf596e2448d0c9809f43b1d8827e96cc23680033fd12ed9ef47813a2,095bbbece6ad5f82b6998fcf42c12147f88ed5adf8532b8d0f935404aac7ab00,d51298b078da07e3f8cc480c3ac63049f64969ad8b478b084e32c225ced5e5e6,00b577e4834fe07d1b9e5d883ac2663962508f23f3f063ececf7f0ab608d15b3,6f4b86c772589e89bb2c53affbdb10ba392a1cef17f335d3fc18aa2b09eda3d9,3de8dac983e07e0dc9a71f6520f769a930afc8716037abbc7d9496e2022143fb,cb079e560b15774387989c5ec462090cc3003b7ada96716e7bb50201aace4353,ed5a76f97127deb8e0acec422d3cfb771b9a72bed1cb31c2874a3a6f87afdc2d,97dd548262ef4df8803083d6b1651f80a4bb8d90ccf518b2027cb21d7ccf44d3,bb4b62d5fc1d03122dfa39f20817c1b8e30ce47e665bbc9d3d5f19425ba28611,eb7aa83de2c1691611394db8a17acd635ffba1d5b94a2b2c40bf8519324692b5,569fc3fa678004e7ab73d8f9c0a753aae27e573eebcede34c6cc61de49f10cdc,a5c8ea59c79e9640ed5648a5d6837aa7d238442f3f95a1c00a15420580ed88fc,3acd4a85554a1d9d470db074b6885c478a17f5c80a9c72bc6952362d4204a585,ff2f3187b9a78a3db034e467aefd7aeed1ff82064ab8f7c7c93ca2e2d2095f95,ee40174764768b0178e696b6e0bba9e278087f68b6bbd7da499637b162b003f1,14e2fc825c2926be4e4a63cd88e17f191e5293bdcd540e8cd34e0250adab85a4,87c36b5f83680d1de753b8c20d3b20c9e3c5adbb1ece6fd6618a6997593c4dd5,e67023a8c8c6acc4836f9a69b82eb3c55585893e48cd4be5f6378e6aa5676322,b910b259c31f3916815d7bfdf9b7a1dbf65ffc7369f653180c76b7423adf9923,050b5758acbf799ed4165a83c55974d56f9738c4de09b6fa0c13db09fb30cfc7,cfde43af5ae622783c4b26c66f2fd5f6463d35437c5c1374a047433334971bc7,59e9ae2c852661a5c23a79e498ccd6bb7d82ca12380447cca07b2e3bd7c4a630,01f784887dc979283f9ac5fffbbf31d1639271fcb6bf68f9efdb95387c29c412,534896fc484543fa9612f2174f5e7dc4760117130f89c9c3086a16ed7f85db98,c750d800feef972c9e84bcf59dcb5a5658880f778347a7fd60fc206c0ffe3d06,1a1beedf6ee95eb163f38aa59719468ce7497ac7674e7068c9df45564ccee230,f164d7bc428c8594045846b09a95b699863f951033404d7eb94c93fd42f5ac0b,04867b61d8b318fcc74bf50774963c375fe2c8c2006cfd5303cdf0e62650cf1f
"166","-1","0","0","0","721603701","0","0","140000","0","370","0","0.7","102152","91002","1","-40","94002","16","300","-168","480000","0","0","-335","0.7","0.7","40001","0","90","-1","72160370","1","bgm_M126","0","90005","0.9","0.7","333","2200116","0","30"
"166","-1","0","0","0","721703801","0","0","140000","0","380","0","0.7","102162","91002","1","0","94002","17","300","-168","480000","0","0","-335","0.7","0.7","40001","0","90","-1","72170380","1","bgm_M126","0","90005","0.9","0.7","333","2200117","0","30"
"166","-1","0","0","0","721803901","0","0","140000","0","390","0","0.7","102162","91002","1","0","94002","18","300","-168","560000","0","0","-335","0.7","0.7","40001","0","90","-1","72180390","1","bgm_M126","0","90005","0.9","0.7","333","2200118","0","30"
"166","-1","0","0","0","721904001","0","0","140000","0","400","0","0.7","102322","91002","1","0","94002","19","300","-168","560000","0","0","-335","0.7","0.7","40001","0","90","-1","72190400","1","bgm_M126","0","90005","0.9","0.7","333","2200119","0","30"
"166","-1","0","0","0","722004101","0","0","140000","0","410","0","0.7","102322","91002","1","0","94002","20","300","-168","640000","0","0","-335","0.7","0.7","40001","0","90","-1","72200410","1","bgm_M126","0","90005","0.9","0.7","333","2200120","0","30"
"166","-1","0","0","0","722104201","0","0","140000","0","420","0","0.7","102502","91002","1","0","94002","21","300","-168","640000","0","0","-335","0.7","0.7","40001","0","90","-1","72210420","1","bgm_M126","0","90005","0.8","0.7","333","2200121","0","30"
"166","-1","0","0","0","722204301","0","0","140000","0","430","0","0.7","102502","91002","1","0","94002","22","300","-168","720000","0","0","-335","0.7","0.7","40001","0","90","-1","72220430","1","bgm_M126","0","90005","0.8","0.7","333","2200122","0","30"
"166","-1","0","0","0","722304401","0","0","140000","0","440","0","0.7","102512","91002","1","0","94002","23","300","-168","720000","0","0","-335","0.7","0.7","40001","0","90","-1","72230440","1","bgm_M126","0","90005","0.9","0.7","333","2200123","0","30"
"166","-1","0","0","0","722404501","0","0","140000","0","450","0","0.7","102512","91002","1","0","94002","24","300","-168","800000","0","0","-335","0.7","0.7","40001","0","90","-1","72240450","1","bgm_M126","0","90005","0.9","0.7","333","2200124","0","30"
"166","-1","0","0","0","722504601","0","0","140000","0","460","0","0.7","102632","91002","1","0","94002","25","300","-168","800000","0","0","-335","0.7","0.7","40001","0","90","-1","72250460","1","bgm_M126","0","90005","0.9","0.7","333","2200125","0","30"
"166","-1","0","0","0","722604701","0","0","140000","0","470","0","0.7","102632","91002","1","0","94002","26","300","-168","880000","0","0","-335","0.7","0.7","40001","0","90","-1","72260470","1","bgm_M126","0","90005","0.9","0.7","333","2200126","0","30"
"166","-1","0","0","0","722704801","0","0","140000","0","480","0","0.7","102642","91002","1","0","94002","27","300","-168","880000","0","0","-335","0.7","0.7","40001","0","90","-1","72270480","1","bgm_M126","0","90005","0.8","0.7","333","2200127","0","30"
"166","-1","0","0","0","722804901","0","0","140000","0","490","0","0.7","102642","91002","1","0","94002","28","300","-168","960000","0","0","-335","0.7","0.7","40001","0","90","-1","72280490","1","bgm_M126","0","90005","0.8","0.7","333","2200128","0","30"
"166","-1","0","0","0","722905001","0","0","140000","0","500","0","0.7","102702","91002","1","0","94002","29","300","-168","960000","0","0","-335","0.7","0.7","40001","0","90","-1","72290500","1","bgm_M126","0","90005","0.8","0.7","333","2200129","0","30"
"166","-1","0","0","0","723005101","0","0","140000","0","510","0","0.7","102702","91002","1","0","94002","30","300","-168","1040000","0","0","-335","0.7","0.7","40001","0","90","-1","72300510","1","bgm_M126","0","90005","0.8","0.7","333","2200130","0","30"
"166","-1","0","0","0","723105201","0","0","140000","0","520","0","0.7","102712","91002","1","0","94002","31","300","-168","1040000","0","0","-335","0.7","0.7","40001","0","90","-1","72310520","1","bgm_M126","0","90005","0.8","0.7","333","2200131","0","30"
"166","-1","0","0","0","723205301","0","0","140000","0","530","0","0.7","102712","91002","1","0","94002","32","300","-168","1120000","0","0","-335","0.7","0.7","40001","0","90","-1","72320530","1","bgm_M126","0","90005","0.8","0.7","333","2200132","0","30"
"166","-1","0","0","0","723305401","0","0","140000","0","540","0","0.7","102502","91002","1","0","94002","33","300","-168","1120000","0","0","-335","0.7","0.7","40001","0","90","-1","72330540","1","bgm_M126","0","90005","0.8","0.7","333","2200133","0","30"
"166","-1","0","0","0","723405501","0","0","140000","0","550","0","0.7","102502","91002","1","0","94002","34","300","-168","1200000","0","0","-335","0.7","0.7","40001","0","90","-1","72340550","1","bgm_M126","0","90005","0.8","0.7","333","2200134","0","30"
"166","-1","0","0","0","723505601","0","0","140000","0","560","0","0.7","102832","91002","1","0","94002","35","300","-168","1200000","0","0","-335","0.7","0.7","40001","0","90","-1","72350560","1","bgm_M126","0","90005","0.9","0.7","333","2200135","0","30"
"166","-1","0","0","0","723605701","0","0","140000","0","570","0","0.7","102832","91002","1","0","94002","36","300","-168","1280000","0","0","-335","0.7","0.7","40001","0","90","-1","72360570","1","bgm_M126","0","90005","0.9","0.7","333","2200136","0","30"
"166","-1","0","0","0","723705801","0","0","140000","0","580","0","0.7","102502","91002","1","0","94002","37","300","-168","1280000","0","0","-335","0.7","0.7","40001","0","90","-1","72370580","1","bgm_M126","0","90005","0.8","0.7","333","2200137","0","30"
"299","99","0","0","0","723805901","0","0","140000","0","590","0","0.7","102502","91002","1","0","94002","38","300","-101","1360000","0","0","-301","0","0.7","40001","0","90","-1","72380590","1","bgm_M126","0","90005","0.8","0.7","0","2200138","0","30"
"299","99","0","0","0","723906001","0","0","140000","0","600","0","0.7","101902","91002","1","0","94002","39","300","-101","1360000","0","0","-301","0","0.7","40001","0","90","-1","72390600","1","bgm_M126","0","90005","0.9","0.7","0","2200139","0","30"
"299","99","0","0","0","724006101","0","0","140000","0","610","0","0.7","101902","91002","1","0","94002","40","300","-101","1440000","0","0","-301","0","0.7","40001","0","90","-1","72400610","1","bgm_M126","0","90005","0.9","0.7","0","2200140","0","30"
"299","99","0","0","0","724106201","0","0","140000","0","620","0","0.7","102162","91002","1","0","94002","41","300","-101","1440000","0","0","-301","0","0.7","40001","0","90","-1","72410620","1","bgm_M126","0","90005","0.9","0.7","0","2200141","0","30"
"299","99","0","0","0","724206301","0","0","140000","0","630","0","0.7","102162","91002","1","0","94002","42","300","-101","1520000","0","0","-301","0","0.7","40001","0","90","-1","72420630","1","bgm_M126","0","90005","0.9","0.7","0","2200142","0","30"
"299","99","0","0","0","724306401","0","0","140000","0","640","0","0.7","101312","91002","1","0","94002","43","300","-101","1520000","0","0","-301","0","0.7","40001","0","90","-1","72430640","1","bgm_M126","0","90005","0.7","0.7","0","2200143","0","30"
"299","99","0","0","0","724406501","0","0","140000","0","650","0","0.7","101312","91002","1","0","94002","44","300","-101","1600000","0","0","-301","0","0.7","40001","0","90","-1","72440650","1","bgm_M126","0","90005","0.7","0.7","0","2200144","0","30"
"299","99","0","0","0","724506601","0","0","140000","0","660","0","0.7","102142","91002","1","0","94002","45","300","-101","1600000","0","0","-301","0","0.7","40001","0","90","-1","72450660","1","bgm_M126","0","90005","0.7","0.7","0","2200145","0","30"
"299","99","0","0","0","724606701","0","0","140000","0","670","0","0.7","102142","91002","1","0","94002","46","300","-101","1680000","0","0","-301","0","0.7","40001","0","90","-1","72460670","1","bgm_M126","0","90005","0.7","0.7","0","2200146","0","30"
"299","99","0","0","0","724706801","0","0","140000","0","680","0","0.7","102512","91002","1","0","94002","47","300","-101","1680000","0","0","-301","0","0.7","40001","0","90","-1","72470680","1","bgm_M126","0","90005","0.9","0.7","0","2200147","0","30"
"299","99","0","0","0","724806901","0","0","140000","0","690","0","0.7","102512","91002","1","0","94002","48","300","-101","1760000","0","0","-301","0","0.7","40001","0","90","-1","72480690","1","bgm_M126","0","90005","0.9","0.7","0","2200148","0","30"
"299","99","0","0","0","724907001","0","0","140000","0","700","0","0.7","101512","91002","1","0","94002","49","300","-101","1760000","0","0","-301","0","0.7","40001","0","90","-1","72490700","1","bgm_M126","0","90005","0.9","0.7","0","2200149","0","30"
"299","99","0","0","0","725007101","10","0","140001","0","710","0","0.7","101512","91002","15","0","94002","50","300","-101","1840000","0","50003","-301","0","0.7","40001","0","90","-1","72500710","1","bgm_M126","0","90005","0.9","0.7","0","2200150","0","30"
"299","99","0","0","0","725107201","10","0","140001","0","720","0","0.7","102642","91002","15","0","94002","51","300","-101","1840000","0","50003","-301","0","0.7","40001","0","90","-1","72510720","1","bgm_M126","0","90005","0.9","0.7","0","2200151","0","30"
"299","99","0","0","0","725207301","10","0","140001","0","730","0","0.7","102642","91002","15","0","94002","52","300","-101","1920000","0","50003","-301","0","0.7","40001","0","90","-1","72520730","1","bgm_M126","0","90005","0.9","0.7","0","2200152","0","30"
"299","99","0","0","0","725307401","10","0","140001","0","740","0","0.7","101522","91002","15","0","94002","53","300","-101","1920000","0","50003","-301","0","0.7","40001","0","90","-1","72530740","1","bgm_M126","0","90005","0.9","0.7","0","2200153","0","30"
"299","99","0","0","0","725407501","10","0","140001","0","750","0","0.7","101522","91002","15","0","94002","54","300","-101","2000000","0","50003","-301","0","0.7","40001","0","90","-1","72540750","1","bgm_M126","0","90005","0.9","0.7","0","2200154","0","30"
