ba7b12b8b68ae2ab30a7c162ab8d04f6604ddfdc2f9fcd3e56c4a38d45b00652,304c863b33347c7d92a043db05dd24706eaf5e1f1de0434eedcfc09fa4d1a4ec,18cabab40b77b17b4e9cbf3886eb0f8006c26a2bf4273178cf56ebf048bc1657,def50ff5d3dec2ca328b64efa992e9de068e0109a1c16e918d80ae3ff95027f0,51e09af691fd75d820eb6ecb42ca1bdd6b5847aa3ad1e524e92c6d354706b8c2,437bba9a2ef6240349a1a9283883e2c4e60bc8905af0f16ad3be1c7a4dc76b6a,ce1e1f749099bf37c7b499df1b19cac8b4ce8c7335b54e7b56a32c5103ba902f,bcfa56f572dda00da647840198b22a368f1b34baf09c1666284e3f9abd6358a2,6a17a92db3d4320c0935cb9acb874f4ce5394a1fbeb253efa6e3e7d87107a722,c152d6d1ca01e3f5525fea2b9a24fc728b1463052b80e5c3abade379454a3691,318d0e5f44452b613a6ee960a33678467594e5bb094a64661e6797f97016984d,d067a0638bc8daf215ba6ac491ce645eeed66c8ddab8fa958af2f575a70a59dc,a7e0678516989d28712e3bccc0998d1aedcaecb188e6704c8b25320096253055,f930b10af31369bf03b3c9ba99611ba2bf1c26c2c6519b144363bfdf87aaeb80,5a38960553731a3e326723f20a7a34806ef28f88dee2c2bd9b0e65fa8cfd9502
"610136008","0","0","0","0","0","0","0","1","0","102401005","610136505","16","0","61013601"
"610136009","0","0","0","0","0","0","0","1","0","102401006","610136506","16","0","61013601"
"610137007","0","0","0","0","0","0","0","1","0","102401007","610137504","16","0","61013601"
"610137008","0","0","0","0","0","0","0","1","0","102401008","610137504","16","0","61013601"
"610137009","0","0","0","0","0","0","0","1","0","102401009","610137504","16","0","61013601"
"610140007","0","0","0","0","0","0","0","1","0","102402001","610140504","16","0","61014001"
"610140008","0","0","0","0","0","0","0","1","0","102402002","610140504","16","0","61014001"
"610140009","0","0","0","0","0","0","0","1","0","102402003","610140504","16","0","61014001"
"610142004","0","0","0","0","0","0","0","1","0","102403001","610142404","16","0","61014201"
"610142005","0","0","0","0","0","0","0","1","0","102403002","610142405","16","0","61014201"
"610142006","0","0","0","0","0","0","0","1","0","102403003","610142406","16","0","61014201"
"610142007","0","0","0","0","0","0","0","1","0","102403004","610142504","16","0","61014201"
"610142008","0","0","0","0","0","0","0","1","0","102403005","610142505","16","0","61014201"
"610142009","0","0","0","0","0","0","0","1","0","102403006","610142506","16","0","61014201"
"610144004","0","0","0","0","0","0","0","1","0","102404001","610144404","16","0","61014401"
"610144005","0","0","0","0","0","0","0","1","0","102404002","610144405","16","0","61014401"
"610144006","0","0","0","0","0","0","0","1","0","102404003","610144406","16","0","61014401"
"610144007","0","0","0","0","0","0","0","1","0","102404004","610144504","16","0","61014401"
"610144008","0","0","0","0","0","0","0","1","0","102404005","610144505","16","0","61014401"
"610144009","0","0","0","0","0","0","0","1","0","102404006","610144506","16","0","61014401"
"610146004","0","0","0","0","0","0","0","1","0","102405001","610146404","16","0","61014601"
"610146005","0","0","0","0","0","0","0","1","0","102405002","610146405","16","0","61014601"
"610146006","0","0","0","0","0","0","0","1","0","102405003","610146406","16","0","61014601"
"610146007","0","0","0","0","0","0","0","1","0","102405004","610146504","16","0","61014601"
"610146008","0","0","0","0","0","0","0","1","0","102405005","610146505","16","0","61014601"
"610146009","0","0","0","0","0","0","0","1","0","102405006","610146506","16","0","61014601"
"610148004","0","0","0","0","0","0","0","1","0","102406001","610148404","16","0","61014801"
"610148005","0","0","0","0","0","0","0","1","0","102406002","610148405","16","0","61014801"
"610148006","0","0","0","0","0","0","0","1","0","102406003","610148406","16","0","61014801"
"610148007","0","0","0","0","0","0","0","1","0","102406004","610148504","16","0","61014801"
"610148008","0","0","0","0","0","0","0","1","0","102406005","610148505","16","0","61014801"
"610148009","0","0","0","0","0","0","0","1","0","102406006","610148506","16","0","61014801"
"610150004","0","0","0","0","0","0","0","4","0","102407001","610150404","16","0","61015001"
"610150005","0","0","0","0","0","0","0","4","0","102407002","610150405","16","0","61015001"
"610150006","0","0","0","0","0","0","0","4","0","102407003","610150406","16","0","61015001"
"610150007","0","0","0","0","0","0","0","4","0","102407004","610150504","16","0","61015001"
"610150008","0","0","0","0","0","0","0","4","0","102407005","610150505","16","0","61015001"
"610150009","0","0","0","0","0","0","0","4","0","102407006","610150506","16","0","61015001"
"610152004","0","0","0","0","0","0","0","4","0","102408001","610152404","16","0","61015201"
"610152005","0","0","0","0","0","0","0","4","0","102408002","610152405","16","0","61015201"
"610152006","0","0","0","0","0","0","0","4","0","102408003","610152406","16","0","61015201"
"610152007","0","0","0","0","0","0","0","4","0","102408004","610152504","16","0","61015201"
"610152008","0","0","0","0","0","0","0","4","0","102408005","610152505","16","0","61015201"
"610152009","0","0","0","0","0","0","0","4","0","102408006","610152506","16","0","61015201"
"610154004","0","0","0","0","0","0","0","4","0","102409001","610154404","16","0","61015401"
"610154005","0","0","0","0","0","0","0","4","0","102409002","610154405","16","0","61015401"
"610154006","0","0","0","0","0","0","0","4","0","102409003","610154406","16","0","61015401"
"610154007","0","0","0","0","0","0","0","4","0","102409004","610154504","16","0","61015401"
"610154008","0","0","0","0","0","0","0","4","0","102409005","610154505","16","0","61015401"
"610154009","0","0","0","0","0","0","0","4","0","102409006","610154506","16","0","61015401"
"610156004","0","0","0","0","0","0","0","4","0","102410001","610156404","16","0","61015501"
"610156005","0","0","0","0","0","0","0","4","0","102410002","610156405","16","0","61015501"
"610156006","0","0","0","0","0","0","0","4","0","102410003","610156406","16","0","61015501"
"610156007","0","0","0","0","0","0","0","4","0","102410004","610156504","16","0","61015501"
"610156008","0","0","0","0","0","0","0","4","0","102410005","610156505","16","0","61015501"
"610156009","0","0","0","0","0","0","0","4","0","102410006","610156506","16","0","61015501"
"610158004","0","0","0","0","0","0","0","4","0","102411001","610158404","16","0","61015801"
"610158005","0","0","0","0","0","0","0","4","0","102411002","610158405","16","0","61015801"
"610158006","0","0","0","0","0","0","0","4","0","102411003","610158406","16","0","61015801"
"610158007","0","0","0","0","0","0","0","4","0","102411004","610158504","16","0","61015801"
"610158008","0","0","0","0","0","0","0","4","0","102411005","610158505","16","0","61015801"
"610158009","0","0","0","0","0","0","0","4","0","102411006","610158506","16","0","61015801"
"610160004","0","0","0","0","0","0","0","4","0","102412001","610160404","16","0","61016001"
"610160005","0","0","0","0","0","0","0","4","0","102412002","610160405","16","0","61016001"
"610160006","0","0","0","0","0","0","0","4","0","102412003","610160406","16","0","61016001"
"610160007","0","0","0","0","0","0","0","4","0","102412004","610160504","16","0","61016001"
"610160008","0","0","0","0","0","0","0","4","0","102412005","610160505","16","0","61016001"
"610160009","0","0","0","0","0","0","0","4","0","102412006","610160506","16","0","61016001"
"610201101","0","0","0","0","0","0","0","4","0","102501001","610201102","57","0","61016201"
"610201102","0","0","0","0","0","0","0","4","0","102501002","610201204","58","0","61016201"
"610201103","0","0","0","0","0","0","0","4","0","102501003","610201205","58","0","61016201"
"610201104","0","0","0","0","0","0","0","4","0","102501004","610201206","58","0","61016201"
"610201105","0","0","0","0","0","0","0","4","0","102501005","610201304","58","0","61016201"
"610201106","0","0","0","0","0","0","0","4","0","102501006","610201305","58","0","61016201"
"610201107","0","0","0","0","0","0","0","4","0","102501007","610201306","58","0","61016201"
"610201151","0","0","0","0","0","0","0","4","0","102501011","610201152","57","0","61016201"
"610201152","0","0","0","0","0","0","0","4","0","102501012","610201254","58","0","61016201"
"610201153","0","0","0","0","0","0","0","4","0","102501013","610201255","58","0","61016201"
"610201154","0","0","0","0","0","0","0","4","0","102501014","610201256","58","0","61016201"
"610201155","0","0","0","0","0","0","0","4","0","102501015","610201354","58","0","61016201"
"610201156","0","0","0","0","0","0","0","4","0","102501016","610201355","58","0","61016201"
"610201157","0","0","0","0","0","0","0","4","0","102501017","610201356","58","0","61016201"
"120690033","0","0","0","0","0","0","0","1","0","102691001","102690311","0","0","0"
"120700033","0","0","0","0","0","0","0","1","0","102701001","102700311","0","0","0"
"120710033","0","0","0","0","0","0","0","1","0","102711001","102710311","0","0","0"
"120720033","0","0","0","0","0","0","0","1","0","102721001","102720311","0","0","0"
"120730033","0","0","0","0","0","0","0","1","0","102731001","102730311","0","0","0"
"401705101","0","0","0","0","0","0","0","1","0","401705101","401705112","9","0","0"
"401705102","0","0","0","0","0","0","0","1","0","401705102","401705113","9","0","0"
"401705105","0","0","0","0","0","0","0","1","0","401705105","401705114","9","0","0"
"401705106","0","0","0","0","0","0","0","1","0","401705106","401705115","9","0","0"
"401705107","0","0","0","0","0","0","0","1","0","401705107","401705116","9","0","0"
"401705201","0","0","0","0","0","0","0","1","0","401705201","401705212","9","0","0"
"401705202","0","0","0","0","0","0","0","1","0","401705202","401705213","9","0","0"
"401705205","0","0","0","0","0","0","0","1","0","401705205","401705214","9","0","0"
"401705206","0","0","0","0","0","0","0","1","0","401705206","401705215","9","0","0"
"401705207","0","0","0","0","0","0","0","1","0","401705207","401705216","9","0","0"
"401705301","0","0","0","0","0","0","0","1","0","401705301","401705312","9","0","0"
"401705302","0","0","0","0","0","0","0","1","0","401705302","401705313","9","0","0"
"401705305","0","0","0","0","0","0","0","1","0","401705305","401705314","9","0","0"
"401705306","0","0","0","0","0","0","0","1","0","401705306","401705315","9","0","0"
"401705307","0","0","0","0","0","0","0","1","0","401705307","401705316","9","0","0"
"401705401","0","0","0","0","0","0","0","1","0","401705401","401705412","9","0","0"
"401705402","0","0","0","0","0","0","0","1","0","401705402","401705413","9","0","0"
"401705405","0","0","0","0","0","0","0","1","0","401705405","401705414","9","0","0"
"401705406","0","0","0","0","0","0","0","1","0","401705406","401705415","9","0","0"
"401705407","0","0","0","0","0","0","0","1","0","401705407","401705416","9","0","0"
"401705501","0","0","0","0","0","0","0","1","0","401705501","401705512","9","0","0"
"401705502","0","0","0","0","0","0","0","1","0","401705502","401705513","9","0","0"
"401705505","0","0","0","0","0","0","0","1","0","401705505","401705514","9","0","0"
"401705506","0","0","0","0","0","0","0","1","0","401705506","401705515","9","0","0"
"401705507","0","0","0","0","0","0","0","1","0","401705507","401705516","9","0","0"
"401705601","0","0","0","0","0","0","0","1","0","401705601","401705612","9","0","0"
"401705602","0","0","0","0","0","0","0","1","0","401705602","401705613","9","0","0"
"401705605","0","0","0","0","0","0","0","1","0","401705605","401705614","9","0","0"
"401705606","0","0","0","0","0","0","0","1","0","401705606","401705615","9","0","0"
"401705607","0","0","0","0","0","0","0","1","0","401705607","401705616","9","0","0"
"401705701","0","0","0","0","0","0","0","1","0","401705701","401705712","9","0","0"
"401705702","0","0","0","0","0","0","0","1","0","401705702","401705713","9","0","0"
"401705705","0","0","0","0","0","0","0","1","0","401705705","401705714","9","0","0"
"401705706","0","0","0","0","0","0","0","1","0","401705706","401705715","9","0","0"
"401705707","0","0","0","0","0","0","0","1","0","401705707","401705716","9","0","0"
"401706101","0","0","0","0","0","0","0","1","0","401706101","401706109","9","0","0"
"401706102","0","0","0","0","0","0","0","1","0","401706102","401706110","9","0","0"
"401706103","0","0","0","0","0","0","0","1","0","401706103","401706111","9","0","0"
"401706104","0","0","0","0","0","0","0","1","0","401706104","401706112","9","0","0"
"401706108","0","0","0","0","0","0","0","1","0","401706108","401706113","9","0","0"
"401706201","0","0","0","0","0","0","0","1","0","401706201","401706209","9","0","0"
"401706202","0","0","0","0","0","0","0","1","0","401706202","401706210","9","0","0"
"401706203","0","0","0","0","0","0","0","1","0","401706203","401706211","9","0","0"
"401706204","0","0","0","0","0","0","0","1","0","401706204","401706212","9","0","0"
"401706208","0","0","0","0","0","0","0","1","0","401706208","401706213","9","0","0"
"401706301","0","0","0","0","0","0","0","1","0","401706301","401706309","9","0","0"
"401706302","0","0","0","0","0","0","0","1","0","401706302","401706310","9","0","0"
"401706303","0","0","0","0","0","0","0","1","0","401706303","401706311","9","0","0"
"401706304","0","0","0","0","0","0","0","1","0","401706304","401706312","9","0","0"
"401706308","0","0","0","0","0","0","0","1","0","401706308","401706313","9","0","0"
"401706401","0","0","0","0","0","0","0","1","0","401706401","401706409","9","0","0"
"401706402","0","0","0","0","0","0","0","1","0","401706402","401706410","9","0","0"
"401706403","0","0","0","0","0","0","0","1","0","401706403","401706411","9","0","0"
"401706404","0","0","0","0","0","0","0","1","0","401706404","401706412","9","0","0"
"401706408","0","0","0","0","0","0","0","1","0","401706408","401706413","9","0","0"
"401706501","0","0","0","0","0","0","0","1","0","401706501","401706509","9","0","0"
"401706502","0","0","0","0","0","0","0","1","0","401706502","401706510","9","0","0"
"401706503","0","0","0","0","0","0","0","1","0","401706503","401706511","9","0","0"
"401706504","0","0","0","0","0","0","0","1","0","401706504","401706512","9","0","0"
"401706508","0","0","0","0","0","0","0","1","0","401706508","401706513","9","0","0"
"401706601","0","0","0","0","0","0","0","1","0","401706601","401706609","9","0","0"
"401706602","0","0","0","0","0","0","0","1","0","401706602","401706610","9","0","0"
"401706603","0","0","0","0","0","0","0","1","0","401706603","401706611","9","0","0"
"401706604","0","0","0","0","0","0","0","1","0","401706604","401706612","9","0","0"
"401706608","0","0","0","0","0","0","0","1","0","401706608","401706613","9","0","0"
"401706701","0","0","0","0","0","0","0","1","0","401706701","401706709","9","0","0"
"401706702","0","0","0","0","0","0","0","1","0","401706702","401706710","9","0","0"
"401706703","0","0","0","0","0","0","0","1","0","401706703","401706711","9","0","0"
"401706704","0","0","0","0","0","0","0","1","0","401706704","401706712","9","0","0"
"401706708","0","0","0","0","0","0","0","1","0","401706708","401706713","9","0","0"
"401707101","0","0","0","0","0","0","0","4","0","401707101","401707109","9","0","0"
"401707102","0","0","0","0","0","0","0","4","0","401707102","401707110","9","0","0"
"401707103","0","0","0","0","0","0","0","4","0","401707103","401707111","9","0","0"
"401707104","0","0","0","0","0","0","0","4","0","401707104","401707112","9","0","0"
"401707105","0","0","0","0","0","0","0","4","0","401707105","401707113","9","0","0"
"401707201","0","0","0","0","0","0","0","4","0","401707201","401707209","9","0","0"
"401707202","0","0","0","0","0","0","0","4","0","401707202","401707210","9","0","0"
"401707203","0","0","0","0","0","0","0","4","0","401707203","401707211","9","0","0"
"401707204","0","0","0","0","0","0","0","4","0","401707204","401707212","9","0","0"
"401707205","0","0","0","0","0","0","0","4","0","401707205","401707213","9","0","0"
"401707301","0","0","0","0","0","0","0","4","0","401707301","401707309","9","0","0"
"401707302","0","0","0","0","0","0","0","4","0","401707302","401707310","9","0","0"
"401707303","0","0","0","0","0","0","0","4","0","401707303","401707311","9","0","0"
"401707304","0","0","0","0","0","0","0","4","0","401707304","401707312","9","0","0"
"401707305","0","0","0","0","0","0","0","4","0","401707305","401707313","9","0","0"
"401707401","0","0","0","0","0","0","0","4","0","401707401","401707409","9","0","0"
"401707402","0","0","0","0","0","0","0","4","0","401707402","401707410","9","0","0"
"401707403","0","0","0","0","0","0","0","4","0","401707403","401707411","9","0","0"
"401707404","0","0","0","0","0","0","0","4","0","401707404","401707412","9","0","0"
"401707405","0","0","0","0","0","0","0","4","0","401707405","401707413","9","0","0"
"401707501","0","0","0","0","0","0","0","4","0","401707501","401707509","9","0","0"
"401707502","0","0","0","0","0","0","0","4","0","401707502","401707510","9","0","0"
"401707503","0","0","0","0","0","0","0","4","0","401707503","401707511","9","0","0"
"401707504","0","0","0","0","0","0","0","4","0","401707504","401707512","9","0","0"
"401707505","0","0","0","0","0","0","0","4","0","401707505","401707513","9","0","0"
"401707601","0","0","0","0","0","0","0","4","0","401707601","401707609","9","0","0"
"401707602","0","0","0","0","0","0","0","4","0","401707602","401707610","9","0","0"
"401707603","0","0","0","0","0","0","0","4","0","401707603","401707611","9","0","0"
"401707604","0","0","0","0","0","0","0","4","0","401707604","401707612","9","0","0"
"401707605","0","0","0","0","0","0","0","4","0","401707605","401707613","9","0","0"
"401707701","0","0","0","0","0","0","0","4","0","401707701","401707709","9","0","0"
"401707702","0","0","0","0","0","0","0","4","0","401707702","401707710","9","0","0"
"401707703","0","0","0","0","0","0","0","4","0","401707703","401707711","9","0","0"
"401707704","0","0","0","0","0","0","0","4","0","401707704","401707712","9","0","0"
"401707705","0","0","0","0","0","0","0","4","0","401707705","401707713","9","0","0"
"401708101","0","0","0","0","0","0","0","4","0","401708101","401708109","9","0","0"
"401708102","0","0","0","0","0","0","0","4","0","401708102","401708110","9","0","0"
"401708106","0","0","0","0","0","0","0","4","0","401708106","401708111","9","0","0"
"401708107","0","0","0","0","0","0","0","4","0","401708107","401708112","9","0","0"
"401708108","0","0","0","0","0","0","0","4","0","401708108","401708113","9","0","0"
"401708201","0","0","0","0","0","0","0","4","0","401708201","401708209","9","0","0"
"401708202","0","0","0","0","0","0","0","4","0","401708202","401708210","9","0","0"
"401708206","0","0","0","0","0","0","0","4","0","401708206","401708211","9","0","0"
"401708207","0","0","0","0","0","0","0","4","0","401708207","401708212","9","0","0"
"401708208","0","0","0","0","0","0","0","4","0","401708208","401708213","9","0","0"
"401708301","0","0","0","0","0","0","0","4","0","401708301","401708309","9","0","0"
"401708302","0","0","0","0","0","0","0","4","0","401708302","401708310","9","0","0"
"401708306","0","0","0","0","0","0","0","4","0","401708306","401708311","9","0","0"
"401708307","0","0","0","0","0","0","0","4","0","401708307","401708312","9","0","0"
"401708308","0","0","0","0","0","0","0","4","0","401708308","401708313","9","0","0"
"401708401","0","0","0","0","0","0","0","4","0","401708401","401708411","9","0","0"
"401708402","0","0","0","0","0","0","0","4","0","401708402","401708412","9","0","0"
"401708406","0","0","0","0","0","0","0","4","0","401708406","401708413","9","0","0"
"401708407","0","0","0","0","0","0","0","4","0","401708407","401708414","9","0","0"
"401708408","0","0","0","0","0","0","0","4","0","401708408","401708415","9","0","0"
"401708501","0","0","0","0","0","0","0","4","0","401708501","401708509","9","0","0"
"401708502","0","0","0","0","0","0","0","4","0","401708502","401708510","9","0","0"
"401708506","0","0","0","0","0","0","0","4","0","401708506","401708511","9","0","0"
"401708507","0","0","0","0","0","0","0","4","0","401708507","401708512","9","0","0"
"401708508","0","0","0","0","0","0","0","4","0","401708508","401708513","9","0","0"
"401708601","0","0","0","0","0","0","0","4","0","401708601","401708609","9","0","0"
"401708602","0","0","0","0","0","0","0","4","0","401708602","401708610","9","0","0"
"401708606","0","0","0","0","0","0","0","4","0","401708606","401708611","9","0","0"
"401708607","0","0","0","0","0","0","0","4","0","401708607","401708612","9","0","0"
"401708608","0","0","0","0","0","0","0","4","0","401708608","401708613","9","0","0"
"401708701","0","0","0","0","0","0","0","4","0","401708701","401708709","9","0","0"
"401708702","0","0","0","0","0","0","0","4","0","401708702","401708710","9","0","0"
"401708706","0","0","0","0","0","0","0","4","0","401708706","401708711","9","0","0"
"401708707","0","0","0","0","0","0","0","4","0","401708707","401708712","9","0","0"
"401708708","0","0","0","0","0","0","0","4","0","401708708","401708713","9","0","0"
"401709101","0","0","0","0","0","0","0","4","0","401709101","401709109","9","0","0"
"401709102","0","0","0","0","0","0","0","4","0","401709102","401709110","9","0","0"
"401709103","0","0","0","0","0","0","0","4","0","401709103","401709111","9","0","0"
"401709104","0","0","0","0","0","0","0","4","0","401709104","401709112","9","0","0"
"401709105","0","0","0","0","0","0","0","4","0","401709105","401709113","9","0","0"
"401709201","0","0","0","0","0","0","0","4","0","401709201","401709209","9","0","0"
"401709202","0","0","0","0","0","0","0","4","0","401709202","401709210","9","0","0"
"401709203","0","0","0","0","0","0","0","4","0","401709203","401709211","9","0","0"
"401709204","0","0","0","0","0","0","0","4","0","401709204","401709212","9","0","0"
"401709205","0","0","0","0","0","0","0","4","0","401709205","401709213","9","0","0"
"401709301","0","0","0","0","0","0","0","4","0","401709301","401709309","9","0","0"
"401709302","0","0","0","0","0","0","0","4","0","401709302","401709310","9","0","0"
"401709303","0","0","0","0","0","0","0","4","0","401709303","401709311","9","0","0"
"401709304","0","0","0","0","0","0","0","4","0","401709304","401709312","9","0","0"
"401709305","0","0","0","0","0","0","0","4","0","401709305","401709313","9","0","0"
"401709401","0","0","0","0","0","0","0","4","0","401709401","401709409","9","0","0"
"401709402","0","0","0","0","0","0","0","4","0","401709402","401709410","9","0","0"
"401709403","0","0","0","0","0","0","0","4","0","401709403","401709411","9","0","0"
"401709404","0","0","0","0","0","0","0","4","0","401709404","401709412","9","0","0"
"401709405","0","0","0","0","0","0","0","4","0","401709405","401709413","9","0","0"
"401709501","0","0","0","0","0","0","0","4","0","401709501","401709509","9","0","0"
"401709502","0","0","0","0","0","0","0","4","0","401709502","401709510","9","0","0"
"401709503","0","0","0","0","0","0","0","4","0","401709503","401709511","9","0","0"
"401709504","0","0","0","0","0","0","0","4","0","401709504","401709512","9","0","0"
"401709505","0","0","0","0","0","0","0","4","0","401709505","401709513","9","0","0"
"401709601","0","0","0","0","0","0","0","4","0","401709601","401709609","9","0","0"
"401709602","0","0","0","0","0","0","0","4","0","401709602","401709610","9","0","0"
"401709603","0","0","0","0","0","0","0","4","0","401709603","401709611","9","0","0"
"401709604","0","0","0","0","0","0","0","4","0","401709604","401709612","9","0","0"
"401709605","0","0","0","0","0","0","0","4","0","401709605","401709613","9","0","0"
"401709701","0","0","0","0","0","0","0","4","0","401709701","401709709","9","0","0"
"401709702","0","0","0","0","0","0","0","4","0","401709702","401709710","9","0","0"
"401709703","0","0","0","0","0","0","0","4","0","401709703","401709711","9","0","0"
"401709704","0","0","0","0","0","0","0","4","0","401709704","401709712","9","0","0"
"401709705","0","0","0","0","0","0","0","4","0","401709705","401709713","9","0","0"
"401710101","0","0","0","0","0","0","0","4","0","401710101","401710108","9","0","0"
"401710102","0","0","0","0","0","0","0","4","0","401710102","401710109","9","0","0"
"401710105","0","0","0","0","0","0","0","4","0","401710105","401710110","9","0","0"
"401710106","0","0","0","0","0","0","0","4","0","401710106","401710111","9","0","0"
"401710107","0","0","0","0","0","0","0","4","0","401710107","401710112","9","0","0"
"401710201","0","0","0","0","0","0","0","4","0","401710201","401710208","9","0","0"
"401710202","0","0","0","0","0","0","0","4","0","401710202","401710209","9","0","0"
"401710205","0","0","0","0","0","0","0","4","0","401710205","401710210","9","0","0"
"401710206","0","0","0","0","0","0","0","4","0","401710206","401710211","9","0","0"
"401710207","0","0","0","0","0","0","0","4","0","401710207","401710212","9","0","0"
"401710301","0","0","0","0","0","0","0","4","0","401710301","401710311","9","0","0"
"401710302","0","0","0","0","0","0","0","4","0","401710302","401710312","9","0","0"
"401710305","0","0","0","0","0","0","0","4","0","401710305","401710313","9","0","0"
"401710306","0","0","0","0","0","0","0","4","0","401710306","401710314","9","0","0"
"401710307","0","0","0","0","0","0","0","4","0","401710307","401710315","9","0","0"
"401710401","0","0","0","0","0","0","0","4","0","401710401","401710411","9","0","0"
"401710402","0","0","0","0","0","0","0","4","0","401710402","401710412","9","0","0"
"401710405","0","0","0","0","0","0","0","4","0","401710405","401710413","9","0","0"
"401710406","0","0","0","0","0","0","0","4","0","401710406","401710414","9","0","0"
"401710407","0","0","0","0","0","0","0","4","0","401710407","401710415","9","0","0"
"401710501","0","0","0","0","0","0","0","4","0","401710501","401710508","9","0","0"
"401710502","0","0","0","0","0","0","0","4","0","401710502","401710509","9","0","0"
"401710505","0","0","0","0","0","0","0","4","0","401710505","401710510","9","0","0"
"401710506","0","0","0","0","0","0","0","4","0","401710506","401710511","9","0","0"
"401710507","0","0","0","0","0","0","0","4","0","401710507","401710512","9","0","0"
"401710601","0","0","0","0","0","0","0","4","0","401710601","401710608","9","0","0"
"401710602","0","0","0","0","0","0","0","4","0","401710602","401710609","9","0","0"
"401710605","0","0","0","0","0","0","0","4","0","401710605","401710610","9","0","0"
"401710606","0","0","0","0","0","0","0","4","0","401710606","401710611","9","0","0"
"401710607","0","0","0","0","0","0","0","4","0","401710607","401710612","9","0","0"
"401710701","0","0","0","0","0","0","0","4","0","401710701","401710711","9","0","0"
"401710702","0","0","0","0","0","0","0","4","0","401710702","401710712","9","0","0"
"401710705","0","0","0","0","0","0","0","4","0","401710705","401710713","9","0","0"
"401710706","0","0","0","0","0","0","0","4","0","401710706","401710714","9","0","0"
"401710707","0","0","0","0","0","0","0","4","0","401710707","401710715","9","0","0"
"401711101","0","0","0","0","0","0","0","4","0","401711101","401711111","9","0","0"
"401711105","0","0","0","0","0","0","0","4","0","401711105","401711112","9","0","0"
"401711106","0","0","0","0","0","0","0","4","0","401711106","401711113","9","0","0"
"401711107","0","0","0","0","0","0","0","4","0","401711107","401711114","9","0","0"
"401711108","0","0","0","0","0","0","0","4","0","401711108","401711115","9","0","0"
"401711201","0","0","0","0","0","0","0","4","0","401711201","401711211","9","0","0"
"401711205","0","0","0","0","0","0","0","4","0","401711205","401711212","9","0","0"
"401711206","0","0","0","0","0","0","0","4","0","401711206","401711213","9","0","0"
"401711207","0","0","0","0","0","0","0","4","0","401711207","401711214","9","0","0"
"401711208","0","0","0","0","0","0","0","4","0","401711208","401711215","9","0","0"
"401711301","0","0","0","0","0","0","0","4","0","401711301","401711311","9","0","0"
"401711305","0","0","0","0","0","0","0","4","0","401711305","401711312","9","0","0"
"401711306","0","0","0","0","0","0","0","4","0","401711306","401711313","9","0","0"
"401711307","0","0","0","0","0","0","0","4","0","401711307","401711314","9","0","0"
"401711308","0","0","0","0","0","0","0","4","0","401711308","401711315","9","0","0"
