a2260023ba921b46ea37c631a09f33f8c43d08dc7fc673e9719ca53b5c9244e0,6406759b9d793842874e92e4ee3a818882c601cf96c764e1d098c1eed09e55ba,706413491bdc7593b2253e44e6fb6326d861b74aadd2ff69c2c08f0341767ee6,7831becc63b4fbaf0ca5a77eeec8478786434ffa9faa7f42f18c3ae0879f0c0d,e43bbdb6931fc38f423020d15a4398bc04648f63a6bbd05c4f9bdc5af144a16d,31571048bd9c03c5abb38336c38172724f79ec9e414b6ad7adb7694691977734,4d53a8589eeecd2922a870311b185c7da00babcb7f6e3c69df8695ebaeb17ae3,09a9d46d0eaf4140e2959f759a51a058016e484a3737853bbd81982fa92593b9,d7a29c60bfc08cc4c2e153bc9e9601aab42897ea3a1fe09e8937d1ee8ed1e621,44630c182a49435996fce771c3dcce24b787de73a606a0fd4ff0b8b5a4eed9f6,c436990e67de354addc49a4bfe0807aa97c119c5091ef33ba8a76e4bbca90c6b,94cf5d4d73400d5944a35983944a45f44da107263e2f709ee80feb9ebdd3178c,a1b275bc3a8ef3246d8dfe4e4bd7719e74dbd9111b87f8266e506a864e04c5c2,6ff850a1d297465441b3ad010b4956335cf2c62647c05b2841653408bc39cf5c,84c0f6807927690c288342ef794324dfde5292b1a95aac9f60b125c7e548a69b,04ed3803c070d54804663be8e2c8de0a51c266153133b2a3c21acb4e100b94bd,d8a1fa0f095f7397289fa1a74ccac6201c3a91b077a8e293c2fd175a7c3ac5e9,2fa4ffd58926bccde0acad5fe8e7995101ab43a50922c6c09518901f5eda9c17,cd65da23b5ac4f442738a83c8262c70d17bc6a39332a14de8e629dd00286be66,07e11aae912a4425b912d61149eb6ddfbe629b6d8882e8dfebb3aca3941e9f53,182f16dd548ea037eb4dcfe396a74a0c6694f8016c20678683c161faa03876c5,be472b40fa128baeac026447acb673bc95899421da4a1fb4d16446686162d3fb,16303b19164cb501be1dec1286e483a1a1fc44a418a0dcb6acb0d2540b2c2643,a28ad4f92abee13b71291570df33a2fc6aad7fd5fc6188a66c604a61e58abd76,674ec6ad1300ad929e474d8f6233120cd386b7bca116fa53bbcb4865b1c87880,b6846de94ef23fdad849ab1d1e21b91c0617957e8c7f0b1b5479169af076535f,8df1a0af6b45892c87ab0a2c4e932a95ca2f4e7da4846ebc975dc089f086beba,8bb281945f3d70e5db79f6a59fe95a5777536015144493a88ef72b01677494f2,01e75ea9a3197fb29597b340ea32810f4e70fa0a0c18eb74a839851b89025d78,35fdaba2b4fab0717afc1bcdb2ae9fdffbcef4711c426b9d2515aed8cd66beee,d3098b89975879eb26b385885f7d75ba5914b47e572431efd130a44e120b4f65,8eec5c39f991467a7037c37dac93005c2b548b01a734c713e439dea9989b5a7d,91b78c1a2cadb0e01a3598a8ac1b350d5620fd4f0a6740490d5f60ab7224d7bd,029aca253a4e83cfde60bf24c63b253e36d22aa5c1a5451da87d80e0b3237f02,6d1fe5f9743a70cb02700fbfa06462e21be8a8bdd9eee991705c499a1bd6fc7c,9d5d8c36d661948e3923f537cd22395559ddba7fd111eaa5ae4f3a4db22a8cc6,ac102dfb3823a46659efd2e60b5d08daa774015426df0ce8e1e135b3a9ddddb6,3f32434c287d4cf799cca97ab2043417d031a8fe1756636c2495d51c297571c6,286980f3c47d1c174c3130bb692e28c974de41e63a5e1910e70134cae62aea03,ad1311073e5b25e61021001448cdc2a4a37366d5edc6ed19559f6613c7e6a9e7,385061594e7b41bbac5c39bf4162a506f4d9e535f11deaaff8d1a22e423b10d0,25020c20fc05bd95761e5f6d87c4637bf73dabb1c69a27cdc31e0c23e7a316bd,4487f1e06905a1306f3c64bbefdfb8c3c195195bd8e08fa6a2c6b68c35b2fd28
"610002108","0","-110","bgm_M41","135","0","0","0","10002101","10002108","100201","100201","bgm_M41","bgm_M41","0","1","9","bgm_M41","馬席納地區 1-8","9","9","0","0","0","2018/10/03 16:00:00","100202","0","1","2018/10/28 15:59:59","bgm_M41","100203","0","610002121","bgm_M41","8","0","0","10002","100110","90","0","0","-75"
"610002109","0","-50","bgm_M41","135","0","0","0","10002101","10002109","100201","100201","bgm_M41","bgm_M41","0","1","9","bgm_M41","馬席納地區 1-9","9","9","0","0","0","2018/10/03 16:00:00","100202","0","1","2018/10/28 15:59:59","bgm_M41","100203","0","610002121","bgm_M41","9","0","0","10002","100110","90","0","0","45"
"610002110","0","40","bgm_M41","135","0","0","0","10002101","10002110","100061","100061","bgm_M41","bgm_M41","0","1","9","bgm_M41","馬席納地區 1-10","9","9","0","0","0","2018/10/03 16:00:00","100062","0","1","2018/10/28 15:59:59","bgm_M41","100063","0","610002121","bgm_M41","10","0","0","10002","100010","90","0","0","150"
"610002111","0","-70","bgm_M41","150","0","0","0","10002101","10002111","100171","100171","bgm_M41","bgm_M41","0","1","10","bgm_M41","馬席納地區 1-11","10","10","0","0","0","2018/10/03 16:00:00","100172","0","1","2018/10/28 15:59:59","bgm_M41","100173","0","610002121","bgm_M41","11","0","0","10002","100070","90","0","0","260"
"610002112","0","30","bgm_M41","150","0","0","0","10002101","10002112","100151","100151","bgm_M41","bgm_M41","0","1","10","bgm_M41","馬席納地區 1-12","10","10","0","0","0","2018/10/03 16:00:00","100152","0","1","2018/10/28 15:59:59","bgm_M41","100153","0","610002121","bgm_M41","12","0","0","10002","100120","90","0","0","380"
"610002113","0","-100","bgm_M41","150","0","0","0","10002101","10002113","101141","101141","bgm_M41","bgm_M41","0","1","10","bgm_M41","馬席納地區 1-13","10","10","0","0","0","2018/10/03 16:00:00","101142","0","1","2018/10/28 15:59:59","bgm_M41","101143","0","610002121","bgm_M41","13","0","0","10002","100080","90","0","0","470"
"610002114","0","40","bgm_M41","150","0","0","0","10002101","10002114","101141","101141","bgm_M41","bgm_M41","0","1","10","bgm_M41","馬席納地區 1-14","10","10","0","0","0","2018/10/03 16:00:00","101142","0","1","2018/10/28 15:59:59","bgm_M41","101143","0","610002121","bgm_M41","14","0","0","10002","100080","90","0","0","570"
"610002115","0","-70","bgm_M41","150","0","0","0","10002101","10002115","101141","101141","bgm_M41","bgm_M41","0","1","10","bgm_M41","馬席納地區 1-15","10","10","0","0","0","2018/10/03 16:00:00","101142","0","1","2018/10/28 15:59:59","bgm_M41","101143","0","610002123","bgm_M41","15","0","0","10002","100080","90","0","0","680"
"610002116","1","-10","bgm_M41","240","0","0","0","10002201","10002201","100471","100471","bgm_M41","bgm_M41","0","1","16","bgm_M41","馬席納地區 1-1","16","16","0","31020","0","2018/10/03 16:00:00","100472","0","2","2018/10/28 15:59:59","bgm_M41","100473","0","610002121","bgm_M41","16","3","2","10002","100110","90","28","0","-450"
"610002117","1","-100","bgm_M41","240","0","0","0","10002201","10002202","100811","100811","bgm_M41","bgm_M41","0","1","16","bgm_M41","馬席納地區 1-2","16","16","0","31004","0","2018/10/03 16:00:00","100812","0","2","2018/10/28 15:59:59","bgm_M41","100813","0","610002121","bgm_M41","17","3","2","10002","100070","90","28","0","-250"
"610002118","1","20","bgm_M41","270","0","0","0","10002201","10002203","100791","100791","bgm_M41","bgm_M41","0","1","18","bgm_M41","馬席納地區 1-3","18","18","0","31020","0","2018/10/03 16:00:00","100792","0","2","2018/10/28 15:59:59","bgm_M41","100793","0","610002121","bgm_M41","18","3","2","10002","100120","90","29","0","-50"
"610002119","1","-110","bgm_M41","270","0","0","0","10002201","10002204","101151","101151","bgm_M41","bgm_M41","0","1","18","bgm_M41","馬席納地區 1-4","18","18","0","31004","0","2018/10/03 16:00:00","101152","0","2","2018/10/28 15:59:59","bgm_M41","101153","0","610002121","bgm_M41","19","3","2","10002","100080","90","29","0","120"
"610002120","1","-10","bgm_M41","300","0","0","0","10002201","10002205","101151","101151","bgm_M41","bgm_M41","0","1","20","bgm_M41","馬席納地區 1-5","20","20","0","31020","0","2018/10/03 16:00:00","101152","0","2","2018/10/28 15:59:59","bgm_M41","101153","0","610002121","bgm_M41","20","3","2","10002","100080","90","30","0","290"
"610003101","0","-90","bgm_M41","120","0","0","0","10003101","10003101","100064","100064","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-1","8","8","0","0","0","2018/11/01 15:59:59","100065","0","1","2018/11/25 15:59:59","bgm_M41","100066","0","610003121","bgm_M41","1","0","0","10003","100010","90","0","0","-820"
"610003102","0","20","bgm_M41","120","0","0","0","10003101","10003102","100021","100021","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-2","8","8","0","0","0","2018/11/01 15:59:59","100022","0","1","2018/11/25 15:59:59","bgm_M41","100023","0","610003121","bgm_M41","2","0","0","10003","100020","90","0","0","-700"
"610003103","0","-120","bgm_M41","120","0","0","0","10003101","10003103","100067","100067","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-3","8","8","0","0","0","2018/11/01 15:59:59","100068","0","1","2018/11/25 15:59:59","bgm_M41","100069","0","610003121","bgm_M41","3","0","0","10003","100010","90","0","0","-600"
"610003104","0","40","bgm_M41","120","0","0","0","10003101","10003104","100125","100125","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-4","8","8","0","0","0","2018/11/01 15:59:59","100126","0","1","2018/11/25 15:59:59","bgm_M41","100127","0","610003121","bgm_M41","4","0","0","10003","100040","90","0","0","-500"
"610003105","0","-70","bgm_M41","120","0","0","0","10003101","10003105","100081","100081","bgm_M41","bgm_M41","0","1","8","bgm_M41","蘭德索爾郊外 1-5","8","8","0","0","0","2018/11/01 15:59:59","100082","0","1","2018/11/25 15:59:59","bgm_M41","100083","0","610003121","bgm_M41","5","0","0","10003","100050","90","0","0","-400"
"610003106","0","-110","bgm_M41","135","0","0","0","10003101","10003106","100074","100074","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-6","9","9","0","0","0","2018/11/01 15:59:59","100075","0","1","2018/11/25 15:59:59","bgm_M41","100076","0","610003121","bgm_M41","6","0","0","10003","100010","90","0","0","-260"
"610003107","0","25","bgm_M41","135","0","0","0","10003101","10003107","100111","100111","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-7","9","9","0","0","0","2018/11/01 15:59:59","100112","0","1","2018/11/25 15:59:59","bgm_M41","100113","0","610003122","bgm_M41","7","0","0","10003","100040","90","0","0","-180"
"610003108","0","-110","bgm_M41","135","0","0","0","10003101","10003108","100077","100077","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-8","9","9","0","0","0","2018/11/01 15:59:59","100078","0","1","2018/11/25 15:59:59","bgm_M41","100079","0","610003121","bgm_M41","8","0","0","10003","100010","90","0","0","-75"
"610003109","0","-50","bgm_M41","135","0","0","0","10003101","10003109","100051","100051","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-9","9","9","0","0","0","2018/11/01 15:59:59","100052","0","1","2018/11/25 15:59:59","bgm_M41","100053","0","610003121","bgm_M41","9","0","0","10003","100080","90","0","0","50"
"610003110","0","20","bgm_M41","135","0","0","0","10003101","10003110","100051","100051","bgm_M41","bgm_M41","0","1","9","bgm_M41","蘭德索爾郊外 1-10","9","9","0","0","0","2018/11/01 15:59:59","100052","0","1","2018/11/25 15:59:59","bgm_M41","100053","0","610003121","bgm_M41","10","0","0","10003","100080","90","0","0","180"
"610003111","0","-100","bgm_M41","150","0","0","0","10003101","10003111","100031","100031","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾郊外 1-11","10","10","0","0","0","2018/11/01 15:59:59","100032","0","1","2018/11/25 15:59:59","bgm_M41","100033","0","610003121","bgm_M41","11","0","0","10003","100050","90","0","0","270"
"610003112","0","40","bgm_M41","150","0","0","0","10003101","10003112","100151","100151","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾郊外 1-12","10","10","0","0","0","2018/11/01 15:59:59","100152","0","1","2018/11/25 15:59:59","bgm_M41","100153","0","610003121","bgm_M41","12","0","0","10003","100120","90","0","0","390"
"610003113","0","-110","bgm_M41","150","0","0","0","10003101","10003113","100011","100011","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾郊外 1-13","10","10","0","0","0","2018/11/01 15:59:59","100012","0","1","2018/11/25 15:59:59","bgm_M41","100013","0","610003121","bgm_M41","13","0","0","10003","100020","90","0","0","490"
"610003114","0","40","bgm_M41","150","0","0","0","10003101","10003114","100014","100014","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾郊外 1-14","10","10","0","0","0","2018/11/01 15:59:59","100015","0","1","2018/11/25 15:59:59","bgm_M41","100016","0","610003121","bgm_M41","14","0","0","10003","100020","90","0","0","570"
"610003115","0","-80","bgm_M41","150","0","0","0","10003101","10003115","100017","100017","bgm_M41","bgm_M41","0","1","10","bgm_M41","蘭德索爾郊外 1-15","10","10","0","0","0","2018/11/01 15:59:59","100018","0","1","2018/11/25 15:59:59","bgm_M41","100019","0","610003123","bgm_M41","15","0","0","10003","100020","90","0","0","670"
"610003116","1","-10","bgm_M41","240","0","0","0","10003201","10003201","100791","100791","bgm_M41","bgm_M41","0","1","16","bgm_M41","蘭德索爾郊外 1-1","16","16","0","31010","0","2018/11/01 15:59:59","100792","0","2","2018/11/25 15:59:59","bgm_M41","100793","0","610003121","bgm_M41","16","3","2","10003","100120","90","28","0","-450"
"610003117","1","-100","bgm_M41","240","0","0","0","10003201","10003202","100771","100771","bgm_M41","bgm_M41","0","1","16","bgm_M41","蘭德索爾郊外 1-2","16","16","0","31017","0","2018/11/01 15:59:59","100772","0","2","2018/11/25 15:59:59","bgm_M41","100773","0","610003121","bgm_M41","17","3","2","10003","100040","90","28","0","-250"
"610003118","1","20","bgm_M41","270","0","0","0","10003201","10003203","100757","100757","bgm_M41","bgm_M41","0","1","18","bgm_M41","蘭德索爾郊外 1-3","18","18","0","31010","0","2018/11/01 15:59:59","100758","0","2","2018/11/25 15:59:59","bgm_M41","100759","0","610003121","bgm_M41","18","3","2","10003","100050","90","29","0","-50"
"610003119","1","-110","bgm_M41","270","0","0","0","10003201","10003204","100361","100361","bgm_M41","bgm_M41","0","1","18","bgm_M41","蘭德索爾郊外 1-4","18","18","0","31017","0","2018/11/01 15:59:59","100362","0","2","2018/11/25 15:59:59","bgm_M41","100363","0","610003121","bgm_M41","19","3","2","10003","100020","90","29","0","120"
"610003120","1","-10","bgm_M41","300","0","0","0","10003201","10003205","100364","100364","bgm_M41","bgm_M41","0","1","20","bgm_M41","蘭德索爾郊外 1-5","20","20","0","31010","0","2018/11/01 15:59:59","100365","0","2","2018/11/25 15:59:59","bgm_M41","100366","0","610003121","bgm_M41","20","3","2","10003","100020","90","30","0","290"
"610004101","0","-70","bgm_M41","120","0","0","0","10004101","10004101","100201","100201","bgm_M41","bgm_M41","0","1","8","bgm_M41","塔帕斯海灘 周邊 1-1","8","8","0","0","0","2018/12/01 16:00:00","100202","0","1","2018/12/24 15:59:59","bgm_M41","100203","0","610004121","bgm_M41","1","0","0","10004","100110","90","0","0","-820"
