36db6441c0516ff5304d61c9e6c9b2ca7b71f86f2c40cfdd6ad9b143521c6422,0e6454bc114cccdc8dc7f2b5890e742974ef17fac4a04b261b467d29984440c8,e5ff5612bf03afb7a05116afa90c2c4a353427b9b9cb62e3dd0c62e902c83017,44fb30f981d48ff73bcb03c778fe9d423193a192dc36f620f406da6cd8789d24,848c65c62579141981e4ede6eba1851ec617c1e54b77af250411fd4de1d58384,77e511ea718bc85555083b6d14db3ff2b143cad8375f3933657217b19c4ba69f
"1","493","11001260","99001260","15","1002"
"30","494","91002","99001260","8","0"
"1","495","11001261","99001261","15","1003"
"30","496","91002","99001261","8","0"
"1","497","11001262","99001262","15","1001"
"1","498","11001263","99001263","15","1001"
"1","499","11001264","99001264","15","1001"
"1","500","11001265","99001265","15","1002"
"1","501","11001266","99001266","15","1003"
"1","502","11001267","99001267","15","1001"
"30","503","91002","99001267","8","0"
"1","504","11001268","99001268","15","1001"
"30","505","91002","99001268","8","0"
"1","506","11001269","99001269","15","1002"
"30","507","91002","99001269","8","0"
"1","508","11001270","99001270","15","1003"
"30","509","91002","99001270","8","0"
"1","510","11001271","99001271","15","1003"
"1","511","11001272","99001272","15","1001"
"30","512","91002","99001272","8","0"
"1","513","11001273","99001273","15","1001"
"30","514","91002","99001273","8","0"
"1","515","11001274","99001274","15","1002"
"30","516","91002","99001274","8","0"
"1","517","11001275","99001275","15","1003"
"30","518","91002","99001275","8","0"
"1","519","11001276","99001276","15","1003"
"1","520","11001277","99001277","15","1001"
"30","521","91002","99001277","8","0"
"1","522","11001278","99001278","15","1001"
"30","523","91002","99001278","8","0"
"1","524","11001279","99001279","15","1002"
"30","525","91002","99001279","8","0"
"1","526","11001280","99001280","15","1003"
"30","527","91002","99001280","8","0"
"1","528","11001281","99001281","15","1001"
"30","529","91002","99001281","8","0"
"1","530","11001282","99001282","15","1001"
"30","531","91002","99001282","8","0"
"1","532","11001283","99001283","15","1002"
"30","533","91002","99001283","8","0"
"1","534","11001284","99001284","15","1003"
"30","535","91002","99001284","8","0"
"1","536","11001285","99001285","15","1003"
"1","537","11001286","99001286","15","1001"
"30","538","91002","99001286","8","0"
"1","539","11001287","99001287","15","1001"
"30","540","91002","99001287","8","0"
"1","541","11001288","99001288","15","1002"
"30","542","91002","99001288","8","0"
"1","543","11001289","99001289","15","1003"
"30","544","91002","99001289","8","0"
"1","545","11001290","99001290","15","1001"
"30","546","91002","99001290","8","0"
"1","547","11001291","99001291","15","1001"
"30","548","91002","99001291","8","0"
"1","549","11001292","99001292","15","1002"
"30","550","91002","99001292","8","0"
"1","551","11001293","99001293","15","1003"
"30","552","91002","99001293","8","0"
"1","553","11001294","99001294","15","1001"
"30","554","91002","99001294","8","0"
"1","555","11001295","99001295","15","1001"
"30","556","91002","99001295","8","0"
"1","557","11001296","99001296","15","1002"
"30","558","91002","99001296","8","0"
"1","559","11001297","99001297","15","1003"
"30","560","91002","99001297","8","0"
"1","561","11001298","99001298","15","1001"
"30","562","91002","99001298","8","0"
"1","563","11001299","99001299","15","1001"
"30","564","91002","99001299","8","0"
"1","565","11001300","99001300","15","1002"
"30","566","91002","99001300","8","0"
"1","567","11001301","99001301","15","1003"
"30","568","91002","99001301","8","0"
"1","569","11001302","99001302","15","1003"
"1","570","11001303","99001303","15","1003"
"1","571","11001304","99001304","15","1003"
"1","572","11001305","99001305","15","1001"
"30","573","91002","99001305","8","0"
"1","574","11001306","99001306","15","1001"
"30","575","91002","99001306","8","0"
"1","576","11001307","99001307","15","1002"
"30","577","91002","99001307","8","0"
"1","578","11001308","99001308","15","1003"
"30","579","91002","99001308","8","0"
"1","580","11001309","99001309","15","1001"
"30","581","91002","99001309","8","0"
"1","582","11001310","99001310","15","1001"
"30","583","91002","99001310","8","0"
"1","584","11001311","99001311","15","1002"
"30","585","91002","99001311","8","0"
"1","586","11001312","99001312","15","1003"
"30","587","91002","99001312","8","0"
"1","588","11001313","99001313","15","1003"
"1","589","11001314","99001314","15","1001"
"30","590","91002","99001314","8","0"
"1","591","11001315","99001315","15","1001"
"30","592","91002","99001315","8","0"
"1","593","11001316","99001316","15","1002"
"30","594","91002","99001316","8","0"
"1","595","11001317","99001317","15","1003"
"30","596","91002","99001317","8","0"
"1","597","11001318","99001318","15","1003"
"1","598","11001319","99001319","15","1001"
"30","599","91002","99001319","8","0"
"1","600","11001320","99001320","15","1001"
"30","601","91002","99001320","8","0"
"1","602","11001321","99001321","15","1002"
"30","603","91002","99001321","8","0"
"1","604","11001322","99001322","15","1003"
"30","605","91002","99001322","8","0"
"1","606","11001323","99001323","15","1003"
"1","607","11001324","99001324","15","1001"
"30","608","91002","99001324","8","0"
"1","609","11001325","99001325","15","1001"
"30","610","91002","99001325","8","0"
"1","611","11001326","99001326","15","1002"
"30","612","91002","99001326","8","0"
"1","613","11001327","99001327","15","1003"
"30","614","91002","99001327","8","0"
"1","615","11001328","99001328","15","1003"
"1","616","11001329","99001329","15","1001"
"30","617","91002","99001329","8","0"
"1","618","11001330","99001330","15","1001"
"30","619","91002","99001330","8","0"
"1","620","11001331","99001331","15","1002"
"30","621","91002","99001331","8","0"
"1","622","11001332","99001332","15","1003"
"30","623","91002","99001332","8","0"
"1","624","11001333","99001333","15","1001"
"30","625","91002","99001333","8","0"
"1","626","11001334","99001334","15","1001"
"30","627","91002","99001334","8","0"
"1","628","11001335","99001335","15","1002"
"30","629","91002","99001335","8","0"
"1","630","11001336","99001336","15","1003"
"30","631","91002","99001336","8","0"
"1","632","11001337","99001337","15","1002"
"1","633","11001338","99001338","15","1002"
"1","634","11001339","99001339","15","1003"
"1","635","11001340","99001340","15","1001"
"30","636","91002","99001340","8","0"
"1","637","11001341","99001341","15","1001"
"30","638","91002","99001341","8","0"
"1","639","11001342","99001342","15","1002"
"30","640","91002","99001342","8","0"
"1","641","11001343","99001343","15","1003"
"30","642","91002","99001343","8","0"
