358b178e44fa8715d1e791b0510de01dfb154a3c0e5258f0232b3aad5f189ee5,9d0effe25a642a07d745eb100773b6d1b28b19dd039fdb737eef59bb8dc744b1,3fa1f090d94851e0d694610e52c2d2fb9a2678b127539e52ecffa76d5758381e,af701c3447eb8ae74b44d4b5013740c9739d19c1c400da1a29f9da29da9f6d55,7d125e94a7e3ca1a9043276acb01c6f56e2c9adcf8d3829e85fb7b220ef71b33,466e71e603de2f670d8591c30b0f4e9c68db70618208a678627e5c2bba65cc86,18f629abebd43cc3452e6f423557988b745f47993f262f6b32f7e15e3ce89abc,16f0648cde51784a6f28682c97088eb9317e22b322ee2507f9d1183412af7916,bb47150bd5d612424e4c7fb411a6c79a967c791a2852004941b53b9fd0c91c44,e2009fc65fa278be5307ee3a62d56d694fa6470f114f2ade7cbb1e45cbe7b3ec,4a1541517450185b10e13f1aa508f31d4182ab1db3dcd4d831c204d161a44dc8
"","122911","kids_furifuriB","","1","0.3","5152061","3","61090","",""
"","122711","kids_furifuri","","1","0.3","5152061","3","61091","",""
"","7.3","0","","","","5152061","93","61092","",""
"","61083","","","0","","5152061","91","61093","0",""
"","vo_rag","vo_rag_6007","","0","","5152061","21","61094","0",""
"0","102111","左右左右～感覺越來越有趣了呢♪","0.5","8","0","5152061","11","61095","1","60"
"","5.2","0","","","","5152061","93","61096","",""
"","61095","","","0","","5152061","91","61097","0",""
"","131911","joy_idle","","1","0.2","5152061","3","61098","",""
"","102311","joy_idle","","1","0.2","5152061","3","61099","",""
"","102111","joy_idle","","1","0.2","5152061","3","61100","",""
"","107711","joy_idle","","1","0.2","5152061","3","61101","",""
"","122811","joy_idle","","1","0.2","5152061","3","61102","",""
"","122911","joy_idle","","1","0.2","5152061","3","61103","",""
"","122711","joy_idle","","1","0.2","5152061","3","61104","",""
"0","110311","kids_jump_in_saren","","0","0.2","5152061","3","61105","kids_jump_sideHair_out","0"
"","vo_rag","vo_rag_6008","","0","","5152061","21","61106","0",""
"0","110311","最後大家一起大大地……跳躍──！","1","7","0","5152061","11","61107","1","0"
"","0.1","0","","","","5152061","93","61108","",""
"1","131911","kids_jump_in","","0","0.2","5152061","3","61109","kids_jump_mid","0"
"1","102311","kids_jump_in","","0","0.2","5152061","3","61110","kids_jump_mid","0"
"1","102111","kids_jump_in","","0","0.2","5152061","3","61111","kids_jump_mid","0"
"1","107711","kids_jump_in","","0","0.2","5152061","3","61112","kids_jump_mid","0"
"1","122811","kids_jump_in","","0","0.2","5152061","3","61113","kids_jump_mid","0"
"1","122911","kids_jump_in","","0","0.2","5152061","3","61114","kids_jump_mid","0"
"1","122711","kids_jump_in","","0","0.2","5152061","3","61115","kids_jump_mid","0"
"","4.1","0","","","","5152061","93","61116","",""
"","61107","","","0","","5152061","91","61117","0",""
"","2","finish","","","","5152061","37","61118","",""
"","se_10058300","se_10058300_kids_finish","","0","","5152061","23","61119","",""
"","131911","kids_jump_out","","0","0","5152061","3","61120","",""
"","102311","kids_jump_out","","0","0","5152061","3","61121","",""
"","102111","kids_jump_out","","0","0","5152061","3","61122","",""
"","107711","kids_jump_sideHair_out","","0","0","5152061","3","61123","",""
"","122811","kids_jump_out","","0","0","5152061","3","61124","",""
"","122911","kids_jump_out","","0","0","5152061","3","61125","",""
"","122711","kids_jump_sideHair_out","","0","0","5152061","3","61126","",""
"","vo_rag","vo_rag_6009","","0","","5152061","21","61127","0",""
"","2","1009_in","","0","0","5152061","3","61128","",""
"","0.4","1","","","","5152061","93","61129","",""
"","2","1009_mid","","0","0","5152061","3","61130","",""
"","","","","","","5152061","92","61131","",""
"","2","1009_out","","0","0","5152061","3","61132","",""
"","0.2","0","","","","5152061","93","61133","",""
"1","131911","kids_jump_end","","0","0","5152061","3","61134","idle_normal","0.2"
"1","102311","kids_jump_end","","0","0","5152061","3","61135","joy_idle_normal","0.2"
"1","102111","kids_jump_end","","0","0","5152061","3","61136","wish_idle","0.2"
"1","107711","kids_jump_sideHair_end","","0","0","5152061","3","61137","idle_normal","0.2"
"1","122811","kids_jump_end","","0","0","5152061","3","61138","doya_idle","0.2"
"1","122911","kids_jump_end","","0","0","5152061","3","61139","idle_normal","0.2"
"1","122711","kids_jump_sideHair_end","","0","0","5152061","3","61140","idle_normal","0.2"
"0","bgm_MC173B","bgm_MC173B","","0.5","0","5152061","27","61141","0.5","1"
"1","110311","kids_jump_sideHair_end","","0","0","5152061","3","61142","talk_normal","0.2"
"","vo_rag","vo_rag_6010","","0","","5152061","21","61143","0",""
"1","110311","好的，辛苦了。\n大家玩得開心嗎？","0","6","0","5152061","11","61144","1","0"
"","0","","","0","","5152061","91","61145","0",""
"","110311","idle_normal","","1","0.2","5152061","3","61146","",""
"1","131911","gutsB_in","","0","0.2","5152061","3","61147","gutsB_talk","0"
"1","102311","surprise3_in_joy2","","0","0.2","5152061","3","61148","surprise3_loop_joy2","0"
"","102111","memory_talk","","1","0.2","5152061","3","61149","",""
"","107711","wish_talk_joy_shy","","1","0.2","5152061","3","61150","",""
"1","122811","eieio_in","","0","0.2","5152061","3","61151","eieio_loop","0"
"","122911","anger_talk_joy","","1","0.2","5152061","3","61152","",""
"","122711","sad_talk_dere2","","1","0.2","5152061","3","61153","",""
"","vo_rag","vo_rag_6011","","0","","5152061","21","61154","0",""
"1","131911","嗯，非常開心！\n是很～新鮮的\n廣播體操呢！","0","7","0","5152061","11","61155","1","60"
"","0","","","0","","5152061","91","61156","0",""
"","131911","gutsB_idle","","1","0.2","5152061","3","61157","",""
"","102111","memory_talk","","1","0.2","5152061","3","61158","",""
"","vo_rag","vo_rag_6012","","0","","5152061","21","61159","0",""
"1","102111","既可愛又讓人充滿活力♪\n咲戀媽媽的體操好厲害♪","0","8","0","5152061","11","61160","1","56"
"","0","","","0","","5152061","91","61161","0",""
"","102111","memory_talk","","1","0.2","5152061","3","61162","",""
"","se_10058300","se_10058300_emotion_laugh","","0","","5152061","23","61163","",""
"","11","1","","","","5152061","32","61164","",""
"","110311","sad_talk_normal","","1","0.2","5152061","3","61165","",""
"","vo_rag","vo_rag_6013","","0","","5152061","21","61166","0",""
"1","110311","啊哈哈，\n看大家這麼開心，\n感覺不壞呢。","0","7","0","5152061","11","61167","1","0"
"","0","","","0","","5152061","91","61168","0",""
"","11","0","","","","5152061","32","61169","",""
"","0","0","","","","5152061","22","61170","",""
"","0.1","0","","","","5152061","93","61171","",""
"","110311","wish_talk_joy_shy","","1","0.2","5152061","3","61172","",""
"1","131911","smile2_joy","","0","0.2","5152061","3","61173","sad_idle_joy","0"
"","102311","joy_idle","","1","0.2","5152061","3","61174","",""
"","102111","memory_idle","","1","0.2","5152061","3","61175","",""
"","107711","wish_idle_dere","","1","0.2","5152061","3","61176","",""
"","122811","cool_talk_dere2","","1","0.2","5152061","3","61177","",""
"","122911","anger_idle_normal2","","1","0.2","5152061","3","61178","",""
"","122711","sad_idle_dere","","1","0.2","5152061","3","61179","",""
"","se_10058300","se_10058300_emotion_kids","","0","","5152061","23","61180","",""
"0","110311","9","0","2","0","5152061","12","61181","0","0"
"0","131911","7","0","2","0","5152061","12","61182","0","0"
"0","102311","10","0","2","0","5152061","12","61183","0","0"
"0","102111","6","0","2","0","5152061","12","61184","0","0"
"","2.5","0","","","","5152061","93","61185","",""
"","61187","","","","","5152061","101","61186","",""
"","bgm_MC173B","bgm_MC173B","","","","5152061","25","61187","",""
"","0","0","","","","5152061","22","61188","",""
"-280","1","107111","doya_idle","110","1.55","5152062","1","62001","382","1"
"-210","1","107611","idle_normal","105","1.5","5152062","1","62002","145","0"
"-296","1","131911","joy_idle_normal","107","1.57","5152062","1","62003","-22","0"
"-311","1","107511","wish_idle_joy","109","1.57","5152062","1","62004","-217","0"
"-255","1","107811","cool_idle","108","1.53","5152062","1","62005","-440","0"
"-136","1","131411","idle_normal","103","1.45","5152062","1","62006","34","0"
"-146","1","131311","riri_idle","104","1.45","5152062","1","62007","-163","0"
"-166","1","131511","sad_idle_surprise1","105","1.45","5152062","1","62008","-350","0"
"-235","5","5","empty","106","1.5","5152062","5","62009","-13","1"
"-210","1","11","empty","110","1.5","5152062","5","62010","145","0"
"-296","1","12","empty","110","1.57","5152062","5","62011","-22","0"
"-311","1","13","empty","110","1.57","5152062","5","62012","-217","0"
"-255","1","14","empty","110","1.53","5152062","5","62013","-440","0"
"-136","1","15","empty","107","1.45","5152062","5","62014","34","0"
"-146","1","16","empty","107","1.45","5152062","5","62015","-163","0"
"-166","1","17","empty","107","1.45","5152062","5","62016","-350","0"
"","107111","210","","","","5152062","13","62017","",""
"","131911","207","","","","5152062","13","62018","",""
"","107511","209","","","","5152062","13","62019","",""
"","107611","205","","","","5152062","13","62020","",""
"","107811","208","","","","5152062","13","62021","",""
"","131411","203","","","","5152062","13","62022","",""
"","131311","204","","","","5152062","13","62023","",""
"","131511","205","","","","5152062","13","62024","",""
"-235","1","1","empty","108","1.57","5152062","5","62025","-13","0"
"11","2","2","empty","210","1","5152062","5","62026","382","0"
"1","1","1","","0","1","5152062","31","62027","0",""
"1","2","2","","0","0","5152062","31","62028","0",""
"1","12","12","","0","0","5152062","31","62029","0",""
"1","3","3","","0","1","5152062","31","62030","0",""
"","0","","","","","5152062","91","62031","",""
"","3","telop_2","","","","5152062","37","62032","",""
"","0","0","","0","","5152062","102","62033","",""
"","1","0","","","","5152062","93","62034","",""
"","107111","doya_talk","","1","0.2","5152062","3","62035","",""
"","vo_rag","vo_rag_2001","","0","","5152062","21","62036","0",""
"1","107111","一大清早的，真虧妳們能聚集在此。","0","9","0","5152062","11","62037","1","35"
"","0","","","0","","5152062","91","62038","0",""
"1","107111","cool_in_joy","","0","0.2","5152062","3","62039","cool_talk_joy","0"
"","vo_rag","vo_rag_2002","","0","","5152062","21","62040","0",""
"1","107111","就來將我珍藏的體操\n傳授給妳們吧♪","0","6","0","5152062","11","62041","1","35"
"","0","","","0","","5152062","91","62042","0",""
"","107111","cool_idle","","1","0.2","5152062","3","62043","",""
"","131311","gutsB_talk_anger","","1","0.2","5152062","3","62044","",""
"","vo_rag","vo_rag_2003","","0","","5152062","21","62045","0",""
"1","131311","無論是何等激烈的體操……\n我都會努力跳完的……！","0","10","0","5152062","11","62046","1","0"
"","0","","","0","","5152062","91","62047","0",""
"","131311","riri_idle","","1","0.2","5152062","3","62048","",""
"","1","","","","","5152062","26","62049","",""
"","107111","joy_talk_normal","","1","0.2","5152062","3","62050","",""
"","131911","idle_normal","","1","0.2","5152062","3","62051","",""
"","107511","idle_normal","","1","0.2","5152062","3","62052","",""
"","107611","idle_normal","","1","0.2","5152062","3","62053","",""
"","107811","idle_normal","","1","0.2","5152062","3","62054","",""
"","131411","idle_normal","","1","0.2","5152062","3","62055","",""
"","131311","idle_normal","","1","0.2","5152062","3","62056","",""
"","131511","idle_normal","","1","0.2","5152062","3","62057","",""
"","vo_rag","vo_rag_2004","","0","","5152062","21","62058","0",""
"0","107111","那就開始囉。\n來，一二一二。\n手再高一點！","2","8","0","5152062","11","62059","1","0"
"","1.1","0","","0","","5152062","93","62060","0",""
"","bgm_MC175A","bgm_MC175A","","","","5152062","25","62061","",""
"","2","1","","","","5152062","32","62062","",""
"1","107111","clapping_in","","0","0.2","5152062","3","62063","clapping_loop","0"
"","131911","idol_before_dance","","0","0.2","5152062","3","62064","",""
"","107511","idol_before_dance","","0","0.2","5152062","3","62065","",""
"","107611","idol_before_dance","","0","0.2","5152062","3","62066","",""
"","107811","idol_before_dance","","0","0.2","5152062","3","62067","",""
"","131411","idol_before_dance","","0","0.2","5152062","3","62068","",""
"","131311","idol_before_dance","","0","0.2","5152062","3","62069","",""
"","131511","idol_before_dance","","0","0.2","5152062","3","62070","",""
"","0","","","","","5152062","91","62071","",""
"","12","1","","","","5152062","32","62072","",""
"","131911","idol_danceF","","1","0.2","5152062","3","62073","",""
"","107511","idol_danceF","","1","0.2","5152062","3","62074","",""
"","107611","idol_danceF","","1","0.2","5152062","3","62075","",""
"","107811","idol_danceF","","1","0.2","5152062","3","62076","",""
"1","131411","idol_danceB_in","","0","0.2","5152062","3","62077","idol_danceB_loop","0"
"1","131311","idol_danceB_in","","0","0.2","5152062","3","62078","idol_danceB_loop","0"
"1","131511","idol_danceB_in","","0","0.2","5152062","3","62079","idol_danceB_loop","0"
"","12","idol_danceF","","1","0.2","5152062","3","62080","",""
"","13","idol_danceF","","1","0.2","5152062","3","62081","",""
"","11","idol_danceF","","1","0.2","5152062","3","62082","",""
"","14","idol_danceF","","1","0.2","5152062","3","62083","",""
"","15","idol_danceB_loop","","1","0.2","5152062","3","62084","",""
"","16","idol_danceB_loop","","1","0.2","5152062","3","62085","",""
"","17","idol_danceB_loop","","1","0.2","5152062","3","62086","",""
"","2.8","0","","0","","5152062","93","62087","0",""
"","0.1","0","","0","","5152062","93","62088","0",""
"1","107111","pointing_in_anger","","0","0.2","5152062","3","62089","pointing_loop_anger","0"
"","0.5","0","","0","","5152062","93","62090","0",""
"","vo_rag","vo_rag_2005","","0","","5152062","21","62091","0",""
"","2","0204_in","","0","0","5152062","3","62092","",""
"","2.5","0","","","","5152062","93","62093","",""
"","2","0204_out","","0","0","5152062","3","62094","",""
"","0.2","0","","","","5152062","93","62095","",""
"","107111","angry_loop","","1","0.2","5152062","3","62096","",""
"","vo_rag","vo_rag_2006","","0","","5152062","21","62097","0",""
"","2","0205_in","","0","0","5152062","3","62098","",""
"","2.2","0","","","","5152062","93","62099","",""
"","2","0205_out","","0","0","5152062","3","62100","",""
"","0.3","0","","","","5152062","93","62101","",""
"1","107111","clapping_in_talk2","","0","0.2","5152062","3","62102","clapping_loop_talk2","0"
"","2.1","0","","","","5152062","93","62103","",""
"","12","out","","","","5152062","37","62104","",""
"1","131911","idol_poseF_in","","0","0.1","5152062","3","62105","idol_poseF_loop","0"
"1","107511","idol_poseF_in","","0","0.1","5152062","3","62106","idol_poseF_loop","0"
"1","107611","idol_poseF_in","","0","0.1","5152062","3","62107","idol_poseF_loop","0"
"1","107811","idol_poseF_in","","0","0.1","5152062","3","62108","idol_poseF_loop","0"
"1","131411","idol_poseB_in","","0","0.1","5152062","3","62109","idol_poseB_loop","0"
"1","131311","idol_poseB_in","","0","0.1","5152062","3","62110","idol_poseB_loop","0"
"1","131511","idol_poseB_in","","0","0.1","5152062","3","62111","idol_poseB_loop","0"
"","12","empty","","1","0.2","5152062","3","62112","",""
"","13","empty","","1","0.2","5152062","3","62113","",""
"","11","empty","","1","0.2","5152062","3","62114","",""
"","14","empty","","1","0.2","5152062","3","62115","",""
"","15","empty","","1","0.2","5152062","3","62116","",""
"","16","empty","","1","0.2","5152062","3","62117","",""
"","17","empty","","1","0.2","5152062","3","62118","",""
"11","107611","93","","-206","","5152062","2","62119","0.7",""
"11","131911","-13","","-235","","5152062","2","62120","0.7",""
"11","107511","-152","","-248","","5152062","2","62121","0.7",""
"11","107811","-277","","-243","","5152062","2","62122","0.7",""
"11","131411","8","","-151","","5152062","2","62123","0.7",""
"11","131311","-102","","-154","","5152062","2","62124","0.7",""
"11","131511","-222","","-167","","5152062","2","62125","0.7",""
"","1.6","0","","","","5152062","93","62126","",""
"","2","finish","","","","5152062","37","62127","",""
"","se_10058300","se_10058300_idle_finish","","0","","5152062","23","62128","",""
"0","bgm_MC173B","bgm_MC173B","","0.5","0","5152062","27","62129","0.5","1"
"","0","0","","","","5152062","93","62130","",""
"","107111","clapping_end","","0","0.1","5152062","3","62131","",""
"","2","0","","","","5152062","93","62132","",""
"1","107111","armcrossed_in","","0","0.2","5152062","3","62133","armcrossed_talk","0"
"","vo_rag","vo_rag_2007","","0","","5152062","21","62134","0",""
"1","107111","就樣就結束了！哼……漂亮☆\n偶像之路雖然艱辛，\n但是妳們想必能夠做到的吧。","0","7","0","5152062","11","62135","1","35"
"","0","","","0","","5152062","91","62136","0",""
"","107111","armcrossed_idle","","1","0.2","5152062","3","62137","",""
"1","5","pack_in","","0","0","5152062","3","62138","pack_talk","0"
"","se_10058300","se_10058300_pack_appear","","0","","5152062","23","62139","",""
"1","131911","idol_poseF_end_emilia_in","","0","0.2","5152062","3","62140","idol_poseF_end_emilia_loop","0"
"","1","0","","","","5152062","93","62141","",""
"","vo_rag","vo_rag_2008","","0","","5152062","21","62142","0",""
"1","5","我說，莉雅，\n這個算是廣播體操嗎？","0","7","5","5152062","11","62143","1","24"
"","0","","","0","","5152062","91","62144","0",""
"","0","0","","","","5152062","22","62145","",""
"","131911","idol_poseF_end_emilia_loop_nervous","","1","0.2","5152062","3","62146","",""
"1","1","idol_poseF_end_emilia_nervous_in","","0","0","5152062","3","62147","idol_poseF_end_emilia_loop","0"
"","5","pack_idle","","1","0.2","5152062","3","62148","",""
"","107111","chris_laugh","","1","0.2","5152062","3","62149","",""
"","se_10058300","se_10058300_emotion_idol","","0","","5152062","23","62150","",""
"0","5","5","0","2","5","5152062","12","62151","0","5"
"0","107111","10","0","2","0","5152062","12","62152","0","0"
"","2.5","0","","","","5152062","93","62153","",""
"","62155","","","","","5152062","101","62154","",""
"","bgm_MC173B","bgm_MC173B","","","","5152062","25","62155","",""
"","0","0","","","","5152062","22","62156","",""
"-215","1","131711","ames_sit_idle","109","1.8","5152063","1","63001","124","1"
"-215","1","132011","echidna_sit_thinking_idle","108","1.8","5152063","1","63002","-119","0"
"-215","1","1","empty","109","1.8","5152063","5","63003","-119","0"
"","131711","209","","","","5152063","13","63004","",""
"","132011","208","","","","5152063","13","63005","",""
"1.16","1","1","","0","1","5152063","31","63006","0",""
"1","10","10","","0","1","5152063","31","63007","0",""
"1","5","5","","0","0","5152063","31","63008","0",""
"1","3","3","","0","1","5152063","31","63009","0",""
"","0","0","","","","5152063","91","63010","",""
"","3","telop_3","","","","5152063","37","63011","",""
"","0","0","","0","","5152063","102","63012","",""
"","1","0","","","","5152063","93","63013","",""
"","132011","echidna_sit_thinking_talk","","1","0.2","5152063","3","63014","",""
"","vo_rag","vo_rag_5001","","0","","5152063","21","63015","0",""
"1","132011","在這個世界上，\n似乎有著只在「偶像」\n這種族間流傳的傳統體操呢。","0","7","-20","5152063","11","63016","1","50"
"","0","","","0","","5152063","91","63017","0",""
"","132011","echidna_sit_talk","","1","0.2","5152063","3","63018","",""
"","vo_rag","vo_rag_5002","","0","","5152063","21","63019","0",""
"1","132011","妳是富有知識的存在吧？\n能不能把那些動作\n也教給我呢？","0","8","-20","5152063","11","63020","1","50"
"","0","","","0","","5152063","91","63021","0",""
"","132011","echidna_sit_idle","","1","0.2","5152063","3","63022","",""
"1","131711","ames_yareyare_in","","0","0.2","5152063","3","63023","ames_yareyare_talk","0"
"","vo_rag","vo_rag_5003","","0","","5152063","21","63024","0",""
"1","131711","居然提出這麼麻煩的要求。","0","6","20","5152063","11","63025","1","50"
"","0","","","0","","5152063","91","63026","0",""
"","131711","ames_sit_talk","","1","0.2","5152063","3","63027","",""
"","vo_rag","vo_rag_5004","","0","","5152063","21","63028","0",""
"1","131711","雖然其中好像有很多誤解，\n不過就算了。","0","7","20","5152063","11","63029","1","50"
"","0","","","0","","5152063","91","63030","0",""
"","vo_rag","vo_rag_5005","","0","","5152063","21","63031","0",""
"1","131711","那麼，\n妳試著跟我做一樣的動作。","0","7","20","5152063","11","63032","1","50"
"","0","","","0","","5152063","91","63033","0",""
"1","131711","ames_sit_out","","0","0.2","5152063","3","63034","idle_normal","0"
"","0.1","0","","","","5152063","93","63035","",""
"1","132011","echidna_sit_out","","0","0.2","5152063","3","63036","idle_normal","0"
"","10","out","","","","5152063","37","63037","",""
"","1","0","","","","5152063","93","63038","",""
"","0","","","0","","5152063","91","63039","0",""
"","bgm_MC175A","bgm_MC175A","","","","5152063","25","63040","",""
"","5","1","","","","5152063","32","63041","",""
"","131711","isekai_dance","","1","0.2","5152063","3","63042","",""
"","0.1","0","","","","5152063","93","63043","",""
"","132011","isekai_dance","","1","0.2","5152063","3","63044","",""
"","vo_rag","vo_rag_5006","","0","","5152063","21","63045","0",""
"0","131711","來，一二一二、\n踏步踏步……","1.7","7","0","5152063","11","63046","1","0"
"","7","0","","","","5152063","93","63047","",""
"","0","","","0","","5152063","91","63048","0",""
"","vo_rag","vo_rag_5007","","0","","5152063","21","63049","0",""
"1","132011","一、二……一、二……\n呼、呼……\n今天就先、到此為止、吧……","0","9","0","5152063","11","63050","1","0"
"","3.4","0","","","","5152063","93","63051","",""
"0","bgm_MC173B","bgm_MC173B","","0.5","0","5152063","27","63052","0.5","1"
"","5","out","","","","5152063","37","63053","",""
"1","1","tired_in","","0","0","5152063","3","63054","tired_talk","0"
"1","132011","echidna_tired_in","","0","0","5152063","3","63055","echidna_tired_talk","0"
"","se_10058300","se_10058300_isekai_breath","","0","","5152063","23","63056","",""
"","7.6","0","","","","5152063","93","63057","",""
"","63050","","","0","","5152063","91","63058","0",""
"","1","tired_idle","","1","0.2","5152063","3","63059","",""
"","132011","echidna_tired_idle","","1","0.2","5152063","3","63060","",""
"1","131711","shock_in","","0","0","5152063","3","63061","shock_talk","0"
"","vo_rag","vo_rag_5008","","0","","5152063","21","63062","0",""
"1","131711","騙人的吧！才只做了\n一點點而已耶！","0","7","0","5152063","11","63063","1","0"
"","0","","","0","","5152063","91","63064","0",""
"1","131711","shock_to_surprise","","0","0.2","5152063","3","63065","surprise_idle",""
