b771bf637eb108e2f6b459cb14d18a07fd20f04341d29865ab55a0f4fa9e3c6a,b7a2aa26d671ad913650873576a0c4a859c8a62bbdf84df5cc09d9eadbed8c81,8591a681b42bfac95fcd024dc8da2d039d56f467b528213ab7ef8e12092127ae,946d39e9db9b4c4fad543727617dcf9b831899ab2304444cdd5fcda0fb01ddc5,68be60556cf39fca5ba1c1ca71aaaa47d44528f429ca7a0566ef9ae1c9a9f011,16318e07a5f487c394057baa7a2fb395b1c0b14edf489c05501d236547969f5c,099a96f41eeab3577b4a8008b5992c0ef016d24cfba80e92e80eb52a9a0cba30,2e16f6dbc7cb0ccaf14e9271f26a297809346776d92b11c3df2fb466f2000fe8,202d2d118eb126d0b95c2b2a220cc916b2458ce61a4a4b6ace6bf6096e37225b,0503e3f4b5f8f0394b4033226796ac1b3a5d9a11dc3d3fe71e1de56904105819,b94c25eabd7b330a61f7b95b61c30d22e5146154bede9def434fc690b42e2643
"2020/11/02 05:00:00","49010","4","0","2020/11/15 04:59:00","10","感謝的禮物-每日登入獎勵寶石","0","0","0","500160"
"2020/12/24 05:00:00","49011","4","0","2021/01/06 04:59:00","10","歡慶聖誕","0","0","0","500160"
"2021/01/13 05:00:00","49012","4","0","2021/01/25 04:59:00","10","2.5周年預熱","0","0","0","500160"
"2021/04/16 05:00:00","49013","4","0","2021/04/28 04:59:00","10","歡慶IP合作","0","2","0","40007"
"2021/09/17 05:00:00","49014","4","0","2021/10/01 04:59:00","10","歡慶中秋","0","2","0","500160"
"2021/10/18 05:00:00","49015","4","0","2021/11/01 04:59:00","10","秋季贈禮","0","2","0","500160"
"2021/12/24 05:00:00","49016","4","0","2022/01/06 04:59:00","10","歡慶聖誕&迎接新年到來","0","2","0","500160"
"2022/10/17 05:00:00","49017","4","0","2022/11/01 04:59:00","10","秋季贈禮","0","2","0","500160"
"2022/12/24 05:00:00","49018","4","0","2023/01/06 04:59:59","10","歡慶聖誕&迎接新年到來","0","2","0","500160"
"2023/01/21 05:00:00","49019","4","0","2023/02/06 04:59:59","10","迎接春節來到","0","2","0","500160"
"2023/05/06 05:00:00","49020","4","0","2023/06/05 04:59:59","10","每日登入獎勵","0","2","0","501470"
"2023/12/31 05:00:00","49021","4","0","2024/01/02 04:59:59","1","迎接2024特別禮物","0","2","0","500160"
"2025/12/17 05:00:00","49022","4","0","2026/01/19 04:59:59","8","心路公益禮盒-登入獎勵活動","0","2","0","500160"
"2026/02/23 05:00:00","49023","4","0","2026/03/04 15:59:59","1","佐賀偶像是傳奇合作登入獎勵","0","2","0","500160"
"2019/05/07 05:00:00","60000","6","0","2019/05/17 04:59:59","7","公主祭典紀念登入抽籤","0","0","1","500160"
"2020/05/05 05:00:00","60001","6","0","2020/05/15 04:59:59","7","謹賀新年 新年登入獎勵","0","0","1","500553"
"2021/05/04 05:00:00","60002","6","0","2021/05/14 04:59:59","7","謹賀新年 新年登入獎勵","0","0","1","500553"
"2022/05/03 05:00:00","60003","6","0","2022/05/13 04:59:59","7","謹賀新年 新年登入獎勵","0","0","1","500553"
"2023/05/02 05:00:00","60004","6","0","2023/05/14 04:59:59","7","謹賀新年 新年登入獎勵","0","0","1","500553"
"2024/05/01 05:00:00","60005","6","0","2024/05/11 04:59:59","7","謹賀新年 新年登入獎勵","0","0","1","500553"
"2025/05/01 05:00:00","60006","6","0","2025/05/11 04:59:59","5","謹賀新年 新年登入獎勵","0","0","1","500553"
"2026/05/01 05:00:00","60007","6","0","2026/05/11 04:59:59","5","謹賀新年 新年登入獎勵","0","0","1","500553"
"2021/04/23 05:00:00","70004","7","0","2021/04/25 04:59:59","2","聖誕節登入獎勵","1","0","0","500160"
"2021/05/04 05:00:00","70005","7","0","2021/05/07 04:59:59","3","元旦紀念特別登入獎勵","2","0","0","500160"
"2022/04/24 05:00:00","70006","7","0","2022/04/26 04:59:59","2","聖誕節登入獎勵","1","0","0","500160"
"2022/05/03 05:00:00","70007","7","0","2022/05/06 04:59:59","3","元旦紀念特別登入獎勵","2","0","0","500160"
"2023/04/24 05:00:00","70008","7","0","2023/04/26 04:59:59","2","聖誕節登入獎勵","1","0","0","500160"
"2023/05/02 05:00:00","70009","7","0","2023/05/05 04:59:59","1","元旦紀念特別登入獎勵","2","0","0","500160"
"2024/04/04 05:00:00","70010","4","0","2024/04/06 04:59:59","1","連假快樂特別禮物1","0","2","0","500160"
"2024/05/01 05:00:00","70011","4","0","2024/05/04 04:59:59","1","勞動節限定特別登入獎勵","0","2","0","500160"
"2024/04/06 05:00:00","70012","4","0","2024/04/08 04:59:59","1","連假快樂特別禮物2","0","2","0","500160"
"2025/05/01 05:00:00","70013","7","0","2025/05/05 04:59:59","1","勞動節限定特別登入獎勵","2","0","0","500160"
"2025/04/03 05:00:00","70014","7","0","2025/04/04 04:59:59","1","聖誕節登入獎勵","1","0","0","500160"
"2025/04/04 05:00:00","70015","7","0","2025/04/05 04:59:59","1","聖誕節登入獎勵","1","0","0","500160"
"2025/08/01 16:00:00","70016","7","0","2025/08/24 04:59:59","1","觀看「勇氣與邊緣人！ 巨型克蘿茜」MV","1","0","0","500160"
"2026/04/03 05:00:00","70017","7","0","2026/04/04 04:59:59","1","聖誕節登入獎勵","1","0","0","500160"
"2026/04/04 05:00:00","70018","7","0","2026/04/05 04:59:59","1","聖誕節登入獎勵","1","0","0","500160"
"2026/05/01 05:00:00","70019","7","0","2026/05/11 04:59:59","1","勞動節限定特別登入獎勵","2","0","0","500160"
"2021/01/25 05:00:00","80003","8","1","2021/02/09 04:59:59","15","2.5周年倒數登入獎勵","0","0","0","0"
"2021/07/17 05:00:00","80004","10","1","2021/08/03 04:59:59","17","3周年倒數登入獎勵","1","0","0","0"
"2022/01/18 05:00:00","80005","8","1","2022/02/02 04:59:59","15","三周年半倒數登入獎勵","0","0","0","0"
"2022/07/16 05:00:00","80006","10","1","2022/08/02 04:59:59","17","4th Year Anniversary倒數登入獎勵","1","0","0","0"
"2023/01/06 05:00:00","80007","10","1","2023/01/21 04:59:59","15","四周年半倒數登入獎勵","1","0","0","0"
"2023/07/17 05:00:00","80008","10","1","2023/08/02 04:59:59","16","5周年倒數登入獎勵","1","0","0","0"
"2024/01/24 05:00:00","80009","10","1","2024/02/08 04:59:59","15","5.5 Year Anniversary 倒數登入獎勵","1","0","0","0"
"2024/07/17 05:00:00","80010","10","1","2024/08/02 04:59:59","16","6周年倒數登入獎勵","1","0","0","0"
"2025/01/18 05:00:00","80011","10","1","2025/02/02 04:59:59","15","6.5 Year Anniversary 倒數登入獎勵","1","0","0","0"
"2025/07/24 05:00:00","80012","10","1","2025/08/01 04:59:59","8","7th Year Anniversary 倒數登入獎勵","1","0","0","0"
"2026/01/25 05:00:00","80013","8","1","2026/01/30 04:59:59","5","7.5 Year Anniversary 倒數登入獎勵","0","0","0","0"
"2026/01/30 05:00:00","80014","10","1","2026/02/02 04:59:59","3","7.5 Year Anniversary 倒數登入獎勵","1","0","0","0"
