5cec602654222bb3062cfe0635a9ace0883b355c7cbf240ec602697365489c76,de503f3ce2a9ff121e6bda29ba3cd07dc648c1d5166735a3f2d7f2a8a9ea0bd0,9ca1bf921db025f5f6568a899416633092d4e998c5ddd50dff2660700c5524c0,87f146937646abe02649592cc65f5311461d9812e28b6adcfd1d88b3a4384e53,8c2e61550fe06b3d7b83dcb7c2192a13b2945dae39a0c7a80d0d719d30944eab
"1","1","-18.4","15","30010224"
"1","1","-17.8","11.1","30010225"
"1","3","-18.9","11.1","30010226"
"1","1","-21.6","11","30010227"
"1","2","-21.6","9.7","30010228"
"1","1","-21.6","8.5","30010229"
"1","1","-21.6","7","30010230"
"1","3","-21.7","5.5","30010231"
"1","1","-21.7","4","30010232"
"1","3","-20.4","2.2","30010233"
"1","2","-19.3","6","30010234"
"1","2","-18.2","5.3","30010235"
"1","2","-16.8","6","30010236"
"1","1","-11.8","2.2","30010237"
"1","1","-9.5","7","30010238"
"1","3","-9","5.9","30010239"
"1","1","-9.5","4.9","30010240"
"1","3","-10.3","2.1","30010241"
"1","1","-8.5","2.1","30010242"
"1","1","-18.7","0.6","30010243"
"1","3","-13.4","5.2","30010244"
"1","3","-12.6","4","30010245"
"1","991004","6","-16.6","30010246"
"1","991002","5.5","-15.1","30010247"
"1","991002","-2.5","12.3","30010251"
"1","991001","-2.5","11.7","30010252"
"1","991002","-7.5","12.2","30010253"
"1","991001","-7.5","11.8","30010254"
"1","991001","-13.2","11.4","30010255"
"1","991003","-13.7","12.7","30010256"
"1","991001","-21.5","6.5","30010257"
"1","991002","-12.6","6.8","30010259"
"1","991001","-12.6","5.2","30010260"
"1","991002","-11.5","-1.5","30010261"
"1","991001","-11.5","-2.5","30010262"
"1","991004","-20.2","6.4","30010263"
"1","991002","-16.6","-1.8","30010264"
"1","991001","-16.6","-2.2","30010265"
"1","2","8.5","-9.3","30010267"
"1","1","-18.6","-12","30010268"
"1","991002","-17.6","-10.1","30010269"
"1","991001","-17.7","-11.7","30010270"
"1","991003","-12.6","-14.3","30010271"
"1","991004","-11.2","-14.3","30010272"
"1","3","-15.4","-13.9","30010274"
"1","3","-14.1","-13.8","30010275"
"1","991003","-8.1","-12.2","30010276"
"1","991004","-7.7","-12.2","30010277"
"1","1","-8.6","-15.3","30010278"
"1","1","-11.9","-19.9","30010279"
"1","3","-10.7","-19.9","30010280"
"1","1","-9.2","-19.9","30010281"
"1","3","-8","-19.9","30010282"
"1","1","-13.4","-18.6","30010283"
"1","1","-13.6","-16.2","30010284"
"1","3","-13.7","-14.9","30010285"
"1","3","-9.6","-12.9","30010286"
"1","2","-9.6","-11.7","30010287"
"1","2","-9.6","-10.4","30010288"
"1","1","-8.8","-7","30010289"
"1","2","-3.6","-1","30010290"
"1","2","-5","-1","30010291"
"1","991002","2.5","1.8","30010292"
"1","991003","2.5","0.5","30010293"
"2","2","-22.7","10.5","30020001"
"2","2","-23","9","30020004"
"2","2","-23","6","30020005"
"2","2","-22.7","7.5","30020006"
"2","991001","-19.1","6.3","30020008"
"2","991002","-19.1","7.8","30020009"
"2","2","-21.5","5.5","30020010"
"2","1","-22.7","13.5","30020011"
"2","3","-23.5","15","30020012"
"2","990001","-22.5","17.1","30020013"
"2","1","-22.7","16.3","30020014"
"2","3","-22.7","18.4","30020015"
"2","1","-23.5","19.7","30020016"
"2","3","-22.7","21.3","30020017"
"2","2","-20","10.5","30020018"
"2","1","-19.8","12.5","30020019"
"2","1","-19.8","15","30020020"
"2","1","-15","15","30020024"
"2","1","-17.8","18.6","30020027"
"2","1","-19.8","17.5","30020029"
"2","1","-17","15","30020030"
"2","3","-16.4","16","30020031"
"2","2","-20.3","4","30020032"
"2","2","-18.9","3.5","30020033"
"2","2","-17.5","4","30020034"
"2","2","-15.7","9","30020035"
"2","2","-23.8","-2","30020043"
"2","2","-23.8","-4","30020044"
"2","1","-23","-5","30020045"
"2","2","-19","-4","30020047"
"2","2","-17","-4","30020048"
"2","1","-15.7","-1.3","30020050"
"2","2","-13.4","-1.7","30020051"
"2","2","-13.5","-3.5","30020052"
"2","2","-13.1","-7","30020053"
"2","2","-13.6","-9.2","30020054"
"2","2","-14.9","-9","30020055"
"2","1","-21.1","-7","30020056"
"2","1","-22.7","-8.8","30020062"
"2","1","-22.7","-12","30020063"
"2","3","-21.1","-5","30020065"
"2","3","-23","-7","30020066"
"2","3","-23.2","-10.5","30020067"
"2","2","-16","-10","30020068"
"2","2","-15.3","-12","30020069"
"2","2","-18.1","-13.5","30020070"
"2","2","-16.4","-13.5","30020071"
"2","3","-22.7","-14.5","30020072"
"2","3","-22.7","-17.1","30020073"
"2","991004","-19","-8.2","30020074"
"2","990001","-22.5","-16","30020076"
"2","1","-22.7","-19.5","30020077"
"2","1","-22.7","-21.5","30020078"
"2","3","-22","-23.5","30020079"
"2","3","-20.2","-23.5","30020080"
"2","1","-18.8","-25","30020083"
"2","3","-17.6","-25","30020084"
"2","3","-16","-25","30020085"
"2","1","-14","-25","30020086"
"2","2","-16.1","-19.7","30020087"
"2","2","-14.8","-19.3","30020088"
"2","3","-12.7","-24.5","30020089"
"2","1","-11.5","-23.5","30020090"
"2","3","-13.1","-19.4","30020091"
"2","1","-11.5","-20","30020092"
"2","3","-9.6","-25","30020093"
"2","1","-8","-25","30020094"
"2","3","-6.2","-25","30020095"
"2","2","-9.4","-18.5","30020096"
"2","2","-8.5","-17","30020097"
"2","2","-7.4","-18.5","30020098"
"2","2","-6.8","-17","30020099"
"2","1","-4","-23.7","30020100"
"2","1","-2","-21.6","30020101"
"2","1","-2","-19.5","30020102"
"2","1","-2","-17.7","30020103"
"2","3","-3.4","-16.1","30020104"
"2","3","-4","-15","30020105"
"2","3","-10.8","-16.2","30020106"
"2","3","-11.3","-15","30020107"
"2","3","-10.8","-13.7","30020108"
"2","1","-6","-10.5","30020109"
"2","1","-5","-9.3","30020110"
"2","3","-5.1","-11.9","30020111"
"2","3","-6","-8.3","30020112"
"2","3","-10.4","-12","30020113"
"2","1","-11.8","-10.8","30020114"
"2","1","-11.8","-9","30020115"
"2","3","-10","-7","30020116"
"2","2","-8","3.9","30020119"
"2","2","-8.8","-4.9","30020121"
"2","2","-7.7","-4","30020122"
"2","2","-8.9","-3","30020123"
"2","3","-2.6","-14.2","30020125"
"2","1","-1","-14.2","30020126"
"2","3","0.2","-13.1","30020127"
"2","1","1.1","-11.8","30020128"
"2","1","1.2","-7.4","30020131"
"2","3","2.2","-10.5","30020132"
"2","3","2.2","-8.5","30020133"
"2","1","1.1","-9.5","30020134"
"2","3","0","-6","30020135"
"2","1","1.3","-4.5","30020136"
"2","1","-1","2.8","30020141"
"2","2","-10.2","0.4","30020142"
"2","1","-2.8","6.2","30020143"
"2","1","-2.7","8","30020145"
"2","1","-4.3","6.9","30020146"
"2","3","0.9","3.8","30020147"
"2","3","0.9","6.2","30020148"
"2","3","0.5","8","30020149"
"2","3","0.5","10.4","30020150"
"2","3","-9.5","8","30020151"
"2","3","-8","8.7","30020152"
"2","1","-4.1","3","30020153"
"2","2","-12","2.3","30020154"
"2","2","-12.5","3.8","30020155"
"2","2","-12","5.5","30020156"
"2","1","-1.1","11.9","30020157"
"2","1","-2.5","13","30020158"
"2","1","-3.7","13","30020159"
"2","3","-3.5","15","30020160"
"2","3","-1.9","15","30020161"
"2","2","-9","15","30020162"
"2","2","-7.6","16","30020163"
"2","2","-9.1","17","30020164"
"2","2","-7.6","18.1","30020165"
"2","2","-9.1","18.7","30020166"
"2","1","-1.1","16.5","30020167"
"2","1","0","18.2","30020168"
"2","1","-0.8","19.5","30020169"
"2","3","1","21","30020170"
"2","3","1","23","30020171"
"2","3","-10","10","30020172"
"2","3","-10.8","11.5","30020173"
"2","3","-10","13","30020174"
"2","1","-11.3","17.4","30020176"
"2","3","-12","16","30020177"
"2","1","-11.3","14.4","30020178"
"2","2","-13.9","10.1","30020179"
"2","2","-13.2","8.5","30020180"
"2","991003","-9.2","-10.2","30020189"
"2","991004","-8.7","-10.2","30020190"
"2","991003","-9.4","2.8","30020193"
"2","991004","-8.3","2.8","30020194"
"2","991001","-5.7","9.9","30020197"
"2","991002","-5.7","10.3","30020198"
"2","990001","-6.5","16","30020199"
"2","991001","-16.6","11.8","30020204"
"2","991002","-16.6","12.2","30020205"
"2","991003","-20.6","-8.2","30020209"
"2","990001","-4.5","-11","30020213"
"2","991003","-2.11","-3.2","30020214"
"2","991004","-1.7","-3.2","30020215"
"2","3","1.9","-3","30020216"
"2","1","1.2","-1.2","30020217"
"2","3","0.9","1.3","30020218"
"2","2","-6.1","-4.5","30020219"
"2","2","-4.7","-3.7","30020220"
"2","991001","-15.2","-22.2","30020221"
"2","991002","-15.2","-21.8","30020222"
"2","991001","-18.6","-0.2","30020223"
"2","991002","-18.6","0.2","30020224"
"2","991001","-8.6","21.5","30020225"
"2","991002","-8.6","22.5","30020226"
"2","991003","-16.6","21.4","30020227"
"2","991002","-15.3","22.6","30020228"
"2","991003","-4.1","20.7","30020229"
"2","991002","-3.6","21","30020230"
"2","991003","-8","-15.7","30020231"
"2","991002","-7.3","-14.3","30020232"
"2","991001","-10.6","-22.7","30020233"
"2","991002","-10.6","-21.3","30020234"
"3","11","-23.6","7","30030001"
"3","12","-20.7","16","30030003"
"3","13","-21.8","6.4","30030005"
"3","13","-21.8","8.4","30030006"
"3","11","-21","4","30030007"
"3","11","-15.7","1.6","30030008"
"3","11","-16.7","3.5","30030009"
"3","13","-21.9","1.5","30030010"
"3","13","-23.7","2.7","30030011"
"3","13","-23.7","-3","30030012"
"3","12","-22.8","-5.9","30030018"
"3","11","-21.6","-10.5","30030019"
"3","13","-19.7","-11.5","30030020"
"3","13","-19.7","-13.5","30030021"
"3","13","-19.7","-9.5","30030022"
"3","12","-23.8","-16.1","30030023"
"3","11","-23.8","-18.7","30030024"
"3","11","-21.8","-21","30030025"
"3","12","-16.1","-19.4","30030027"
"3","13","-3.8","-11.1","30030036"
"3","13","-3.7","-14.9","30030037"
"3","12","-11.7","-10.4","30030043"
"3","12","-13.6","-10.4","30030044"
"3","12","-4.8","-15.1","30030045"
"3","13","-8.4","-8.9","30030046"
"3","13","-4.7","-8.9","30030048"
"3","11","1.3","-10.1","30030054"
"3","13","-3.2","-5.1","30030058"
"3","12","-6.3","4.1","30030062"
"3","11","-4","13","30030064"
"3","11","-2.6","11.9","30030065"
"3","13","-6.4","15.3","30030067"
"3","13","-9.7","16.4","30030068"
"3","13","-5.7","18.8","30030069"
"3","11","-23.8","16","30030073"
"3","13","-19.5","17.9","30030076"
"3","13","-17.8","17.9","30030077"
"3","990002","-10.8","21.4","30030079"
"3","990001","-23.7","5","30030080"
"3","990001","-9.4","-14.1","30030081"
"3","990001","-9.6","6.9","30030082"
"3","11","-13","1.8","30030083"
"3","13","-12.7","8.5","30030085"
"3","13","-16.7","8.5","30030086"
"3","12","-13.8","11.5","30030087"
"3","12","-13.7","9.8","30030088"
"3","13","-3.7","-0.5","30030089"
"3","13","-3.7","0.6","30030090"
"3","12","-7.3","-6.5","30030091"
"3","12","-6.1","-5.4","30030092"
"3","13","-6.2","-6.5","30030093"
"3","13","-7.5","-5.5","30030094"
"3","13","-5.8","-11.1","30030095"
"3","11","-7.2","-11.1","30030097"
"3","12","-11.4","-20","30030098"
"3","12","-9.2","-20.1","30030099"
"3","13","-9.7","-17.5","30030100"
"3","13","-9.7","-15.5","30030101"
"3","13","-21.5","-17.5","30030102"
"3","13","-20.1","-16.1","30030103"
"3","12","-20.1","-17.5","30030104"
"3","13","-21.9","-2.1","30030106"
"3","11","-18.6","15.8","30030107"
"3","11","-22.2","18.8","30030108"
"3","12","-15.8","22.2","30030109"
"3","12","-15.8","20.1","30030110"
"3","12","-15.8","17.9","30030111"
"3","12","-1.8","16.8","30030115"
"3","11","-10.6","1","30030116"
"3","11","-10.6","2.5","30030117"
"3","13","0.1","9","30030118"
"3","13","0.1","7.5","30030119"
"3","11","-0.6","4.8","30030120"
"3","12","-1.8","19.4","30030121"
"3","12","-1.8","21.7","30030122"
"3","13","-1.7","20.5","30030123"
"3","13","-1.7","18.1","30030124"
"3","11","1.2","15.7","30030125"
"3","13","0.3","18.5","30030126"
"3","13","0.3","20.1","30030127"
"3","13","0.3","21.5","30030128"
"3","13","-11.5","20","30030130"
"3","11","-10.1","-4","30030132"
"3","12","-22.8","-8","30030135"
"3","11","-15.8","-13.2","30030137"
"3","11","-15.7","-11.2","30030138"
"3","12","-12","-4","30030139"
"3","13","-16.7","10.4","30030140"
"3","11","-21.6","-12.6","30030141"
"3","11","-16.4","-22","30030144"
"3","11","-18.7","-22","30030145"
"3","13","-1.9","-5.1","30030146"
"3","13","-0.4","-5.1","30030147"
"3","11","-0.8","-7","30030148"
"3","11","-2.4","-7","30030149"
"3","11","1.3","13.6","30030150"
"3","11","-1.7","8.5","30030151"
"3","11","-2.6","10","30030152"
"3","12","-6.2","13","30030153"
"3","13","-9","13.1","30030154"
"3","13","-7.6","13.1","30030155"
"3","12","-5.8","17.5","30030156"
"3","12","-5.8","20.1","30030157"
"3","11","-5.6","21.5","30030158"
"3","11","-5.6","23","30030159"
"3","12","-12.8","20","30030160"
"3","12","-18.8","5.5","30030161"
"3","11","-18.7","7.5","30030162"
"3","12","-18.8","9.5","30030163"
"3","11","-18.6","11.5","30030164"
"3","13","-18.7","12.5","30030165"
"3","13","-18.7","14.1","30030166"
"3","12","-21.3","-16.1","30030167"
"3","13","-14.8","-6","30030168"
"3","12","-14.8","-4.5","30030169"
"3","13","-14.8","-3","30030170"
"3","12","-14.8","-1.5","30030171"
"3","11","-16.6","-17.5","30030172"
"3","11","-16.6","-14.9","30030174"
"3","11","-6.9","-18.5","30030175"
"3","11","-6.9","-16.5","30030176"
"3","12","-6.6","-9.1","30030177"
"3","13","-6.1","-14.9","30030178"
"3","13","-20.6","-21.8","30030179"
"3","13","-14.9","-21.9","30030180"
"3","11","-23.6","10","30030181"
"3","13","-15.7","19","30030182"
"3","13","-15.7","21.1","30030183"
"3","11","-11.8","23.8","30030184"
"3","11","-13.7","23.8","30030185"
"4","990001","-4.6","-8","30040001"
"4","990002","2.9","-6.6","30040002"
"4","990001","-21.6","11","30040003"
"4","990001","-21.6","-4","30040004"
"4","991001","-21.7","-9.8","30040005"
"4","991001","-16","-12.2","30040006"
"4","991002","-16","-11.8","30040007"
"4","991003","-12.6","-15.2","30040008"
"4","991004","-11.1","-15.2","30040009"
"4","991003","-8.7","-14.8","30040010"
"4","991004","-7.1","-14.8","30040011"
"4","991001","-1","-17.2","30040012"
"4","991002","-1","-16.8","30040013"
"4","991004","6","-17.8","30040015"
"4","991002","5.3","-16.2","30040016"
"4","991003","3.4","-0.8","30040019"
"4","991002","3.9","0.8","30040020"
"4","991001","-2.7","10.8","30040021"
"4","991002","-2.7","11.2","30040022"
"4","991001","-6.1","10.3","30040023"
"4","991002","-6.1","11.8","30040024"
"4","991001","-13.1","10.2","30040025"
"4","991003","-13.7","11.8","30040026"
"4","991001","-21.7","5.1","30040027"
"4","991004","-20","6.9","30040028"
"4","991001","-11","4.8","30040029"
"4","991002","-11","5.2","30040030"
"4","991001","-11.7","-3.2","30040031"
"4","991002","-11.7","-2.8","30040032"
"4","991001","-15.1","-3.8","30040033"
"4","991002","-15.1","-2.1","30040034"
"4","11","-22","-11.2","30040035"
"4","11","-17.9","-10.1","30040037"
"4","11","-19","-7.4","30040038"
"4","12","-15.4","-15.6","30040040"
"4","12","-15.4","-8.4","30040041"
"4","11","-11.9","-10","30040042"
"4","13","-10.8","-13.6","30040043"
"4","11","-13.8","-16.9","30040044"
"4","11","-13.6","-19.2","30040045"
"4","11","-12.9","-19.7","30040046"
"4","11","-11","-21.3","30040047"
"4","12","-9.1","-21.3","30040048"
"4","11","-9","-18","30040049"
"4","13","-6.5","-18.7","30040050"
"4","11","-8.8","-16.4","30040051"
"4","13","-7.9","-12.4","30040052"
"4","11","-9.8","-11.5","30040053"
"4","11","-9.3","-9.5","30040054"
"4","11","-9.1","-6.2","30040055"
"4","12","-9","-7.4","30040056"
"4","11","-7.7","-4.6","30040057"
"4","13","-6.5","-7.3","30040058"
"4","11","-4.9","-9.1","30040061"
"4","11","-5.3","-16.5","30040062"
"4","12","-5","-10.5","30040063"
"4","12","-5","-12.5","30040064"
"4","12","-5","-14.5","30040065"
"4","11","-3.9","-18.3","30040066"
"4","11","-3","-19.4","30040067"
"4","13","-2.9","-18.2","30040068"
"4","11","0.4","-18.4","30040069"
"4","11","1.9","-15.3","30040070"
"4","12","1.9","-17","30040071"
"4","11","-0.5","-21.4","30040072"
"4","11","1.2","-21.2","30040073"
"4","11","2.9","-21.5","30040074"
"4","11","4.8","-19.6","30040075"
"4","13","4.4","-15.6","30040076"
"4","13","-2.7","-13","30040077"
"4","11","7.2","-18.3","30040078"
"4","11","8.9","-16.9","30040079"
"4","12","8.1","-12.1","30040080"
"4","11","9","-14.7","30040081"
"4","11","6.6","-8.1","30040082"
"4","11","4.2","-8.3","30040083"
"4","11","1.7","-7.6","30040084"
"4","13","-0.6","-7.6","30040085"
"4","12","2.1","-3.9","30040088"
"4","11","5","-4","30040089"
"4","11","8","-6.8","30040090"
"4","11","8.6","-4.5","30040091"
"4","11","8.1","-3.6","30040092"
"4","11","8","-0.7","30040093"
"4","12","4.9","-1.3","30040094"
"4","11","1.9","-1.6","30040095"
"4","13","0.1","-0.3","30040096"
"4","11","0.1","0.8","30040097"
"4","11","1","7.1","30040099"
"4","13","0.9","4.4","30040100"
"4","11","0.9","5.8","30040101"
"4","11","5.1","2.2","30040102"
"4","11","0.8","8.7","30040106"
"4","11","5.4","12.8","30040108"
"4","12","6","10.5","30040109"
"4","11","2.9","13.4","30040110"
"4","11","0.8","13","30040111"
"4","13","-3.8","11.1","30040112"
"4","11","-2.4","7.6","30040113"
"4","11","-5.8","8.1","30040114"
"4","12","-4.5","7.5","30040115"
"4","12","-5.8","14.2","30040116"
"4","13","-2.9","14.5","30040117"
"4","11","-8.6","8.8","30040118"
"4","13","-10.6","9.5","30040119"
"4","13","-9.4","13.7","30040120"
"4","11","-10","15","30040121"
"4","11","-12.1","15.5","30040122"
"4","11","-14.7","13.1","30040123"
"4","13","-16.5","12.8","30040124"
"4","13","-17.8","13.4","30040125"
"4","11","-14.3","8.5","30040126"
"4","11","-16.4","8.1","30040127"
"4","11","-19","9","30040128"
"4","11","-12.1","9","30040129"
"4","11","-22.1","9.7","30040130"
"4","11","-22","13","30040131"
"4","13","-19.9","12.7","30040132"
"4","12","-22.1","7.3","30040133"
"4","11","-22.3","3.7","30040134"
"4","11","-22","2.4","30040135"
"4","11","-19.9","0.5","30040136"
"4","13","-19.4","3.4","30040137"
"4","13","-18.4","4.7","30040138"
"4","13","-17.5","3.8","30040139"
"4","11","-18","0","30040140"
"4","11","-15","1","30040141"
"4","11","-13.8","2.3","30040142"
"4","12","-13.1","3.4","30040143"
"4","13","-13","1","30040144"
"4","13","-10.9","0.4","30040145"
"4","12","-9.7","5","30040146"
"4","13","-9.3","3.3","30040147"
"4","11","-9.3","0.4","30040148"
"4","11","-6","2","30040149"
"4","11","-5.2","3.4","30040150"
"4","13","-4.5","1.3","30040151"
"4","11","-3","-1","30040154"
"4","11","-11.3","-6.5","30040155"
"4","12","-13.8","-6.5","30040156"
"4","12","-17.1","-5.6","30040157"
"4","11","-18.6","-5.5","30040158"
"4","11","-22.4","-2.3","30040159"
"4","12","-22.2","-6.8","30040160"
"4","11","-22.5","-5","30040161"
"4","13","-20.2","-1.5","30040162"
"4","11","-18.8","-15.5","30040163"
"4","11","-21","-15","30040164"
"4","13","-20","-16","30040165"
"4","11","5.8","4","30040166"
"4","11","6","9","30040167"
"4","13","6.4","7","30040168"
"4","13","6.2","5.2","30040169"
"4","11","-1","1.5","30040170"
"4","13","-2.3","4.4","30040171"
"4","11","-3.9","2.8","30040172"
"5","990001","-22.5","17.1","30050013"
"5","991004","-19","-8.2","30050074"
"5","990001","-22.5","-16","30050076"
"5","991003","-9.4","2.8","30050193"
"5","991004","-8.3","2.8","30050194"
"5","991001","-16.6","11.8","30050204"
"5","991002","-16.6","12.2","30050205"
"5","991003","-20.6","-8.2","30050209"
"5","990001","-4.5","-11","30050213"
"5","991003","1.7","-6.4","30050214"
"5","991004","2.2","-6.4","30050215"
"5","991001","-15.2","-22.2","30050221"
"5","991002","-15.2","-21.8","30050222"
"5","991001","-18.6","-0.2","30050223"
"5","991002","-18.6","0.2","30050224"
"5","991001","-10.6","-22.7","30050233"
"5","991002","-10.6","-21.3","30050234"
"5","990001","-2.7","12","30050235"
"5","991006","-16.7","-4.2","30050236"
"5","991006","-16.7","-5.7","30050237"
"5","13","24.3","-25.5","30050238"
"5","11","24.5","-25.2","30050239"
"5","13","-22.8","8.2","30050240"
"5","11","-22.7","7.1","30050241"
"5","11","-22.7","5","30050242"
"5","13","-21.5","4.8","30050243"
"5","13","-22.8","6","30050244"
"5","12","24.4","-25.4","30050245"
"5","12","-19.2","4.5","30050246"
"5","13","-17","9","30050247"
"5","13","-16","9","30050248"
"5","13","-18","9","30050249"
"5","11","-15.6","2.9","30050250"
"5","11","-17.8","3","30050251"
"5","12","-14.1","7.5","30050252"
"5","12","-11.9","7.5","30050253"
"5","13","-11.7","5.4","30050254"
"5","13","-11.7","3.5","30050255"
"5","11","-10.9","1.5","30050256"
"5","11","-10.9","-0.5","30050257"
"5","12","-14.4","3.5","30050258"
"5","12","-14.3","1.5","30050259"
"5","12","-21.3","1.6","30050260"
"5","11","-22.8","1.6","30050261"
"5","12","-24","-0.5","30050262"
"5","12","-24","-2.7","30050263"
"5","13","-16","-4","30050264"
"5","13","-16","-5","30050265"
"5","13","-16","-6","30050266"
"5","13","-18","-4","30050267"
"5","13","-18","-5","30050268"
"5","13","-18","-6","30050269"
"5","11","-21","-7","30050270"
"5","12","-19.8","-5.5","30050271"
"5","12","-17.1","-9.3","30050272"
"5","12","-16.3","-10.6","30050273"
"5","12","-17.2","-12.2","30050274"
"5","11","-22","-10","30050275"
"5","11","-22","-12","30050276"
"5","12","-16.8","-14.4","30050277"
"5","11","-15.9","-16.6","30050278"
"5","11","-16","-19.5","30050279"
"5","12","-16","-18.1","30050280"
"5","12","-14","-19","30050281"
"5","12","-13","-17","30050282"
"5","12","-14.7","-16.6","30050283"
"5","11","-13.5","-24.1","30050284"
"5","11","-15.7","-24","30050285"
"5","11","-20.4","-23.5","30050286"
"5","11","-17.8","-23.5","30050287"
"5","12","-22","-20","30050288"
"5","12","-22","-22","30050289"
"5","13","-19.3","-23.2","30050290"
"5","13","-13","-23","30050291"
"5","12","-11.8","-23","30050292"
"5","13","-11","-23","30050293"
"5","11","-12.4","-20.1","30050294"
"5","11","-11","-20","30050295"
"5","11","-9.5","-19.3","30050296"
"5","12","-8.4","-19.3","30050297"
"5","11","-6.8","-19.1","30050299"
"5","13","-6.5","-20.4","30050300"
"5","12","-4.2","-19.2","30050301"
"5","12","-4.1","-20.6","30050302"
"5","12","-5.9","-23.4","30050303"
"5","11","-4.1","-23.4","30050304"
"5","11","-1.4","-23.4","30050305"
