60efb8f841700634dd3150549aa46b879b66e76880c1a23e19ceed9555554fb8,d013e1418f4d29e9262265656f306c3edc0ced272091f938ccbb14cfdbd2c61e,28eeb8cc12e66e0899a8911b3c3d561b8aaafd0538d8533c4598df9c5109a1ef,dc71f0498a2d6816d1302c69352ed55632dce53ebb68a6fd29beb4dd815d81c6,773376b4d7c7aab78d9ce5387d5fbc1259c4ef13b1666d6f88354016b29c8ad4,1fd793d0cc2b8e4fce266c390310c6ded7b9cc6560693be8ccb66d33c05197af,8afe25213f822d49cf3d19b0c41ace5ec690ffc25577c0d3b2a7c19f18c441b6,1624de04421777d46f2579ecfb2bb6c521e5c9134528d085fd4617514304e529
"srt_dragon_react_1,srt_dragon_idle","srt_kaya_select_1,srt_kaya_waiting","ENEMY_SELECT3","","2","是「{0}」喔！","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_inori_react_1,srt_inori_idle"
"srt_dragon_react_1,srt_dragon_idle","srt_kaya_select_1,srt_kaya_waiting","ENEMY_SELECT_GREAT1","","2","「{0}」怎麼樣啊！","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_inori_react_1,srt_inori_idle"
"srt_dragon_react_1,srt_dragon_idle","srt_kaya_select_1,srt_kaya_waiting","ENEMY_SELECT_GREAT2","","2","嘿嘿～！是「{0}」！","sugoyomi_damage_055,sugoyomi_damage_056,sugoyomi_damage_057,sugoyomi_damage_058","srt_inori_react_1,srt_inori_idle"
"","","ENEMY_SELECT_WAIT","","-1","","",""
"","srt_kaya_shock","ENEMY_SELECT_N","","1","嘉夜夜，最後那是「鼻音」啊……","out_071",""
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN1","","1","「{0}」嗎？\n接著是由「{1}」韻所開頭的詞呢。","","srt_inori_thinking"
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN2","","1","「{0}」嗎？\n嗯――，由「{1}」韻當開頭的詞有……","","srt_inori_thinking"
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN3","","1","原來如此，是「{0}」呢。\n唔呣，由「{1}」韻作為開頭的詞有……","","srt_inori_thinking"
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN_TW1","","1","哎呀，是「{0}」嗎？\n「{1}」這個韻有點特別，只要是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n都可以用來接「{1}」韻所開頭的詞呢。","","srt_inori_thinking"
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN_TW2","","1","哇啊，是「{0}」嗎？\n如果是「{1}」這個韻的話，像是\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個單音，\n跟「{1}」這個韻也是可以接上的喔！所以……","","srt_inori_thinking"
"srt_dragon_thinking","srt_kaya_waiting","PLAYER_TURN_TW3","","1","原來是「{0}」嗎？\n「{1}」這個韻可以接其他的注音，例如\n「ㄓ、ㄔ、ㄕ、ㄖ、ㄗ、ㄘ、ㄙ」這幾個發音，\n唔呣，所以我要選的詞應該是……","","srt_inori_thinking"
"","","PLAYER_CUTIN_GREAT","","1","","sugoyomi_cutin_049,sugoyomi_cutin_051,sugoyomi_cutin_053",""
"","","PLAYER_CUTIN_PRICONNE","","1","","sugoyomi_cutin_050,sugoyomi_cutin_052",""
"srt_dragon_select_1,srt_dragon_idle","srt_kaya_react_1,srt_kaya_waiting","PLAYER_SELECT1","","1","「{0}」！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_inori_select_1,srt_inori_idle"
"srt_dragon_select_2,srt_dragon_idle","srt_kaya_react_2,srt_kaya_waiting","PLAYER_SELECT2","","1","是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","srt_inori_select_2,srt_inori_idle"
"srt_dragon_select_1,srt_dragon_idle","srt_kaya_react_1,srt_kaya_waiting","PLAYER_SELECT_GREAT1","","1","「{0}」這個詞如何！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_inori_select_1,srt_inori_idle"
"srt_dragon_select_2,srt_dragon_idle","srt_kaya_react_2,srt_kaya_waiting","PLAYER_SELECT_GREAT2","","1","哼哼～♪「{0}」！","correct_030-correct_031,correct_035-correct_036","srt_inori_select_2,srt_inori_idle"
"srt_dragon_select_1,srt_dragon_idle","srt_kaya_react_1,srt_kaya_waiting","PLAYER_SELECT_PRECONNE1","","1","呵呵呵，那就是\n「{0}」了！","correct_028-correct_029,correct_032/correct_033-boss_emote_067-correct_034,correct_037-correct_038","srt_inori_select_1,srt_inori_idle"
"srt_dragon_select_2,srt_dragon_idle","srt_kaya_react_2,srt_kaya_waiting","PLAYER_SELECT_PRECONNE2","","1","腦中靈光一閃！\n是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","srt_inori_select_2,srt_inori_idle"
"","","PLAYER_SELECT_WAIT","","-1","","",""
"srt_dragon_miss,srt_dragon_thinking","srt_kaya_react_3,srt_kaya_waiting","PLAYER_MISS","","1","哇嗚！我、我搞錯了……","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046","srt_inori_miss,srt_inori_thinking"
"","srt_kaya_react_4","PLAYER_SELECT_N","","2","喂喂，尾音是「鼻音」耶……","out_070","srt_inori_shock"
"srt_dragon_thinking","srt_kaya_infever","INFEVER","","1","我要積極進攻囉！","rush","srt_inori_thinking"
"srt_dragon_select_1","","FEVER_SELECT1","","1","「{0}」！","correct_028-correct_029,correct_037-correct_038","srt_inori_select_1"
"srt_dragon_select_2","","FEVER_SELECT2","","1","是「{0}」呀！","correct_030-correct_031,correct_035-correct_036","srt_inori_select_2"
"srt_dragon_miss","","FEVER_MISS","","1","哇嗚！我、我搞錯了……","mistake_039-mistake_040,mistake_041-mistake_042,mistake_043-mistake_044,mistake_045-mistake_046,mistake_047-mistake_048","srt_inori_miss"
"srt_dragon_fever_attack","srt_kaya_fever_damage","FEVER_DAMAGE","","1","給我覺悟吧！","rush_attack","srt_inori_fever_attack"
"srt_dragon_win","srt_kaya_lose","WIN_HP","","1","是我贏了！！","win_005-win_006,win_012-win_013","srt_inori_win_1"
"srt_dragon_win","","WIN_N","","1","是我贏了！！","win_005-win_006,win_012-win_013","srt_inori_win_1"
"srt_dragon_lose","srt_kaya_win","LOSE_MISS","","1","嗚嗚……是我輸了……","lose_017,lose_019,lose_023","srt_inori_lose"
"srt_dragon_miss","","LOSE_N","","1","嗚嗚……是我輸了……","lose_017,lose_019,lose_023",""
"srt_dragon_lose","srt_kaya_win","TIMEUP","","1","時、時間到了嗎！？我太大意了…… ","lose_025/lose_026-boss_emote_068,lose_021","srt_inori_lose"
"srt_dragon_lose","srt_kaya_win","LOSE_MISS2","","1","嗚嗚……是我輸了……\n沒想到還有「{0}」可以接……","lose_017,lose_019,lose_023","srt_inori_lose"
"srt_dragon_miss","","LOSE_N2","","1","嗚嗚……是我輸了……\n應該還有「{0}」這個詞可以用……","lose_017,lose_019,lose_023",""
"srt_dragon_lose","srt_kaya_win","TIMEUP2","","1","時、時間到了嗎！？我太大意了…… \n應該要選「{0}」這個詞才對……","lose_025/lose_026-boss_emote_068,lose_021","srt_inori_lose"
