8a2a78365fdd09bc22e25e42fa8b6be052ccaa02b534f003b9ac98931f86b144,fb13f4a0d94fa20994e403a09c8d067b733d0f663c53557d3f13c11c21dd2392,095f1a04ee90ef46e780d737eaf6a6b0a81817194d136bcb6d96b9cdffd5a501,10d82356f71031cfc0d0f987bd7a44f393f755aaf7c63703bd858b0a6659c210,409c84f49dc66aef9b1a88da41a0226e47512977241562b1265357d8fab932ff,4ffc02be8061a59a4e2a089b6dfe8d8d503025f0babd9cebc6bbe47d1453e525,8175a56f3e46fbe86f8031b11d47c6c16dffd29e14096d9aa552ec0f01c65b58,4ff652190b2ebab187e17f4dde4ab70ee8708541c8ed9ea96e68e8fb8509f86f,dd6c2e898f9e19d936bb350bb4ba7b10b21592c9d3655d242a0826ac9d51b5c2,0379743861c061aa388e12e7b77e4342334fc55b6803f485ff82fd1a39a25405,4c96ba0a0d25ebe0f3e3d2b209d82501ab9922327fc8cfebc209442a5615901c,cb596487b9ac20ccf5f89d3606ac35047ca727e8a32049bcc3116a4235f5ef66,a891e18c34ce23243bf1983a13bd5935a15530d0ec6385c98dd08ec0c1423c37,65e368de49a2f8fac344d5edd2b4c3d5c39127ce8b451ef1cd33fea6a735fe32,9334272b38f28c2b9d5e9f0a7fc652866e7cfaee824f52b22512e71e6abf2f59
"99001058","99001058","2020/09/30 16:00:00","1017413","打倒 1 隻喧囂獨角兔（SPECIAL限定）","0","1","0","10174","610062401","9001","6011","601","1","2030/04/01 14:59:59"
"99001059","99001059","2020/10/12 16:00:00","1017510","打倒 1 隻糾結的盆栽小花（NORMAL限定）","0","1","0","10175","610063101","9001","6006","601","1","2030/04/01 14:59:59"
"99001060","99001060","2020/10/12 16:00:00","1017511","打倒 1 隻糾結的盆栽小花（HARD限定）","0","1","0","10175","610063201","9001","6007","601","1","2030/04/01 14:59:59"
"99001061","99001061","2020/10/12 16:00:00","1017512","打倒 1 隻糾結的盆栽小花（VERY HARD限定）","0","1","0","10175","610063301","9001","6010","601","1","2030/04/01 14:59:59"
"99001062","99001062","2020/10/12 16:00:00","1017513","打倒 1 隻糾結的盆栽小花（SPECIAL限定）","0","1","0","10175","610063401","9001","6011","601","1","2030/04/01 14:59:59"
"99001063","99001063","2020/07/02 16:00:00","1006510","打倒 1 隻好朋友X（NORMAL限定）","0","1","0","20023","660023101","9001","6006","601","1","2030/04/01 14:59:59"
"99001064","99001064","2020/07/02 16:00:00","1006511","打倒 1 隻好朋友X（HARD限定）","0","1","0","20023","660023201","9001","6007","601","1","2030/04/01 14:59:59"
"99001065","99001065","2020/07/02 16:00:00","1006512","打倒 1 隻好朋友X（VERY HARD限定）","0","1","0","20023","660023301","9001","6010","601","1","2030/04/01 14:59:59"
"99001066","99001066","2020/07/02 16:00:00","1006513","打倒 1 隻好朋友X（SPECIAL限定）","0","1","0","10065","610065401","9001","6011","601","1","2030/04/01 14:59:59"
"99001067","99001067","2020/08/03 16:00:00","1006710","打倒 1 隻忍者首領半藏（NORMAL限定）","0","1","0","20024","660024101","9001","6006","601","1","2030/04/01 14:59:59"
"99001068","99001068","2020/08/03 16:00:00","1006711","打倒 1 隻忍者首領半藏（HARD限定）","0","1","0","20024","660024201","9001","6007","601","1","2030/04/01 14:59:59"
"99001069","99001069","2020/08/03 16:00:00","1006712","打倒 1 隻忍者首領半藏（VERY HARD限定）","0","1","0","20024","660024301","9001","6010","601","1","2030/04/01 14:59:59"
"99001070","99001070","2020/08/03 16:00:00","1006713","打倒 1 隻忍者首領半藏（SPECIAL限定）","0","1","0","10067","610067401","9001","6011","601","1","2030/04/01 14:59:59"
"99001071","99001071","2029/04/01 15:00:00","14","啾啾大恐慌！　保衛起司大作戰！累計分數超過192000分","0","1","0","10040","0","0","6001","601","1","2030/04/01 14:59:59"
"99001072","99001072","2029/04/01 15:00:00","14","啾啾大恐慌！　保衛起司大作戰！累計分數超過480000分","0","1","0","10040","0","0","6001","601","1","2030/04/01 14:59:59"
"99001073","99001073","2029/04/01 15:00:00","15","啾啾大恐慌！　保衛起司大作戰！累計獲得超過5000個硬幣","0","1","0","10040","0","0","6001","601","1","2030/04/01 14:59:59"
"99001074","99001074","2020/09/04 16:00:00","1006910","打倒 1 隻賈巴沃克（NORMAL限定）","0","1","0","20025","660025101","9001","6006","601","1","2030/04/01 14:59:59"
"99001075","99001075","2020/09/04 16:00:00","1006911","打倒 1 隻賈巴沃克（HARD限定）","0","1","0","20025","660025201","9001","6007","601","1","2030/04/01 14:59:59"
"99001076","99001076","2020/09/04 16:00:00","1006912","打倒 1 隻賈巴沃克（VERY HARD限定）","0","1","0","20025","660025301","9001","6010","601","1","2030/04/01 14:59:59"
"99001077","99001077","2020/09/04 16:00:00","1006913","打倒 1 隻賈巴沃克（SPECIAL限定）","0","1","0","10069","610069401","9001","6011","601","1","2030/04/01 14:59:59"
"99001078","99001078","2020/11/02 16:00:00","1007110","打倒 1 隻覺醒‧花心星（NORMAL限定）","0","1","0","20026","660026101","9001","6006","601","1","2030/04/01 14:59:59"
"99001079","99001079","2020/11/02 16:00:00","1007111","打倒 1 隻覺醒‧花心星（HARD限定）","0","1","0","20026","660026201","9001","6007","601","1","2030/04/01 14:59:59"
"99001080","99001080","2020/11/02 16:00:00","1007112","打倒 1 隻覺醒‧花心星（VERY HARD限定）","0","1","0","20026","660026301","9001","6010","601","1","2030/04/01 14:59:59"
"99001081","99001081","2020/11/02 16:00:00","1007113","打倒 1 隻覺醒‧花心星（SPECIAL限定）","0","1","0","10071","610071401","9001","6011","601","1","2030/04/01 14:59:59"
"99001082","99001082","2020/12/04 16:00:00","1007310","打倒 1 隻海岸暴君‧鮫吉（NORMAL限定）","0","1","0","20027","660027101","9001","6006","601","1","2030/04/01 14:59:59"
"99001083","99001083","2020/12/04 16:00:00","1007311","打倒 1 隻海岸暴君‧鮫吉（HARD限定）","0","1","0","20027","660027201","9001","6007","601","1","2030/04/01 14:59:59"
"99001084","99001084","2020/12/04 16:00:00","1007312","打倒 1 隻海岸暴君‧鮫吉（VERY HARD限定）","0","1","0","20027","660027301","9001","6010","601","1","2030/04/01 14:59:59"
"99001085","99001085","2020/12/04 16:00:00","1007313","打倒 1 隻海岸暴君‧鮫吉（SPECIAL限定）","0","1","0","10073","610073401","9001","6011","601","1","2030/04/01 14:59:59"
"99001086","99001086","2020/12/04 16:00:00","14","猛訓打擊道！ 美里的全壘打訓練場中累計分數超過50000分","0","1","0","10021","0","0","6001","601","1","2030/04/01 14:59:59"
"99001087","99001087","2020/12/04 16:00:00","14","猛訓打擊道！ 美里的全壘打訓練場中達成NORMAL的條件","0","1","0","10021","0","0","6001","601","1","2030/04/01 14:59:59"
"99001088","99001088","2020/12/04 16:00:00","14","猛訓打擊道！ 美里的全壘打訓練場中達成HARD的條件","0","1","0","10021","0","0","6001","601","1","2030/04/01 14:59:59"
"99001089","99001089","2020/12/04 16:00:00","14","猛訓打擊道！ 美里的全壘打訓練場中達成VERY HARD的條件","0","1","0","10021","0","0","6001","601","1","2030/04/01 14:59:59"
"99001090","99001090","2020/12/04 16:00:00","14","猛訓打擊道！ 美里的全壘打訓練場中達成EXTRA的條件","0","1","0","10021","0","0","6001","601","1","2030/04/01 14:59:59"
"99001091","99001091","2020/12/31 16:00:00","1007510","打倒 1 隻失控的純潔之弓（NORMAL限定）","0","1","0","20028","660028101","9001","6006","601","1","2030/04/01 14:59:59"
"99001092","99001092","2020/12/31 16:00:00","1007511","打倒 1 隻失控的純潔之弓（HARD限定）","0","1","0","20028","660028201","9001","6007","601","1","2030/04/01 14:59:59"
"99001093","99001093","2020/12/31 16:00:00","1007512","打倒 1 隻失控的純潔之弓（VERY HARD限定）","0","1","0","20028","660028301","9001","6010","601","1","2030/04/01 14:59:59"
"99001094","99001094","2020/12/31 16:00:00","1007513","打倒 1 隻失控的純潔之弓（SPECIAL限定）","0","1","0","10075","610075401","9001","6011","601","1","2030/04/01 14:59:59"
"99001095","99001095","2021/02/01 16:00:00","1007710","打倒1隻驚叫鬼魂教父（NORMAL限定）","0","1","0","20029","660029101","9001","6006","601","1","2030/04/01 14:59:59"
"99001096","99001096","2021/02/01 16:00:00","1007711","打倒1隻驚叫鬼魂教父（HARD限定）","0","1","0","20029","660029201","9001","6007","601","1","2030/04/01 14:59:59"
"99001097","99001097","2021/02/01 16:00:00","1007712","打倒1隻驚叫鬼魂教父（VERY HARD限定）","0","1","0","20029","660029301","9001","6010","601","1","2030/04/01 14:59:59"
"99001098","99001098","2021/02/01 16:00:00","1007713","打倒1隻驚叫鬼魂教父（SPECIAL限定）","0","1","0","10077","610077401","9001","6011","601","1","2030/04/01 14:59:59"
"99001099","99001099","2021/03/02 16:00:00","1007910","打倒1隻反逆獸 de M（NORMAL限定）","0","1","0","20030","660030101","9001","6006","601","1","2030/04/01 14:59:59"
"99001100","99001100","2021/03/02 16:00:00","1007911","打倒1隻反逆獸 de M（HARD限定）","0","1","0","20030","660030201","9001","6007","601","1","2030/04/01 14:59:59"
"99001101","99001101","2021/03/02 16:00:00","1007912","打倒1隻反逆獸 de M（VERY HARD限定）","0","1","0","20030","660030301","9001","6010","601","1","2030/04/01 14:59:59"
"99001102","99001102","2021/03/02 16:00:00","1007913","打倒1隻反逆獸 de M（SPECIAL限定）","0","1","0","10079","610079401","9001","6011","601","1","2030/04/01 14:59:59"
"99001103","99001103","2021/04/01 16:00:00","1008110","打倒1隻被操控的雪人（NORMAL限定）","0","1","0","20031","660031101","9001","6006","601","1","2030/04/01 14:59:59"
"99001104","99001104","2021/04/01 16:00:00","1008111","打倒1隻被操控的雪人（HARD限定）","0","1","0","20031","660031201","9001","6007","601","1","2030/04/01 14:59:59"
"99001105","99001105","2021/04/01 16:00:00","1008112","打倒1隻被操控的雪人（VERY HARD限定）","0","1","0","20031","660031301","9001","6010","601","1","2030/04/01 14:59:59"
"99001106","99001106","2021/04/01 16:00:00","1008113","打倒1隻被操控的雪人（SPECIAL限定）","0","1","0","10081","610081401","9001","6011","601","1","2030/04/01 14:59:59"
"99001107","99001107","2021/05/04 16:00:00","1008310","打倒 1 隻究極金槍鮪（NORMAL限定）","0","1","0","20032","660032101","9001","6006","601","1","2030/04/01 14:59:59"
"99001108","99001108","2021/05/04 16:00:00","1008311","打倒 1 隻究極金槍鮪（HARD限定）","0","1","0","20032","660032201","9001","6007","601","1","2030/04/01 14:59:59"
"99001109","99001109","2021/05/04 16:00:00","1008312","打倒 1 隻究極金槍鮪（VERY HARD限定）","0","1","0","20032","660032301","9001","6010","601","1","2030/04/01 14:59:59"
"99001110","99001110","2021/05/04 16:00:00","1008313","打倒 1 隻究極金槍鮪（SPECIAL限定）","0","1","0","10083","610083401","9001","6011","601","1","2030/04/01 14:59:59"
"99001111","99001111","2021/06/02 16:00:00","1008610","打倒 1 隻角鹿將軍（NORMAL限定）","0","1","0","20033","660033101","9001","6006","601","1","2030/04/01 14:59:59"
"99001112","99001112","2021/06/02 16:00:00","1008611","打倒 1 隻角鹿將軍（HARD限定）","0","1","0","20033","660033201","9001","6007","601","1","2030/04/01 14:59:59"
"99001113","99001113","2021/06/02 16:00:00","1008612","打倒 1 隻角鹿將軍（VERY HARD限定）","0","1","0","20033","660033301","9001","6010","601","1","2030/04/01 14:59:59"
"99001114","99001114","2021/06/02 16:00:00","1008613","打倒 1 隻角鹿將軍（SPECIAL限定）","0","1","0","10086","610086401","9001","6011","601","1","2030/04/01 14:59:59"
"99001115","99001115","2021/06/12 16:00:00","1008710","打倒 1 隻黑風之精靈（NORMAL限定）","0","1","0","20034","660034101","9001","6006","601","1","2030/04/01 14:59:59"
"99001116","99001116","2021/06/12 16:00:00","1008711","打倒 1 隻黑風之精靈（HARD限定）","0","1","0","20034","660034201","9001","6007","601","1","2030/04/01 14:59:59"
"99001117","99001117","2021/06/12 16:00:00","1008712","打倒 1 隻黑風之精靈（VERY HARD限定）","0","1","0","20034","660034301","9001","6010","601","1","2030/04/01 14:59:59"
"99001118","99001118","2021/06/12 16:00:00","1008713","打倒 1 隻黑風之精靈（SPECIAL限定）","0","1","0","10087","610087401","9001","6011","601","1","2030/04/01 14:59:59"
"99001119","99001119","2021/07/05 16:00:00","1008910","打倒 1 隻魔物的公主（NORMAL限定）","0","1","0","20035","660035101","9001","6006","601","1","2030/04/01 14:59:59"
"99001120","99001120","2021/07/05 16:00:00","1008911","打倒 1 隻魔物的公主（HARD限定）","0","1","0","20035","660035201","9001","6007","601","1","2030/04/01 14:59:59"
"99001121","99001121","2021/07/05 16:00:00","1008912","打倒 1 隻魔物的公主（VERY HARD限定）","0","1","0","20035","660035301","9001","6010","601","1","2030/04/01 14:59:59"
"99001122","99001122","2021/07/05 16:00:00","1008913","打倒 1 隻魔物的公主（SPECIAL限定）","0","1","0","10089","610089401","9001","6011","601","1","2030/04/01 14:59:59"
"99001123","99001123","2021/08/02 16:00:00","1009110","打倒 1 隻無名的藝術（NORMAL限定）","0","1","0","20036","660036101","9001","6006","601","1","2030/04/01 14:59:59"
"99001124","99001124","2021/08/02 16:00:00","1009111","打倒 1 隻無名的藝術（HARD限定）","0","1","0","20036","660036201","9001","6007","601","1","2030/04/01 14:59:59"
"99001125","99001125","2021/08/02 16:00:00","1009112","打倒 1 隻無名的藝術（VERY HARD限定）","0","1","0","20036","660036301","9001","6010","601","1","2030/04/01 14:59:59"
"99001126","99001126","2021/08/02 16:00:00","1009113","打倒 1 隻無名的藝術（SPECIAL限定）","0","1","0","10091","610091401","9001","6011","601","1","2030/04/01 14:59:59"
"99001127","99001127","2021/09/01 16:00:00","1009310","打倒1隻爆裂‧時間儀（NORMAL限定）","0","1","0","20037","660037101","9001","6006","601","1","2030/04/01 14:59:59"
"99001128","99001128","2021/09/01 16:00:00","1009311","打倒1隻爆裂‧時間儀（HARD限定）","0","1","0","20037","660037201","9001","6007","601","1","2030/04/01 14:59:59"
"99001129","99001129","2021/09/01 16:00:00","1009312","打倒1隻爆裂‧時間儀（VERY HARD限定）","0","1","0","20037","660037301","9001","6010","601","1","2030/04/01 14:59:59"
"99001130","99001130","2021/09/01 16:00:00","1009313","打倒1隻爆裂‧時間儀（SPECIAL限定）","0","1","0","10093","610093401","9001","6011","601","1","2030/04/01 14:59:59"
"99001131","99001131","2029/09/01 16:00:00","15","龍人們的接龍競賽的字彙圖鑑收集728個字彙","0","1","0","10066","0","0","6001","601","1","2030/04/01 14:59:59"
"99001132","99001132","2021/10/01 16:00:00","1009510","打倒 1 隻究極機械玩具王（NORMAL限定）","0","1","0","20038","660038101","9001","6006","601","1","2030/04/01 14:59:59"
"99001133","99001133","2021/10/01 16:00:00","1009511","打倒 1 隻究極機械玩具王（HARD限定）","0","1","0","20038","660038201","9001","6007","601","1","2030/04/01 14:59:59"
"99001134","99001134","2021/10/01 16:00:00","1009512","打倒 1 隻究極機械玩具王（VERY HARD限定）","0","1","0","20038","660038301","9001","6010","601","1","2030/04/01 14:59:59"
"99001135","99001135","2021/10/01 16:00:00","1009513","打倒 1 隻究極機械玩具王（SPECIAL限定）","0","1","0","10095","610095401","9001","6011","601","1","2030/04/01 14:59:59"
"99001136","99001136","2021/11/01 16:00:00","1009710","完成1次擅長的作業","0","1","0","20039","660039101","9001","6006","601","1","2030/04/01 14:59:59"
"99001137","99001137","2021/11/01 16:00:00","1009711","完成1次有些棘手的作業","0","1","0","20039","660039201","9001","6007","601","1","2030/04/01 14:59:59"
"99001138","99001138","2021/11/01 16:00:00","1009712","完成1次非常棘手的作業","0","1","0","20039","660039301","9001","6010","601","1","2030/04/01 14:59:59"
"99001139","99001139","2021/11/01 16:00:00","1009713","完成1次留到暑假最後一天的作業","0","1","0","10097","610097401","9001","6011","601","1","2030/04/01 14:59:59"
"99001140","99001140","2029/04/01 16:00:00","15","閱覽所有暑假圖畫日記","0","1","0","10097","0","0","6001","601","1","2030/04/01 14:59:59"
"99001142","99001142","2021/12/02 16:00:00","1009910","打倒1隻女王歌唱水母（NORMAL限定）","0","1","0","20040","660040101","9001","6006","601","1","2030/04/01 14:59:59"
"99001143","99001143","2021/12/02 16:00:00","1009911","打倒1隻女王歌唱水母（HARD限定）","0","1","0","20040","660040201","9001","6007","601","1","2030/04/01 14:59:59"
"99001144","99001144","2021/12/02 16:00:00","1009912","打倒1隻女王歌唱水母（VERY HARD限定）","0","1","0","20040","660040301","9001","6010","601","1","2030/04/01 14:59:59"
"99001145","99001145","2021/12/02 16:00:00","1009913","打倒1隻女王歌唱水母（SPECIAL限定）","0","1","0","10099","610099401","9001","6011","601","1","2030/04/01 14:59:59"
"99001146","99001146","2029/04/01 15:00:00","14","在周邊區獲得所有周邊的50%","0","1","0","10072","0","0","6001","601","1","2030/04/01 14:59:59"
"99001147","99001147","2029/04/01 15:00:00","14","在周邊區獲得所有種類的周邊","0","1","0","10072","0","0","6001","601","1","2030/04/01 14:59:59"
"99001148","99001148","2022/01/03 16:00:00","1010110","打倒1隻基古魯博士（NORMAL限定）","0","1","0","20041","660041101","9001","6006","601","1","2030/04/01 14:59:59"
"99001149","99001149","2022/01/03 16:00:00","1010111","打倒1隻基古魯博士（HARD限定）","0","1","0","20041","660041201","9001","6007","601","1","2030/04/01 14:59:59"
"99001150","99001150","2022/01/03 16:00:00","1010112","打倒1隻基古魯博士（VERY HARD限定）","0","1","0","20041","660041301","9001","6010","601","1","2030/04/01 14:59:59"
"99001151","99001151","2022/01/03 16:00:00","1010113","打倒1隻基古魯博士（SPECIAL限定）","0","1","0","10101","610101401","9001","6011","601","1","2030/04/01 14:59:59"
"99001152","99001152","2022/02/01 16:00:00","1010310","打倒1隻哀暴小棉花糖（NORMAL限定）","0","1","0","20042","660042101","9001","6006","601","1","2030/04/01 14:59:59"
"99001153","99001153","2022/02/01 16:00:00","1010311","打倒1隻哀暴小棉花糖（HARD限定）","0","1","0","20042","660042201","9001","6007","601","1","2030/04/01 14:59:59"
"99001154","99001154","2022/02/01 16:00:00","1010312","打倒1隻哀暴小棉花糖（VERY HARD限定）","0","1","0","20042","660042301","9001","6010","601","1","2030/04/01 14:59:59"
