d63e87121224f00e528cbce9d2de3d583acc292401b20bfe74e116e01b3a275d,6670f2c115ad121d0ebbb4cc76e4b40eb1b1ceb3a5101dceffc7da1f7fcf1749,9fe9bcb1be4d3706e7b948ea6ec87c0d17591439e131f556f3c446e705b4ca9e,ef0878347de4c58b966fa1b89345a0eb2131b42e60b33eaff1aef5f00d6c0495,77afeafa82baa4e0fdf19678fef937c2d9e678a3c5251f8bd768f20b95d8bc95,e00bbed077e96357ca1e6385248e6c7681bd338e0cf30027b60a27c553791cba,2c64f067980991c8e6705de8da3dd2b2270811a1e175eb971865467ef260e41e,0280e284600210cec35ee9f5ba7b22cb5351ccef30ba3fc26d316c807d8c9111,335675c6808660d09aedbe056b7f1e3829e47403c7dbb92cd0293b1ca0441f40,178b43c7d5c2b75a38fae1b565788b102133ddcb133ead7261642fc4dab46c74,99a5e29bb6206f96b753fe46dadb256226de911fd7333864ba049cedcc86af1a,f77bf19f386d5c8d4f71e3b38563dfe122673cfb3a1868e3d93937433360fdb3,d703c6f798683d87e5306d48cd8717effa600eadfb7b426eee81c5caf2cc781e,d99d794497681b33134991ec10d0d356e93744b17529d8f6c2c395973dd44676,90467e9b98458738aa77a98ef1e180e2ebe4754a22a1edaa685664d9e8c84a4a,c8e65d805166818d2bd921c2a8a2d3429e69dbcff03b77b82c9d999e610d5a96,e61a38beba4aab8b0025327785757ebfafdfecbaf79d467d81391580c5d61557,bb86f1497f802aad6ee619447df2c00db0e6cc49beaa87e68a5e093fbeb6d2d9,91bcbc46fca16c5227b56b47814ec2041d43369ec4c08a7bbee4f9a2d44dae9c,85eb502bc8df2770b3032dd436f49fedda6692c737227a7f9a7d4ffffc7402ba,fc9437387737e4444ffcf9da35739445c067a1e52101a0801f322d1ea9a1f6e3,4372e8cb3c80bf1647e4efe45845e2ead304481a5c99c5e55aaf0a3c271688ae,9362c3400c9d03c96360b39ceef208c36231dbcf35f3082c56e139064a540b18,170daff6a700a0747e61015568e1b1b917321763df3073481be220ba67218d62,b9d4265de3421bc71067829acfc83c432287e446c89f2993f407e2016fc9ea72,129e58f050ce9fe9e8fd4bb53013b9bc92be8afeadf74bc4d2c5e49eaa619431,1bdb7ac6541f3a149b6d3d459997abdf239ceaf676cf0f2a7796cfdc48580a10,5a05a5333f334715a95c63aa460622cc3401146e5e1fc572396fc36176e3067f,a9b7ceb98a6d70e63e8597d702c71c5718a3e6085ca080fd7a6aad11b6583585
"0.8","0","90","0","0","99002","0","0","bgm_M06","31002008","1","8","100258","0","100258","bgm_M06","0","0","0","0","0","1.2","0","3100205","94002","40001","31002","0","0"
"0.8","0","90","0","0","90002","0","0","bgm_M06","31002009","1","9","100259","200","100259","bgm_M06","0","0","99002","90005","0","1.2","0","3100206","94002","40004","31002","0","0"
"1","0","90","0","0","90002","0","501010021","bgm_M63","31002010","3","10","100261","200","100261","bgm_M63","0","0","99002","0","0","1.2","0","3100207","94002","40004","31002","0","0"
"0.4","0","90","0","0","99002","0","0","bgm_M06","31003001","1","1","100291","0","100291","bgm_M06","0","0","0","0","0","1.2","-50","3100301","94002","40001","31003","0","0"
"0.4","0","90","0","0","99002","0","0","bgm_M06","31003002","1","2","100292","0","100292","bgm_M06","0","0","0","0","0","1.2","-50","3100302","94002","40001","31003","0","0"
"0.6","0","90","0","0","90002","0","0","bgm_M06","31003003","1","3","100293","300","100293","bgm_M06","0","0","99002","0","0","1.2","-50","3100302","94002","40004","31003","0","0"
"0.65","0","90","0","0","99002","0","0","bgm_M06","31003004","1","4","100291","0","100291","bgm_M06","0","0","0","0","0","1.2","-50","3100303","94002","40001","31003","0","0"
"0.75","0","90","0","0","90002","0","0","bgm_M06","31003005","1","5","100292","300","100292","bgm_M06","0","0","99002","0","0","1.2","-50","3100303","94002","40004","31003","0","0"
"0.75","0","90","0","0","99002","0","0","bgm_M06","31003006","1","6","100294","0","100294","bgm_M06","0","0","0","0","0","1.2","-50","3100304","94002","40001","31003","0","0"
"0.8","0","90","0","0","90002","0","0","bgm_M06","31003007","1","7","100295","300","100295","bgm_M06","0","0","99002","0","0","1.2","-50","3100304","94002","40004","31003","0","0"
"0.85","0","90","0","0","99002","0","0","bgm_M06","31003008","1","8","100296","0","100296","bgm_M06","0","0","0","0","0","1.2","-50","3100305","94002","40001","31003","0","0"
"0.85","0","90","0","0","90002","0","0","bgm_M06","31003009","1","9","100297","300","100297","bgm_M06","0","0","99002","90005","0","1.2","-50","3100307","94002","40004","31003","0","0"
"1","0","90","0","0","90002","0","501010031","bgm_M63","31003010","3","10","100313","300","100313","bgm_M63","0","0","99002","0","0","1.2","-50","3100306","94002","40004","31003","0","0"
"0.7","0","90","0","0","90002","0","0","bgm_M06","31004001","1","1","100271","400","100271","bgm_M06","0","0","99002","0","0","1.2","-50","3100401","94002","40004","31004","0","0"
"0.85","0","90","0","0","90002","0","0","bgm_M06","31004002","1","2","100273","400","100273","bgm_M06","0","0","99002","0","0","1.2","-50","3100401","94002","40004","31004","0","0"
"0.9","0","90","0","0","90002","0","0","bgm_M06","31004003","1","3","100274","400","100274","bgm_M06","0","0","99002","0","0","1.2","-50","3100401","94002","40004","31004","0","0"
"1","0","90","0","0","90002","0","0","bgm_M06","31004004","1","4","100277","400","100277","bgm_M06","0","0","99002","90005","0","1.2","-50","3100403","94002","40004","31004","0","0"
"1","0","90","0","0","90002","0","501010041","bgm_M63","31004005","3","5","100283","400","100283","bgm_M63","0","0","99002","0","0","1.2","-50","3100402","94002","40004","31004","0","0"
"0.7","0","90","0","0","90002","0","0","bgm_M06","31005001","1","1","101601","500","101601","bgm_M06","0","0","99002","140001","0","1.2","-50","3100501","94002","40004","31005","0","0"
"0.85","0","90","0","0","90002","0","0","bgm_M06","31005002","1","2","101601","500","101601","bgm_M06","0","0","99002","140001","0","1.2","-50","3100501","94002","40004","31005","0","0"
"0.9","0","90","0","0","90002","0","0","bgm_M06","31005003","1","3","101602","600","101602","bgm_M06","0","0","99002","140001","0","1.2","-50","3100501","94002","40004","31005","0","0"
"1","0","90","90005","0","90002","0","0","bgm_M06","31005004","1","4","101602","600","101602","bgm_M06","0","0","99002","140001","0","1.2","-50","3100502","94002","40004","31005","0","0"
"1","0","90","0","0","90002","0","501010051","bgm_M63","31005005","3","5","101611","300","101611","bgm_M63","0","0","99002","140001","0","1.6","-50","3100503","94002","40004","31005","0","0"
"0.7","0","90","25001","0","99002","0","0","bgm_M06","31006001","1","1","102171","600","102171","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100601","90002","40004","31006","0","0"
"0.85","0","90","25001","0","99002","0","0","bgm_M06","31006002","1","2","102172","600","102172","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100601","90002","40004","31006","0","0"
"0.9","0","90","25001","0","99002","0","0","bgm_M06","31006003","1","3","102173","800","102173","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100601","90002","40004","31006","0","0"
"1","0","90","25001","0","99002","0","0","bgm_M06","31006004","1","4","102172","800","102172","bgm_M06","0","90005","20000","140001","0","1.2","-50","3100602","90002","40004","31006","0","0"
"1","0","90","25001","0","99002","0","501010061","bgm_M63","31006005","3","5","102174","400","102174","bgm_M63","0","94002","20000","140001","0","1.3","-50","3100603","90002","40004","31006","0","0"
"0.7","0","90","25001","0","99002","0","0","bgm_M06","31007001","1","1","102741","700","102741","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100701","90002","40004","31007","0","0"
"0.85","0","90","25001","0","99002","0","0","bgm_M06","31007002","1","2","102742","700","102742","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100701","90002","40004","31007","0","0"
"0.9","0","90","25001","0","99002","0","0","bgm_M06","31007003","1","3","102743","1000","102743","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100701","90002","40004","31007","0","0"
"1","0","90","25001","0","99002","0","0","bgm_M06","31007004","1","4","102742","1000","102742","bgm_M06","0","90005","20000","140001","0","1.2","-50","3100702","90002","40004","31007","0","0"
"1","1","90","25001","0","99002","0","501010071","bgm_M63","31007005","3","5","102751","500","102751","bgm_M63","1","94002","20000","140001","0","0.5","-50","3100703","90002","40004","31007","0","5.1"
"0.7","0","90","25001","0","99002","0","0","bgm_M06","31008001","1","1","103002","800","103002","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100801","90002","40004","31008","0","0"
"0.85","0","90","25001","0","99002","0","0","bgm_M06","31008002","1","2","103002","800","103002","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100801","90002","40004","31008","0","0"
"0.9","0","90","25001","0","99002","0","0","bgm_M06","31008003","1","3","103002","1200","103002","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100801","90002","40004","31008","0","0"
"1","0","90","25001","0","99002","0","0","bgm_M06","31008004","1","4","103002","1200","103002","bgm_M06","0","90005","20000","140001","0","1.2","-50","3100802","90002","40004","31008","0","0"
"1","1","90","25001","0","99002","0","0","bgm_M63","31008005","4","5","103001","600","103001","bgm_M63","1","94002","20000","140001","0","1.3","-50","3100803","90002","40004","31008","0","2.9"
"0.7","0","90","25001","0","99002","0","0","bgm_M06","31009001","1","1","103222","900","103222","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100901","90002","40004","31009","0","0"
"0.85","0","90","25001","0","99002","0","0","bgm_M06","31009002","1","2","103221","900","103221","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100901","90002","40004","31009","0","0"
"0.9","0","90","25001","0","99002","0","0","bgm_M06","31009003","1","3","103213","1400","103213","bgm_M06","0","94002","20000","140001","0","1.2","-50","3100901","90002","40004","31009","0","0"
"1","0","90","25001","0","99002","0","0","bgm_M06","31009004","1","4","103211","1400","103211","bgm_M06","0","90005","20000","140001","0","1.2","-50","3100902","90002","40004","31009","0","0"
"1","0","90","25001","0","99002","0","0","bgm_M63","31009005","6","5","103232","700","103232","bgm_M63","1","94002","20000","140001","0","1.3","-50","3100903","90002","40004","31009","1","2.9"
"1","0","90","25001","0","99002","0","501010105","bgm_M06","31010001","3","1","103371","1400","103371","bgm_M06","1","94002","20000","140001","0","1.1","-50","3101001","90002","40004","31010","1","0"
"1","0","90","25001","0","99002","0","501010106","bgm_M06","31010002","3","2","103372","1400","103372","bgm_M06","1","94002","20000","140001","0","1.2","-50","3101001","90002","40004","31010","1","0"
"1","0","90","25001","0","99002","0","501010107","bgm_M06","31010003","3","3","103373","1400","103373","bgm_M06","1","94002","20000","140001","0","1.6","-50","3101001","90002","40004","31010","1","0"
"1","0","90","25001","0","99002","0","501010108","bgm_M06","31010004","3","4","103374","1400","103374","bgm_M06","1","90005","20000","140001","0","1.1","-50","3101002","90002","40004","31010","1","0"
"1","0","90","25001","0","99002","0","0","bgm_M63","31010005","6","5","103371","800","103371","bgm_M63","1","94002","20000","140001","0","1.3","-50","3101003","90002","40004","31010","1","0"
