5e3ca22e86d8f3b5e5d281db4119d80103e42e7ea0a2cdc95e67386e4531cb5d,2adbb528c0061eb1fecde1530c2f112884f8e11a39d5a578827957a5797e812f,af8c875012ce0b0f6b7f248116046f4487c2aa30d5b6d50c0019b1eb73a7e6f9,6b09f8b8706e0f599ef5f49a28585636d2f030415751c124769c56fda0f882dc,b579e208c43f20f5246a07a0322ba0f417145b6e1f78c03c136ab72406d4015d,6316710c8485a26c9f75d423c196c5947cbeea0b42e8dbf27783e7ad59f847b5,eb387a015ed137e469f9cef3416217444938b565d55e59224debc1410918790b,b20dd84db73d3e2588a1c253ddd0123188d41473054add2fbf88a352eb0e7e20,135c4a7c902de5045be0badfd474868d9b3e304c10623f86799b614c6f591057,b1396983d7ceafdbed4c3e4d7ef99832b9571a8ffa6b5892238e38f099e54474,eba059e18d4abf3ad84f08a4e5f4f4e163e1ea365a7cfad7aa3fbe9a5e231000,21f1abe36ecb93c7d3983c7d964f18577c06802d969c845ac95fdb8f2fe2f719,7e2dbba9e3a9698350f12fc96a7b1ed226e965164953035017cf4ad35785be12,e6c25e82b684de68d6aec5e5af198de543c88de21b0eb82b3844565e5bde0e3e,7b845fd9d66c821b5ca579906cfd120ddd2a74ae2dcf56350634face9a90fa5f,dc59068a4d952fdb4f696b575ab71efd0293f167f03dd99adaac8a87675a2e66,5105ce13d99d14036f1f57a7a6fc05a792f9dfe7af175e4626ed8ccf509cd7a5
"2019/07/17 16:00:00","2019/07/28 15:59:59","1768","0","bgm_M206","0","500013","0","2019/07/31 15:59:59","50","10012","2019/07/15 16:00:00","1060","60","101401","2019/08/03 15:59:59","bgm_M206"
"2019/08/01 16:00:00","2019/08/12 15:59:59","1768","0","bgm_M215","0","500133","0","2019/08/15 15:59:59","50","10013","2019/07/30 16:00:00","1060","60","109301","2019/08/19 15:59:59","bgm_M215"
"2019/08/16 16:00:00","2019/08/20 15:59:59","1768","0","bgm_M32","10001","500213","0","2019/08/23 15:59:59","50","10014","2019/08/15 16:00:00","1060","60","101201","2019/08/26 15:59:59","bgm_M32"
"2019/09/03 16:00:00","2019/09/12 15:59:59","1768","0","bgm_M223","0","500650","0","2019/09/15 15:59:59","50","10015","2019/08/30 16:00:00","1060","60","109501","2019/09/18 15:59:59","bgm_M223"
"2019/09/17 16:00:00","2019/09/21 15:59:59","1768","0","bgm_M98","10002","500193","0","2019/09/24 15:59:59","50","10016","2019/09/15 16:00:00","1060","60","103601","2019/09/27 15:59:59","bgm_M98"
"2019/10/01 16:00:00","2019/10/12 15:59:59","1768","0","bgm_M228","0","500175","0","2019/10/15 15:59:59","50","10017","2019/09/27 16:00:00","1060","60","109701","2019/10/18 15:59:59","bgm_M228"
"2019/10/17 16:00:00","2019/10/21 15:59:59","1768","0","bgm_M106","10003","500263","0","2019/10/24 15:59:59","50","10018","2019/10/15 16:00:00","1060","60","104401","2019/10/27 15:59:59","bgm_M106"
"2019/11/01 16:00:00","2019/11/12 15:59:59","1600","0","bgm_M237","0","500683","0","2019/11/15 15:59:59","50","10019","2019/10/30 16:00:00","1060","12","110101","2019/11/18 15:59:59","bgm_M237"
"2019/11/17 16:00:00","2019/11/21 15:59:59","1768","0","bgm_M112","10004","500164","0","2019/11/24 15:59:59","50","10020","2019/11/15 16:00:00","1060","60","107601","2019/11/27 15:59:59","bgm_M112"
"2019/12/02 16:00:00","2019/12/12 15:59:59","1768","0","bgm_M245_02","0","500713","0","2019/12/15 15:59:59","50","10021","2019/11/29 16:00:00","1060","60","110501","2019/12/17 15:59:59","bgm_M245"
"2019/12/17 16:00:00","2019/12/21 15:59:59","1768","0","bgm_M121","10005","500284","0","2019/12/24 15:59:59","50","10022","2019/12/15 16:00:00","1060","60","108001","2019/12/26 15:59:59","bgm_M121"
"2020/01/02 16:00:00","2020/01/13 15:59:59","1800","0","bgm_M254","0","500731","0","2020/01/16 15:59:59","50","10023","2019/12/31 16:00:00","1060","34","110701","2020/01/19 15:59:59","bgm_M254"
"2020/01/16 16:00:00","2020/01/20 15:59:59","1768","0","bgm_M128","10006","500096","0","2020/01/23 15:59:59","50","10024","2020/01/14 16:00:00","1060","60","104701","2020/01/26 15:59:59","bgm_M128"
"2020/02/04 16:00:00","2020/02/15 15:59:59","1768","0","bgm_M265_Top","0","505033","0","2020/02/18 15:59:59","50","10025","2020/01/31 16:00:00","1060","60","111201","2020/02/21 15:59:59","bgm_M265"
"2020/02/18 16:00:00","2020/02/22 15:59:59","1768","0","bgm_M135","10007","500264","0","2020/02/25 15:59:59","50","10026","2020/02/14 16:00:00","1060","60","108201","2020/02/28 15:59:59","bgm_M135"
"2020/03/02 16:00:00","2020/03/13 15:59:59","1800","0","bgm_M273","0","500836","0","2020/03/16 15:59:59","50","10027","2020/02/27 16:00:00","1060","60","100501","2020/03/19 15:59:59","bgm_M273"
"2020/03/16 16:00:00","2020/03/20 15:59:59","1768","0","bgm_M162","10008","500143","0","2020/03/23 15:59:59","50","10028","2020/03/13 16:00:00","1060","60","100901","2020/03/26 15:59:59","bgm_M162"
"2020/04/01 16:00:00","2020/04/12 15:59:59","1768","0","bgm_M281","0","500880","0","2020/04/15 15:59:59","50","10029","2020/03/30 16:00:00","1060","60","111601","2020/04/19 15:59:59","bgm_M281"
"2020/04/15 16:00:00","2020/04/19 15:59:59","1768","0","bgm_M171","10009","500114","0","2020/04/22 15:59:59","50","10030","2020/04/13 16:00:00","1060","60","108501","2020/04/26 15:59:59","bgm_M171"
"2020/05/05 16:00:00","2020/05/16 15:59:59","1768","0","bgm_M294","0","500911","0","2020/05/19 15:59:59","50","10031","2020/04/30 16:00:00","1060","60","112101","2020/05/22 15:59:59","bgm_M294"
"2020/05/19 16:00:00","2020/05/23 15:59:59","1768","0","bgm_M182","10010","500553","0","2020/05/26 15:59:59","50","10032","2020/05/15 16:00:00","1060","60","108901","2020/05/29 15:59:59","bgm_M182"
"2020/06/03 16:00:00","2020/06/14 15:59:59","1768","0","bgm_M316","0","500016","0","2020/06/17 15:59:59","50","10033","2020/06/01 16:00:00","1060","60","112301","2020/06/21 15:59:59","bgm_M316"
"2020/06/17 16:00:00","2020/06/21 15:59:59","1768","0","bgm_M189","10011","500600","0","2020/06/24 15:59:59","50","10034","2020/06/15 16:00:00","1060","60","109001","2020/06/28 15:59:59","bgm_M189"
"2020/09/30 16:00:00","2020/10/18 15:59:59","1768","0","bgm_M330","0","500175","0","2020/10/21 15:59:59","50","10035","2020/09/28 16:00:00","1060","60","112401","2020/10/26 15:59:59","bgm_M330"
"2020/10/12 16:00:00","2020/10/18 15:59:59","1768","10035","bgm_M341","0","500921","0","2020/10/21 15:59:59","50","10036","2020/09/28 16:00:00","1060","60","112401","2020/10/26 15:59:59","bgm_M341"
"2020/08/17 16:00:00","2020/08/21 15:59:59","1768","0","bgm_M206","10012","500013","0","2020/08/24 15:59:59","50","10037","2020/08/14 16:00:00","1060","60","101401","2020/08/28 15:59:59","bgm_M206"
"2020/07/02 16:00:00","2020/07/13 15:59:59","1768","0","bgm_M343","0","500751","0","2020/07/16 15:59:59","50","10038","2020/06/29 16:00:00","1060","60","111001","2020/07/19 15:59:59","bgm_M343"
"2020/07/16 16:00:00","2020/07/20 15:59:59","1768","0","bgm_M215","10013","500133","0","2020/07/23 15:59:59","50","10039","2020/07/13 16:00:00","1060","60","109301","2020/07/26 15:59:59","bgm_M215"
"2020/08/03 16:00:00","2020/08/14 15:59:59","1768","0","bgm_M351","0","500990","0","2020/08/17 15:59:59","50","10040","2020/07/31 16:00:00","1060","60","103301","2020/08/21 15:59:59","bgm_M351"
"2020/09/18 16:00:00","2020/09/22 15:59:59","1768","0","bgm_M223","10015","500650","0","2020/09/25 15:59:59","50","10041","2020/09/14 16:00:00","1060","60","109501","2020/09/28 15:59:59","bgm_M223"
"2020/09/04 16:00:00","2020/09/15 15:59:59","1768","0","bgm_M375","0","500016","0","2020/09/18 15:59:59","50","10042","2020/09/01 16:00:00","1060","60","113001","2020/09/22 15:59:59","bgm_M375"
"2020/10/19 16:00:00","2020/10/23 15:59:59","1600","0","bgm_M237","10019","500683","0","2020/10/26 15:59:59","50","10043","2020/10/15 16:00:00","1060","12","110101","2020/10/28 15:59:59","bgm_M237"
"2020/11/02 16:00:00","2020/11/13 15:59:59","1768","0","bgm_M380A","0","500016","0","2020/11/16 15:59:59","50","10044","2020/10/29 16:00:00","1060","60","113201","2020/11/20 15:59:59","bgm_M380A"
"2020/11/17 16:00:00","2020/11/21 15:59:59","1768","0","bgm_M245_02","10021","500713","0","2020/11/24 15:59:59","50","10045","2020/11/13 16:00:00","1060","60","110501","2020/11/27 15:59:59","bgm_M245"
"2020/12/04 16:00:00","2020/12/15 15:59:59","1768","0","bgm_M393","0","501091","0","2020/12/18 15:59:59","50","10046","2020/12/01 16:00:00","1060","60","113501","2020/12/22 15:59:59","bgm_M393"
"2020/12/18 16:00:00","2020/12/22 15:59:59","1800","0","bgm_M254","10023","500731","0","2020/12/25 15:59:59","50","10047","2020/12/14 16:00:00","1060","34","110701","2020/12/27 15:59:59","bgm_M254"
"2020/12/31 16:00:00","2021/01/11 15:59:59","1768","0","bgm_M403","0","500016","0","2021/01/14 15:59:59","50","10048","2020/12/28 16:00:00","1060","60","113801","2021/01/18 15:59:59","bgm_M403"
"2021/01/18 16:00:00","2021/01/22 15:59:59","1768","0","bgm_M265_Top","10025","505033","0","2021/01/25 15:59:59","50","10049","2021/01/15 16:00:00","1060","60","111201","2021/01/27 15:59:59","bgm_M265"
"2021/02/01 16:00:00","2021/02/12 15:59:59","1768","0","bgm_M413","0","501133","0","2021/02/15 15:59:59","50","10050","2021/01/29 16:00:00","1060","60","114101","2021/02/19 15:59:59","bgm_M413"
"2021/02/19 16:00:00","2021/02/23 15:59:59","1800","0","bgm_M273","10027","500836","0","2021/02/26 15:59:59","50","10051","2021/02/17 16:00:00","1060","60","100501","2021/02/28 15:59:59","bgm_M273"
"2021/03/02 16:00:00","2021/03/13 15:59:59","1768","0","bgm_M421","0","500016","0","2021/03/16 15:59:59","50","10052","2021/02/26 16:00:00","1060","60","114201","2021/03/20 15:59:59","bgm_M421"
"2021/04/16 16:00:00","2021/04/24 15:59:59","1768","0","bgm_M228","10017","500175","0","2021/04/27 15:59:59","50","10053","2021/04/14 16:00:00","1060","60","109701","2021/04/30 15:59:59","bgm_M228"
"2021/04/01 16:00:00","2021/04/12 15:59:59","1768","0","bgm_M426","0","501171","0","2021/04/15 15:59:59","50","10054","2021/03/30 16:00:00","1060","60","114401","2021/04/19 15:59:59","bgm_M426"
"2021/03/17 16:00:00","2021/03/21 15:59:59","1768","0","bgm_M281","10029","500880","0","2021/03/24 15:59:59","50","10055","2021/03/15 16:00:00","1060","60","111601","2021/03/26 15:59:59","bgm_M281"
"2021/05/04 16:00:00","2021/05/15 15:59:59","1768","0","bgm_M435","0","501160","0","2021/05/18 15:59:59","50","10056","2021/05/01 16:00:00","1060","60","111801","2021/05/22 15:59:59","bgm_M435"
"2021/05/19 16:00:00","2021/05/23 15:59:59","1768","0","bgm_M294","10031","500911","0","2021/05/26 15:59:59","50","10057","2021/05/17 16:00:00","1060","60","112101","2021/05/28 14:59:59","bgm_M294"
"2021/06/02 16:00:00","2021/06/19 15:59:59","1768","0","bgm_M442A","0","500143","0","2021/06/22 15:59:59","50","10058","2021/05/31 16:00:00","1060","60","115601","2021/06/26 15:59:59","bgm_M442A"
"2021/06/12 16:00:00","2021/06/19 15:59:59","1768","10058","bgm_M442B","0","501203","0","2021/06/22 15:59:59","50","10059","2021/05/31 16:00:00","1060","60","115601","2021/06/26 15:59:59","bgm_M442B"
"2021/06/18 16:00:00","2021/06/22 15:59:59","1768","0","bgm_M316","10033","500016","1","2021/06/25 15:59:59","50","10060","2021/06/16 16:00:00","1060","60","112301","2021/06/27 15:59:59","bgm_M316"
"2021/07/05 16:00:00","2021/07/16 15:59:59","1768","0","bgm_M451","0","500133","0","2021/07/19 15:59:59","50","10061","2021/07/02 16:00:00","1060","60","115801","2021/07/23 15:59:59","bgm_M451"
"2021/08/09 16:00:00","2021/08/22 15:59:59","1768","0","bgm_M330","10035","500175","0","2021/08/25 15:59:59","50","10062","2021/08/06 16:00:00","1060","60","112401","2021/08/27 15:59:59","bgm_M330"
"2021/08/17 16:00:00","2021/08/22 15:59:59","1768","10062","bgm_M341","10036","500921","0","2021/08/25 15:59:59","50","10063","2021/08/06 16:00:00","1060","60","112401","2021/08/27 15:59:59","bgm_M341"
"2021/08/02 16:00:00","2021/08/13 15:59:59","1768","0","bgm_M457","0","501260","0","2021/08/16 15:59:59","50","10064","2021/07/30 16:00:00","1060","34","116201","2021/08/20 15:59:59","bgm_M457"
"2021/07/19 16:00:00","2021/07/23 15:59:59","1768","0","bgm_M343","10038","500751","0","2021/07/26 15:59:59","50","10065","2021/07/16 16:00:00","1060","60","111001","2021/07/28 15:59:59","bgm_M343"
"2021/09/01 16:00:00","2021/09/12 15:59:59","1768","0","bgm_M467","0","500016","0","2021/09/15 15:59:59","50","10066","2021/08/30 16:00:00","1060","60","116501","2021/09/19 15:59:59","bgm_M467"
"2021/09/17 16:00:00","2021/09/21 15:59:59","1768","0","bgm_M351","10040","500990","0","2021/09/24 15:59:59","50","10067","2021/09/15 16:00:00","1060","60","103301","2021/09/26 15:59:59","bgm_M351"
"2021/10/01 16:00:00","2021/10/12 15:59:59","1768","0","bgm_M478_Lofi","0","500016","0","2021/10/15 15:59:59","50","10068","2021/09/28 16:00:00","1060","60","116701","2021/10/19 15:59:59","bgm_M478"
"2021/10/18 16:00:00","2021/10/22 15:59:59","1768","0","bgm_M375","10042","500016","0","2021/10/25 15:59:59","50","10069","2021/10/15 16:00:00","1060","60","113001","2021/10/27 15:59:59","bgm_M375"
"2021/11/01 16:00:00","2021/11/12 15:59:59","1768","0","bgm_M486","0","500016","0","2021/11/15 15:59:59","50","10070","2021/10/29 16:00:00","1060","60","117101","2021/11/19 15:59:59","bgm_M486"
"2021/11/18 16:00:00","2021/11/22 15:59:59","1768","0","bgm_M380A","10044","500016","0","2021/11/25 15:59:59","50","10071","2021/11/16 16:00:00","1060","60","113201","2021/11/27 15:59:59","bgm_M380A"
"2021/12/02 16:00:00","2021/12/13 15:59:59","1768","0","bgm_M496","0","501031","0","2021/12/16 15:59:59","50","10072","2021/11/29 16:00:00","1060","60","117401","2021/12/20 15:59:59","bgm_M496"
"2021/12/17 16:00:00","2021/12/21 15:59:59","1768","0","bgm_M393","10046","501091","0","2021/12/24 15:59:59","50","10073","2021/12/15 16:00:00","1060","60","113501","2021/12/26 15:59:59","bgm_M393"
"2022/01/03 16:00:00","2022/01/14 15:59:59","1768","0","bgm_M508","0","500016","0","2022/01/17 15:59:59","50","10074","2021/12/30 16:00:00","1060","60","117501","2022/01/21 15:59:59","bgm_M508"
"2022/01/19 16:00:00","2022/01/23 15:59:59","1768","0","bgm_M403","10048","500016","0","2022/01/26 15:59:59","50","10075","2022/01/17 16:00:00","1060","60","113801","2022/01/28 15:59:59","bgm_M403"
"2022/02/01 16:00:00","2022/02/12 15:59:59","1768","0","bgm_M520","0","505033","0","2022/02/15 15:59:59","50","10076","2022/01/30 16:00:00","1060","60","117801","2022/02/19 15:59:59","bgm_M520"
"2022/02/16 16:00:00","2022/02/20 15:59:59","1768","0","bgm_M413","10050","501133","0","2022/02/23 15:59:59","50","10077","2022/02/14 16:00:00","1060","60","114101","2022/02/25 15:59:59","bgm_M413"
"2022/03/01 16:00:00","2022/03/12 15:59:59","1768","0","bgm_M527","0","500016","0","2022/03/15 15:59:59","50","10078","2022/02/26 16:00:00","1060","60","119001","2022/03/19 15:59:59","bgm_M527"
"2022/03/18 16:00:00","2022/03/22 15:59:59","1768","0","bgm_M421","10052","500016","1","2022/03/25 15:59:59","50","10079","2022/03/16 16:00:00","1060","60","114201","2022/03/27 15:59:59","bgm_M421"
"2022/04/01 16:00:00","2022/04/12 15:59:59","1768","0","bgm_M536","0","500881","0","2022/04/15 15:59:59","50","10080","2022/03/28 16:00:00","1060","60","119201","2022/04/19 15:59:59","bgm_M536"
"2022/04/18 16:00:00","2022/04/22 15:59:59","1768","0","bgm_M426","10054","501171","0","2022/04/25 15:59:59","50","10081","2022/04/15 16:00:00","1060","60","114401","2022/04/27 15:59:59","bgm_M426"
"2022/05/02 16:00:00","2022/05/13 15:59:59","1768","0","bgm_M543","0","501483","0","2022/05/16 15:59:59","50","10082","2022/04/29 16:00:00","1060","60","120801","2022/05/20 15:59:59","bgm_M543"
"2022/05/19 16:00:00","2022/05/23 15:59:59","1768","0","bgm_M435","10056","501160","0","2022/05/26 15:59:59","50","10083","2022/05/16 16:00:00","1060","60","111801","2022/05/28 15:59:59","bgm_M435"
"2022/06/01 16:00:00","2022/06/18 15:59:59","1768","0","bgm_M552","0","510306","0","2022/06/21 15:59:59","50","10084","2022/05/30 16:00:00","1060","60","106001","2022/06/25 15:59:59","bgm_M552"
"2022/06/08 16:00:00","2022/06/18 15:59:59","1768","10084","bgm_M553","0","510225","0","2022/06/21 15:59:59","50","10085","2022/05/30 16:00:00","1060","60","121201","2022/06/25 15:59:59","bgm_M553"
"2022/06/13 16:00:00","2022/06/22 15:59:59","1768","0","bgm_M442A","10058","500143","0","2022/06/25 15:59:59","50","10086","2022/06/10 16:00:00","1060","60","115601","2022/06/29 15:59:59","bgm_M442A"
"2022/06/19 16:00:00","2022/06/22 15:59:59","1768","10086","bgm_M442B","10059","501203","0","2022/06/25 15:59:59","50","10087","2022/06/10 16:00:00","1060","60","115601","2022/06/29 15:59:59","bgm_M442B"
"2022/07/01 16:00:00","2022/07/12 15:59:59","1768","0","bgm_M565","0","500118","0","2022/07/15 15:59:59","50","10088","2022/06/28 16:00:00","1060","60","121401","2022/07/19 15:59:59","bgm_M565"
"2022/07/19 16:00:00","2022/07/23 15:59:59","1768","0","bgm_M451","10061","500133","0","2022/07/26 15:59:59","50","10089","2022/07/17 16:00:00","1060","60","115801","2022/07/28 15:59:59","bgm_M451"
"2022/08/01 16:00:00","2022/08/12 15:59:59","1768","0","bgm_M574","0","500016","1","2022/08/15 15:59:59","50","10090","2022/07/29 16:00:00","1060","60","121601","2022/08/19 15:59:59","bgm_M574"
"2022/08/19 16:00:00","2022/08/23 15:59:59","1768","0","bgm_M457","10064","501260","0","2022/08/26 15:59:59","50","10091","2022/08/17 16:00:00","1060","34","116201","2022/08/28 15:59:59","bgm_M457"
"2022/09/01 16:00:00","2022/09/12 15:59:59","1768","0","bgm_M582","0","500016","0","2022/09/15 15:59:59","50","10092","2022/08/29 16:00:00","1060","60","122001","2022/09/19 15:59:59","bgm_M582"
"2022/09/19 16:00:00","2022/09/23 15:59:59","1768","0","bgm_M467","10066","500016","0","2022/09/26 15:59:59","50","10093","2022/09/16 16:00:00","1060","60","116501","2022/09/28 15:59:59","bgm_M467"
"2022/10/02 16:00:00","2022/10/13 15:59:59","1768","0","bgm_M595","0","500016","0","2022/10/16 15:59:59","50","10094","2022/09/29 16:00:00","1060","60","122101","2022/10/20 15:59:59","bgm_M595"
"2022/10/19 16:00:00","2022/10/23 15:59:59","1768","0","bgm_M478_Lofi","10068","500016","0","2022/10/26 15:59:59","50","10095","2022/10/17 16:00:00","1060","60","116701","2022/10/28 15:59:59","bgm_M478"
"2022/11/01 16:00:00","2022/11/12 15:59:59","1768","0","bgm_M601","0","500016","0","2022/11/15 15:59:59","50","10096","2022/10/30 16:00:00","1060","60","122401","2022/11/19 15:59:59","bgm_M601"
"2022/11/18 16:00:00","2022/11/22 15:59:59","1768","0","bgm_M486","10070","500016","0","2022/11/25 15:59:59","50","10097","2022/11/16 16:00:00","1060","60","117101","2022/11/27 15:59:59","bgm_M486"
"2022/12/01 16:00:00","2022/12/11 15:59:59","1768","0","bgm_M608","0","500010","0","2022/12/15 15:59:59","50","10098","2022/11/29 16:00:00","1060","60","122801","2022/12/19 15:59:59","bgm_M608"
"2022/12/19 16:00:00","2022/12/23 15:59:59","1768","0","bgm_M496","10072","501031","0","2022/12/26 15:59:59","50","10099","2022/12/16 16:00:00","1060","60","117401","2022/12/28 15:59:59","bgm_M496"
"2023/01/02 16:00:00","2023/01/12 15:59:59","1768","0","bgm_M618","0","500016","0","2023/01/16 15:59:59","50","10100","2022/12/30 16:00:00","1060","60","123101","2023/01/20 15:59:59","bgm_M618"
"2023/01/19 16:00:00","2023/01/23 15:59:59","1768","0","bgm_M508","10074","500016","0","2023/01/26 15:59:59","50","10101","2023/01/17 16:00:00","1060","60","117501","2023/01/28 15:59:59","bgm_M508"
"2023/02/01 16:00:00","2023/02/11 15:59:59","1768","0","bgm_M623","0","500096","0","2023/02/15 15:59:59","50","10102","2023/01/30 16:00:00","1060","60","123501","2023/02/19 15:59:59","bgm_M623"
"2023/02/17 16:00:00","2023/02/21 15:59:59","1768","0","bgm_M520","10076","505033","0","2023/02/24 15:59:59","50","10103","2023/02/15 16:00:00","1060","60","117801","2023/02/26 15:59:59","bgm_M520"
"2023/03/01 16:00:00","2023/03/11 15:59:59","1768","0","bgm_M630","0","500096","0","2023/03/15 15:59:59","50","10104","2023/02/26 16:00:00","1060","60","123901","2023/03/19 15:59:59","bgm_M630"
"2023/03/19 16:00:00","2023/03/23 15:59:59","1768","0","bgm_M527","10078","500016","0","2023/03/26 15:59:59","50","10105","2023/03/17 16:00:00","1060","60","119001","2023/03/28 15:59:59","bgm_M527"
"2023/04/01 16:00:00","2023/04/11 15:59:59","1768","0","bgm_M638","0","501463","0","2023/04/15 15:59:59","50","10106","2023/03/30 16:00:00","1060","60","124001","2023/04/19 15:59:59","bgm_M638"
"2023/04/17 16:00:00","2023/04/21 15:59:59","1768","0","bgm_M536","10080","500881","0","2023/04/24 15:59:59","50","10107","2023/04/14 16:00:00","1060","60","119201","2023/04/26 15:59:59","bgm_M536"
"2023/05/01 16:00:00","2023/05/13 15:59:59","1768","0","bgm_M647","0","501884","0","2023/05/17 15:59:59","50","10108","2023/04/28 16:00:00","1060","60","124701","2023/05/19 15:59:59","bgm_M647"
"2023/05/19 16:00:00","2023/05/23 15:59:59","1768","0","bgm_M543","10082","501483","0","2023/05/26 15:59:59","50","10109","2023/05/17 16:00:00","1060","60","120801","2023/05/28 15:59:59","bgm_M543"
"2023/06/01 16:00:00","2023/06/23 15:59:59","1768","0","bgm_M659","0","500013","0","2023/06/27 15:59:59","50","10110","2023/05/29 16:00:00","1060","60","125901","2023/06/29 15:59:59","bgm_M659"
"2023/06/08 16:00:00","2023/06/23 15:59:59","1768","10110","bgm_M660","0","501931","0","2023/06/27 15:59:59","50","10111","2023/05/29 16:00:00","1060","60","125901","2023/06/29 15:59:59","bgm_M660"
"2023/06/16 16:00:00","2023/06/25 15:59:59","1768","0","bgm_M552","10084","510306","0","2023/06/29 15:59:59","50","10112","2023/06/11 16:00:00","1060","60","106001","2023/06/30 15:59:59","bgm_M552"
"2023/06/21 16:00:00","2023/06/25 15:59:59","1768","10112","bgm_M553","10085","510225","0","2023/06/29 15:59:59","50","10113","2023/06/11 16:00:00","1060","60","121201","2023/06/30 15:59:59","bgm_M553"
"2023/07/02 16:00:00","2023/07/12 15:59:59","1768","0","bgm_M668","0","501463","0","2023/07/16 15:59:59","50","10114","2023/06/28 16:00:00","1060","60","125201","2023/07/20 15:59:59","bgm_M668"
"2023/07/19 16:00:00","2023/07/23 15:59:59","1768","0","bgm_M565","10088","500118","0","2023/07/26 15:59:59","50","10115","2023/07/17 16:00:00","1060","60","121401","2023/07/28 15:59:59","bgm_M565"
"2023/08/01 16:00:00","2023/08/11 15:59:59","1768","0","bgm_MC017","0","501683","0","2023/08/15 15:59:59","50","10116","2023/07/29 16:00:00","1060","60","125401","2023/08/19 15:59:59","bgm_MC017"
"2023/08/18 16:00:00","2023/08/22 15:59:59","1768","0","bgm_M574","10090","500016","1","2023/08/25 15:59:59","50","10117","2023/08/16 16:00:00","1060","60","121601","2023/08/28 15:59:59","bgm_M574"
